UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,ELGI,ELGC,RC,NOBN,LBWN,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GROUP,DISP,DAYDIS,TRT,BPEN,COND,LAP,BGRP,ADAM,RMK,YRREC
89IN00047,1986030100,L0100,03,86,2,74,2,30,732,740202,266802,6,,1,,,, 0, 34,1,,5,111,129,1,,,,,,,,,,F,25,,1989
89IN00048,1988440100,T0100,44,88,2,48,1,02,  6,865043,937343,,,,,,, 0,  0,1,,3,128,154,1,A,,,,,,T.6,3,,2,10,,1989
89IN00049,1988440102,T0102,44,88,2,40,1,02,403,788843,641143,,,,,,, 0,  0,1,,3,102,154,1,B,,,,,,T.8,3,,2,10,,1989
89IN00050,1988440105,T0105,44,88,2,42,1,02,952,784443,779243,,,,,,, 2,  0,3,VET,5,108,126,1,A,,,93,1009,,,,,1,10,STICKSTUCK,1989
89IN00051,1982630110,K0110,63,82,2,63,1,06,633,890462,778762,,,,,,,,,3,,X,147,0,,,,,93,0522,,,,,,70,"X,AGE",1989
89IN00052,1988440111,T0111,44,88,2,41,1,02,412,853843,652143,,,,,,, 2,  0,1,,6,118,154,1,B,,,,,,T.4,2,,2,10,,1989
89IN00053,1988440113,T0113,44,88,2,40,1,02,404,829543,416743,,,,,,, 1, 76,1,,3,102,130,5,A,,,,,,T.3,2,,2,10,,1989
89IN00054,1988440119,T0119,44,88,1,41,1,02,412,853843,520543,,,,,,,,,3,,Y,129,183,,,,,93,0807,,,,,,10,,1989
89IN00055,1988440121,T0121,44,88,2,43,1,02,  5,861743,868643,6,,,,,, 0,  0,1,,5,112,0,,,,,,,,,,,F,10,,1989
89IN00056,1982630121,K0121,63,82,2,61,1,06,611,962862,730362,7,,,0,,0, 2,173,2,091,1,164,200,3,,,,92,0921,,,,,,70,,1989
89IN00057,1988440125,T0125,44,88,1,42,1,02,892,815243,755143,,,,,,,,,3,,Y,111,158,,,,,93,0901,,,,,,10,,1989
89IN00058,1986030127,L0127,03,86,2,76,2,30,735,771002,571802,6,,1,,,, 0, 36,1,,5,135,162,1,,,,,,,,,,F,25,,1989
89IN00059,1986030131,L0131,03,86,2,72,2,30,723,765802,497002,6,,1,,,, 0,  0,1,,5,147,0,,,,,,,,,,,F,25,,1989
89IN00060,1988440131,T0131,44,88,2,42,1,02,882,816043,751443,,,,,,, 0,  0,1,,3,90,129,1,A,,,,,,802,3,3,1,10,,1989
89IN00061,1982630134,K0134,63,82,2,60,1,06,604,889262,825462,,,,1,,1, 1, 87,2,087,1,200,212,3,,,,92,0921,,,,,,70,,1989
89IN00062,1982630135,K0135,63,82,2,60,1,06,604,889262,825462,,,,,,, 2,151,3,MKT,1,164,172,9,,,,93,0917,,,,,,70,4BAG,1989
89IN00063,1988440138,T0138,44,88,2,40,1,02,403,788843,703143,,,,,,, 0,  0,1,,3,144,180,1,B,,,,,,T.9,4,,2,10,,1989
89IN00064,1982630140,K0140,63,82,2,63,1,06,631,894862,920262,,,,,,, 2,154,3,MKT,2,153,158,11,,,,93,0917,,,,,,70,XBAG,1989
89IN00065,1988440141,T0141,44,88,2,43,1,02,431,873743,570143,6,,,,,, 0,  0,1,,5,124,146,1,B,,,,,,T.7,3,,2,10,,1989
89IN00066,1988440142,T0142,44,88,2,41,1,02,411,866643,651443,,,,,,, 1, 86,1,,3,124,148,1,A,,,,,,413,3,3,1,10,,1989
89IN00067,1988440147,T0147,44,88,2,40,1,02,404,829543,593243,6,,,,,, 0,  0,1,,5,147,158,1,,,,,,,,,,F,10,,1989
89IN00068,1988440148,T0148,44,88,2,43,1,02,433,883243,529043,6,,,,,, 0,  0,1,,5,128,134,1,,,,,,,,,,F,10,,1989
89IN00069,1988440150,T0150,44,88,1,41,1,02,413,865143,553943,,,,,,,,,2,,Y,143,197,,,,,92,0921,,,,,,10,,1989
89IN00070,1986030157,L0157,03,86,2,73,2,30,738,765902,203402,7,,0,,,, 2,185,1,,3,136,157,3,B,,,,,,51,2,,2,25,BRITCHY,1989
89IN00071,1986030160,L0160,03,86,2,73,2,30,731,740102,217702,6,,1,,,, 1, 37,1,,5,140,0,,,,,,,,,,,F,25,,1989
89IN00072,1986030161,L0161,03,86,2,73,2,30,731,740102,217702,7,,1,,,, 3,129,1,,2,133,172,2,A,,,,,,71,3,,2,25,,1989
89IN00073,1982630164,K0164,63,82,2,63,1,06,634,922062,821662,,,,0,,0, 2,161,2,091,1,177,196,3,,,,92,0921,,,,,,70,LT'S,1989
89IN00074,1988440169,T0169,44,88,1,40,1,02,402,850243,559243,,,,,,,,,1,,Y,159,217,,,,,,,,,,,,10,,1989
89IN00075,1988440172,T0172,44,88,1,42,1,02,932,771243,832443,,,,,,,,,3,,Y,106,157,,,,,93,0901,,,,,,10,,1989
89IN00076,1988440178,T0178,44,88,2,40,1,02,403,788843,834243,6,,,,,, 0,  0,1,,5,128,149,1,,,,,,,JNS,,,F,10,,1989
89IN00077,1982630179,K0179,63,82,2,61,1,06,612,945962,712662,,,,,,, 2, 97,3,MKT,1,131,161,3,,,,93,0917,,,,,,70,TEETH,1989
89IN00078,1988440181,T0181,44,88,2,43,1,02,434,894543,666443,6,,,,,, 0,  0,1,,5,136,162,1,A,,,,,,T.8,3,,2,10,,1989
89IN00079,1988440182,T0182,44,88,2,43,1,02,434,894543,666443,6,,,,,, 0,  0,1,,5,132,150,1,B,,,,,,T.8,2,,2,10,,1989
89IN00080,1983630183,K0183,63,83,2,63,1,06,633,957062,935462,7,,,,,,,,1,,3,156,0,,,,,10,0614,,,,,,60,,1989
89IN00081,1988440184,T0184,44,88,1,40,1,02,403,788843,811143,,,,,,,,,2,,Y,138,195,,,,,92,0921,,,,,,10,,1989
89IN00082,1988440189,T0189,44,88,2,43,1,02,433,883243,458343,6,,,,,, 0,  0,1,,5,124,137,1,A,,,,,,T.9,3,,2,10,,1989
89IN00083,1988440197,T0197,44,88,2,40,1,02,403,788843,748443,,,,,,, 0,  0,1,,5,133,174,1,A,,,,,,T.4,4,,2,10,,1989
89IN00084,1988440199,T0199,44,88,1,40,1,02,402,850243,638743,,,,,,,,,2,,Y,136,191,,,,,92,0921,,,,,,10,,1989
89IN00085,1983630200,K0200,63,83,2,60,1,06,601,969962,940462,,,,,,, 0,  0,1,,3,204,182,3,C,,,,,,14,1,,2,60,,1989
89IN00086,1983630201,K0201,63,83,2,63,1,06,631,953162,796462,,,,,,, 1,105,1,,4,187,216,3,A,,,,,,16,3,,2,60,,1989
89IN00087,1983630202,K0202,63,83,2,63,1,06,631,953162,796462,,,,,,, 2,197,1,,3,177,194,3,B,,,,,,34,2,,2,60,,1989
89IN00088,1988440203,T0203,44,88,2,43,1,02,434,894543,719543,6,,,,,, 0,  0,1,,5,107,127,1,B,,,,,,T.9,2,,2,10,,1989
89IN00089,1986030205,L0205,03,86,2,72,2,30,725,760402,156202,6,,1,,,, 0,  0,1,,5,161,0,,,,,,,,,,,F,25,,1989
89IN00090,1988440205,T0205,44,88,2,40,1,02,404,829543,634743,,,,,,, 0,  0,1,,3,103,149,1,B,,,,,,T.1,3,,2,10,,1989
89IN00091,1983630205,K0205,63,83,2,60,1,06,601,969962,891462,,,,,,, 3,196,1,,2,149,172,2,A,,,,,,01,3,,2,60,,1989
89IN00092,1986030206,L0206,03,86,2,00,2,30,725,760402,156202,6,,1,,,, 1, 68,1,,B,132,0,,,,,,,,,,,F,25,BLACK,1989
89IN00093,1983630207,K0207,63,83,2,63,1,06,631,953162,785662,7,,,,,, 3,166,1,,3,181,186,2,A,,,,,,31,3,,2,60,,1989
89IN00094,1988440209,T0209,44,88,2,40,1,02,402,850243,785043,6,,,,,, 0,  0,1,,5,128,151,1,,,,,,,,,,F,10,,1989
89IN00095,1988440212,T0212,44,88,2,40,1,02,401,780343,792843,,,,,,, 0,  0,1,,3,111,150,1,A,,,,,,T.5,3,,2,10,,1989
89IN00096,1983630212,K0212,63,83,2,61,1,06,611,012463,832662,,,,,,, 2,156,1,,1,166,196,2,B,,,,,,11,3,,2,60,,1989
89IN00097,1988440216,T0216,44,88,1,40,1,02,401,780343,619843,,,,,,,,,2,,Y,137,186,,,,,92,0921,,,,,,10,,1989
89IN00098,1988440224,T0224,44,88,2,43,1,02,  3,788943,909443,6,,,,,, 0,  0,1,,5,126,147,1,A,,,,,,T.1,3,,2,10,,1989
89IN00099,1983630225,K0225,63,83,2,63,1,06,632,955162,937362,2,,,,,,,,3,MKT,X,173,0,,,,J,93,0917,,,,,,60,.60 FERT.,1989
89IN00100,1988440226,T0226,44,88,1,40,1,02,  7,874843,931043,,,,,,,,,3,,Y,129,183,,,,,93,0901,,,,,,10,BRN.NOSE,1989
89IN00101,1988440228,T0228,44,88,1,40,1,02,402,850243,406443,,,,,,,,,1,,Y,136,189,,,,,,,,,,,,10,,1989
89IN00102,1986030230,L0230,03,86,2,72,2,30,722,765502, 39402,6,,1,,,, 1, 64,1,,5,175,0,,,,,,,,,,,F,25,,1989
89IN00103,1983630230,K0230,63,83,2,63,1,06,631,953162,909762,,,,,,, 2, 51,1,,1,167,185,3,A,,,,,,32,3,,2,60,BAGOK,1989
89IN00104,1988440238,T0238,44,88,1,42,1,02,882,816043,634343,,,,,,,,,3,,Y,127,177,,,,,93,0901,,,,,,10,,1989
89IN00105,1988440249,T0249,44,88,2,42,1,02,892,815243,401343,,,,,,, 1,  0,1,,3,98,141,1,A,,,,,,832,3,1,1,10,,1989
89IN00106,1983630252,K0252,63,83,2,61,1,06,613,999662,970962,7,,,,,, 2,139,1,,3,168,184,2,A,,,,,,01,3,,2,60,,1989
89IN00107,1986030255,L0255,03,86,2,73,2,30,739,743202,487202,7,,1,,,, 3, 54,1,,1,142,176,2,B,,,,,,73,3,,2,25,BVACC,1989
89IN00108,1983630270,K0270,63,83,2,63,1,06,633,957062,831562,,,,,,, 3, 87,3,PHY,2,193,215,4,,,,93,1127,,X,,,,60,"SW.BAG,VLT,X",1989
89IN00109,1983630272,K0272,63,83,2,61,1,06,611,012463,891862,,,,,,, 2,168,3,PHY,1,141,168,3,,,,,,,JIM,,,,60,"MEGA'S,CULL",1989
89IN00110,1986030275,L0275,03,86,2,76,2,30,732,740202,236402,6,,0,,,, 0,  0,1,,5,135,0,,,,,,,,,,,F,25,,1989
89IN00111,1986030279,L0279,03,86,2,76,2,30,732,740202,371002,6,,0,,,, 0, 39,1,,5,156,0,,,,,,,,,,,F,25,,1989
89IN00112,1988440282,T0282,44,88,3,48,1,02,  3,788943,912043,3,,,,,,,,3,,*,0,0,,,,W,93,0123,,,,,,10,WYOMING,1989
89IN00113,1986030285,L0285,03,86,2,76,2,30,734,747402,578002,6,,1,,,, 0, 33,1,,5,133,0,,,,,,,,,,,F,25,,1989
89IN00114,1983630286,K0286,63,83,2,63,1,06,632,955162,831462,2,,,,,,,,3,MKT,X,169,0,,,,J,93,0917,,,,,,60,PHYS.X,1989
89IN00115,1983630291,K0291,63,83,2,60,1,06,601,969962,746762,,,,,,, 2,162,1,,8,140,165,3,B,,,,,,11,2,,2,60,,1989
89IN00116,1983630299,K0299,63,83,2,60,1,06,604,958362,970662,,,,,,, 1,116,1,,2,178,185,2,A,,,,,,02,2,,2,60,,1989
89IN00117,1983630300,K0300,63,83,2,61,1,06,612,980662,847962,,,,,,, 1, 91,1,,4,143,166,2,A,,,,,,02,3,,2,60,,1989
89IN00118,1983630301,K0301,63,83,2,60,1,06,604,958362,930262,1,,,,,,,,3,,X,184,0,,,,A,93,0605,,,,,,60,ANN'S EWES,1989
89IN00119,1983630303,K0303,63,83,2,63,1,06,632,955162,778762,2,,,,,,,,3,,X,157,0,,,,J,93,0522,,,,,,60,"X,BADBAG",1989
89IN00120,1986030319,L0319,03,86,2,00,2,30,725,760402,751902,,,1,,,, 0,  0,1,,B,146,172,1,B,,,,,,41,4,,2,25,BLACK,1989
89IN00121,1986030321,L0321,03,86,2,72,2,30,721,773102,622302,6,,1,,,, 1, 22,1,,5,157,0,,,,,,,,,,,F,25,,1989
89IN00122,1983630321,K0321,63,83,2,61,1,06,614,990062,827062,7,,,,,,,,1,,*,0,0,,,,,54,0216,,,,,,60,,1989
89IN00123,1983630323,K0323,63,83,2,60,1,06,604,958362,899862,1,,,,,,,,3,,X,119,0,,,,A,93,0522,,,,,,60,"X,SICK5/17",1989
89IN00124,1986030325,L0325,03,86,2,72,2,30,725,760402,716402,6,,1,,,, 0, 52,1,,5,174,0,,,,,,,,,,,F,25,,1989
89IN00125,1983630326,K0326,63,83,2,61,1,06,613,999662,954162,7,,,,,, 2,149,3,PHY,2,170,180,4,,,,,,,JIM,,,,60,"SW.BAG,X",1989
89IN00126,1985800326,X0326,80,85,2,47,1,55,473,680694,214294,7,,,,,, 3, 54,1,,1,169,197,2,A,,,,,2,,4,2,1,40,,1989
89IN00127,1983630338,K0338,63,83,2,60,1,06,602,937462,932662,,,,,,, 2,174,1,,2,167,198,3,B,,,,,,12,3,,2,60,,1989
89IN00128,1983630347,K0347,63,83,2,60,1,06,601,969962,840562,,,,,,, 3, 32,3,PHY,1,204,222,3,,,,93,1127,,X,,,,60,DYSTOCIA,1989
89IN00129,1986030351,L0351,03,86,2,75,2,30,731,740102,454902,6,,1,,,, 0, 41,1,,5,146,0,,,,,,,,,,,F,25,,1989
89IN00130,1983630359,K0359,63,83,2,60,1,06,602,937462,729662,7,,,,,, 1,115,1,,3,178,202,2,A,,,,,,03,4,,2,60,,1989
89IN00131,1980020361,Y0361,02,80,2,71,1,30,712,868507,478107,1,,1,,,,,,3,,X,125,0,,,,T,93,0605,,,,,,90,JIM'S EWES,1989
89IN00132,1983630365,K0365,63,83,2,60,1,06,603,959162,904862,,,,,,, 2, 42,3,MKT,2,148,164,9,A,,,93,0917,,,,,2,60,CRIPPLE,1989
89IN00133,1986030367,L0367,03,86,2,76,2,30,733,761202,398102,7,,1,,,, 2,161,3,ORE,2,129,177,13,A,,,93,0919,,,,,2,25,BAGABSCESS,1989
89IN00134,1986030368,L0368,03,86,2,76,2,30,733,761202,398102,7,,1,,,, 1,111,1,,1,173,187,2,B,,,,,,54,4,,2,25,,1989
89IN00135,1983630373,K0373,63,83,2,60,1,06,603,959162,803762,,,,,,, 2,176,1,,1,157,182,2,B,,,,,,13,3,,2,60,,1989
89IN00136,1983630376,K0376,63,83,2,60,1,06,604,958362,914962,,,,,,,,,1,,2,177,0,,,,,05,0630,,,,,,60,BLUEBAG,1989
89IN00137,1985800377,X0377,80,85,2,45,1,55,441,672994,526543,7,,,,,, 2,186,1,,8,142,159,1,B,,,,,1,,2,2,1,40,,1989
89IN00138,1986030395,L0395,03,86,2,74,2,30,731,740102,614002,7,,1,,,,,,1,,*,0,0,,,,,05,0429,,,,,,25,"THIN,SICK",1989
89IN00139,1983630396,K0396,63,83,2,61,1,06,611,012463,954762,,,,,,, 2,175,1,,1,119,145,2,A,,,,,,03,2,,2,60,FIBERY,1989
89IN00140,1983630399,K0399,63,83,2,63,1,06,633,957062,875162,,,,,,, 3,107,3,PHY,2,168,189,11,,,,,,,JIM,,,,60,L.SPOILED,1989
89IN00141,1986030406,L0406,03,86,2,72,2,30,724,765602,342602,6,,1,,,, 1, 73,1,,5,165,0,,,,,,,,,,,F,25,,1989
89IN00142,1983630409,K0409,63,83,2,61,1,06,611,012463,863762,,,,,,, 3,108,3,PHY,1,178,214,2,,,,93,1127,,X,,,,60,ENTR.RUPTURE,1989
89IN00143,1986030412,L0412,03,86,1,72,2,30,724,765602,323702,2,,1,,,,,,3,,*,0,0,,,,A,,,,,,,,25,ANN'S RAMS,1989
89IN00144,1986030417,L0417,03,86,2,74,2,30,739,743202,201702,7,,1,,,, 3,161,1,,2,135,149,4,A,,,,,,81,2,,2,25,"UNEVEN,LT",1989
89IN00145,1983630418,K0418,63,83,2,61,1,06,611,012463,764062,,,,,,, 2, 68,1,,1,158,181,2,A,,,,,,04,2,,2,60,,1989
89IN00146,1983630425,K0425,63,83,2,61,1,06,614,990062,909362,,,,,,, 2, 86,1,,1,172,187,3,B,,,,,,13,2,,2,60,,1989
89IN00147,1983630428,K0428,63,83,2,61,1,06,611,012463,966162,,,,,,, 2, 66,3,PHY,1,203,228,11,,,,93,1127,,X,,,,60,R.SPOILED,1989
89IN00148,1986030432,L0432,03,86,2,72,2,30,724,765602,778101,6,,1,,,, 1, 79,1,,5,146,0,,,,,,,,,,,F,25,,1989
89IN00149,1986030433,L0433,03,86,2,72,2,30,724,765602,778101,6,,1,,,, 0, 33,1,,5,160,0,,,,,,,,,,,F,25,,1989
89IN00150,1983630433,K0433,63,83,2,60,1,06,602,937462,837562,,,,,,, 1,105,1,,1,185,196,2,A,,,,,,04,2,,2,60,,1989
89IN00151,1985800434,X0434,80,85,2,45,1,55,461,721794,549443,2,,,,,,,,3,,X,186,0,,,,J,93,0522,,,,,,40,"X,CULL",1989
89IN00152,1986030439,L0439,03,86,2,73,2,30,738,765902,395802,7,,1,,,, 2,156,1,,2,134,152,2,A,,,,,,72,2,,2,25,,1989
89IN00153,1983630440,K0440,63,83,2,60,1,06,604,958362,696762,,,,,,, 1, 99,1,,2,145,153,3,A,,,,,,05,2,,2,60,,1989
89IN00154,1986030441,L0441,03,86,2,73,2,30,738,765902,395802,7,,1,,,, 2,172,1,,2,131,157,2,V,,,,,,51,3,,2,25,,1989
89IN00155,1983630443,K0443,63,83,2,63,1,06,633,957062,921662,,,,,,, 1, 91,1,,1,180,185,2,B,,,,,,35,2,,2,60,,1989
89IN00156,1986030453,L0453,03,86,2,72,2,30,723,765802,284502,6,,0,1,0,0, 0,  0,2,082,5,140,170,1,,,,92,0921,,,,,,25,,1989
89IN00157,1986030458,L0458,03,86,2,75,2,40,005,023120,775402,1,,,,,,,,3,,3,111,138,1,,,A,93,1009,,,,,,25,ANN'S EWES,1989
89IN00158,1986030464,L0464,03,86,2,74,2,30,738,765902,394302,7,,0,,,, 2,163,1,,1,138,166,2,A,,,,,,82,4,,2,25,,1989
89IN00159,1986030465,L0465,03,86,2,74,2,30,738,765902,394302,7,,0,,,, 2,143,1,,3,135,148,2,A,,,,,,83,3,,2,25,,1989
89IN00160,1985800467,X0467,80,85,2,47,1,55,472,768494,522194,7,,,,,, 3, 43,1,,1,140,146,2,B,,,,,2,,2,2,1,40,,1989
89IN00161,1983630472,K0472,63,83,2,63,1,06,633,957062,770662,,,,,,,,,3,,X,133,0,,,,,93,0605,,,,,,60,"X,AGE",1989
89IN00162,1986030482,L0482,03,86,2,75,2,30,738,765902,290602,6,,1,,,, 0, 30,1,,5,145,0,,,,,,,,,,,F,25,,1989
89IN00163,1985800482,X0482,80,85,2,47,1,55,473,680694,953793,7,,,,,, 2,192,1,,2,175,180,3,A,,,,,3,,3,2,1,40,,1989
89IN00164,1983630487,K0487,63,83,2,61,1,06,614,990062,902562,,,,,,, 1, 96,3,PHY,2,200,215,11,C,,,93,1127,,X,,,2,60,FLT,1989
89IN00165,1986030497,L0497,03,86,2,72,2,30,721,773102,384402,6,,1,,,, 0, 40,1,,5,132,0,,,,,,,,,,,F,25,,1989
89IN00166,1987030503,L0503,03,87,2,71,1,30,712,960202,724102,,,1,,,, 2,183,1,,4,142,171,2,B,,,,,,51,2,,2,20,,1989
89IN00167,1987030509,L0509,03,87,2,71,1,30,713,949202,700502,,,1,,,, 1, 84,1,,2,159,172,1,A,,,,,,51,4,,2,20,,1989
89IN00168,1987030512,L0512,03,87,2,71,1,30,714,953402,157802,,,1,,,, 2, 91,1,,2,161,182,3,A,,,,,,52,3,,2,20,"SM.BAG,ENTR.",1989
89IN00169,1987030513,L0513,03,87,2,71,1,30,714,953402,157802,7,,1,,,, 1, 98,1,,2,140,158,2,B,,,,,,52,3,,2,20,,1989
89IN00170,1983630513,K0513,63,83,2,63,1,06,631,953162,931862,2,,,,,,,,3,MKT,X,208,0,,,,J,93,0917,,,,,,60,SPOILED,1989
89IN00171,1987030517,L0517,03,87,2,70,1,30,704,792302,733101,,,1,,,, 2,180,1,,2,119,141,2,A,,,,,,85,2,,2,20,,1989
