UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
68IN02253,1966421476,66,2,T1476,4,82,128,4,,,,,,3,,02,7,1,51,088,09,,117,136,,04,096,,42,,089,3,922541,3,,878941,,7,3,1968,2.0
68IN02254,1966421478,66,2,T1478,4,82,179,4,,,,,,3,,02,7,1,53,089,08,,125,143,,18,080,,42,,070,2,937541,3,,595641,,7,3,1968,2.0
68IN02255,1966421479,66,2,T1479,4,70,732,2,,,,,,3,,02,2,1,732,118,08,,128,161,,,090,,42,,125,4,750241,2,,430541,,,,1968,2.0
68IN02256,1966421486,66,1,T1486,4,72,882,,,,,,,3,,02,3,,,,,,175,,3,,,,42,0610,101,2,903441,,,910741,,,,1968,2.0
68IN02257,1966421488,66,2,T1488,4,70,722,2,,,,,,3,,02,2,1,712,115,12,,133,156,,,101,,42,,083,3,624241,2,,973541,,,,1968,2.0
68IN02258,1966421490,66,2,T1490,4,70,732,4,,,,,,3,,02,2,1,732,110,11,,128,149,,,102,,42,,107,3,750241,2,,789641,,,,1968,2.0
68IN02259,1966421500,66,2,T1500,4,82,048,2,,,,,,3,,02,7,1,55,092,09,,100,130,,01,108,,42,,105,6,787941,,,246441,,7,8,1968,2.0
68IN02260,1966421504,66,2,T1504,4,82,108,4,,,,,,3,,02,7,1,54,086,09,,121,135,,13,088,,42,,069,3,886441,3,,783141,,7,7,1968,2.0
68IN02261,1966421505,66,2,T1505,4,70,732,2,,,,,,3,,02,2,1,722,105,09,,133,138,,,098,,42,,093,3,750241,2,,945641,,,,1968,2.0
68IN02262,1966421507,66,2,T1507,4,70,732,2,,,,,,3,,02,2,1,732,126,09,,150,180,,,088,,42,,095,3,750241,,,728341,,,,1968,2.0
68IN02263,1966421509,66,2,T1509,4,82,179,,,,,,,3,,02,7,1,,098,11,,113,143,3,16,066,,42,1001,085,2,937541,,,544141,,,,1968,2.0
68IN02264,1966421514,66,2,T1514,4,70,732,4,,,,,,3,,02,2,1,722,118,11,,159,181,,,089,,42,,102,4,750241,2,,571541,,,,1968,2.0
68IN02265,1967421522,67,2,T1522,4,83,08,1,,,,,3,2,,02,7,1,56,120,10,,120,153,,82,105,060,42,,148,3,968541,,,893241,,7,5,1968,1.0
68IN02266,1967421527,67,2,T1527,4,83,08,2,,,,,3,2,,02,7,1,55,118,09,,118,144,,82,103,049,42,,114,3,968541,,,911641,,7,4,1968,1.0
68IN02267,1967421528,67,2,T1528,4,83,03,2,,,,,1,2,,02,7,1,56,125,08,,125,160,,82,108,059,42,,132,5,743641,,,963741,,7,4,1968,1.0
68IN02268,1967421529,67,2,T1529,4,83,567,3,,,,,1,2,,02,7,1,54,125,08,,125,150,,82,102,059,42,,146,4,778841,,,975341,,7,3,1968,1.0
68IN02269,1967421530,67,2,T1530,4,83,566,3,,,,,1,2,,02,7,1,56,108,07,,108,141,,82,102,050,42,,116,4,778841,,,977741,,7,7,1968,1.0
68IN02270,1967421531,67,2,T1531,4,82,03,2,,,,,1,2,,02,7,1,51,122,07,,122,158,,14,115,053,42,,116,4,743641,,,884941,,7,5,1968,1.0
68IN02271,1967421532,67,2,T1532,4,83,02,4,,,,,1,2,,02,7,1,56,115,07,,115,142,,82,094,048,42,,112,3,880041,,,903041,,7,6,1968,1.0
68IN02272,1967421533,67,1,T1533,4,83,01,,,,,,3,2,,02,7,1,,152,08,,152,175,2,82,105,070,42,0926,164,2,980341,,,883641,,,,1968,1.0
68IN02273,1967421535,67,1,T1535,4,83,567,,,,,,3,2,,02,7,2,,126,04,,126,145,3,82,127,064,42,0813,141,5,778841,,,063842,,,,1968,1.0
68IN02274,1967421537,67,2,T1537,4,83,01,1,,,,,3,2,,02,7,1,57,112,08,,112,141,,82,104,058,42,,135,3,980341,,,883641,,7,6,1968,1.0
68IN02275,1967421538,67,1,T1538,4,83,03,,,,,,1,2,,02,7,1,,158,08,,158,185,2,82,112,079,42,8831,184,5,743641,,132,884441,,,,1968,1.0
68IN02276,1967421539,67,2,T1539,4,83,556,2,,,,,1,2,,02,7,1,57,102,09,,102,129,,82,120,066,42,,144,5,862341,,,063942,,7,7,1968,1.0
68IN02277,1967421540,67,1,T1540,4,83,05,,,,,,1,2,,02,,,,,,,125,,3,82,,,42,0611,,,014542,,,892841,,,,1968,1.0
68IN02278,1967421542,67,1,T1542,4,83,08,,,,,,3,2,,02,,,106,,,,155,,,82,,,42,,,,968541,,,884641,,,,1968,1.0
68IN02279,1967421543,67,1,T1543,4,83,08,,,,,,3,2,,02,,3,081,,,,168,,,82,,,42,,,,968541,,,892641,,,,1968,1.0
68IN02280,1967421545,67,1,T1545,4,83,05,,,,,,1,2,,02,,3,063,,,,135,,,82,,,42,,,,014542,,,924641,,,,1968,1.0
68IN02281,1967421546,67,1,T1546,4,83,02,,,,,,1,2,,02,7,2,,150,08,,150,170,,82,124,094,42,,232,4,880041,,,955441,,,,1968,1.0
68IN02282,1967421548,67,2,T1548,4,83,01,3,,,,,2,2,,02,7,1,55,092,11,,92,122,,82,091,040,42,,084,5,980341,,,887041,,7,3,1968,1.0
68IN02283,1967421549,67,2,T1549,4,83,01,1,,,,,2,2,,02,7,1,58,089,07,,89,116,,82,117,042,42,,091,4,980341,,,887041,,7,8,1968,1.0
68IN02284,1967421550,67,1,T1550,4,83,05,,,,,,2,2,,02,7,2,,088,12,,88,120,3,82,116,061,42,0814,130,4,014542,,,945041,,,,1968,1.0
68IN02285,1967421551,67,2,T1551,4,83,05,3,,,,,2,2,,02,7,1,57,080,09,,80,111,,82,111,055,42,,124,5,014542,,,945041,,7,4,1968,1.0
68IN02286,1967421552,67,1,T1552,4,83,03,,,,,,1,2,,02,7,1,,120,08,,120,150,2,82,126,066,42,8849,144,5,743641,,150,894041,,,,1968,1.0
68IN02287,1967421553,67,2,T1553,4,83,05,2,,,,,1,2,,02,7,1,58,120,09,,120,152,,82,112,062,42,,133,5,014542,,,901541,,7,6,1968,1.0
68IN02288,1967421554,67,2,T1554,4,83,566,3,,,,,3,2,,02,7,1,58,112,07,,112,132,,82,109,056,42,,130,4,778841,,,057042,,7,7,1968,1.0
68IN02289,1967421556,67,1,T1556,4,83,567,,,,,,2,2,,02,7,1,,153,06,,153,168,,82,115,060,42,,132,4,778841,,,021442,,,,1968,1.0
68IN02290,1967421559,67,2,T1559,4,83,557,1,,,,,2,2,,02,7,1,59,117,10,,117,147,,82,107,049,42,,108,3,862341,,,985041,,7,8,1968,1.0
68IN02291,1967421560,67,1,T1560,4,83,557,,,,,,2,2,,02,,,043,,,,160,,,82,,,42,,,,862341,,,985041,,,,1968,1.0
68IN02292,1967421561,67,1,T1561,4,83,08,,,,,,1,2,,02,,3,079,,,,175,,,82,,,42,,,,968541,,,900441,,,,1968,1.0
68IN02293,1967421562,67,1,T1562,4,83,05,,,,,,2,2,,02,7,1,,145,08,,145,180,3,82,106,071,42,0813,164,6,014542,,,942741,,,,1968,1.0
68IN02294,1967421563,67,2,T1563,4,83,05,2,,,,,2,2,,02,7,1,59,103,08,,103,135,,82,118,062,42,,128,5,014542,,,942741,,7,7,1968,1.0
68IN02295,1967421565,67,2,T1565,4,83,567,1,,,,,2,2,,02,7,1,56,110,06,,110,141,,82,108,062,42,,151,4,778841,,,015342,,7,3,1968,1.0
68IN02296,1967421566,67,2,T1566,4,83,567,,,,,,2,2,,02,,,,,,,,,6,82,,,42,0107,,,778841,,,015342,,,,1968,1.0
68IN02297,1967421568,67,2,T1568,4,83,556,4,,,,,2,2,,02,7,1,58,093,09,,93,115,,82,118,057,42,,111,5,862341,,,018042,,7,4,1968,1.0
68IN02298,1967421569,67,1,T1569,4,83,02,,,,,,3,2,,02,,,,,,,165,,3,82,,,42,0611,,,880041,,,888041,,,,1968,1.0
68IN02299,1967421571,67,1,T1571,4,83,03,,,,,,3,2,,02,7,2,,153,06,,153,180,2,82,112,072,42,8832,169,5,743641,,133,889141,,,,1968,1.0
68IN02300,1967421572,67,2,T1572,4,83,03,1,,,,,3,2,,02,7,1,60,112,07,,112,135,,82,093,046,42,,109,3,743641,,,889141,,7,8,1968,1.0
68IN02301,1967421573,67,1,T1573,4,83,03,,,,,,3,2,,02,7,1,,130,08,,130,158,3,82,114,076,42,0813,172,6,743641,,,889141,,,,1968,1.0
68IN02302,1967421574,67,2,T1574,4,83,05,4,,,,,1,2,,02,7,1,57,117,06,,117,162,,82,117,067,42,,143,5,014542,,,901941,,7,5,1968,1.0
68IN02303,1967421575,67,1,T1575,4,83,08,,,,,,1,2,,02,7,1,,140,11,,140,,2,82,115,094,42,0926,228,5,968541,,158,880741,,,,1968,1.0
68IN02304,1967421576,67,2,T1576,4,83,02,2,,,,,2,2,,02,7,1,60,115,07,,115,128,,82,099,053,42,,128,3,880041,,,886641,,7,7,1968,1.0
68IN02305,1967421577,67,2,T1577,4,83,02,,,,,,2,2,,02,,,,,,,,,6,82,,,42,0130,,,880041,,,886641,,,,1968,1.0
68IN02306,1967421578,67,1,T1578,4,83,03,,,,,,1,2,,02,,,,,,,,,6,82,,,42,0130,,,743641,,,902541,,,,1968,1.0
68IN02307,1967421579,67,1,T1579,4,83,05,,,,,,2,2,,02,,,,,,,110,,3,82,,,42,0611,,,014542,,,965741,,,,1968,1.0
68IN02308,1967421581,67,2,T1581,4,83,566,1,,,,,1,2,,02,7,1,58,108,08,,108,131,,82,103,045,42,,107,3,778841,,,996441,,7,5,1968,1.0
68IN02309,1967421582,67,2,T1582,4,83,576,3,,,,,3,2,,02,7,1,59,092,07,,92,121,,82,112,055,42,,127,4,986141,,,990741,,7,4,1968,1.0
68IN02310,1967421583,67,2,T1583,4,83,597,,,,,,2,2,,02,,,,,,,,,6,82,,,42,0325,,,802441,,,010342,,,,1968,1.0
68IN02311,1967421584,67,2,T1584,4,83,597,1,,,,,2,2,,02,7,1,61,090,09,,90,126,,82,098,050,42,,122,3,802441,,,010342,,7,7,1968,1.0
68IN02312,1967421585,67,2,T1585,4,83,567,1,,,,,1,2,,02,7,1,57,097,08,,97,129,,82,088,042,42,,098,3,778841,,,050642,,7,3,1968,1.0
68IN02313,1967421586,67,1,T1586,4,83,576,,,,,,1,2,,02,,,065,,,,155,,,82,,,42,,,,986141,,,049142,,,,1968,1.0
68IN02314,1967421588,67,2,T1588,4,83,596,1,,,,,1,2,,02,7,1,52,091,10,,91,130,,82,106,061,42,,137,5,802441,,,029342,,7,7,1968,1.0
68IN02315,1967421589,67,1,T1589,4,83,596,,,,,,3,2,,02,7,1,,143,07,,143,175,2,82,113,062,42,8841,140,4,802441,,142,041942,,,,1968,1.0
68IN02316,1967421591,67,2,T1591,4,83,567,2,,,,,1,2,,02,7,1,61,105,07,,105,133,,82,122,064,42,,135,5,778841,,,019142,,7,8,1968,1.0
68IN02317,1967421593,67,2,T1593,4,83,01,3,,,,,2,2,,02,7,1,50,098,09,,98,128,,82,111,054,42,,120,4,980341,,,917141,,7,7,1968,1.0
68IN02318,1967421594,67,2,T1594,4,83,01,4,,,,,2,2,,02,7,1,59,115,06,,115,148,,82,105,060,42,,133,5,980341,,,917141,,7,6,1968,1.0
68IN02319,1967421595,67,2,T1595,4,83,08,3,,,,,1,2,,02,7,1,60,136,12,,136,162,,82,107,067,42,,156,5,968541,,,917241,,7,6,1968,1.0
68IN02320,1967421596,67,1,T1596,4,83,03,,,,,,1,2,,02,7,1,,140,06,,140,175,2,82,101,072,42,0926,180,3,743641,,,943041,,,,1968,1.0
68IN02321,1967421598,67,2,T1598,4,83,03,2,,,,,2,2,,02,7,1,58,083,05,,83,125,,82,099,046,42,,106,4,743641,,,907341,,7,3,1968,1.0
68IN02322,1967421599,67,2,T1599,4,83,556,4,,,,,1,2,,02,7,1,60,101,09,,101,134,,82,105,058,42,,141,4,862341,,,981741,,7,4,1968,1.0
68IN02323,1967421601,67,1,T1601,4,83,597,,,,,,2,2,,02,7,2,,122,09,,122,155,3,82,104,070,42,0813,168,4,802441,,,023642,,,,1968,1.0
68IN02324,1967421603,67,2,T1603,4,83,596,1,,,,,1,2,,02,7,1,59,087,09,,87,122,,82,110,053,42,,121,4,802441,,,006542,,7,5,1968,1.0
68IN02325,1967421604,67,2,T1604,4,83,567,3,,,,,2,2,,02,7,1,61,102,08,,102,124,,82,109,056,42,,131,3,778841,,,978941,,7,4,1968,1.0
68IN02326,1967421605,67,2,T1605,4,83,567,2,,,,,2,2,,02,7,1,52,126,05,,126,146,,82,105,052,42,,120,3,778841,,,978941,,7,8,1968,1.0
68IN02327,1967421607,67,2,T1607,4,83,08,1,,,,,1,2,,02,7,1,60,122,08,,122,145,,82,101,065,42,,158,5,968541,,,966841,,7,5,1968,1.0
68IN02328,1967421608,67,1,T1608,4,83,567,,,,,,1,2,,02,7,1,,128,08,,128,155,2,82,119,068,42,0926,156,5,778841,,165,011442,,,,1968,1.0
68IN02329,1967421609,67,1,T1609,4,83,556,,,,,,2,2,,02,7,2,,125,09,,125,150,2,82,131,070,42,0926,155,5,862341,,159,020242,,,,1968,1.0
68IN02330,1967421610,67,2,T1610,4,83,556,4,,,,,2,2,,02,7,1,50,090,10,,90,124,,82,118,053,42,,115,4,862341,,,020242,,7,8,1968,1.0
68IN02331,1967421612,67,1,T1612,4,83,577,,,,,,1,2,,02,,3,061,,,,145,,6,82,,,42,0927,,,986141,,,021942,,,,1968,1.0
68IN02332,1967421613,67,2,T1613,4,83,556,3,,,,,1,2,,02,7,1,52,101,10,,101,129,,82,114,048,42,,105,4,862341,,,006242,,7,4,1968,1.0
68IN02333,1967421614,67,1,T1614,4,83,05,,,,,,2,2,,02,,,,,,,,,6,82,,,42,1020,,,014542,,,904441,,,,1968,1.0
68IN02334,1957411616,57,2,G1616,4,,,,,,,,,&,,02,,,,,,12,153,,3,,,,41,0715,,,,,,,,,,1968,11.0
68IN02335,1967421616,67,2,T1616,4,83,08,2,,,,,1,2,,02,7,1,59,116,10,,116,148,,82,108,067,42,,164,4,968541,,,955741,,7,3,1968,1.0
68IN02336,1967421617,67,2,T1617,4,83,06,2,,,,,1,2,,02,7,1,60,108,09,,108,136,,82,110,059,42,,138,3,130042,,,892741,,7,3,1968,1.0
68IN02337,1967421621,67,1,T1621,4,83,02,,,,,,2,2,,02,,,,,,,138,,3,82,,,42,0611,,,880041,,,887541,,,,1968,1.0
68IN02338,1967421622,67,2,T1622,4,83,02,4,,,,,2,2,,02,7,1,61,101,11,,101,137,,82,089,050,42,,130,2,880041,,,887541,,7,6,1968,1.0
68IN02339,1967421623,67,2,T1623,4,82,07,4,,,,,2,2,,02,7,1,55,098,08,,98,127,,13,101,051,42,,116,2,056242,,,957641,,7,7,1968,1.0
68IN02340,1967421624,67,1,T1624,4,82,07,,,,,,2,2,,02,,3,084,,,,155,,,13,,,42,,,,056242,,,957641,,,,1968,1.0
68IN02341,1967421625,67,2,T1625,4,83,07,3,,,,,1,2,,02,7,1,51,122,09,,122,153,,82,127,066,42,,148,4,056242,,,909941,,7,8,1968,1.0
68IN02342,1967421626,67,2,T1626,4,83,05,1,,,,,2,2,,02,7,1,61,100,08,,100,123,,82,099,055,42,,131,4,014542,,,965241,,7,3,1968,1.0
68IN02343,1967421627,67,2,T1627,4,83,05,1,,,,,2,2,,02,7,1,53,109,10,,109,140,,82,108,043,42,,088,2,014542,,,965241,,7,8,1968,1.0
68IN02344,1967421628,67,2,T1628,4,82,07,2,,,,,3,2,,02,7,1,53,120,08,,120,150,,02,104,051,42,,113,2,056242,,,955941,,7,5,1968,1.0
68IN02345,1967421630,67,2,T1630,4,83,566,4,,,,,1,2,,02,7,1,51,102,06,,102,129,,82,106,049,42,,113,4,778841,,,025242,,7,7,1968,1.0
68IN02346,1967421632,67,1,T1632,4,83,576,,,,,,1,2,,02,7,1,,138,08,,138,160,2,82,118,062,42,0926,139,5,986141,,160,055742,,,,1968,1.0
68IN02347,1967421636,67,2,T1636,4,82,02,4,,,,,2,2,,02,7,1,54,096,10,,96,121,,04,112,054,42,,111,5,880041,,,921641,,7,4,1968,1.0
68IN02348,1967421638,67,1,T1638,4,83,576,,,,,,1,2,,02,7,1,,117,09,,117,135,3,82,122,056,42,0813,122,6,986141,,,987541,,,,1968,1.0
68IN02349,1967421639,67,1,T1639,4,83,01,,,,,,1,2,,02,7,1,,165,07,,165,190,,82,096,071,42,,181,3,980341,,,960941,,,,1968,1.0
68IN02350,1967421641,67,2,T1641,4,83,08,1,,,,,3,2,,02,7,1,50,107,09,,107,136,,82,106,057,42,,134,4,968541,,,937841,,7,4,1968,1.0
68IN02351,1967421643,67,2,T1643,4,83,08,3,,,,,3,2,,02,7,1,53,108,09,,108,144,,82,126,071,42,,156,6,968541,,,893041,,7,7,1968,1.0
68IN02352,1967421644,67,1,T1644,4,83,02,,,,,,1,2,,02,,3,062,,,,165,,,82,,,42,,,,880041,,,919541,,,,1968,1.0
68IN02353,1967421645,67,1,T1645,4,83,03,,,,,,1,2,,02,7,2,,123,08,,123,162,3,82,108,093,42,0813,231,5,743641,,,886841,,,,1968,1.0
68IN02354,1967421646,67,1,T1646,4,83,567,,,,,,1,2,,02,7,1,,140,08,,140,158,2,82,108,046,42,0926,099,3,778841,,,996041,,,,1968,1.0
68IN02355,1967421647,67,1,T1647,4,83,606,,,,,,3,2,,02,,3,028,,,,160,,,82,,,42,,,,023042,,,985741,,,,1968,1.0
68IN02356,1967421650,67,2,T1650,4,83,02,,,,,,2,2,,02,,,,,,,,,,82,,,42,,,,880041,,,974141,,,,1968,1.0
68IN02357,1967421651,67,1,T1651,4,83,02,,,,,,2,2,,02,7,1,,155,09,,155,185,,82,107,071,42,,175,4,880041,,,974141,,,,1968,1.0
68IN02358,1967421655,67,2,T1655,4,83,607,4,,,,,1,2,,02,7,1,52,106,08,,106,134,,82,105,045,42,,100,3,023042,,,016642,,7,6,1968,1.0
68IN02359,1967421656,67,1,T1656,4,83,566,,,,,,1,2,,02,,,,,,,135,,3,82,,,42,0611,,,778841,,,017842,,,,1968,1.0
68IN02360,1967421662,67,2,T1662,4,83,08,2,,,,,2,2,,02,7,1,61,111,05,,111,146,,82,099,051,42,,119,3,968541,,,918441,,7,5,1968,1.0
68IN02361,1967421663,67,2,T1663,4,83,05,1,,,,,1,2,,02,7,1,54,110,08,,110,133,,82,112,059,42,,122,5,014542,,,944341,,7,7,1968,1.0
68IN02362,1967421664,67,2,T1664,4,83,606,2,,,,,2,2,,02,7,1,50,115,08,,115,142,,82,116,040,42,,083,4,023042,,,027342,,7,6,1968,1.0
68IN02363,1967421665,67,1,T1665,4,83,606,,,,,,2,2,,02,,,003,,,,145,,,82,,,42,,,,023042,,,027342,,,,1968,1.0
68IN02364,1967421666,67,1,T1666,4,83,596,,,,,,2,2,,02,,,020,,,,110,,,82,,,42,,,,802441,,,000442,,,,1968,1.0
68IN02365,1967421667,67,1,T1667,4,83,596,,,,,,2,2,,02,,3,077,,,,130,,,82,,,42,,,,802441,,,000442,,,,1968,1.0
68IN02366,1967421668,67,2,T1668,4,83,01,1,,,,,1,2,,02,7,1,51,106,09,,106,145,,82,084,047,42,,112,2,980341,,,919341,,7,6,1968,1.0
68IN02367,1967421670,67,2,T1670,4,83,05,2,,,,,2,2,,02,7,1,54,098,09,,98,136,,82,123,072,42,,159,5,014542,,,969041,,7,8,1968,1.0
68IN02368,1967421671,67,2,T1671,4,83,05,1,,,,,2,2,,02,7,1,55,107,09,,107,141,,82,111,067,42,,153,5,014542,,,969041,,7,7,1968,1.0
68IN02369,1967421674,67,2,T1674,4,83,02,1,,,,,1,2,,02,7,1,52,121,06,,121,135,,82,100,054,42,,132,3,880041,,,886941,,7,5,1968,1.0
68IN02370,1967421675,67,1,T1675,4,83,01,,,,,,1,2,,02,7,2,,160,09,,160,185,2,82,107,067,42,8839,160,3,980341,,140,926441,,,,1968,1.0
68IN02371,1967421676,67,1,T1676,4,83,03,,,,,,1,2,,02,,3,005,,,,155,,,82,,,42,,,,743641,,,956241,,,,1968,1.0
68IN02372,1967421677,67,2,T1677,4,83,577,2,,,,,1,2,,02,7,1,56,116,06,,116,144,,82,096,047,42,,102,2,986141,,,982541,,7,7,1968,1.0
68IN02373,1967421678,67,1,T1678,4,83,556,,,,,,1,2,,02,,,,,,,125,,3,82,,,42,0611,,,862341,,,013642,,,,1968,1.0
68IN02374,1957411679,57,2,G1679,4,08,081,6,,,,31,,&,,02,1,,,076,0,,,,6,,087,047,41,0429,084,4,953440,,,,,,,1968,11.0
68IN02375,1967421679,67,1,T1679,4,83,567,,,,,,1,2,,02,,,095,,,,155,,,82,,,42,,,,778841,,,981141,,,,1968,1.0
68IN02376,1967421680,67,1,T1680,4,83,08,,,,,,2,2,,02,7,1,,137,10,,137,160,2,,114,064,42,8850,148,4,968541,,151,961841,,,,1968,1.0
68IN02377,1967421681,67,2,T1681,4,83,08,2,,,,,2,2,,02,7,1,57,122,09,,122,149,,82,095,048,42,,115,4,968541,,,961841,,7,7,1968,1.0
68IN02378,1967421682,67,1,T1682,4,83,08,,,,,,2,2,,02,7,2,,125,08,,125,165,3,82,102,072,42,0813,166,5,968541,,,902141,,,,1968,1.0
68IN02379,1967421686,67,1,T1686,4,83,557,,,,,,1,2,,02,7,2,,135,09,,135,178,2,82,104,070,42,0926,167,5,862341,,,014142,,,,1968,1.0
68IN02380,1967421688,67,2,T1688,4,83,607,2,,,,,2,2,,02,7,1,55,103,05,,103,134,,82,099,051,42,,123,3,023042,,,993041,,7,8,1968,1.0
68IN02381,1967421689,67,2,T1689,4,83,576,2,,,,,1,2,,02,7,1,51,096,11,,96,129,,82,099,046,42,,104,4,986141,,,060742,,7,4,1968,1.0
68IN02382,1967421691,67,1,T1691,4,83,566,,,,,,1,2,,02,7,1,,130,06,,130,160,2,82,096,056,42,0926,138,4,778841,,157,042542,,,,1968,1.0
68IN02383,1967421694,67,2,T1694,4,82,02,4,,,,,1,2,,02,7,1,53,110,08,,110,145,,01,091,046,42,,114,3,880041,,,931941,,7,6,1968,1.0
68IN02384,1967421696,67,2,T1696,4,82,05,3,,,,,3,2,,02,7,1,54,074,09,,74,110,,16,096,040,42,,092,4,014542,,,906041,,7,6,1968,1.0
68IN02385,1967421697,67,2,T1697,4,83,08,2,,,,,1,2,,02,7,1,52,115,13,,115,144,,82,111,070,42,,164,5,968541,,,955341,,7,3,1968,1.0
68IN02386,1967421698,67,2,T1698,4,83,07,1,,,,,1,2,,02,7,1,53,120,07,,120,145,,82,127,055,42,,116,4,056242,,,912641,,7,4,1968,1.0
68IN02387,1967421702,67,2,T1702,4,83,05,4,,,,,1,2,,02,7,1,54,120,07,,120,147,,82,120,066,42,,139,6,014542,,,930141,,7,4,1968,1.0
68IN02388,1967421703,67,1,T1703,4,83,02,,,,,,1,2,,02,,,,,,,148,,3,82,,,42,0611,,,880041,,,899141,,,,1968,1.0
68IN02389,1967421706,67,1,T1706,4,83,556,,,,,,1,2,,02,,,,,,,120,,3,82,,,42,0611,,,862341,,,061942,,,,1968,1.0
68IN02390,1967421707,67,1,T1707,4,83,586,,,,,,1,2,,02,7,1,,145,08,,145,172,3,82,099,069,42,0813,165,2,962541,,,060542,,,,1968,1.0
68IN02391,1967421710,67,2,T1710,4,83,596,3,,,,,1,2,,02,7,1,55,095,07,,95,129,,82,099,043,42,,092,2,802441,,,991541,,7,4,1968,1.0
68IN02392,1967421713,67,1,T1713,4,83,577,,,,,,2,2,,02,,3,052,,,,135,,,82,,,42,,,,986141,,,026242,,,,1968,1.0
68IN02393,1967421714,67,2,T1714,4,83,577,3,,,,,2,2,,02,7,1,50,097,06,,97,132,,82,101,039,42,,090,3,986141,,,026242,,7,3,1968,1.0
68IN02394,1967421715,67,1,T1715,4,83,596,,,,,,1,2,,02,,3,041,,,,130,,,82,,,42,,,,802441,,,033342,,,,1968,1.0
68IN02395,1967421716,67,1,T1716,4,83,556,,,,,,1,2,,02,,3,--2,,,,165,,,82,,,42,,,,862341,,,022842,,,,1968,1.0
68IN02396,1967421718,67,2,T1718,4,83,596,2,,,,,1,2,,02,7,1,53,100,08,,100,137,,82,115,068,42,,163,4,802441,,,987341,,7,6,1968,1.0
68IN02397,1967421720,67,1,T1720,4,83,607,,,,,,1,2,,02,7,2,,113,08,,113,150,2,82,108,064,42,0926,148,4,023042,,166,059142,,,,1968,1.0
68IN02398,1967421721,67,2,T1721,4,83,576,1,,,,,1,2,,02,7,1,54,098,08,,98,141,,82,107,047,42,,105,3,986141,,,998441,,7,6,1968,1.0
68IN02399,1967421724,67,2,T1724,4,83,566,3,,,,,2,2,,02,7,1,56,091,07,,91,118,,82,104,036,42,,078,4,778841,,,984941,,7,4,1968,1.0
68IN02400,1967421725,67,2,T1725,4,83,607,4,,,,,1,2,,02,7,1,50,092,09,,92,124,,82,106,051,42,,119,3,023042,,,999541,,7,5,1968,1.0
68IN02401,1967421728,67,1,T1728,4,83,03,,,,,,1,2,,02,7,1,,143,07,,143,180,2,82,116,063,42,0926,145,4,743641,,165,948941,,,,1968,1.0
68IN02402,1967421729,67,2,T1729,4,83,03,3,,,,,1,2,,02,7,1,58,116,07,,116,146,,82,133,062,42,,114,5,743641,,,953841,,7,7,1968,1.0
68IN02403,1967421730,67,2,T1730,4,83,02,3,,,,,1,2,,02,7,1,57,110,05,,110,128,,82,093,050,42,,119,2,880041,,,944041,,7,4,1968,1.0
68IN02404,1967421733,67,2,T1733,4,82,08,4,,,,,3,2,,02,7,1,56,135,10,,135,162,,07,105,047,42,,134,4,968541,,,942441,,7,8,1968,1.0
68IN02405,1967421734,67,2,T1734,4,83,02,3,,,,,1,2,,02,7,1,51,113,07,,113,143,,82,104,045,42,,105,3,880041,,,974341,,7,5,1968,1.0
68IN02406,1967421735,67,2,T1735,4,83,576,4,,,,,1,2,,02,7,1,55,103,08,,103,144,,82,099,058,42,,145,3,986141,,,025042,,7,6,1968,1.0
68IN02407,1967421736,67,2,T1736,4,83,03,4,,,,,1,2,,02,7,1,58,117,09,,117,149,,82,120,074,42,,165,6,743641,,,915741,,7,4,1968,1.0
68IN02408,1967421738,67,1,T1738,4,83,02,,,,,,1,2,,02,7,4,,125,09,,125,148,3,,106,073,42,0813,173,5,880041,,,892141,,,,1968,1.0
68IN02409,1967421739,67,1,T1739,4,83,06,,,,,,1,2,,02,7,1,,093,08,,93,140,2,82,114,059,42,0926,125,4,130042,,165,948341,,,,1968,1.0
68IN02410,1967421742,67,1,T1742,4,83,03,,,,,,2,2,,02,7,1,,135,08,,135,175,2,82,117,057,42,0926,122,6,743641,,156,934041,,,,1968,1.0
68IN02411,1967421743,67,1,T1743,4,83,03,,,,,,2,2,,02,7,1,,138,07,,138,180,2,82,117,069,42,8840,156,5,743641,,141,934041,,,,1968,1.0
68IN02412,1967421744,67,1,T1744,4,83,03,,,,,,1,2,,02,7,1,,157,07,,157,160,2,82,090,061,42,8844,147,5,743641,,145,953041,,,,1968,1.0
68IN02413,1967421745,67,2,T1745,4,83,03,3,,,,,1,2,,02,7,1,53,123,06,,123,151,,82,105,066,42,,149,5,743641,,,932441,,7,5,1968,1.0
68IN02414,1967421749,67,2,T1749,4,83,576,4,,,,,2,2,,02,7,1,51,100,08,,100,130,,82,096,038,42,,089,3,986141,,,981341,,7,3,1968,1.0
68IN02415,1967421750,67,2,T1750,4,83,576,3,,,,,2,2,,02,7,1,59,097,07,,97,124,,82,087,040,42,,091,2,986141,,,981341,,7,7,1968,1.0
68IN02416,1967421751,67,1,T1751,4,83,557,,,,,,1,2,,02,,,046,,,,160,,,82,,,42,,,,862341,,,063542,,,,1968,1.0
