UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,TRT1,TRT2,REG,TYPE,INBR,TBR,ADAM,DINBR,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,C78,C79,C80,YRREC,AGE
63IN00074,1959115226,59,2,R5226,1,34,340,,,,09,41,,5,,1,3,340,088,,,125,133,,,079,,11,,102,2,497811,,,,,,,1963,4.0
63IN00075,1959115229,59,1,R5229,1,21,210,,,,,29,,5,,,,,,,,225,244,,,,,11,,238,5,465011,,246,396911,,,,1963,4.0
63IN00076,1959115235,59,2,R5235,1,32,320,,,,08,20,,5,,1,1,320,102,,,140,150,,,083,,11,,121,2,465711,,,,,,,1963,4.0
63IN00077,1959115241,59,2,R5241,1,32,320,,,,10,23,,5,,1,1,1 6,080,,,120,111,,,088,,11,,091,2,465711,,  1,,,8,,1963,4.0
63IN00078,1959115243,59,2,R5243,1,32,320,,,,09,24,,5,,1,1,320,096,,,122,134,,,098,,11,,130,2,465711,,,,,,,1963,4.0
63IN00079,1959115245,59,2,R5245,1,24,241,,,,12,40,,5,,1,1,240,064,,,108,130,,,074,,11,,068,1,411011,,,,,,,1963,4.0
63IN00080,1959115246,59,2,R5246,1,27,270,,,,09,29,,5,,1,3,270,081,,,138,148,,,080,,11,,091,2,458511,,,,,,,1963,4.0
63IN00081,1959115247,59,2,R5247,1,27,270,,,,09,29,,5,,1,3,2 6,086,,,122,108,,,078,,11,,092,2,458511,,,,,8,,1963,4.0
63IN00082,1959115253,59,2,R5253,1,32,320,,,,11,22,,5,,1,1,320,082,,,125,139,,,078,,11,,090,2,465711,,,,,,,1963,4.0
63IN00083,1959115255,59,1,R5255,1,20,200,,,,,32,,5,,,, 85,,,,165,190,2,,,,11,0926,134,2,461011,,208,356211,,,,1963,4.0
63IN00084,1959115262,59,2,R5262,1,21,210,,,,11,31,,5,,1,3,210,071,,,108,126,,,082,,11,,106,2,465011,,,,,,,1963,4.0
63IN00085,1959115263,59,2,R5263,1,23,230,,,,08,00,,5,,1,1,6 6,093, 7,,116,134,,,074,,11,,090,2,012011,,,,,7,,1963,4.0
63IN00086,1959115265,59,2,R5265,1,34,340,,,,08,44,,5,,1,1,340,105,,,152,168,,,091,,11,,113,2,497811,,,,,,,1963,4.0
63IN00087,1959115273,59,2,R5273,1,21,210,,,,10,38,,5,,1,1,210,072,,,110,120,,,083,,11,,124,2,465011,,,,,,,1963,4.0
63IN00088,1959115287,59,2,R5287,1,27,270,,,,08,30,,5,,1,3,270,096,,,134,145,,,096,,11,,084,2,458511,,,,,,,1963,4.0
63IN00089,1959115291,59,2,R5291,1,32,320,,,,09,22,,5,,1,1,320,085,,,125,135,,,082,,11,,107,2,465711,,,,,,,1963,4.0
63IN00090,1959115293,59,2,R5293,1,23,230,,,,10,00,,5,,1,3,230,090,,,144,165,,,057,,11,,090,2,012011,,,,,,,1963,4.0
63IN00091,1959115296,59,1,R5296,1,34,340,,,,,41,,5,,,,,,,,185,205,3,,,,11,1219,155,2,497811,,232,428211,,,,1963,4.0
63IN00092,1959115297,59,2,R5297,1,27,270,,,,08,29,,5,,1,3,270,098,,,140,147,,,081,,11,,121,2,458511,,,,,,,1963,4.0
63IN00093,1959115300,59,2,R5300,1,23,230,,,,09,00,,5,,1,1,230,109,,,150,166,,,064,,11,,110,2,012011,,,,,,,1963,4.0
63IN00094,1959115301,59,2,R5301,1,23,230,,,,10,00,,5,,1,4,,085,,,142,167,3,,062,,11,1001,084,2,012011,,,,,,,1963,4.0
63IN00095,1959115302,59,2,R5302,1,24,241,,,,12,41,,5,,1,1,5 6,068, 7,,113,110,,,070,,11,,090,2,411011,,,,,7,,1963,4.0
63IN00096,1959115305,59,2,R5305,1,19,190,,,,12,47,,5,,1,1,,074,,,122,139,3,,064,,11,1001,061,1,417911,,,,,,,1963,4.0
63IN00097,1959115317,59,2,R5317,1,24,241,,,,11,31,,5,,1,1,240,070,,,117,113,,,077,,11,,081,2,411011,,,,,,,1963,4.0
63IN00098,1959115330,59,2,R5330,1,27,270,,,,07,29,,5,,1,3,270,088,,,122,135,,,095,,11,,097,2,458511,,,,,,,1963,4.0
63IN00099,1959115333,59,2,R5333,1,24,241,,,,10,24,,5,,1,1,240,089,,,129,155,,,110,,11,,119,5,411011,,,,,,,1963,4.0
63IN00100,1959115335,59,2,R5335,1,24,241,,,,10,21,,5,,1,3,240,095,,,123,135,,,085,,11,,108,1,411011,,,,,,,1963,4.0
63IN00101,1959115337,59,2,R5337,1,24,240,,,,11,29,,5,,1,3,240,078,,,117,124,,,091,,11,,119,2,407311,,,,,,,1963,4.0
63IN00102,1959115348,59,2,R5348,1,32,320,,,,10,25,,5,,1,1,7 6,090, 8,,145,156,,,095,,11,,132,2,465711,,,,,8,,1963,4.0
63IN00103,1959115376,59,2,R5376,1,21,210,,,,08,29,,5,,1,3,210,094,,,106,117,,,089,,11,,111,3,465011,,,,,,,1963,4.0
63IN00104,1959115380,59,1,R5380,1,27,270,,,,,28,,5,,,,,,,,175,210,3,,,,11,1219,144,2,458511,,222,387611,,,,1963,4.0
63IN00105,1959115388,59,2,R5388,1,23,230,,,,10,00,,5,,1,3,230,100,,,127,150,,,066,,11,,102,2,012011,,,,,,,1963,4.0
63IN00106,1959115397,59,2,R5397,1,20,200,,,,09,31,,5,,1,3,200,088,,,140,144,,,085,,11,,112,2,461011,,,,,,,1963,4.0
63IN00107,1959115402,59,2,R5402,1,19,190,,,,10,26,,5,,1,3,,086,,,125,145,3,,076,,11,1001,077,2,417911,,,,,,,1963,4.0
63IN00108,1959115405,59,2,R5405,1,23,230,,,,10,00,,5,,1,1,230,096,,,133,145,,,069,,11,,096,2,012011,,,,,,,1963,4.0
63IN00109,1959115410,59,2,R5410,1,23,230,,,,10,00,,5,,1,1,230,075,,,108,132,,,070,,11,,091,2,012011,,,,,,,1963,4.0
63IN00110,1960115417,60,2,R5417,1,19,190,6,,,,42,,4,,1,,190,,,,131,140,,,,,11,,093,2,522311,,,509011,,,,1963,3.0
63IN00111,1960115418,60,2,R5418,1,19,190,6,,,,42,,4,,1,,190,,,,123,143,,,,,11,,099,2,522311,,,509011,,,,1963,3.0
63IN00112,1960115421,60,2,R5421,1,20,200,4,,,,32,,4,,1,,200,,,,136,166,,,,,11,,128,2,489911,,,356211,,,,1963,3.0
63IN00113,1960115424,60,2,R5424,1,19,190,6,,,,39,,4,,1,,190,,,,117,136,,,,,11,,103,2,522311,,,478211,,,,1963,3.0
63IN00114,1960115434,60,2,R5434,1,20,200,3,,,,27,,4,,1,,200,,,,138,144,,,,,11,,115,2,489911,,,475211,,,,1963,3.0
63IN00115,1960115435,60,2,R5435,1,20,200,2,,,,27,,4,,1,,200,,,,127,153,,,,,11,,107,2,489911,,,475211,,,,1963,3.0
63IN00116,1960115437,60,2,R5437,1,32,320,6,,,,25,,4,,1,,320,,,,133,143,,,,,11,,098,2,505811,,,479311,,,,1963,3.0
63IN00117,1960115439,60,1,R5439,1,19,190,,,,,43,,4,,1,, 83,,,,165,195,2,,,,11,0926,147,5,522311,,224,484811,,,,1963,3.0
63IN00118,1960115445,60,2,R5445,1,24,241,6,,,,26,,4,,1,,240,,,,118,149,,,,,11,,096,2,505511,,,499911,,,,1963,3.0
63IN00119,1960115456,60,2,R5456,1,20,200,1,,,,33,,4,,1,,2 6,,,,102,120,,,,,11,,086,2,489911,,,506311,,6,,1963,3.0
63IN00120,1960115477,60,1,R5477,1,27,270,,,,,30,,4,,1,,,,,,164,210,,,,,11,,154,3,503811,,227,464311,,,,1963,3.0
63IN00121,1960115478,60,2,R5478,1,27,270,6,,,,30,,4,,1,,270,,,,121,142,,,,,11,,080,2,503811,,,464311,,,,1963,3.0
63IN00122,1960115479,60,2,R5479,1,23,230,6,,,,15,,4,,1,,230,,,,112,128,,,,,11,,085,2,531811,,,516511,,,,1963,3.0
63IN00123,1960115483,60,2,R5483,1,19,190,6,,,,26,,4,,1,,3 6,, 6,,122,129,,,,,11,,092,2,522311,,,438911,,6,,1963,3.0
63IN00124,1960115484,60,2,R5484,1,32,320,6,,,,22,,4,,1,,320,,,,125,143,,,,,11,,101,2,505811,,,419511,,,,1963,3.0
63IN00125,1960115490,60,2,R5490,1,19,190,6,,,,27,,4,,1,,190,,,,120,130,,,,,11,,093,2,522311,,,444411,,,,1963,3.0
63IN00126,1960115497,60,2,R5497,1,32,320,6,,,,22,,4,,1,,320,,,,124,143,,,,,11,,079,2,505811,,,418511,,,,1963,3.0
63IN00127,1960115498,60,2,R5498,1,34,340,6,,,,40,,4,,1,,340,,,,106,127,,,,,11,,080,2,510211,,,382811,,,,1963,3.0
63IN00128,1960115499,60,2,R5499,1,34,340,6,,,,40,,4,,1,,340,,,,109,124,,,,,11,,077,2,510211,,,382811,,,,1963,3.0
63IN00129,1960115500,60,2,R5500,1,24,241,6,,,,25,,4,,1,,240,,,,127,146,,,,,11,,099,2,505511,,,427911,,,,1963,3.0
63IN00130,1960115501,60,2,R5501,1,24,241,6,,,,25,,4,,1,,240,,,,130,153,,,,,11,,091,2,505511,,,427911,,,,1963,3.0
63IN00131,1960115503,60,2,R5503,1,23,230,1,,,,11,,4,,1,,230,,,,130,144,,,,,11,,100,2,531811,,,459311,,,,1963,3.0
63IN00132,1960115506,60,2,R5506,1,21,210,4,,,,38,,4,,1,,210,,,,112,115,,,,,11,,103,2,518811,,,506811,,,,1963,3.0
63IN00133,1960115514,60,2,R5514,1,34,340,6,,,,45,,4,,1,,340,,,,108,120,,,,,11,,080,2,510211,,,373111,,,,1963,3.0
63IN00134,1960115515,60,2,R5515,1,19,190,6,,,,37,,4,,1,,,,,,108,130,3,,,,11,1001,103,2,522311,,,471311,,,,1963,3.0
63IN00135,1960115524,60,2,R5524,1,19,190,6,,,,43,,4,,1,,190,,,,101,114,,,,,11,,075,2,522311,,,507311,,,,1963,3.0
63IN00136,1960115529,60,1,R5529,1,20,200,,,,,29,,4,,1,,,,,,140,175,3,,,,11,1219,140,2,489911,,217,450511,,,,1963,3.0
63IN00137,1960115534,60,2,R5534,1,21,210,3,,,,30,,4,,1,,210,,,,120,120,,,,,11,,104,2,518811,,,396911,,,,1963,3.0
63IN00138,1960115541,60,2,R5541,1,23,230,2,,,,16,,4,,1,,,,,,111,132,3,,,,11,1001,098,2,531811,,,408611,,,,1963,3.0
63IN00139,1960115542,60,2,R5542,1,20,200,6,,,,29,,4,,1,,200,,,,120,126,,,,,11,,089,2,489911,,,425611,,,,1963,3.0
63IN00140,1960115545,60,2,R5545,1,21,210,2,,,,32,,4,,1,,210,,,,118,142,,,,,11,,114,2,518811,,,439911,,,,1963,3.0
63IN00141,1960115548,60,2,R5548,1,24,241,6,,,,30,,4,,1,,1 6,,,,129,143,,,,,11,,083,2,505511,,,459011,,6,,1963,3.0
63IN00142,1960115551,60,2,R5551,1,23,230,3,,,,12,,4,,1,,230,,,,150,169,,,,,11,,119,2,531811,,,335411,,,,1963,3.0
63IN00143,1960115555,60,2,R5555,1,27,270,6,,,,28,,4,,1,,270,,,,128,144,,,,,11,,091,2,503811,,,475711,,,,1963,3.0
63IN00144,1960115558,60,2,R5558,1,23,230,4,,,,16,,4,,1,,230,,,,146,167,,,,,11,,084,2,531811,,,419911,,,,1963,3.0
63IN00145,1960115562,60,2,R5562,1,32,320,6,,,,29,,4,,1,,8 6,, 6,,113,123,,,,,11,,074,2,505811,,,404911,,6,,1963,3.0
63IN00146,1960115566,60,2,R5566,1,32,320,6,,,,31,,4,,1,,320,,,,110,126,,,,,11,,080,2,505811,,,512711,,,,1963,3.0
63IN00147,1960115568,60,2,R5568,1,32,320,6,,,,25,,4,,1,,,,,,,,6,,,,11,0525,078,2,505811,,,496711,,,,1963,3.0
63IN00148,1960115572,60,1,R5572,1,32,320,,,,,23,,4,,1,,,,,,155,184,3,,,,11,1219,129,2,505811,,217,447411,,,,1963,3.0
63IN00149,1960115580,60,2,R5580,1,24,240,6,,,,27,,4,,1,,240,,,,115,149,,,,,11,,088,2,407311,,,421911,,,,1963,3.0
63IN00150,1960115587,60,2,R5587,1,23,230,5,,,,13,,4,,1,,,,,,116,150,3,,,,11,1104,075,2,531811,,,491411,,,,1963,3.0
63IN00151,1961115588,61,2,R5588,1,,,,,,,,,3,,,,,088,,,,,,,,,11,,069,2,,,,,,,,1963,2.0
63IN00152,1961115589,61,2,R5589,1,19,190,2,,,,43,,3,,1,,190,088,,,105,131,,,,,11,,093,2,522311,,,507311,,,,1963,2.0
63IN00153,1961115591,61,2,R5591,1,21,210,6,,,,36,,3,,1,,210,072,,,96,116,,,,,11,,065,2,522911,,,473711,,,,1963,2.0
63IN00154,1961115592,61,2,R5592,1,24,241,6,,,,31,,3,,1,,,086,,,111,,6,,,,11,0822,098,2,514111,,,477711,,,,1963,2.0
63IN00155,1961115594,61,2,R5594,1,19,190,4,,,,40,,3,,1,,5 6,070, 5,,84,111,,,,,11,,081,2,522311,,,494311,,5,,1963,2.0
63IN00156,1961115595,61,1,R5595,1,19,190,,,,,40,,3,,1,,,,,,,,6,,,,11,0101,089,2,522311,,,494311,,,,1963,2.0
63IN00157,1961115599,61,1,R5599,1,24,240,,,,,22,,3,,1,, 85,,,,164,188,2,,,,11,0926,111,2,505511,,,369411,,,,1963,2.0
63IN00158,1961115602,61,2,R5602,1,24,241,6,,,,29,,3,,1,,240,084,,,125,129,,,,,11,,092,2,514111,,,500611,,,,1963,2.0
63IN00159,1961115613,61,2,R5613,1,32,320,6,,,,24,,3,,1,,320,078,,,105,126,,,,,11,,071,2,525011,,,454811,,,,1963,2.0
63IN00160,1961115614,61,2,R5614,1,32,320,6,,,,26,,3,,1,,320,086,,,115,130,,,,,11,,083,2,525011,,,463511,,,,1963,2.0
63IN00161,1961115616,61,2,R5616,1,21,210,6,,,,35,,3,,1,,210,076,,,103,121,,,,,11,,109,2,522911,,,433511,,,,1963,2.0
63IN00162,1961115617,61,2,R5617,1,21,210,6,,,,40,,3,,1,,210,076,,,103,134,,,,,11,,082,2,522911,,,526211,,,,1963,2.0
63IN00163,1961115619,61,2,R5619,1,32,320,6,,,,25,,3,,1,,320,088,,,121,144,,,,,11,,081,2,525011,,,479311,,,,1963,2.0
63IN00164,1961115620,61,2,R5620,1,19,190,1,,,,40,,3,,1,,190,072,,,97,123,,,,,11,,079,2,522311,,,430311,,,,1963,2.0
63IN00165,1961115622,61,2,R5622,1,23,230,3,,,,12,,3,,1,,8 6,105, 3,,110,129,,,,,11,,093,2,537311,,,492611,,3,,1963,2.0
63IN00166,1961115625,61,2,R5625,1,32,320,6,,,,20,,3,,1,,320,077,,,102,114,,,,,11,,079,2,525011,,,418511,,,,1963,2.0
63IN00167,1961115630,61,2,R5630,1,27,270,4,,,,30,,3,,1,,270,088,,,110,119,,,,,11,,113,3,503814,,,408011,,,,1963,2.0
63IN00168,1961115631,61,2,R5631,1,27,270,1,,,,30,,3,,1,,270,075,,,122,117,,,,,11,,079,2,503814,,,408011,,,,1963,2.0
63IN00169,1961115632,61,1,R5632,1,24,240,,,,,26,,3,,1,,,,,,183,210,2,,,,11,0926,098,2,505511,,,499911,,,,1963,2.0
63IN00170,1961115633,61,2,R5633,1,27,270,6,,,,39,,3,,1,,270,076, 3,,100,124,,,,,11,,091,2,503814,,,533011,,,,1963,2.0
63IN00171,1961115634,61,2,R5634,1,24,240,6,,,,32,,3,,1,,240,089,,,111,144,,,,,11,,085,2,505511,,,512811,,,,1963,2.0
63IN00172,1961115635,61,2,R5635,1,24,240,6,,,,23,,3,,1,,240,075,,,113,134,,,,,11,,073,2,505511,,,421911,,,,1963,2.0
63IN00173,1961115638,61,2,R5638,1,21,210,6,,,,31,,3,,1,,210,088,,,110,136,,,,,11,,097,2,522911,,,443311,,,,1963,2.0
