UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_BRDG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,REASON,STAPL,CLFL,BRDNEW,C5457,GRFL,FLGR,C6263,SIRE,SB1,DAYDIS,C7378,AGE_LMG,C80,YRREC,AGE
56IN02688,1953407597,53,2,T7597,4,14,142,40,,07,09,,3,21,1,1,142,089,10,,120,146,,,089,049,,,123,4,,6149,4,,,4,,1956,3.0
56IN02689,1953407733,53,2,T7733,4,14,142,40,,07,17,,3,,1,1,088,068,08,,91,110,,,079,044,,,090,3,,6149,4,,,4,,1956,3.0
56IN02690,1953407757,53,2,T7757,4,14,142,40,,07,16,,3,,1,1,079,065,07,,115,135,,,078,034,,,084,3,,6149,4,,,4,,1956,3.0
56IN02691,1953407905,53,2,T7905,4,14,142,40,,,,,3,,,,,,,,,,6,,,,,,,,,,,0123,,4,,1956,3.0
56IN02692,1953407906,53,2,T7906,4,14,142,40,,08,12,,3,20,1,1,142,069,10,,114,137,,,084,039,,,085,2,,6149,4,,,4,,1956,3.0
56IN02693,1954408424,54,2,T8424,4,14,142,40,,07,18,,2,,1,1,028,083,09,,111,137,,,079, 37,,,085,2,,6853,4,,,3,,1956,2.0
56IN02694,1954408543,54,2,T8543,4,14,142,40,,06,18,,2,,1,1,088,083,14,,108,136,,,086, 41,,,092,4,,6853,4,,,3,,1956,2.0
56IN02695,1954408575,54,1,T8575,4,14,142,40,,,,,2,,,,,,,,150,183,,,,,,,,,,,,,,3,,1956,2.0
56IN02696,1954408599,54,1,T8599,4,14,142,40,,,,,2,,,,,,,,132,171,3,64,,,,,,,,,,0801,,3,,1956,2.0
56IN02697,1954408653,54,2,T8653,4,14,142,40,,06,16,,2,27,1,1,141,075,12,,98,126,,,094, 43,,,085,3,,6853,4,,,3,,1956,2.0
56IN02698,1954408654,54,2,T8654,4,14,142,40,,08,16,,2,,1,1,,073,12,,100,138,2,10,079, 38,,,077,2,,6853,4,0927,,3,,1956,2.0
56IN02699,1954408680,54,2,T8680,4,14,142,40,,06,18,,2,19,1,1,142,096,08,,116,132,,,095, 54,,,100,4,,6853,4,,,3,,1956,2.0
56IN02700,1954408775,54,1,T8775,4,14,142,40,,,,,2,,,,,,,,140,168,,,,,,,,,,,,,,3,,1956,2.0
56IN02701,1954408834,54,2,T8834,4,14,142,40,,09,14,,2,,1,1,,074,09,,109,,7,,072, 39,,,085,2,,6853,4,0915,,3,,1956,2.0
56IN02702,1954408891,54,2,T8891,4,14,142,40,,07,27,,2,,1,1,079,080,11,,98,130,,,087, 48,,,092,4,,6853,4,,,3,,1956,2.0
56IN02703,1954408923,54,2,T8923,4,14,142,40,,08,09,,2,14,1,1,142,098,07,,114,154,,,084, 57,,,116,2,,6853,4,,,3,,1956,2.0
56IN02704,1954408939,54,2,T8939,4,14,142,40,,07,17,,2,27,1,1,141,084,13,,100,128,,,088, 39,,,075,2,,6853,4,,,3,,1956,2.0
56IN02705,1954408982,54,2,T8982,4,14,142,40,,09,11,,2,24,1,1,141,076,07,,103,144,,,081, 42,,,083,3,,6853,4,,,3,,1956,2.0
56IN02706,1954409025,54,2,T9025,4,14,142,40,,08,28,,2,,1,1,049,072,13,,97,123,,,081, 34,,,061,4,,6853,4,,,3,,1956,2.0
56IN02707,1954409087,54,2,T9087,4,14,142,40,,08,18,,2,27,1,1,141,075,10,,90,113,,,077, 37,,,087,3,,6853,4,,,3,,1956,2.0
56IN02708,1954409117,54,2,T9117,4,14,142,40,,07,27,,2,17,1,1,142,072,08,,87,120,,,075, 34,,,068,3,,6853,4,,,3,,1956,2.0
56IN02709,1955409423,55,2,T9423,4,14,142,40,,10,18,,1,,1,1,078,092,09,,92,122,,,103,048,,,096,3,,7381,4,,,2,,1956,1.0
56IN02710,1955409454,55,2,T9454,4,14,142,40,,07,15,,1,,1,1,089,091,09,,91,118,,,088,040,,,101,2,,7381,4,,,2,,1956,1.0
56IN02711,1955409457,55,2,T9457,4,14,142,40,,08,24,,1,30,1,1,142,082,10,,82,100,,,111,062,,,124,4,,7381,4,,,2,,1956,1.0
56IN02712,1955409515,55,1,T9515,4,14,142,40,,,,,1,,,,,,,,88,111,3,50,,,,,,,,7381,4,0801,,2,,1956,1.0
56IN02713,1955409517,55,1,T9517,4,14,142,40,,,,,1,,,,,,,,109,154,,,,,,,,,,7381,4,,,2,,1956,1.0
56IN02714,1955409530,55,1,T9530,4,14,142,40,,,,,1,,,,,,,,117,146,,,,,,,,,,7381,4,,,2,,1956,1.0
56IN02715,1955409532,55,1,T9532,4,14,142,40,,,,,1,,,,,,,,105,146,2,50,,,,,,,,7381,4,0927,,2,,1956,1.0
56IN02716,1955409547,55,1,T9547,4,14,142,40,,,,,1,,,,,,,,,,7,,,,,,,,,7381,4,0531,,2,,1956,1.0
56IN02717,1955409682,55,2,T9682,4,14,142,40,,07,14,,1,17,1,1,141,076,08,,76,105,,,094,056,,,108,3,,7381,4,,,2,,1956,1.0
56IN02718,1955409697,55,1,T9697,4,14,142,40,,,,,1,,,,,,,,98,127,2,50,,,,,,,,7381,4,0927,,2,,1956,1.0
56IN02719,1955409760,55,2,T9760,4,14,142,40,,11,15,,1,,1,1,,068,08,,68,98,2,50,080,046,,,079,3,,7381,4,0927,,2,,1956,1.0
56IN02720,1955409800,55,2,T9800,4,14,142,40,,07,19,,1,30,1,1,142,083,10,,83,105,,,104,058,,,102,4,,7381,4,,,2,,1956,1.0
56IN02721,1955409896,55,2,T9896,4,14,142,40,,07,22,,1,,1,1,,074,09,,74,96,3,80,098,044,,,085,2,,7381,4,1119,,2,,1956,1.0
56IN02722,1948404258,48,2,T4258,4,15,,40,,06,02,,8,,1,1,,086,08,,130,158,2,11,085,,,,089,3,,1234,5,0927,,9,,1956,8.0
56IN02723,1949404749,49,2,T4749,4,15,,40,,06,01,,7,,1,1,,082,10,,128,150,2,11,078,,,,088,3,,1234,5,0927,,8,,1956,7.0
56IN02724,1949405000,49,2,T5000,4,15,,40,,06,02,,7,,1,1,,070,11,,128,152,2,11,080,,,,089,3,,1234,5,0927,,8,,1956,7.0
56IN02725,1949405032,49,2,T5032,4,15,,40,,06,02,,7,,1,1,,085,10,,130,146,2,11,089,,,,100,4,,1234,5,0927,,8,,1956,7.0
56IN02726,1950405792,50,2,T5792,4,15,051,40,,06,01,,6,04,1,1,152,083,09,,124,138,,,079, 40,,,093,2,,1118,5,,,7,,1956,6.0
56IN02727,1951406103,51,2,T6103,4,15,051,40,,06,14,,5,,1,1,,084,09,,148,176,3,81,076,046,,,099,2,,4656,4,1001,,6,,1956,5.0
56IN02728,1951406136,51,2,T6136,4,15,051,40,,08,15,,5,15,1,1,152,081,08,,135,150,,,075,036,,,076,2,,4656,4,,,6,,1956,5.0
56IN02729,1951406362,51,2,T6362,4,15,051,40,,08,07,,5,,1,1,,094,09,,149,160,3,07,080,050,,,091,2,,4656,4,0924,,6,,1956,5.0
56IN02730,1951406518,51,2,T6518,4,15,051,40,,07,05,,5,14,1,1,152,081,10,,132,150,,,084,051,,,090,3,,4656,4,,,6,,1956,5.0
56IN02731,1950405542,50,2,T5542,4,15,055,40,,06,07,,6,15,1,1,152,090,09,,123,137,,,077, 40,,,078,3,,4635,4,,,7,,1956,6.0
56IN02732,1955410024,55,2,G0024,4,15,152,41,,08,13,,1,13,1,1,152,086,09,,86,108,,,095,043,,,088,2,,7786,4,,,2,,1956,1.0
56IN02733,1955410041,55,2,G0041,4,15,152,41,,,,,1,,,,,,,,,,6,,,,,,,,,7786,4,0214,,2,,1956,1.0
56IN02734,1955410054,55,2,G0054,4,15,152,41,,06,15,,1,14,1,1,152,084,09,,84,112,,,087,039,,,082,3,,7786,4,,,2,,1956,1.0
56IN02735,1955410144,55,2,G0144,4,15,152,41,,08,14,,1,14,1,1,152,083,09,,83,113,,,086,039,,,099,2,,7786,4,,,2,,1956,1.0
56IN02736,1955410145,55,2,G0145,4,15,152,41,,08,14,,1,14,1,1,152,084,09,,84,115,,,091,045,,,093,3,,7786,4,,,2,,1956,1.0
56IN02737,1955410156,55,2,G0156,4,15,152,41,,09,19,,1,,1,1,,074,11,,74,93,2,50,090,039,,,069,3,,7786,4,0927,,2,,1956,1.0
56IN02738,1955410159,55,1,G0159,4,15,152,41,,,,,1,,,,,,,,93,116,3,10,,,,,,,,7786,4,0801,,2,,1956,1.0
56IN02739,1955410160,55,2,G0160,4,15,152,41,,08,22,,1,,1,1,,078,09,,78,106,2,71,084,034,,,069,2,,7786,4,0927,,2,,1956,1.0
56IN02740,1952406717,52,2,T6717,4,15,152,40,,07,04,,4,14,1,1,152,078,09,,113,135,,,081,046,,,101,3,,4656,4,,,5,,1956,4.0
56IN02741,1952406852,52,2,T6852,4,15,152,40,,07,05,,4,14,1,1,152,096,08,,145,172,,,085,045,,,114,3,,4656,4,,,5,,1956,4.0
56IN02742,1952406875,52,2,T6875,4,15,152,40,,07,03,,4,16,1,1,152,085,07,,126,140,,,087,049,,,103,4,,4656,4,,,5,,1956,4.0
56IN02743,1952407010,52,2,T7010,4,15,152,40,,06,04,,4,,1,3,,087,09,,124,159,2,37,081,049,,,101,3,,4656,4,0927,,5,,1956,4.0
56IN02744,1952407060,52,2,T7060,4,15,152,40,,08,15,,4,15,1,1,152,081,08,,133,150,,,073,043,,,098,2,,4656,4,,,5,,1956,4.0
56IN02745,1953407359,53,2,T7359,4,15,152,40,,10,06,,3,11,1,1,152,082,11,,126,136,,,085,056,,,117,5,,5963,4,,,4,,1956,3.0
56IN02746,1953407467,53,2,T7467,4,15,152,40,,07,09,,3,12,1,1,152,,15,,110,126,,,074,035,,,,,,5963,4,,,4,,1956,3.0
56IN02747,1953407585,53,2,T7585,4,15,152,40,,07,06,,3,11,1,1,152,073,09,,124,138,,,082,034,,,081,2,,5963,4,,,4,,1956,3.0
56IN02748,1953407586,53,2,T7586,4,15,152,40,,,06,,3,,1,1,,084,10,,133,90,6,52,081,036,,,090,2,,5963,4,1205,,4,,1956,3.0
56IN02749,1953407634,53,2,T7634,4,15,152,40,,07,06,,3,11,1,1,152,073,09,,120,138,,,084,045,,,097,4,,5963,4,,,4,,1956,3.0
56IN02750,1953407787,53,2,T7787,4,15,152,40,,08,07,,3,,1,1,,071,10,,120,,7,,079,044,,,085,2,,5963,4,0915,,4,,1956,3.0
56IN02751,1953407830,53,2,T7830,4,15,152,40,,08,10,,3,12,1,1,152,085,09,,126,160,,,073,036,,,096,4,,5963,4,,,4,,1956,3.0
56IN02752,1953407836,53,2,T7836,4,15,152,40,,07,06,,3,11,1,1,152,071,14,,112,130,,,077,046,,,097,3,,5963,4,,,4,,1956,3.0
56IN02753,1953407860,53,2,T7860,4,15,152,40,,08,17,,3,15,1,1,152,074,14,,109,128,,,079,047,,,089,2,,5963,4,,,4,,1956,3.0
56IN02754,1953408006,53,2,T8006,4,15,152,40,,08,11,,3,09,1,1,152,068,12,,124,137,,,088,049,,,100,3,,5963,4,,,4,,1956,3.0
56IN02755,1954408349,54,1,T8349,4,15,152,40,,,,,2,,,,,,,,143,176,,,,,,,,,,,,,,3,,1956,2.0
56IN02756,1954408377,54,2,T8377,4,15,152,40,,09,09,,2,20,1,1,152,084,14,,104,128,,,087, 41,,,085,4,,6242,4,,,3,,1956,2.0
56IN02757,1954408541,54,2,T8541,4,15,152,40,,08,17,,2,21,1,1,152,085,10,,113,138,,,085, 42,,,106,5,,6242,4,,,3,,1956,2.0
56IN02758,1954408573,54,2,T8573,4,15,152,40,,08,17,,2,21,1,1,152,077,10,,99,123,,,080, 31,,,068,2,,6242,4,,,3,,1956,2.0
56IN02759,1954408615,54,2,T8615,4,15,152,40,,04,11,,2,,1,1,,075,08,,103,128,7,07,086, 40,,,102,4,,6242,4,1119,,3,,1956,2.0
56IN02760,1954408648,54,2,T8648,4,15,152,40,,10,08,,2,20,1,1,152,063,10,,103,124,,,087, 46,,,089,4,,6242,4,,,3,,1956,2.0
56IN02761,1954408805,54,2,T8805,4,15,152,40,,06,18,,2,22,1,1,152,083,12,,108,129,,,110, 50,,,091,5,,6242,4,,,3,,1956,2.0
56IN02762,1954409013,54,1,T9013,4,15,152,40,,,,,2,,,,,,,,142,167,,,,,,,,,,,,,,3,,1956,2.0
56IN02763,1954409027,54,2,T9027,4,15,152,40,,05,18,,2,22,1,1,152,091,08,,124,144,,,088, 42,,,093,4,,6242,4,,,3,,1956,2.0
56IN02764,1954409049,54,2,T9049,4,15,152,40,,07,09,,2,20,1,1,152,085,09,,114,145,,,086, 43,,,096,4,,6242,4,,,3,,1956,2.0
56IN02765,1954409068,54,1,T9068,4,15,152,40,,,,,2,,,,,,,,133,168,2,10,,,,,,,,,,0927,,3,,1956,2.0
56IN02766,1955409342,55,1,T9342,4,15,152,40,,,,,1,,,,,,,,102,136,3,10,,,,,,,,7786,4,0801,,2,,1956,1.0
56IN02767,1955409354,55,1,T9354,4,15,152,40,,,,,1,,,,,,,,103,139,,,,,,,,,,7786,4,,,2,,1956,1.0
56IN02768,1955409355,55,2,T9355,4,15,152,40,,08,15,,1,15,1,1,152,091,08,,91,110,,,092,039,,,083,2,,7786,4,,,2,,1956,1.0
56IN02769,1955409399,55,2,T9399,4,15,152,40,,08,14,,1,,1,1,,082,09,,82,118,,,111,059,,,120,5,,7786,4,,,2,,1956,1.0
56IN02770,1955409465,55,1,T9465,4,15,152,40,,,,,1,,,,,,,,108,138,3,24,,,,,,,,7786,4,0801,,2,,1956,1.0
56IN02771,1955409555,55,2,T9555,4,15,152,40,,08,20,,1,12,1,1,152,077,09,,77,118,,,098,039,,,080,3,,7786,4,,,2,,1956,1.0
56IN02772,1955409561,55,1,T9561,4,15,152,40,,,,,1,,,,,,,,123,151,,,,,,,,,,7786,4,,,2,,1956,1.0
56IN02773,1955409577,55,2,T9577,4,15,152,40,,09,15,,1,14,1,2,152,082,08,,82,120,,,099,045,,,105,3,,7786,4,,,2,,1956,1.0
56IN02774,1955409599,55,2,T9599,4,15,152,40,,08,01,,1,07,1,1,152,083,09,,83,118,,,085,048,,,106,2,,7786,4,,,2,,1956,1.0
56IN02775,1955409618,55,1,T9618,4,15,152,40,,,,,1,,,,,,,,103,128,,,,,,,,,,7786,4,,,2,,1956,1.0
56IN02776,1955409696,55,1,T9696,4,15,152,40,,,,,1,,,,,,,,112,133,2,13,,,,,,,,7786,4,0927,,2,,1956,1.0
56IN02777,1955409931,55,2,T9931,4,15,152,40,,08,23,,1,13,1,1,152,081,10,,81,104,,,093,042,,,094,2,,7786,4,,,2,,1956,1.0
56IN02778,1948404304,48,2,T4304,4,16,,40,,07,00,,8,,1,1,,077,08,,120,142,2,11,083,,,,079,5,,3402,4,0927,,9,,1956,8.0
56IN02779,1949404941,49,2,T4941,4,16,,40,,05,10,,7,,1,1,,096,09,,130,,6,,095,,,,084,4,,4272,4,0823,,8,,1956,7.0
56IN02780,1953407776,53,1,T7776,4,16,,40,,,,,3,,,,,,,,156,192,2,,,,,,,,,,,0927,,4,,1956,3.0
56IN02781,1950405098,50,2,T5098,4,16,042,40,,08,10,,6,14,1,1,162,068,07,,110,126,,,091, 38,,,090,4,,4305,4,,,7,,1956,6.0
56IN02782,1950405618,50,2,T5618,4,16,042,40,,06,05,,6,12,1,1,162,100,11,,145,174,,,098, 52,,,112,4,,4305,4,,,7,,1956,6.0
56IN02783,1949404882,49,2,T4882,4,16,045,40,,05,09,,7,34,1,1,162,086,09,,147,160,,,097,,,,084,5,,3889,4,,,8,,1956,7.0
56IN02784,1949405041,49,2,T5041,4,16,049,40,,04,07,,7,13,1,1,162,096,08,,147,171,,,093,,,,095,5,,4272,4,,,8,,1956,7.0
56IN02785,1949405057,49,2,T5057,4,16,049,40,,05,16,,7,17,1,1,162,081,13,,140,153,,,089,,,,082,3,,4272,4,,,8,,1956,7.0
56IN02786,1951405844,51,2,T5844,4,16,102,40,,08,09,,5,14,1,1,162,084,14,,138,154,,,077,052,,,095,2,,4498,4,,,6,,1956,5.0
56IN02787,1951405851,51,2,T5851,4,16,102,40,,07,15,,5,15,1,1,162,085,07,,151,174,,,085,041,,,087,2,,4498,4,,,6,,1956,5.0
56IN02788,1951405958,51,2,T5958,4,16,102,40,,07,16,,5,16,1,1,162,081,11,,136,164,,,082,046,,,085,2,,4498,4,,,6,,1956,5.0
56IN02789,1951406592,51,2,T6592,4,16,102,40,,07,17,,5,16,1,1,162,092,10,,177,198,,,087,049,,,094,4,,4498,4,,,6,,1956,5.0
56IN02790,1951406659,51,2,T6659,4,16,102,40,,09,18,,5,17,1,1,162,074,09,,137,177,,,084,045,,,088,3,,4498,4,,,6,,1956,5.0
56IN02791,1955410062,55,1,G0062,4,16,162,41,,,,,1,,,,,,,,99,150,3,85,,,,,,,,7012,4,0801,,2,,1956,1.0
56IN02792,1952406989,52,2,T6989,4,16,162,40,,09,16,,4,21,1,1,162,073,06,,104,124,,,078,039,,,080,3,,4442,4,,,5,,1956,4.0
56IN02793,1952407087,52,2,T7087,4,16,162,40,,07,08,,4,19,1,1,162,091,08,,126,152,,,087,059,,,103,4,,4442,4,,,5,,1956,4.0
56IN02794,1953407419,53,2,T7419,4,16,162,40,,08,13,,3,16,1,1,162,064,10,,107,126,,,069,026,,,068,2,,5460,4,,,4,,1956,3.0
56IN02795,1953407434,53,2,T7434,4,16,162,40,,07,12,,3,15,1,1,162,084,08,,124,142,,,078,038,,,112,3,,5460,4,,,4,,1956,3.0
56IN02796,1953407484,53,1,T7484,4,16,162,40,,,,,3,,,,,,,,180,217,2,20,,,,,,,,,,0927,,4,,1956,3.0
56IN02797,1953407614,53,2,T7614,4,16,162,40,,,,,3,,,,,,,,113,,3,80,,,,,,,,,,0604,,4,,1956,3.0
56IN02798,1953407791,53,2,T7791,4,16,162,40,,,,,3,,,,,,,,,,6,,,,,,,,,,,0415,,4,,1956,3.0
56IN02799,1953407843,53,1,T7843,4,16,162,40,,,,,3,,,,,,,,166,205,,,,,,,,,,,,,,4,,1956,3.0
56IN02800,1953407914,53,2,T7914,4,16,162,40,,09,24,,3,14,1,1,162,066,05,,108,128,,,074,036,,,096,2,,5460,4,,,4,,1956,3.0
56IN02801,1953407987,53,2,T7987,4,16,162,40,,,,,3,,,,,,,,108,,3,80,,,,,,,,,,0604,,4,,1956,3.0
56IN02802,1953408063,53,1,T8063,4,16,162,40,,,,,3,,,,,,,,160,192,2,,,,,,,,,,,0927,,4,,1956,3.0
56IN02803,1953408064,53,2,T8064,4,16,162,40,,08,11,,3,14,1,1,162,087,09,,151,175,,,085,040,,,090,2,,5460,4,,,4,,1956,3.0
56IN02804,1954408269,54,1,T8269,4,16,162,40,,,,,2,,,,,,,,128,167,2,10,,,,,,,,,,0927,,3,,1956,2.0
56IN02805,1954408326,54,2,T8326,4,16,162,40,,06,18,,2,25,1,1,162,084,13,,118,143,,,090, 54,,,120,5,,6752,4,,,3,,1956,2.0
56IN02806,1954408399,54,2,T8399,4,16,162,40,,10,16,,2,27,1,1,162,067,11,,92,108,,,090, 43,,,100,5,,6752,4,,,3,,1956,2.0
56IN02807,1954408460,54,1,T8460,4,16,162,40,,,,,2,,,,,,,,141,174,3,37,,,,,,,,,,0801,,3,,1956,2.0
56IN02808,1954408461,54,2,T8461,4,16,162,40,,07,15,,2,25,1,1,162,092,11,,120,142,,,094, 60,,,110,4,,6752,4,,,3,,1956,2.0
56IN02809,1954408517,54,1,T8517,4,16,162,40,,,,,2,,,,,,,,137,177,2,,,,,,,,,,,0927,,3,,1956,2.0
56IN02810,1954408727,54,1,T8727,4,16,162,40,,,,,2,,,,,,,,117,147,2,,,,,,,,,,,0927,,3,,1956,2.0
56IN02811,1954408786,54,1,T8786,4,16,162,40,,,,,2,,,,,,,,138,179,,,,,,,,,,,,,,3,,1956,2.0
56IN02812,1954408841,54,2,T8841,4,16,162,40,,10,18,,2,26,1,1,162,078,11,,96,122,,,083, 44,,,097,3,,6752,4,,,3,,1956,2.0
56IN02813,1954408879,54,2,T8879,4,16,162,40,,08,11,,2,25,1,3,162,083,10,,142,138,,,088, 45,,,105,4,,6752,4,,,3,,1956,2.0
56IN02814,1954409038,54,2,T9038,4,16,162,40,,07,16,,2,26,1,1,162,091,10,,118,144,,,082, 50,,,117,3,,6752,4,,,3,,1956,2.0
56IN02815,1954409076,54,2,T9076,4,16,162,40,,08,16,,2,26,1,1,162,073,09,,102,128,,,088, 42,,,092,3,,6752,4,,,3,,1956,2.0
56IN02816,1954409109,54,1,T9109,4,16,162,40,,,,,2,,,,,,,,124,157,,,,,,,,,,,,,,3,,1956,2.0
56IN02817,1955409346,55,2,T9346,4,16,162,40,,09,16,,1,20,1,1,162,078,09,,78,115,,,089,037,,,080,3,,7012,4,,,2,,1956,1.0
56IN02818,1955409393,55,2,T9393,4,16,162,40,,10,22,,1,,1,1,,073,10,,73,98,2,50,080,036,,,087,2,,7012,4,0927,,2,,1956,1.0
56IN02819,1955409422,55,1,T9422,4,16,162,40,,,,,1,,,,,,,,102,131,,,,,,,,,,7012,4,,,2,,1956,1.0
56IN02820,1955409461,55,1,T9461,4,16,162,40,,,,,1,,,,,,,,107,143,,,,,,,,,,7012,4,,,2,,1956,1.0
56IN02821,1955409487,55,2,T9487,4,16,162,40,,08,14,,1,18,1,1,162,093,09,,93,119,,,082,044,,,108,4,,7012,4,,,2,,1956,1.0
56IN02822,1955409488,55,2,T9488,4,16,162,40,,08,14,,1,15,1,1,162,096,09,,96,127,,,099,052,,,110,3,,7012,4,,,2,,1956,1.0
56IN02823,1955409560,55,2,T9560,4,16,162,40,,07,19,,1,19,1,1,162,086,08,,86,125,,,091,050,,,115,2,,7012,4,,,2,,1956,1.0
56IN02824,1955409617,55,2,T9617,4,16,162,40,,08,27,,1,21,1,1,162,082,10,,82,103,,,084,044,,,102,2,,7012,4,,,2,,1956,1.0
56IN02825,1955409689,55,2,T9689,4,16,162,40,,07,16,,1,17,1,1,162,100,08,,100,112,,,088,045,,,097,2,,7012,4,,,2,,1956,1.0
56IN02826,1955409712,55,2,T9712,4,16,162,40,,07,16,,1,17,1,1,162,077,06,,77,110,,,093,044,,,095,2,,7012,4,,,2,,1956,1.0
56IN02827,1955409722,55,2,T9722,4,16,162,40,,08,12,,1,16,1,1,162,076,08,,76,112,,,083,030,,,079,2,,7012,4,,,2,,1956,1.0
56IN02828,1955409723,55,2,T9723,4,16,162,40,,09,12,,1,16,1,1,162,083,08,,83,117,,,096,039,,,095,3,,7012,4,,,2,,1956,1.0
56IN02829,1955409845,55,1,T9845,4,16,162,40,,,,,1,,,,,,,,92,132,3,87,,,,,,,,7012,4,0801,,2,,1956,1.0
56IN02830,1955409985,55,2,T9985,4,16,162,40,,09,26,,1,18,1,1,162,073,09,,73,111,,,081,035,,,090,3,,7012,4,,,2,,1956,1.0
56IN02831,1955409998,55,1,T9998,4,16,162,40,,,,,1,,,,,,,,93,130,3,51,,,,,,,,7012,4,0801,,2,,1956,1.0
56IN02832,1949404491,49,2,T4491,4,17,,40,,05,01,,7,,1,3,,082,09,,98,120,2,37,105,,,,089,4,,0818,5,0927,,8,,1956,7.0
56IN02833,1949404585,49,2,T4585,4,17,,40,,04,03,,7,,1,1,,116,08,,150,167,3,07,079,,,,106,3,,0818,5,0924,,8,,1956,7.0
56IN02834,1949404710,49,2,T4710,4,17,,40,,04,03,,7,,1,1,,088,11,,111,120,2,11,093,040,,,076,3,,0818,5,0927,,8,,1956,7.0
56IN02835,1949404901,49,2,T4901,4,17,,40,,06,09,,7,,1,1,,087,09,,124,153,2,11,102,,,,092,4,,0818,5,0927,,8,,1956,7.0
56IN02836,1950405345,50,2,T5345,4,17,,40,,07,14,,6,,1,1,,105,06,,133,152,2,11,085, 46,,,090,3,,4374,4,0927,,7,,1956,6.0
56IN02837,1950405471,50,2,T5471,4,17,,40,,06,02,,6,,1,5,,097,08,,143,160,2,37,103, 50,,,093,3,,4374,4,0927,,7,,1956,6.0
56IN02838,1950405314,50,2,T5314,4,17,092,40,,06,02,,6,05,1,1,172,110,08,,160,190,,,092, 56,,,110,4,,4374,4,,,7,,1956,6.0
56IN02839,1950405326,50,2,T5326,4,17,092,40,,06,02,,6,02,1,1,172,081,10,,118,140,,,085, 47,,,092,2,,4374,4,,,7,,1956,6.0
56IN02840,1950405631,50,2,T5631,4,17,092,40,,07,03,,6,03,1,1,172,074,12,,118,140,,,085, 46,,,092,4,,4374,4,,,7,,1956,6.0
56IN02841,1951405852,51,2,T5852,4,17,112,40,,08,03,,5,19,1,1,172,082,08,,141,164,,,100,061,,,108,3,,4708,4,,,6,,1956,5.0
56IN02842,1951405989,51,2,T5989,4,17,112,40,,06,05,,5,20,1,1,172,092,09,,145,168,,,100,081,,,133,2,,4708,4,,,6,,1956,5.0
56IN02843,1951406003,51,2,T6003,4,17,112,40,,06,05,,5,19,1,1,172,088,07,,118,140,,,084,047,,,104,2,,4708,4,,,6,,1956,5.0
56IN02844,1951406114,51,2,T6114,4,17,112,40,,08,03,,5,,1,1,,077,08,,122,141,2,10,087,050,,,097,3,,4708,4,0927,,6,,1956,5.0
56IN02845,1951406115,51,2,T6115,4,17,112,40,,07,03,,5,19,1,1,172,095,08,,148,158,,,092,062,,,121,3,,4708,4,,,6,,1956,5.0
56IN02846,1951406263,51,2,T6263,4,17,112,40,,07,04,,5,19,1,1,172,088,08,,110,128,,,091,052,,,096,4,,4708,4,,,6,,1956,5.0
56IN02847,1951406406,51,2,T6406,4,17,112,40,,06,21,,5,,1,1,,088,06,,130,150,2,10,100,042,,,079,4,,4708,4,0927,,6,,1956,5.0
56IN02848,1951406628,51,2,T6628,4,17,112,40,,07,16,,5,,1,1,,084,08,,144,165,2,10,077,048,,,094,3,,4708,4,0927,,6,,1956,5.0
56IN02849,1955410028,55,2,G0028,4,17,172,41,,08,18,,1,30,1,1,172,091,05,,91,133,,,102,049,,,095,4,,6368,4,,,2,,1956,1.0
56IN02850,1955410035,55,2,G0035,4,17,172,41,,08,19,,1,30,1,1,172,093,08,,93,135,,,095,045,,,091,2,,6368,4,,,2,,1956,1.0
56IN02851,1955410096,55,1,G0096,4,17,172,41,,,,,1,,,,,,,,102,135,3,24,,,,,,,,6368,4,0801,,2,,1956,1.0
56IN02852,1955410105,55,1,G0105,4,17,172,41,,,,,1,,,,,,,,93,129,,,,,,,,,,6368,4,,,2,,1956,1.0
56IN02853,1955410136,55,1,G0136,4,17,172,41,,,,,1,,,,,,,,122,167,,,,,,,,,,6368,4,,,2,,1956,1.0
56IN02854,1955410153,55,2,G0153,4,17,172,41,,08,08,,1,25,1,1,172,080,06,,80,116,,,096,045,,,079,3,,6368,4,,,2,,1956,1.0
56IN02855,1955410155,55,2,G0155,4,17,172,41,,07,02,,1,22,1,1,172,100,08,,100,129,,,089,049,,,100,2,,6368,4,,,2,,1956,1.0
56IN02856,1955410164,55,2,G0164,4,17,172,41,,07,02,,1,22,1,1,172,109,04,,109,143,,,099,049,,,099,3,,6368,4,,,2,,1956,1.0
56IN02857,1955410193,55,2,G0193,4,17,172,41,,07,22,,1,29,1,1,172,094,07,,94,119,,,086,041,,,094,3,,6368,4,,,2,,1956,1.0
56IN02858,1952406818,52,2,T6818,4,17,172,40,,06,03,,4,,1,1,,098,10,,142,170,2,10,079,051,,,111,4,,4968,4,0927,,5,,1956,4.0
56IN02859,1952406825,52,2,T6825,4,17,172,40,,06,02,,4,08,1,1,172,110,10,,146,175,,,092,055,,,115,3,,4968,4,,,5,,1956,4.0
56IN02860,1952406970,52,2,T6970,4,17,172,40,,06,04,,4,,1,1,,101,07,,142,,6,,080,047,,,108,2,,4968,4,0917,,5,,1956,4.0
