UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,PD,DISP,BLEED,STM
04BR00194,A4743,6.5,73,"LTS, U",UTE,U,2,177,5,W,U,..,N,30
04BR00195,A4762,6.5,73,"LOW PROD, U",UTE,U,2,186,1,W,U,..,N,30
04BR00196,A4777,6.5,73,"FLTS, U",UTE,U,2,190,5,W,U,..,N,30
04BR00197,A4872,6.5,73,"LOW PROD, U",UTE,U,2,196,5,W,U,..,N,30
04BR00198,A4899,6.5,73,BREECH,UTE,U,2,175,5,W,U,..,N,30
04BR00199,A5026,6.0,82,,12P,2,0,172,1,W,1,..,Y,30
04BR00200,A5050,6.0,81,NICE,15P,2,0,156,1,W,1,..,N,30
04BR00201,A5057,6.0,81,,06P,2,0,169,2,W,1,..,Y,30
04BR00202,A5103,6.0,82,"METRITIS,mild",11P,2,0,160,2,W,1,..,Y,30
04BR00203,A5115,6.0,81,"DYSTOCIA,twin",07P,2,0,168,1,W,1,..,Y,30
04BR00204,A5128,6.0,81,EYE OK,11P,2,0,185,1,W,1,..,Y,30
04BR00205,A5161,6.0,82,LTS,01P,2,0,168,2,W,1,..,Y,30
04BR00206,A5194,6.0,81,L.TEAT ok,04P,2,0,167,1,W,1,..,N,30
04BR00207,A5248,6.0,73,"R.SPOILED, U",UTE,U,2,157,1,W,U,..,N,30
04BR00208,A5279,6.0,81,"11 BAG, U",UTE,U,2,178,1,W,U,..,N,30
04BR00209,A5295,6.0,82,THICK TEATS U,UTE,U,2,166,5,W,U,..,N,30
04BR00210,A5301,6.0,82,THIN,01P,2,0,164,1,W,1,..,Y,30
04BR00211,A5304,6.0,88,,05P,2,0,163,1,W,1,..,Y,30
04BR00212,A5335,6.0,81,HAIRY,04P,2,0,149,2,W,1,..,N,30
04BR00213,A5364,6.0,81,GOOD,13P,2,0,179,1,W,1,..,Y,30
04BR00214,A5370,6.0,81,,07P,2,0,138,2,W,1,..,Y,30
04BR00215,A5392,6.0,81,"TRT.EYE,11/01",01P,2,0,170,2,W,1,..,Y,30
04BR00216,A5398,6.0,82,THIN,02P,2,0,183,1,W,1,..,Y,30
04BR00217,A5405,6.0,82,NICE EWE,26P,2,0,152,1,W,1,..,N,30
04BR00218,A5429,6.0,82,"ABS.SHOU, X",02P,2,0,138,2,W,1,..,Y,30
04BR00219,A5434,6.0,82,ABS. L.FLANK,03P,2,0,173,1,W,1,..,Y,30
04BR00220,A5473,6.0,81,METRITIS,21P,2,0,147,1,W,1,..,Y,30
04BR00221,A5529,6.0,82,NICE,04P,2,0,164,1,W,1,..,Y,30
04BR00222,A5589,6.0,82,,02P,2,0,154,1,W,1,..,N,30
04BR00223,A5594,6.0,81,,05P,2,0,176,1,W,1,..,Y,30
04BR00224,A5600,6.0,82,,01P,2,0,176,2,W,1,..,N,30
04BR00225,A5605,6.0,82,,24P,2,0,172,2,W,1,..,N,30
04BR00226,A5606,6.0,82,TX.R.EYE'03,25P,2,0,199,5,W,1,..,Y,30
04BR00227,A5620,6.0,82,"R.SPOILED, U",UTE,U,2,204,5,W,U,..,N,30
04BR00228,A5674,6.0,82,,04P,2,0,167,1,W,1,..,N,30
04BR00229,A5680,6.0,81,VAG.ASSISTED,12P,2,0,173,1,W,1,..,Y,30
04BR00230,A5683,6.0,81,"BRITCHY,FLTS",UTE,U,2,176,5,W,U,..,N,30
04BR00231,A5711,6.0,82,THIN,02P,2,0,182,1,W,1,..,Y,30
04BR00232,A5729,6.0,88,,03P,2,0,191,5,W,1,..,Y,30
04BR00233,A5764,5.5,73,,07P,2,0,152,1,W,1,..,Y,30
04BR00234,A5770,5.5,73,,15P,2,0,184,1,W,1,..,Y,30
04BR00235,A5776,5.5,73,R.QTR.BLOODY,06P,2,0,158,2,W,1,..,Y,30
04BR00236,A5782,5.5,73,R.P. OK,06P,2,0,142,1,W,1,..,Y,30
04BR00237,A5783,5.5,73,"9 BAG, U",UTE,U,2,144,2,W,U,..,N,30
04BR00238,A5801,5.5,73,"X, ARTH,SHOU",23P,2,0,177,1,X,1,93,N,30
04BR00239,A5806,5.5,73,,07P,2,0,135,1,W,1,..,N,30
04BR00240,A5822,5.5,73,,05P,2,0,153,1,W,1,..,Y,30
04BR00241,A5836,5.5,73,THIN,01P,2,0,148,1,W,1,..,Y,30
04BR00242,A5847,5.5,73,,UTE,U,2,170,5,W,U,..,N,30
04BR00243,A5873,5.5,73,,04P,2,0,165,1,W,1,..,N,30
04BR00244,A5874,5.5,73,"DYSTOCIA,THIN",25P,2,0,171,2,W,1,..,N,30
04BR00245,A5875,5.5,73,,02P,2,0,134,1,W,1,..,Y,30
04BR00246,A5906,5.5,73,LTS,05P,2,0,168,1,W,1,..,Y,30
04BR00247,A5945,5.5,73,THIN,26P,2,0,161,1,W,1,..,N,30
04BR00248,A5957,5.5,73,R.QTR.BLOODY,05P,2,0,182,1,W,1,..,N,30
04BR00249,A6092,5.0,82,THIN,13P,2,0,128,1,W,1,..,Y,30
04BR00250,A6146,5.0,81,,21P,2,0,170,1,W,1,..,Y,30
04BR00251,A6175,5.0,82,THIN,05P,2,0,148,1,W,1,..,Y,30
04BR00252,A6180,5.0,82,NICE EWE,21P,2,0,170,2,W,1,..,Y,30
04BR00253,A6233,5.0,88,,22P,2,0,196,2,W,1,..,N,30
04BR00254,A6235,5.0,88,LTS,03P,2,0,183,1,W,1,..,Y,30
04BR00255,A6254,5.0,88,,02P,2,0,162,2,W,1,..,N,30
04BR00256,A6285,5.0,81,,03P,2,0,171,2,W,1,..,Y,30
04BR00257,A6295,5.0,88,HAIRY,22P,2,0,180,2,W,1,..,Y,30
04BR00258,A6300,5.0,82,THIN,02P,2,0,167,2,W,1,..,Y,30
04BR00259,A6306,5.0,81,,13P,2,0,174,1,W,1,..,N,30
04BR00260,A6323,5.0,88,,11P,2,0,167,2,W,1,..,Y,30
04BR00261,A6335,5.0,88,THIN,01P,2,0,154,1,W,1,..,Y,30
04BR00262,A6341,5.0,81,THIN,23P,2,0,162,1,W,1,..,Y,30
04BR00263,A6379,5.0,88,L.EYE TRT '02,06P,2,0,162,2,W,1,..,Y,30
04BR00264,A6419,5.0,81,,06P,2,0,178,1,W,1,..,Y,30
04BR00265,A6435,5.0,88,"ABS.NECK, X",11P,2,0,182,2,W,1,..,Y,30
04BR00266,A6441,5.0,88,"11 BAG, U",UTE,U,2,183,2,W,U,..,N,30
04BR00267,A6444,5.0,82,,03P,2,0,168,2,W,1,..,N,30
04BR00268,A6454,5.0,82,THIN + POOR,22P,2,0,164,2,W,1,..,Y,30
04BR00269,A6497,5.0,82,NO COLOR,03P,2,0,146,2,W,1,..,Y,30
04BR00270,A6498,5.0,82,ENTR,04P,2,0,137,1,W,1,..,Y,30
04BR00271,A6514,5.0,88,FLTS,02P,2,0,172,2,W,1,..,N,30
04BR00272,A6555,5.0,81,,07P,2,0,166,2,W,1,..,Y,30
04BR00273,A6565,5.0,81,LAMINITIS,14P,2,0,200,2,W,1,..,Y,30
04BR00274,A6566,5.0,81,NICE,15P,2,0,195,1,W,1,..,Y,30
04BR00275,A6588,5.0,82,,04P,2,0,171,1,W,1,..,Y,30
04BR00276,A6607,5.0,88,THIN + A MESS,25P,2,0,154,2,W,1,..,N,30
04BR00277,A6608,5.0,88,,07P,2,0,186,2,W,1,..,N,30
04BR00278,A6618,5.0,81,,05P,2,0,162,1,W,1,..,Y,30
04BR00279,A6628,5.0,82,NICE EWE,03P,2,0,153,1,W,1,..,Y,30
04BR00280,A6640,5.0,88,,05P,2,0,170,2,W,1,..,Y,30
04BR00281,A6656,5.0,82,THIN EWE,03P,2,0,189,5,W,1,..,Y,30
04BR00282,A6668,5.0,88,"DYSTOCIA,feet",24P,2,0,166,1,W,1,..,Y,30
04BR00283,A6678,5.0,88,,05P,2,0,173,1,W,1,..,Y,30
04BR00284,A6686,5.0,81,,22P,2,0,191,1,W,1,..,N,30
04BR00285,A6697,5.0,88,,02P,2,0,151,2,W,1,..,Y,30
04BR00286,A6708,5.0,88,,12P,2,0,143,1,W,1,..,Y,30
04BR00287,A6723,5.0,81,,04P,2,0,177,2,W,1,..,Y,30
04BR00288,A6724,5.0,81,JUMPER,07P,2,0,172,2,W,1,..,Y,30
04BR00289,A6726,5.0,88,,06P,2,0,209,1,W,1,..,Y,30
04BR00290,A6845,5.0,82,,03P,2,0,179,1,W,1,..,Y,30
04BR00291,A6849,5.0,88,GRAFT FAILED,07P,2,0,173,1,W,1,..,Y,30
04BR00292,A6854,5.0,81,,23P,2,0,182,1,W,1,..,Y,30
04BR00293,A6885,5.0,82,STRONG,07P,2,0,169,1,W,1,..,Y,30
04BR00294,A6902,5.0,82,R.EYE OK,05P,2,0,156,2,W,1,..,Y,30
04BR00295,A6906,5.0,81,,06P,2,0,188,2,W,1,..,Y,30
04BR00296,A6907,5.0,81,"X, CANCER EYE",07P,2,0,182,1,X,1,93,N,30
04BR00297,A6931,5.0,88,,26P,2,0,187,1,W,1,..,N,30
04BR00298,A6943,5.0,82,,16P,2,0,181,1,W,1,..,N,30
04BR00299,A7008,5.0,81,,01P,2,0,171,1,W,1,..,N,30
04BR00300,A7009,5.0,81,QUINTS 2002,02P,2,0,170,2,W,1,..,Y,30
04BR00301,A7010,5.0,88,,11P,2,0,168,2,W,1,..,N,30
04BR00302,A7016,5.0,82,THICK MILK,06P,2,0,175,2,W,1,..,N,30
04BR00303,A7053,4.0,88,,06P,2,0,204,5,W,1,..,Y,30
04BR00304,A7057,4.0,88,PNEU.,07P,2,0,172,1,W,1,..,Y,30
04BR00305,A7059,4.0,88,,02P,2,0,176,1,W,1,..,Y,30
04BR00306,A7069,4.0,88,NICE BAG,25P,2,0,156,1,W,1,..,Y,30
04BR00307,A7096,4.0,88,"11 BAG, U",UTE,U,2,167,1,W,U,..,N,30
04BR00308,A7114,4.0,81,,11P,2,0,159,1,W,1,..,Y,30
04BR00309,A7125,4.0,88,,05P,2,0,171,1,W,1,..,Y,30
04BR00310,A7138,4.0,82,,05P,2,0,151,2,W,1,..,N,30
04BR00311,A7157,4.0,82,"11 BAG, U",UTE,U,2,143,1,W,U,..,N,30
04BR00312,A7171,4.0,88,,03P,2,0,158,1,W,1,..,Y,30
04BR00313,A7177,4.0,82,THIN,26P,2,0,182,1,W,1,..,Y,30
04BR00314,A7193,4.0,88,,24P,2,0,173,1,W,1,..,N,30
04BR00315,A7203,4.0,82,,25P,2,0,156,2,W,1,..,Y,30
04BR00316,A7204,4.0,81,DYSTOCIA,06P,2,0,149,2,W,1,..,Y,30
04BR00317,A7213,4.0,81,,04P,2,0,190,1,W,1,..,N,30
04BR00318,A7217,4.0,81,,05P,2,0,193,2,W,1,..,N,30
04BR00319,A7230,4.0,81,TRT.R.EYE'02,02P,2,0,148,1,W,1,01,Y,30
04BR00320,A7236,4.0,82,"L.EYE,TX,6/03",07P,2,0,142,2,W,1,..,Y,30
04BR00321,A7252,4.0,81,,15P,2,0,163,2,W,1,..,Y,30
04BR00322,A7259,4.0,82,,22P,2,0,181,2,W,1,..,Y,30
04BR00323,A7262,4.0,82,R.EYE TRT '04,03P,2,0,156,2,W,1,..,Y,30
04BR00324,A7265,4.0,82,,07P,2,0,153,2,W,1,..,Y,30
04BR00325,A7268,4.0,82,EYE ok,23P,2,0,173,1,W,1,..,Y,30
04BR00326,A7303,4.0,81,JAW5 <chk,16P,2,0,184,5,W,1,..,Y,30
04BR00327,A7369,4.0,81,,01P,2,0,173,1,W,1,..,N,30
04BR00328,A7385,4.0,82,,07P,2,0,141,1,W,1,..,Y,30
04BR00329,A7395,4.0,88,NICE,01P,2,0,177,2,W,1,..,N,30
04BR00330,A7439,4.0,81,L.EYE TRT '02,02P,2,0,152,5,W,1,..,Y,30
04BR00331,A7447,4.0,88,"BAD TEAT, U",UTE,U,2,169,1,W,U,..,N,30
04BR00332,A7455,4.0,82,,01P,2,0,155,2,W,1,..,Y,30
04BR00333,A7457,4.0,88,RECUMBENT,07P,2,0,161,2,W,1,..,Y,30
04BR00334,A7467,4.0,82,F3-,22P,2,0,156,1,W,1,..,N,30
04BR00335,A7469,4.0,82,SMALL@AGE2,03P,2,0,143,1,W,1,..,N,30
04BR00336,A7475,4.0,88,,03P,2,0,160,2,W,1,..,Y,30
