UID,ETAG,YR,SEX,LINE,LOT,BPEN,PD,FAWT,COND,BGRP,GRP,RMK
93BR00133,K4691,90,2,61,,13,1,205,5,1,,
93BR00134,K4673,90,2,62,,65,1,185,3,1,,LAME
93BR00135,K4676,90,2,61,,11,1,218,5,1,,
93BR00136,K4678,90,2,60,,01,1,175,3,1,,LTS
93BR00137,K4205,89,2,68,34B,LIS,1,219,,L,,
93BR00138,K4208,89,2,61,,13,1,186,3,1,,
93BR00139,K4209,89,2,68,35C,LIS,1,190,,L,,
93BR00140,K4257,89,2,62,,67,1,196,3,1,,
93BR00141,K4261,89,2,68,29A,LIS,1,236,,L,,DYSTOCIA
93BR00142,K4264,89,2,68,30D,LIS,1,175,,L,,
93BR00143,K4220,89,2,61,,14,1,205,3,1,,BIG BAG
93BR00144,K4227,89,2,68,34D,LIS,1,166,,L,,
93BR00145,K4812,90,2,61,,12,1,173,4,1,,
93BR00146,K4801,90,2,62,,71,1,206,3,1,,
93BR00147,K4832,90,2,62,,51,1,174,4,1,,
93BR00148,K4839,90,2,61,,13,1,176,4,1,,LOST @HOWE93
93BR00149,K4842,90,2,60,,02,1,191,3,1,,
93BR00150,K4848,90,2,68,31C,LIS,1,232,,L,,
93BR00151,K4849,90,2,62,,61,1,177,4,1,,FIGHTER
93BR00152,K4858,90,2,62,,62,1,181,3,1,,
93BR00153,K4857,90,2,60,,03,1,186,4,1,,
93BR00154,K4887,90,2,61,,14,1,209,5,1,,
93BR00155,K4891,90,2,60,,04,1,183,3,1,,
93BR00156,K4899,90,2,60,,01,1,176,4,1,,
93BR00157,K4897,90,2,61,,52,1,179,4,1,,
93BR00158,K4879,90,2,62,,63,1,191,5,1,,
93BR00159,K4911,90,2,62,,51,1,206,4,1,,NOT CO+
93BR00160,K4907,90,2,60,,02,1,209,4,1,,
93BR00161,K4934,90,2,61,,11,1,188,4,1,,
93BR00162,K4936,90,2,60,,52,1,181,4,1,,
93BR00163,K4943,90,2,61,,14,1,204,4,1,,
93BR00164,K4942,90,2,61,,12,1,158,3,1,,
93BR00165,K4953,90,2,62,,65,1,184,3,1,,R.P.
93BR00166,K4952,90,2,60,,04,1,203,4,1,,
93BR00167,K4963,90,2,61,,13,1,177,3,1,,
93BR00168,K4966,90,2,62,,66,1,185,3,1,,
93BR00169,K4923,90,2,60,,03,1,204,5,1,,
93BR00170,K4928,90,2,62,,64,1,169,3,1,,LA200 9-15-93
93BR00171,K4988,90,2,60,,01,1,198,4,1,,WILD
93BR00172,K4995,90,2,62,,67,1,171,3,1,,
93BR00173,K4972,90,2,61,,11,1,199,3,1,,
93BR00174,K4711,90,2,62,,68,1,193,3,1,,
93BR00175,K4712,90,2,60,,02,1,183,3,1,,
93BR00176,K4718,90,2,60,,03,1,164,3,1,,"SUCK1SIDE,FLT"
93BR00177,K4732,90,2,60,,51,1,195,5,1,,
93BR00178,K4739,90,2,62,,52,1,214,5,1,,
93BR00179,K4742,90,2,61,,14,1,179,4,1,,
93BR00180,K4728,90,2,61,,12,1,202,4,1,,
93BR00181,K4727,90,2,62,,69,1,208,3,1,,LTS
93BR00182,K4792,90,2,61,,11,1,210,5,1,,
93BR00183,K4798,90,2,62,,60,1,198,5,1,,
93BR00184,K4799,90,2,60,,01,1,191,3,1,,"BIGBAG,FLTS"
93BR00185,K4770,90,2,60,,04,1,213,4,1,,HARD AB.BACK
93BR00186,K4772,90,2,62,,70,1,214,4,1,,R.BLOODY=OK
93BR00187,K5110,90,2,62,,60,1,191,3,1,,TENDER
93BR00188,K5116,91,2,60,,03,1,178,4,1,,
93BR00189,K5106,90,2,61,,14,1,174,2,1,,
93BR00190,K5109,90,2,61,,11,1,186,3,1,,
93BR00191,K5107,90,2,61,,52,1,200,4,1,,
93BR00192,K5133,91,2,62,,61,1,206,4,1,,
93BR00193,K5151,91,2,61,,13,1,166,4,1,,
93BR00194,K5153,91,2,68,34D,LIS,1,225,,L,,
93BR00195,K5158,91,2,68,34B,LIS,1,175,,L,,
93BR00196,K5159,91,2,60,,51,1,193,4,1,,
93BR00197,K5164,91,2,61,,14,1,177,4,1,,
93BR00198,K5124,91,2,62,,62,1,163,3,1,,
93BR00199,K5125,91,2,61,,12,1,198,3,1,,NICEEWE
93BR00200,K5126,91,2,68,30B,LIS,1,183,,L,,
93BR00201,K5127,91,2,68,32C,LIS,1,215,,L,,
93BR00202,K5181,91,2,68,35A,LIS,1,192,,L,,
93BR00203,K5180,91,2,62,,64,1,171,4,1,,
93BR00204,K5183,91,2,62,,65,1,186,3,1,,
93BR00205,K5184,91,2,68,30B,LIS,1,159,,L,,
93BR00206,K5171,91,2,60,,04,1,210,4,1,,DYSTOCIA '93
93BR00207,K5173,91,2,62,,63,1,165,3,1,,
93BR00208,K5176,91,2,68,31A,LIS,1,149,,L,,
93BR00209,K5011,90,2,60,,03,1,170,3,1,,
93BR00210,K5030,90,2,60,,02,1,190,5,1,,
93BR00211,K5047,90,2,62,,68,1,200,4,1,,
93BR00212,K5054,90,2,60,,04,1,186,3,1,,
93BR00213,K5066,90,2,62,,69,1,202,3,1,,
93BR00214,K5062,90,2,61,,12,1,190,3,1,,
93BR00215,K5084,90,2,62,,51,1,180,3,1,,
93BR00216,K5082,90,2,60,,02,1,213,3,1,,
93BR00217,K5096,90,2,62,,71,1,171,3,1,,
93BR00218,K5076,90,2,60,,01,1,192,5,1,,
93BR00219,K5072,90,2,61,,13,1,181,3,1,,LOST @HOWE93
93BR00220,K5077,90,2,62,,70,1,189,4,1,,
93BR00221,K5312,91,2,62,,71,1,184,4,1,,
93BR00222,K5306,91,2,60,,04,1,182,4,1,,
93BR00223,K5331,91,2,60,,01,1,187,4,1,,
93BR00224,K5330,91,2,62,,60,1,191,4,1,,
93BR00225,K5334,91,2,62,,51,1,195,2,1,,
93BR00226,K5332,91,2,68,31D,LIS,1,182,,L,,
93BR00227,K5338,91,2,68,31D,LIS,1,166,,L,,
93BR00228,K5345,91,2,68,29C,LIS,1,167,,L,,
93BR00229,K5354,91,2,61,,14,1,169,4,1,,
93BR00230,K5352,91,2,62,,61,1,186,5,1,,
93BR00231,K5361,91,2,61,,14,1,183,4,1,,"AB.THROAT,CL?"
93BR00232,K5360,91,2,61,,13,1,162,3,1,,
93BR00233,K5362,91,2,60,,02,1,193,4,1,,
93BR00234,K5369,91,2,62,,62,1,165,4,1,,
93BR00235,K5323,91,2,68,35C,LIS,1,148,,L,,
93BR00236,K5399,91,2,60,,03,1,183,3,1,,
93BR00237,K5411,91,2,61,,11,1,180,4,1,,
93BR00238,K5417,91,2,68,34C,LIS,1,200,,L,,
93BR00239,K5403,91,2,62,,63,1,166,4,1,,
93BR00240,K5441,91,2,68,30D,LIS,1,179,,L,,
93BR00241,K5464,91,2,61,,12,1,188,4,1,,
93BR00242,K5466,91,2,62,,64,1,148,3,1,,BIGBAG
93BR00243,K5420,91,2,68,34A,LIS,1,140,,L,,
93BR00244,K5422,91,2,60,,04,1,157,3,1,,
93BR00245,K5481,91,2,60,,02,1,184,4,1,,WILD
93BR00246,K5484,91,2,68,SPG,LIS,1,159,,L,S,SAVE not SPG
93BR00247,K5486,91,2,62,,66,1,192,4,1,,
93BR00248,K5487,91,2,68,29A,LIS,1,178,,L,,
93BR00249,K5491,91,2,61,,14,1,180,5,1,,
93BR00250,K5493,91,2,60,,03,1,187,4,1,,
93BR00251,K5473,91,2,60,,01,1,164,4,1,,
93BR00252,K5475,91,2,62,,65,1,190,4,1,,
93BR00253,K5478,91,2,61,,13,1,171,4,1,,FIGHTER
93BR00254,K5513,91,2,60,,51,1,172,3,1,,DRY93
93BR00255,K5514,91,2,68,31B,LIS,1,213,,L,,
93BR00256,K5515,91,2,68,31C,LIS,1,192,,L,,
93BR00257,K5516,91,2,62,,52,1,136,3,1,,
93BR00258,K5517,91,2,61,,11,1,172,4,1,,
93BR00259,K5502,91,2,68,32C,LIS,1,155,,L,,
93BR00260,K5508,91,2,62,,67,1,172,3,1,,
93BR00261,K5509,91,2,61,,52,1,192,5,1,,
93BR00262,K5545,91,2,60,,01,1,169,4,1,,
93BR00263,K5542,91,2,61,,12,1,209,5,1,,
93BR00264,K5555,91,2,68,31A,LIS,1,155,,L,,
93BR00265,K5552,91,2,62,,68,1,187,4,1,,
93BR00266,K5564,91,2,60,,02,1,197,5,1,,
93BR00267,K5565,91,2,61,,13,1,193,5,1,,
93BR00268,K5566,91,2,61,,14,1,181,3,1,,
93BR00269,K5523,91,2,60,,04,1,190,4,1,,
93BR00270,K5526,91,2,68,35C,LIS,1,152,,L,,
93BR00271,K5522,91,2,68,32A,LIS,1,181,,L,,
93BR00272,K5528,91,2,68,32A,LIS,1,146,,L,,
93BR00273,K5580,91,2,68,35A,LIS,1,192,,L,,
93BR00274,K5583,91,2,68,31D,LIS,1,164,,L,,
93BR00275,K5585,91,2,68,34A,LIS,1,165,,L,,
93BR00276,K5587,91,2,68,29C,LIS,1,140,,L,,
93BR00277,K5591,91,2,62,,69,1,201,5,1,,
93BR00278,K5598,91,2,68,34B,LIS,1,161,,L,,
93BR00279,K5572,91,2,60,,04,1,168,3,1,,
93BR00280,K5579,91,2,61,,12,1,152,3,1,,
93BR00281,K5616,91,2,62,,70,1,180,4,1,,
93BR00282,K5617,91,2,60,,01,1,174,3,1,,BLK.NOSE
93BR00283,K5603,91,2,68,32C,LIS,1,163,,L,,
93BR00284,K5609,91,2,60,,03,1,195,4,1,,DYSTOCIA
93BR00285,K5635,91,2,60,,02,1,194,3,1,,"VLT,DYSTOCIA"
93BR00286,K5641,91,2,68,34D,LIS,1,165,,L,,
93BR00287,K5643,91,2,62,,71,1,209,4,1,,FLTS
93BR00288,K5644,91,2,61,,13,1,182,3,1,,
93BR00289,K5646,91,2,62,,60,1,165,3,1,,HEMOLACTIA
93BR00290,K5651,91,2,68,34C,LIS,1,181,,L,,
93BR00291,K5654,91,2,61,,14,1,208,3,1,,
93BR00292,K5656,91,2,60,,03,1,151,3,1,,BIGBAG
93BR00293,K5660,91,2,62,,63,1,193,5,1,,
93BR00294,K5665,91,2,61,,52,1,185,4,1,,DYSTOCIA
93BR00295,K5623,91,2,61,,11,1,197,3,1,,
93BR00296,K5622,91,2,62,,51,1,209,5,1,,
93BR00297,K5629,91,2,68,31B,LIS,1,165,,L,,
93BR00298,K5683,91,2,62,,64,1,200,5,1,,
93BR00299,K5685,91,2,61,,11,1,191,4,1,,
93BR00300,K5690,91,2,68,30B,LIS,1,164,,L,,
93BR00301,K5697,91,2,68,35A,LIS,1,178,,L,,
93BR00302,K5673,91,2,62,,52,1,167,3,1,,
93BR00303,K5672,91,2,60,,51,1,161,3,1,,
93BR00304,K5678,91,2,60,,04,1,199,4,1,,WILD
93BR00305,K5211,91,2,60,,02,1,205,3,1,,
93BR00306,K5218,91,2,68,29C,LIS,1,168,,L,,
93BR00307,K5201,91,2,62,,52,1,189,3,1,,
93BR00308,K5200,91,2,68,31A,LIS,1,213,,L,,
93BR00309,K5203,91,2,60,,01,1,177,3,1,,
93BR00310,K5206,91,2,62,VET,66,1,170,3,1,,TRT DIGIT AB.
93BR00311,K5202,91,2,61,,11,1,188,3,1,,
93BR00312,K5230,91,2,61,,13,1,196,4,1,,
93BR00313,K5236,91,2,68,34A,LIS,1,177,,L,,
93BR00314,K5238,91,2,60,,03,1,218,5,1,,
93BR00315,K5246,91,2,62,,67,1,183,4,1,,
93BR00316,K5248,91,2,68,31B,LIS,1,173,,L,,
93BR00317,K5249,91,2,68,35C,LIS,1,169,,L,,
93BR00318,K5253,91,2,62,,68,1,193,5,1,,
93BR00319,K5255,91,2,60,,01,1,163,3,1,,
93BR00320,K5252,91,2,60,,04,1,196,3,1,,
93BR00321,K5266,91,2,61,,11,1,172,5,1,,
93BR00322,K5268,91,2,62,,69,1,193,4,1,,
93BR00323,K5269,91,2,61,,51,1,145,3,1,,
93BR00324,K5267,91,2,60,,02,1,191,5,1,,
93BR00325,K5224,91,2,68,35A,LIS,1,202,,L,,
93BR00326,K5228,91,2,61,,12,1,178,3,1,,
93BR00327,K5282,91,2,68,32A,LIS,1,179,,L,,
93BR00328,K5289,91,2,61,,12,1,199,4,1,,
93BR00329,K5290,91,2,60,,52,1,167,3,1,,"URI,BOTS? '93"
93BR00330,K5293,91,2,68,31C,LIS,1,156,,L,,
93BR00331,K5295,91,2,62,,70,1,175,3,1,,
93BR00332,K5292,91,2,68,31C,LIS,1,140,,L,,
93BR00333,K5271,91,2,68,29A,LIS,1,177,,L,,
93BR00334,K5270,91,2,68,32C,LIS,1,138,,L,,
93BR00335,K5273,91,2,68,30D,LIS,1,183,,L,,
93BR00336,K5274,91,2,60,,03,1,176,4,1,,
93BR00337,K5278,91,2,68,30A,LIS,1,172,,L,,
93BR00338,K5277,91,2,68,34B,LIS,1,172,,L,,
93BR00339,K5813,91,2,61,,11,1,177,4,1,,
93BR00340,K5816,91,2,62,,67,1,175,4,1,,
93BR00341,K5800,91,2,68,31D,LIS,1,194,,L,,
93BR00342,K5802,91,2,68,31B,LIS,1,155,,L,,
93BR00343,K5830,92,2,61,,12,1,143,4,1,,
93BR00344,K5835,92,2,60,,04,1,147,4,1,,
93BR00345,K5840,92,2,61,,13,1,165,4,1,,
93BR00346,K5842,92,2,60,,01,1,149,4,1,,
93BR00347,K5853,92,2,61,,14,1,138,4,1,,
93BR00348,K5857,92,2,60,,02,1,145,4,1,,
93BR00349,K5860,92,2,61,,51,1,152,4,1,,
93BR00350,K5866,92,2,60,AVR,03,1,133,3,1,,
93BR00351,K5868,92,2,61,,11,1,173,4,1,,
93BR00352,K5869,92,2,60,,52,1,141,4,1,,
93BR00353,K5884,92,2,62,,68,1,154,4,1,,
93BR00354,K5886,92,2,61,,14,1,146,3,1,,
93BR00355,K5891,92,2,60,,01,1,133,4,1,,ENTR
93BR00356,K5894,92,2,62,AVR,51,1,146,4,1,,
93BR00357,K5896,92,2,61,,13,1,143,3,1,,
93BR00358,K5899,92,2,60,,02,1,155,4,1,,
93BR00359,K5870,92,2,61,,12,1,145,4,1,,
93BR00360,K5879,92,2,60,,04,1,175,4,1,,
93BR00361,K5913,92,2,62,,70,1,149,4,1,,
93BR00362,K5914,92,2,61,,12,1,164,4,1,,
93BR00363,K5915,92,2,60,,04,1,135,3,1,,
93BR00364,K5916,92,2,62,,71,1,152,4,1,,
93BR00365,K5912,92,2,60,,03,1,173,4,1,,
93BR00366,K5918,92,2,60,,02,1,142,4,1,,
93BR00367,K5917,92,2,61,,13,1,138,2,1,,
93BR00368,K5902,92,2,62,,69,1,164,4,1,,ADDED 9-13-93
93BR00369,K5908,92,2,61,,11,1,156,4,1,,
93BR00370,K5937,92,2,61,,52,1,136,3,1,,
93BR00371,K5941,92,2,60,,04,1,167,3,1,,
93BR00372,K5945,92,2,62,,62,1,155,4,1,,
93BR00373,K5948,92,2,61,,11,1,130,3,1,,
93BR00374,K5952,92,2,60,,51,1,157,3,1,,
93BR00375,K5965,92,2,62,,63,1,146,4,1,,
93BR00376,K5921,92,2,62,,60,1,159,4,1,,
93BR00377,K5926,92,2,60,,01,1,150,3,1,,
93BR00378,K5922,92,2,61,,14,1,143,4,1,,
93BR00379,K5928,92,2,62,,61,1,150,4,1,,
93BR00380,K5980,92,2,62,,52,1,155,4,1,,
93BR00381,K5984,92,2,61,,13,1,149,4,1,,WEAK
93BR00382,K5986,92,2,60,,01,1,152,4,1,,
93BR00383,K5989,92,2,62,,64,1,150,3,1,,
93BR00384,K5996,92,2,61,AVR,14,1,132,4,1,,
93BR00385,K5999,92,2,60,,03,1,131,4,1,,ENTR
93BR00386,K5971,92,2,61,,12,1,151,3,1,,R EYE TRT
93BR00387,K5972,92,2,60,,03,1,173,3,1,,
93BR00388,K5711,91,2,62,,61,1,145,2,1,,5FACE
93BR00389,K5710,91,2,68,35C,LIS,1,163,,L,,
93BR00390,K5715,91,2,68,31C,LIS,1,179,,L,,
93BR00391,K5719,91,2,61,,12,1,211,4,1,,
93BR00392,K5717,91,2,68,30A,LIS,1,163,,L,,
93BR00393,K5734,91,2,60,,01,1,171,3,1,,
93BR00394,K5735,91,2,62,,62,1,158,3,1,,...........
93BR00395,K5738,91,2,61,,13,1,203,5,1,,
93BR00396,K5741,91,2,60,,02,1,185,3,1,,WILD
93BR00397,K5743,91,2,62,,65,1,156,2,1,,
93BR00398,K5745,91,2,68,34A,LIS,1,183,,L,,
93BR00399,K5746,91,2,68,31A,LIS,1,178,,L,,
93BR00400,K5753,91,2,68,29C,LIS,1,166,,L,,
93BR00401,K5756,91,2,61,,14,1,176,4,1,,
93BR00402,K5724,91,2,68,31D,LIS,1,182,,L,,
93BR00403,K5781,91,2,68,29A,LIS,1,168,,L,,
93BR00404,K5786,91,2,68,35C,LIS,1,138,,L,,
93BR00405,K5788,91,2,68,34A,LIS,1,175,,L,,
93BR00406,K5798,91,2,60,,03,1,169,4,1,,
93BR00407,K5799,91,2,68,34C,LIS,1,202,,L,,
93BR00408,K5771,91,2,62,,66,1,171,3,1,,
93BR00409,K6118,92,2,60,,01,1,141,3,1,,
93BR00410,K6119,92,2,62,,68,1,157,4,1,,
93BR00411,K6109,92,2,61,,13,1,153,4,1,,
93BR00412,K6107,92,2,62,,66,1,157,4,1,,
93BR00413,K6133,92,2,61,AVR,12,1,152,4,1,,
93BR00414,K6134,92,2,60,,04,1,141,4,1,,HAIRY
93BR00415,K6135,92,2,62,,69,1,143,4,1,,
93BR00416,K6143,92,2,61,AVR,13,1,155,4,1,,
93BR00417,K6145,92,2,60,,03,1,129,3,1,,
93BR00418,K6148,92,2,62,,51,1,168,4,1,,
93BR00419,K6151,92,2,61,,14,1,135,3,1,,
93BR00420,K6155,92,2,60,,01,1,165,3,1,,
93BR00421,K6163,92,2,61,,52,1,99,2,1,,
93BR00422,K6162,92,2,62,AVR,71,1,143,4,1,,
93BR00423,K6123,92,2,61,,14,1,141,4,1,,HAIRY
93BR00424,K6124,92,2,60,,02,1,172,4,1,,
93BR00425,K6128,92,2,61,,11,1,140,3,1,,HAIRY
93BR00426,K6127,92,2,62,,70,1,151,4,1,,
93BR00427,K6184,92,2,60,,04,1,138,3,1,,TRT L.EYE
93BR00428,K6189,92,2,61,,11,1,159,4,1,,ENTR
93BR00429,K6187,92,2,62,,61,1,130,3,1,,
93BR00430,K6191,92,2,62,,62,1,156,4,1,,
93BR00431,K6190,92,2,60,,51,1,156,4,1,,
93BR00432,K6192,92,2,61,,13,1,147,3,1,,ENTR
93BR00433,K6173,92,2,62,,60,1,136,3,1,,
93BR00434,K6172,92,2,60,,02,1,118,3,1,,
93BR00435,K6177,92,2,61,,12,1,134,2,1,,
93BR00436,K6013,92,2,61,,12,1,171,4,1,,
93BR00437,K6015,92,2,60,,02,1,140,3,1,,
93BR00438,K6018,92,2,61,,13,1,145,4,1,,
93BR00439,K6003,92,2,62,,65,1,140,3,1,,
93BR00440,K6006,92,2,61,,11,1,135,3,1,,
93BR00441,K6007,92,2,60,,04,1,146,3,1,,
93BR00442,K6038,92,2,60,,02,1,144,4,1,,
93BR00443,K6037,92,2,61,,14,1,145,3,1,,
93BR00444,K6046,92,2,61,,51,1,150,3,1,,
93BR00445,K6063,92,2,60,,03,1,146,4,1,,
93BR00446,K6065,92,2,61,,11,1,135,3,1,,
93BR00447,K6066,92,2,60,,52,1,152,4,1,,
93BR00448,K6067,92,2,62,,67,1,124,3,1,,
93BR00449,K6024,92,2,60,,01,1,139,3,1,,
