UID,ETAG,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,COND,WORK
97BR00103,A1903,2.0,81,,02,2,0,169,0,W
97BR00104,A1936,2.0,82,,30,2,0,173,0,W
97BR00105,A1951,2.0,82,4TEATS,31,2,0,145,0,W
97BR00106,A1965,2.0,73,4TEATS,-FL,F,6,152,0,W
97BR00107,A1920,2.0,82,4TEATS,23,2,0,151,0,W
97BR00108,A1928,2.0,82,,21,2,0,130,0,W
97BR00109,A1927,2.0,82,ENTR,27,2,0,126,0,W
97BR00110,A1998,2.0,ch,"AI,BLED OUT",AI,A,2,170,0,W
97BR00111,A1717,2.5,73,,-FL,F,6,0,0,*
97BR00112,A1701,2.5,73,,-FL,F,6,0,0,*
97BR00113,A1704,2.5,73,,-FL,F,6,0,0,*
97BR00114,A1705,2.5,73,,-FL,F,6,0,0,*
97BR00115,A1723,2.5,73,,-FL,F,6,0,0,*
97BR00116,A1729,2.5,73,,-FL,F,6,0,0,*
97BR00117,A1789,2.0,73,,-FL,F,6,180,0,W
97BR00118,A1793,2.0,82,4TEATS,20,2,0,144,0,W
97BR00119,A1796,2.0,82,4TEATS,29,2,0,145,0,W
97BR00120,A1770,2.0,73,,-FL,F,6,185,0,W
97BR00121,A1779,2.0,82,,26,2,0,166,0,W
97BR00122,A1000,3.0,ch,DYSTOCIA 95,AI,A,2,171,0,W
97BR00123,A0152,4.0,81,,04,2,0,203,0,W
97BR00124,A0120,4.0,82,,28,2,0,168,0,W
97BR00125,A0129,4.0,81,,02,2,0,189,0,W
97BR00126,A0181,4.0,81,,04,2,0,188,0,W
97BR00127,A0187,4.0,82,,30,2,0,200,0,W
97BR00128,A0051,4.0,82,,27,2,0,161,0,W
97BR00129,A0068,4.0,82,,24,2,0,187,0,W
97BR00130,A0317,3.5,73,,-FL,F,6,0,0,*
97BR00131,A0302,3.5,73,,-FL,F,6,0,0,*
97BR00132,A0332,3.5,73,,-FL,F,6,0,0,*
97BR00133,A0354,3.5,72,FLT'S,-FL,F,6,0,0,*
97BR00134,A0355,3.5,73,,-FL,F,6,0,0,*
97BR00135,A0365,3.5,73,,-FL,F,6,0,0,*
97BR00136,A0327,3.5,73,,-FL,F,6,0,0,*
97BR00137,A0411,3.5,73,,LIM,3,6,153,0,W
97BR00138,A0407,3.5,73,,LIM,3,6,0,0,*
97BR00139,A0441,3.5,73,,-FL,F,6,0,0,*
97BR00140,A0461,3.5,73,FIBERY,-FL,F,6,0,0,*
97BR00141,A0460,3.5,73,,-FL,F,6,0,0,*
97BR00142,A0424,3.5,72,,-FL,F,6,0,0,*
97BR00143,A0428,3.5,73,,-FL,F,6,0,0,*
97BR00144,A0490,3.5,73,,-FL,F,6,0,0,*
97BR00145,A0495,3.5,73,LAMBED1/21/96,-FL,F,6,0,0,*
97BR00146,A0531,3.5,73,,-FL,F,6,0,0,*
97BR00147,A0551,3.5,73,,-FL,F,6,0,0,*
97BR00148,A0558,3.5,73,,-FL,F,6,0,0,*
97BR00149,A0520,3.5,73,,-FL,F,6,0,0,*
97BR00150,A0584,3.5,73,,-FL,F,6,0,0,*
97BR00151,A0570,3.5,73,,-FL,F,6,0,0,*
97BR00152,A0603,3.5,72,,-FL,F,6,0,0,*
97BR00153,A0686,3.0,81,HAIRY,01,2,0,170,0,W
97BR00154,A0687,3.0,73,BIG TAG 6/20,-FL,F,6,0,0,*
97BR00155,A0695,3.0,81,"BRITCHY,LTS",03,2,0,162,0,W
97BR00156,A0210,4.0,81,,01,2,0,170,0,W
97BR00157,A0214,4.0,82,WOUND L SHOU,30,2,0,161,0,W
97BR00158,A0241,4.0,00,"BLACK,SM.BAG",02,2,1,171,0,W
97BR00159,A0255,3.5,73,,LIM,3,6,164,0,W
97BR00160,A0258,3.5,72,,-FL,F,6,0,0,*
97BR00161,A0269,3.5,73,,-FL,F,6,0,0,*
97BR00162,A0291,3.5,72,DYSTOCIA 95,-FL,F,6,0,0,*
97BR00163,A0810,3.0,82,NICE,31,2,0,153,0,W
97BR00164,A0819,3.0,81,,01,2,0,179,0,W
97BR00165,A0807,3.0,81,,04,2,0,184,0,W
97BR00166,A0849,3.0,73,4TEATS,LIM,3,6,0,0,*
97BR00167,A0856,3.0,73,"BRITCHY,ok",-FL,F,6,0,0,*
97BR00168,A0858,3.0,81,R.P.,04,2,0,171,0,W
97BR00169,A0866,3.0,73,4TEATS,-FL,F,6,0,0,*
97BR00170,A0825,3.0,81,HARD BAG,02,2,0,187,0,W
97BR00171,A0884,3.0,81,,04,2,0,182,0,W
97BR00172,A0939,3.0,ch,,AI,A,2,159,0,W
97BR00173,A0943,3.0,73,,-FL,F,6,0,0,*
97BR00174,A0956,3.0,ch,,AI,A,2,165,0,W
97BR00175,A0952,3.0,82,EWE ok,27,2,0,163,0,W
97BR00176,A0929,3.0,81,4TEATS,02,2,0,164,0,W
97BR00177,A0990,3.0,ch,,AI,A,2,177,0,W
97BR00178,A0975,3.0,81,4TEATS,03,2,0,143,0,W
97BR00179,A0711,3.0,81,,02,2,0,188,0,W
97BR00180,A0710,3.0,81,BADWOOLlbwn++,01,2,0,187,0,W
97BR00181,A0704,3.0,81,4TEATS,04,2,0,172,0,W
97BR00182,A0706,3.0,81,,01,2,0,174,0,W
97BR00183,A0738,3.0,82,HARD BAG,20,2,0,181,0,W
97BR00184,A0743,3.0,81,,02,2,0,156,0,W
97BR00185,A0751,3.0,81,,02,2,0,149,0,W
97BR00186,A0753,3.0,73,4TEATS,-FL,F,6,0,0,*
97BR00187,A0752,3.0,73,4TEATS ABORT,-FL,F,6,0,0,*
97BR00188,A0761,3.0,82,FIRM BAG,23,2,0,176,0,W
97BR00189,A0768,3.0,82,SUCK1SIDE ok,24,2,0,150,0,W
97BR00190,A0786,3.0,81,,03,2,0,144,0,W
97BR00191,A0795,3.0,73,,-FL,F,6,0,0,*
97BR00192,A0774,3.0,82,4TEATS,21,2,0,161,0,W
97BR00193,A3113,1.0,82,4TEATS,20,2,0,143,0,W
97BR00194,A3116,1.0,82,4TEATS,26,2,0,147,0,W
97BR00195,A3104,1.0,73,,-FL,F,6,0,0,*
97BR00196,A3105,1.0,73,,LIM,3,6,129,0,W
97BR00197,A3102,1.0,81,,02,2,0,149,0,W
97BR00198,A3109,1.0,ch,,AI,A,2,124,0,W
97BR00199,A3132,1.0,ch,,AI,A,2,138,0,W
97BR00200,A3141,1.0,73,,-FL,F,6,154,0,W
97BR00201,A3140,1.0,73,,-FL,F,6,153,0,W
97BR00202,A3145,1.0,81,,01,2,0,150,0,W
97BR00203,A3150,1.0,81,,03,2,0,141,0,W
97BR00204,A3153,1.0,ch,,AI,A,2,138,0,W
97BR00205,A3158,1.0,ch,,LIM,3,7,130,0,W
97BR00206,A3159,1.0,82,,27,2,0,132,0,W
97BR00207,A3161,1.0,82,,21,2,0,133,0,W
97BR00208,A3165,1.0,ch,HAIRY,LIM,3,7,119,0,W
97BR00209,A3168,1.0,00,BLACK EWE,742,2,1,156,0,W
97BR00210,A3127,1.0,ch,,AI,A,2,123,0,W
97BR00211,A3185,1.0,ch,,AI,A,2,104,0,W
97BR00212,A3186,1.0,ch,,AI,A,2,122,0,W
97BR00213,A3187,1.0,82,,28,2,0,159,0,W
97BR00214,A3196,1.0,82,R.P.,27,2,0,127,0,W
97BR00215,A3198,1.0,81,,01,2,0,150,0,W
97BR00216,A3170,1.0,ch,,LIM,3,7,149,0,W
97BR00217,A3178,1.0,82,R.P.,22,2,0,145,0,W
97BR00218,A3018,1.0,73,WHEEZER 9/24,LIM,3,6,127,0,W
97BR00219,A3002,1.0,81,,04,2,0,126,0,W
97BR00220,A3035,1.0,82,,25,2,0,130,0,W
97BR00221,A3053,1.0,ch,,AI,A,2,143,0,W
97BR00222,A3062,1.0,73,,LIM,3,6,130,0,W
97BR00223,A3089,1.0,ch,,AI,A,2,130,0,W
97BR00224,A3093,1.0,ch,,AI,A,2,129,0,W
97BR00225,A3098,1.0,ch,,AI,A,2,140,0,W
97BR00226,A3076,1.0,73,4TEATS,LIM,3,6,144,0,W
97BR00227,A3313,1.0,81,,03,2,0,127,0,W
97BR00228,A3315,1.0,ch,,LIM,3,7,135,0,W
97BR00229,A3316,1.0,ch,,AI,A,2,145,0,W
97BR00230,A3318,1.0,81,,02,2,0,139,0,W
97BR00231,A3300,1.0,82,,29,2,0,148,0,W
97BR00232,A3309,1.0,ch,,LIM,3,7,145,0,W
97BR00233,A3334,1.0,73,,-FL,F,6,117,0,W
97BR00234,A3339,1.0,ch,,AI,A,2,132,0,W
97BR00235,A3337,1.0,81,,01,2,0,134,0,W
97BR00236,A3343,1.0,81,R.P.,02,2,0,174,0,W
97BR00237,A3346,1.0,ch,,AI,A,2,132,0,W
97BR00238,A3342,1.0,ch,,LIM,3,7,137,0,W
97BR00239,A3351,1.0,81,,03,2,0,152,0,W
97BR00240,A3354,1.0,ch,,LIM,3,7,144,0,W
97BR00241,A3358,1.0,81,,04,2,0,185,0,W
97BR00242,A3359,1.0,73,,LIM,3,6,136,0,W
97BR00243,A3357,1.0,73,,-FL,F,6,0,0,*
97BR00244,A3360,1.0,73,HAIRY,-FL,F,6,138,0,W
97BR00245,A3321,1.0,73,,LIM,3,6,151,0,W
97BR00246,A3323,1.0,73,HAIRY,LIM,3,6,146,0,W
97BR00247,A3381,1.0,ch,ENTR,AI,A,2,141,0,W
97BR00248,A3384,1.0,82,,30,2,0,158,0,W
97BR00249,A3388,1.0,81,,03,2,0,144,0,W
97BR00250,A3393,1.0,73,,-FL,F,6,151,0,W
97BR00251,A3394,1.0,73,,LIM,3,6,147,0,W
97BR00252,A3372,1.0,ch,DYSTOCIA97,AI,A,2,128,0,W
97BR00253,A3400,1.0,82,,22,2,0,140,0,W
97BR00254,A3403,1.0,82,,28,2,0,123,0,W
97BR00255,A3406,1.0,ch,,AI,A,2,139,0,W
97BR00256,A3432,1.0,81,,02,2,0,142,0,W
97BR00257,A3437,1.0,82,,25,2,0,123,0,W
97BR00258,A3445,1.0,ch,4TEATS,AI,A,2,134,0,W
97BR00259,A3464,1.0,81,HAIRY,04,2,0,136,0,W
97BR00260,A3427,1.0,00,PINTO EWE,741,2,1,131,0,W
97BR00261,A3481,1.0,81,,03,2,0,149,0,W
97BR00262,A3489,1.0,82,,29,2,0,149,0,W
97BR00263,A3496,1.0,73,,-FL,F,6,145,0,W
97BR00264,A3498,1.0,73,,LIM,3,6,125,0,W
97BR00265,A3497,1.0,73,,-FL,F,6,139,0,W
97BR00266,A3472,1.0,73,4TEATS,-FL,F,6,0,0,*
97BR00267,A3516,1.0,ch,,AI,A,2,112,0,W
97BR00268,A3518,1.0,82,4TEATS,26,2,0,117,0,W
97BR00269,A3504,1.0,81,,01,2,0,143,0,W
97BR00270,A3509,1.0,82,SM BAG,31,2,0,146,0,W
97BR00271,A3507,1.0,73,,-FL,F,6,134,0,W
97BR00272,A3530,1.0,73,DRY 9/9/97,LIM,3,6,162,0,W
97BR00273,A3533,1.0,81,,02,2,0,149,0,W
97BR00274,A3541,1.0,73,,LIM,3,6,146,0,W
97BR00275,A3546,1.0,82,,30,2,0,136,0,W
97BR00276,A3551,1.0,81,,04,2,0,138,0,W
97BR00277,A3550,1.0,81,,04,2,0,141,0,W
97BR00278,A3553,1.0,82,,31,2,0,155,0,W
97BR00279,A3558,1.0,73,,-FL,F,6,150,0,W
97BR00280,A3559,1.0,73,,LIM,3,6,139,0,W
97BR00281,A3561,1.0,73,,-FL,F,6,0,0,*
97BR00282,A3564,1.0,73,,-FL,F,6,0,0,*
97BR00283,A3565,1.0,73,,-FL,F,6,0,0,*
97BR00284,A3526,1.0,81,,02,2,0,149,0,W
97BR00285,A3586,1.0,82,,28,2,0,149,0,W
97BR00286,A3587,1.0,82,,29,2,0,150,0,W
97BR00287,A3590,1.0,82,NICEBAG,23,2,0,119,0,W
97BR00288,A3570,1.0,81,,03,2,0,136,0,W
97BR00289,A3576,1.0,73,FIX TAG OCT97,-FL,F,6,149,0,W
97BR00290,A3610,1.0,73,,LIM,3,6,149,0,W
97BR00291,A3618,1.0,81,4TEATS,01,2,0,127,0,W
97BR00292,A3619,1.0,82,,22,2,0,151,0,W
97BR00293,A3604,1.0,82,,30,2,0,126,0,W
97BR00294,A3632,1.0,ch,LONG(MED)TAIL,AI,A,2,118,0,W
97BR00295,A3637,1.0,82,NICE,24,2,0,139,0,W
97BR00296,A3659,1.0,81,,04,2,0,155,0,W
97BR00297,A3660,1.0,81,"X,BAD L.EYE",02,2,0,143,0,W
97BR00298,A3664,0.5,73,4TEATS,741,2,6,127,0,W
97BR00299,A3628,1.0,ch,,AI,A,2,135,0,W
97BR00300,A3681,0.5,73,,LIM,3,6,115,0,W
97BR00301,A3680,0.5,73,4TEATS,741,2,6,132,0,W
97BR00302,A3694,0.5,73,,741,2,6,123,0,W
97BR00303,A3699,0.5,73,,741,2,6,129,0,W
97BR00304,A3697,0.5,73,,742,2,6,135,0,W
97BR00305,A3671,0.5,73,,742,2,6,126,0,W
97BR00306,A3670,0.5,73,,741,2,6,128,0,W
97BR00307,A3675,0.5,73,,LIM,3,6,126,0,W
97BR00308,A3679,0.5,73,HAIRY,741,2,6,153,0,W
97BR00309,A3210,1.0,73,,LIM,3,6,148,0,W
97BR00310,A3215,1.0,81,,03,2,0,125,0,W
97BR00311,A3208,1.0,ch,,LIM,3,7,111,0,W
97BR00312,A3231,1.0,ch,,AI,A,2,127,0,W
97BR00313,A3236,1.0,ch,,LIM,3,7,144,0,W
97BR00314,A3232,1.0,73,,LIM,3,6,153,0,W
97BR00315,A3238,1.0,ch,,LIM,3,7,125,0,W
97BR00316,A3237,1.0,ch,,LIM,3,7,130,0,W
97BR00317,A3241,1.0,ch,,AI,A,2,127,0,W
97BR00318,A3243,1.0,ch,,LIM,3,7,115,0,W
97BR00319,A3248,1.0,81,,04,2,0,139,0,W
97BR00320,A3249,1.0,ch,,AI,A,2,122,0,W
97BR00321,A3251,1.0,ch,,AI,A,2,157,0,W
97BR00322,A3254,1.0,73,,-FL,F,6,122,0,W
97BR00323,A3264,1.0,ch,,AI,A,2,105,0,W
97BR00324,A3266,1.0,ch,4TEATS,LIM,3,7,137,0,W
97BR00325,A3262,1.0,ch,,LIM,3,7,130,0,W
97BR00326,A3267,1.0,ch,,LIM,3,7,120,0,W
97BR00327,A3224,1.0,ch,,AI,A,2,123,0,W
97BR00328,A3229,1.0,ch,,AI,A,2,153,0,W
97BR00329,A3280,1.0,82,,27,2,0,132,0,W
97BR00330,A3287,1.0,ch,"BLOCKAGE,DEAD",AI,A,2,118,0,W
97BR00331,A3291,1.0,ch,,AI,A,2,147,0,W
97BR00332,A3293,1.0,82,"R.BLOODY,ok",23,2,0,132,0,W
97BR00333,A3294,1.0,82,,28,2,0,130,0,W
97BR00334,A3296,1.0,ch,,AI,A,2,130,0,W
97BR00335,A3297,1.0,81,,02,2,0,133,0,W
97BR00336,A3270,1.0,73,,-FL,F,6,0,0,*
97BR00337,A3275,1.0,81,TRT EYE,03,2,0,143,0,W
97BR00338,A3277,1.0,ch,,AI,A,2,153,0,W
97BR00339,A3817,0.5,73,,LIM,3,6,131,0,W
97BR00340,A3805,0.5,73,4TEATS,LIM,3,6,123,0,W
97BR00341,A3808,0.5,73,F3-,741,2,6,131,0,W
97BR00342,A3809,0.5,73,,741,2,6,135,0,W
97BR00343,A3834,0.5,73,F4,741,2,6,126,0,W
97BR00344,A3835,0.5,73,F4+,LIM,3,6,130,0,W
97BR00345,A3836,0.5,73,,741,2,6,145,0,W
97BR00346,A3853,0.5,73,,741,2,6,124,0,W
97BR00347,A3854,0.5,73,,742,2,6,152,0,W
97BR00348,A3858,0.5,73,,742,2,6,158,0,W
97BR00349,A3859,0.5,73,,LIM,3,6,144,0,W
97BR00350,A3857,0.5,73,,741,2,6,151,0,W
97BR00351,A3867,0.5,73,,LIM,3,6,144,0,W
97BR00352,A3824,0.5,73,,LIM,3,6,131,0,W
97BR00353,A3822,0.5,00,PINTO BLK EWE,741,2,1,130,0,W
97BR00354,A3827,0.5,73,,LIM,3,6,127,0,W
97BR00355,A3881,0.5,73,,741,2,6,134,0,W
97BR00356,A3882,0.5,73,,741,2,6,138,0,W
97BR00357,A3891,0.5,73,,742,2,6,133,0,W
97BR00358,A3890,0.5,73,,741,2,6,132,0,W
97BR00359,A3895,0.5,73,,LIM,3,6,143,0,W
97BR00360,A3897,0.5,73,,742,2,6,122,0,W
97BR00361,A3875,0.5,73,,741,2,6,131,0,W
97BR00362,A3876,0.5,73,F3-,741,2,6,115,0,W
97BR00363,A3878,0.5,73,,742,2,6,153,0,W
97BR00364,A3913,0.5,73,,742,2,6,120,0,W
97BR00365,A3932,0.5,73,,LIM,3,6,143,0,W
97BR00366,A3951,0.5,73,,742,2,6,129,0,W
97BR00367,A3953,0.5,73,,LIM,3,6,128,0,W
97BR00368,A3952,0.5,73,,741,2,6,131,0,W
97BR00369,A3966,0.5,73,F3-,LIM,3,6,112,0,W
97BR00370,A3969,0.5,73,,742,2,6,136,0,W
97BR00371,A3972,0.5,73,NICE,LIM,3,6,141,0,W
97BR00372,A3703,0.5,73,,741,2,6,134,0,W
97BR00373,A3702,0.5,73,,LIM,3,6,131,0,W
97BR00374,A3708,0.5,73,,742,2,6,125,0,W
97BR00375,A3734,0.5,73,,742,2,6,153,0,W
97BR00376,A3735,0.5,73,,LIM,3,6,140,0,W
97BR00377,A3737,0.5,73,,742,2,6,125,0,W
97BR00378,A3742,0.5,73,4TEATS,742,2,6,135,0,W
97BR00379,A3751,0.5,73,4TEATS,LIM,3,6,143,0,W
97BR00380,A3753,0.5,00,PINTO BLK EWE,742,2,1,118,0,W
97BR00381,A3754,0.5,73,,742,2,6,124,0,W
97BR00382,A3752,0.5,73,,742,2,6,139,0,W
97BR00383,A3763,0.5,73,,741,2,6,124,0,W
97BR00384,A3764,0.5,73,,LIM,3,6,123,0,W
97BR00385,A3766,0.5,73,,741,2,6,149,0,W
97BR00386,A3762,0.5,73,,741,2,6,116,0,W
97BR00387,A3767,0.5,73,,742,2,6,140,0,W
97BR00388,A3721,0.5,73,NICE,742,2,6,149,0,W
97BR00389,A3725,0.5,73,,LIM,3,6,153,0,W
97BR00390,A3729,0.5,73,,742,2,6,129,0,W
97BR00391,A3782,0.5,73,4TEATS,742,2,6,132,0,W
97BR00392,A3788,0.5,73,4TEATS,742,2,6,132,0,W
97BR00393,A3789,0.5,73,4TEATS,742,2,6,142,0,W
97BR00394,A3798,0.5,73,1TAG,742,2,6,133,0,W
97BR00395,A3799,0.5,73,,LIM,3,6,158,0,W
97BR00396,A3776,0.5,73,,741,2,6,131,0,W
97BR00397,A3778,0.5,73,,LIM,3,6,130,0,W
97BR00398,A2116,2.0,82,,25,2,0,152,0,W
97BR00399,A2134,2.0,73,,-FL,F,6,0,0,*
97BR00400,A2136,2.0,73,,LIM,3,6,160,0,W
97BR00401,A2138,2.0,82,,26,2,0,168,0,W
97BR00402,A2145,2.0,81,,04,2,0,180,0,W
97BR00403,A2151,2.0,73,URI,-FL,F,6,176,0,W
97BR00404,A2161,2.0,81,,02,2,0,166,0,W
97BR00405,A2163,2.0,81,,03,2,0,156,0,W
97BR00406,A2165,2.0,82,,21,2,0,150,0,W
97BR00407,A2162,2.0,81,,03,2,0,164,0,W
97BR00408,A2128,2.0,81,"FEVER, URI",01,2,0,142,0,W
97BR00409,A2129,2.0,81,,01,2,0,140,0,W
97BR00410,A2188,2.0,73,,-FL,F,6,168,0,W
97BR00411,A2187,2.0,73,,-FL,F,6,0,0,*
97BR00412,A2017,2.0,81,,03,2,0,141,0,W
97BR00413,A2040,2.0,73,,LIM,3,6,179,0,W
97BR00414,A2049,2.0,81,,03,2,0,171,0,W
97BR00415,A2050,2.0,81,,04,2,0,175,0,W
97BR00416,A2055,2.0,73,CONJUNCTIVITI,LIM,3,6,175,0,W
97BR00417,A2057,2.0,73,,-FL,F,6,0,0,*
97BR00418,A2066,2.0,82,MOTHERLY+,30,2,0,157,0,W
97BR00419,A2068,2.0,81,"ENTR,URI",01,2,0,187,0,W
97BR00420,A2021,2.0,82,,22,2,0,134,0,W
97BR00421,A2024,2.0,82,,26,2,0,160,0,W
97BR00422,A2083,2.0,82,,24,2,0,164,0,W
97BR00423,A2084,2.0,82,ABS L.JAW,25,2,0,143,0,W
97BR00424,A2094,2.0,81,,04,2,0,159,0,W
97BR00425,A2070,2.0,73,RAT#1,-FL,F,6,0,0,*
97BR00426,A2075,2.0,82,,28,2,0,146,0,W
97BR00427,A2079,2.0,81,,02,2,0,143,0,W
97BR00428,A2313,2.0,81,4TEATS,02,2,0,151,0,W
97BR00429,A2300,2.0,ch,3TEATS,AI,A,2,146,0,W
97BR00430,A2302,2.0,ch,3TEATS,AI,A,2,169,0,W
97BR00431,A2330,2.0,ch,TAILHEAD INF.,AI,A,2,118,0,W
97BR00432,A2336,2.0,82,HAIRY,25,2,0,131,0,W
97BR00433,A2338,2.0,81,,03,2,0,148,0,W
97BR00434,A2351,2.0,73,,-FL,F,6,0,0,*
97BR00435,A2356,2.0,ch,"ENTR,FEVER,RI",AI,A,2,172,0,W
97BR00436,A2358,2.0,81,,04,2,0,161,0,W
