UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,PREGTEST,IDZ65,CLR,STM
12EW00033,T4188,,PINK.FUZZY,1,81,e25,0,,107,1130,Open,0,1,02
12EW00034,T4191,,.,1,99,e23,0,,108,1130,Preg,0,1,02
12EW00035,T4193,,4TEATS,1,84,e26,0,,95,1130,Open,0,1,02
12EW00036,T4195,,4T.BRITCHY,1,68,e22,0,,76,1130,Open,0,1,02
12EW00037,T4207,,4TEATS,1,100,e26,0,,130,1130,Preg,0,1,02
12EW00038,T4209,,4TEATS,1,90,e23,0,,110,1130,Preg,0,1,02
12EW00039,T4210,,PINK.FUZZY,1,91,e26,0,,111,1130,Open,0,1,02
12EW00040,T4212,,FUZZY,1,82,e23,0,,95,1130,Preg,0,1,02
12EW00041,T4215,,3T,1,90,e25,0,,107,1130,Open,0,1,02
12EW00042,T4218,,4TEATS,1,92,e26,0,,125,1130,Open,0,1,02
12EW00043,T4219,,.,1,115,e24,0,,133,1130,Preg,0,1,02
12EW00044,T4220,,4TEATS,1,95,e23,0,,103,1130,Preg,0,1,02
12EW00045,T4222,,PINK,1,88,e24,0,,110,1130,Preg,0,1,02
12EW00046,T4226,,.,1,78,e25,0,,106,1130,Preg,0,1,02
12EW00047,T4227,,4TEATS,1,114,e24,0,,133,1130,Preg,0,1,02
12EW00048,T4234,,4T.E.L.E,1,79,e25,0,,90,1130,Preg,0,1,02
12EW00049,T4236,,3T.FUZZY RFLA,1,75,e25,0,,90,1130,Open,0,1,02
12EW00050,T4246,,.,1,99,e25,0,,135,1130,Open,0,1,02
12EW00051,T4247,,4TEATS,1,106,e27,0,,126,1130,Preg,0,1,02
12EW00052,T4250,,3T.FUZZY,1,90,e26,0,,115,1130,Preg,0,1,02
12EW00053,T4264,,BRITCHY,1,92,e26,0,,126,1130,Preg,0,1,02
12EW00054,T4266,,.,1,91,e27,0,,120,1130,Open,0,1,02
12EW00055,T4267,,4T.E2E.SCOURS,1,79,e27,0,,106,1130,Open,0,1,02
12EW00056,T4269,,.,1,82,e24,0,,93,1130,Open,0,1,02
12EW00057,T4276,,4T.FUZZY,1,102,e22,0,,122,1130,Open,0,1,02
12EW00058,T4277,,3T.FUZZY,1,82,e27,0,,86,1130,Open,0,1,02
12EW00059,T4285,,4TEATS,1,82,e25,0,,102,1130,Preg,0,1,02
12EW00060,T4287,,FUZZY,1,96,e23,0,,125,1130,Preg,0,1,02
12EW00061,T4288,,1ST.HAIRY,1,91,e23,0,,122,1130,Preg,0,1,02
12EW00062,T4289,,2ND.4T DYS3+5,1,77,e26,0,,108,1130,Preg,0,1,02
12EW00063,T4290,,FUZZY,1,82,e26,0,,96,1130,Open,0,1,02
12EW00064,T4300,,4T.SHITS,1,95,e25,0,,121,1130,Preg,0,1,02
12EW00065,T4305,,4T.E.R.E.SCOU,1,71,e27,0,,92,1130,Open,0,1,02
12EW00066,T4309,,E.L.E.FUZZY,1,99,e26,0,,118,1130,Open,0,1,02
12EW00067,T4310,,.,1,96,e23,0,,125,1130,,0,1,02
12EW00068,T4317,,3T,1,83,e22,0,,102,1130,Open,0,1,02
12EW00069,T4318,,4TEATS,1,82,e25,0,,89,1130,Open,0,1,02
12EW00070,T4320,,4T.PINK.FUZZY,1,87,e26,0,,100,1130,Preg,0,1,02
12EW00071,T4322,,FUZZY,1,88,e23,0,,105,1130,Open,0,1,02
12EW00072,T4326,,.,1,101,e25,0,,129,1130,Preg,0,1,02
12EW00073,T4327,,3T.H.ROMANOVH,1,120,e22,0,,141,1130,Preg,0,1,02
12EW00074,T4328,,.,1,107,e23,0,,116,1130,Open,0,1,02
12EW00075,T4329,,PINK.BRITCHY,1,98,e23,0,,118,1130,Preg,0,1,02
12EW00076,T4344,,EYE.DISCHARGE,1,111,e27,0,,126,1130,Preg,0,1,02
12EW00077,T4345,,.,1,118,e22,0,,122,1130,Open,0,1,02
12EW00078,T4347,,.,1,100,e24,0,,120,1130,Preg,0,1,02
12EW00079,T4349,,.,1,101,e22,0,,106,1130,Preg,0,1,02
12EW00080,T4352,,HAIRY,1,92,e24,0,,112,1130,Preg,0,1,02
12EW00081,T4354,,4TEATS,1,111,e24,0,,131,1130,Preg,0,1,02
12EW00082,T4355,,.,1,84,e24,0,,92,1130,Open,0,1,02
12EW00083,T4356,,ENTROPION,1,77,e26,0,,96,1130,Open,0,1,02
12EW00084,T4358,,2ND H,1,78,e24,0,,84,1130,Open,0,1,02
12EW00085,T4359,,.,1,91,e24,0,,122,1130,Open,0,1,02
12EW00086,T4360,,E2E,1,98,e26,0,,122,1130,Preg,0,1,02
12EW00087,T4362,,2ND,1,82,e26,0,,105,1130,Open,0,1,02
12EW00088,T4364,,4TEATS,1,94,e24,0,,112,1130,Preg,0,1,02
12EW00089,T4365,,HAIRY,1,102,e24,0,,115,1130,Preg,0,1,02
12EW00090,T4369,,.,1,93,e24,0,,112,1130,Open,0,1,02
12EW00091,T4373,,.,1,100,e24,0,,112,1130,Preg,0,1,02
12EW00092,T4374,,.,1,97,e27,0,,111,1130,Open,0,1,02
12EW00093,T4380,,4TEATS,1,83,e23,0,,82,1130,Open,0,1,02
12EW00094,T4389,,4TEATS,1,91,e25,0,,119,1130,Preg,0,1,02
12EW00095,T4390,,.,1,95,e22,0,,115,1130,Preg,0,1,02
12EW00096,T4393,,.,1,108,e24,0,,126,1130,Preg,0,1,02
12EW00097,T4397,,4TEATS,1,90,e26,0,,119,1130,Preg,0,1,02
12EW00098,T4408,,FUZZY.SHITS,1,83,e23,0,,106,1130,Open,0,1,02
12EW00099,T4412,,.,1,75,e27,0,,93,1130,Open,0,1,02
12EW00100,T4416,,4TEATS SCOUR,1,111,e23,0,,140,1130,Preg,0,1,02
12EW00101,T4423,,BRITCHY,1,100,e22,0,,139,1130,Open,0,1,02
12EW00102,T4424,,BRITCHY.4T,1,100,e22,0,,116,1130,Preg,0,1,02
12EW00103,T4425,,BRITCHY/FUZZY,1,80,e22,0,,85,1130,Open,0,1,02
12EW00104,T4426,,NICE.T,1,78,e26,0,,98,1130,Open,0,1,02
12EW00105,T4427,,1ST.4T.FUZZY,1,105,e24,0,,125,1130,Preg,0,1,02
12EW00106,T4430,,BRITCHY,1,78,e22,0,,90,1130,Open,0,1,02
12EW00107,T4431,,HAIRY,1,77,e25,0,,92,1130,Open,0,1,02
12EW00108,T4432,,1ST.4T,1,74,e24,0,,83,1130,Open,0,1,02
12EW00109,T4435,,1ST.NICE.T,1,91,e22,0,,112,1130,Preg,0,1,02
12EW00110,T4438,,3T,1,112,e22,0,,132,1130,Preg,0,1,02
12EW00111,T4440,,3T,1,99,e25,0,,134,1130,Preg,0,1,02
12EW00112,T4442,,4T.SCOURS,1,98,e23,0,,0,,,0,1,02
12EW00113,T4444,,1ST,1,82,e24,0,,106,1130,Open,0,1,02
12EW00114,T4451,,HAIRY,1,97,e26,0,,115,1130,Preg,0,1,02
12EW00115,T4453,,BRTCHYLaz329S,1,94,e25,0,,120,1130,Open,0,1,02
12EW00116,T4457,,BRITCHY,1,107,e22,0,,127,1130,Open,0,1,02
12EW00117,T4460,,4T.BRITCHY,1,80,e23,0,,85,1130,Open,0,1,02
12EW00118,T4462,,4TEATS,1,87,e26,0,,116,1130,Preg,0,1,02
12EW00119,T4463,,SCOURS,1,79,e24,0,,85,1130,Open,0,1,02
12EW00120,T4464,,.,1,94,e26,0,,99,1130,Preg,0,1,02
12EW00121,T4466,,PINK.H SCOUR,1,90,e26,0,,97,1130,Preg,0,1,02
12EW00122,T4467,,PINK.ROMNVHEA,1,71,e26,0,,93,1130,Open,0,1,02
12EW00123,T4468,,PINKBRITCHYSH,1,73,e23,0,,97,1130,Preg,0,1,02
12EW00124,T4471,,HAIRY,1,81,e22,0,,97,1130,Open,0,1,02
12EW00125,T4472,,BRITCHY,1,106,e22,0,,0,,,0,1,02
12EW00126,T4473,,3T.SCOURS,1,101,e23,0,,129,1130,Preg,0,1,02
12EW00127,T4477,,BRITCHY,1,91,e27,0,,110,1130,Preg,0,1,02
12EW00128,T4478,,4T.FUZZY,1,70,e24,0,,84,1130,,0,1,02
12EW00129,T4481,,3T.H SCOURS,1,112,e22,0,,142,1130,Preg,0,1,02
12EW00130,T4483,,.,1,108,e25,0,,129,1130,Open,0,1,02
12EW00131,T4486,,HAIRY,1,77,e27,0,,88,1130,Open,0,1,02
12EW00132,T4489,,4T.BRITCHY.AD,1,82,e26,0,,94,1130,Open,0,1,02
12EW00133,T4491,,1ST.4T,1,93,e22,0,,116,1130,Open,0,1,02
12EW00134,T4492,,3T.FUZZY,1,84,e27,0,,108,1130,Open,0,1,02
12EW00135,T4493,,HAIRY,1,69,e24,0,,76,1130,Open,0,1,02
12EW00136,T4496,,3T.PINK.FUZZY,1,88,e25,0,,0,,,0,1,02
12EW00137,T4499,,VHAIRY.4T.RMN,1,87,e26,0,,99,1130,Open,0,1,02
12EW00138,T4501,,.,1,111,e26,0,,133,1130,Preg,0,1,02
12EW00139,T4502,,FUZZY,1,89,e24,0,,118,1130,Preg,0,1,02
12EW00140,T4505,,4T.BRITCHY,1,87,e23,0,,105,1130,Preg,0,1,02
12EW00141,T4506,,P.FUZZY SCURS,1,96,e26,0,,121,1130,Preg,0,1,02
12EW00142,T4510,,E.L.E,1,92,e25,0,,105,1130,Open,0,1,02
12EW00143,T4517,,SCOURS,1,97,e27,0,,120,1130,Open,0,1,02
12EW00144,T4518,,.,1,70,e25,0,,97,1130,Open,0,1,02
12EW00145,T4519,,.,1,77,e24,0,,82,1130,Open,0,1,02
12EW00146,T4520,,E1E SCOURS,1,102,e22,0,,117,1130,Preg,0,1,02
12EW00147,T4522,,.,1,90,e27,0,,126,1130,Preg,0,1,02
12EW00148,T4528,,.,1,88,e22,0,,99,1130,Open,0,1,02
12EW00149,T4532,,HAIRY,1,80,e23,0,,80,1130,Open,0,1,02
12EW00150,T4535,,.,1,108,e25,0,,137,1130,Preg,0,1,02
12EW00151,T4538,,.,1,69,e22,0,,78,1130,Open,0,1,02
12EW00152,T4545,,4TEATS,1,85,e27,0,,100,1130,Preg,0,1,02
12EW00153,T4547,,.,1,102,e27,0,,126,1130,Preg,0,1,02
12EW00154,T4551,,SCOURS,1,73,e22,0,,80,1130,Open,0,1,02
12EW00155,T4557,,.,1,86,e25,0,,106,1130,Open,0,1,02
12EW00156,T4558,,.,1,78,e24,0,,88,1130,Preg,0,1,02
12EW00157,T4559,,SCOURS,1,80,e26,0,,97,1130,Open,0,1,02
12EW00158,T4561,,4TEATS SCOURS,1,88,e24,0,,93,1130,Preg,0,1,02
12EW00159,T4566,,4T.HAIRY.SCOU,1,97,e27,0,,122,1130,Preg,0,1,02
12EW00160,T4567,,HAIRY,1,81,e27,0,,95,1130,Preg,0,1,02
12EW00161,T4568,,BRITCHY,1,82,e24,0,,106,1130,Preg,0,1,02
12EW00162,T4577,,4T.FUZZY,1,99,e25,0,,135,1130,Open,0,1,02
12EW00163,T4585,,4TEATS,1,93,e22,0,,110,1130,Preg,0,1,02
12EW00164,T4586,,4T.H.ELEULCER,1,86,e25,0,,117,1130,Preg,0,1,02
12EW00165,T4587,,4T.HAIRY,1,80,e24,0,,108,1130,Preg,0,1,02
12EW00166,T4590,,HAIRY,1,70,e23,0,,76,1130,Open,0,1,02
12EW00167,T4591,,HAIRY,1,81,e27,0,,82,1130,Open,0,1,02
12EW00168,T4596,,4TEATS,1,103,e27,0,,126,1130,Preg,0,1,02
12EW00169,T4600,,BRITCHY,1,79,e25,0,,110,1130,Open,0,1,02
12EW00170,T4601,,BRITCHY SCOUR,1,104,e22,0,,128,1130,Open,0,1,02
12EW00171,T4603,,FUZZY,1,70,e27,0,,94,1130,Preg,0,1,02
12EW00172,T4605,,HAIRY,1,108,e23,0,,130,1130,Preg,0,1,02
12EW00173,T4611,,4TEATS,1,103,e26,0,,120,1130,Preg,0,1,02
12EW00174,T4625,,HAIRY,1,79,e25,0,,102,1130,Open,0,1,02
12EW00175,T4627,,FUZZY/BRITCHY,1,81,e23,0,,88,1130,Open,0,1,02
12EW00176,T4640,,HAIRY,1,101,e26,0,,120,1130,Preg,0,1,02
12EW00177,T4645,,3T.SCOURS,1,96,e22,0,,110,1130,Preg,0,1,02
12EW00178,T4646,,4TEATS SCOUR,1,103,e27,0,,150,1130,Preg,0,1,02
12EW00179,T4651,,4T.PINK,1,88,e26,0,,104,1130,Preg,0,1,02
12EW00180,T4655,,HAIRY  SCOURS,1,83,e23,0,,100,1130,Preg,0,1,02
12EW00181,T4659,,HAIRY  SCOURS,1,84,e26,0,,97,1130,Open,0,1,02
12EW00182,T4662,,4T.E2E.SCOURS,1,74,e25,0,,93,1130,Open,0,1,02
12EW00183,T4667,,NICE.T.SCOURS,1,94,e27,0,,113,1130,Open,0,1,02
12EW00184,T4670,,4T.PINK,1,76,e26,0,,95,1130,Open,0,1,02
12EW00185,T4671,,4TEATS,1,79,e23,0,,87,1130,Open,0,1,02
12EW00186,T4675,,.,1,67,e23,0,,80,1130,Open,0,1,02
12EW00187,T4676,,.,1,86,e26,0,,98,1130,Open,0,1,02
12EW00188,Z1110,,Tuft on head,1,96,e8,0,,0,,,0,6,97
12EW00189,L0699,,60.DK.BRN,1,115,e10,131,1026,132,1130,Preg,0,5,PC
12EW00190,L0886,,4T2BRITCHY.10,1,109,e12,113,1026,123,1130,Preg,0,5,PC
12EW00191,L0948,,4T.30BLK,1,84,e11,101,1026,100,1130,Preg,0,5,PC
12EW00192,L0700,,40BL.NICE.SHI,1,134,e13,138,1026,153,1130,Preg,0,5,PC
12EW00193,H7747,,SCOURS,1,94,e18,94,1026,108,1130,Preg,0,1,30
12EW00194,Z1121,,4T.90BLK,1,87,e4,95,1026,107,1130,Preg,0,5,CS
12EW00195,L0722,,SMOKEY,1,110,e13,135,1026,141,1130,Preg,0,2,PC
12EW00196,Z1118,,3T,1,96,e8,103,1026,111,1130,Preg,0,6,97
12EW00197,K4898,,3  SCOUR,1,118,e6,125,1026,134,1130,Preg,0,1,06
12EW00198,H7680,,NICE.P SCOURS,1,95,e19,103,1026,108,1130,Preg,0,1,30
12EW00199,R9369,,SCOURS,1,78,e16,88,1026,99,1130,Preg,0,1,07
12EW00200,Z1148,,.,1,118,e8,123,1026,129,1130,Preg,0,6,97
12EW00201,Z1089,,90BLK 4,1,121,e4,135,1026,151,1130,Preg,0,5,CS
12EW00202,H7500,,4T.BRITCHY,1,103,e20,116,1026,122,1130,Preg,0,1,30
12EW00203,L0659,,.05BRN,1,104,e9,111,1026,116,1130,Preg,0,2,PC
12EW00204,L0556,,E.L.EYE,1,118,e9,126,1026,127,1130,Preg,0,1,PC
12EW00205,R9328,,4TEATS,1,76,e14,90,1026,97,1130,Open,0,1,07
12EW00206,Z1183,,NICE SCOUR,1,118,e8,113,1026,134,1130,Preg,0,6,97
12EW00207,K4896,,H.,1,97,e6,114,1026,117,1130,Preg,0,1,06
12EW00208,R9401,,SCOURS,1,78,e15,87,1026,96,1130,Open,0,1,07
12EW00209,H7851,,SCOURS,1,81,e19,100,1026,102,1130,Open,0,1,30
12EW00210,L0937,,40GR.NICESCOU,1,105,e12,109,1026,121,1130,Preg,0,5,PC
12EW00211,H7506,,3T,1,89,e19,107,1026,112,1130,Preg,0,1,30
12EW00212,L0624,,4.50BRN,1,125,e11,148,1026,146,1130,Preg,0,5,PC
12EW00213,R9246,,Very ugly,1,71,e15,84,1026,89,1130,Preg,0,1,07
12EW00214,Z1258,,4TBRTCHY.40BL,1,85,e4,98,1026,108,1130,Preg,0,5,SC
12EW00215,L0871,,50BRN,1,100,e11,107,1026,108,1130,Preg,0,5,PC
12EW00216,Z1448,,4T.PINK,1,75,e2,94,1026,97,1130,Open,0,1,CM
12EW00217,H7494,,4TEATS SCOURS,1,71,e21,88,1026,93,1130,Preg,0,1,30
12EW00218,Z1151,,NICE.SCOURS,1,94,e8,104,1026,109,1130,Preg,0,6,97
12EW00219,R9135,,.,1,99,e17,110,1026,117,1130,Preg,0,1,07
12EW00220,Z1247,,90BLK,1,94,e4,104,1026,114,1130,Preg,0,5,CS
12EW00221,R9159,,4TEATS,1,93,e15,113,1026,124,1130,Preg,0,1,07
12EW00222,Z1023,,70BLK,1,100,e5,107,1026,114,1130,Preg,0,5,CS
12EW00223,Z0950,,.,1,109,e8,113,1026,122,1130,Preg,0,6,97
12EW00224,L0824,,1ST.25BLK,1,90,e10,107,1026,105,1130,Preg,0,5,PC
12EW00225,H7426,,.,1,91,e21,98,1026,104,1130,Preg,0,1,30
12EW00226,H7621,,.,1,93,e18,105,1026,111,1130,Preg,0,1,30
12EW00227,H7467,,SCOURS,1,105,e20,121,1026,128,1130,Preg,0,1,30
12EW00228,Z1078,,.,1,96,e8,97,1026,105,1130,Preg,0,6,97
12EW00229,L0949,,4T.85BRN.NICE,1,79,e10,96,1026,90,1130,Open,0,5,PC
12EW00230,Z1113,,4T.80BRN,1,134,e5,148,1026,160,1130,Preg,0,5,CS
12EW00231,L0588,,05GR WASZ0901,1,121,e9,125,1026,125,1130,Preg,0,5,PC
12EW00232,Z1358,,FUZZY,1,107,BRT,108,1026,125,1130,Preg,0,1,33
12EW00233,Z1207,,SCOURS,1,98,e5,109,1026,113,1130,Open,0,5,CS
12EW00234,R9464,,4T.NICE.R.SCO,1,91,e16,98,1026,103,1130,Preg,0,1,07
12EW00235,Z1166,,4T.95BLK,1,109,e5,121,1026,129,1130,Preg,0,5,CS
12EW00236,Z1373,,4TEATS,1,72,BRT,79,1026,92,1130,Open,0,1,33
12EW00237,L0733,,90BLK,1,90,e11,107,1026,113,1130,Preg,0,5,PC
12EW00238,L0601,,20BRN WASZ093,1,105,e10,113,1026,113,1130,Preg,0,5,PC
12EW00239,Z1187,,4T.90BRN,1,125,e5,134,1026,135,1130,Preg,0,5,SC
12EW00240,R9165,,.,1,83,e17,94,1026,98,1130,Preg,0,1,07
12EW00241,L0613,,40BRN,1,106,e10,127,1026,128,1130,Preg,0,5,PC
12EW00242,H7567,,.,1,85,e19,97,1026,103,1130,Preg,0,1,30
12EW00243,R9555,,.,1,102,e16,117,1026,130,1130,Preg,0,1,07
12EW00244,K4909,,4T.FUZZY,1,76,e6,91,1026,94,1130,Open,0,1,06
12EW00245,L0746,,Stays @ Humph,1,97,e10,109,1026,116,1130,Preg,0,1,PC
12EW00246,Z0997,,1ST.70BL/GR,1,117,e7,138,1026,136,1130,Preg,0,5,S3
12EW00247,R9195,,.,1,76,e16,88,1026,97,1130,Open,0,1,07
12EW00248,H7529,,SCOURS,1,94,e21,107,1026,114,1130,Preg,0,1,30
12EW00249,R9242,,4T.SCOURS,1,92,e17,102,1026,110,1130,Preg,0,1,07
12EW00250,L0660,,90GRAY.4T.SCO,1,114,e13,116,1026,126,1130,Preg,0,5,PC
12EW00251,H7603,,.,1,93,e21,103,1026,110,1130,Preg,0,1,30
12EW00252,L0838,,<.05BLK.BRITC,1,106,e13,111,1026,112,1130,Preg,0,2,PC
12EW00253,Z1238,,.,1,80,16,99,1026,0,,,0,9,BL
12EW00254,R9256,,.,1,74,e16,84,1026,92,1130,Preg,0,1,07
12EW00255,L0896,,90LTBRN,1,103,e10,121,1026,122,1130,Preg,0,5,PC
12EW00256,Z0918,,4. 80BRN,1,102,e5,107,1026,114,1130,Preg,0,5,CS
12EW00257,L0964,,50VLTBRNSCOUR,1,83,e9,96,1026,104,1130,Open,0,5,PC
12EW00258,Z1076,,90BRN. 4,1,108,e7,116,1026,119,1130,Preg,0,5,S3
12EW00259,Z1008,,80BLK,1,87,e7,96,1026,97,1130,Preg,0,5,S3
12EW00260,R9535,,SCOURS,1,76,e16,86,1026,91,1130,Preg,0,1,07
12EW00261,H7843,,SCOURS,1,80,e20,97,1026,99,1130,Preg,0,1,30
12EW00262,R9546,,4TEATS,1,85,e16,93,1026,100,1130,Preg,0,1,07
12EW00263,H7439,,2ND,1,94,e18,107,1026,126,1130,Preg,0,1,30
12EW00264,H7632,,Wnwt Missed,1,83,e20,83,1026,86,1130,Preg,0,1,30
12EW00265,H7516,,.,1,84,e19,98,1026,109,1130,Preg,0,1,30
12EW00266,K4874,,6T.FUZZY,1,111,e6,129,1026,135,1130,Preg,0,1,06
12EW00267,Z1198,,N.BLK,1,98,16,107,1026,113,1130,Preg,0,9,BL
12EW00268,Z1153,,20BR.HAIRY,1,98,e3,112,1026,122,1130,Preg,0,5,C3
12EW00269,L0717,,10GRAY,1,84,e11,88,1026,100,1130,Open,0,5,PC
12EW00270,R9169,,Nice,1,107,e16,117,1026,130,1130,,0,1,07
12EW00271,L0987,,90BLK.SCOURS,1,86,e12,99,1026,116,1130,Open,0,5,PC
12EW00272,R9445,,4T.BRITCHY,1,80,e14,90,1026,105,1130,Open,0,1,07
12EW00273,R9230,,4T.N SCOURS,1,0,e14,91,1026,104,1130,Open,0,1,07
12EW00274,L0745,,Stays @ Humph,1,107,e9,109,1026,117,1130,Preg,0,5,PC
12EW00275,L0716,,BLK ON FRT,1,101,e9,99,1026,100,1130,Open,0,1,PC
12EW00276,Z0956,,4.H.80BRN,1,110,e7,136,1026,141,1130,Preg,0,5,S3
12EW00277,H7496,,SCOURS,1,65,e21,83,1026,94,1130,Preg,0,1,30
12EW00278,H7476,,2ND.BRITCHY,1,82,e20,98,1026,98,1130,Preg,0,1,30
12EW00279,R9398,,.,1,81,e15,93,1026,114,1130,Open,0,1,07
12EW00280,Z1236,,.,1,77,e4,91,1026,98,1130,Open,0,1,SC
12EW00281,H7481,,PINK,1,96,e18,113,1026,126,1130,Preg,0,1,30
12EW00282,Z1262,,70BLK.HAIRY,1,99,e4,111,1026,123,1130,Preg,0,5,SC
12EW00283,H7767,,SCOURS,1,75,e18,89,1026,102,1130,Preg,0,1,30
12EW00284,R9566,,SCOURS,1,71,e15,74,1026,85,1130,Open,0,1,07
12EW00285,L0676,,2ND.15LTBRN,1,129,e11,135,1026,148,1130,Preg,0,5,PC
12EW00286,H7558,,PINK,1,83,e20,104,1026,113,1130,Preg,0,1,30
12EW00287,R9166,,.,1,96,e17,105,1026,111,1130,Preg,0,1,07
12EW00288,R9236,,4T.PINK.SCOUR,1,78,e15,84,1026,104,1130,Open,0,1,07
12EW00289,L0934,,Orph405>graft,1,85,e12,94,1026,103,1130,Preg,0,6,PC
12EW00290,R9380,,SCOURS,1,76,e17,90,1026,103,1130,Open,0,1,07
12EW00291,K4917,,Nice,1,116,e6,108,1026,123,1130,Preg,0,1,06
12EW00292,L0684,,25BLK.E.L.E,1,118,e13,123,1026,138,1130,Preg,0,5,PC
12EW00293,Z1108,,E1E90BLK,1,119,V2,141,1026,152,1130,Preg,0,5,S3
12EW00294,L0866,,30TAN,1,103,e10,109,1026,112,1130,Preg,0,5,PC
12EW00295,Z1030,,60BLK,1,89,e4,101,1026,112,1130,Preg,0,5,CS
12EW00296,H7636,,.,1,91,e20,102,1026,113,1130,Open,0,1,30
12EW00297,L0844,,10BLK.E2E,1,106,e10,129,1026,132,1130,,0,5,PC
12EW00298,H7497,,NICE LAMB,1,109,e20,117,1026,129,1130,Preg,0,1,30
12EW00299,H7862,,.,1,83,e20,93,1026,97,1130,Preg,0,1,30
12EW00300,Z1228,,60BRN,1,97,e5,102,1026,116,1130,Preg,0,5,CS
12EW00301,Z1011,,BRN.NOSE.SKIN,1,114,e3,129,1026,142,1130,,0,2,C3
12EW00302,Z1057,,E2E.TEXELHEAD,1,105,e1,116,1026,128,1130,Preg,0,1,CM
12EW00303,Z1017,,3RD.4T.80BRN,1,84,e7,99,1026,103,1130,Open,0,5,S3
12EW00304,Z1138,,85LTBRN,1,83,e3,95,1026,101,1130,Preg,0,5,C3
12EW00305,Z1297,,4T.P-EARS SCO,1,128,e2,142,1026,155,1130,Open,0,2,CM
12EW00306,L0940,,Stays @ Humph,1,90,e9,95,1026,105,1130,Preg,0,2,PC
12EW00307,L0735,,10BRN,1,92,e11,93,1026,99,1130,Open,0,5,PC
12EW00308,Z1111,,80BRN.NICE,1,112,e5,122,1026,127,1130,Preg,0,5,CS
12EW00309,H7896,,.,1,77,e20,84,1026,89,1130,Preg,0,1,30
12EW00310,K4900,,SCOURS,1,90,e6,98,1026,106,1130,Open,0,1,06
12EW00311,K4915,,3T.BRITCHY SC,1,81,e6,94,1026,98,1130,Open,0,1,06
12EW00312,L0674,,15LTBRN.E2E,1,97,e10,112,1026,122,1130,Preg,0,5,PC
12EW00313,L0767,,4T.20LTBRN,1,99,e9,102,1026,111,1130,Open,0,5,PC
12EW00314,Z1196,,4TEATS,1,85,e8,90,1026,97,1130,Preg,0,6,97
12EW00315,H7877,,3TNICEPOLYSHI,1,80,e18,90,1026,101,1130,Preg,0,1,30
12EW00316,Z1335,,.,1,89,BRT,93,1026,110,1130,Preg,0,1,33
12EW00317,R9313,,.,1,86,e14,104,1026,115,1130,Preg,0,1,07
12EW00318,R9466,,4TEATS.SCOURS,1,78,e15,86,1026,101,1130,Open,0,1,07
