UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
23EW00064,A2026,,.,1,105,e1,W,112,1024,119,1128,121,1212,,3+,,Preg,,1,30
23EW00065,A2030,,.,1,101,e1,W,101,1024,125,1128,111,1212,,3+,,Preg,,1,30
23EW00066,A2031,,.,1,89,e1,W,97,1024,106,1128,109,1212,,3,,Preg,,1,30
23EW00067,A2033,,.,1,95,e2,W,106,1024,120,1128,119,1212,,3+,,Open,,1,30
23EW00068,A2040,,.,1,85,e2,W,86,1024,101,1128,101,1212,,3+,,Open,,1,30
23EW00069,A2041,,.,1,97,e2,W,103,1024,116,1128,116,1212,,3+,,Preg,,1,30
23EW00070,A2043,,.,1,83,e3,W,94,1024,101,1128,99,1212,,3-,,Preg,,1,30
23EW00071,A2047,,HAIRY,1,94,e1,W,100,1024,118,1128,116,1212,,3,,Preg,,2,30
23EW00072,K5515,,.,1,97,e9,W,112,1024,125,1128,127,1212,,4+,,Preg,,2,06
23EW00073,K5516,,.,1,112,e9,W,105,1024,129,1128,135,1212,,3,,Open,,1,06
23EW00074,K5518,,.,1,81,e9,W,98,1024,116,1128,122,1212,,3,,Open,,1,06
23EW00075,K5520,,.,1,100,e9,W,110,1024,127,1128,132,1212,,4+,,Preg,,1,06
23EW00076,K5521,,.,1,101,e9,W,132,1024,140,1128,145,1212,,4,,Open,,1,06
23EW00077,K5522,,.,1,96,e9,W,101,1024,113,1128,123,1212,,3,,Open,,1,06
23EW00078,K5523,,.,1,92,e9,W,109,1024,117,1128,122,1212,,3,,Open,,1,06
23EW00079,K5527,,.,1,101,e9,W,106,1024,133,1128,135,1212,,3,,Preg,,2,06
23EW00080,K5528,,HAIRY,1,107,e9,W,120,1024,143,1128,147,1212,,3,,Preg,,2,06
23EW00081,K5530,,.,1,100,e9,W,119,1024,132,1128,133,1212,,3+,,Preg,,1,06
23EW00082,K5533,,1ST,1,80,e9,W,94,1024,111,1128,112,1212,,3,,Open,,1,06
23EW00083,K5534,,2ND,1,85,e9,W,84,1024,102,1128,110,1212,,3-,,Open,,1,06
23EW00084,K5536,,BR.EARS,1,99,e9,W,105,1024,124,1128,127,1212,,3-,,Open,,2,06
23EW00085,K5538,,.,1,90,e9,W,97,1024,121,1128,123,1212,,4+,,Open,,1,06
23EW00086,K5540,,.,1,91,e9,W,106,1024,123,1128,121,1212,,3-,,Open,,1,06
23EW00087,K5542,,2ND.BACKWARDS,1,91,e9,W,98,1024,117,1128,120,1212,,3-,,Open,,1,06
23EW00088,K5550,,.,1,98,e9,W,112,1024,133,1128,140,1212,,3,,Preg,,2,06
23EW00089,K5554,,.,1,84,e9,W,87,1024,106,1128,109,1212,,3,,Preg,,1,06
23EW00090,K5559,,.,1,118,e9,W,136,1024,142,1128,141,1212,,3-,,Preg,,2,06
23EW00091,K5561,,.,1,106,e9,W,118,1024,130,1128,136,1212,,3-,,Open,,2,06
23EW00092,K5564,,.,1,106,e9,W,120,1024,131,1128,136,1212,,3-,,Preg,,1,06
23EW00093,L3663,,.,1,100,e9,W,113,1024,136,1128,136,1212,,3,,Preg,,2,PC
23EW00094,L3669,,.,1,97,e9,W,113,1024,121,1128,128,1212,,2+,,Preg,,5,PC
23EW00095,L3670,,.,1,97,e9,W,108,1024,120,1128,122,1212,,2+,,Preg,,5,PC
23EW00096,L3674,,.,1,91,e9,W,107,1024,120,1128,122,1212,,2,,Open,,5,PC
23EW00097,L3677,,.,1,117,e9,W,129,1024,145,1128,146,1212,,1-,,Preg,,5,PC
23EW00098,L3685,A,.,1,102,e9,W,114,1024,119,1128,124,1212,,2,,Preg,,5,PC
23EW00099,L3690,A,.,1,92,e9,W,107,1024,119,1128,125,1212,,1-,,Open,,5,PC
23EW00100,L3691,,NICE LAMB,1,101,e9,W,117,1024,132,1128,138,1212,,2-,,Preg,,5,PC
23EW00101,L3694,,.,1,111,e9,W,125,1024,136,1128,142,1212,,2+,,Preg,,5,PC
23EW00102,L3696,,2ND,1,88,e9,W,101,1024,114,1128,121,1212,,2,,Open,,5,PC
23EW00103,L3709,,1ST,1,101,e9,W,116,1024,134,1128,141,1212,,2,,Preg,,2,PC
23EW00104,L3714,,.,1,127,e9,W,138,1024,153,1128,155,1212,,2+,,Preg,,5,PC
23EW00105,L3719,,.,1,86,e9,W,94,1024,109,1128,116,1212,,2,,Preg,,5,PC
23EW00106,L3726,,.,1,95,e9,W,109,1024,127,1128,129,1212,,2+,,Preg,,5,PC
23EW00107,L3727,,.,1,94,e9,W,109,1024,124,1128,116,1212,,1-,,Preg,,5,PC
23EW00108,L3729,,1ST,1,111,e9,W,128,1024,147,1128,150,1212,,1-,,Preg,,5,PC
23EW00109,L3733,,.,1,83,e9,W,102,1024,114,1128,116,1212,,1-,,Preg,,5,PC
23EW00110,L3734,,Open->Preg,1,103,e9,W,116,1024,133,1128,138,1212,,2,,Preg,,5,PC
23EW00111,L3736,A,.,1,92,e9,W,96,1024,116,1128,122,1212,,2,,Preg,,5,PC
23EW00112,L3739,,.,1,89,e9,W,103,1024,113,1128,117,1212,,2+,,Preg,,2,PC
23EW00113,L3740,,.,1,103,e9,W,118,1024,131,1128,134,1212,,1,,Preg,,5,PC
23EW00114,L3743,,.,1,96,e9,W,123,1024,133,1128,134,1212,,3,,Preg,,5,PC
23EW00115,L3746,,1ST,1,110,e9,W,134,1024,145,1128,149,1212,,1-,,Preg,,5,PC
23EW00116,L3747,,2ND,1,103,e9,W,117,1024,128,1128,125,1212,,1-,,Preg,,5,PC
23EW00117,L3749,,2ND,1,102,e9,W,112,1024,118,1128,121,1212,,2,,Preg,,5,PC
23EW00118,L3752,A,.,1,95,e9,W,102,1024,127,1128,132,1212,,2-,,Preg,,5,PC
23EW00119,L3755,,.,1,112,e9,W,129,1024,144,1128,142,1212,,2+,,Preg,,5,PC
23EW00120,L3757,,HAIRY,1,103,e9,W,124,1024,136,1128,143,1212,,2,,Open,,5,PC
23EW00121,L3766,,.,1,105,e9,W,109,1024,130,1128,128,1212,,2+,,Preg,,5,PC
23EW00122,L3769,,.,1,94,e9,W,101,1024,114,1128,117,1212,,1-,,Preg,,5,PC
23EW00123,L3785,A,.,1,108,e9,W,123,1024,140,1128,144,1212,,2+,,Preg,,5,PC
23EW00124,L3787,,1ST,1,101,e9,W,106,1024,131,1128,134,1212,,2+,,Preg,,5,PC
23EW00125,L3788,,2ND,1,95,e9,W,90,1024,,,,,,,,,,5,PC
23EW00126,L3790,,.,1,101,e9,W,89,1024,112,1128,111,1212,,2+,,Preg,,5,PC
23EW00127,L3793,A,.,1,106,e9,W,125,1024,124,1128,129,1212,,2+,,Preg,,5,PC
23EW00128,L3794,A,HAIRY,1,87,e9,W,109,1024,118,1128,125,1212,,1-,,Preg,,5,PC
23EW00129,L3798,,.,1,96,e9,W,100,1024,110,1128,110,1212,,2+,,Preg,,5,PC
23EW00130,L3800,A,.,1,96,e9,W,103,1024,120,1128,124,1212,,2-,,Open,,5,PC
23EW00131,L3803,,HAIRY,1,92,e9,W,113,1024,117,1128,120,1212,,1-,,Open,,5,PC
23EW00132,L3805,,.,1,98,e9,W,122,1024,136,1128,143,1212,,2+,,Preg,,5,PC
23EW00133,L3813,,.,1,108,e9,W,130,1024,133,1128,134,1212,,2-,,Preg,,5,PC
23EW00134,L3819,A,.,1,98,e9,W,121,1024,130,1128,138,1212,,2+,,Preg,,5,PC
23EW00135,L3822,A,.,1,102,e9,W,119,1024,133,1128,138,1212,,2+,,Open,,5,PC
23EW00136,L3823,A,.,1,101,e9,W,122,1024,136,1128,138,1212,,2+,,Preg,,5,PC
23EW00137,L3824,,.,1,118,e9,W,117,1024,132,1128,130,1212,,2+,,Preg,,5,PC
23EW00138,L3831,,.,1,89,e9,W,102,1024,113,1128,114,1212,,2+,,Preg,,5,PC
23EW00139,L3834,A,HAIRY,1,99,e9,W,114,1024,127,1128,133,1212,,2-,,Preg,,5,PC
23EW00140,L3843,,HAIRY,1,100,e9,W,107,1024,122,1128,122,1212,,1-,,Preg,,5,PC
23EW00141,L3844,,.,1,90,e9,W,106,1024,120,1128,121,1212,,1-,,Preg,,5,PC
23EW00142,L3849,,.,1,127,e9,W,153,1024,166,1128,171,1212,,2,,Preg,,5,PC
23EW00143,L3850,,.,1,100,e9,W,122,1024,141,1128,129,1212,,2+,,Preg,,5,PC
23EW00144,L3854,A,.,1,103,e9,W,131,1024,141,1128,144,1212,,1-,,Preg,,5,PC
23EW00145,L3858,A,.,1,94,e9,W,103,1024,124,1128,123,1212,,1-,,Preg,,5,PC
23EW00146,L3859,A,.,1,91,e9,W,107,1024,121,1128,139,1212,,1-,,Open,,5,PC
23EW00147,L3868,A,.,1,102,e9,W,112,1024,124,1128,131,1212,,2,,Preg,,5,PC
23EW00148,L3869,A,.,1,94,e9,W,106,1024,122,1128,124,1212,,2-,,Open,,5,PC
23EW00149,L3870,A,.,1,83,e9,W,98,1024,121,1128,125,1212,,1-,,Preg,,5,PC
23EW00150,L3877,,.,1,91,e9,W,106,1024,120,1128,125,1212,,2+,,Preg,,5,PC
23EW00151,L3882,,.,1,108,e9,W,133,1024,131,1128,131,1212,,1-,,Preg,,5,PC
23EW00152,L3883,,.,1,95,e9,W,110,1024,121,1128,128,1212,,2+,,Preg,,5,PC
23EW00153,L3895,,.,1,100,e9,W,122,1024,131,1128,127,1212,,2+,,Preg,,5,PC
23EW00154,L3899,,.,1,113,e9,W,128,1024,141,1128,146,1212,,2+,,Open,,5,PC
23EW00155,L3900,A,.,1,96,e9,W,112,1024,131,1128,134,1212,,2-,,Preg,,5,PC
23EW00156,L3902,A,.,1,90,e9,W,89,1024,109,1128,113,1212,,2,,Open,,5,PC
23EW00157,L3903,,.,1,121,e9,W,140,1024,144,1128,146,1212,,1-,,Preg,,5,PC
23EW00158,L3911,,.,1,100,e9,W,113,1024,133,1128,134,1212,,3,,Preg,,2,PC
23EW00159,L3912,,.,1,84,e9,W,91,1024,105,1128,105,1212,,2-,,Preg,,2,PC
23EW00160,L3917,A,2ND,1,98,e9,W,117,1024,130,1128,132,1212,,3+,,Preg,,5,PC
23EW00161,L3922,,.,1,113,e9,W,133,1024,140,1128,141,1212,,2,,Preg,,5,PC
23EW00162,L3923,A,.,1,118,e9,W,135,1024,147,1128,152,1212,,2,,Preg,,5,PC
23EW00163,L3930,,.,1,98,e9,W,109,1024,117,1128,123,1212,,2-,,Preg,,5,PC
23EW00164,L3931,A,.,1,99,e9,W,112,1024,123,1128,123,1212,,2+,,Preg,,5,PC
23EW00165,L3933,,.,1,91,e9,W,99,1024,110,1128,110,1212,,2+,,Preg,,5,PC
23EW00166,L3934,A,.,1,105,e9,W,123,1024,131,1128,144,1212,,2-,,Preg,,5,PC
23EW00167,L3936,,.,1,96,e9,W,105,1024,118,1128,123,1212,,1-,,Open,,5,PC
23EW00168,L3942,,1ST,1,99,e9,W,106,1024,119,1128,121,1212,,2,,Open,,5,PC
23EW00169,L3950,A,.,1,86,e9,W,103,1024,112,1128,116,1212,,1-,,Open,,5,PC
23EW00170,L3954,,.,1,88,e9,W,92,1024,,,,,,,,,,5,PC
23EW00171,L3955,,.,1,86,e9,W,96,1024,112,1128,112,1212,,2+,,Preg,,5,PC
23EW00172,L3960,,.,1,88,e9,W,96,1024,107,1128,113,1212,,1-,,Open,,5,PC
23EW00173,L3961,,.,1,103,e9,W,109,1024,127,1128,138,1212,,2,,Preg,,5,PC
23EW00174,L3962,A,.,1,86,e9,W,96,1024,111,1128,116,1212,,2+,,Open,,5,PC
23EW00175,L3965,A,.,1,111,e9,W,122,1024,136,1128,143,1212,,2-,,Preg,,5,PC
23EW00176,L3968,,.,1,95,e9,W,80,1024,110,1128,114,1212,,2-,,Open,,5,PC
23EW00177,L3970,,.,1,86,e9,W,101,1024,116,1128,120,1212,,2+,,Open,,5,PC
23EW00178,L3973,A,FX.LH,1,89,e9,W,99,1024,109,1128,106,1212,,2,,Open,,5,PC
23EW00179,L3975,,DOPEYSLOW,1,95,e9,W,108,1024,122,1128,123,1212,,3,,Preg,,1,PC
23EW00180,L3979,,.,1,113,e9,W,122,1024,133,1128,134,1212,,2,,Preg,,5,PC
23EW00181,L3982,,NICE,1,105,e9,W,122,1024,131,1128,136,1212,,1-,,Open,,5,PC
23EW00182,L3984,,HAIRY,1,113,e9,W,127,1024,139,1128,152,1212,,2+,,Preg,,5,PC
23EW00183,L3988,A,.,1,91,e9,W,110,1024,128,1128,128,1212,,2+,,Preg,,5,PC
23EW00184,L3989,A,.,1,108,e9,W,127,1024,142,1128,149,1212,,2,,Preg,,5,PC
23EW00185,L3994,,.,1,89,e9,W,102,1024,94,1128,99,1212,,1-,,Open,,5,PC
23EW00186,L3997,,.,1,83,e9,W,94,1024,109,1128,110,1212,,2,,Preg,,5,PC
23EW00187,L3999,,.,1,112,e9,W,120,1024,135,1128,139,1212,,2+,,Preg,,5,PC
23EW00188,L4004,,.,1,90,e9,W,98,1024,112,1128,111,1212,,1-,,Open,,5,PC
23EW00189,L4007,A,.,1,102,e9,W,121,1024,136,1128,136,1212,,2,,Preg,,5,PC
23EW00190,L4008,,.,1,88,e9,W,107,1024,125,1128,132,1212,,1-,,Open,,5,PC
23EW00191,L4009,,.,1,92,e9,W,108,1024,134,1128,140,1212,,1-,,Preg,,5,PC
23EW00192,L4012,,.,1,92,e9,W,103,1024,120,1128,125,1212,,2+,,Preg,,5,PC
23EW00193,L4014,,.,1,91,e9,W,100,1024,119,1128,122,1212,,2+,,Open,,5,PC
23EW00194,L4019,,HAIRY,1,86,e9,W,105,1024,118,1128,128,1212,,2,,Preg,,5,PC
23EW00195,L4022,,UGLY,1,108,e9,W,128,1024,149,1128,147,1212,,1-,,Preg,,5,PC
23EW00196,L4032,,.,1,102,e9,W,112,1024,123,1128,125,1212,,1-,,Preg,,5,PC
23EW00197,L4037,,WnwtMissed,1,99,e9,W,116,1024,130,1128,136,1212,,2+,,Preg,,5,PC
23EW00198,L4038,A,.,1,95,e9,W,113,1024,128,1128,130,1212,,2+,,Preg,,5,PC
23EW00199,L4046,,.,1,89,e9,W,106,1024,116,1128,120,1212,,2,,Preg,,5,PC
23EW00200,L4049,,.,1,88,e9,W,107,1024,124,1128,122,1212,,2-,,Preg,,5,PC
23EW00201,L4053,A,.,1,98,e9,W,105,1024,111,1128,120,1212,,2,,Open,,5,PC
23EW00202,L4057,A,.,1,103,e9,W,111,1024,136,1128,142,1212,,2,,Preg,,5,PC
23EW00203,L4058,,.,1,94,e9,W,119,1024,131,1128,136,1212,,2+,,Open,,5,PC
23EW00204,L4061,A,.,1,128,e9,W,134,1024,143,1128,145,1212,,3,,Preg,,5,PC
23EW00205,L4066,,.,1,89,e9,W,102,1024,111,1128,114,1212,,1-,,Preg,,5,PC
23EW00206,L4079,A,.,1,87,e9,W,106,1024,117,1128,128,1212,,2+,,Open,,5,PC
23EW00207,L4080,A,.,1,84,e9,W,94,1024,110,1128,119,1212,,2+,,Preg,,5,PC
23EW00208,L4088,A,.,1,90,e9,W,103,1024,118,1128,119,1212,,2+,,Preg,,5,PC
23EW00209,L4089,A,.,1,86,e9,W,110,1024,127,1128,131,1212,,2+,,Preg,,5,PC
23EW00210,L4102,,.,1,94,e9,W,101,1024,114,1128,121,1212,,2-,,Open,,5,PC
23EW00211,L4105,,.,1,105,e9,W,125,1024,139,1128,138,1212,,2+,,Preg,,5,PC
23EW00212,L4112,A,.,1,116,e9,W,131,1024,149,1128,150,1212,,3,,Open,,5,PC
23EW00213,L4114,,2ND,1,90,e9,W,105,1024,117,1128,121,1212,,2+,,Preg,,5,PC
23EW00214,L4117,,2ND,1,103,e9,W,120,1024,125,1128,127,1212,,2-,,Preg,,2,PC
23EW00215,L4118,A,.,1,99,e9,W,117,1024,129,1128,131,1212,,3,,Open,,2,PC
23EW00216,L4120,A,.,1,124,e9,W,127,1024,149,1128,149,1212,,2+,,Preg,,2,PC
23EW00217,L4125,,.,1,132,e9,W,124,1024,,,,,,,,,,5,PC
23EW00218,L4136,,.,1,101,e9,W,111,1024,122,1128,130,1212,,1-,,Preg,,5,PC
23EW00219,L4137,,WnwtMissed,1,94,e9,W,98,1024,107,1128,111,1212,,2,,Open,,2,PC
23EW00220,L4138,,.,1,90,e9,W,101,1024,105,1128,113,1212,,1-,,Preg,,5,PC
23EW00221,L4139,,.,1,86,e9,W,85,1024,103,1128,110,1212,,2+,,Preg,,5,PC
23EW00222,L4140,,.,1,98,e9,W,109,1024,119,1128,124,1212,,1-,,Preg,,5,PC
23EW00223,L4141,,.,1,100,e9,W,105,1024,129,1128,130,1212,,2-,,Preg,,5,PC
23EW00224,L4143,,.,1,106,e9,W,88,1024,114,1128,125,1212,,2,,Open,,5,PC
23EW00225,L4145,,.,1,109,e9,W,122,1024,134,1128,133,1212,,2+,,Preg,,5,PC
23EW00226,L4147,A,.,1,89,e9,W,111,1024,123,1128,130,1212,,1-,,Open,,5,PC
23EW00227,L4149,,.,1,105,e9,W,120,1024,131,1128,135,1212,,2+,,Preg,,5,PC
23EW00228,L4150,,.,1,103,e9,W,122,1024,132,1128,139,1212,,3,,Preg,,5,PC
23EW00229,L4151,A,Died on truck,1,106,e9,W,113,1024,,,,,,,,,,5,PC
23EW00230,L4154,,.,1,114,e9,W,119,1024,133,1128,138,1212,,1-,,Open,,5,PC
23EW00231,L4162,,.,1,90,e9,W,102,1024,120,1128,127,1212,,2,,Preg,,5,PC
23EW00232,L4163,,.,1,85,e9,W,101,1024,111,1128,114,1212,,2+,,Preg,,5,PC
23EW00233,L4164,,.,1,100,e9,W,107,1024,124,1128,125,1212,,2,,Preg,,2,PC
23EW00234,L4179,,.,1,94,e9,,,,,,,,,,,,,1,PC
23EW00235,L4182,A,.,1,116,e9,W,138,1024,149,1128,152,1212,,1-,,Open,,2,PC
23EW00236,L4184,,.,1,101,e9,W,110,1024,131,1128,136,1212,,1-,,Preg,,2,PC
23EW00237,L4186,,.,1,122,e9,W,132,1024,155,1128,156,1212,,1-,,Preg,,5,PC
23EW00238,L4198,,.,1,88,e9,W,96,1024,110,1128,110,1212,,2+,,Preg,,5,PC
23EW00239,L4203,,.,1,103,e9,W,124,1024,131,1128,135,1212,,1-,,Preg,,5,PC
23EW00240,L4204,,.,1,98,e9,W,110,1024,125,1128,132,1212,,2+,,Preg,,5,PC
23EW00241,L4209,,.,1,96,e9,W,119,1024,131,1128,134,1212,,1-,,Open,,5,PC
23EW00242,L4211,,.,1,88,e9,W,109,1024,107,1128,114,1212,,3,,Open,,5,PC
23EW00243,L4215,,.,1,101,e9,W,124,1024,135,1128,141,1212,,2-,,Preg,,5,PC
23EW00244,L4223,,.,1,81,e9,W,95,1024,109,1128,117,1212,,1-,,Open,,5,PC
23EW00245,L4227,,.,1,91,e9,W,113,1024,131,1128,127,1212,,1-,,Preg,,5,PC
23EW00246,L4234,A,.,1,95,e9,W,118,1024,119,1128,123,1212,,2+,,Preg,,1,PC
23EW00247,L4237,,WnwtMissed,1,84,e9,W,95,1024,113,1128,114,1212,,2-,,Open,,5,PC
23EW00248,L4259,A,.,1,100,e9,W,113,1024,129,1128,135,1212,,2,,Preg,,5,PC
23EW00249,M0711,,.,1,96,e9,W,117,1024,124,1128,133,1212,,3,,Preg,,1,LP
23EW00250,M0713,,.,1,89,e9,W,109,1024,125,1128,133,1212,,3-,,Preg,,1,LP
23EW00251,M0722,,.,1,95,e9,W,113,1024,131,1128,141,1212,,2-,,Preg,,.,LP
23EW00252,M0724,,.,1,114,e9,W,127,1024,139,1128,141,1212,,3,,Preg,,1,LP
23EW00253,M0732,,.,1,110,e9,W,122,1024,124,1128,130,1212,,3,,Preg,,.,LP
23EW00254,M0735,,.,1,97,e9,W,116,1024,128,1128,131,1212,,3-,,Preg,,2,LP
23EW00255,M0747,,.,1,83,e9,W,96,1024,108,1128,114,1212,,2+,,Preg,,2,LP
23EW00256,M0754,,.,1,99,e9,W,110,1024,127,1128,135,1212,,2,,Preg,,1,LP
23EW00257,M0756,,.,1,81,e9,W,98,1024,113,1128,123,1212,,2+,,Open,,1,LP
23EW00258,S4548,,1ST,1,112,e6,W,128,1024,147,1128,136,1212,,3,,Preg,,1,07
23EW00259,S4549,,.,1,81,e9,W,85,1024,105,1128,103,1212,,3-,,Open,,1,07
23EW00260,S4551,,.,1,80,e9,W,98,1024,113,1128,99,1212,,4-,,Open,,1,07
23EW00261,S4552,,.,1,107,e9,W,120,1024,133,1128,131,1212,,4,,Open,,1,07
23EW00262,S4558,,HAIRY,1,97,e8,W,102,1024,121,1128,114,1212,,4+,,Preg,,2,07
23EW00263,S4559,,HAIRY,1,85,e5,W,99,1024,112,1128,110,1212,,3-,,Preg,,1,07
23EW00264,S4560,,.,1,86,e9,W,97,1024,113,1128,110,1212,,3-,,Preg,,2,07
23EW00265,S4565,,.,1,91,e9,W,108,1024,120,1128,123,1212,,3-,,Open,,2,07
23EW00266,S4566,,.,1,80,e9,W,84,1024,94,1128,100,1212,,4+,,Open,,2,07
23EW00267,S4576,,.,1,94,e9,W,108,1024,118,1128,123,1212,,3-,,Preg,,2,07
