UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,EBVSIRE,EBVDAM
96WN01807, 96107016,96,S7016,10,3,18,07,e.0,5,1,1,1.0,1,1,1,95,218,123,17,9.8,57,79,0.563,77,1,2,,,0,e,,,S4974,10,S5562,10,10,3,93,268,1,1,105,1.72,107.3,3,97,,15.51,0,0,0,,19.01,12.01
96WN01808, 96107012,96,S7012,10,1,12,07,82,9,3,2,4.0,4,4,2,95,220,125,9,9.3,60,85,0.606,82,1,1,,,0,C,,,S5118,10,S2806,10,12,3,93,239,8,6,111,1.93,129.1,3,92,,11.34,0,0,0,,6.26,16.41
96WN01809, 96107018,96,S7018,10,2,ID,43,45,8,2,2,4.0,4,4,2,95,220,125,8,12.0,58,80,0.544,77,1,1,,,I,I,e.2,,S4589,10,S2840,10,18,1,,0,5,5,129,2.0,162.0,1,93,,16.84,0,0,0,,13.38,20.29
96WN01810, 96107019,96,S7019,10,2,13,43,41,5,1,1,2.0,2,2,1,95,218,123,10,14.2,66,81,0.543,79,1,1,,,0,F,e.3,,S4837,10,S4642,10,13,1,,0,1,1,95,1.47,85.1,1,95,,10.41,0,0,0,,8.01,12.8
96WN01811, 96107017,96,S7017,10,1,ID,43,45,8,2,2,4.0,4,4,2,95,220,125,16,12.0,62,88,0.608,85,1,1,,,I,I,,,S4589,10,S2840,10,18,1,,0,5,5,129,2.0,162.0,1,93,,16.84,0,0,0,,13.38,20.29
96WN01812, 96107001,96,S7001,10,2,10,43,22,8,2,2,2.0,2,2,2,94,220,126,1,8.9,56,77,0.54,74,1,1,,,0,M,,X BRITCHY,S4494,10,S4492,10,10,3,93,268,5,5,99,1.63,100.3,3,91,,12.12,0,0,0,,20.91,3.32
96WN01813, 96107003,96,S7003,10,1,10,07,22,8,2,2,4.0,4,4,2,94,220,126,13,12.8,72,95,0.652,91,1,1,,,0,M,,4TEATS,S4494,10,S2541,10,10,1,,0,5,5,114,1.81,123.5,1,102,,21.25,0,0,0,,20.9,21.58
96WN01814, 96107004,96,S7004,10,2,10,07,22,8,2,2,4.0,4,4,2,94,220,126,17,12.8,59,76,0.502,73,1,1,,,0,M,e.0,4TEATS,S4494,10,S2541,10,10,1,,0,5,5,109,1.81,123.5,1,92,,21.25,0,0,0,,20.91,21.58
96WN01815, 96107006,96,S7006,10,1,10,42,21,8,2,2,4.0,4,4,2,95,220,125,1,11.5,48,75,0.508,72,1,1,,,0,M,,,S5283,10,S2586,10,10,3,93,239,5,5,85,1.56,82.8,3,80,,9.06,0,0,0,,10.31,7.81
96WN01816, 96107002,96,S7002,10,2,11,07,34,5,1,2,6.0,6,4,H,94,222,128,8,11.1,0,54,0.335,51,1,1,,,0,R,,"ENTR, HATTIE",S5177,10,S0628,10,11,3,93,268,3,4,73,1.38,79.8,3,60,,11.57,0,0,0,,20.7,2.44
96WN01817, 96107008,96,S7008,10,3,11,07,31,8,2,2,5.0,5,4,2,95,220,125,1,11.5,55,75,0.508,72,1,1,,,0,R,,ENTR,S4829,10,S2025,10,11,3,93,268,5,5,104,1.63,112.8,3,92,,11.99,0,0,0,,22.16,1.81
96WN01818, 96107009,96,S7009,10,2,11,07,31,8,2,2,5.0,5,4,2,95,220,125,2,11.0,60,84,0.584,81,1,1,,,0,R,24,,S4829,10,S2025,10,11,2,92,263,5,5,109,1.63,112.8,2,98,102,11.99,0,0,0,,22.16,1.81
96WN01819, 96107007,96,S7007,10,1,10,42,21,8,2,2,4.0,4,4,2,95,220,125,6,13.5,68,99,0.684,96,1,1,,,0,M,,NICE,S5283,10,S2586,10,10,3,93,239,5,5,100,1.56,82.8,3,102,,9.06,0,0,0,,10.31,7.81
96WN01820, 96107031,96,S7031,10,2,10,43,21,8,2,2,5.0,5,4,2,95,220,125,2,9.6,59,81,0.571,78,1,1,,,0,M,e.0,,S5283,10,S1622,10,10,1,,0,5,5,108,1.74,114.0,1,98,,15.41,0,0,0,,10.31,20.51
96WN01821, 96107030,96,S7030,10,2,18,07,e.0,5,1,1,1.0,1,1,1,95,218,123,17,8.7,55,73,0.523,71,1,1,,,0,e,25,,S4974,10,S5935,10,11,2,92,263,1,1,99,1.72,106.1,2,90,96,18.5,0,0,0,,19.01,17.98
96WN01822, 96107033,96,S7033,10,1,11,07,34,5,1,1,5.0,5,4,1,95,218,123,10,14.4,82,106,0.745,104,1,1,,,0,R,,,S5177,10,S2001,10,11,1,,0,1,1,115,1.52,106.9,1,116,,16.06,0,0,0,,20.7,11.42
96WN01823, 96107034,96,S7034,10,3,12,07,87,9,3,2,4.0,4,4,2,95,220,125,6,12.3,51,77,0.518,74,1,1,,,0,C,,,S4855,10,S3042,10,12,3,93,268,8,5,109,1.81,119.5,3,88,,14.4,0,0,0,,12.94,15.85
96WN01824, 96107035,96,S7035,10,3,12,07,87,9,3,2,4.0,4,4,2,95,220,125,17,12.7,60,79,0.53,76,1,1,,,0,C,,,S4855,10,S3042,10,12,3,93,268,8,5,110,1.81,119.5,3,97,,14.4,0,0,0,,12.94,15.85
96WN01825, 96107036,96,S7036,10,2,12,07,87,9,3,2,4.0,4,4,1,95,218,123,11,13.3,37,54,0.331,53,1,1,,,0,C,,?TRIPLET,S4855,10,S3042,10,12,3,93,268,8,5,93,1.81,119.5,3,68,,14.4,0,0,0,,12.94,15.85
96WN01826, 96107032,96,S7032,10,1,10,43,21,8,2,2,5.0,5,4,2,95,220,125,16,10.0,57,83,0.584,80,1,1,,,0,M,,,S5283,10,S1622,10,10,3,93,239,5,5,104,1.74,114.0,3,93,,15.41,0,0,0,,10.31,20.51
96WN01827, 96107038,96,S7038,10,2,13,43,43,8,2,2,4.0,4,4,2,95,220,125,17,12.0,57,78,0.528,75,1,1,,,0,F,e.0,,S4811,10,S2846,10,13,1,,0,5,5,106,1.68,115.8,1,88,,14.01,0,0,0,,16.75,11.27
96WN01828, 96107039,96,S7039,10,1,ID,07,42,8,2,2,4.0,4,4,1,95,218,123,11,11.2,65,85,0.6,83,1,1,,,I,I,,,S4871,10,S3128,10,18,1,,0,5,5,127,2.0,163.0,1,101,,10.93,0,0,0,,9.11,12.74
96WN01829, 96107037,96,S7037,10,2,13,43,43,8,2,2,4.0,4,4,2,95,220,125,9,12.2,60,83,0.566,80,1,1,,,0,F,e.3,,S4811,10,S2846,10,13,1,,0,5,5,110,1.68,115.8,1,95,,14.01,0,0,0,,16.75,11.27
96WN01830, 96107041,96,S7041,10,1,10,07,23,8,2,2,6.0,6,4,2,95,220,125,1,13.0,60,86,0.584,83,1,1,,,0,M,,,S4980,10,S0828,10,10,3,93,239,5,5,96,1.48,94.1,3,94,,16.79,0,0,0,,13.82,19.76
96WN01831, 96107040,96,S7040,10,2,ID,07,42,8,2,2,4.0,4,4,1,95,218,123,18,10.6,59,82,0.58,80,1,1,,,I,I,e.1,,S4871,10,S3128,10,18,1,,0,5,5,133,2.0,163.0,1,98,,10.93,0,0,0,,9.11,12.74
96WN01832, 96107043,96,S7043,10,3,13,43,41,8,2,2,6.0,6,4,2,95,220,125,9,10.9,59,75,0.513,72,1,1,,,0,F,,HAIRY,S4837,10,S0360,10,13,3,93,268,5,5,107,1.58,122.1,3,87,,11.41,0,0,0,,8.01,14.8
96WN01833, 96107044,96,S7044,10,1,13,43,41,8,2,2,6.0,6,4,2,95,220,125,12,11.2,65,83,0.574,80,1,1,,,0,F,,,S4837,10,S0360,10,13,1,,0,5,5,108,1.58,122.1,1,94,,11.41,0,0,0,,8.01,14.8
96WN01834, 96107046,96,S7046,10,1,11,07,31,8,2,2,4.0,4,4,2,95,220,125,13,11.1,68,93,0.655,90,1,1,,,0,R,,,S4829,10,S2934,10,11,1,,0,5,5,114,1.81,124.8,1,103,,23.27,0,0,0,,22.16,24.38
96WN01835, 96107042,96,S7042,10,2,10,07,23,8,2,2,6.0,6,4,2,95,220,125,11,11.5,60,76,0.516,73,1,1,,,0,M,26,,S4980,10,S0828,10,10,2,92,263,5,5,95,1.48,94.1,2,88,92,16.79,0,0,0,,13.82,19.76
96WN01836, 96107048,96,S7048,10,1,11,07,34,8,2,2,4.0,4,4,2,95,220,125,11,9.1,65,91,0.655,88,1,1,6,,0,R,,H6-,S5177,10,S2475,10,11,3,93,239,5,6,107,1.56,110.4,3,96,,18.31,0,0,0,,20.7,15.91
96WN01837, 96107049,96,S7049,10,2,11,07,34,8,2,2,4.0,4,4,2,95,220,125,9,11.8,58,81,0.554,78,1,1,,,0,R,e.0,,S5177,10,S2475,10,11,1,,0,5,4,106,1.56,110.4,1,98,,18.31,0,0,0,,20.7,15.91
96WN01838, 96107047,96,S7047,10,1,11,07,31,8,2,2,4.0,4,4,2,95,220,125,1,11.8,60,84,0.578,81,1,1,,,0,R,,,S4829,10,S2934,10,11,1,,0,5,5,108,1.81,124.8,1,93,,23.27,0,0,0,,22.16,24.38
96WN01839, 96107051,96,S7051,10,2,12,07,82,9,3,2,4.0,4,4,2,95,220,125,3,9.9,63,82,0.577,79,1,1,,,0,C,X,BRITCHY & OFF,S5118,10,S3220,10,12,3,93,268,8,5,119,1.93,135.0,3,92,91,13.85,0,0,0,,6.26,21.43
96WN01840, 96107050,96,S7050,10,2,12,07,82,9,3,2,4.0,4,4,2,95,220,125,10,9.8,62,86,0.61,83,1,1,,4+,0,C,24,F4+,S5118,10,S3220,10,12,2,92,263,8,5,121,1.93,135.0,2,98,99,13.85,0,0,0,,6.26,21.43
96WN01841, 96107053,96,S7053,10,2,12,07,87,8,2,1,7.0,7,5,1,96,218,122,1,9.0,63,85,0.623,84,1,1,,,0,C,e.3,ENTR,S4855,10,S9643,19,12,1,,0,3,2,116,1.78,122.5,1,99,,16.32,0,0,0,,12.94,19.69
96WN01842, 96107056,96,S7056,10,3,10,43,24,8,2,1,3.0,3,3,1,96,218,122,1,11.5,67,88,0.627,87,1,1,,,0,M,-HQ,,S4726,10,S3773,10,10,T,95,283,3,2,106,1.83,98.1,T,0,,8.28,0,0,0,,12.66,3.89
96WN01843, 96107052,96,S7052,10,3,12,07,82,9,3,2,4.0,4,4,1,95,218,123,17,12.4,45,60,0.387,59,1,1,,,0,C,,?TRIPLET,S5118,10,S3220,10,12,3,93,268,8,5,106,1.93,135.0,3,75,,13.85,0,0,0,,6.26,21.43
96WN01844, 96107058,96,S7058,10,1,13,43,42,8,2,2,2.0,2,2,1,96,218,122,16,9.6,46,61,0.421,60,1,1,,,0,F,,,S4871,10,S4438,10,13,3,93,239,5,5,90,1.8,111.0,3,72,,10.99,0,0,0,,9.11,12.86
96WN01845, 96107059,96,S7059,10,1,13,43,42,8,2,2,2.0,2,2,1,96,218,122,11,9.6,48,62,0.43,61,1,1,7,,0,F,,H7,S4871,10,S4438,10,13,3,93,239,5,5,90,1.8,111.0,3,74,,10.99,0,0,0,,9.11,12.86
96WN01846, 96107057,96,S7057,10,3,12,43,81,5,1,2,8.0,8,5,1,96,218,122,18,12.5,46,59,0.381,58,1,1,,,0,C,,,S5145,10,S9406,19,12,3,93,268,3,4,85,1.63,95.1,3,57,,6.36,0,0,0,,9.03,3.69
96WN01847, 96107061,96,S7061,10,2,12,42,91,8,2,2,6.0,6,4,1,96,218,122,1,10.0,46,56,0.377,55,1,1,,,0,C,,,S4785,10,S0466,10,12,3,93,268,5,6,85,1.78,100.6,3,73,,7.2,0,0,0,,8.6,5.79
96WN01848, 96107060,96,S7060,10,2,12,42,91,8,2,2,6.0,6,4,1,96,218,122,4,12.0,55,76,0.525,75,1,1,,,0,C,e.1,,S4785,10,S0466,10,12,1,,0,5,4,99,1.78,100.6,1,92,,7.2,0,0,0,,8.6,5.79
96WN01849, 96107063,96,S7063,10,1,10,07,22,9,3,2,2.0,2,2,1,96,218,122,1,8.4,53,80,0.587,79,1,1,,,0,M,,,S4494,10,S4564,10,10,3,93,239,8,5,109,2.14,129.6,3,95,,20.44,0,0,0,,20.91,19.96
96WN01850, 96107064,96,S7064,10,2,10,07,22,9,3,2,2.0,2,2,1,96,218,122,7,8.7,48,67,0.478,66,1,1,,,0,M,29,,S4494,10,S4564,10,10,2,92,263,8,5,107,2.14,129.6,2,80,84,20.44,0,0,0,,20.91,19.96
96WN01851, 96107065,96,S7065,10,1,12,07,89,9,3,1,6.0,6,4,1,96,218,122,17,13.1,71,102,0.729,101,1,1,,,0,C,,,S4579,10,S0452,10,12,1,,0,7,2,118,1.88,117.7,1,114,,16.78,0,0,0,,15.92,17.64
96WN01852, 96107062,96,S7062,10,1,10,07,22,9,3,1,2.0,2,2,1,96,218,122,5,10.0,70,98,0.721,97,1,1,3,,0,M,,H3,S4494,10,S4564,10,10,1,,0,7,2,121,2.14,129.6,1,107,,20.44,0,0,0,,20.9,19.96
96WN01853, 96107068,96,S7068,10,2,12,07,82,5,1,1,2.0,2,2,1,96,218,122,12,14.5,71,87,0.594,86,1,1,,,0,C,e.3,,S5118,10,S4459,10,12,1,,0,1,1,108,1.63,103.1,1,103,,11.96,0,0,0,,6.26,17.65
96WN01854, 96107069,96,S7069,10,1,10,07,22,5,1,2,5.0,5,4,1,96,218,122,17,14.4,63,82,0.554,81,1,1,4,,0,M,,H4,S4494,10,S2068,10,10,3,93,239,3,4,103,1.52,113.3,3,95,,14.6,0,0,0,,20.91,8.29
96WN01855, 96107067,96,S7067,10,2,12,07,89,9,3,2,6.0,6,4,1,96,218,122,10,7.5,50,65,0.471,64,1,1,,,0,C,29,,S4579,10,S0452,10,12,2,92,263,8,5,100,1.88,117.7,2,77,78,16.78,0,0,0,,15.92,17.64
96WN01856, 96107021,96,S7021,10,2,12,42,84,8,2,2,2.0,2,2,2,95,220,125,10,10.5,57,75,0.516,72,1,1,,,0,C,e.2,,S4968,10,S5230,10,12,1,,0,5,5,96,1.8,97.3,1,88,,3.78,0,0,0,,4.01,3.54
96WN01857, 96107020,96,S7020,10,1,12,42,84,8,2,2,2.0,2,2,2,95,220,125,5,11.0,43,62,0.408,60,1,1,,,0,C,,62#only2/sire,S4968,10,S5230,10,12,1,,0,5,5,84,1.8,97.3,1,67,,3.78,0,0,0,,4.01,3.54
96WN01858, 96107024,96,S7024,10,3,13,43,44,8,2,2,2.0,2,2,2,95,220,125,13,12.4,57,77,0.517,74,1,1,,,0,F,,HAIRY,S4502,10,S4628,10,13,3,93,268,5,5,107,1.8,118.1,3,92,,14.16,0,0,0,,11.41,16.9
96WN01859, 96107025,96,S7025,10,2,13,43,44,8,2,2,2.0,2,2,2,95,220,125,9,10.7,57,75,0.514,72,1,1,,,0,F,e.1,,S4502,10,S4628,10,13,1,,0,5,5,105,1.8,118.1,1,86,,14.16,0,0,0,,11.41,16.9
96WN01860, 96107026,96,S7026,10,2,10,43,21,9,3,2,8.0,8,5,2,95,220,125,6,10.8,64,85,0.594,82,1,1,,,0,M,e.3,BUSHY,S5283,10,S8826,19,10,1,,0,8,5,110,1.63,113.5,1,98,,21.85,0,0,0,,10.31,33.39
96WN01861, 96107028,96,S7028,10,3,10,43,21,9,3,1,8.0,8,5,2,95,220,125,17,9.5,76,102,0.74,98,1,1,,,0,M,,?POLYPAY LAMB,S5283,10,S8826,19,10,3,93,268,7,2,121,1.63,113.5,3,118,,21.85,0,0,0,,10.31,33.39
96WN01862, 96107029,96,S7029,10,1,ID,43,44,5,1,1,3.0,3,3,1,95,218,123,13,14.4,78,102,0.712,100,1,1,4,,I,I,,H4,S4502,10,S4147,10,18,1,,0,1,1,111,1.0,100.0,1,112,,0.0,0,0,0,,11.41,0.0
96WN01863, 96107027,96,S7027,10,2,10,43,21,9,3,2,8.0,8,5,2,95,220,125,9,10.0,56,73,0.504,70,1,1,,,0,M,33,,S5283,10,S8826,19,10,2,92,263,8,5,102,1.63,113.5,2,88,94,21.85,0,0,0,,10.31,33.39
96WN01864, 96107081,96,S7081,10,2,12,43,81,9,3,2,5.0,5,4,1,96,218,122,5,9.8,55,79,0.567,78,1,1,,,0,C,32,,S5145,10,S1589,10,12,2,92,263,8,5,108,2.07,113.8,2,90,95,11.64,0,0,0,,9.03,14.25
96WN01865, 96107080,96,S7080,10,1,12,43,81,9,3,2,5.0,5,4,1,96,218,122,4,8.9,37,45,0.296,44,1,1,,,0,C,,,S5145,10,S1589,10,12,3,93,239,8,5,81,2.07,113.8,3,58,,11.64,0,0,0,,9.03,14.25
96WN01866, 96107083,96,S7083,10,3,11,42,34,8,2,2,6.0,6,4,1,96,218,122,11,12.0,45,71,0.484,70,1,1,,,0,R,,,S5177,10,S0738,10,11,3,93,268,5,5,101,1.58,111.7,3,92,,13.98,0,0,0,,20.7,7.25
96WN01867, 96107084,96,S7084,10,3,11,42,34,8,2,2,6.0,6,4,1,96,218,122,12,12.5,58,76,0.52,75,1,1,,,0,R,,,S5177,10,S0738,10,11,3,93,268,5,5,104,1.58,111.7,3,90,,13.98,0,0,0,,20.7,7.25
96WN01868, 96107085,96,S7085,10,2,11,07,33,8,2,2,4.0,4,4,1,96,218,122,13,10.3,55,72,0.506,71,1,1,,,0,R,26,,S4764,10,S2901,10,11,2,92,263,5,5,91,1.56,88.0,2,87,91,12.4,0,0,0,,15.77,9.03
96WN01869, 96107086,96,S7086,10,2,11,07,33,8,2,2,4.0,4,4,1,96,218,122,14,11.1,51,67,0.458,66,1,1,,,0,R,29,,S4764,10,S2901,10,11,2,92,263,5,5,87,1.56,88.0,2,80,82,12.4,0,0,0,,15.77,9.03
96WN01870, 96107082,96,S7082,10,1,12,43,81,9,3,2,5.0,5,4,1,96,218,122,1,9.8,55,76,0.543,75,1,1,,,0,C,,,S5145,10,S1589,10,12,1,,0,8,5,101,2.07,113.8,1,87,,11.64,0,0,0,,9.03,14.25
96WN01871, 96107088,96,S7088,10,2,11,43,33,8,2,2,5.0,5,4,2,96,220,124,17,10.8,54,73,0.502,71,1,1,,,0,R,33,,S4764,10,S1806,10,11,2,92,263,5,5,101,1.74,109.2,2,88,89,12.65,0,0,0,,15.77,9.52
96WN01872, 96107087,96,S7087,10,1,11,43,33,8,2,2,5.0,5,4,2,96,220,124,11,12.3,59,77,0.522,75,1,1,7,,0,R,,H7+,S4764,10,S1806,10,11,3,93,239,5,5,99,1.74,109.2,3,86,,12.65,0,0,0,,15.77,9.52
96WN01873, 96107091,96,S7091,10,3,10,43,21,8,2,2,6.0,6,4,1,96,218,122,14,12.8,40,61,0.395,60,1,1,,,0,M,,HAIRY,S5283,10,S0782,10,10,3,93,268,5,5,86,1.38,95.5,3,77,,4.45,0,0,0,,10.31,-1.42
96WN01874, 96107090,96,S7090,10,2,10,43,24,8,2,1,2.0,2,2,1,96,218,122,1,7.7,59,83,0.617,82,1,1,,,0,M,31,4TEATS,S4726,10,S5034,10,10,2,92,263,3,2,97,1.63,85.8,2,95,100,12.07,0,0,0,,12.66,11.47
96WN01875, 96107094,96,S7094,10,2,11,43,31,9,3,2,2.0,2,2,1,96,218,122,14,7.8,37,58,0.411,57,1,1,,,0,R,39,HAIRY OK,S4829,10,S5031,10,11,2,92,263,8,5,83,1.8,93.2,2,78,78,16.96,0,0,0,,22.16,11.75
96WN01876, 96107095,96,S7095,10,1,11,43,31,9,3,2,2.0,2,2,1,96,218,122,17,8.1,41,58,0.409,57,1,1,,,0,R,,HAIRY,S4829,10,S5031,10,11,3,93,239,8,5,80,1.8,93.2,3,70,,16.96,0,0,0,,22.16,11.75
96WN01877, 96107096,96,S7096,10,2,13,43,41,5,1,1,3.0,3,3,1,96,218,122,6,13.2,64,76,0.515,75,1,1,,,0,F,e.0,,S4837,10,S3868,10,13,1,,0,1,1,99,1.54,99.3,1,90,,8.41,0,0,0,,8.01,8.81
96WN01878, 96107092,96,S7092,10,2,10,43,21,8,2,2,6.0,6,4,1,96,218,122,12,13.3,55,75,0.506,74,1,1,,,0,M,32,4TEATS,S5283,10,S0782,10,10,2,92,263,5,5,96,1.38,95.5,2,93,91,4.45,0,0,0,,10.31,-1.42
96WN01879, 96107098,96,S7098,10,2,13,43,41,8,2,2,2.0,2,2,1,96,218,122,11,11.5,35,49,0.307,48,1,1,,,0,F,,,S4837,10,S5073,10,13,3,93,268,5,4,77,1.63,93.9,3,61,,8.51,0,0,0,,8.01,9.01
96WN01880, 96107099,96,S7099,10,2,13,42,41,5,1,2,2.0,2,2,1,96,218,122,17,11.0,52,76,0.533,75,1,1,,,0,F,40,HAIRY,S4837,10,S4630,10,13,2,92,263,3,5,95,1.47,90.9,2,93,94,8.04,0,0,0,,8.01,8.06
96WN01881, 96107097,96,S7097,10,2,13,43,41,8,2,2,2.0,2,2,1,96,218,122,2,9.3,48,70,0.498,69,3,1,,,0,F,X,X BRN LEGS,S4837,10,S5073,10,13,3,93,268,5,6,92,1.63,93.9,3,84,88,8.51,0,0,0,,8.01,9.01
96WN01882, 96107071,96,S7071,10,3,13,07,42,9,3,2,6.0,6,4,1,96,218,122,3,11.2,61,76,0.531,75,1,1,,,0,F,,,S4871,10,S0797,10,13,3,93,268,8,5,99,1.88,97.7,3,94,,3.66,0,0,0,,9.11,-1.79
96WN01883, 96107070,96,S7070,10,3,13,07,42,9,3,2,6.0,6,4,1,96,218,122,6,11.0,47,64,0.434,63,1,1,,,0,F,,,S4871,10,S0797,10,13,3,93,268,8,5,91,1.88,97.7,3,79,,3.66,0,0,0,,9.11,-1.79
96WN01884, 96107073,96,S7073,10,2,00,05,54,9,3,1,3.0,3,3,1,96,218,122,2,9.3,63,78,0.563,77,1,1,,,0,H,e21,*REBLEED*4TTS,K7656,63,S3757,10,00,1,,0,7,2,0,1.83,113.5,1,87,,0.0,1,1,1,??,10.83,0.0
96WN01885, 96107075,96,S7075,10,2,00,05,54,9,3,2,3.0,3,3,1,96,218,122,9,8.8,49,68,0.485,67,1,1,,,0,H,e21,"ENTR,CUT+",K7656,63,S3757,10,00,1,,0,8,6,0,1.83,113.5,1,83,,0.0,1,1,1,CC,10.83,0.0
96WN01886, 96107076,96,S7076,10,2,12,43,90,5,1,1,2.0,2,2,1,96,218,122,17,8.5,50,65,0.463,64,1,1,,,0,C,36,,S4434,10,S4821,10,12,2,92,263,1,1,83,1.63,81.6,2,82,84,10.8,0,0,0,,14.25,7.34
96WN01887, 96107078,96,S7078,10,3,12,43,84,8,2,1,7.0,7,5,H,96,222,126,8,12.0,0,52,0.317,50,1,1,,,0,C,,,S4968,10,S9573,19,12,3,93,268,3,2,88,1.69,112.6,3,59,,10.11,0,0,0,,4.01,16.2
96WN01888, 96107077,96,S7077,10,2,10,42,22,5,1,1,6.0,6,4,1,96,218,122,9,11.9,65,84,0.591,83,1,1,,,0,M,40,NICE,S4494,10,S0388,10,10,2,92,263,1,1,99,1.38,88.0,2,100,106,15.57,0,0,0,,20.91,10.23
96WN01889, 96107311,96,S7311,10,2,18,43,e.0,5,1,1,1.0,1,1,2,100,220,120,12,8.7,45,66,0.478,66,1,1,,,0,e,36,HAIRY,S4974,10,S5666,10,12,2,92,263,1,1,95,1.72,105.1,2,82,86,17.37,0,0,0,,19.01,15.73
96WN01890, 96107310,96,S7310,10,1,12,42,83,9,3,2,6.0,6,4,2,100,220,120,4,9.0,56,78,0.575,78,1,1,7,,0,C,,H7,S4490,10,S0374,10,12,3,93,239,8,7,98,1.78,103.4,3,85,,13.29,0,0,0,,14.46,12.12
96WN01891, 96107313,96,S7313,10,1,12,43,85,9,3,2,4.0,4,4,2,100,220,120,6,11.6,63,93,0.678,93,1,1,,,0,C,,,S4520,10,S3015,10,12,3,93,239,8,5,114,1.93,117.8,3,107,,11.43,0,0,0,,7.7,15.15
96WN01892, 96107314,96,S7314,10,2,18,43,e.2,5,1,1,1.0,1,1,2,100,220,120,1,10.3,53,75,0.539,75,1,1,,,0,e,34,,S5261,10,S6164,10,10,2,92,263,1,1,102,1.72,106.9,2,83,89,20.81,0,0,0,,18.3,23.32
96WN01893, 96107315,96,S7315,10,1,10,43,21,8,2,2,4.0,4,4,2,100,220,120,2,10.6,53,72,0.512,72,1,1,,,0,M,,,S5283,10,S2828,10,10,3,93,239,5,5,99,1.68,114.2,3,75,,12.68,0,0,0,,10.31,15.05
96WN01894, 96107316,96,S7316,10,1,10,43,21,8,2,2,4.0,4,4,2,100,220,120,8,12.0,66,89,0.642,89,1,1,,,0,M,,,S5283,10,S2828,10,10,1,,0,5,5,110,1.68,114.2,1,94,,12.68,0,0,0,,10.3,15.05
96WN01895, 96107312,96,S7312,10,1,12,43,85,9,3,2,4.0,4,4,2,100,220,120,6,12.0,68,90,0.65,90,1,1,4,,0,C,,H4 ENTR X,S4520,10,S3015,10,12,3,93,239,8,5,112,1.93,117.8,3,93,,11.43,0,0,0,,7.7,15.15
96WN01896, 96107319,96,S7319,10,2,18,43,e.1,5,1,1,1.0,1,1,2,100,220,120,2,9.0,50,70,0.508,70,1,1,,,0,e,34,,S4867,10,S5531,10,10,2,92,263,1,1,98,1.72,105.9,2,85,89,13.3,0,0,0,,13.66,12.93
96WN01897, 96107317,96,S7317,10,2,ID,43,45,8,2,1,4.0,4,4,2,100,220,120,1,11.3,59,81,0.581,81,1,1,,,I,I,e.2,,S4589,10,S3108,10,18,1,,0,3,2,94,2.0,81.0,1,92,,0.0,0,0,0,,13.38,0.0
96WN01898, 96107301,96,S7301,10,2,10,43,22,9,3,2,5.0,5,4,2,100,220,120,1,7.8,52,76,0.568,76,1,1,,,0,M,e.1,HAIRY,S4494,10,S1312,10,10,1,,0,8,5,104,1.74,108.1,1,87,,18.94,0,0,0,,20.91,16.97
96WN01899, 96107303,96,S7303,10,2,10,07,22,9,3,2,6.0,6,4,2,100,220,120,7,10.8,40,59,0.402,59,1,1,,4-,0,M,,F4-,S4494,10,S0740,10,10,3,93,268,8,5,102,1.88,129.8,3,73,,15.56,0,0,0,,20.91,10.2
96WN01900, 96107304,96,S7304,10,2,10,07,22,9,3,2,6.0,6,4,2,100,220,120,17,9.8,60,84,0.618,84,1,1,,,0,M,e.2,,S4494,10,S0740,10,10,1,,0,8,5,120,1.88,129.8,1,98,,15.56,0,0,0,,20.91,10.2
96WN01901, 96107305,96,S7305,10,1,10,07,22,9,3,2,6.0,6,4,2,100,220,120,13,12.0,66,95,0.692,95,1,1,,,0,M,,,S4494,10,S0740,10,10,1,,0,8,5,120,1.88,129.8,1,100,,15.56,0,0,0,,20.9,10.2
96WN01902, 96107306,96,S7306,10,2,10,43,21,8,2,2,6.0,6,4,2,100,220,120,17,10.2,42,60,0.415,60,1,1,,,0,M,,,S5283,10,S0461,10,10,3,93,268,5,5,88,1.48,99.5,3,73,,11.11,0,0,0,,10.31,11.9
96WN01903, 96107302,96,S7302,10,3,10,43,22,9,3,2,5.0,5,4,2,100,220,120,10,8.4,54,74,0.547,74,1,1,,,0,M,,1CRYPT,S4494,10,S1312,10,10,3,93,268,8,5,102,1.74,108.1,3,92,,18.94,0,0,0,,20.91,16.97
96WN01904, 96107308,96,S7308,10,1,12,42,83,9,3,2,6.0,6,4,2,100,220,120,9,9.0,62,90,0.675,90,1,2,6,,0,C,,H6RAM+WETHER-,S4490,10,S0374,10,12,3,93,239,8,5,106,1.78,103.4,3,97,,13.29,0,0,0,,14.46,12.12
96WN01905, 96107309,96,S7309,10,1,12,42,83,9,3,2,6.0,6,4,2,100,220,120,9,9.0,51,66,0.475,66,1,1,3,,0,C,,H3,S4490,10,S0374,10,12,3,93,239,8,5,90,1.78,103.4,3,77,,13.29,0,0,0,,14.46,12.12
