UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDAR
21WN00027,2021061090,21,A1090,06,1,,30,29,8,2,2,6.0,6,4,1,70,193,123,,10.0,  0,73,0.512,71,1,1,2,3+,,,,,ScursPinkEyes,A0678,06,H9134,05,,3,93,230,5,5,,,,,80,214,,,0.036,,,
21WN00028,2021061091,21,A1091,06,1,,30,28,8,2,1,3.0,3,3,1,70,193,123,,7.6,  0,88,0.654,86,1,1,1,2,0,,,,.,A0645,06,H9994,05,,1,,,3,2,,,,,98,214,,,0.034,,,
21WN00029,2021061093,21,A1093,06,1,,30,26,7,2,1,3.0,3,3,1,70,193,123,,11.3,  0,100,0.721,98,1,1,1,2-,7,,,,2ND,A0397,06,H9974,05,,1,,,3,2,,,,,99,214,,,0.039,,,
21WN00030,2021061094,21,A1094,06,1,,30,25,9,3,2,5.0,5,4,1,70,193,123,,8.3,  0,73,0.526,71,1,3,1,2-,,,,,.,A0390,06,H9436,05,,3,93,230,8,4,,,,,81,214,,,0.038,Trip,,
21WN00031,2021061096,21,A1096,06,2,,30,25,9,3,2,5.0,5,4,W,70,194,124,,7.0,  0,86,0.637,83,1,1,,,,,,,.,A0390,06,H9436,05,,3,93,230,8,5,,,,,90,214,,,0.038,Trip,,
21WN00032,2021061097,21,A1097,06,1,,30,24,9,3,3,3.0,3,3,1,70,193,123,,11.4,  0,68,0.46,67,1,2,2,3+,0,,,,SmScurs,A0013,06,A0232,06,,3,93,230,9,8,,,,,64,214,,,0.037,Trip,,
21WN00033,2021061098,21,A1098,06,2,,30,24,9,3,3,3.0,3,3,1,70,193,123,,8.6,  0,69,0.491,68,1,1,,,0,,,e3,.,A0013,06,A0232,06,,1,,,9,8,,,,,87,242,,,0.037,Trip,,
21WN00034,2021061099,21,A1099,06,2,,30,24,9,3,3,3.0,3,3,W,70,194,124,,8.3,  0,83,0.602,81,1,1,,,0,,,,.,A0013,06,A0232,06,,3,93,230,9,8,,,,,84,214,,,0.037,Trip,,
21WN00035,2021061100,21,A1100,06,1,,30,31,8,2,2,3.0,3,3,1,70,193,123,,12.4,  0,85,0.59,83,1,1,1,2-,0,,,,1ST,M0050,51,A0110,06,,1,,,5,5,,,,,94,214,,,0.037,,,
21WN00036,2021061101,21,A1101,06,2,,30,31,8,2,2,3.0,3,3,1,70,193,123,,10.5,  0,79,0.557,77,1,1,,,0,,,e4,2ND,M0050,51,A0110,06,,1,,,5,5,,,,,94,242,,,0.037,,,
21WN00037,2021061102,21,A1102,06,2,,30,24,9,3,2,3.0,3,3,1,71,193,122,,8.5,  0,89,0.66,88,1,1,,,0,,,e5,.,A0013,06,A0322,06,,1,,,8,6,,,,,101,242,,,0.039,,,
21WN00038,2021061104,21,A1104,06,1,,30,24,9,3,2,3.0,3,3,1,71,193,122,,10.9,  0,61,0.411,60,1,1,1,3-,0,,,,VeryLame,A0013,06,A0322,06,,6,66,214,8,4,,,,,50,214,,,0.039,,,
21WN00039,2021061106,21,A1106,06,1,,30,29,9,3,1,3.0,3,3,1,71,193,122,,9.6,  0,89,0.651,88,1,2,2,3+,0,,,,SmScurs,A0678,06,H9989,05,,3,93,230,7,2,,,,,97,214,,,0.043,,,
21WN00040,2021061107,21,A1107,06,1,,30,29,9,3,1,3.0,3,3,1,71,193,122,,11.2,  0,87,0.621,86,2,1,1,2-,0,,,,.,A0678,06,H9989,05,,1,,,7,2,,,,,92,214,,,0.043,,,
21WN00041,2021061108,21,A1108,06,2,,30,28,9,3,2,5.0,5,4,1,71,193,122,,11.3,  0,73,0.506,72,1,1,,,7,,,e1,.,A0645,06,H9310,05,,1,,,8,4,,,,,97,242,,,0.038,,,
21WN00042,2021061109,21,A1109,06,2,,30,28,9,3,2,5.0,5,4,1,71,193,122,,8.5,  0,46,0.307,45,1,1,,,7,,,,.,A0645,06,H9310,05,,3,93,258,8,6,,,,,62,242,,,0.038,,,
21WN00043,2021061111,21,A1111,06,2,,30,31,8,2,2,2.0,2,2,1,71,194,123,,9.9,  0,48,0.31,47,1,1,,,0,,,,HAIRY B1->H,M0050,51,A0380,06,,3,93,258,5,6,,,,,69,243,,,0.042,,,
21WN00044,2021061112,21,A1112,06,1,,30,31,8,2,2,2.0,2,2,1,71,193,122,,12.1,  0,80,0.557,79,1,1,2,3,0,,,,Scurs,M0050,51,A0380,06,,3,93,230,5,4,,,,,81,214,,,0.042,,,
21WN00045,2021061113,21,A1113,06,1,,30,24,8,2,2,5.0,5,4,1,71,193,122,,12.9,  0,94,0.665,93,1,2,1,2-,0,,,,.,A0013,06,H9403,05,,1,,,5,5,,,,,98,214,,,0.046,,,
21WN00046,2021061114,21,A1114,06,1,,30,24,8,2,2,5.0,5,4,1,71,193,122,,13.3,  0,98,0.694,97,1,1,1,3+,0,,,,Nice,A0013,06,H9403,05,,1,,,5,5,,,,,105,214,,,0.046,,,
21WN00047,2021061115,21,A1115,06,2,,30,29,9,3,2,6.0,6,4,1,71,193,122,,9.9,  0,79,0.566,78,1,1,,,0,,,e2,.,A0678,06,H9240,05,,1,,,8,5,,,,,98,242,,,0.032,,,
21WN00048,2021061116,21,A1116,06,1,,30,29,9,3,2,6.0,6,4,1,71,193,122,,11.4,  0,58,0.382,57,1,1,1,2,0,,,,Pink,A0678,06,H9240,05,,3,93,230,8,5,,,,,57,214,,,0.032,,,
21WN00049,2021061118,21,A1118,06,1,,30,25,8,2,2,3.0,3,3,1,71,193,122,,10.3,  0,78,0.555,77,1,1,1,3+,,,,,.,A0390,06,A0223,06,,3,93,230,5,5,,,,,78,214,,,0.043,,,
21WN00050,2021061119,21,A1119,06,2,,30,25,8,2,2,3.0,3,3,1,71,193,122,,9.8,  0,69,0.485,68,1,2,,,,,,e3,.,A0390,06,A0223,06,,1,,,5,5,,,,,84,242,,,0.043,,,
21WN00051,2021061120,21,A1120,06,2,,30,31,9,3,2,5.0,5,4,1,71,193,122,,9.6,  0,61,0.421,60,1,1,,,,,,,PINK,M0050,51,H9497,05,,3,93,258,8,6,,,,,80,242,,,0.034,,,
21WN00052,2021061121,21,A1121,06,1,,30,31,9,3,2,5.0,5,4,1,71,193,122,,11.8,  0,92,0.657,91,1,1,2,3+,,,,,Scurs,M0050,51,H9497,05,,3,93,230,8,4,,,,,101,214,,,0.034,,,
21WN00053,2021061123,21,A1123,06,2,,30,27,9,3,3,4.0,4,4,1,72,193,121,,8.4,  0,70,0.509,69,1,1,,,0,,,,.,A0459,06,H9944,05,,3,93,258,9,8,,,,,81,242,,,0.034,Trip,,
21WN00054,2021061124,21,A1124,06,2,,30,27,9,3,3,4.0,4,4,W,72,194,122,,8.9,  0,96,0.714,95,1,1,,,0,,,,.,A0459,06,H9944,05,,3,93,230,9,8,,,,,100,214,,,0.034,Trip,,
21WN00055,2021061125,21,A1125,06,2,,30,27,9,3,3,4.0,4,4,1,72,193,121,,7.9,  0,62,0.447,62,1,3,,,0,,,,.,A0459,06,H9944,05,,3,93,258,9,8,,,,,77,242,,,0.034,Trip,,
21WN00056,2021061126,21,A1126,06,1,,30,31,9,3,3,3.0,3,3,W,72,194,122,,11.3,  0,100,0.727,99,1,1,1,3,0,,,,Nice,M0050,51,A0184,06,,1,,,9,8,,,,,97,214,,,0.041,Trip,Sel,
21WN00057,2021061127,21,A1127,06,2,,30,31,9,3,3,3.0,3,3,1,72,193,121,,9.9,  0,73,0.521,72,1,1,,,0,,,e4,.,M0050,51,A0184,06,,1,,,9,8,,,,,97,242,,,0.041,Trip,,
21WN00058,2021061128,21,A1128,06,1,,30,31,9,3,3,3.0,3,3,1,72,193,121,,12.2,  0,74,0.511,73,1,1,1,3-,0,,,,PINK,M0050,51,A0184,06,,3,93,230,9,8,,,,,80,214,,,0.041,Trip,,
21WN00059,2021061129,21,A1129,06,2,,30,28,9,3,3,6.0,6,4,W,72,194,122,,10.9,  0,73,0.509,72,1,1,,,7,,,,.,A0645,06,H8874,05,,3,93,230,9,8,,,,,68,214,,,0.034,Trip,,
21WN00060,2021061130,21,A1130,06,2,,30,28,9,3,3,6.0,6,4,1,72,193,121,,10.2,  0,68,0.478,68,1,3,,,7,,,e5,.,A0645,06,H8874,05,,1,,,9,8,,,,,86,242,,,0.034,Trip,,
21WN00061,2021061131,21,A1131,06,1,,30,28,9,3,3,6.0,6,4,1,72,193,121,,9.5,  0,80,0.583,79,1,3,2,2-,7,,,,Scurs,A0645,06,H8874,05,,3,93,230,9,8,,,,,81,214,,,0.034,Trip,,
21WN00062,2021061133,21,A1133,06,2,,30,26,9,3,2,4.0,4,4,1,72,193,121,,10.9,  0,78,0.555,77,1,1,,,0,,,,.,A0397,06,H9694,05,,2,92,259,8,3,,,,,94,242,,,0.042,,6,3190
21WN00063,2021061134,21,A1134,06,2,,30,26,9,3,2,4.0,4,4,1,72,193,121,,7.9,  0,51,0.356,51,1,1,,,0,,,,.,A0397,06,H9694,05,,3,93,258,8,7,,,,,64,242,,,0.042,,,
21WN00064,2021061135,21,A1135,06,1,,30,30,8,2,1,5.0,5,4,1,72,193,121,,13.5,  0,107,0.773,106,1,1,1,3+,0,,,,Nice,A0699,06,H9504,05,,1,,,3,2,,,,,107,214,,,0.034,,,
21WN00065,2021061137,21,A1137,06,2,,30,30,9,3,2,7.0,7,5,1,72,193,121,,7.8,  0,73,0.539,72,1,3,,,0,,,e1,PINK,A0699,06,H8694,05,,1,,,8,5,,,,,95,242,,,0.033,,,
21WN00066,2021061138,21,A1138,06,2,,30,30,9,3,2,7.0,7,5,1,72,193,121,,7.9,  0,46,0.315,46,1,3,,,0,,,,2ND.PINK,A0699,06,H8694,05,,3,93,258,8,5,,,,,72,242,,,0.033,,,
21WN00067,2021061139,21,A1139,06,2,,30,28,7,2,1,6.0,6,4,1,72,193,121,,12.5,  0,94,0.674,93,1,2,,,7,,,e2,.,A0645,06,H9167,05,,1,,,3,2,,,,,113,242,,,0.038,,,
21WN00068,2021061142,21,A1142,06,2,,30,31,8,2,1,3.0,3,3,1,73,193,120,,9.5,  0,90,0.671,90,1,1,,,0,,,,.,M0050,51,A0202,06,,3,93,258,3,2,,,,,72,242,,,0.043,,,
21WN00069,2021061143,21,A1143,06,1,,30,26,8,2,2,3.0,3,3,1,73,193,120,,10.0,  0,79,0.575,79,1,1,2,3-,,,,,Scurs,A0397,06,A0103,06,,3,93,230,5,5,,,,,87,214,,,0.042,,,
21WN00070,2021061144,21,A1144,06,2,,30,26,8,2,2,3.0,3,3,1,73,193,120,,10.8,  0,70,0.493,70,1,3,,,,,,e3,2ND.HAIRY,A0397,06,A0103,06,,1,,,5,5,,,,,90,242,,,0.042,,,
21WN00071,2021061145,21,A1145,06,2,,30,30,5,1,1,6.0,6,4,1,73,193,120,,10.7,  0,95,0.703,95,1,1,,,0,,,,PINK,A0699,06,H8908,05,,2,92,259,1,1,,,,,113,242,,,0.036,,6,3200
21WN00072,2021061146,21,A1146,06,1,,30,27,9,3,2,6.0,6,4,1,73,193,120,,10.8,  0,73,0.518,73,1,1,1,3,0,,,,.,A0459,06,H8958,05,,3,93,230,8,4,,,,,74,214,,,0.038,,,
21WN00073,2021061148,21,A1148,06,2,,30,27,9,3,2,6.0,6,4,1,73,193,120,,8.3,  0,73,0.539,73,1,1,,,0,,,e4,3RD,A0459,06,H8958,05,,1,,,8,6,,,,,89,242,,,0.038,,,
21WN00074,2021061149,21,A1149,06,1,,30,24,9,3,3,5.0,5,4,W,73,194,121,,10.9,  0,80,0.571,79,1,1,1,3+,0,,,,PINK,A0013,06,H9482,05,,3,93,230,9,8,,,,,83,214,,,0.038,Trip,,
21WN00075,2021061150,21,A1150,06,2,,30,24,9,3,3,5.0,5,4,1,73,193,120,,7.8,  0,73,0.543,73,1,1,,,0,,,e5,PINK,A0013,06,H9482,05,,1,,,9,8,,,,,95,242,,,0.038,Trip,,
21WN00076,2021061151,21,A1151,06,1,,30,24,9,3,3,5.0,5,4,1,73,193,120,,8.7,  0,79,0.586,79,1,1,4,2,0,,,,Horns,A0013,06,H9482,05,,3,93,230,9,8,,,,,80,214,,,0.038,Trip,,
21WN00077,2021061152,21,A1152,06,2,,30,27,8,2,2,2.0,2,2,1,73,193,120,,10.6,  0,80,0.578,80,1,1,,,0,,,e1,1ST,A0459,06,A0473,06,,1,,,5,5,,,,,95,242,,,0.046,,,
21WN00078,2021061153,21,A1153,06,1,,30,27,8,2,2,2.0,2,2,1,73,193,120,,10.7,  0,86,0.628,86,1,1,1,3-,0,,,,2ND.PINK,A0459,06,A0473,06,,1,,,5,5,,,,,88,214,,,0.046,,,
21WN00079,2021061157,21,A1157,06,2,,30,27,9,3,1,3.0,3,3,1,73,193,120,,8.4,  0,77,0.572,77,1,1,,,0,,,e2,PE,A0459,06,A0236,06,,1,,,7,2,,,,,97,242,,,0.036,,,
21WN00080,2021061159,21,A1159,06,1,,30,27,9,3,1,3.0,3,3,1,73,193,120,,9.9,  0,125,0.959,125,1,3,1,2-,0,,,,Nice,A0459,06,A0236,06,,1,,,7,2,,,,,128,214,,,0.036,,,
21WN00081,2021061160,21,A1160,06,2,,30,31,5,1,1,4.0,4,4,1,73,193,120,,15.4,  0,112,0.805,112,1,1,,,0,,,,PE,M0050,51,H9807,05,,2,92,259,1,1,,,,,127,242,,,0.036,,6,3201
21WN00082,2021061161,21,A1161,06,2,,30,24,8,2,2,2.0,2,2,1,73,193,120,,13.2,  0,72,0.49,72,1,3,,,,,,e3,HAIRY,A0013,06,A0373,06,,1,,,5,5,,,,,88,242,,,0.039,,,
21WN00083,2021061162,21,A1162,06,2,,30,24,8,2,2,2.0,2,2,1,73,193,120,,12.7,  0,80,0.561,80,1,1,,,,,,e4,.,A0013,06,A0373,06,,1,,,5,5,,,,,100,242,,,0.039,,,
21WN00084,2021061163,21,A1163,06,1,,30,27,8,2,2,6.0,6,4,1,73,193,120,,12.8,  0,94,0.677,94,1,1,1,2,0,,,,.,A0459,06,H9232,05,,1,,,5,3,,,,,91,214,,,0.038,,,
21WN00085,2021061164,21,A1164,06,1,,30,27,8,2,2,6.0,6,4,1,73,193,120,,7.8,  0,76,0.568,76,1,1,1,3,0,,,,HAIRY,A0459,06,H9232,05,,1,,,5,7,,,,,85,214,,,0.038,,,
21WN00086,2021061167,21,A1167,06,1,,30,24,9,3,3,3.0,3,3,W,74,194,120,,8.8,  0,70,0.51,70,1,1,1,2-,0,,,,.,A0013,06,A0121,06,,3,93,230,9,8,,,,,70,214,,,0.044,Trip,,
21WN00087,2021061168,21,A1168,06,1,,30,24,9,3,3,3.0,3,3,1,74,193,119,,8.5,  0,63,0.458,63,1,1,2,2-,0,,,,ScursPinkEyes,A0013,06,A0121,06,,3,93,230,9,8,,,,,63,214,,,0.044,Trip,,
21WN00088,2021061169,21,A1169,06,2,,30,24,9,3,3,3.0,3,3,1,74,193,119,,8.3,  0,81,0.611,82,1,2,,,0,,,e5,HAIRY,A0013,06,A0121,06,,1,,,9,8,,,,,97,242,,,0.044,Trip,,
21WN00089,2021061172,21,A1172,06,1,,30,26,9,3,1,4.0,4,4,H,74,194,120,,10.3,  0,105,0.789,105,1,1,1,3+,0,,,,PINK,A0397,06,H9754,05,,1,,,7,2,,,,,111,214,,,0.046,,,
21WN00090,2021061175,21,A1175,06,2,,30,29,8,2,2,4.0,4,4,1,74,193,119,,10.6,  0,77,0.558,78,2,1,,,7,,,e1,PE,A0678,06,H9899,05,,1,,,5,5,,,,,97,242,,,0.051,,,
21WN00091,2021061176,21,A1176,06,1,,30,29,8,2,2,4.0,4,4,1,74,193,119,,11.2,  0,94,0.696,95,1,1,2,3+,7,,,,Scurs,A0678,06,H9899,05,,3,93,230,5,5,,,,,106,214,,,0.051,,,
21WN00092,2021061178,21,A1178,06,1,,30,28,3,4,1,3.0,3,3,1,74,193,119,,8.6,  0,101,0.776,102,1,1,1,3-,0,,,,.,A0645,06,M0113,51,,1,,,7,2,,,,,101,214,,,0.029,,,
21WN00093,2021061179,21,A1179,06,2,,30,28,3,4,1,3.0,3,3,H,74,194,120,,10.7,  0,95,0.703,95,1,1,,,0,,,e2,.,A0645,06,M0113,51,,1,,,7,2,,,,,110,243,,,0.029,,,
21WN00094,2021061181,21,A1181,06,1,,30,29,9,3,2,4.0,4,4,1,74,193,119,,11.8,  0,86,0.624,87,1,1,1,3-,7,,,,1SwollenNut,A0678,06,H9762,05,,3,93,230,8,3,,,,,97,214,,,0.059,,,
21WN00095,2021061182,21,A1182,06,1,,30,29,9,3,2,4.0,4,4,1,74,193,119,,8.3,  0,84,0.636,85,1,1,1,3,7,,,,PE,A0678,06,H9762,05,,3,93,230,8,7,,,,,92,214,,,0.059,,,
21WN00096,2021061184,21,A1184,06,1,,30,27,8,2,2,3.0,3,3,1,74,193,119,,8.6,  0,70,0.516,71,1,1,2,2-,,,,,ScursPinkEyes,A0459,06,A0070,06,,3,93,230,5,5,,,,,77,214,,,0.04,,,
21WN00097,2021061185,21,A1185,06,2,,30,27,8,2,2,3.0,3,3,1,74,193,119,,8.8,  0,72,0.531,73,1,1,,,,,,e3,PINK,A0459,06,A0070,06,,1,,,5,5,,,,,85,242,,,0.04,,,
21WN00098,2021061186,21,A1186,06,1,,30,27,8,2,2,3.0,3,3,1,75,193,118,,11.5,  0,80,0.581,81,1,1,2,3,0,,,,Scurs,A0459,06,H9982,05,,3,93,230,5,5,,,,,85,214,,,0.035,,,
21WN00099,2021061187,21,A1187,06,2,,30,27,8,2,2,3.0,3,3,1,75,193,118,,10.8,  0,59,0.408,60,1,1,,,0,,,,.,A0459,06,H9982,05,,3,93,258,5,5,,,,,78,242,,,0.035,,,
21WN00100,2021061188,21,A1188,06,1,,30,30,8,2,2,2.0,2,2,1,75,193,118,,10.8,  0,77,0.561,78,1,2,1,2,0,,,,Pink eyes,A0699,06,A0533,06,,3,93,230,5,5,,,,,83,214,,,0.043,,,
21WN00101,2021061189,21,A1189,06,1,,30,30,8,2,2,2.0,2,2,1,75,193,118,,10.8,  0,75,0.544,76,1,2,1,4+,0,,,,HAIRY,A0699,06,A0533,06,,3,93,230,5,5,,,,,79,214,,,0.043,,,
21WN00102,2021061191,21,A1191,06,1,,30,29,9,3,1,5.0,5,4,H,75,194,119,,11.3,  0,99,0.737,100,1,1,1,3-,,,,,.,A0678,06,H9553,05,,1,,,7,2,,,,,106,214,,,0.039,,,
21WN00103,2021061192,21,A1192,06,2,,30,29,9,3,1,5.0,5,4,1,75,193,118,,9.5,  0,72,0.53,73,1,1,,,,,,e4,.,A0678,06,H9553,05,,1,,,7,2,,,,,86,242,,,0.039,,,
21WN00104,2021061193,21,A1193,06,2,,30,31,8,2,2,3.0,3,3,1,75,193,118,,10.9,  0,84,0.619,85,1,1,,,0,,,e5,.,M0050,51,A0192,06,,1,,,5,4,,,,,99,242,,,0.035,,,
21WN00105,2021061194,21,A1194,06,3,,30,31,8,2,2,3.0,3,3,1,75,194,119,,9.0,  0,63,0.454,63,1,1,,,0,,,,B1->H,M0050,51,A0192,06,,3,93,258,5,6,,,,,78,243,,,0.035,,,
21WN00106,2021061195,21,A1195,06,2,,30,25,6,2,1,3.0,3,3,1,75,193,118,,6.3,  0,66,0.506,67,1,1,,,,,,,.,A0390,06,A0032,06,,3,93,258,3,2,,,,,75,242,,,0.039,,,
21WN00107,2021061197,21,A1197,06,2,,30,25,9,3,1,3.0,3,3,1,75,193,118,,11.2,  0,67,0.473,68,1,1,,,,,,,.,A0390,06,A0265,06,,3,93,258,7,2,,,,,75,242,,,0.04,,,
21WN00108,2021061199,21,A1199,06,2,,30,29,5,1,1,2.0,2,2,1,75,193,118,,10.6,  0,84,0.622,85,1,1,,,,,,,.,A0678,06,A0590,06,,2,92,259,1,1,,,,,99,242,,,0.044,,6,3211
21WN00109,2021061200,21,A1200,06,1,,30,26,7,2,1,3.0,3,3,1,75,193,118,,12.6,  0,86,0.622,87,1,1,1,2,0,,,,2ND,A0397,06,A0196,06,,3,93,230,3,2,,,,,80,214,,,0.037,,,
21WN00110,2021061201,21,A1201,06,1,,30,25,8,2,2,3.0,3,3,1,75,193,118,,13.9,  0,86,0.611,87,1,1,1,4+,7,,,,.,A0390,06,A0189,06,,1,,,5,5,,,,,96,214,,,0.04,,,
21WN00111,2021061202,21,A1202,06,2,,30,25,8,2,2,3.0,3,3,1,75,193,118,,11.5,  0,74,0.53,75,1,1,,,7,,,e1,.,A0390,06,A0189,06,,1,,,5,6,,,,,92,242,,,0.04,,,
21WN00112,2021061203,21,A1203,06,1,,30,26,8,2,2,5.0,5,4,1,75,193,118,,6.4,  0,48,0.353,49,1,1,1,4+,7,,,,.,A0397,06,H9325,05,,3,93,230,5,6,,,,,52,214,,,0.036,,,
