UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,C4445,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
50WN00015,50,1,3058,1,20,200,2575,1,11,33,2,2,71,131,1,7,06,1,52,14,03,09,09,031,06,2,,,,2,2,,331,11,26,11,1,1,,1,,1,105,86,,3,10,0,2
50WN00016,50,1,3059,1,34,340,2230,1,11,00,1,3,71,131,1,4,05,1,84,14,03,04,05,032,06,1,,,,2,2,,559,11,30,11,1,1,,0,,1,114,108,,7,,0,3
50WN00017,50,2,3060,1,19,190,2422,1,11,32,1,3,71,131,1,3,06,1,59,10,03,06,07,031,06,2,,,,2,2,,379,11,21,11,1,1,,1,,1,124,94,,1,,0,3
50WN00018,50,1,3061,1,32,320,1243,1,11,00,2,7,71,131,1,5,08,1,90,14,03,04,08,029,06,2,,,,2,2,,588,11,14,11,1,1,,1,,1,126,130,,1,,0,5
50WN00019,50,2,3062,1,32,320,2752,1,11,00,1,2,71,131,1,1,06,1,64,10,03,07,09,028,06,2,,,,2,2,,414,11,28,11,1,1,,1,,1,124,98,,1,,0,2
50WN00020,50,1,3063,1,24,240,1948,1,11,00,1,4,70,130,1,7,05,2,89,15,03,05,06,033,07,,,,,1,2,,600,12,20,11,1,1,,1,,1,118,110,,3,10,0,4
50WN00021,50,1,3064,1,61,600,2619,1,11,28,1,2,70,130,1,7,05,1,69,13,03,05,06,033,10,,,,,2,2,,466,12,04,11,1,1,,4,,1,118,84,,3,10,0,2
50WN00022,50,1,3065,1,34,340,2433,1,11,00,1,3,70,130,1,7,07,1,86,13,03,04,07,032,08,2,,,,2,2,,565,12,29,11,1,1,,0,,1,127,126,,1,,0,3
50WN00023,50,1,3066,1,23,230,2643,1,11,28,1,2,70,130,1,7,07,1,74,15,03,07,07,028,09,2,,,,2,2,,495,12,17,11,1,1,,1,,1,113,96,,3,10,0,2
50WN00024,50,2,3067,1,23,230,2453,1,11,15,1,3,70,130,1,3,06,1,58,15,03,06,10,031,08,,,,,2,3,,345,12,11,11,1,1,,1,,1,101,132,,1,,0,3
50WN00025,50,1,3068,1,21,210,2639,1,11,26,1,2,70,130,1,7,05,1,71,14,03,06,08,033,08,3,,,,3,2,,480,12,17,11,1,1,,1,,1,120,86,2,1,,0,2
50WN00026,50,1,3069,1,21,211,2260,1,11,30,1,3,69,129,1,7,05,1,79,15,03,05,07,032,06,2,,,,1,2,,532,13,25,11,1,1,,1,,1,119,104,,1,,0,3
50WN00027,50,2,3070,1,19,190,2202,1,11,27,1,4,69,129,1,3,10,1,74,13,03,04,06,034,07,,,,,1,2,,498,13,24,11,1,1,,1,,1,122,98,,1,,0,4
50WN00028,50,1,3072,1,27,270,1972,1,11,25,3,4,69,129,1,7,07,1,75,10,03,06,07,026,05,,,,,2,2,,518,13,,11,3,3,,1,,1,136,82,,1,,0,4
50WN00029,50,1,3073,1,32,320,2573,1,11,00,1,2,69,129,1,5,07,1,94,12,03,05,07,024,05,2,,,,2,2,,647,13,28,11,1,1,,1,,1,137,106,,1,,0,2
50WN00030,50,2,3074,1,34,340,1459,1,11,00,1,6,69,129,1,4,06,1,79,08,03,03,05,035,07,1,,,,2,2,,522,13,14,11,1,1,,0,,1,142,116,,1,,0,4
50WN00031,50,1,3076,1,27,270,2546,1,11,30,1,2,69,129,1,7,09,1,47,14,03,09,11,024,08,2,,,,2,2,,327,13,23,11,1,1,,1,,1,100,48,,3,10,0,2
50WN00032,50,1,3077,1,21,210,2057,1,11,15,1,4,69,129,1,7,07,1,90,14,03,05,09,034,07,2,2,2,,2,2,,602,13,16,11,1,1,,1,,1,137,124,,6,,0,4
50WN00033,50,1,3078,1,32,320,2005,1,11,00,1,4,68,128,1,5,06,1,90,14,03,05,06,034,08,2,,,,1,2,,620,14,29,11,1,1,,1,,1,125,106,,1,,0,4
50WN00034,50,2,3079,1,27,270,2625,1,11,25,1,2,68,128,1,4,06,1,68,10,04,06,10,033,08,,,,,3,3,,453,14,20,11,1,1,,1,,1,139,100,2,1,,0,2
50WN00035,50,2,3080,1,24,240,1089,1,11,00,3,8,67,127,1,1,06,1,74,13,03,05,06,034,04,2,,,,2,2,,515,15,18,11,3,3,,1,,1,116,86,,1,,0,5
50WN00036,50,2,3081,1,24,240,1089,1,11,00,4,8,67,127,1,3,07,1,66,15,03,06,07,037,06,3,,,,1,2,,454,15,18,11,3,3,,1,,1,103,84,,1,,0,5
50WN00037,50,2,3083,1,20,200,1472,1,11,17,3,6,67,127,4,3,07,1,58,13,03,07,09,031,05,2,,,,3,2,,392,15,20,11,3,3,,1,,1,112,82,,2,40,0,4
50WN00038,50,2,3084,1,20,200,1872,1,11,26,1,5,67,127,2,3,05,1,67,08,03,04,05,040,05,,,,,3,3,,455,15,12,11,1,1,,1,,1,142,92,1,1,,0,4
50WN00039,50,2,3085,1,19,190,2135,1,11,27,5,4,67,127,1,3,08,1,60,10,03,07,09,028,08,2,,,,2,2,,403,15,15,11,5,2,,1,,1,137,88,,1,,0,4
50WN00040,50,1,3086,1,19,190,2135,1,11,27,5,4,67,127,1,7,06,1,63,14,04,07,08,028,05,0,,,,2,2,,424,15,15,11,5,2,,1,,1,114,92,,3,10,0,4
50WN00041,50,1,3087,1,61,600,2533,1,11,29,1,2,67,127,1,7,06,1,69,14,03,05,07,036,06,2,,,,2,3,,468,15,06,11,1,1,,4,,1,120,96,,3,10,0,2
50WN00042,50,1,3088,1,20,200,1484,1,11,26,1,6,67,127,1,7,06,1,73,14,06,07,08,032,08,,,,,3,2,,487,15,23,11,1,1,,1,,1,108,112,,1,,0,4
50WN00043,50,2,3089,1,23,230,2115,1,11,20,1,4,67,127,1,3,06,1,79,15,03,04,05,034,06,2,,,,3,3,,526,15,13,11,1,1,,1,,1,113,122,2,1,,0,4
50WN00044,50,2,3090,1,20,200,2091,1,11,23,1,4,67,127,1,3,05,1,60,15,04,07,09,035,06,,,,,3,2,,402,15,17,11,1,1,,1,,1,103,90,2,1,,0,4
50WN00045,50,1,3091,1,20,200,1523,1,11,16,1,6,67,127,1,7,05,1,84,12,03,06,06,032,04,2,,,,3,2,,575,15,09,11,1,1,,1,,1,133,110,,1,,0,4
50WN00046,50,2,3092,1,32,320,2720,1,11,00,1,2,67,127,1,1,06,1,70,12,03,06,09,033,08,,,,,2,2,,465,15,20,11,1,1,,1,,1,125,110,,1,,0,2
50WN00047,50,1,3093,1,21,211,2638,1,11,34,1,2,66,126,1,7,07,1,62,15,03,06,08,031,09,,,,,2,2,,411,16,18,11,1,1,,1,,1,109,102,,3,10,0,2
50WN00048,50,2,3094,1,24,240,1418,1,11,00,3,6,66,126,1,1,07,1,69,16,04,05,06,031,08,,,,,1,2,,487,16,28,11,3,3,,1,,1,91,76,,2,10,0,4
50WN00049,50,1,3096,1,32,320,2307,1,11,00,1,3,66,126,1,5,07,1,92,15,03,05,08,033,07,3,,,,1,2,,629,16,27,11,1,1,,1,,1,127,128,,1,,0,3
50WN00050,50,1,3097,1,00,320,2228,1,11,00,1,3,66,126,1,7,06,1,95,12,03,06,07,038,07,1,,,,2,3,,637,16,31,11,1,1,,0,,1,146,148,,3,37,0,3
50WN00051,50,2,3098,1,32,320,1913,1,11,00,1,5,66,126,1,1,06,1,78,13,04,04,05,028,05,1,,,,2,2,,532,16,26,11,1,1,,1,,1,108,110,,1,,0,4
50WN00052,50,2,3099,1,19,190,0930,1,11,13,1,8,66,126,1,3,07,1,66,09,03,05,08,029,06,2,,,,1,2,,454,16,00,11,1,1,,1,,1,133,88,,1,,0,5
50WN00053,50,1,3100,1,20,200,0974,1,11,24,1,8,66,126,1,7,05,1,55,16,03,08,09,036,06,5,,,,4,2,,363,16,18,11,1,1,,1,,1,98,92,2,3,10,0,5
50WN00054,50,2,3101,1,20,200,1999,1,11,25,1,4,66,126,1,3,05,1,64,15,03,05,07,035,06,2,,,,4,2,,443,16,12,11,1,1,,1,,1,106,82,2,1,,0,4
50WN00055,50,2,3102,1,20,200,1057,1,11,24,1,8,66,126,1,3,06,1,75,15,04,04,06,029,06,1,,,,2,2,,498,16,19,11,1,1,,1,,1,106,122,,1,,0,5
50WN00056,50,2,3103,1,20,200,2418,1,11,24,1,3,66,126,1,3,06,1,60,14,03,06,06,031,06,2,,,,2,2,,395,16,26,11,1,1,,1,,1,101,102,,1,,0,3
50WN00057,50,1,3104,1,19,190,0981,1,11,22,1,8,66,126,1,7,06,1,94,14,03,06,06,033,09,,,,,1,2,,640,16,20,11,1,1,,1,,1,136,134,,3,53,0,5
50WN00058,50,1,3105,1,20,200,1764,1,11,27,1,5,66,126,1,7,06,1,78,10,03,05,06,031,06,2,,,,4,2,,540,16,27,11,1,1,,1,,1,140,100,2,1,,0,4
50WN00059,50,2,3107,1,34,340,2247,1,11,00,3,3,65,125,1,1,07,1,38,12,03,11,14,027,10,6,,,,4,2,,240,17,20,11,3,3,,0,,1,103,80,2,3,02,0,3
50WN00060,50,2,3108,1,21,210,2648,1,11,24,1,2,65,125,1,3,06,1,68,13,04,05,06,036,08,4,,,,2,2,,467,17,11,11,1,1,,1,,1,117,96,,1,,0,2
50WN00061,50,1,3109,1,24,240,2156,1,11,00,1,4,65,125,1,7,06,1,63,15,03,07,07,025,06,2,,,,2,2,,405,17,21,11,1,1,,1,,1,91,124,,3,10,0,4
50WN00062,50,2,3110,1,27,270,2259,1,11,32,1,3,65,125,1,3,07,1,77,09,03,05,06,035,09,4,,,,3,2,,539,17,,11,1,1,,1,,1,149,96,,2,74,0,3
50WN00063,50,2,3111,1,19,190,2494,1,11,22,1,2,65,125,1,3,08,1,65,15,03,08,07,027,05,,,,,1,2,,448,17,18,11,1,1,,1,,1,103,90,,2,10,0,2
50WN00064,50,1,3112,1,27,270,2369,1,11,26,1,3,65,125,1,7,07,1,86,09,04,03,07,031,08,3,,,,4,2,,590,17,11,11,1,1,,1,,1,152,122,2,1,,0,3
50WN00065,50,2,3113,1,20,200,1297,1,11,22,1,7,65,125,1,3,07,1,65,10,03,06,08,033,08,1,,,,4,2,,434,17,08,11,1,1,,1,,1,133,108,2,1,,0,5
50WN00066,50,2,3114,1,34,340,2572,1,11,00,1,2,65,125,1,1,05,1,77,08,03,06,09,032,07,2,,,,3,3,,539,17,20,11,1,1,,0,,1,152,96,,1,,0,2
50WN00067,50,1,3115,1,34,340,2060,1,11,00,3,4,64,124,1,7,05,1,84,10,03,03,07,031,08,3,,,,2,2,,603,18,36,11,3,3,,0,,1,142,92,,1,,0,4
50WN00068,50,1,3117,1,24,240,1490,1,11,00,3,6,64,124,2,4,07,1,80,14,04,04,05,034,05,,,,,2,2,,545,18,27,11,3,3,,1,,1,112,124,,1,,0,4
50WN00069,50,2,3120,1,19,190,2636,1,11,22,1,2,64,124,1,3,06,1,64,13,03,07,07,035,06,,,,,2,2,,453,18,15,11,1,1,,1,,1,118,78,,1,,0,2
50WN00070,50,1,3121,1,27,270,1745,1,11,28,3,5,64,124,1,7,07,1,75,15,06,07,07,026,05,3,,,,2,2,,531,18,25,11,3,3,,1,,1,103,92,,3,10,0,4
50WN00071,50,1,3123,1,19,190,1982,1,11,38,1,4,64,124,1,7,09,1,60,14,03,06,08,023,05,,,,,1,1,,413,18,34,11,1,1,,1,,1,106,88,,3,10,0,4
50WN00072,50,2,3124,1,24,240,2276,1,11,00,1,3,64,124,1,3,05,1,71,12,03,07,06,035,07,,,,,2,2,,500,18,26,11,1,1,,1,,1,118,90,,1,10,0,3
50WN00073,50,2,3125,1,19,190,2520,1,11,21,1,2,64,124,1,3,07,1,67,13,03,06,07,032,08,,,,,1,1,,476,18,15,11,1,1,,1,,1,119,80,,1,,0,2
50WN00074,50,2,3126,1,21,211,2348,1,11,28,1,3,64,124,1,3,07,1,59,16,03,08,09,034,05,5,,,,2,3,,387,18,,11,1,1,,1,,1,103,110,,3,10,0,3
50WN00075,50,1,3127,1,34,340,1711,1,11,00,1,5,64,124,1,7,07,6,74,13,03,06,10,027,05,,,,,2,2,,508,18,23,11,1,1,,0,,1,121,110,,3,34,0,4
50WN00076,50,2,3128,1,32,320,2473,1,11,00,1,3,64,124,1,1,07,1,80,12,03,06,06,025,04,1,,,,1,1,,545,18,29,11,1,1,,1,,1,120,124,,1,,0,3
50WN00077,50,2,3130,1,27,270,2649,1,11,27,1,2,64,124,1,4,06,1,65,08,04,08,09,030,06,2,,,,2,2,,450,18,25,11,1,1,,1,,1,144,92,,1,,0,2
50WN00078,50,1,3132,1,19,190,2037,1,11,31,1,4,64,124,1,7,07,1,71,10,03,07,08,026,07,1,,,,2,2,,484,18,,11,1,1,,1,,1,137,110,,1,,0,4
50WN00079,50,1,3133,1,34,340,2237,1,11,00,1,3,63,123,1,4,06,1,81,14,03,04,06,034,05,2,,,,2,3,,546,19,21,11,1,1,,0,,1,118,138,,1,,0,3
50WN00080,50,2,3134,1,27,270,2510,1,11,27,1,2,63,123,1,3,06,1,62,08,03,06,09,034,10,3,,,,4,2,,446,19,24,11,1,1,,1,,1,147,72,,1,,0,2
50WN00081,50,2,3135,1,34,340,2721,1,11,00,1,2,63,123,1,1,06,1,67,07,03,04,05,033,06,,,,,2,2,,470,19,23,11,1,1,,0,,1,138,92,,1,,0,2
50WN00082,50,1,3136,1,24,240,1499,1,11,00,1,6,63,123,1,7,06,1,84,15,03,06,05,026,05,2,,,,2,2,,597,19,29,11,1,1,,1,,1,108,106,,3,10,0,4
50WN00083,50,2,3137,1,23,231,1546,1,11,22,1,6,63,123,1,3,07,1,66,13,03,07,07,031,07,2,,,,2,3,,449,19,36,11,1,1,,1,,1,115,108,,1,,0,4
50WN00084,50,2,3138,1,32,320,2590,1,11,00,1,2,63,123,1,1,06,1,65,09,03,06,07,030,07,2,,,,1,2,,444,19,21,11,1,1,,1,,1,129,104,,1,,0,2
50WN00085,50,2,3139,1,20,200,1704,1,11,25,1,5,63,123,1,3,06,1,60,12,03,07,08,036,08,,,,,2,2,,407,19,12,11,1,1,,1,,1,122,100,,1,,0,4
50WN00086,50,2,3140,1,27,270,2726,1,11,25,1,2,63,123,2,3,07,1,60,08,03,07,09,030,06,3,,,,2,2,,415,19,24,11,1,1,,1,,1,142,90,,1,,0,2
50WN00087,50,1,3141,1,24,240,2543,1,11,00,1,2,63,123,1,7,08,1,89,14,03,04,05,035,05,,,,,2,2,,647,19,20,11,1,1,,1,,1,126,94,,1,,0,2
50WN00088,50,1,3142,1,34,340,2709,1,11,00,1,2,63,123,1,7,07,1,62,14,03,08,08,030,06,1,,,,2,2,,426,19,34,11,1,1,,0,,1,104,96,,3,10,0,2
50WN00089,50,1,3143,1,19,190,1191,1,11,10,1,7,63,123,1,7,06,1,79,10,04,05,06,033,05,2,,,,2,2,,551,19,00,11,1,1,,1,,1,135,112,,1,,0,5
50WN00090,50,1,3144,1,24,240,2482,1,11,00,1,3,63,123,1,7,08,1,81,14,03,04,06,030,06,,,,,2,2,,589,19,33,11,1,1,,1,,1,115,86,,3,10,0,3
50WN00091,50,1,3145,1,21,210,2398,1,11,24,1,3,63,123,1,7,06,1,75,15,03,07,07,030,08,3,,,,2,2,,515,19,11,11,1,1,,1,,1,114,116,,3,10,0,3
50WN00092,50,2,3148,1,24,240,2439,1,11,00,1,3,62,122,1,3,07,1,73,10,04,04,06,028,05,2,,,,2,2,,516,20,31,11,1,1,,1,,1,122,100,,1,,0,3
50WN00093,50,2,3149,1,34,340,2127,1,11,00,5,4,62,122,1,5,05,1,65,10,03,08,07,026,07,2,,,,1,2,,451,20,24,11,5,2,,0,,1,129,100,,2,36,0,4
50WN00094,50,2,3150,1,34,340,2127,1,11,00,5,4,62,122,1,3,06,1,59,08,03,06,10,030,07,4,,,,3,2,,420,20,24,11,5,2,,0,,1,143,78,2,2,02,0,4
50WN00095,50,1,3152,1,27,270,2102,1,11,24,3,4,62,122,1,7,09,1,86,10,03,05,08,026,06,,,,,2,2,,641,20,12,11,3,3,,1,,1,152,78,,6,,0,4
50WN00096,50,1,3153,1,34,340,1979,1,11,00,1,4,62,122,2,4,05,1,69,15,04,05,07,029,06,1,,,,1,2,,480,20,08,11,1,1,,0,,1,97,104,,3,10,0,4
50WN00097,50,1,3154,1,19,190,1682,1,11,15,1,5,62,122,1,7,07,1,48,15,03,08,12,030,05,,,,,2,2,,307,20,20,11,1,1,,1,,1,98,106,,3,10,0,4
50WN00098,50,1,3155,1,21,211,1373,1,11,17,1,7,62,122,1,7,05,1,59,15,03,09,13,036,08,,,,,3,2,,389,20,11,11,1,1,,1,,1,117,116,,3,50,0,5
50WN00099,50,1,3156,1,24,240,2397,1,11,00,3,3,62,122,1,5,07,1,74,13,03,05,08,030,07,,,,,2,2,,546,20,27,11,3,3,,1,,1,120,74,,1,,0,3
50WN00100,50,2,3158,1,27,270,2470,1,11,34,1,3,62,122,1,3,06,1,68,08,03,07,09,027,06,2,,,,4,2,,456,20,23,11,1,1,,1,,1,149,124,2,1,,0,3
50WN00101,50,1,3160,1,61,600,2545,1,11,28,1,2,62,122,1,7,07,1,64,14,05,08,09,028,08,2,,,,2,2,,434,20,05,11,1,1,,4,,1,109,110,,3,10,0,2
50WN00102,50,1,3161,1,32,320,0906,1,11,00,1,8,62,122,1,4,06,1,72,14,03,08,08,028,05,2,,,,1,2,,489,20,26,11,1,1,,1,,1,111,124,,3,10,0,5
50WN00103,50,2,3162,1,27,270,2715,1,11,23,1,2,62,122,1,4,06,1,57,11,03,08,09,030,05,2,,,,4,2,,393,20,20,11,1,1,,1,,1,124,90,2,2,10,0,2
50WN00104,50,1,3163,1,20,200,2088,1,11,20,1,4,62,122,1,7,07,1,77,15,05,05,06,033,05,2,,,,2,2,,544,20,09,11,1,1,,1,,1,107,106,,1,,0,4
50WN00105,50,2,3165,1,34,340,2365,1,11,00,1,3,62,122,1,3,07,1,75,07,03,05,08,033,06,2,,,,2,3,,526,20,26,11,1,1,,0,,1,152,108,,1,,0,3
50WN00106,50,1,3167,1,24,240,1949,1,11,00,3,4,62,122,2,7,06,1,98,12,03,06,06,030,06,3,,,,2,3,,703,20,20,11,3,3,,1,,1,144,122,,3,10,0,4
50WN00107,50,1,3168,1,23,230,1775,1,11,16,1,5,61,121,1,7,06,1,79,15,03,06,08,034,07,3,,,,2,2,,559,21,18,11,1,1,,1,,1,122,114,1,3,01,0,4
50WN00108,50,2,3169,1,60,600,2527,1,11,28,1,2,61,121,1,3,06,1,69,12,03,05,09,037,08,,,,,3,2,,484,21,07,11,1,1,,4,,1,135,104,,2,76,0,2
50WN00109,50,1,3170,1,20,200,1727,1,11,26,1,5,61,121,1,7,07,1,77,15,07,05,05,032,04,,,,,4,2,,559,21,18,11,1,1,,1,,1,99,94,,3,10,0,4
50WN00110,50,1,3171,1,21,211,1661,1,11,20,1,5,61,121,1,7,06,1,69,15,03,05,07,030,07,2,,,,3,2,,479,21,10,11,1,1,,1,,1,108,110,,3,10,0,4
50WN00111,50,1,3172,1,19,190,2242,1,11,14,1,3,61,121,1,7,06,1,83,13,03,05,06,025,05,1,,,,1,2,,593,21,,11,1,1,,1,,1,124,112,,3,10,0,3
50WN00112,50,2,3173,1,20,200,2384,1,11,24,1,3,61,121,1,3,05,1,52,15,03,09,09,034,04,2,,,,3,2,,347,21,23,11,1,1,,1,,1,101,100,,2,12,0,3
50WN00113,50,1,3174,1,23,231,1517,1,11,21,3,6,61,121,1,7,07,2,72,15,04,05,08,026,07,,,,,2,2,,529,21,16,11,3,3,,1,,1,107,80,,3,10,0,4
50WN00114,50,2,3175,1,27,270,1431,1,11,24,3,6,61,121,2,3,05,1,75,11,04,06,06,033,07,,,,,2,3,,544,21,24,11,3,3,,1,,1,132,92,,1,,0,4
50WN00115,50,2,3178,1,24,240,2306,1,11,00,1,3,61,121,1,1,06,1,69,13,03,05,08,032,07,4,,,,2,2,,521,21,33,11,1,1,,1,,1,116,60,,1,,0,3
50WN00116,50,1,3179,1,27,270,1692,1,11,28,1,5,61,121,1,7,08,1,100,15,04,05,06,027,07,,,,,3,3,,726,21,25,11,1,1,,1,,1,133,122,,1,,0,4
50WN00117,50,1,3180,1,20,200,2651,1,11,33,1,2,61,121,1,7,05,1,60,14,03,07,09,029,05,5,,,,4,2,,426,21,30,11,1,1,,1,,1,115,84,2,1,,0,2
50WN00118,50,1,3181,1,24,240,2584,1,11,00,1,2,61,121,1,7,09,2,75,13,03,06,07,026,06,,,,,2,2,,540,21,25,11,1,1,,1,,1,117,96,,3,10,0,2
50WN00119,50,1,3182,1,32,320,2428,1,11,00,1,3,60,120,1,4,07,1,83,14,03,06,07,029,06,2,,,,1,2,,592,22,17,11,1,1,,1,,1,120,120,,1,,0,3
50WN00120,50,2,3183,1,21,211,2417,1,11,27,1,3,60,120,1,3,06,1,60,15,03,06,06,040,05,,,,,2,2,,422,22,15,11,1,1,,1,,1,105,94,,1,,0,3
50WN00121,50,2,3184,1,23,231,1874,1,11,19,1,5,60,120,1,3,07,1,69,15,03,06,08,035,05,2,,,,1,2,,487,22,17,11,1,1,,1,,1,114,106,,1,,0,4
50WN00122,50,1,3185,1,23,231,2540,1,11,17,1,2,60,120,1,7,06,1,61,14,03,07,09,024,05,2,,,,1,2,,425,22,19,11,1,1,,1,,1,109,100,,3,10,0,2
50WN00123,50,1,3186,1,23,230,2003,1,11,19,1,4,60,120,1,7,06,1,74,14,04,06,07,033,06,3,,,,2,3,,508,22,10,11,1,1,,1,,1,116,130,,3,10,0,4
50WN00124,50,2,3187,1,34,340,2020,1,11,00,3,4,60,120,1,5,06,1,70,07,03,05,05,032,06,2,,,,2,2,,505,22,26,11,3,3,,0,,1,140,94,,3,36,0,4
50WN00125,50,2,3189,1,32,320,2462,1,11,00,1,3,60,120,2,1,06,1,77,12,03,05,07,032,08,,,,,2,2,,558,22,22,11,1,1,,1,,1,126,100,,1,,0,3
50WN00126,50,2,3190,1,20,200,2451,1,11,20,1,3,60,120,1,3,06,3,63,15,04,07,09,031,06,1,,,,2,2,,438,22,14,11,1,1,,1,,1,105,104,,2,35,0,3
50WN00127,50,2,3191,1,34,340,1211,1,11,00,1,7,60,120,1,1,07,1,81,11,03,04,06,035,07,2,,,,2,2,,565,22,19,11,1,1,,0,,1,134,132,,1,,0,5
50WN00128,50,1,3192,1,23,230,1860,1,11,16,1,5,60,120,1,7,09,1,85,15,04,06,07,033,06,,,,,3,3,,607,22,10,11,1,1,,1,,1,121,122,2,1,,0,4
50WN00129,50,2,3193,1,34,340,1701,1,11,00,1,5,60,120,2,1,04,1,80,12,03,04,05,033,07,2,,,,2,2,,575,22,19,11,1,1,,0,,1,124,110,,1,,0,4
50WN00130,50,1,3194,1,34,340,2021,1,11,00,1,4,60,120,1,7,07,1,90,10,03,03,06,037,06,,,,,2,2,,650,22,26,11,1,1,,0,,1,150,120,,1,,0,4
50WN00131,50,2,3198,1,23,231,2186,1,11,21,3,4,60,120,1,5,07,1,69,15,04,07,05,025,06,3,,,,3,2,,508,22,27,11,3,3,,1,,1,98,80,2,2,10,0,4
50WN00132,50,1,3199,1,20,200,2579,1,11,30,1,2,59,119,1,7,05,3,52,15,04,08,10,031,09,,,,,3,3,,348,23,21,11,1,1,,1,,1,102,106,,3,10,0,2
50WN00133,50,2,3200,1,23,231,2446,1,11,24,1,3,59,119,1,3,06,1,66,14,03,06,07,033,06,3,,,,3,2,,462,23,,11,1,1,,1,,1,114,110,2,1,,0,3
50WN00134,50,2,3201,1,20,200,1898,1,11,28,1,5,59,119,1,3,09,1,58,12,03,05,07,032,06,2,,,,2,2,,418,23,28,11,1,1,,1,,1,116,82,,1,,0,4
50WN00135,50,2,3202,1,20,200,2267,1,11,24,1,3,59,119,1,3,06,1,63,13,03,06,07,030,06,2,,,,3,2,,452,23,24,11,1,1,,1,,1,114,92,,1,,0,3
50WN00136,50,1,3203,1,27,270,1755,1,11,42,1,5,59,119,1,7,07,1,73,13,05,07,08,030,06,2,,,,2,2,,524,23,20,11,1,1,,1,,1,125,106,,3,10,0,4
50WN00137,50,2,3204,1,27,270,1828,1,11,27,1,5,59,119,1,3,06,1,71,10,03,06,05,028,05,,,,,2,3,,504,23,20,11,1,1,,1,,1,131,110,,1,,0,4
50WN00138,50,2,3205,1,20,200,1903,1,11,28,1,5,59,119,1,3,06,1,68,14,05,06,05,025,05,2,,,,3,2,,489,23,26,11,1,1,,1,,1,99,98,2,1,,0,4
