UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,INBRL,ADGBV,ADGACC,MADGBV,MADGACC,FLBVB,FLBVR,SAGE,STUDY
02WN00038,102048962,02,A8962,04,3,00,80,e14,8,2,2,1.0,1,1,2,95,219,124,13,11.0,58,79,0.548,77,4,1,,,0,B,.,BF,,Z6945,81,A8319,04,81,3,93,261,5,5,0,2.05,126.4,3,91,,,0,0,,,0.033,,,,,,,,
02WN00039,102048964,02,A8964,04,2,84,30,53,9,3,2,3.0,3,3,2,95,219,124,17,5.1,61,80,0.604,78,1,1,,,0,N,.,WF,RAT,A6501,04,A6678,04,88,3,93,261,8,7,94,2.11,104.6,3,93,,,0,0,,,0.059,,,,,,,,
02WN00040,102048965,02,A8965,04,3,84,30,53,9,3,2,3.0,3,3,2,95,219,124,15,8.3,70,92,0.675,89,1,1,,,0,N,.,WF,,A6501,04,A6678,04,88,3,93,261,8,3,98,2.11,104.6,3,105,,,0,0,,,0.059,,,,,,,,
02WN00041,102048966,02,A8966,04,1,81,30,03,8,2,2,2.0,2,2,1,95,217,122,2,6.2,58,84,0.638,83,1,1,,,0,M,.,,,A7355,04,A7369,04,81,3,93,252,5,3,96,2.02,115.3,3,94,,,0,0,,,0.103,,,,,,,,
02WN00042,102048967,02,A8967,04,1,81,30,03,8,2,2,2.0,2,2,1,95,217,122,11,4.4,61,85,0.661,84,1,1,4,,0,M,.,,H4 X,A7355,04,A7369,04,81,3,93,252,5,7,96,2.02,115.3,3,96,,,0,0,,,0.103,,,,,,,,
02WN00043,102048968,02,A8968,04,3,00,73,e62,5,1,1,1.0,1,1,1,95,217,122,10,11.2,61,84,0.597,83,1,1,,,0,F,.,,,A6761,04,A8157,04,00,3,97,248,1,1,0,1.95,111.6,7,,,,0,0,,,0.051,,,,,,,,
02WN00044,102048969,02,A8969,04,2,00,80,e14,8,2,2,1.0,1,1,1,95,217,122,11,10.0,49,73,0.516,72,3,1,,,0,B,.,WF,BRN.FEET,Z6945,81,A8515,04,81,3,93,261,5,5,0,2.05,123.0,3,84,,,0,0,,,0.032,,,,,,,,
02WN00045,102048970,02,A8970,04,3,00,80,e14,8,2,2,1.0,1,1,1,95,217,122,11,9.7,51,69,0.486,68,3,1,,,0,B,.,WF,BRN.FEET,Z6945,81,A8515,04,81,3,93,261,5,5,0,2.05,123.0,3,81,,,0,0,,,0.032,,,,,,,,
02WN00046,102048972,02,A8972,04,2,00,72,e11,9,3,1,1.0,1,1,1,95,217,122,15,6.8,29,31,0.198,31,1,1,,,0,F,XXX,WF,,A4142,04,A8268,04,82,3,93,273,7,2,0,2.15,101.2,3,37,,,0,0,,,0.031,,,,,,,,
02WN00047,102048974,02,A8974,04,2,00,80,e62,5,1,1,1.0,1,1,2,95,219,124,3,11.1,68,91,0.644,88,1,1,,,0,B,.,,,A6761,04,A8299,04,00,Z,93,259,1,1,0,1.79,105.6,Z,107,110,,0,0,,,0.051,,,,,,,,
02WN00048,102048975,02,A8975,04,2,00,73,e64,8,2,1,1.0,1,1,1,96,217,121,1,8.2,59,77,0.569,76,1,1,,,0,F, 14,,,A6563,04,A8174,04,00,2,92,262,3,2,0,2.05,110.2,2,91,94,,0,0,,,0.068,,,,,,,,
02WN00049,102048978,02,A8978,04,2,84,30,e65,8,2,1,1.0,1,1,1,96,217,121,2,7.3,50,71,0.526,70,1,1,,,0,N,.,WF,SHAG,A6827,04,A8685,04,84,3,93,261,3,2,92,2.05,109.0,3,84,,,0,0,,,0.109,,,,,,,,
02WN00050,102048979,02,A8979,04,2,00,73,e64,5,1,1,1.0,1,1,1,96,217,121,6,11.3,69,92,0.667,91,1,1,,,0,F, 13,,,A6563,04,A8407,04,00,2,92,262,1,1,0,1.95,113.2,2,99,108,,0,0,,,0.062,,,,,,,,
02WN00051,102048980,02,A8980,04,2,00,72,e11,5,1,1,1.0,1,1,1,97,217,120,1,10.4,69,71,0.505,71,1,1,,,0,F,.,WF,,A4142,04,A8616,04,81,3,93,261,1,1,0,1.95,109.2,3,88,,,0,0,,,0.035,,,,,,,,
02WN00052,102048982,02,A8982,04,3,00,80,e14,9,3,1,1.0,1,1,1,97,217,120,7,10.3,68,95,0.706,95,3,1,,,0,B,.,WF,,Z6945,81,A8673,04,83,3,93,261,7,2,0,2.15,114.0,3,110,,,0,0,,,0.021,,,,,,,,
02WN00053,102048983,02,A8983,04,2,84,30,e66,5,1,1,1.0,1,1,1,97,217,120,17,8.3,58,78,0.581,78,1,1,,,0,N, 11,,,A6642,04,A8294,04,84,2,92,262,1,1,97,1.95,110.6,2,85,89,,0,0,,,0.103,,,,,,,,
02WN00054,102048984,02,A8984,04,3,84,30,e65,5,1,1,1.0,1,1,1,97,217,120,10,10.4,74,97,0.722,97,2,1,,,0,N,.,WF,,A6827,04,A8863,04,84,3,93,261,1,1,107,1.95,114.4,3,111,,,0,0,,,0.106,,,,,,,,
02WN00055,102048985,02,A8985,04,3,00,80,04,5,1,1,5.0,5,4,1,97,217,120,5,11.6,89,116,0.87,116,1,1,,,0,B,.,WF,,A6934,04,Z4375,81,00,3,93,261,1,1,0,2.09,149.5,3,128,,,0,0,,,0.04,,,,,,,,
02WN00056,102048986,02,A8986,04,2,81,30,01,7,2,1,2.0,2,2,1,97,217,120,5,9.3,50,78,0.573,78,1,1,,,0,M, 11,,4TEATS,A7882,04,A7866,04,81,2,92,262,3,2,89,2.02,94.7,2,88,98,,0,0,,,0.1,,,,,,,,
02WN00057,102048987,02,A8987,04,1,84,30,53,8,2,2,2.0,2,2,1,97,217,120,11,9.8,64,87,0.643,87,1,1,,,0,N,EXP,,,A6501,04,A7313,04,88,1,,,5,5,108,2.02,136.3,1,96,,,0,0,,,0.054,,,,,,,,E&C
02WN00058,102048988,02,A8988,04,1,84,30,53,8,2,2,2.0,2,2,1,97,217,120,10,9.4,57,77,0.563,77,1,1,2,,0,N,.,,H2,A6501,04,A7313,04,88,3,93,252,5,5,104,2.02,136.3,3,87,,,0,0,,,0.054,,,,,,,,
02WN00059,102048989,02,A8989,04,2,84,30,e62,5,1,1,1.0,1,1,1,97,217,120,11,10.3,68,88,0.648,88,1,1,,,0,N,.,e12,,A6761,04,A8236,04,84,1,,,1,1,103,1.95,112.6,1,96,,,0,0,,,0.112,,,,,,,,
02WN00060,102048991,02,A8991,04,1,84,30,e62,8,2,1,1.0,1,1,1,97,217,120,7,11.0,79,101,0.75,101,1,1,,,0,N,.,,CR.FR.LEGS,A6761,04,A8443,04,84,3,93,252,3,2,104,2.05,115.2,3,107,,,0,0,,,0.116,,,,,,,,
02WN00061,102048993,02,A8993,04,3,00,80,e14,8,2,1,1.0,1,1,1,97,217,120,11,9.8,81,108,0.818,108,1,1,,,0,B,.,WF,,Z6945,81,A8493,04,83,3,93,261,3,2,0,2.05,116.6,3,124,,,0,0,,,0.034,,,,,,,,
02WN00062,102048994,02,A8994,04,2,82,30,23,8,2,2,7.0,7,5,1,97,217,120,6,8.5,55,72,0.529,72,1,1,,,0,C,.,WF,SHAG,A7506,04,A1927,04,82,3,93,261,5,5,91,1.79,104.5,3,87,,,0,0,,,0.064,,,,,,,,
02WN00063,102048995,02,A8995,04,1,82,30,23,8,2,2,7.0,7,5,1,97,217,120,5,9.8,64,88,0.652,88,1,1,,,0,C,.,,,A7506,04,A1927,04,82,3,93,252,5,5,93,1.79,104.5,3,96,,,0,0,,,0.064,,,,,,,,
02WN00064,102048997,02,A8997,04,3,00,80,e64,8,2,1,1.0,1,1,1,97,217,120,4,10.3,73,105,0.789,105,3,1,,,0,B,.,WF,TAIL EATEN,A6563,04,Z7083,81,00,3,93,261,3,2,0,1.89,109.0,3,114,,,0,0,,,0.045,,,,,,,,
02WN00065,102048998,02,A8998,04,1,84,30,53,8,2,2,3.0,3,3,1,97,217,120,3,9.7,59,77,0.561,77,1,1,,,0,N,.,,,A6501,04,90121,09,88,3,93,252,5,5,85,1.82,98.7,3,86,,,0,0,,,0.049,,,,,,,,
02WN00066,102048999,02,A8999,04,2,84,30,53,8,2,2,3.0,3,3,1,97,217,120,2,8.9,55,78,0.576,78,1,1,,,0,N,.,WF,COARSE,A6501,04,90121,09,88,3,93,261,5,5,91,1.82,98.7,3,88,,,0,0,,,0.049,,,,,,,,
02WN00067,102049001,02,A9001,04,2,00,80,e66,8,2,1,1.0,1,1,1,97,217,120,4,7.5,60,87,0.663,87,1,1,,,0,B,.,,,A6642,04,Z7253,81,00,Z,93,259,3,2,0,1.89,105.4,Z,93,96,,0,0,,,0.042,,,,,,,,
02WN00068,102049005,02,A9005,04,3,00,72,e11,9,3,1,1.0,1,1,2,97,219,122,11,9.8,68,89,0.649,88,1,1,,,0,F,.,WF,,A4142,04,A8396,04,82,3,93,261,7,2,0,2.15,112.6,3,97,,,0,0,,,0.034,,,,,,,,
02WN00069,102049006,02,A9006,04,2,00,80,e66,8,2,1,1.0,1,1,2,98,219,121,1,9.8,58,79,0.572,78,1,1,,,0,B,.,,,A6642,04,A8181,04,00,6,13,198,3,2,0,1.89,103.6,6,,,,0,0,,,0.043,,,,,,,,
02WN00070,102049009,02,A9009,04,3,00,72,e12,8,2,1,1.0,1,1,2,98,219,121,10,7.8,60,78,0.58,77,1,1,,,0,F,.,WF,,A4203,04,A8780,04,81,3,93,261,3,2,0,2.05,110.4,3,93,,,0,0,,,0.038,,,,,,,,
02WN00071,102049010,02,A9010,04,2,84,30,e64,8,2,2,1.0,1,1,2,98,219,121,13,7.2,51,70,0.519,69,1,1,,,0,N,.,WF,BUSH,A6563,04,A8439,04,84,3,93,261,5,5,96,2.05,118.0,3,76,,,0,0,,,0.057,,,,,,,,
02WN00072,102049011,02,A9011,04,2,84,30,e64,8,2,2,1.0,1,1,2,98,219,121,11,8.1,33,46,0.313,46,1,1,,,0,N,.,WF,X,A6563,04,A8439,04,84,3,93,261,5,5,84,2.05,118.0,3,58,,,0,0,,,0.057,,,,,,,,
02WN00073,102049014,02,A9014,04,2,84,30,e62,8,2,1,1.0,1,1,1,98,217,119,11,7.5,56,85,0.651,86,1,1,,,0,N,.,WF,BRITCHY,A6761,04,A8172,04,84,3,93,261,3,2,102,2.05,112.2,3,95,,,0,0,,,0.14,,,,,,,,
02WN00074,102049015,02,A9015,04,1,82,30,25,7,2,1,4.0,4,4,1,98,217,119,11,10.8,66,90,0.666,91,1,1,,,0,C,CTL,,,A7105,04,A5103,04,82,1,,,3,2,110,2.18,136.2,1,103,,,0,0,,,0.067,,,,,,,,E&C
02WN00075,102049017,02,A9017,04,1,83,30,42,9,3,2,5.0,5,4,2,98,219,121,10,8.2,44,62,0.445,62,1,1,,,0,W,.,,X,A6529,04,A4129,04,73,3,93,252,8,5,81,2.09,105.8,3,69,,,0,0,,,0.063,,,,,,,,
02WN00076,102049018,02,A9018,04,2,83,30,42,9,3,2,5.0,5,4,2,98,219,121,14,8.7,53,69,0.498,69,1,1,,,0,W,  4,,4TEATS,A6529,04,A4129,04,73,2,92,262,8,5,90,2.09,105.8,2,83,92,,0,0,,,0.063,,,,,,,,
02WN00077,102049019,02,A9019,04,2,84,30,53,8,2,2,3.0,3,3,1,98,217,119,11,8.5,59,78,0.584,79,1,1,,,0,N,  L,,,A6501,04,91174,09,88,2,92,263,5,5,92,1.82,101.2,2,86,93,,0,0,,,0.052,,,,,,,,
02WN00078,102049020,02,A9020,04,1,84,30,53,8,2,2,3.0,3,3,1,98,217,119,15,9.4,57,81,0.602,82,1,1,2,,0,N,.,,H2,A6501,04,91174,09,88,3,93,252,5,5,88,1.82,101.2,3,93,,,0,0,,,0.052,,,,,,,,
02WN00079,102049021,02,A9021,04,3,00,72,51,8,2,2,5.0,5,4,2,98,219,121,9,9.3,69,94,0.7,93,1,1,,,0,F,.,WF,,A6998,04,A4211,04,00,3,93,261,5,6,0,1.65,117.8,3,108,,,0,0,,,0.04,,,,,,,,
02WN00080,102049022,02,A9022,04,3,00,72,51,8,2,2,5.0,5,4,2,98,219,121,11,11.6,70,91,0.656,90,1,1,,,0,F,.,WF,,A6998,04,A4211,04,00,3,93,261,5,4,0,1.65,117.8,3,102,,,0,0,,,0.04,,,,,,,,
02WN00081,102049023,02,A9023,04,2,84,30,53,9,3,3,3.5,3,3,2,98,219,121,8,6.9,51,70,0.521,69,1,1,,,0,N,  L,,,A6501,04,A5776,04,73,2,92,263,9,8,103,2.11,131.6,2,82,89,,0,0,,,0.038,,,,,,,,
02WN00082,102049024,02,A9024,04,1,84,30,53,9,3,3,3.5,3,3,2,98,219,121,15,7.8,46,73,0.539,72,1,1,,,0,N,.,,,A6501,04,A5776,04,73,3,93,252,9,8,99,2.11,131.6,3,80,,,0,0,,,0.038,,,,,,,,
02WN00083,102049025,02,A9025,04,1,84,30,53,9,3,3,3.5,3,3,2,98,219,121,16,8.8,56,76,0.555,75,1,1,,,0,N,.,,BUSH,A6501,04,A5776,04,73,3,93,252,9,8,100,2.11,131.6,3,81,,,0,0,,,0.038,,,,,,,,
02WN00084,102049026,02,A9026,04,2,84,30,55,9,3,1,4.5,4,4,3,98,224,126,2,9.1,81,104,0.753,99,1,1,,,0,N,.,e13,,A6641,04,A4756,04,73,1,,,7,2,112,2.3,118.9,1,112,,,0,0,,,0.039,,,,,,,,
02WN00085,102049027,02,A9027,04,1,82,30,20,5,1,1,3.0,3,3,1,98,217,119,9,8.5,70,98,0.752,99,1,1,,,0,C,.,,,A7133,04,A6211,04,82,3,93,252,1,1,91,1.54,91.0,3,105,,,0,0,,,0.065,,,,,,,,
02WN00086,102049031,02,A9031,04,1,84,30,53,9,3,3,5.5,5,4,2,98,219,121,11,8.5,55,72,0.525,71,1,1,,,0,N,.,,BUSH,A6501,04,A3969,04,73,3,93,252,9,8,102,2.42,137.9,3,79,,,0,0,,,0.042,,,,,,,,
02WN00087,102049032,02,A9032,04,1,84,30,53,9,3,3,5.5,5,4,2,98,219,121,5,9.3,62,87,0.642,86,1,1,3,1-,0,N,.,,F1- H3,A6501,04,A3969,04,73,3,93,252,9,8,109,2.42,137.9,3,97,,,0,0,,,0.042,,,,,,,,
02WN00088,102049033,02,A9033,04,1,84,30,53,9,3,3,5.5,5,4,2,98,219,121,9,9.8,48,73,0.522,72,1,1,,,0,N,.,,BUSH,A6501,04,A3969,04,73,3,93,252,9,8,102,2.42,137.9,3,82,,,0,0,,,0.042,,,,,,,,
02WN00089,102049034,02,A9034,04,2,84,30,e62,5,1,1,1.0,1,1,1,98,217,119,7,11.2,67,91,0.671,92,1,1,,,0,N,.,e11,,A6761,04,A8578,04,84,1,,,1,1,105,1.95,113.4,1,102,,,0,0,,,0.114,,,,,,,,
02WN00090,102049035,02,A9035,04,3,81,30,01,5,1,1,3.0,3,3,1,98,217,119,6,11.1,87,110,0.831,111,1,1,,,0,M,.,WF,TB1,A7882,04,A6341,04,81,3,93,261,1,1,119,1.82,124.3,3,127,,,0,0,,,0.063,,,,,,,,
02WN00091,102049036,02,A9036,04,3,84,30,55,9,3,2,3.0,3,3,2,98,219,121,7,7.2,58,68,0.502,67,1,1,,,0,N,.,WF,,A6641,04,90059,09,88,3,93,261,8,4,87,2.25,103.4,3,77,,,0,0,,,0.054,,,,,,,,
02WN00092,102049037,02,A9037,04,3,84,30,55,9,3,2,3.0,3,3,2,98,219,121,9,6.0,53,65,0.488,65,1,1,,,0,N,.,WF,,A6641,04,90059,09,88,3,93,261,8,6,86,2.25,103.4,3,73,,,0,0,,,0.054,,,,,,,,
02WN00093,102049038,02,A9038,04,3,84,30,55,9,3,1,3.0,3,3,2,98,219,121,11,6.2,62,83,0.635,82,1,1,,,0,N,.,WF,,A6641,04,90059,09,88,3,93,261,7,2,94,2.25,103.4,3,95,,,0,0,,,0.054,,,,,,,,
02WN00094,102049039,02,A9039,04,2,82,30,23,9,3,2,6.0,6,4,2,98,219,121,6,7.7,59,75,0.556,74,1,1,,,0,C,  L,,,A7506,04,A2884,04,82,2,92,263,8,5,95,1.9,110.7,2,86,95,,0,0,,,0.07,,,,,,,,
02WN00095,102049040,02,A9040,04,1,82,30,23,9,3,2,6.0,6,4,2,98,219,121,5,8.1,67,85,0.636,84,1,1,,,0,C,.,,,A7506,04,A2884,04,82,3,93,252,8,5,94,1.9,110.7,3,93,,,0,0,,,0.07,,,,,,,,
