UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TRT,BAND
63WN01756,63,1,2492,5,20,202,2041,4,48,34,5,7,79,139,1,2,,1,74,05,03,10,08,051,23,3,4,2,,8,48,2360,48,468,46,25,20,1,8,,172,89,,4,5,5,2,,1
63WN01757,63,2,2493,5,20,202,2041,4,48,34,5,7,79,139,1,1,,1,47,06,03,11,12,042,36,2,3,2,,8,48,2360,48,286,28,25,20,1,6,,150,72,,4,5,5,2,,1
63WN01758,63,1,2494,5,20,202,2432,4,48,37,1,2,79,139,1,2,,3,63,09,03,10,10,052,26,3,4,2,,8,48,2360,48,378,37,28,20,1,8,,139,105,,3,2,1,1,,1
63WN01759,63,2,2496,5,20,202,2438,4,48,40,1,2,75,135,1,1,,2,60,09,03,09,09,050,16,2,3,2,,8,48,2360,48,381,38,37,20,1,1,,138,86,,5,2,1,1,,1
63WN01760,63,1,2497,5,20,202,2363,4,48,41,1,3,73,133,1,2,,2,81,08,03,08,08,057,35,5,5,1,,8,48,2360,48,538,53,31,20,1,8,,157,94,,5,3,1,1,,1
63WN01761,63,2,2498,5,20,202,2090,4,48,34,4,6,73,133,1,2,,2,84,06,03,08,08,054,30,3,4,2,,8,48,2360,48,556,55,25,20,1,6,,173,100,,5,4,3,3,,1
63WN01762,63,1,2501,5,21,212,2206,4,48,40,5,5,71,131,1,4,,1,44,09,03,10,13,053,17,4,4,1,,8,48,2345,48,276,27,38,21,1,6,,137,78,,4,4,5,2,,1
63WN01763,63,1,2502,5,21,212,2206,4,48,40,5,5,71,131,1,1,,2,65,09,03,09,11,048,35,3,4,2,,8,48,2345,48,420,42,38,21,1,0,,150,100,,5,4,5,2,,1
63WN01764,63,2,2503,5,21,212,2198,4,48,53,5,5,70,130,1,1,,1,67,07,03,07,10,063,7,5,7,3,,8,48,2345,48,462,46,38,21,1,2,,176,70,,4,4,5,2,,1
63WN01765,63,2,2504,5,21,212,2198,4,48,53,5,5,70,130,1,1,,1,60,05,03,09,11,073,23,8,9,2,,8,48,2345,48,392,39,38,21,1,2,6,189,90,,4,4,5,2,,1
63WN01766,63,1,2507,5,20,202,4545,4,41,34,3,4,68,128,1,2,,2,82,06,03,08,10,052,1,3,4,2,,1,48,2360,48,552,55,25,20,1,2,,171,114,,5,4,3,3,,2
63WN01767,63,2,5835,6,01,010,4058,6,61,47,3,3,89,149,1,1,,1,85,09,03,05,05,071,3,6,7,2,,1,61,4866,61,518,51,29,01,1,8,,142,78,,4,3,3,3,,1
63WN01768,63,1,5836,6,01,010,4058,6,61,47,4,3,89,149,1,4,,1,63,09,03,08,11,074,5,6,8,3,,1,61,4866,61,365,36,29,01,1,5,,129,86,,4,3,3,3,,1
63WN01769,63,1,5837,6,03,030,4093,6,61,32,3,3,89,149,1,1,,2,89,08,03,05,06,062,13,6,7,2,,1,61,5107,61,545,54,25,03,1,5,,127,78,,5,3,3,3,,1
63WN01770,63,1,5839,6,72,813,3338,6,61,,3,4,88,148,1,1,,1,76,08,03,07,09,061,39,4,5,2,,1,61,4576,61,482,48,,71,3,2,,109,46,,4,4,3,3,,1
63WN01771,63,2,5840,6,10,100,4681,6,61,24,1,2,87,147,1,1,,1,76,11,03,07,08,078,40,6,8,3,,1,61,3552,61,464,46,28,10,1,4,,144,78,,4,2,1,1,,1
63WN01772,63,2,5842,6,06,060,2820,6,61,30,1,4,86,146,1,1,,1,97,09,06,06,05,053,26,3,3,1,,1,61,4844,61,585,58,17,06,1,5,,139,116,,4,4,1,1,,1
63WN01773,63,2,5845,6,72,943,3125,6,61,,1,4,84,144,1,1,,1,97,08,03,05,05,080,23,7,9,3,,1,61,4411,61,599,59,,71,3,9,,132,108,,4,4,1,1,,1
63WN01774,63,1,5846,6,72,943,4869,6,61,,1,2,84,144,1,1,,1,88,09,03,06,07,057,8,4,5,2,,1,61,4411,61,542,54,,72,3,2,,123,100,,4,2,1,1,,1
63WN01775,63,1,5848,6,01,010,4040,6,61,36,3,3,84,144,1,1,,2,112,09,05,06,06,051,16,4,5,2,,1,61,4866,61,714,71,25,01,1,4,,155,92,,5,3,3,3,,1
63WN01776,63,2,5853,6,01,010,5074,6,61,34,1,2,84,144,1,1,,1,67,09,03,06,07,066,36,5,5,1,,1,61,4866,61,403,40,28,01,1,3,,130,90,,4,2,1,1,,1
63WN01777,63,1,5854,6,72,913,3634,6,61,,5,3,83,143,1,1,,2,94,09,03,06,06,058,35,4,4,1,,1,61,4421,61,592,59,,71,3,2,,142,94,,5,3,5,2,,1
63WN01778,63,2,5855,6,72,913,3634,6,61,,5,3,83,143,1,1,,1,80,09,03,06,07,054,11,4,5,2,,1,61,4421,61,491,49,,71,3,1,,131,98,,4,3,5,2,,1
63WN01779,63,1,5857,6,01,010,1454,6,61,26,3,7,83,143,1,2,,2,94,10,03,05,06,083,36,8,9,2,,1,61,4866,61,593,59,20,01,1,3,,141,92,,5,5,3,3,,1
63WN01780,63,1,5859,6,06,060,0213,6,61,27,5,9,83,143,1,1,,1,85,09,03,07,08,053,12,3,4,2,,1,61,4844,61,523,52,12,06,1,3,,145,102,,4,5,5,2,,1
63WN01781,63,1,5860,6,06,060,0213,6,61,27,5,9,83,143,1,1,,1,81,09,03,07,10,056,28,4,5,2,,1,61,4844,61,487,48,12,06,1,7,,141,114,,4,5,5,2,,1
63WN01782,63,2,5862,6,70,723,2946,6,61,,3,4,83,143,1,1,,4,96,09,03,04,05,075,3,4,5,2,,1,61,4338,61,599,59,,75,2,9,,142,104,,6,4,3,3,,1
63WN01783,63,2,5863,6,70,723,4624,6,61,,1,2,85,145,1,1,,2,92,08,03,05,07,072,4,5,7,3,,1,61,4338,61,553,55,,70,2,3,,144,118,,5,2,1,1,,4
63WN01784,63,1,5864,6,72,953,5007,6,61,,1,2,83,143,1,1,,2,84,10,03,05,07,071,7,8,9,2,,1,61,4398,61,523,52,,72,3,3,,111,92,,5,2,1,1,,1
63WN01785,63,2,5865,6,01,010,1761,6,61,28,1,6,83,143,1,1,,3,90,09,03,05,06,100,27,9,9,1,,1,61,4866,61,541,54,31,01,1,1,,154,126,,3,4,1,1,,1
63WN01786,63,1,5866,6,07,070,2414,6,61,24,5,5,83,143,1,1,,1,89,10,03,06,07,060,40,5,6,2,,1,61,4004,61,569,56,16,07,1,9,,141,76,,4,4,5,2,,1
63WN01787,63,1,5867,6,07,070,2414,6,61,24,5,5,83,143,1,1,,2,78,09,03,06,08,063,28,5,6,2,,1,61,4004,61,498,49,16,07,1,8,3,134,68,,5,4,5,2,,1
63WN01788,63,2,5868,6,03,030,4221,6,61,39,1,3,83,143,1,1,,3,86,10,03,07,08,064,30,6,6,1,,1,61,5107,61,517,51,29,03,1,7,,142,120,,3,3,1,1,,1
63WN01789,63,1,5869,6,01,010,4880,6,61,39,1,2,83,143,1,2,,1,66,11,03,07,11,059,6,5,6,2,,1,61,4866,61,390,39,38,01,1,0,3,127,102,,4,2,1,1,,1
63WN01790,63,1,5870,6,70,723,3854,6,61,,3,3,85,145,1,1,,2,99,09,04,06,07,070,1,5,7,3,,1,61,4338,61,611,61,,70,2,1,,142,104,,5,3,3,3,,4
63WN01791,63,2,5871,6,70,723,4321,6,61,,5,3,85,145,1,1,,1,83,09,04,06,06,057,3,4,5,2,,1,61,4338,61,503,50,,70,2,3,,138,100,,4,3,5,2,,4
63WN01792,63,2,5872,6,70,723,4321,6,61,,5,3,85,145,1,1,,2,76,09,03,06,07,065,4,4,5,2,,1,61,4338,61,468,46,,70,2,8,,140,82,,5,3,5,2,,4
63WN01793,63,1,5873,6,70,713,3112,6,61,,5,4,83,143,1,2,,2,84,09,03,07,09,050,7,3,4,2,,1,61,5004,61,522,52,,70,2,2,3,128,94,,5,4,5,2,,1
63WN01794,63,1,5874,6,70,713,3112,6,61,,5,4,83,143,1,4,,1,92,09,03,05,07,066,2,5,6,2,,1,61,5004,61,587,58,,70,2,7,,136,80,,4,4,5,2,,1
63WN01795,63,1,5875,6,10,100,1830,6,61,25,3,6,83,143,1,1,,2,96,09,03,06,07,069,39,4,5,2,,1,61,3552,61,610,61,19,10,1,0,,148,88,,5,4,3,3,,1
63WN01796,63,1,5877,6,70,733,3846,6,61,,5,3,83,143,1,1,,2,73,12,03,08,08,058,40,6,7,2,,1,61,4549,61,452,45,,70,2,2,3,117,84,,5,3,5,2,,1
63WN01797,63,1,5878,6,70,733,3846,6,61,,5,3,83,143,1,1,,1,51,12,03,09,12,045,18,4,4,1,,1,61,4549,61,310,31,,70,2,0,3,98,66,,4,3,5,2,,1
63WN01798,63,2,5879,6,72,953,4205,6,61,,5,3,83,143,1,1,,1,100,09,03,05,05,065,6,5,7,3,,1,61,4398,61,635,63,,71,3,5,,153,92,,4,3,5,2,,1
63WN01799,63,2,5880,6,72,953,4205,6,61,,5,3,83,143,1,1,,1,72,10,03,06,05,067,13,5,6,2,,1,61,4398,61,445,44,,71,3,5,,129,84,,4,3,5,2,,1
63WN01800,63,2,5881,6,70,723,2114,6,61,,5,5,85,145,1,1,,2,78,10,04,06,07,051,1,4,4,1,,1,61,4338,61,476,47,,75,2,6,2,123,90,,5,4,5,2,,4
63WN01801,63,1,5882,6,70,723,2114,6,61,,5,5,85,145,1,1,,4,85,08,03,06,07,055,4,4,4,1,,1,61,4338,61,519,51,,75,2,9,3,128,98,,6,4,5,2,,4
63WN01802,63,2,5883,6,03,030,4345,6,61,28,1,3,83,143,1,1,,1,75,09,03,07,08,066,37,6,7,2,,1,61,5107,61,446,44,23,03,1,6,,128,112,,4,3,1,1,,1
63WN01803,63,2,5884,6,72,933,4831,6,61,,1,2,83,143,1,1,,1,71,11,03,07,09,066,33,5,5,1,,1,61,4752,61,421,42,,72,3,1,,120,108,,4,2,1,1,,1
63WN01804,63,2,5885,6,70,713,1009,6,61,,5,7,83,143,1,1,,2,66,09,03,07,08,056,12,4,5,2,,1,61,5004,61,393,39,,70,2,3,2,119,98,,5,5,5,2,,1
63WN01805,63,1,5886,6,70,713,1009,6,61,,5,7,83,143,1,1,,4,93,09,03,06,08,063,27,6,6,1,,1,61,5004,61,572,57,,70,2,2,,135,112,,6,5,5,2,,1
63WN01806,63,2,5887,6,03,030,0727,6,61,36,1,8,83,143,1,1,,1,95,09,03,05,06,090,8,9,9,1,,1,61,5107,61,586,58,31,03,1,6,,154,112,,4,5,1,1,,1
63WN01807,63,1,5888,6,01,010,3531,6,61,30,1,4,82,142,1,4,,2,110,09,03,05,06,071,27,5,5,1,,1,61,4866,61,696,69,21,01,1,6,,156,112,,5,4,1,1,,1
63WN01808,63,1,5889,6,70,733,3403,6,61,,1,4,82,142,1,1,,6,114,09,04,05,05,065,16,5,5,1,,1,61,4549,61,717,71,,70,2,7,3,139,122,,7,4,1,1,,1
63WN01809,63,2,5890,6,10,100,2819,6,61,25,5,4,82,142,3,1,,1,104,09,03,05,06,071,40,6,6,1,,1,61,3552,61,662,66,30,10,1,2,3,170,100,,4,4,5,2,,1
63WN01810,63,1,5891,6,10,100,2819,6,61,25,5,4,82,142,1,2,,2,102,09,03,05,09,073,4,7,9,3,,1,61,3552,61,651,65,30,10,1,1,3,162,96,,5,4,5,2,,1
63WN01811,63,2,5892,6,10,100,2362,6,61,31,5,5,82,142,1,1,,1,66,09,03,08,08,062,40,5,6,2,,1,61,3552,61,394,39,24,10,1,4,,136,100,,4,4,5,2,,1
63WN01812,63,1,5893,6,10,100,2362,6,61,31,5,5,82,142,1,1,,1,79,11,03,07,08,051,4,4,5,2,,1,61,3552,61,473,47,24,10,1,3,,135,118,,4,4,5,2,,1
63WN01813,63,2,5896,6,70,733,4519,6,61,,1,2,82,142,1,1,,1,99,10,03,05,06,069,24,5,7,3,,1,61,4549,61,615,61,,70,2,5,,145,116,,4,2,1,1,,1
63WN01814,63,1,5898,6,01,010,0438,6,61,23,1,8,82,142,1,1,,2,90,11,04,06,07,074,35,7,8,2,,1,61,4866,61,556,55,14,01,1,6,,131,110,,5,5,1,1,,1
63WN01815,63,1,5899,6,06,060,3749,6,61,31,1,3,82,142,3,1,,1,85,09,07,06,07,051,6,3,4,2,,1,61,4844,61,525,52,35,06,1,5,3,135,104,,4,3,1,1,,1
63WN01816,63,1,5900,6,70,723,3714,6,61,,3,3,84,144,1,1,,2,77,10,03,06,08,068,3,5,7,3,,1,61,4338,61,464,46,,70,2,4,3,120,102,,5,3,3,3,,4
63WN01817,63,2,5902,6,01,010,2713,6,61,30,4,5,82,142,1,1,,2,90,09,03,05,06,078,37,6,6,1,,1,61,4866,61,570,57,22,01,1,0,,147,90,,5,4,3,3,,1
63WN01818,63,2,5903,6,01,010,2713,6,61,30,3,5,82,142,1,1,,2,79,08,03,06,06,066,5,4,5,2,,1,61,4866,61,499,49,22,01,1,9,,136,82,,5,4,3,3,,1
63WN01819,63,2,5904,6,09,090,4199,6,61,33,1,3,82,142,1,1,,5,109,07,03,05,05,068,16,5,7,3,,1,61,4946,61,677,67,31,09,1,7,3,167,128,,2,3,1,1,,1
63WN01820,63,1,5905,6,70,733,4502,6,61,,1,2,82,142,1,1,,3,91,11,03,07,06,057,30,4,5,2,,1,61,4549,61,555,55,,70,2,5,3,128,122,,3,2,1,1,,1
63WN01821,63,1,5906,6,06,060,4177,6,61,26,1,3,82,142,1,1,,1,93,08,03,06,06,055,38,4,4,1,,1,61,4844,61,575,57,22,06,1,5,3,135,114,,4,3,1,1,,1
63WN01822,63,1,5908,6,72,863,3852,6,61,,5,3,82,142,1,1,,1,83,09,03,07,08,056,5,4,5,2,,1,61,4950,61,511,51,,71,3,1,,133,104,,4,3,5,2,,1
63WN01823,63,1,5909,6,72,863,3852,6,61,,5,3,82,142,1,1,,1,101,07,04,05,05,056,16,4,4,1,,1,61,4950,61,637,63,,71,3,7,,144,106,,4,3,5,2,,1
63WN01824,63,2,5910,6,70,723,2444,6,61,,5,5,84,144,2,1,,4,79,09,03,06,07,076,4,6,6,1,,1,61,4338,61,475,47,,75,2,5,,139,106,,6,4,5,2,,4
63WN01825,63,1,5911,6,70,723,2444,6,61,,5,5,84,144,1,1,,2,90,09,03,07,07,062,3,6,6,1,,1,61,4338,61,551,55,,75,2,1,,132,106,,5,4,5,2,,4
63WN01826,63,2,5912,6,70,723,2469,6,61,,5,5,83,143,1,1,,4,80,10,03,07,06,055,3,4,5,2,,1,61,4338,61,492,49,,75,2,2,,131,96,,6,4,5,2,,4
63WN01827,63,1,5913,6,70,723,2469,6,61,,5,5,83,143,1,1,,2,85,11,03,06,08,075,3,6,7,2,,1,61,4338,61,514,51,,75,2,4,,140,115,,5,4,5,2,,4
63WN01828,63,2,5914,6,09,090,1556,6,61,30,1,6,81,141,1,1,,1,90,08,03,05,05,073,5,6,7,2,,1,61,4946,61,558,55,27,09,1,8,,141,113,,4,4,1,1,,1
63WN01829,63,1,5916,6,70,733,1002,6,61,,3,7,81,141,1,1,,1,123,08,03,06,06,063,29,4,4,1,,1,61,4549,61,799,79,,70,2,9,,160,104,,4,5,3,3,,1
63WN01830,63,2,5918,6,72,813,2177,6,61,,1,5,81,141,1,1,,2,100,10,03,05,07,087,32,8,9,2,,1,61,4576,61,623,62,,71,3,3,,140,122,,5,4,1,1,,1
63WN01831,63,2,5919,6,72,903,4057,6,61,,1,3,81,141,1,1,,1,105,09,03,04,05,072,5,5,6,2,,1,61,4489,61,650,65,,71,3,0,,147,134,,4,3,1,1,,1
63WN01832,63,1,5920,6,70,723,3272,6,61,,5,4,83,143,1,2,,2,98,10,03,06,08,063,4,6,6,1,,1,61,4338,61,596,59,,70,2,6,,141,128,,5,4,5,2,,4
63WN01833,63,2,5921,6,70,723,3272,6,61,,5,4,83,143,1,1,,2,80,09,03,06,07,065,4,4,5,2,,1,61,4338,61,497,49,,70,2,7,,140,90,,5,4,5,2,,4
63WN01834,63,2,5922,6,70,733,1944,6,61,,5,6,81,141,1,1,,2,95,09,04,06,05,058,39,6,8,3,,1,61,4549,61,597,59,,75,2,7,,134,108,,5,4,5,2,,1
63WN01835,63,1,5923,6,70,733,1944,6,61,,5,6,81,141,1,1,,2,87,09,03,06,07,056,38,5,6,2,,1,61,4549,61,539,53,,75,2,9,3,124,110,,5,4,5,2,,1
63WN01836,63,2,5924,6,70,713,4710,6,61,,5,2,81,141,1,1,,1,60,10,03,08,09,063,12,4,5,2,,1,61,5004,61,365,36,,70,2,5,,132,86,,4,2,5,2,,1
63WN01837,63,1,5925,6,70,713,4710,6,61,,5,2,81,141,1,1,,2,80,11,03,06,08,069,17,5,6,2,,1,61,5004,61,506,50,,70,2,6,,142,86,,5,2,5,2,,1
63WN01838,63,1,5926,6,70,713,2305,6,61,,1,5,81,141,1,1,,1,117,09,03,06,05,062,30,4,4,1,,1,61,5004,61,736,73,,70,2,6,,146,132,,4,4,1,1,,1
63WN01839,63,2,5927,6,70,733,2639,6,61,,5,5,81,141,1,1,,1,86,09,03,07,06,063,28,6,7,2,,1,61,4549,61,536,53,,70,2,6,,133,104,,4,4,5,2,,1
63WN01840,63,2,5928,6,70,733,2639,6,61,,5,5,81,141,1,1,,1,86,09,03,06,06,071,39,5,6,2,,1,61,4549,61,536,53,,70,2,6,,144,104,,4,4,5,2,,1
63WN01841,63,2,5929,6,70,713,4632,6,61,,1,2,81,141,1,1,,1,85,12,03,05,04,062,15,4,4,1,,1,61,5004,61,519,51,,70,2,9,2,128,118,,4,2,1,1,,1
63WN01842,63,2,5930,6,70,723,3508,6,61,,5,4,83,143,1,1,,1,87,08,03,05,06,076,1,5,5,1,,1,61,4338,61,531,53,,70,2,1,,150,110,,4,4,5,2,,4
63WN01843,63,1,5931,6,70,723,3508,6,61,,5,4,83,143,1,1,,2,73,09,03,07,09,069,3,6,8,3,,1,61,4338,61,428,42,,70,2,8,3,125,118,,5,4,5,2,,4
63WN01844,63,2,5932,6,70,723,4497,6,61,,1,2,83,143,1,1,,2,90,09,03,05,07,072,1,5,5,1,,1,61,4338,61,561,56,,70,2,1,,143,98,,5,2,1,1,,4
63WN01845,63,2,5933,6,03,030,4103,6,61,39,1,3,81,141,1,1,,1,106,09,04,05,04,065,5,5,7,3,,1,61,5107,61,667,66,35,03,1,7,,163,120,,4,3,1,1,,1
63WN01846,63,1,5934,6,03,030,4436,6,61,29,1,2,81,141,1,1,,1,90,14,03,07,07,053,33,3,4,2,,1,61,5107,61,569,56,44,03,1,9,,152,98,,4,2,1,1,,1
63WN01847,63,1,5937,6,70,713,3915,6,61,,3,3,80,140,1,1,,2,96,12,04,06,07,059,34,4,4,1,,1,61,5004,61,620,62,,70,2,0,3,133,92,,5,3,3,3,,1
63WN01848,63,1,5938,6,72,853,4242,6,61,,5,3,80,140,1,1,,1,75,09,03,08,07,052,17,4,5,2,,1,61,4429,61,483,48,,72,3,3,,123,74,,4,3,5,2,,1
63WN01849,63,2,5939,6,72,853,4242,6,61,,5,3,80,140,1,1,,1,83,11,03,06,06,063,26,6,8,3,,1,61,4429,61,529,52,,72,3,9,6,133,90,,4,3,5,2,,1
63WN01850,63,1,5940,6,70,713,3219,6,61,,5,4,80,140,1,2,,1,106,09,03,07,07,059,36,4,5,2,,1,61,5004,61,679,67,,70,2,9,3,154,110,,4,4,5,2,,1
63WN01851,63,2,5941,6,70,713,3219,6,61,,5,4,80,140,1,1,,2,88,11,03,06,06,061,12,4,4,1,,1,61,5004,61,559,55,,70,2,9,,141,98,,5,4,5,2,,1
63WN01852,63,2,5942,6,05,050,3337,6,61,34,1,4,80,140,1,1,,1,100,09,03,06,04,067,29,5,6,2,,1,61,4478,61,627,62,23,05,1,7,,151,122,,4,4,1,1,,1
63WN01853,63,1,5943,6,08,080,2521,6,61,16,1,5,80,140,4,2,,1,73,07,03,07,09,064,6,5,8,4,,1,61,4003,61,470,47,13,08,1,0,3,114,72,,4,4,1,1,,1
63WN01854,63,2,5945,6,72,973,5065,6,61,,1,2,80,140,1,1,,6,83,09,03,06,06,058,36,3,4,2,,1,61,5130,61,519,51,,72,3,9,,131,103,,7,2,1,1,,1
63WN01855,63,2,5946,6,04,040,2978,6,61,28,1,4,80,140,1,1,,2,86,09,04,06,05,046,26,3,3,1,,1,61,4846,61,539,53,18,04,1,9,,124,105,,5,4,1,1,,1
63WN01856,63,2,5947,6,72,853,2828,6,61,,1,4,80,140,1,1,,1,98,12,03,06,05,065,25,5,5,1,,1,61,4429,61,614,61,,71,3,4,,132,120,,4,4,1,1,,1
63WN01857,63,1,5948,6,70,733,3067,6,61,,5,4,80,140,1,1,,1,101,09,03,05,07,065,37,4,5,2,,1,61,4549,61,636,63,,70,2,6,,151,119,,4,4,5,2,,1
63WN01858,63,2,5949,6,70,733,3067,6,61,,5,4,80,140,1,1,,1,93,09,03,05,07,073,7,7,9,3,,1,61,4549,61,596,59,,70,2,6,,142,95,,4,4,5,2,,1
63WN01859,63,1,5950,6,09,090,4680,6,61,35,1,2,80,140,1,1,,1,75,07,03,07,08,051,29,4,4,1,,1,61,4946,61,480,48,40,09,1,0,3,131,78,,4,2,1,1,,1
63WN01860,63,1,5951,6,70,733,4640,6,61,,1,2,80,140,1,1,,1,93,09,03,07,09,061,35,5,5,1,,1,61,4549,61,580,58,,70,2,0,,133,118,,4,2,1,1,,1
63WN01861,63,2,5952,6,02,020,2989,6,61,23,5,4,80,140,1,1,,2,65,09,03,08,09,051,4,4,5,2,,1,61,3701,61,415,41,22,02,1,5,,128,69,,5,4,5,2,,1
63WN01862,63,2,5953,6,02,020,2989,6,61,23,5,4,80,140,1,5,,2,65,09,03,07,09,060,27,4,5,2,,1,61,3701,61,410,41,22,02,1,0,2,135,76,,5,4,5,2,,1
63WN01863,63,2,5954,6,70,733,4913,6,61,,1,2,80,140,1,1,,5,66,09,03,07,10,061,2,5,6,2,,1,61,4549,61,404,40,,70,2,4,3,113,94,,2,2,1,1,,1
63WN01864,63,1,5955,6,02,020,2726,6,61,33,5,5,80,140,1,1,,1,72,13,03,08,10,055,24,5,5,1,,1,61,3701,61,433,43,21,02,1,3,3,131,114,,4,4,5,2,,1
63WN01865,63,2,5956,6,02,020,2726,6,61,33,5,5,80,140,1,1,,1,78,11,03,05,06,066,11,6,7,2,,1,61,3701,61,487,48,21,02,1,7,,139,98,,4,4,5,2,,1
63WN01866,63,2,5957,6,03,030,1499,6,61,33,1,7,80,140,1,1,,1,87,10,03,06,08,062,8,4,5,2,,1,61,5107,61,529,52,27,03,1,9,,146,130,,4,5,1,1,,1
63WN01867,63,2,5959,6,08,080,0696,6,61,18,3,8,79,139,1,1,,2,93,09,03,05,05,074,6,6,7,2,,1,61,4003,61,593,59,12,08,1,3,,143,106,,5,5,3,3,,1
63WN01868,63,1,5961,6,70,733,1717,6,61,,3,6,79,139,1,1,,1,108,09,04,04,06,063,13,4,5,2,,1,61,4549,61,699,69,,70,2,9,,139,109,,4,4,3,3,,1
63WN01869,63,1,5963,6,72,823,2183,6,61,,1,5,79,139,1,2,,1,105,10,04,06,05,059,13,4,5,2,,1,61,4799,61,669,66,,71,3,9,,133,120,,4,4,1,1,,1
63WN01870,63,1,5964,6,03,030,3091,6,61,34,5,4,79,139,1,1,,2,54,09,03,10,11,054,36,3,4,2,,1,61,5107,61,314,31,29,03,1,4,6,131,103,,5,4,5,2,,1
63WN01871,63,1,5965,6,03,030,3091,6,61,34,5,4,79,139,1,1,,1,65,12,03,09,10,051,37,4,5,2,,1,61,5107,61,394,39,29,03,1,4,3,131,102,,4,4,5,2,,1
63WN01872,63,1,5967,6,05,050,1312,6,61,24,1,7,79,139,1,2,,1,102,09,03,06,06,054,29,5,5,1,,1,61,4478,61,646,64,12,05,1,6,,133,122,,4,5,1,1,,1
63WN01873,63,1,5968,6,70,733,4931,6,61,,1,2,79,139,2,1,,1,100,09,03,07,08,065,40,5,6,2,,1,61,4549,61,640,64,,70,2,0,,144,110,,4,2,1,1,,1
63WN01874,63,1,5969,6,70,723,2243,6,61,,5,5,81,141,1,1,,2,87,09,03,07,08,066,3,4,5,2,,1,61,4338,61,553,55,,75,2,3,,146,90,,5,4,5,2,,4
63WN01875,63,1,5970,6,70,723,2243,6,61,,5,5,81,141,1,2,,2,71,12,03,07,09,056,3,4,5,2,,1,61,4338,61,434,43,,75,2,4,3,121,98,,5,4,5,2,,4
63WN01876,63,1,5971,6,72,883,2250,6,61,,5,5,79,139,1,1,,3,88,07,03,07,08,057,1,5,6,2,,1,61,4697,61,570,57,,71,3,0,,131,88,,3,4,5,2,,1
63WN01877,63,1,5972,6,72,883,2250,6,61,,5,5,79,139,1,1,,1,79,08,03,08,09,055,28,4,4,1,,1,61,4697,61,515,51,,71,3,5,,128,74,,4,4,5,2,,1
63WN01878,63,2,5973,6,07,070,4402,6,61,22,1,2,80,140,1,1,,2,80,08,03,06,06,088,39,6,7,2,,1,61,4004,61,491,49,17,07,1,1,,154,112,,5,2,1,1,,1
63WN01879,63,2,5974,6,10,100,2603,6,61,33,1,5,79,139,1,1,,1,77,08,03,06,07,072,38,6,8,3,,1,61,3552,61,498,49,35,10,1,8,,136,78,,4,4,1,1,,1
63WN01880,63,2,5975,6,09,090,5024,6,61,36,1,2,79,139,1,1,,1,79,08,03,06,07,060,25,5,5,1,,1,61,4946,61,506,50,37,09,1,6,,142,86,,4,2,1,1,,1
63WN01881,63,2,5977,6,70,713,1427,6,61,,1,7,79,139,1,1,,1,96,09,03,05,05,054,26,5,5,1,,1,61,5004,61,622,62,,70,2,2,,120,96,,4,5,1,1,,1
63WN01882,63,1,5978,6,08,080,2520,6,61,16,1,5,79,139,1,1,,2,104,06,03,06,07,064,15,5,6,2,,1,61,4003,61,666,66,13,08,1,6,,142,114,,5,4,1,1,,1
63WN01883,63,2,5979,6,06,060,2420,6,61,24,5,5,79,139,1,1,,4,68,11,03,06,07,058,16,8,9,2,,1,61,4844,61,430,43,30,06,1,0,,116,82,,6,4,5,2,,1
63WN01884,63,1,5980,6,06,060,2420,6,61,24,5,5,79,139,1,1,,1,80,09,04,06,07,053,24,4,5,2,,1,61,4844,61,522,52,30,06,1,2,,137,75,,4,4,5,2,,1
63WN01885,63,1,5981,6,70,733,2848,6,61,,1,4,79,139,1,1,,2,102,07,04,05,05,061,2,6,7,2,,1,61,4549,61,673,67,,70,2,3,,119,85,,5,4,1,1,,1
63WN01886,63,2,5982,6,03,030,1503,6,61,28,1,7,79,139,1,1,,1,66,09,03,08,08,058,28,4,5,2,,1,61,5107,61,406,40,27,03,1,6,2,124,95,,4,5,1,1,,1
63WN01887,63,2,5983,6,72,883,4019,6,61,,1,3,81,141,1,1,,1,92,09,03,06,05,063,30,4,4,1,,1,61,4697,61,567,56,,71,3,7,,134,120,,4,3,1,1,,1
63WN01888,63,2,5984,6,01,010,4041,6,61,36,1,3,79,139,1,1,,1,69,09,03,07,08,064,35,5,6,2,,1,61,4866,61,430,43,25,01,1,0,,130,92,,4,3,1,1,,1
63WN01889,63,2,5985,6,09,090,1105,6,61,37,3,7,79,139,1,1,,1,63,08,03,09,10,056,5,6,8,3,,1,61,4946,61,383,38,41,09,1,3,2,123,97,,4,5,3,3,,1
63WN01890,63,2,5987,6,70,723,1773,6,61,,1,6,80,140,1,1,,2,87,08,04,06,07,065,1,5,5,1,,1,61,4338,61,549,54,,70,2,9,,127,102,,5,4,1,1,,4
63WN01891,63,1,5988,6,06,060,3683,6,61,28,2,3,78,138,1,1,,1,83,09,03,07,08,052,32,4,5,2,,1,61,4844,61,539,53,31,06,1,9,3,132,86,,4,3,1,1,,1
