UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,C76,CADAM,TBRE,CTBR,CJAW,DISP
66WN00513,66,2,8682,2,37,370,7330,1,14,27,1,2,44,104,1,3,,1,70,07,03,11,09,035,1,2,2,1,,4,14,7205,14,556,55,17,37,1,6,3,159,122,,,2,1,1,4,
66WN00514,66,2,8683,2,82,505,7313,1,14,,1,2,44,104,1,1,04,1,78,08,03,08,06,032,14,2,2,1,,4,14,7624,14,656,65,04,41,7,6,3,163,98,,,2,1,1,4,
66WN00515,66,2,8684,2,82,264,7452,1,14,,5,2,44,104,1,3,12,1,52,14,03,12,07,031,4,2,2,1,,4,14,6414,14,413,41,12,25,7,3,3,111,90,,,2,5,2,4,
66WN00516,66,2,8685,2,82,264,7452,1,14,,5,2,44,104,1,3,12,1,58,11,03,10,08,033,12,2,2,1,,4,14,6414,14,490,49,12,25,7,0,3,137,70,,,2,5,2,4,
66WN00517,66,2,8686,2,82,395,6073,1,11,,1,2,44,104,1,1,50,1,72,12,03,08,07,033,7,1,1,1,,1,14,7173,14,569,56,50,21,7,9,3,142,128,,,2,1,1,4,
66WN00518,66,2,8687,2,82,255,6123,1,14,,1,5,44,104,1,1,26,2,74,08,03,08,08,036,10,2,2,1,,4,14,6447,14,606,60,26,53,7,6,3,158,110,,,4,1,1,5,
66WN00519,66,2,8688,2,82,365,6086,1,11,,1,2,44,104,1,1,48,1,71,09,05,07,06,041,4,3,3,1,,1,14,6220,14,585,58,48,34,7,5,3,150,102,,,2,1,1,4,
66WN00520,66,2,8689,2,82,534,7475,1,14,,1,2,44,104,3,1,31,1,64,06,03,10,07,032,8,2,2,1,,4,14,7233,14,508,50,31,26,7,8,3,158,112,,,2,1,1,4,
66WN00521,66,1,8691,2,82,454,6043,1,14,,3,5,44,104,1,4,24,2,78,09,03,09,09,037,6,2,2,1,,4,14,7224,14,637,63,24,54,7,7,3,160,118,,,4,3,3,5,
66WN00522,66,2,8692,2,82,374,7326,1,14,,1,2,44,104,1,3,13,1,69,08,03,09,09,040,4,2,2,1,,4,14,7205,14,554,55,13,25,7,4,3,158,114,,,2,1,1,4,
66WN00523,66,1,8693,2,41,411,7377,1,14,20,1,2,44,104,1,1,,2,68,08,03,12,10,038,9,1,2,2,,4,14,7128,14,535,53,08,41,1,5,3,153,124,,,2,1,1,5,
66WN00524,66,2,8694,2,82,235,4818,1,14,,1,7,44,104,1,1,31,1,53,09,04,12,08,030,11,2,2,1,,4,14,6084,11,433,43,31,35,7,3,3,129,80,,,5,1,1,4,
66WN00525,66,1,8695,2,46,461,7397,1,14,24,1,2,44,104,1,7,,1,80,13,03,09,08,034,12,2,2,1,,4,14,6933,14,640,64,28,46,1,0,3,137,134,,,2,1,1,4,
66WN00526,66,2,8696,2,82,265,7453,1,14,,5,2,43,103,1,3,12,2,49,08,03,09,09,029,17,2,2,1,,4,14,7469,14,394,39,12,25,7,4,3,143,84,,,2,5,2,5,
66WN00527,66,2,8697,2,82,265,7453,1,14,,5,2,43,103,1,3,12,1,48,07,03,11,10,032,2,2,2,1,,4,14,7469,14,392,39,12,25,7,2,3,151,76,,,2,5,2,4,
66WN00528,66,1,8698,2,82,194,6485,1,14,,1,4,43,103,1,7,23,1,79,08,04,10,07,033,3,1,1,1,,4,14,5965,11,662,66,23,51,7,2,3,151,108,,,4,1,1,4,3
66WN00529,66,2,8699,2,82,534,7216,1,14,,1,2,43,103,1,1,17,1,74,07,03,10,07,038,15,2,2,1,,4,14,7233,14,606,60,17,37,7,6,3,164,116,,,2,1,1,4,
66WN00530,66,1,8702,2,82,404,4057,1,14,,1,8,43,103,1,7,44,2,68,09,03,10,08,027,18,1,2,2,,4,14,7535,14,563,56,44,50,7,3,3,148,100,,,5,1,1,5,3
66WN00531,66,2,8703,2,37,370,3591,1,14,21,1,9,43,103,1,1,,1,76,09,03,08,08,036,8,2,2,1,,4,14,7205,14,608,60,12,37,1,8,3,153,134,,,5,1,1,4,
66WN00532,66,1,8704,2,82,205,6519,1,14,,1,4,42,102,1,7,19,1,66,09,03,11,09,031,3,2,3,2,,4,14,6025,11,555,55,19,49,7,5,3,140,94,,,4,1,1,4,3
66WN00533,66,2,8705,2,82,264,6522,1,14,,1,4,42,102,1,3,25,1,79,09,03,08,05,038,1,2,2,1,,4,14,6414,14,669,66,25,25,7,9,3,152,108,,,4,1,1,4,
66WN00534,66,1,8706,2,82,195,6273,1,14,,1,4,42,102,1,7,22,6,78,10,04,08,08,035,19,1,2,2,,4,14,5806,11,653,65,22,51,7,3,3,146,114,,,4,1,1,7,3
66WN00535,66,2,8707,2,82,464,3750,1,14,,1,9,42,102,1,3,35,1,61,12,06,10,08,031,19,1,2,2,,4,14,7534,14,508,50,35,22,7,8,3,119,92,,,5,1,1,4,
66WN00536,66,2,8708,2,36,360,6384,1,14,32,1,4,41,101,1,3,,1,59,09,04,10,08,031,19,1,2,2,,4,14,7264,14,507,50,27,36,1,7,3,131,78,,,4,1,1,4,
66WN00537,66,2,8709,2,82,255,5088,1,14,,1,7,41,101,1,3,25,2,79,08,03,09,06,031,5,1,2,2,,4,14,6447,14,667,66,25,26,7,7,3,159,116,,,5,1,1,5,
66WN00538,66,2,8710,2,82,395,5273,1,11,,1,7,41,101,1,3,38,1,64,13,03,09,07,035,6,2,2,1,,1,14,7173,14,509,50,38,21,7,9,3,128,126,,,5,1,1,4,
66WN00539,66,1,8711,2,82,545,5341,1,14,,5,6,41,101,1,4,26,1,54,08,03,11,11,029,6,2,2,1,,4,14,6575,14,414,41,26,35,7,4,3,152,122,,,4,5,2,4,3
66WN00540,66,2,8712,2,82,545,5341,1,14,,5,6,41,101,1,1,26,3,60,07,03,10,09,032,13,2,2,1,,4,14,6575,14,483,48,26,35,7,3,3,163,112,,,4,5,2,3,
66WN00541,66,1,8713,2,82,295,6088,1,11,,1,2,41,101,1,1,28,1,68,11,03,08,08,042,5,2,2,1,,1,14,6619,14,574,57,28,24,7,4,3,144,100,,,2,1,1,4,3
66WN00542,66,2,8714,2,22,221,5915,1,14,41,1,5,41,101,1,3,,1,65,11,04,10,08,034,16,2,2,1,,4,14,7362,14,541,54,39,22,1,1,3,132,104,,,4,1,1,4,
66WN00543,66,1,8715,2,82,295,6148,1,14,,5,5,41,101,1,4,20,2,54,12,03,10,10,031,5,2,2,1,,4,14,6619,14,412,41,20,51,7,2,3,128,124,,,4,5,2,5,3
66WN00544,66,1,8716,2,82,295,6148,1,14,,5,5,41,101,1,3,20,1,58,09,03,09,09,035,3,2,2,1,,4,14,6619,14,465,46,20,51,7,5,3,147,110,,,4,5,2,4,3
66WN00545,66,1,8717,2,82,515,6100,1,11,,1,2,40,100,1,4,30,2,69,14,03,07,09,040,16,2,2,1,,1,14,7527,14,592,59,30,24,7,2,3,133,98,1,,2,1,1,5,3
66WN00546,66,1,8719,2,44,441,6265,1,14,32,3,4,40,100,1,7,,1,55,09,03,11,09,026,13,1,2,2,,4,14,7414,14,466,46,33,44,1,6,3,133,84,,,4,3,3,4,
66WN00547,66,1,8720,2,82,195,7567,1,14,,1,2,40,100,1,5,45,2,77,11,03,08,07,034,6,2,2,1,,4,14,5806,11,676,67,45,51,7,6,3,150,94,,,2,1,1,5,3
66WN00548,66,1,8721,2,82,505,5330,1,11,,5,7,40,100,1,7,29,2,66,09,03,11,10,022,17,1,2,2,,1,14,7624,14,556,55,29,27,7,6,3,157,104,,,5,5,2,5,3
66WN00549,66,2,8722,2,82,505,5330,1,11,,5,7,40,100,1,3,29,1,57,09,03,10,09,035,13,2,2,1,,1,14,7624,14,468,46,29,27,7,8,3,157,102,,,5,5,2,4,
66WN00550,66,1,8723,2,82,364,3590,1,14,,1,9,40,100,1,7,32,1,52,14,03,12,10,033,14,1,2,2,,4,14,7264,14,418,41,32,47,7,8,3,114,102,,,5,1,1,4,3
66WN00551,66,2,8724,2,82,505,7432,1,14,,1,2,39,99,1,3,34,1,63,09,03,13,09,030,11,2,2,1,,4,14,7624,14,535,53,34,40,7,5,3,150,100,,,2,1,1,4,
66WN00552,66,1,8725,2,49,490,7551,1,14,30,3,2,38,98,1,7,,1,52,10,03,14,10,027,15,1,1,1,,4,14,7515,14,449,44,22,49,1,9,3,131,80,,,2,3,3,4,
66WN00553,66,2,8727,2,82,504,7408,1,14,,1,2,38,98,1,1,00,1,62,11,03,10,07,030,13,2,2,1,,4,14,6579,14,541,54,00,41,7,1,3,125,90,,,2,1,1,4,
66WN00554,66,1,8728,2,82,224,7144,1,14,,1,2,37,97,1,1,30,1,73,10,03,11,09,029,17,2,2,1,,4,14,7546,14,639,63,30,39,7,9,3,152,110,,,2,1,1,4,
66WN00555,66,1,8729,2,82,265,4637,1,14,,1,7,37,97,1,4,08,1,68,09,03,10,09,033,1,2,2,1,,4,14,7469,14,604,60,08,53,7,4,3,146,94,,,5,1,1,4,3
66WN00556,66,1,8730,2,82,395,7366,1,14,,1,2,37,97,1,7,30,2,69,14,07,11,07,030,8,1,2,2,,4,14,7173,14,581,58,30,22,7,1,3,108,126,,,2,1,1,5,3
66WN00557,66,2,8731,2,25,250,7196,1,14,17,1,2,36,96,1,3,,2,46,10,03,13,11,030,17,1,2,2,,4,14,6475,14,385,38,12,25,1,5,3,128,90,,,2,1,1,5,
66WN00558,66,2,8732,2,82,374,5837,1,14,,3,5,36,96,1,1,20,2,58,09,03,11,11,031,16,2,2,1,,4,14,7205,14,498,49,20,53,7,8,3,150,102,,,4,3,3,5,
66WN00559,66,2,8734,2,82,505,4499,1,14,,3,8,36,96,1,3,33,2,53,12,03,14,09,026,14,2,2,1,,4,14,7624,14,469,46,33,40,7,9,3,128,80,,,5,3,3,5,
66WN00560,66,2,8737,2,36,360,1899,1,14,26,3,&,35,95,1,3,,1,43,09,03,11,11,037,11,2,2,1,,4,14,7264,14,371,37,23,36,1,1,3,141,78,,,5,3,3,4,6
66WN00561,66,2,8738,2,82,414,6471,1,14,,1,4,35,95,1,1,56,1,64,09,03,12,10,023,15,1,2,2,,4,14,7184,14,566,56,56,50,7,6,3,155,102,,,4,1,1,4,
66WN00562,66,2,8739,2,82,234,7250,1,14,,3,2,34,94,1,3,13,1,57,11,03,14,09,029,18,2,2,1,,4,14,6021,11,504,50,13,45,7,4,3,136,96,,,2,3,3,4,
66WN00563,66,2,8743,2,82,215,7406,1,14,,3,2,34,94,1,5,31,1,50,10,03,12,09,029,9,2,2,1,,4,14,6095,11,445,44,31,46,7,5,3,138,82,,,2,3,3,4,
66WN00564,66,1,8746,2,82,235,3798,1,14,,3,9,31,91,1,4,20,3,63,10,06,11,07,026,19,1,1,1,,4,14,6084,11,600,60,20,54,7,0,3,128,84,,,5,3,3,3,
66WN00565,66,2,8747,2,82,235,3798,1,14,,3,9,28,88,1,1,20,1,47,13,03,12,13,024,6,2,3,2,,4,14,6084,11,443,44,20,54,7,3,2,127,80,,,5,3,3,4,
66WN00566,66,2,8748,2,23,231,6034,1,11,28,1,2,29,89,1,1,,2,62,08,03,11,09,026,3,1,2,2,,1,14,6084,11,580,58,18,23,1,0,3,150,104,,,2,1,1,5,
66WN00567,66,1,8749,2,82,225,6534,1,14,,1,4,26,86,1,7,48,1,63,14,06,11,09,028,7,1,1,1,,4,14,7362,14,607,60,48,46,7,7,3,118,108,,,4,1,1,4,3
66WN00568,66,2,8751,2,82,375,4694,1,14,,3,7,25,85,1,1,21,1,55,08,03,11,10,027,6,1,2,2,,4,14,7209,14,541,54,21,26,7,1,3,156,90,,,5,3,3,4,
66WN00569,66,2,2301,3,70,710,1663,1,18,,1,2,64,124,1,1,,3,91,08,03,07,07,038,14,2,2,1,,8,18,1390,18,644,64,,70,2,4,2,157,112,,,2,1,1,3,
66WN00570,66,1,2302,3,70,720,1163,1,18,,5,4,64,124,1,1,,4,78,07,03,08,08,030,25,1,2,2,,8,18,1244,18,540,54,,70,2,0,2,152,110,,,4,5,2,6,
66WN00571,66,1,2303,3,70,720,1163,1,18,,5,4,64,124,2,2,,1,79,06,03,09,09,030,2,2,3,2,,8,18,1244,18,556,55,,70,2,6,2,159,100,,,4,5,2,4,
66WN00572,66,2,2304,3,70,710,1693,1,18,,5,2,63,123,1,3,,1,74,07,03,09,08,039,18,4,5,2,,8,18,1390,18,519,51,,70,2,9,2,162,102,,,2,5,2,4,
66WN00573,66,2,2305,3,70,710,1693,1,18,,5,2,63,123,1,3,,1,63,08,03,11,09,031,4,2,3,2,,8,18,1390,18,447,44,,70,2,7,2,142,80,,,2,5,2,4,
66WN00574,66,1,2306,3,70,710,1859,1,18,,3,2,63,123,1,2,,2,98,08,03,08,06,036,24,2,2,1,,8,18,1390,18,720,72,,70,2,0,2,163,94,,,2,3,3,5,
66WN00575,66,2,2307,3,70,710,1859,1,18,,4,2,63,123,1,1,,1,73,08,03,10,08,034,26,2,2,1,,8,18,1390,18,532,53,,70,2,2,2,145,76,,,2,3,3,4,
66WN00576,66,2,2309,3,70,720,1491,1,18,,3,3,63,123,1,1,,2,72,07,03,08,08,034,26,2,2,1,,8,18,1244,18,519,51,,70,2,9,2,150,82,,,3,3,3,5,
66WN00577,66,2,2310,3,70,710,9796,1,17,,5,7,63,123,1,1,,1,62,11,03,09,10,036,15,2,2,1,,7,18,1390,18,418,41,,70,2,8,2,132,106,,,5,5,2,4,
66WN00578,66,1,2311,3,70,710,9796,1,17,,5,7,63,123,1,4,,1,74,10,03,10,08,035,15,2,2,1,,7,18,1390,18,517,51,,70,2,7,2,140,104,,,5,5,2,4,3
66WN00579,66,1,2312,3,70,730,1698,1,18,,1,2,63,123,1,2,,1,88,05,03,09,09,033,25,2,2,1,,8,18,1132,18,631,63,,70,2,1,2,170,104,,,2,1,1,4,
66WN00580,66,1,2313,3,70,710,0632,1,18,,5,5,63,123,1,2,,1,84,08,03,08,09,028,24,2,2,1,,8,18,1390,18,613,61,,70,2,3,2,155,86,,,4,5,2,4,
66WN00581,66,2,2314,3,70,710,0632,1,18,,5,5,63,123,1,1,,1,68,07,03,10,08,031,24,2,2,1,,8,18,1390,18,489,48,,70,2,9,2,147,78,,,4,5,2,4,5
66WN00582,66,1,2315,3,70,720,0988,1,18,,5,5,63,123,1,1,,4,87,08,03,07,07,026,24,2,2,1,,8,18,1244,18,616,61,,70,2,6,2,151,112,,,4,5,2,6,
66WN00583,66,1,2316,3,70,720,0988,1,18,,5,5,63,123,1,1,,6,69,07,03,12,10,032,25,2,2,1,,8,18,1244,18,476,47,,70,2,6,2,151,104,,,4,5,2,7,5
66WN00584,66,1,2317,3,70,720,0954,1,18,,3,5,62,122,1,2,,1,84,08,03,09,08,032,26,2,3,2,,8,18,1244,18,603,60,,70,2,3,2,149,104,,,4,3,3,4,
66WN00585,66,2,2318,3,70,720,0954,1,18,,3,5,64,124,1,1,,1,49,10,03,12,11,032,17,2,2,1,,8,18,1244,18,315,31,,70,2,5,2,106,100,,,4,3,3,4,3
66WN00586,66,1,2319,3,70,720,1821,1,18,,5,2,62,122,1,4,,3,76,06,03,09,09,030,1,2,3,2,,8,18,1244,18,548,54,,70,2,8,2,161,92,,,2,5,2,3,
66WN00587,66,2,2320,3,70,720,1821,1,18,,5,2,62,122,1,1,,3,64,08,03,10,09,029,12,2,2,1,,8,18,1244,18,459,45,,70,2,9,2,142,80,,,2,5,2,3,
66WN00588,66,1,2321,3,72,850,0912,1,18,,3,5,62,122,1,4,,2,80,11,03,07,07,042,27,2,2,1,,8,18,1874,18,570,57,,72,3,0,2,134,104,,,4,3,3,5,
66WN00589,66,2,2322,3,72,850,0912,1,18,,4,5,64,124,1,1,,1,55,08,03,11,10,029,1,2,2,1,,8,18,1874,18,379,37,,72,3,9,9,121,80,,,4,4,3,4,
66WN00590,66,1,2323,3,70,710,1817,1,18,,1,2,62,122,1,6,,1,86,09,04,10,08,032,25,2,2,1,,8,18,1390,18,608,60,,70,2,8,2,142,118,,,2,1,1,4,5
66WN00591,66,2,2324,3,70,710,1406,1,18,,1,3,62,122,1,1,,2,68,07,03,09,09,041,24,2,3,2,,8,18,1390,18,480,48,,70,2,0,2,150,94,,,3,1,1,5,
66WN00592,66,2,2325,3,70,720,9984,1,17,,5,7,62,122,1,1,,2,78,07,03,07,07,039,16,2,2,1,,7,18,1244,18,559,55,,70,2,9,2,162,98,,,5,5,2,5,
66WN00593,66,2,2326,3,70,720,9984,1,17,,5,7,62,122,1,1,,1,58,09,03,09,09,035,2,2,2,1,,7,18,1244,18,410,41,,70,2,0,2,134,80,,,5,5,2,4,
66WN00594,66,2,2327,3,70,710,1804,1,18,,1,2,62,122,1,1,,1,75,07,03,10,08,032,25,2,2,1,,8,18,1390,18,539,53,,70,2,9,2,148,92,,,2,1,1,4,
66WN00595,66,1,2328,3,70,710,1337,1,18,,5,3,62,122,1,6,,4,72,09,03,12,09,024,16,2,2,1,,8,18,1390,18,518,51,,70,2,8,2,140,88,,,3,5,2,6,3
66WN00596,66,1,2329,3,70,710,1337,1,18,,5,3,62,122,1,4,,1,58,08,03,12,11,023,26,2,2,1,,8,18,1390,18,411,41,,70,2,1,2,137,78,,,3,5,2,4,3
66WN00597,66,2,2331,3,72,870,1275,1,18,,3,4,62,122,1,3,,2,77,08,03,09,06,036,15,2,2,1,,8,18,1885,18,556,55,,72,3,6,2,141,92,,,4,3,3,5,
66WN00598,66,2,2332,3,70,710,1053,1,18,,5,4,62,122,1,1,,2,66,09,03,10,09,032,15,2,2,1,,8,18,1390,18,472,47,,70,2,2,2,138,84,1,,4,5,2,5,
66WN00599,66,1,2333,3,70,710,1053,1,18,,5,4,62,122,1,4,,2,63,08,03,12,10,025,25,2,2,1,,8,18,1390,18,452,45,,70,2,2,2,136,78,,,4,5,2,5,3
66WN00600,66,1,2334,3,72,830,1253,1,18,,3,4,62,122,1,7,,2,98,08,03,07,08,029,27,2,2,1,,8,18,1752,18,730,73,,72,3,0,2,161,90,,,4,3,3,5,
66WN00601,66,2,2336,3,70,720,0727,1,18,,3,5,62,122,1,1,,1,68,08,03,08,08,037,18,2,3,2,,8,18,1244,18,500,50,,70,2,0,2,139,70,,,4,3,3,4,
66WN00602,66,2,2337,3,70,720,1960,1,18,,1,2,62,122,1,1,,1,86,07,03,07,07,038,1,3,4,2,,8,18,1244,18,613,61,,70,2,3,2,157,112,,,2,1,1,4,5
66WN00603,66,1,2338,3,72,880,1281,1,18,,1,4,61,121,1,4,,1,86,09,03,08,07,041,7,2,2,1,,8,18,1904,18,623,62,,72,3,3,2,144,106,,,4,1,1,4,
66WN00604,66,1,2339,3,70,720,9949,1,17,,5,7,61,121,2,6,,1,73,09,03,08,09,039,4,2,3,2,,7,18,1244,18,516,51,,70,2,6,2,149,106,,,5,5,2,4,3
66WN00605,66,2,2340,3,70,720,9949,1,17,,5,7,61,121,1,1,,1,72,06,03,10,08,038,3,2,2,1,,7,18,1244,18,517,51,,70,2,7,2,163,94,,,5,5,2,4,
66WN00606,66,1,2341,3,70,730,1946,1,18,,1,2,61,121,1,2,,1,90,06,03,07,08,027,18,2,2,1,,8,18,1132,18,664,66,,70,2,4,2,160,96,,,2,1,1,4,
66WN00607,66,1,2342,3,72,820,0025,1,18,,1,7,61,121,1,6,,2,83,10,03,10,08,031,25,2,2,1,,8,18,1931,18,562,56,,72,3,2,2,137,150,,,5,1,1,5,
66WN00608,66,1,2343,3,72,810,9610,1,17,,5,8,61,121,1,2,,1,50,11,03,13,11,029,26,2,2,1,,7,18,1827,18,334,33,,72,3,4,2,117,96,,,5,5,2,4,
66WN00609,66,2,2344,3,72,810,9610,1,17,,5,8,61,121,1,1,,1,53,09,03,10,09,029,25,2,2,1,,7,18,1827,18,359,35,,72,3,9,2,128,96,,,5,5,2,4,
66WN00610,66,2,2345,3,72,830,1568,1,18,,5,3,61,121,1,1,,6,63,09,03,08,09,039,12,2,2,1,,8,18,1752,18,436,43,,72,3,6,2,145,102,,,3,5,2,7,
66WN00611,66,2,2346,3,72,830,1568,1,18,,5,3,61,121,1,1,,2,57,14,03,12,11,028,27,2,2,1,,8,18,1752,18,397,39,,72,3,7,2,113,90,,,3,5,2,5,5
66WN00612,66,2,2347,3,72,950,0553,1,18,,1,6,60,120,1,1,,1,93,08,03,06,06,041,19,2,2,1,,8,18,2134,18,683,68,,72,3,3,2,158,110,,,4,1,1,4,
66WN00613,66,2,2348,3,70,720,1123,1,18,,3,4,60,120,1,1,,1,78,06,03,08,07,037,26,2,3,2,,8,18,1244,18,567,56,,70,2,7,2,158,100,,,4,3,3,4,
66WN00614,66,2,2350,3,70,730,1541,1,18,,1,3,60,120,1,1,,2,76,08,03,09,08,039,7,2,2,1,,8,18,1132,18,535,53,,70,2,5,2,149,118,,,3,1,1,5,
66WN00615,66,1,2351,3,70,710,1366,1,18,,5,3,60,120,1,6,,2,88,08,03,08,08,031,15,2,2,1,,8,18,1390,18,658,65,,70,2,8,2,164,90,,,3,5,2,5,
66WN00616,66,2,2352,3,70,710,1366,1,18,,5,3,60,120,1,3,,1,57,08,03,11,09,027,24,2,2,1,,8,18,1390,18,403,40,,70,2,3,2,138,86,,,3,5,2,4,
66WN00617,66,1,2353,3,70,710,1434,1,18,,1,3,60,120,1,6,,1,93,08,05,07,07,035,27,2,2,1,,8,18,1390,18,678,67,,70,2,8,2,152,116,,,3,1,1,4,3
66WN00618,66,2,2354,3,70,730,1436,1,18,,5,3,60,120,1,1,,1,54,07,03,12,10,033,19,2,2,1,,8,18,1132,18,377,37,,70,2,7,2,146,88,,,3,5,2,4,
66WN00619,66,2,2355,3,70,730,1436,1,18,,5,3,60,120,1,1,,2,61,07,03,10,10,031,24,2,2,1,,8,18,1132,18,435,43,,70,2,5,2,152,88,,,3,5,2,5,
66WN00620,66,2,2356,3,70,720,1750,1,18,,1,2,60,120,3,1,,1,77,06,03,09,06,027,15,1,2,2,,8,18,1244,18,572,57,,70,2,2,2,146,84,,,2,1,1,4,
66WN00621,66,2,2357,3,72,830,0033,1,18,,5,7,60,120,1,3,,2,76,07,03,10,09,031,27,2,2,1,,8,18,1752,18,545,54,,72,3,5,2,163,106,,,5,5,2,5,
66WN00622,66,2,2358,3,72,830,0033,1,18,,5,7,60,120,1,3,,2,73,09,03,10,08,033,5,2,2,1,,8,18,1752,18,515,51,,72,3,5,2,147,112,,,5,5,2,5,
66WN00623,66,2,2359,3,70,710,1483,1,18,,1,3,59,119,1,1,,1,88,07,03,10,07,037,11,2,2,1,,8,18,1390,18,635,63,,70,2,5,2,163,124,,,3,1,1,4,
66WN00624,66,1,2360,3,72,820,1229,1,18,,5,4,59,119,1,1,,2,79,09,04,09,09,027,1,2,3,2,,8,18,1931,18,560,56,,72,3,0,2,141,124,,,4,5,2,5,5
66WN00625,66,1,2361,3,72,820,1229,1,18,,5,4,59,119,1,7,,2,88,10,03,09,09,028,17,2,2,1,,8,18,1931,18,635,63,,72,3,5,2,151,124,,,4,5,2,5,
66WN00626,66,1,2362,3,70,710,1959,1,18,,1,2,59,119,1,6,,1,85,09,03,07,08,037,7,2,3,2,,8,18,1390,18,618,61,,70,2,8,2,148,114,,,2,1,1,4,5
66WN00627,66,2,2363,3,72,890,1619,1,18,,3,3,59,119,1,1,,2,80,09,04,09,05,029,25,3,3,1,,8,18,1803,18,592,59,,72,3,2,2,136,96,,,3,3,3,5,
66WN00628,66,2,2364,3,72,890,1619,1,18,,4,3,61,121,1,3,,3,55,09,03,10,09,029,1,2,2,1,,8,18,1803,18,388,38,,72,3,8,9,118,80,,,3,4,3,3,
66WN00629,66,1,2365,3,72,960,1722,1,18,,1,2,59,119,1,4,,1,89,11,03,06,07,032,18,2,3,2,,8,18,2277,18,635,63,,72,3,5,2,136,134,,,2,1,1,4,
66WN00630,66,2,2366,3,70,710,9307,1,17,,3,8,59,119,1,1,,1,64,08,03,11,09,029,25,2,2,1,,7,18,1390,18,449,44,,70,2,9,2,138,106,,,5,3,3,4,
66WN00631,66,2,2367,3,70,710,9307,1,17,,4,8,59,119,1,3,,1,63,08,03,12,09,028,19,2,2,1,,7,18,1390,18,445,44,,70,2,5,2,136,100,,,5,3,3,4,
66WN00632,66,1,2368,3,70,730,1159,1,18,,5,4,59,119,1,2,,1,76,08,03,09,10,039,12,2,2,1,,8,18,1132,18,543,54,,70,2,3,2,159,114,,,4,5,2,4,
66WN00633,66,2,2369,3,70,730,1159,1,18,,5,4,59,119,1,1,,1,62,09,03,11,09,031,25,2,2,1,,8,18,1132,18,445,44,,70,2,5,2,137,90,,,4,5,2,4,
66WN00634,66,2,2370,3,72,920,1388,1,18,,3,3,59,119,1,1,,1,76,11,03,08,07,044,12,2,3,2,,8,18,1659,18,561,56,,72,3,1,2,140,92,,,3,3,3,4,
66WN00635,66,2,2372,3,70,710,1724,1,18,,4,2,59,119,1,1,,1,67,06,03,10,09,032,7,2,3,2,,8,18,1390,18,499,49,,70,2,9,2,151,76,,,2,3,3,4,
66WN00636,66,1,2373,3,70,710,1724,1,18,,3,2,59,119,1,5,,2,80,08,03,09,09,034,3,2,2,1,,8,18,1390,18,597,59,,70,2,7,2,152,90,,,2,3,3,5,3
66WN00637,66,1,2374,3,70,710,1562,1,18,,1,3,58,118,1,7,,1,82,09,03,10,09,034,1,2,2,1,,8,18,1390,18,590,59,,70,2,0,2,147,124,,,3,1,1,4,3
66WN00638,66,1,2375,3,70,710,1460,1,18,,5,3,58,118,1,4,,2,56,08,03,12,11,030,11,2,2,1,,8,18,1390,18,405,40,,70,2,5,2,141,82,,,3,5,2,5,3
66WN00639,66,1,2376,3,70,710,1460,1,18,,5,3,58,118,1,2,,1,73,08,03,11,09,026,3,1,2,2,,8,18,1390,18,541,54,,70,2,1,2,149,92,,,3,5,2,4,5
66WN00640,66,2,2377,3,70,710,1149,1,18,,1,4,58,118,1,1,,1,81,08,03,09,08,040,18,2,2,1,,8,18,1390,18,597,59,,70,2,7,2,152,106,,,4,1,1,4,
66WN00641,66,2,2378,3,70,730,1174,1,18,,5,4,79,139,1,1,,1,69,08,03,09,10,045,3,3,3,1,,8,18,1132,18,417,41,,70,2,7,3,,110,,,4,5,2,4,6
66WN00642,66,2,2379,3,70,730,1174,1,18,,3,4,58,118,1,2,,1,69,09,03,08,08,039,7,4,4,1,,8,18,1132,18,488,48,,70,2,8,2,137,114,,,4,3,3,4,5
66WN00643,66,2,2380,3,70,710,0750,1,18,,5,5,58,118,1,1,,1,67,08,03,10,08,026,12,2,2,1,,8,18,1390,18,497,49,,70,2,7,2,140,84,,,4,5,2,4,
66WN00644,66,2,2381,3,70,710,0750,1,18,,5,5,58,118,1,1,,2,64,09,03,10,09,030,9,2,3,2,,8,18,1390,18,456,45,,70,2,6,2,137,102,,,4,5,2,5,
66WN00645,66,1,2382,3,70,710,1683,1,18,,1,2,58,118,1,5,,1,91,07,03,09,09,035,24,2,3,2,,8,18,1390,18,668,66,,70,2,8,2,168,122,,,2,1,1,4,
66WN00646,66,1,2383,3,70,730,1676,1,18,,2,2,58,118,1,4,,1,91,08,03,08,08,032,6,2,2,1,,8,18,1132,18,676,67,,70,2,6,2,156,112,,,2,1,1,4,5
66WN00647,66,1,2384,3,70,730,1891,1,18,,1,2,58,118,1,1,,2,78,05,03,12,10,033,12,2,2,1,,8,18,1132,18,558,55,,70,2,8,2,165,122,,,2,1,1,5,
66WN00648,66,2,2386,3,72,970,1166,1,18,,1,4,58,118,2,3,,2,78,09,03,09,07,044,7,2,2,1,,8,18,1971,18,583,58,,72,3,3,2,143,92,,,4,1,1,5,
