UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT
93WN00016, 93040019,93,A0019,04,1,82,30,60,8,2,2,6.0,6,4,1,120,215,95,11,10.8,55,75,0.676,92,1,3,,,0,C,,,723903,03,L0517,03,82,1,,0,5,5,102,2.02,124.1,1,84,0
93WN00017, 93040020,93,A0020,04,2,82,30,60,8,2,2,6.0,6,4,1,120,215,95,10,9.3,42,59,0.523,72,1,1,,,0,C, 10,,723903,03,L0517,03,82,2,92,266,5,5,97,2.02,124.1,2,79,81
93WN00018, 93040021,93,A0021,04,2,80,30,P02,8,2,2,4.0,4,4,1,120,215,95,8,9.7,48,69,0.624,85,1,1,,,0,M,R.4,HAIRY,760003,03,L3395,03,81,1,,0,5,5,97,1.93,111.6,1,90,0
93WN00019, 93040022,93,A0022,04,1,80,30,P02,8,2,2,4.0,4,4,1,120,215,95,11,9.6,51,68,0.615,83,1,1,,,0,M,,,760003,03,L3395,03,81,3,93,242,5,5,92,1.93,111.6,3,81,0
93WN00020, 93040023,93,A0023,04,1,80,30,P04,8,2,2,3.0,3,3,1,121,215,94,10,12.2,57,82,0.743,101,1,1,,,0,M,,,684903,03,L5301,03,81,1,,0,5,3,106,1.98,124.4,1,95,0
93WN00021, 93040024,93,A0024,04,1,80,30,P04,8,2,2,3.0,3,3,1,121,215,94,9,8.6,41,54,0.483,67,1,1,,,0,M,,,684903,03,L5301,03,81,3,93,242,5,7,91,1.98,124.4,3,57,0
93WN00022, 93040025,93,A0025,04,1,80,30,P03,8,2,2,4.0,4,4,1,121,215,94,7,11.7,37,51,0.418,62,1,1,,,0,M,,,678403,03,L3939,03,81,3,93,242,5,5,76,2.05,98.0,3,64,0
93WN00023, 93040026,93,A0026,04,1,80,30,P03,8,2,2,4.0,4,4,1,121,215,94,7,10.8,28,45,0.364,54,1,1,,,0,M,,4TEATS,678403,03,L3939,03,81,3,93,242,5,5,72,2.05,98.0,3,56,0
93WN00024, 93040028,93,A0028,04,1,80,30,P03,9,3,1,4.0,4,4,1,121,215,94,15,7.8,50,74,0.704,92,1,3,,,0,M,,,678403,03,L3977,03,81,3,93,242,7,2,94,2.3,108.4,3,78,0
93WN00025, 93040029,93,A0029,04,1,80,30,P03,9,3,1,4.0,4,4,2,121,217,96,7,7.2,59,88,0.842,108,1,1,,,0,M,,,678403,03,L3977,03,81,1,,0,7,2,101,2.3,108.4,1,98,0
93WN00026, 93040030,93,A0030,04,2,80,30,P03,9,3,2,5.0,5,4,1,121,215,94,9,8.4,45,64,0.591,79,1,1,,,0,M,  8,4TEATS,678403,03,L1875,03,81,2,92,266,8,5,99,2.5,120.5,2,75,86
93WN00027, 93040031,93,A0031,04,2,80,30,P03,9,3,2,5.0,5,4,1,121,215,94,7,9.3,48,64,0.582,79,1,3,,,0,M,  7,,678403,03,L1875,03,81,2,92,266,8,5,99,2.5,120.5,2,78,84
93WN00028, 93040032,93,A0032,04,2,80,30,P03,9,3,2,5.0,5,4,2,121,217,96,11,10.3,51,69,0.611,84,1,1,,,0,M,,X HAIRY,678403,03,L1875,03,81,3,93,292,8,5,101,2.5,120.5,3,82,0
93WN00029, 93040033,93,A0033,04,1,80,30,P02,9,3,2,3.0,3,3,1,121,215,94,9,6.3,44,64,0.614,80,1,1,,,0,M,,,760003,03,L5581,03,81,3,93,242,8,7,101,2.12,132.1,3,71,0
93WN00030, 93040034,93,A0034,04,1,80,30,P02,9,3,2,3.0,3,3,1,121,215,94,7,8.7,41,64,0.588,79,1,1,,,0,M,,,760003,03,L5581,03,81,3,93,242,8,3,100,2.12,132.1,3,70,0
93WN00031, 93040035,93,A0035,04,1,80,30,P02,9,3,2,3.0,3,3,2,121,217,96,2,10.0,35,53,0.448,64,1,1,,,0,M,,,760003,03,L5581,03,81,3,93,242,8,6,94,2.12,132.1,3,61,0
93WN00032, 93040036,93,A0036,04,2,82,30,60,8,2,2,4.0,4,4,2,121,217,96,12,8.0,43,62,0.563,76,1,1,,,0,C,R.5,,723903,03,L3852,03,82,1,,0,5,5,98,1.93,123.4,1,77,0
93WN00033, 93040037,93,A0037,04,2,82,30,60,8,2,2,4.0,4,4,2,121,217,96,10,8.2,39,60,0.54,73,1,1,,,0,C,R.3,,723903,03,L3852,03,82,1,,0,5,5,97,1.93,123.4,1,70,0
93WN00034, 93040038,93,A0038,04,1,80,30,P04,9,3,2,3.0,3,3,2,121,217,96,2,7.8,51,74,0.69,91,1,3,,,0,M,,,684903,03,L5077,03,81,1,,0,8,5,110,2.12,141.5,1,86,0
93WN00035, 93040039,93,A0039,04,2,80,30,P04,9,3,2,3.0,3,3,2,121,217,96,11,8.9,47,68,0.616,83,1,1,,,0,M,R.4,,684903,03,L5077,03,81,1,,0,8,5,111,2.12,141.5,1,77,0
93WN00036, 93040040,93,A0040,04,2,80,30,P04,9,3,1,3.0,3,3,3,121,195,74,1,7.5,19,54,0.628,83,1,3,,,0,M,30D,,684903,03,L5077,03,81,3,93,292,7,2,111,2.12,141.5,,83,0
93WN00037, 93040041,93,A0041,04,2,82,30,61,8,2,2,4.0,4,4,2,121,217,96,12,9.8,49,70,0.627,85,1,1,,,0,C,R.5,,673403,03,L3891,03,82,1,,0,5,5,105,2.05,127.2,1,79,0
93WN00038, 93040042,93,A0042,04,2,82,30,61,8,2,2,4.0,4,4,2,121,217,96,2,10.4,51,64,0.558,77,1,3,,,0,C,  9,4TEATS,673403,03,L3891,03,82,2,92,266,5,5,101,2.05,127.2,2,88,91
93WN00039, 93040043,93,A0043,04,1,82,30,65,8,2,2,2.0,2,2,2,121,217,96,12,10.2,50,72,0.644,87,1,1,,,0,C,,,687203,03,L7254,03,82,1,,0,5,5,102,1.97,127.6,1,78,0
93WN00040, 93040044,93,A0044,04,2,82,30,65,8,2,2,2.0,2,2,2,121,217,96,10,10.5,50,73,0.651,89,1,1,,,0,C, 10,,687203,03,L7254,03,82,2,92,266,5,5,107,1.97,127.6,2,84,92
93WN00041, 93040045,93,A0045,04,1,82,30,66,8,2,2,2.0,2,2,2,121,217,96,12,10.4,38,47,0.381,56,1,1,,,0,C,,,677303,03,L6992,03,82,3,93,242,5,5,83,2.14,118.1,3,56,0
93WN00042, 93040046,93,A0046,04,2,82,30,66,8,2,1,2.0,2,2,2,121,217,96,7,10.7,63,88,0.805,107,1,1,,,0,C,  9,4TEATS,677303,03,L6992,03,82,2,92,266,3,2,111,2.14,118.1,2,99,108
93WN00043, 93040047,93,A0047,04,2,80,30,P01,9,3,3,2.0,2,2,2,121,217,96,7,6.0,31,48,0.438,59,1,1,,,0,M, 16,"NR,BRITCHY",687403,03,L7144,03,81,2,92,266,9,8,95,2.47,132.7,2,59,66
93WN00044, 93040048,93,A0048,04,1,80,30,P01,9,3,3,2.0,2,2,2,121,217,96,6,6.8,44,65,0.606,80,1,1,,,0,M,,,687403,03,L7144,03,81,3,93,242,9,8,101,2.47,132.7,3,75,0
93WN00045, 93040049,93,A0049,04,2,80,30,P01,9,3,3,2.0,2,2,2,121,217,96,4,7.3,38,53,0.476,64,1,1,,,0,M,  8,,687403,03,L7144,03,81,2,92,266,9,8,97,2.47,132.7,2,68,77
93WN00046, 93040050,93,A0050,04,2,82,30,71,9,3,2,3.0,3,3,2,121,217,96,5,8.3,42,65,0.591,79,1,1,,,0,C,R.3,,770403,03,L4702,03,82,1,,0,8,5,97,2.12,117.3,1,76,0
93WN00047, 93040051,93,A0051,04,2,82,30,71,9,3,2,3.0,3,3,2,121,217,96,12,7.1,48,68,0.634,83,1,1,,,0,C,R.4,4TEATS,770403,03,L4702,03,82,1,,0,8,5,99,2.12,117.3,1,78,0
93WN00048, 93040052,93,A0052,04,2,82,30,71,9,3,1,3.0,3,3,2,121,217,96,11,5.7,45,64,0.607,79,1,1,,,0,C,MKT,DIARRHEA,770403,03,L4702,03,82,2,93,270,7,2,97,2.12,117.3,2,80,85
93WN00049, 93040053,93,A0053,04,1,82,30,67,8,2,2,2.0,2,2,2,121,217,96,4,9.8,53,75,0.679,91,1,1,,,0,C,,,704203,03,L7288,03,82,3,93,242,5,5,110,2.14,141.5,3,86,0
93WN00050, 93040054,93,A0054,04,1,82,30,67,8,2,2,2.0,2,2,2,121,217,96,5,10.3,50,72,0.643,87,1,1,,,0,C,,,704203,03,L7288,03,82,1,,0,5,5,108,2.14,141.5,1,83,0
93WN00051, 93040056,93,A0056,04,1,82,30,68,8,2,1,4.0,4,4,2,122,217,95,2,11.3,59,88,0.807,108,1,1,,,0,C,,HI IDX CTRL,780303,03,L4364,03,82,3,93,242,3,2,112,2.05,129.1,3,95,0
93WN00052, 93040057,93,A0057,04,1,82,30,67,8,2,2,2.0,2,2,2,122,217,95,7,9.0,46,66,0.6,81,1,2,,,0,C,,,704203,03,L7769,03,82,1,,0,5,5,96,2.14,122.5,1,78,0
93WN00053, 93040058,93,A0058,04,2,82,30,67,8,2,2,2.0,2,2,2,122,217,95,12,8.7,44,63,0.572,77,1,1,,,0,C,R.5,,704203,03,L7769,03,82,1,,0,5,5,99,2.14,122.5,1,73,0
93WN00054, 93040059,93,A0059,04,2,82,30,66,8,2,2,3.0,3,3,2,122,217,95,12,8.9,47,70,0.643,86,1,1,,,0,C, 10,,677303,03,L4909,03,82,2,92,266,5,6,112,2.12,140.0,2,79,84
93WN00055, 93040060,93,A0060,04,1,82,30,66,8,2,2,3.0,3,3,2,122,217,95,5,11.8,55,74,0.655,90,1,1,,,0,C,,,677303,03,L4909,03,82,3,93,242,5,4,109,2.12,140.0,3,89,0
93WN00056, 93040062,93,A0062,04,2,82,30,p.3,8,2,1,1.0,1,1,2,122,217,95,4,7.3,38,46,0.407,56,1,1,,,0,C,,,770603,03,L8541,03,81,3,93,292,3,2,81,2.1,108.7,3,62,0
93WN00057, 93040063,93,A0063,04,2,82,30,p.3,5,1,1,1.0,1,1,2,122,217,95,13,10.1,42,61,0.536,74,1,2,,,0,C, 12,,770603,03,L8607,03,82,2,92,266,1,1,92,2.0,112.3,2,77,71
93WN00058, 93040064,93,A0064,04,2,82,30,p.3,5,1,1,1.0,1,1,2,122,217,95,6,7.3,34,53,0.481,65,1,1,,,0,C, 12,,770603,03,L8776,03,80,2,92,266,1,1,87,2.0,110.5,2,68,72
93WN00059, 93040065,93,A0065,04,1,82,30,63,8,2,1,5.0,5,4,2,122,217,95,5,10.8,59,85,0.781,105,1,1,,,0,C,,,675603,03,L2515,03,82,3,93,242,3,2,91,1.95,89.1,3,97,0
93WN00060, 93040066,93,A0066,04,1,82,30,63,8,2,1,5.0,5,4,J,122,210,88,1,11.1,54,54,0.488,70,1,1,,,0,C,,,675603,03,L2515,03,82,3,93,242,3,2,75,1.95,89.1,3,76,0
93WN00061, 93040067,93,A0067,04,2,82,30,67,9,3,2,6.0,6,4,2,122,217,95,12,9.4,45,63,0.564,77,1,1,,,0,C,R.5,4TEATS,704203,03,L0877,03,82,1,,0,8,6,110,2.52,144.9,1,78,0
93WN00062, 93040068,93,A0068,04,2,82,30,67,9,3,2,6.0,6,4,2,122,217,95,2,10.7,54,66,0.582,81,1,1,,,0,C,R.4,,704203,03,L0877,03,82,1,,0,8,5,112,2.52,144.9,1,88,0
93WN00063, 93040069,93,A0069,04,1,82,30,67,9,3,2,6.0,6,4,2,122,217,95,11,11.8,65,93,0.855,114,1,1,,,0,C,,HI IDX CTRL,704203,03,L0877,03,82,3,93,242,8,5,122,2.52,144.9,3,103,0
93WN00064, 93040070,93,A0070,04,2,80,30,p.2,5,1,1,1.0,1,1,2,122,217,95,9,5.1,41,62,0.599,77,1,1,,,0,M, 12,RAT,751903,03,L8786,03,82,2,92,266,1,1,94,2.0,112.9,2,78,83
93WN00065, 93040071,93,A0071,04,2,82,30,63,5,1,1,5.0,5,4,2,122,217,95,12,11.4,67,93,0.859,114,1,1,,,0,C, 13,,675603,03,L2046,03,82,2,92,266,1,1,114,1.73,116.3,2,108,114
93WN00066, 93040072,93,A0072,04,1,80,30,P01,5,1,1,4.0,4,4,2,122,217,95,3,12.8,63,87,0.781,107,1,3,,,0,M,,,687403,03,L3683,03,81,3,93,242,1,1,100,1.93,107.0,3,96,0
93WN00067, 93040074,93,A0074,04,1,82,30,67,3,4,1,3.0,3,3,2,122,217,95,11,7.4,56,82,0.785,102,1,1,,,0,C,,,704203,03,L4952,03,82,1,,0,7,2,98,2.55,106.7,1,91,0
93WN00068, 93040075,93,A0075,04,2,82,30,67,3,4,1,3.0,3,3,2,122,217,95,11,7.0,46,64,0.6,79,1,1,,,0,C,R.5,,704203,03,L4952,03,82,1,,0,7,2,92,2.55,106.7,1,80,0
93WN00069, 93040076,93,A0076,04,3,82,30,p.3,8,2,1,1.0,1,1,2,122,217,95,3,10.0,50,69,0.621,85,1,1,,,0,C,,,770603,03,L8806,03,80,3,93,292,3,2,103,2.1,120.7,3,93,0
93WN00070, 93040077,93,A0077,04,3,82,30,p.3,8,2,2,1.0,1,1,2,122,217,95,12,9.2,28,50,0.429,61,1,1,,,0,C,,,770603,03,L8806,03,80,3,93,292,5,5,92,2.1,120.7,3,62,0
93WN00071, 93040078,93,A0078,04,1,80,30,P01,9,3,2,3.0,3,3,2,122,217,95,10,10.7,55,83,0.761,102,1,1,,,0,M,,,687403,03,L5580,03,81,1,,0,8,5,112,2.26,135.3,1,95,0
93WN00072, 93040079,93,A0079,04,1,80,30,P01,9,3,2,3.0,3,3,2,122,217,95,10,9.6,52,77,0.709,95,1,1,,,0,M,,,687403,03,L5580,03,81,1,,0,8,5,109,2.26,135.3,1,91,0
93WN00073, 93040080,93,A0080,04,1,80,30,P03,9,3,2,4.0,4,4,2,122,217,95,13,10.8,57,81,0.739,99,1,1,,,0,M,,,678403,03,L3722,03,81,1,,0,8,3,103,2.3,119.9,1,92,0
93WN00074, 93040081,93,A0081,04,2,80,30,P03,9,3,2,4.0,4,4,2,122,217,95,12,7.3,45,65,0.607,80,1,1,,,0,M, 15,"NR,BRITCHY",678403,03,L3722,03,81,2,92,266,8,7,99,2.3,119.9,2,74,83
93WN00075, 93040082,93,A0082,04,2,80,30,P01,8,2,2,5.0,5,4,2,123,217,94,1,9.0,48,71,0.66,88,1,1,,,0,M,R.3,,687403,03,L2142,03,81,1,,0,5,5,96,1.95,107.3,1,77,0
93WN00076, 93040083,93,A0083,04,1,80,30,P01,8,2,2,5.0,5,4,2,123,217,94,6,10.4,54,70,0.634,86,1,1,,,0,M,,,687403,03,L2142,03,81,3,93,242,5,5,91,1.95,107.3,3,73,0
93WN00077, 93040084,93,A0084,04,2,82,30,61,8,2,2,3.0,3,3,2,123,217,94,9,11.0,40,64,0.564,79,1,1,,,0,C,R.4,,673403,03,L4727,03,82,1,,0,5,5,104,1.98,131.4,1,79,0
93WN00078, 93040085,93,A0085,04,2,82,30,61,8,2,2,3.0,3,3,2,123,217,94,6,10.7,47,67,0.599,83,1,1,,,0,C, 14,4TEATS,673403,03,L4727,03,82,2,92,266,5,5,106,1.98,131.4,2,78,87
93WN00079, 93040086,93,A0086,04,2,82,30,66,8,2,2,2.0,2,2,2,123,217,94,1,6.5,39,61,0.58,76,1,1,,,0,C, 15,"NR,BRITCHY",677303,03,L6703,03,82,2,92,266,5,6,96,1.97,119.3,2,71,79
93WN00080, 93040087,93,A0087,04,1,82,30,66,8,2,2,2.0,2,2,2,123,217,94,2,7.7,44,62,0.578,77,1,1,,,0,C,,,677303,03,L6703,03,82,3,93,242,5,4,93,1.97,119.3,3,80,0
93WN00081, 93040089,93,A0089,04,1,80,30,P02,9,3,2,4.0,4,4,2,123,217,94,9,9.9,51,70,0.639,87,1,1,,,0,M,,,760003,03,L4032,03,81,1,,0,8,4,108,2.3,140.0,1,80,0
93WN00082, 93040090,93,A0090,04,2,80,30,P02,9,3,2,4.0,4,4,2,123,217,94,7,8.3,46,64,0.593,79,1,3,,,0,M,  8,,760003,03,L4032,03,81,2,92,266,8,6,108,2.3,140.0,2,73,86
93WN00083, 93040091,93,A0091,04,2,82,30,64,8,2,2,5.0,5,4,2,123,217,94,2,10.6,54,75,0.685,93,1,1,,,0,C,  9,,732403,03,L2056,03,82,2,92,266,5,5,112,2.17,133.0,2,103,101
93WN00084, 93040092,93,A0092,04,1,82,30,64,8,2,2,5.0,5,4,2,123,217,94,11,10.6,51,83,0.77,103,1,1,,,0,C,,,732403,03,L2056,03,82,1,,0,5,5,111,2.17,133.0,1,90,0
93WN00085, 93040094,93,A0094,04,1,82,30,63,9,3,2,2.0,2,2,2,123,217,94,11,8.3,53,58,0.529,72,1,1,,,0,C,,,675603,03,L6612,03,82,3,93,242,8,5,97,2.31,132.2,3,74,0
93WN00086, 93040095,93,A0095,04,2,82,30,63,9,3,2,2.0,2,2,2,123,217,94,13,7.7,31,46,0.407,57,1,1,,,0,C,,,675603,03,L6612,03,82,3,93,292,8,5,94,2.31,132.2,3,56,0
93WN00087, 93040096,93,A0096,04,3,80,30,P02,5,1,1,2.0,2,2,2,123,217,94,2,10.1,57,78,0.722,97,1,1,,,0,M,,,760003,03,L6873,03,81,3,93,292,1,1,104,1.8,111.4,3,95,0
93WN00088, 93040098,93,A0098,04,2,82,30,69,9,3,2,5.0,5,4,2,123,217,94,12,9.9,42,61,0.544,75,1,2,,,0,C, 15,"NR,BRITCHY",708803,03,L2141,03,82,2,92,266,8,5,91,2.06,108.8,2,74,80
93WN00089, 93040099,93,A0099,04,1,82,30,69,9,3,2,5.0,5,4,2,123,217,94,5,9.8,48,70,0.64,87,1,1,,,0,C,,,708803,03,L2141,03,82,1,,0,8,5,92,2.06,108.8,1,81,0
93WN00090, 93040100,93,A0100,04,1,80,30,P04,8,2,2,2.0,2,2,2,123,217,94,3,9.8,42,58,0.513,71,1,1,,,0,M,,,684903,03,L7348,03,81,3,93,242,5,5,91,1.97,120.5,3,72,0
93WN00091, 93040101,93,A0101,04,1,80,30,P04,8,2,2,2.0,2,2,2,123,217,94,2,9.0,40,58,0.521,72,1,1,,,0,M,,,684903,03,L7348,03,81,3,93,242,5,5,91,1.97,120.5,3,77,0
93WN00092, 93040102,93,A0102,04,1,82,30,63,8,2,2,2.0,2,2,2,123,217,94,12,9.2,48,77,0.721,96,1,1,,,0,C,,,675603,03,L6971,03,82,1,,0,5,5,105,2.14,127.2,1,90,0
93WN00093, 93040103,93,A0103,04,2,82,30,63,8,2,2,2.0,2,2,2,123,217,94,11,9.8,48,69,0.63,85,1,1,,,0,C,R.5,ENTR,675603,03,L6971,03,82,1,,0,5,5,105,2.14,127.2,1,80,0
93WN00094, 93040104,93,A0104,04,1,80,30,P02,8,2,2,4.0,4,4,2,123,217,94,2,9.9,50,68,0.618,84,1,1,,,0,M,,,760003,03,L3544,03,81,3,93,242,5,5,102,2.05,130.5,3,77,0
93WN00095, 93040105,93,A0105,04,1,80,30,P02,8,2,2,4.0,4,4,2,123,217,94,7,10.2,58,80,0.743,99,1,1,,,0,M,,,760003,03,L3544,03,81,1,,0,5,5,108,2.05,130.5,1,92,0
93WN00096, 93040106,93,A0106,04,1,80,30,p.1,8,2,2,1.0,1,1,2,123,217,94,13,8.9,46,69,0.639,86,1,1,,,0,M,,,685303,03,L8456,03,82,3,93,242,5,5,102,2.1,130.1,3,74,0
93WN00097, 93040107,93,A0107,04,2,80,30,p.1,8,2,2,1.0,1,1,2,123,217,94,7,8.5,41,62,0.569,77,1,1,,,0,M, 11,,685303,03,L8456,03,82,2,92,266,5,5,102,2.1,130.1,2,74,83
93WN00098, 93040110,93,A0110,04,2,82,30,65,8,2,2,6.0,6,4,2,124,217,93,13,11.2,52,74,0.675,92,1,1,,,0,C,  9,4TEATS,687203,03,L0850,03,82,2,92,266,5,5,111,1.82,132.6,2,92,91
93WN00099, 93040111,93,A0111,04,3,82,30,65,8,2,2,6.0,6,4,2,124,217,93,13,11.2,53,76,0.697,95,1,1,,,0,C,,PINK,687203,03,L0850,03,82,3,93,292,5,5,114,1.82,132.6,3,91,0
93WN00100, 93040112,93,A0112,04,3,80,30,p.2,5,1,1,1.0,1,1,2,124,217,93,13,8.7,49,68,0.638,85,1,1,,,0,M,,,751903,03,L8627,03,82,3,93,292,1,1,100,2.0,114.5,3,82,0
93WN00101, 93040113,93,A0113,04,2,82,30,61,8,2,2,2.0,2,2,2,124,217,93,10,9.4,48,65,0.598,81,1,3,,,0,C,R.3,,673403,03,L7647,03,82,1,,0,5,5,101,2.14,124.4,1,78,0
93WN00102, 93040114,93,A0114,04,3,82,30,61,8,2,2,2.0,2,2,2,124,217,93,6,9.2,47,67,0.622,84,1,1,,,0,C,,,673403,03,L7647,03,82,3,93,292,5,5,105,2.14,124.4,3,79,0
93WN00103, 93040116,93,A0116,04,2,82,30,69,9,3,2,2.0,2,2,2,124,217,93,5,8.6,48,63,0.585,79,1,1,,,0,C,  7,,708803,03,L7038,03,82,2,92,266,8,5,106,2.31,136.4,2,78,82
93WN00104, 93040117,93,A0117,04,1,82,30,69,9,3,2,2.0,2,2,2,124,217,93,5,7.6,44,65,0.617,82,1,1,,,0,C,,,708803,03,L7038,03,82,1,,0,8,5,104,2.31,136.4,1,71,0
93WN00105, 93040118,93,A0118,04,1,82,30,61,8,2,2,6.0,6,4,2,124,217,93,4,8.6,46,70,0.66,88,1,1,,,0,C,,,673403,03,L0546,03,82,1,,0,5,5,98,2.12,120.1,1,80,0
93WN00106, 93040119,93,A0119,04,2,82,30,61,8,2,2,6.0,6,4,2,124,217,93,6,8.8,42,63,0.583,79,1,1,,,0,C, 11,,673403,03,L0546,03,82,2,92,266,5,5,98,2.12,120.1,2,70,79
93WN00107, 93040120,93,A0120,04,2,82,30,71,8,2,1,2.0,2,2,2,124,217,93,1,9.4,54,75,0.705,94,1,1,,,0,C,R.4,,770403,03,L7544,03,82,1,,0,3,2,100,2.14,109.1,1,88,0
93WN00108, 93040122,93,A0122,04,2,82,30,p.3,8,2,1,1.0,1,1,2,124,217,93,13,9.0,52,77,0.731,97,1,1,,,0,C,  9,,770603,03,L8451,03,81,2,92,266,3,2,106,2.1,116.9,2,90,97
93WN00109, 93040124,93,A0124,04,1,82,30,61,6,2,1,3.0,3,3,2,124,217,93,2,8.4,54,72,0.684,90,1,1,,,0,C,,WEAK,673403,03,L5007,03,82,3,93,242,3,2,91,1.98,103.3,3,79,0
93WN00110, 93040127,93,A0127,04,2,80,30,P03,8,2,2,5.0,5,4,2,124,217,93,5,7.9,41,64,0.603,80,1,1,,,0,M, 15,HAIRY,678403,03,L2264,03,81,2,92,266,5,6,91,1.73,105.2,2,73,81
93WN00111, 93040128,93,A0128,04,3,80,30,P03,8,2,2,5.0,5,4,2,124,217,93,13,9.6,42,62,0.563,77,1,1,,,0,M,,HAIRY,678403,03,L2264,03,81,3,93,292,5,4,91,1.73,105.2,3,73,0
93WN00112, 93040129,93,A0129,04,2,80,30,P02,8,2,2,3.0,3,3,2,124,217,93,13,9.3,46,67,0.62,84,1,1,,,0,M,R.3,,760003,03,L5123,03,81,1,,0,5,5,107,1.98,132.7,1,77,0
93WN00113, 93040130,93,A0130,04,1,80,30,P02,8,2,2,3.0,3,3,2,124,217,93,10,10.2,46,71,0.654,89,1,1,,,0,M,,,760003,03,L5123,03,81,3,93,242,5,5,105,1.98,132.7,3,80,0
93WN00114, 93040131,93,A0131,04,2,80,30,P03,5,1,2,2.0,2,2,2,124,217,93,13,9.5,45,66,0.608,82,1,1,,,0,M, 13,,678403,03,L6656,03,81,2,92,266,3,7,89,1.8,98.7,2,83,86
