UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,DENSITY,CADAM_25,TBRE,CTBR,C53,SIRE,SB1,LBRD1,ADG,LBRD2,LBRD,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
55WN01441,55,1,9316,4,65,282,6195,4,40,,5,4,64,124,1,7,08,1,66,13,03,11,11,029,9,4,5,2,22,4,5,2,,7459,4,4,466,0,40,62,5,1,5,120,82,,3,,0,
55WN01442,55,2,9317,4,65,282,6794,4,40,,5,3,64,124,1,1,07,1,57,08,03,10,10,031,12,4,5,2,23,3,5,2,,7459,4,4,385,0,40,62,5,,5,144,92,,2,50,0,
55WN01443,55,2,9318,4,65,282,6794,4,40,,5,3,64,124,1,1,08,1,78,08,03,07,05,042,12,6,8,3,23,3,5,2,2,7459,4,4,547,0,40,62,5,,5,159,102,,,,0,
55WN01444,55,1,9320,4,73,127,1891,5,48,,1,2,64,124,1,4,08,1,96,09,03,05,06,040,12,3,4,2,25,2,1,1,,7878,4,4,694,0,40,61,9,5,5,165,100,,,,0,
55WN01445,55,1,9322,4,15,152,4201,4,40,11,3,7,64,124,1,2,08,3,66,09,03,10,10,032,14,2,3,2,21,5,3,3,,7786,4,4,463,0,40,15,1,1,5,142,86,,3,10,0,
55WN01446,55,2,9323,4,65,302,5972,4,40,,3,4,64,124,3,1,07,1,73,11,03,06,06,044,12,4,5,2,26,4,3,3,,7933,4,4,510,0,40,62,5,,5,137,98,,2,40,0,
55WN01447,55,2,9325,4,18,182,7694,4,40,06,1,2,64,124,1,1,08,1,79,10,03,06,06,043,10,4,5,2,24,2,1,1,2,6029,4,4,556,0,40,18,1,,5,150,100,,,,0,
55WN01448,55,1,9326,4,11,112,6130,4,40,13,1,4,64,124,1,7,06,1,88,13,03,06,06,047,10,3,5,3,21,4,1,1,,8008,4,4,610,0,40,11,1,5,5,141,124,,3,37,0,
55WN01449,55,2,9327,4,62,262,5554,4,40,,5,5,64,124,1,1,07,1,61,10,03,09,11,035,8,4,6,3,22,4,5,2,,7484,4,4,419,0,40,61,5,,5,143,90,,2,17,0,
55WN01450,55,2,9328,4,62,262,5554,4,40,,5,5,64,124,1,1,08,1,78,09,03,07,06,038,8,3,4,2,21,4,5,2,,7484,4,4,560,0,40,61,5,,5,154,86,,2,17,0,
55WN01451,55,2,9329,4,65,222,6433,4,40,,5,4,64,124,1,1,08,1,75,09,03,08,06,047,8,4,6,3,24,4,5,2,1,7776,4,4,534,0,40,62,5,,5,157,88,,,,0,
55WN01452,55,1,9330,4,65,222,6433,4,40,,5,4,64,124,1,1,08,1,43,14,03,11,13,035,10,3,4,2,21,4,5,2,,7776,4,4,266,0,40,62,5,1,5,108,100,,3,17,0,
55WN01453,55,1,9331,4,70,722,7566,4,40,,5,2,64,124,1,4,08,3,87,10,03,06,07,041,9,5,7,3,23,2,5,2,,7691,4,4,615,0,40,73,2,3,5,164,108,,,,0,2
55WN01454,55,2,9332,4,70,722,7566,4,40,,5,2,64,124,1,1,08,1,39,11,03,12,14,034,11,4,4,1,20,2,5,2,,7691,4,4,242,0,40,73,2,,5,129,90,,3,50,0,2
55WN01455,55,2,9333,4,11,111,7032,4,40,09,1,3,64,124,1,1,06,1,80,11,03,06,06,046,13,3,4,2,21,3,1,1,1,7711,4,4,535,0,40,11,1,,5,144,136,,,,0,
55WN01456,55,2,9334,4,70,722,7951,4,40,,1,2,64,124,1,3,09,1,86,08,03,07,05,041,10,4,6,3,23,2,1,1,,7691,4,4,605,0,40,73,2,,5,162,110,,2,37,0,2
55WN01457,55,1,9335,4,73,017,1899,5,48,,1,2,64,124,4,1,06,1,89,13,03,07,06,046,9,3,4,2,21,2,1,1,,5860,4,4,623,0,40,61,9,4,5,143,118,,3,40,0,
55WN01458,55,2,9336,4,65,242,6085,4,40,,1,4,64,124,3,1,08,3,85,09,03,07,05,046,8,3,4,2,27,4,1,1,,8076,4,4,590,0,40,62,5,,5,154,118,,2,40,0,
55WN01459,55,2,9337,4,65,262,7174,4,40,,1,2,64,124,1,1,07,2,83,10,04,07,05,040,10,3,4,2,24,2,1,1,1,7484,4,4,582,0,40,62,5,,5,144,108,,,,0,
55WN01460,55,2,9338,4,65,352,6411,4,40,,5,4,63,123,4,1,06,1,68,07,03,09,10,036,10,3,4,2,25,4,5,2,,7737,4,4,472,0,40,62,5,,5,164,100,,2,40,0,
55WN01461,55,1,9339,4,65,352,6411,4,40,,5,4,63,123,1,2,08,1,82,10,03,08,07,039,11,4,5,2,24,4,5,2,,7737,4,4,577,0,40,62,5,2,5,154,110,,,,0,
55WN01462,55,2,9340,4,65,272,6496,4,40,,1,4,63,123,1,1,07,1,95,09,05,06,05,039,10,4,7,4,21,4,1,1,,7621,4,4,655,0,40,62,5,,5,153,144,,2,79,0,
55WN01463,55,1,9341,4,65,342,5974,4,40,,1,4,63,123,1,2,08,1,92,10,06,07,08,043,9,4,6,3,24,4,1,1,,7607,4,4,646,0,40,62,5,3,5,149,126,,3,17,0,
55WN01464,55,1,9342,4,15,152,6518,4,40,14,1,4,63,123,1,2,06,1,91,09,03,07,04,034,13,2,3,2,23,4,1,1,,7786,4,4,644,0,40,15,1,3,5,151,118,,,,0,
55WN01465,55,1,9343,4,65,292,6419,4,40,,3,4,63,123,1,4,08,1,68,13,05,09,10,032,13,2,3,2,24,4,3,3,,7846,4,4,473,0,40,62,5,,5,115,98,,3,17,0,
55WN01466,55,2,9345,4,16,162,4492,4,40,16,5,6,63,123,1,1,07,1,53,11,03,11,11,029,12,2,3,2,22,4,5,2,,7012,4,4,369,0,40,16,1,,5,131,76,,2,10,0,
55WN01467,55,2,9346,4,16,162,4492,4,40,16,5,6,63,123,1,1,07,1,56,09,03,10,12,034,8,3,4,2,23,4,5,2,1,7012,4,4,387,0,40,16,1,,5,150,84,,,,0,
55WN01468,55,1,9347,4,65,302,6972,4,40,,5,3,63,123,2,2,09,2,80,09,03,07,09,039,10,3,4,2,21,3,5,2,,7933,4,4,582,0,40,62,5,3,5,162,84,,3,17,0,
55WN01469,55,1,9348,4,65,302,6972,4,40,,5,3,63,123,1,2,08,1,80,12,03,08,10,040,10,4,7,4,22,3,5,2,,7933,4,4,580,0,40,62,5,5,5,151,86,,3,12,0,
55WN01470,55,1,9349,4,65,372,6785,4,40,,5,3,63,123,1,2,07,1,69,11,03,07,07,035,13,3,4,2,21,3,5,2,,7924,4,4,493,0,40,62,5,5,5,133,84,,3,17,0,
55WN01471,55,1,9350,4,65,372,6785,4,40,,5,3,63,123,2,7,07,1,69,15,03,09,10,039,10,2,3,2,26,3,5,2,,7924,4,4,472,0,40,62,5,1,5,124,110,,3,12,0,
55WN01472,55,2,9351,4,65,222,6375,4,40,,1,4,63,123,1,1,08,3,80,11,03,06,03,047,7,4,6,3,23,4,1,1,,7776,4,4,550,0,40,62,5,,5,135,124,,2,12,0,
55WN01473,55,2,9352,4,65,222,7077,4,40,,3,3,73,133,1,1,12,1,76,09,03,08,09,049,9,3,4,2,28,3,3,3,1,7776,4,4,483,0,40,62,5,,7,150,118,,,,0,
55WN01474,55,2,9353,4,65,222,7077,4,40,,3,3,63,123,1,1,07,1,55,13,03,11,10,037,11,3,4,2,20,3,3,3,,7776,4,4,364,0,40,62,5,,5,116,102,,2,12,0,
55WN01475,55,1,9354,4,15,152,6875,4,40,15,5,3,63,123,1,4,08,3,78,08,03,08,08,036,12,4,5,2,18,3,5,2,,7786,4,4,561,0,40,15,1,2,5,164,90,,,,0,
55WN01476,55,2,9355,4,15,152,6875,4,40,15,5,3,63,123,1,1,08,1,66,08,03,08,09,033,14,3,4,2,22,3,5,2,1,7786,4,4,462,0,40,15,1,,5,156,92,,,,0,
55WN01477,55,2,9356,4,08,082,3730,4,40,16,1,8,70,130,1,1,09,1,85,10,03,08,05,046,8,4,5,2,25,5,1,1,1,7601,4,4,560,0,40,08,1,,9,144,122,,,,0,
55WN01478,55,2,9357,4,12,122,7989,4,40,20,1,2,63,123,1,4,07,1,70,10,03,07,07,039,12,3,4,2,24,2,1,1,,7878,4,4,496,0,40,12,1,,5,145,90,,2,37,0,
55WN01479,55,1,9358,4,66,232,7715,4,40,,1,2,63,123,1,2,08,1,83,11,03,05,06,048,9,3,4,2,24,2,1,1,,8063,4,4,587,0,40,65,5,4,5,148,108,,,,0,
55WN01480,55,2,9359,4,11,112,7456,4,40,22,1,2,63,123,1,1,08,1,68,10,03,08,10,037,14,4,6,3,27,2,1,1,1,8008,4,4,468,0,40,11,1,,5,150,104,,,,0,
55WN01481,55,2,9361,4,73,177,5385,4,40,,1,5,63,123,1,1,07,1,65,09,03,08,09,032,9,2,3,2,21,4,1,1,1,6368,4,4,437,0,40,61,9,,5,136,112,,,,0,
55WN01482,55,1,9362,4,17,172,1198,5,48,09,5,8,63,123,1,1,07,1,79,09,04,09,08,029,10,2,4,3,21,5,5,2,,6368,4,4,587,0,40,17,1,5,5,150,68,,,,0,
55WN01483,55,2,9363,4,17,172,1198,5,48,09,5,8,63,123,1,1,07,1,72,07,03,07,08,032,12,5,7,3,23,5,5,2,2,6368,4,4,540,0,40,17,1,,5,162,56,,,,0,
55WN01484,55,1,9364,4,01,011,5271,4,40,31,5,5,63,123,1,2,09,1,65,09,03,10,10,037,12,2,3,2,25,4,5,2,,7491,4,4,455,0,40,01,1,1,5,157,90,,3,10,0,
55WN01485,55,2,9365,4,01,011,5271,4,40,31,5,5,63,123,1,1,08,1,67,08,03,08,10,033,13,4,5,2,23,4,5,2,1,7491,4,4,485,0,40,01,1,,5,164,74,,,,0,
55WN01486,55,2,9366,4,73,097,1890,5,48,,1,2,62,122,3,1,08,1,87,09,03,07,05,044,9,2,3,2,27,2,1,1,,7651,4,4,611,0,40,61,9,,5,161,124,,2,40,0,
55WN01487,55,1,9367,4,18,182,6705,4,40,09,1,3,62,122,1,1,06,1,81,10,03,07,05,043,8,2,3,2,25,3,1,1,,6029,4,4,567,0,40,18,1,4,5,144,118,,3,10,0,
55WN01488,55,1,9368,4,18,182,6923,4,40,10,1,3,62,122,1,1,07,1,67,10,03,09,09,036,12,5,7,3,24,3,1,1,,6029,4,4,490,0,40,18,1,1,5,136,72,,3,10,0,
55WN01489,55,2,9369,4,65,312,6252,4,40,,5,4,62,122,2,1,06,1,71,11,03,08,07,036,8,2,3,2,23,4,5,2,,7677,4,4,493,0,40,62,5,,5,140,108,,2,17,0,
55WN01490,55,1,9370,4,65,312,6252,4,40,,5,4,62,122,1,1,09,1,70,10,03,08,09,032,11,3,4,2,23,4,5,2,,7677,4,4,500,0,40,62,5,1,5,143,90,,,,0,
55WN01491,55,1,9371,4,18,182,4154,4,40,10,4,7,62,122,1,1,07,1,94,10,04,06,05,047,8,4,6,3,20,5,3,3,,6029,4,4,690,0,40,18,1,3,5,159,98,,,,0,
55WN01492,55,2,9372,4,18,182,4154,4,40,10,3,7,62,122,1,1,06,1,85,14,03,06,07,051,8,5,7,3,22,5,3,3,,6029,4,4,607,0,40,18,1,,5,145,110,,2,12,0,
55WN01493,55,2,9373,4,02,022,5611,4,40,24,3,5,62,122,1,1,08,1,74,10,03,06,05,047,9,3,4,2,26,4,3,3,,6811,4,4,521,0,40,02,1,,5,150,104,,3,61,0,
55WN01494,55,2,9376,4,18,182,7762,4,40,07,3,2,62,122,1,1,07,1,70,10,03,09,09,043,9,4,5,2,28,2,3,3,,6029,4,4,497,0,40,18,1,,5,154,94,,2,74,0,
55WN01495,55,1,9377,4,14,142,7415,4,40,28,1,2,62,122,1,1,07,3,36,12,03,13,15,039,8,2,3,2,27,2,1,1,,7381,4,4,215,0,40,14,1,1,5,123,98,,3,50,0,
55WN01496,55,1,9381,4,13,132,5881,4,40,18,3,4,62,122,1,2,08,1,71,09,03,08,09,044,10,3,4,2,26,4,3,3,,7804,4,4,513,0,40,13,1,3,5,156,84,3,5,,0,
55WN01497,55,2,9382,4,65,282,7216,4,40,,1,2,62,122,1,1,06,1,72,09,04,08,07,033,10,2,3,2,23,2,1,1,,7459,4,4,513,0,40,62,5,,5,140,94,,2,79,0,
55WN01498,55,2,9384,4,10,102,1784,5,48,06,3,3,62,122,1,1,07,1,58,10,03,09,10,034,9,2,3,2,25,3,3,3,1,6819,4,4,403,0,40,10,1,,5,134,88,,,,0,
55WN01499,55,1,9385,4,17,172,6825,4,40,08,1,3,62,122,1,1,09,1,105,07,04,07,04,037,12,3,4,2,21,3,1,1,,6368,4,4,761,0,40,17,1,5,5,172,122,,,,0,
55WN01500,55,2,9386,4,03,032,7619,4,40,27,1,2,62,122,1,1,09,1,72,10,03,08,09,040,9,3,3,1,20,2,1,1,1,8005,4,4,493,0,40,03,1,,5,156,118,,,,0,
55WN01501,55,2,9387,4,18,182,7641,4,40,06,1,2,62,122,1,1,06,1,67,09,03,09,09,041,9,2,3,2,21,2,1,1,1,6029,4,4,480,0,40,18,1,,5,151,84,,,,0,
55WN01502,55,2,9388,4,12,121,6806,4,40,13,1,3,62,122,1,1,08,1,86,09,03,07,05,036,12,4,6,3,20,3,1,1,1,7560,4,4,611,0,40,12,1,,5,153,114,,,,0,
55WN01503,55,2,9390,4,62,262,6353,4,40,,5,4,62,122,1,1,08,1,68,10,03,07,09,041,9,4,6,3,26,4,5,2,1,7484,4,4,487,0,40,61,5,,5,150,86,,,,0,
55WN01504,55,1,9391,4,62,262,6353,4,40,,5,4,62,122,1,2,07,1,80,09,03,07,09,043,9,3,3,1,21,4,5,2,,7484,4,4,574,0,40,61,5,3,5,166,100,,3,17,0,
55WN01505,55,2,9393,4,16,162,4295,4,40,22,3,7,62,122,1,1,07,3,59,11,03,09,09,036,11,3,4,2,22,5,3,3,1,7012,4,4,420,0,40,16,1,,5,132,78,,,,0,
55WN01506,55,1,9394,4,82,018,6166,4,40,,5,4,62,122,1,2,08,4,77,09,03,07,08,035,14,5,7,3,23,4,5,2,,5860,4,4,567,0,40,12,7,5,5,154,78,,,,0,
55WN01507,55,2,9395,4,82,018,6166,4,40,,5,4,62,122,1,1,07,1,76,09,03,07,06,044,9,3,4,2,21,4,5,2,1,5860,4,4,552,0,40,12,7,,5,157,86,,,,0,
55WN01508,55,1,9396,4,62,252,5446,4,40,,5,5,62,122,1,2,07,1,90,09,03,07,07,038,12,3,4,2,21,4,5,2,,7843,4,4,651,0,40,61,5,5,5,167,106,,,,0,
55WN01509,55,1,9397,4,62,252,5446,4,40,,5,5,62,122,1,2,08,1,80,10,04,07,09,035,8,3,4,2,24,4,5,2,,7843,4,4,559,0,40,61,5,3,5,151,118,,3,17,0,
55WN01510,55,2,9398,4,06,062,6886,4,40,27,1,3,62,122,1,1,09,1,76,07,03,07,06,038,12,3,4,2,27,3,1,1,1,8044,4,4,543,0,40,06,1,,5,161,98,,,,0,
55WN01511,55,2,9399,4,15,152,5318,4,40,14,1,5,62,122,1,1,05,1,85,09,03,07,03,049,11,4,6,3,25,4,1,1,1,7786,4,4,595,0,40,15,1,,5,156,124,,,,0,
55WN01512,55,2,9400,4,14,142,5194,4,40,13,1,5,62,122,1,1,08,5,78,10,03,06,05,041,10,2,3,2,27,4,1,1,,7381,4,4,541,0,40,14,1,,5,143,120,,3,35,0,
55WN01513,55,2,9401,4,70,722,7903,4,40,,1,2,62,122,1,1,06,1,75,09,03,07,06,045,10,3,4,2,19,2,1,1,1,7691,4,4,530,0,40,73,2,,5,152,104,,,,0,2
55WN01514,55,2,9402,4,70,722,7431,4,40,,1,2,62,122,1,1,07,1,88,10,03,05,03,041,10,3,4,2,21,2,1,1,1,7691,4,4,626,0,40,73,2,,5,149,116,,,,0,2
55WN01515,55,1,9403,4,18,182,7287,4,40,03,1,2,61,121,1,2,08,1,70,12,03,08,10,040,10,3,4,2,25,2,1,1,,6029,4,4,479,0,40,18,1,1,5,138,120,,3,12,0,
55WN01516,55,1,9404,4,18,182,6393,4,40,18,1,4,61,121,1,2,07,1,90,09,03,07,06,043,9,5,7,3,24,4,1,1,,6029,4,4,653,0,40,18,1,3,5,163,110,,,,0,
55WN01517,55,1,9405,4,73,117,5366,4,40,,1,5,61,121,1,7,07,1,97,12,03,06,07,043,9,3,4,2,22,4,1,1,,8008,4,4,688,0,40,61,9,5,5,153,138,,6,,0,
55WN01518,55,2,9406,4,70,722,6955,4,40,,1,3,61,121,1,1,08,1,84,08,03,07,05,038,9,3,5,3,24,3,1,1,,7691,4,4,602,0,40,73,2,,5,155,112,,2,10,0,3
55WN01519,55,1,9408,4,18,182,7941,4,40,11,3,2,61,121,1,2,07,1,80,09,03,08,06,044,10,4,5,2,23,2,3,3,,6029,4,4,595,0,40,18,1,2,5,160,80,,,,0,
55WN01520,55,1,9409,4,10,101,1785,5,48,05,5,3,61,121,1,1,08,1,63,09,03,11,10,030,12,3,4,2,23,3,5,2,,7617,4,4,443,0,40,10,1,1,5,144,94,,3,10,0,
55WN01521,55,1,9410,4,10,101,1785,5,48,05,5,3,61,121,1,1,07,1,65,09,03,10,10,031,14,2,3,2,27,3,5,2,,7617,4,4,458,0,40,10,1,,5,147,96,,,,0,
55WN01522,55,2,9411,4,13,132,5888,4,40,16,5,4,61,121,1,1,07,3,53,10,04,08,09,048,9,4,5,2,24,4,5,2,,7804,4,4,360,0,40,13,1,,5,141,94,,2,10,0,
55WN01523,55,2,9412,4,13,132,5888,4,40,16,5,4,61,121,1,1,08,1,60,10,03,10,10,045,10,4,6,3,24,4,5,2,,7804,4,4,441,0,40,13,1,,5,153,66,,2,10,0,
55WN01524,55,2,9414,4,73,157,1834,5,48,,1,3,61,121,1,1,09,1,84,09,03,07,04,040,11,3,4,2,24,3,1,1,1,7786,4,4,595,0,40,61,9,,5,148,120,,,,0,
55WN01525,55,1,9415,4,11,112,6844,4,40,12,5,3,61,121,1,1,08,1,76,11,03,08,06,040,10,4,5,2,24,3,5,2,,8008,4,4,560,0,40,11,1,5,5,145,82,,,,0,
55WN01526,55,1,9416,4,11,112,6844,4,40,12,5,3,61,121,1,1,07,1,66,10,03,09,10,038,8,3,4,2,21,3,5,2,,8008,4,4,483,0,40,11,1,3,5,150,76,,,,0,
55WN01527,55,2,9417,4,02,022,7029,4,40,31,1,3,61,121,1,1,07,1,70,11,03,07,05,039,8,3,3,1,23,3,1,1,1,6811,4,4,496,0,40,02,1,,5,134,100,,,,0,
55WN01528,55,1,9418,4,73,107,5417,4,40,,1,5,61,121,1,2,07,1,92,10,03,07,06,039,14,3,4,2,21,4,1,1,,6819,4,4,650,0,40,61,9,5,5,153,134,,6,,0,
55WN01529,55,2,9419,4,70,722,7857,4,40,,1,2,61,121,1,1,05,1,90,09,04,07,04,038,9,3,4,2,27,2,1,1,1,7691,4,4,643,0,40,73,2,,5,154,122,,,,0,2
55WN01530,55,2,9420,4,16,162,7419,4,40,15,1,2,61,121,1,1,06,1,76,08,03,07,06,035,9,2,3,2,21,2,1,1,1,7012,4,4,549,0,40,16,1,,5,156,96,,,,0,
55WN01531,55,1,9421,4,16,162,5752,4,40,14,5,5,61,121,1,1,09,1,40,09,03,13,14,023,9,4,5,2,24,4,5,2,,7012,4,4,281,0,40,16,1,1,5,130,60,,3,50,0,
55WN01532,55,1,9422,4,16,162,5752,4,40,14,5,5,61,121,1,1,06,1,80,10,03,08,06,036,9,4,5,2,27,4,5,2,,7012,4,4,579,0,40,16,1,2,5,152,100,,,,0,
55WN01533,55,2,9423,4,14,142,6820,4,40,18,3,3,61,121,1,1,08,3,76,08,03,07,07,046,8,3,4,2,23,3,3,3,1,7381,4,4,554,0,40,14,1,,5,165,90,,,,0,
55WN01534,55,2,9425,4,13,132,4471,4,40,12,5,7,61,121,1,1,09,1,70,10,03,07,08,045,9,5,7,3,22,5,5,2,1,7804,4,4,483,0,40,13,1,,5,156,116,,,,0,
55WN01535,55,1,9426,4,13,132,4471,4,40,12,5,7,61,121,1,2,08,1,90,09,03,06,07,047,9,4,5,2,22,5,5,2,,7804,4,4,640,0,40,13,1,3,5,177,126,,,,0,
55WN01536,55,1,9427,4,11,111,6364,4,40,15,5,4,61,121,1,2,07,1,75,13,03,07,07,037,12,4,5,2,24,4,5,2,,7711,4,4,534,0,40,11,1,3,5,135,104,,3,12,0,
55WN01537,55,1,9428,4,11,111,6364,4,40,15,5,4,61,121,1,1,08,1,80,12,03,07,08,040,11,3,4,2,26,4,5,2,,7711,4,4,569,0,40,11,1,3,5,150,112,,,,0,
55WN01538,55,2,9429,4,09,092,6997,4,40,10,5,3,61,121,1,1,09,1,68,08,03,09,10,039,8,3,4,2,20,3,5,2,1,7651,4,4,493,0,40,09,1,,5,165,84,,,,0,
55WN01539,55,1,9430,4,09,092,6997,4,40,10,5,3,61,121,1,1,06,1,58,09,03,10,11,030,12,2,3,2,25,3,5,2,,7651,4,4,410,0,40,09,1,1,5,143,84,,3,50,0,
55WN01540,55,1,9431,4,07,072,6102,4,40,27,5,4,61,121,1,2,08,1,69,11,03,08,07,036,11,2,3,2,24,4,5,2,,6521,4,4,488,0,40,07,1,1,5,142,100,,3,10,0,
55WN01541,55,2,9432,4,07,072,6102,4,40,27,5,4,61,121,1,1,09,1,70,08,03,09,08,036,11,3,5,3,22,4,5,2,,6521,4,4,504,0,40,07,1,,5,164,90,,2,30,0,
55WN01542,55,1,9433,4,70,722,7521,4,40,,1,2,61,121,1,2,09,1,84,10,03,06,05,043,6,3,4,2,21,2,1,1,,7691,4,4,587,0,40,73,2,1,5,150,130,,,,0,2
55WN01543,55,2,9434,4,70,712,7479,4,40,,1,2,61,121,1,1,07,1,86,08,03,07,07,042,14,4,5,2,23,2,1,1,2,7446,4,4,620,0,40,73,2,,5,169,110,,,,0,2
55WN01544,55,2,9435,4,73,147,5568,4,40,,1,5,60,120,1,1,08,3,71,10,03,06,05,042,11,3,3,1,22,4,1,1,1,7381,4,4,507,0,40,61,9,,5,135,102,,,,0,
55WN01545,55,2,9436,4,02,022,5816,4,40,27,1,4,60,120,1,1,06,1,78,09,04,07,06,035,12,3,4,2,24,4,1,1,1,6811,4,4,565,0,40,02,1,,5,148,102,,,,0,
55WN01546,55,1,9437,4,03,032,5914,4,40,17,1,4,60,120,1,1,07,1,80,12,04,09,09,033,12,3,4,2,19,4,1,1,,8005,4,4,547,0,40,03,1,5,5,136,144,,3,32,0,
55WN01547,55,2,9438,4,10,102,7429,4,40,17,1,2,60,120,1,1,08,1,75,09,03,09,07,026,14,2,3,2,21,2,1,1,1,6819,4,4,538,0,40,10,1,,5,147,104,,,,0,
55WN01548,55,1,9439,4,04,042,4940,4,40,24,5,6,60,120,1,1,07,1,69,13,03,08,09,042,9,3,4,2,24,4,5,2,,7086,4,4,488,0,40,04,1,3,5,141,104,,3,12,0,
55WN01549,55,2,9440,4,04,042,4940,4,40,24,5,6,60,120,1,1,07,1,64,10,03,08,06,041,8,3,4,2,20,4,5,2,1,7086,4,4,448,0,40,04,1,,5,146,102,,,,0,
55WN01550,55,1,9441,4,13,132,7433,4,40,27,4,2,67,127,1,2,09,1,73,08,03,09,09,043,10,3,5,3,20,2,3,3,,7804,4,4,526,0,40,13,1,3,9,160,62,,,,0,
55WN01551,55,1,9442,4,13,132,7433,4,40,27,3,2,72,132,1,3,13,1,43,11,03,13,13,046,7,4,4,1,31,2,3,3,,7804,4,4,283,0,40,13,1,1,7,125,56,,3,10,0,
55WN01552,55,1,9443,4,73,057,1839,5,48,,5,3,60,120,1,1,06,1,74,12,03,08,10,045,8,3,5,3,23,3,5,2,,7498,4,4,543,0,40,61,9,4,5,150,88,,3,10,0,
55WN01553,55,2,9444,4,73,057,1839,5,48,,5,3,60,120,1,1,07,1,65,09,03,08,10,042,10,4,4,1,23,3,5,2,1,7498,4,4,470,0,40,61,9,,5,157,86,,,,0,
55WN01554,55,1,9445,4,82,108,6743,4,40,,5,3,60,120,1,4,07,1,83,10,03,06,07,034,12,3,4,2,22,3,5,2,,6819,4,4,622,0,40,12,7,5,5,153,84,,,,0,
55WN01555,55,2,9446,4,82,108,6743,4,40,,5,3,60,120,1,1,08,1,74,09,03,07,07,036,12,2,3,2,20,3,5,2,2,6819,4,4,543,0,40,12,7,,5,154,88,,,,0,
55WN01556,55,2,9448,4,70,712,7729,4,40,,1,2,60,120,1,1,06,1,70,09,03,07,07,041,9,3,4,2,25,2,1,1,1,7446,4,4,480,0,40,73,2,,5,148,124,,,,0,2
55WN01557,55,2,9449,4,73,177,1897,5,48,,1,2,60,120,1,1,07,1,86,08,03,07,05,040,12,4,5,2,24,2,1,1,2,6368,4,4,630,0,40,61,9,,5,163,104,,,,0,
55WN01558,55,1,9450,4,03,032,8027,4,40,27,1,2,60,120,1,1,07,6,70,13,03,08,09,040,9,4,6,3,22,2,1,1,,8005,4,4,507,0,40,03,1,2,5,137,92,,6,,0,
55WN01559,55,1,9451,4,70,722,6840,4,40,,1,3,60,120,1,7,07,1,99,11,05,06,03,039,13,3,4,2,25,3,1,1,,7691,4,4,725,0,40,73,2,4,5,140,120,,3,10,0,3
55WN01560,55,1,9452,4,18,182,6426,4,40,18,5,4,60,120,1,2,07,6,68,12,03,08,08,035,11,2,3,2,22,4,5,2,,6029,4,4,477,0,40,18,1,1,5,136,108,,3,34,0,
55WN01561,55,2,9453,4,18,182,6426,4,40,18,5,4,60,120,1,1,09,1,62,09,03,07,07,039,10,4,5,2,29,4,5,2,1,6029,4,4,432,0,40,18,1,,5,148,102,,,,0,
55WN01562,55,2,9454,4,14,142,1210,5,48,15,1,8,60,120,1,1,08,3,76,10,03,06,06,036,13,2,3,2,23,5,1,1,1,7381,4,4,530,0,40,14,1,,5,142,124,,,,0,
55WN01563,55,2,9455,4,82,109,1553,5,48,,5,7,60,120,1,1,07,1,63,10,03,08,08,032,16,4,5,2,22,5,5,2,1,7617,4,4,433,0,40,12,7,,5,138,110,,,,0,
55WN01564,55,1,9456,4,82,109,1553,5,48,,5,7,60,120,1,4,06,2,78,09,03,09,09,030,14,3,4,2,26,5,5,2,,7617,4,4,547,0,40,12,7,3,5,156,124,,,,0,
55WN01565,55,2,9457,4,14,142,7757,4,40,24,1,2,60,120,1,1,08,3,72,09,03,08,07,049,9,2,4,3,23,2,1,1,1,7381,4,4,517,0,40,14,1,,5,162,100,,,,0,
55WN01566,55,2,9458,4,12,122,6283,4,40,13,5,4,60,120,1,1,07,1,67,10,03,07,07,040,10,2,3,2,18,4,5,2,1,7878,4,4,488,0,40,12,1,,5,148,84,,,,0,
55WN01567,55,2,9459,4,12,122,6283,4,40,13,5,4,60,120,1,5,06,1,80,09,03,06,05,042,11,4,5,2,25,4,5,2,,7878,4,4,578,0,40,12,1,,5,162,106,,2,37,0,
55WN01568,55,2,9460,4,10,102,1684,5,48,04,1,6,60,120,1,1,08,1,72,08,03,09,06,033,14,3,4,2,28,4,1,1,1,6819,4,4,527,0,40,10,1,,5,144,88,,,,0,
55WN01569,55,1,9461,4,16,162,5041,4,40,13,1,6,60,120,1,2,07,1,93,09,04,06,04,034,13,2,3,2,21,4,1,1,,7012,4,4,673,0,40,16,1,2,5,150,122,,,,0,
55WN01570,55,2,9462,4,09,092,7610,4,40,22,2,2,60,120,1,1,07,1,81,08,04,08,04,029,12,2,3,2,23,2,1,1,1,7651,4,4,605,0,40,09,1,,5,150,84,,,,0,
55WN01571,55,1,9463,4,82,019,1531,5,48,,1,7,60,120,1,2,09,1,112,10,03,05,04,043,9,3,4,2,21,5,1,1,,7491,4,4,830,0,40,12,7,5,5,171,124,,2,17,0,
55WN01572,55,2,9464,4,70,722,7764,4,40,,1,2,60,120,1,1,08,1,72,09,03,06,06,042,10,4,5,2,20,2,1,1,1,7691,4,4,507,0,40,73,2,,5,148,112,,,,0,2
