UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4953,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CADAM_25,TBRE,CTBR,C79,C80
58WN01168,58,2,2302,4,67,322,0201,4,41,,1,2,80,140,1,1,05,2,82,14,04,05,09,044,12,3,4,2,,9612,4,,509,50,41,66,5,9,1,112,108,,2,2,1,1,0,
58WN01169,58,1,2303,4,66,252,0281,4,41,,5,2,79,139,1,2,09,1,77,09,03,06,09,046,9,2,3,2,,0965,4,,489,48,41,65,5,9,1,147,90,,,2,5,2,0,
58WN01170,58,2,2304,4,66,252,0281,4,41,,5,2,79,139,1,1,08,1,57,09,03,09,09,044,9,2,2,1,,0965,4,,354,35,41,65,5,4,1,129,78,,2,2,5,2,0,
58WN01171,58,2,2305,4,66,322,0388,4,41,,1,2,79,139,1,1,08,1,73,08,03,07,07,052,10,5,5,1,,9612,4,,449,44,41,65,5,9,1,138,106,,,2,1,1,0,
58WN01172,58,2,2306,4,65,342,6411,4,40,,1,7,79,139,1,4,09,1,65,08,03,11,10,045,10,2,2,1,,0725,4,,371,37,41,62,5,1,1,131,134,,2,5,1,1,0,
58WN01173,58,2,2308,4,65,242,9303,4,40,,3,3,79,139,1,1,08,2,72,11,04,09,09,042,14,4,4,1,,0973,4,,449,44,41,62,5,9,1,116,96,,2,3,3,3,0,
58WN01174,58,1,2309,4,65,392,8126,4,40,,3,4,79,139,1,4,08,2,101,10,04,07,09,040,11,2,3,2,,9741,4,,653,65,41,62,5,3,1,145,102,,,4,3,3,0,
58WN01175,58,2,2311,4,65,302,7180,4,40,,1,5,79,139,1,1,08,1,90,10,06,05,07,049,9,3,3,1,,1093,4,,570,57,41,62,5,0,1,127,108,,,4,1,1,0,
58WN01176,58,2,2312,4,65,362,7148,4,40,,5,5,79,139,1,1,06,1,43,11,03,12,13,038,14,2,3,2,,9965,4,,253,25,41,62,5,3,1,107,78,,3,4,5,2,0,
58WN01177,58,1,2313,4,65,362,7148,4,40,,5,5,79,139,1,2,06,1,92,09,03,07,09,047,11,2,2,1,,9965,4,,576,57,41,62,5,6,1,158,120,,,4,5,2,0,
58WN01178,58,2,2314,4,66,232,9259,4,40,,3,3,79,139,2,1,07,1,74,09,04,06,07,049,11,4,5,2,,0663,4,,463,46,41,65,5,3,1,127,96,,,3,3,3,0,
58WN01179,58,2,2315,4,66,232,7188,4,40,,1,5,79,139,1,1,07,1,91,09,03,06,07,054,11,4,5,2,,0663,4,,573,57,41,65,5,3,1,148,114,,,4,1,1,0,
58WN01180,58,2,2317,4,65,302,7136,4,40,,5,5,78,138,1,1,05,1,76,07,03,08,07,043,9,3,4,2,,1093,4,,490,49,41,62,5,0,1,148,84,,,4,5,2,0,
58WN01181,58,2,2319,4,67,252,9295,4,40,,1,3,78,138,1,1,05,1,95,09,04,04,05,048,8,5,6,2,,0965,4,,599,59,41,66,5,9,1,139,124,,,3,1,1,0,
58WN01182,58,1,2320,4,65,292,7140,4,40,,5,5,78,138,1,1,10,1,80,10,03,09,08,044,14,2,3,2,,0892,4,,510,51,41,62,5,0,1,137,96,,,4,5,2,0,
58WN01183,58,1,2321,4,65,292,7140,4,40,,3,5,78,138,3,1,08,2,74,11,04,09,09,042,10,3,4,2,,0892,4,,471,47,41,62,5,1,1,116,90,,3,4,3,3,0,
58WN01184,58,1,2322,4,65,232,6866,4,40,,1,6,78,138,1,1,04,2,111,09,03,05,06,051,9,5,5,1,,0663,4,,703,70,41,62,5,3,1,161,140,,,4,1,1,0,
58WN01185,58,2,2324,4,65,372,8248,4,40,,1,4,78,138,1,1,06,1,74,10,03,05,06,052,11,3,4,2,,1221,4,,459,45,41,62,5,9,1,123,106,,2,4,1,1,0,
58WN01186,58,1,2325,4,66,302,9220,4,40,,5,3,78,138,1,1,10,4,72,08,03,08,08,032,16,2,2,1,,1093,4,,462,46,41,65,5,2,1,131,82,,3,3,5,2,0,
58WN01187,58,2,2326,4,66,302,9220,4,40,,5,3,78,138,2,1,08,2,67,10,03,09,08,043,10,2,3,2,,1093,4,,436,43,41,65,5,6,1,127,68,,2,3,5,2,0,
58WN01188,58,2,2327,4,66,312,9293,4,40,,5,3,78,138,1,1,07,2,71,11,04,07,09,047,11,4,5,2,,9930,4,,445,44,41,65,5,5,1,127,96,,,3,5,2,0,
58WN01189,58,1,2328,4,66,312,9293,4,40,,5,3,78,138,1,2,07,2,83,08,03,07,07,046,9,4,5,2,,9930,4,,520,52,41,65,5,0,1,149,112,,,3,5,2,0,
58WN01190,58,1,2329,4,65,222,6433,4,40,,4,7,78,138,1,2,09,2,76,10,04,09,10,033,10,3,3,1,,0822,4,,491,49,41,62,5,1,1,121,82,,3,5,3,3,0,
58WN01191,58,2,2330,4,65,222,6433,4,40,,3,7,78,138,1,1,04,2,86,09,03,05,07,052,9,4,4,1,,0822,4,,548,54,41,62,5,8,1,147,104,,,5,3,3,0,
58WN01192,58,2,2331,4,65,252,6699,4,40,,5,6,77,137,1,1,10,1,74,10,03,07,07,045,11,4,5,2,,0965,4,,467,46,41,62,5,7,1,133,100,,,4,5,2,0,
58WN01193,58,2,2332,4,65,252,6699,4,40,,5,6,77,137,1,1,07,1,69,09,03,06,08,047,9,5,5,1,,0965,4,,429,42,41,62,5,9,1,137,102,,2,4,5,2,0,
58WN01194,58,2,2334,4,66,332,8212,4,40,,5,4,77,137,1,1,09,1,63,08,03,09,10,043,7,4,4,1,,8875,4,,404,40,41,65,5,4,1,139,76,,,4,5,2,0,
58WN01195,58,2,2335,4,66,332,8212,4,40,,5,4,77,137,1,1,05,1,75,07,03,08,08,040,9,4,4,1,,8875,4,,485,48,41,65,5,5,1,148,86,,,4,5,2,0,
58WN01196,58,2,2336,4,66,322,0221,4,41,,1,2,77,137,1,1,06,1,82,09,03,07,08,047,10,4,4,1,,9612,4,,499,49,41,65,5,9,1,143,136,,,2,1,1,0,
58WN01197,58,1,2337,4,65,252,6747,4,40,,5,6,77,137,2,6,08,2,75,10,04,09,09,041,13,2,2,1,,0965,4,,473,47,41,62,5,3,1,130,102,,3,4,5,2,0,
58WN01198,58,2,2338,4,65,252,6747,4,40,,5,6,77,137,2,1,07,2,74,08,03,08,08,048,13,2,3,2,,0965,4,,464,46,41,62,5,4,1,148,104,,3,4,5,2,0,
58WN01199,58,2,2339,4,66,252,9290,4,40,,1,3,77,137,1,1,08,1,97,09,03,05,06,042,10,3,3,1,,0965,4,,628,62,41,65,5,8,1,145,110,,,3,1,1,0,
58WN01200,58,2,2340,4,65,362,7125,4,40,,1,5,76,136,1,4,08,1,77,08,03,05,08,056,11,6,8,3,,9965,4,,485,48,41,62,5,5,1,145,110,,2,4,1,1,0,
58WN01201,58,1,2341,4,65,332,6056,4,40,,1,7,76,136,1,4,06,1,92,08,03,05,09,042,10,4,5,2,,8875,4,,596,59,41,62,5,6,1,152,110,,,5,1,1,0,
58WN01202,58,1,2342,4,66,362,0223,4,41,,4,2,76,136,1,4,05,1,64,08,03,11,10,031,14,2,3,2,,9965,4,,413,41,41,65,5,3,1,126,78,,3,2,3,3,0,
58WN01203,58,1,2343,4,66,362,0223,4,41,,3,2,76,136,1,2,07,2,77,10,03,09,09,041,14,2,2,1,,9965,4,,501,50,41,65,5,1,1,133,88,,3,2,3,3,0,
58WN01204,58,1,2344,4,65,312,7008,4,40,,5,6,76,136,1,1,11,1,51,15,03,12,09,042,10,4,5,2,,9930,4,,322,32,41,62,5,2,1,87,72,,3,4,5,2,0,
58WN01205,58,2,2345,4,65,312,7008,4,40,,5,6,76,136,1,1,06,2,69,09,03,09,08,039,11,2,2,1,,9930,4,,451,45,41,62,5,1,1,133,76,,,4,5,2,0,
58WN01206,58,2,2346,4,65,382,6159,4,40,,5,7,76,136,1,1,05,1,80,07,03,06,07,050,12,4,5,2,,1179,4,,522,52,41,62,5,2,1,160,90,,2,5,5,2,0,
58WN01207,58,2,2347,4,65,382,6159,4,40,,5,7,76,136,1,1,05,1,66,09,03,07,08,052,8,5,5,1,,1179,4,,413,41,41,62,5,3,1,140,98,,,5,5,2,0,
58WN01208,58,1,2348,4,67,262,0383,4,41,,1,2,76,136,1,4,08,2,91,08,03,07,08,047,9,5,6,2,,9109,4,,593,59,41,66,5,3,1,155,104,,,2,1,1,0,
58WN01209,58,2,2349,4,65,232,7323,4,40,,5,5,76,136,1,1,08,2,74,09,03,08,08,047,9,4,5,2,,0663,4,,457,45,41,62,5,7,1,143,118,,,4,5,2,0,
58WN01210,58,2,2350,4,65,232,7323,4,40,,5,5,76,136,1,1,07,2,90,06,03,07,07,049,10,4,4,1,,0663,4,,574,57,41,62,5,4,1,173,120,,,4,5,2,0,
58WN01211,58,2,2351,4,66,382,9244,4,40,,1,3,76,136,1,1,04,4,87,11,03,06,08,064,7,6,7,2,,1179,4,,551,55,41,65,5,1,1,146,120,,,3,1,1,0,
58WN01212,58,1,2352,4,66,302,9228,4,40,,1,3,76,136,1,1,10,1,80,10,03,06,07,050,11,4,5,2,,1093,4,,509,50,41,65,5,9,1,129,108,,,3,1,1,0,
58WN01213,58,2,2353,4,65,242,6707,4,40,,7,6,75,135,1,1,05,1,78,09,03,07,07,045,13,3,4,2,,0973,4,,519,51,41,62,5,9,1,135,80,,3,4,7,3,0,
58WN01214,58,1,2356,4,65,342,9390,4,40,,5,3,75,135,1,1,05,1,80,09,03,07,08,044,11,2,2,1,,0725,4,,526,52,41,62,5,6,1,145,90,,,3,5,2,0,
58WN01215,58,2,2357,4,65,342,9390,4,40,,5,3,75,135,1,1,12,2,74,09,03,08,09,051,9,4,5,2,,0725,4,,479,47,41,62,5,9,1,149,94,,,3,5,2,0,
58WN01216,58,1,2359,4,65,392,6451,4,40,,3,7,75,135,1,2,08,6,89,09,03,06,08,050,10,4,4,1,,9741,4,,575,57,41,62,5,5,1,151,114,,3,5,3,3,0,
58WN01217,58,1,2360,4,65,382,8084,4,40,,1,4,75,135,2,5,07,2,93,09,03,05,09,047,9,5,5,1,,1179,4,,604,60,41,62,5,4,1,151,114,,3,4,1,1,0,
58WN01218,58,1,2361,4,67,372,0285,4,41,,1,2,75,135,1,4,05,1,85,10,03,06,08,045,9,3,4,2,,1221,4,,556,55,41,66,5,6,1,138,100,,3,2,1,1,0,
58WN01219,58,2,2363,4,65,302,5884,4,40,,3,7,74,134,1,1,09,1,51,11,03,10,09,035,14,2,2,1,,1093,4,,307,30,41,62,5,7,1,100,98,,2,5,3,3,0,
58WN01220,58,1,2364,4,66,302,7697,4,40,,5,5,74,134,1,2,08,1,69,12,04,08,09,043,10,5,8,4,,1093,4,,452,45,41,65,5,2,1,118,84,,3,4,5,2,0,
58WN01221,58,2,2365,4,66,302,7697,4,40,,5,5,74,134,1,1,04,1,65,09,03,07,08,051,10,4,4,1,,1093,4,,419,41,41,65,5,9,1,138,88,,,4,5,2,0,
58WN01222,58,1,2366,4,66,322,8145,4,40,,1,4,74,134,1,1,08,1,54,10,03,11,11,044,9,3,4,2,,9612,4,,328,32,41,65,5,8,1,112,100,3,3,4,1,1,0,
58WN01223,58,2,2367,4,65,292,5980,4,40,,1,7,74,134,1,1,08,2,73,09,03,08,08,044,13,2,3,2,,0892,4,,467,46,41,62,5,7,1,132,104,,,5,1,1,0,
58WN01224,58,1,2368,4,65,222,6783,4,40,,3,6,74,134,1,2,10,1,79,10,03,09,10,041,12,4,5,2,,0822,4,,530,53,41,62,5,0,1,135,80,,3,4,3,3,0,
58WN01225,58,2,2370,4,65,322,7165,4,40,,4,5,73,133,1,4,05,1,79,10,03,07,08,050,9,3,4,2,,9612,4,,540,54,41,62,5,0,1,139,72,,2,4,3,3,0,
58WN01226,58,1,2371,4,65,322,7165,4,40,,3,5,73,133,2,2,05,1,93,13,03,07,08,044,9,3,4,2,,9612,4,,630,63,41,62,5,0,1,131,92,,3,4,3,3,0,
58WN01227,58,2,2372,4,65,342,6340,4,40,,5,7,73,133,1,1,08,2,68,09,03,09,08,046,10,3,4,2,,0725,4,,438,43,41,62,5,8,1,141,98,,,5,5,2,0,
58WN01228,58,2,2373,4,65,342,6340,4,40,,5,7,73,133,1,4,08,1,64,12,03,09,09,044,10,2,2,1,,0725,4,,395,39,41,62,5,5,1,123,114,,2,5,5,2,0,
58WN01229,58,2,2374,4,65,282,6279,4,40,,1,7,73,133,1,1,09,2,84,09,03,06,07,047,9,4,5,2,,0556,4,,532,53,41,62,5,2,1,143,132,,,5,1,1,0,
58WN01230,58,1,2375,4,66,322,9620,4,40,,3,3,73,133,1,1,05,2,82,09,03,06,08,048,7,5,7,3,,9612,4,,553,55,41,65,5,3,1,143,84,3,3,3,3,3,0,
58WN01231,58,2,2376,4,66,312,8217,4,40,,1,4,73,133,1,1,07,2,84,09,03,05,07,055,8,4,4,1,,9930,4,,529,52,41,65,5,9,1,147,136,,,4,1,1,0,
58WN01232,58,2,2377,4,65,372,6757,4,40,,5,6,73,133,1,1,06,1,71,09,03,08,08,049,12,2,3,2,,1221,4,,468,46,41,62,5,8,1,144,88,,,4,5,2,0,
58WN01233,58,2,2378,4,65,372,6757,4,40,,5,6,73,133,1,1,09,1,72,09,03,08,08,050,10,3,4,2,,1221,4,,474,47,41,62,5,4,1,146,90,,,4,5,2,0,
58WN01234,58,1,2379,4,65,282,5833,4,40,,5,7,73,133,2,2,09,1,81,09,05,08,08,048,11,3,4,2,,0556,4,,531,53,41,62,5,1,1,145,104,,7,5,5,2,0,
58WN01235,58,1,2380,4,65,282,5833,4,40,,5,7,73,133,1,2,09,2,75,07,03,09,08,041,8,4,5,2,,0556,4,,501,50,41,62,5,1,1,151,84,,3,5,5,2,0,
58WN01236,58,2,2381,4,65,362,5918,4,40,,3,7,73,133,1,4,07,1,61,10,03,10,11,043,14,2,2,1,,9965,4,,403,40,41,62,5,3,1,126,74,,2,5,3,3,0,
58WN01237,58,1,2383,4,66,372,8272,4,40,,1,4,73,133,1,4,08,1,87,11,04,08,09,038,9,2,2,1,,1221,4,,577,57,41,65,5,7,1,127,102,,3,4,1,1,0,
58WN01238,58,1,2384,4,66,312,0300,4,41,,1,2,73,133,1,1,05,2,88,09,03,06,08,055,8,5,7,3,,9930,4,,582,58,41,65,5,2,1,155,106,,3,2,1,1,0,
58WN01239,58,2,2385,4,67,232,0246,4,41,,1,2,73,133,1,1,09,2,70,10,03,07,08,039,10,5,6,2,,0663,4,,462,46,41,66,5,2,1,124,86,,2,2,1,1,0,
58WN01240,58,1,2386,4,66,342,8255,4,40,,1,4,73,133,1,4,09,2,84,11,04,06,08,043,10,4,5,2,,0725,4,,549,54,41,65,5,9,1,124,110,,3,4,1,1,0,
58WN01241,58,1,2389,4,65,232,8153,4,40,,5,4,72,132,1,1,10,2,77,10,03,09,09,042,14,2,3,2,,0663,4,,523,52,41,62,5,3,1,141,80,,,4,5,2,0,
58WN01242,58,1,2390,4,65,232,8153,4,40,,5,4,72,132,1,2,10,2,83,09,03,09,09,036,11,2,2,1,,0663,4,,576,57,41,62,5,6,1,147,70,6,7,4,5,2,0,
58WN01243,58,2,2391,4,65,282,6672,4,40,,1,6,72,132,1,1,09,1,88,09,03,06,06,050,9,4,5,2,,0556,4,,577,57,41,62,5,7,1,146,118,,,4,1,1,0,
58WN01244,58,2,2392,4,65,352,8134,4,40,,1,4,72,132,1,1,07,2,73,09,03,09,07,051,9,3,4,2,,0083,4,,474,47,41,62,5,4,1,134,104,,,4,1,1,0,
58WN01245,58,1,2393,4,66,352,0348,4,41,,1,2,72,132,1,2,10,2,87,08,04,09,09,029,14,1,2,2,,0083,4,,573,57,41,65,5,3,1,141,114,,,2,1,1,0,
58WN01246,58,2,2394,4,65,372,6127,4,40,,5,7,72,132,1,1,10,1,57,10,03,10,09,044,10,1,2,2,,1221,4,,361,36,41,62,5,1,1,127,94,,2,5,5,2,0,
58WN01247,58,2,2395,4,65,372,6127,4,40,,5,7,72,132,1,1,05,1,64,10,03,07,09,049,9,2,3,2,,1221,4,,411,41,41,62,5,1,1,38,98,,2,5,5,2,0,
58WN01248,58,1,2396,4,65,302,7044,4,40,,3,6,72,132,1,2,06,2,75,10,06,07,06,049,10,2,2,1,,1093,4,,508,50,41,62,5,8,1,116,80,,3,4,3,3,0,
58WN01249,58,1,2398,4,66,312,0214,4,41,,1,2,72,132,1,2,05,4,75,11,03,06,08,050,9,5,7,3,,9930,4,,482,48,41,65,5,2,1,129,114,,3,2,1,1,0,
58WN01250,58,2,2399,4,67,342,0231,4,41,,1,2,72,132,3,1,12,1,56,13,03,11,09,050,10,2,3,2,,0725,4,,361,36,41,66,5,1,1,107,84,,2,2,1,1,0,
58WN01251,58,1,2400,4,66,362,8378,4,40,,5,4,71,131,1,2,09,1,38,12,03,15,13,032,11,2,2,1,,9965,4,,203,20,41,65,5,3,1,97,114,,7,4,5,2,0,
58WN01252,58,1,2401,4,66,362,8378,4,40,,5,4,71,131,3,2,07,1,83,11,04,08,08,043,11,2,2,1,,9965,4,,553,55,41,65,5,3,1,137,106,,3,4,5,2,0,
58WN01253,58,2,2402,4,65,262,7325,4,40,,5,5,71,131,1,1,05,2,75,09,03,09,08,037,11,3,4,2,,9109,4,,493,49,41,62,5,3,1,141,104,,,4,5,2,0,
58WN01254,58,2,2403,4,65,262,7325,4,40,,5,5,71,131,2,1,03,2,83,08,03,06,06,040,10,2,3,2,,9109,4,,559,55,41,62,5,9,1,151,98,,,4,5,2,0,
58WN01255,58,2,2404,4,65,272,6769,4,40,,5,6,71,131,2,2,05,2,74,09,03,08,09,042,9,2,2,1,,7843,4,,489,48,41,62,5,9,1,147,100,,,4,5,2,0,
58WN01256,58,1,2405,4,65,272,6769,4,40,,5,6,71,131,1,4,07,2,76,09,03,08,09,036,10,2,2,1,,7843,4,,516,51,41,62,5,6,1,141,84,,,4,5,2,0,
58WN01257,58,2,2406,4,66,272,0384,4,41,,1,2,71,131,1,1,05,1,83,08,04,06,07,053,8,5,6,2,,7843,4,,559,55,41,65,5,9,1,152,98,,,2,1,1,0,
58WN01258,58,2,2407,4,65,322,7135,4,40,,5,5,71,131,2,1,09,1,77,08,03,07,09,048,9,4,5,2,,9612,4,,502,50,41,62,5,2,1,159,112,,,4,5,2,0,
58WN01259,58,1,2408,4,65,322,7135,4,40,,5,5,71,131,1,1,10,1,69,08,03,08,08,048,11,4,4,1,,9612,4,,434,43,41,62,5,4,1,145,122,,,4,5,2,0,
58WN01260,58,1,2409,4,65,372,9296,4,40,,1,3,71,131,1,1,08,1,84,13,05,08,07,041,10,2,2,1,,1221,4,,565,56,41,62,5,5,1,109,100,,3,3,1,1,0,
58WN01261,58,2,2410,4,65,262,6947,4,40,,5,6,71,131,1,1,10,2,47,11,03,12,11,042,11,4,5,2,,9109,4,,292,29,41,62,5,2,1,115,88,,2,4,5,2,0,
58WN01262,58,2,2411,4,65,262,6947,4,40,,5,6,71,131,1,1,06,2,85,10,03,05,06,060,7,5,5,1,,9109,4,,580,58,41,62,5,0,1,157,90,,,4,5,2,0,
58WN01263,58,2,2412,4,65,272,6595,4,40,,5,7,70,130,1,3,11,2,56,09,03,10,09,034,12,3,4,2,,7843,4,,377,37,41,62,5,7,1,126,70,,2,5,5,2,0,
58WN01264,58,1,2413,4,65,272,6595,4,40,,5,7,70,130,1,2,09,2,77,09,03,08,07,039,11,2,2,1,,7843,4,,532,53,41,62,5,2,1,142,78,,,5,5,2,0,
58WN01265,58,2,2414,4,65,282,7215,4,40,,1,5,70,130,2,1,09,1,94,09,03,06,06,042,10,2,3,2,,0556,4,,634,63,41,62,5,4,1,148,116,,,4,1,1,0,
58WN01266,58,2,2415,4,67,332,0359,4,41,,1,2,70,130,1,1,09,1,78,09,03,09,09,039,13,2,2,1,,8875,4,,523,52,41,66,5,3,1,142,100,,,2,1,1,0,
58WN01267,58,2,2416,4,66,262,0336,4,41,,1,2,70,130,1,3,09,1,75,09,03,08,09,039,13,2,3,2,,9109,4,,491,49,41,65,5,1,1,139,112,,,2,1,1,0,
58WN01268,58,1,2417,4,66,312,9261,4,40,,5,3,70,130,1,2,08,1,76,09,04,09,08,033,18,2,2,1,,9930,4,,512,51,41,65,5,2,1,134,94,,3,3,5,2,0,
58WN01269,58,1,2418,4,66,312,9261,4,40,,5,3,70,130,1,2,07,2,70,12,03,11,09,040,9,4,5,2,,9930,4,,474,47,41,65,5,4,1,124,84,,3,3,5,2,0,
58WN01270,58,2,2419,4,66,332,9309,4,40,,5,3,70,130,1,1,11,1,55,07,03,12,11,033,16,2,2,1,,8875,4,,365,36,41,65,5,5,1,138,76,,2,3,5,2,0,
58WN01271,58,2,2420,4,66,332,9309,4,40,,5,3,70,130,1,1,10,2,63,06,03,09,09,041,12,3,4,2,,8875,4,,429,42,41,65,5,9,1,151,72,,,3,5,2,0,
58WN01272,58,1,2421,4,66,292,0295,4,41,,1,2,70,130,1,1,05,2,96,08,05,07,07,044,11,2,3,2,,0892,4,,646,64,41,65,5,6,1,153,120,,,2,1,1,0,
58WN01273,58,1,2422,4,66,292,8180,4,40,,5,4,70,130,1,2,05,1,57,11,03,13,10,030,14,2,2,1,,0892,4,,368,36,41,65,5,8,1,112,92,,3,4,5,2,0,
58WN01274,58,2,2423,4,66,292,8180,4,40,,5,4,70,130,1,1,09,2,73,09,04,10,08,037,13,2,2,1,,0892,4,,491,49,41,65,5,1,1,137,92,,,4,5,2,0,
58WN01275,58,2,2425,4,65,322,6972,4,40,,3,6,70,130,1,4,08,2,97,08,05,05,07,054,9,4,5,2,,9612,4,,671,67,41,62,5,1,1,162,98,,2,4,3,3,0,
58WN01276,58,2,2426,4,65,312,7055,4,40,,3,6,70,130,1,1,06,2,90,09,03,07,07,046,8,4,5,2,,9930,4,,615,61,41,62,5,5,1,152,100,,,4,3,3,0,
58WN01277,58,1,2428,4,66,252,7402,4,40,,5,5,70,130,1,4,10,1,74,09,03,09,09,035,12,2,2,1,,0965,4,,502,50,41,65,5,2,1,140,88,,,4,5,2,0,
58WN01278,58,1,2429,4,66,252,7402,4,40,,5,5,70,130,1,5,07,1,55,09,03,10,09,044,6,4,5,2,,0965,4,,378,37,41,65,5,8,1,127,58,,3,4,5,2,0,
58WN01279,58,1,2430,4,66,292,8262,4,40,,1,4,69,129,1,1,07,1,57,11,03,09,10,043,13,2,2,1,,0892,4,,349,34,41,65,5,9,1,110,120,,3,4,1,1,0,
58WN01280,58,1,2431,4,66,352,8183,4,40,,1,4,69,129,1,1,10,3,72,10,03,07,08,049,10,4,6,3,,0083,4,,465,46,41,65,5,5,1,129,120,,3,4,1,1,0,
58WN01281,58,1,2432,4,66,292,0335,4,41,,1,2,69,129,1,2,09,1,92,10,04,07,09,038,9,3,4,2,,0892,4,,639,63,41,65,5,9,1,145,96,,,2,1,1,0,
58WN01282,58,1,2433,4,67,392,0203,4,41,,1,2,69,129,1,4,07,1,93,10,03,05,08,048,11,4,5,2,,9741,4,,625,62,41,66,5,5,1,153,124,,3,2,1,1,0,
58WN01283,58,2,2434,4,65,252,8210,4,40,,1,4,69,129,1,1,07,1,69,09,03,07,08,041,10,2,3,2,,0965,4,,454,45,41,62,5,4,1,128,104,,,4,1,1,0,
58WN01284,58,2,2435,4,66,232,0211,4,41,,5,2,70,130,1,1,09,1,69,09,03,10,09,038,12,2,3,2,,0663,4,,482,48,41,65,5,2,5,135,64,,,2,5,2,0,
58WN01285,58,2,2436,4,66,232,0211,4,41,,5,2,70,130,1,1,08,1,68,13,03,08,08,041,11,2,3,2,,0663,4,,471,47,41,65,5,1,5,113,68,,2,2,5,2,0,
58WN01286,58,2,2437,4,66,382,8848,4,40,,1,4,70,130,1,1,05,2,86,11,04,06,05,056,9,5,6,2,,1179,4,,565,56,41,65,5,5,5,124,126,,2,4,1,1,0,
58WN01287,58,1,2438,4,65,352,8310,4,40,,3,4,70,130,1,2,05,1,76,09,04,08,07,047,11,4,5,2,,0083,4,,511,51,41,62,5,1,5,123,96,,3,4,3,3,0,
58WN01288,58,1,2440,4,65,332,8179,4,40,,1,4,70,130,1,4,06,1,99,09,03,06,07,049,9,5,6,2,,8875,4,,669,66,41,62,5,9,5,148,120,,3,4,1,1,0,
58WN01289,58,2,2443,4,65,392,9268,4,40,,1,3,70,130,1,1,06,2,84,09,04,07,08,046,13,2,3,2,,9741,4,,554,55,41,62,5,4,5,133,120,,,3,1,1,0,
58WN01290,58,2,2444,4,67,362,0345,4,41,,1,2,70,130,1,1,05,2,79,07,03,06,07,049,9,4,4,1,,9965,4,,518,51,41,66,5,8,5,145,116,,,2,1,1,0,
58WN01291,58,2,2446,4,70,722,7740,4,40,,1,5,69,129,1,1,10,2,70,09,03,08,08,048,10,3,4,2,,1219,4,,501,50,41,73,2,1,5,125,54,,2,4,1,1,0,
58WN01292,58,1,2448,4,66,392,9177,4,40,,1,3,69,129,1,1,09,2,105,09,03,07,06,046,10,2,3,2,,9741,4,,702,70,41,65,5,2,5,150,144,,,3,1,1,0,
58WN01293,58,2,2449,4,65,292,6178,4,40,,3,7,69,129,1,1,07,1,85,09,03,07,06,044,10,3,4,2,,0892,4,,588,58,41,62,5,8,5,136,92,,,5,3,3,0,
58WN01294,58,2,2450,4,13,132,8919,4,40,14,3,4,69,129,1,1,06,1,75,09,03,06,08,059,10,4,5,2,,9426,4,,533,53,41,13,1,3,5,140,62,,,4,3,3,0,
58WN01295,58,2,2451,4,02,021,7994,4,40,31,3,5,68,128,1,1,04,2,56,13,03,11,11,052,10,5,7,3,,8445,4,,383,38,41,02,1,3,5,111,70,,3,4,3,3,0,
58WN01296,58,1,2454,4,66,382,0296,4,41,,1,2,68,128,1,4,06,1,82,11,03,08,08,053,9,4,4,1,,1179,4,,567,56,41,65,5,7,5,133,94,,3,2,1,1,0,
58WN01297,58,2,2455,4,66,262,0374,4,41,,1,2,68,128,1,1,08,2,67,10,03,09,08,050,9,3,4,2,,9109,4,,455,45,41,65,5,5,5,124,88,,2,2,1,1,0,
58WN01298,58,1,2456,4,66,272,9181,4,40,,5,3,68,128,1,2,08,1,76,09,04,08,08,042,10,3,4,2,,7843,4,,525,52,41,65,5,5,5,132,88,,3,3,5,2,0,
58WN01299,58,1,2457,4,66,272,9181,4,40,,5,3,68,128,1,4,09,2,77,09,04,09,09,047,16,2,2,1,,7843,4,,539,53,41,65,5,9,5,140,80,,,3,5,2,0,
58WN01300,58,1,2459,4,66,087,0210,4,41,,1,2,68,128,1,2,07,2,89,11,03,05,07,044,10,3,3,1,,8401,4,,617,61,41,65,9,7,5,130,100,,3,2,1,1,0,
58WN01301,58,1,2460,4,66,342,9247,4,40,,1,3,68,128,1,7,08,2,71,14,06,08,09,048,12,3,3,1,,0725,4,,473,47,41,65,5,3,5,90,104,,3,3,1,1,0,
58WN01302,58,1,2461,4,66,252,0230,4,41,,1,2,68,128,1,5,10,1,94,09,06,06,06,048,10,4,5,2,,0965,4,,648,64,41,65,5,8,5,135,110,,3,2,1,1,0,
58WN01303,58,2,2462,4,82,088,7585,4,40,,5,5,67,127,1,1,07,2,72,10,03,08,09,044,14,2,2,1,,8401,4,,494,49,41,15,7,4,5,135,92,,,4,5,2,0,
58WN01304,58,1,2463,4,82,088,7585,4,40,,5,5,67,127,1,2,07,1,85,09,03,07,07,050,10,2,3,2,,8401,4,,594,59,41,15,7,4,5,149,96,,,4,5,2,0,
58WN01305,58,2,2464,4,01,012,8943,4,40,36,1,4,67,127,1,1,09,1,69,10,03,08,08,046,10,3,4,2,,9864,4,,463,46,41,01,1,3,5,125,102,,,4,1,1,0,
