UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4951,TBRE,CTBR,CADAM_25,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
57WN00030,57,2,2023,0,69,551,1659,0,10,,5,5,73,133,1,3,08,1,78,09,03,08,07,035,16,1,2,2,,5,2,4,4377,1,,513,51,10,68,5,3,1,150,98,,,,0,
57WN00031,57,1,2024,0,69,551,1659,0,10,,5,5,73,133,1,7,09,1,74,08,04,09,09,030,18,1,2,2,,5,2,4,4377,1,,483,48,10,68,5,3,1,147,98,,3,10,0,
57WN00032,57,2,2025,0,69,671,1696,0,10,,1,5,73,133,1,1,09,1,95,08,05,07,06,034,10,2,2,1,,1,1,4,2504,2,,615,61,10,68,5,5,1,151,132,,,,0,
57WN00033,57,1,2026,0,69,349,1733,0,10,,1,3,73,133,1,7,10,1,104,09,06,06,07,039,14,2,2,1,,1,1,3,4458,1,,684,68,10,69,4,4,1,155,130,,,,0,
57WN00034,57,2,2027,0,69,499,1828,0,10,,1,2,73,133,1,3,08,1,68,08,03,09,09,038,18,2,2,1,,1,1,2,2406,2,,435,43,10,69,4,5,1,145,102,,,,0,
57WN00035,57,2,2028,0,69,681,1673,0,10,,1,5,73,133,1,3,08,3,87,08,04,07,06,039,18,2,3,2,,1,1,4,2516,2,,565,56,10,68,5,5,1,150,118,,,,0,
57WN00036,57,1,2029,0,69,671,1658,0,10,,1,5,73,133,1,5,09,1,103,08,04,07,07,041,14,2,2,1,,1,1,4,2504,2,,674,67,10,68,5,4,1,168,134,,,,0,
57WN00037,57,2,2031,0,69,691,1672,0,10,,4,5,75,135,1,1,07,1,84,07,04,09,07,037,16,2,2,1,,3,3,4,2756,2,,551,55,10,68,5,1,5,150,96,,,,0,
57WN00038,57,1,2032,0,69,551,1689,0,10,,1,5,72,132,2,7,10,1,108,07,04,07,07,037,13,1,2,2,,1,1,4,4377,1,,721,72,10,68,5,1,1,176,128,,,,0,
57WN00039,57,1,2033,0,69,479,1854,0,10,,1,2,72,132,1,7,11,1,96,08,06,08,09,033,22,1,2,2,,1,1,2,2461,2,,633,63,10,69,4,3,1,157,124,,,,0,
57WN00040,57,1,2034,0,69,519,1827,0,10,,1,2,72,132,1,7,08,1,96,09,03,08,08,038,16,2,2,1,,1,1,2,2374,2,,611,61,10,69,4,1,1,164,154,,,,0,
57WN00041,57,2,2035,0,69,478,1719,0,10,,1,3,72,132,1,3,09,1,83,11,03,06,06,044,9,2,3,2,,1,1,3,0603,2,,536,53,10,69,4,6,1,138,122,,,,0,
57WN00042,57,2,2036,0,69,551,1706,0,10,,1,5,71,131,2,4,07,1,74,09,03,08,07,040,14,2,2,1,,1,1,4,4377,1,,469,46,10,68,5,9,1,140,126,1,3,,0,
57WN00043,57,2,2037,0,69,499,1743,0,10,,1,3,71,131,1,3,10,1,78,09,03,09,09,030,18,2,2,1,,1,1,3,2406,2,,508,50,10,69,4,8,1,143,114,,,,0,
57WN00044,57,1,2038,0,69,398,1762,0,10,,1,3,71,131,1,7,10,1,93,10,04,08,07,036,16,1,2,2,,1,1,3,0396,2,,609,60,10,69,4,9,1,146,132,,3,10,0,
57WN00045,57,1,2039,0,69,681,1687,0,10,,1,5,71,131,1,7,11,1,100,08,03,08,08,032,16,1,2,2,,1,1,4,2516,2,,670,67,10,68,5,0,1,166,122,,,,0,
57WN00046,57,2,2040,0,69,399,1757,0,10,,1,3,70,130,1,4,08,1,77,07,03,10,10,035,20,1,2,2,,1,1,3,2916,2,,497,49,10,69,4,7,1,158,124,,,,0,
57WN00047,57,2,2041,0,69,571,1694,0,10,,1,5,70,130,1,3,09,1,89,09,05,07,07,037,14,2,2,1,,1,1,4,4411,1,,598,59,10,68,5,8,1,146,112,,,,0,
57WN00048,57,2,2042,0,69,581,1690,0,10,,1,5,70,130,1,3,08,2,85,13,03,08,06,038,16,2,2,1,,1,1,4,4150,1,,574,57,10,68,5,4,1,128,104,,2,,0,
57WN00049,57,2,2043,0,69,519,1710,0,10,,1,3,70,130,1,3,09,1,80,08,04,09,07,031,16,1,2,2,,1,1,3,2374,2,,535,53,10,69,4,5,1,142,104,,,,0,
57WN00050,57,2,2044,0,69,581,1663,0,10,,5,5,69,129,1,3,08,1,68,10,03,08,08,032,16,2,2,1,,5,2,4,4150,1,,448,44,10,68,5,8,1,138,102,,2,,0,
57WN00051,57,1,2045,0,69,581,1663,0,10,,5,5,69,129,1,7,10,1,56,14,03,12,12,025,18,1,2,2,,5,2,4,4150,1,,346,34,10,68,5,6,1,110,114,,6,,0,
57WN00052,57,2,2046,0,69,468,1844,0,10,,1,2,69,129,1,3,09,3,79,11,03,08,09,030,16,1,2,2,,1,1,2,2583,2,,516,51,10,69,4,6,1,138,124,,2,,0,
57WN00053,57,2,2047,0,69,561,1668,0,10,,1,5,69,129,1,2,09,1,89,09,03,08,08,041,14,2,3,2,,1,1,4,4409,1,,594,59,10,68,5,4,1,160,124,,,,0,
57WN00054,57,2,2048,0,69,409,1756,0,10,,1,3,70,130,1,2,09,1,81,06,03,07,09,037,8,1,2,2,,1,1,3,2435,2,,535,53,10,69,4,5,5,159,114,,,,0,
57WN00055,57,1,2049,0,69,499,1821,0,10,,1,2,70,130,1,7,10,1,97,09,04,08,09,041,18,2,2,1,,1,1,2,2406,2,,660,66,10,69,4,0,5,161,112,,,,0,
57WN00056,57,1,2050,0,69,581,1695,0,10,,5,5,70,130,1,7,09,1,67,09,03,10,10,030,14,2,2,1,,5,2,4,4150,1,,434,43,10,68,5,4,5,137,106,,3,10,0,
57WN00057,57,2,2051,0,69,581,1695,0,10,,5,5,70,130,1,2,08,1,74,09,03,09,09,040,14,2,2,1,,5,2,4,4150,1,,483,48,10,68,5,3,5,150,112,,,,0,
57WN00058,57,2,2052,0,69,701,1666,0,10,,1,5,69,129,1,1,08,1,88,07,03,08,07,035,18,2,2,1,,1,1,4,2724,2,,592,59,10,68,5,2,5,155,116,,,,0,
57WN00059,57,2,2053,0,69,561,1701,0,10,,1,5,67,127,1,2,08,1,86,08,04,08,06,041,12,2,2,1,,1,1,4,4409,1,,592,59,10,68,5,2,5,147,108,,,,0,
57WN00060,57,2,2054,0,69,571,1682,0,10,,5,5,67,127,1,3,09,1,72,11,04,09,09,037,18,2,4,3,,5,2,4,4411,1,,499,49,10,68,5,9,5,134,86,,2,,0,
57WN00061,57,2,2055,0,69,571,1682,0,10,,5,5,67,127,1,2,09,1,75,09,03,10,08,035,14,2,2,1,,5,2,4,4411,1,,529,52,10,68,5,9,5,147,78,,,,0,
57WN00062,57,1,2056,0,69,571,1702,0,10,,5,5,67,127,2,3,07,1,50,13,03,15,15,032,14,2,2,1,,5,2,4,4411,1,,301,30,10,68,5,1,5,117,118,,3,10,0,
57WN00063,57,1,2057,0,69,571,1702,0,10,,5,5,67,127,2,4,08,1,87,10,03,09,09,039,9,2,3,2,,5,2,4,4411,1,,597,59,10,68,5,7,5,157,112,,,,0,
57WN00064,57,2,2058,0,69,518,1650,0,10,,1,5,67,127,1,3,07,2,85,12,03,08,07,038,16,2,2,1,,1,1,4,1470,2,,583,58,10,68,4,3,5,130,110,,2,,0,
57WN00065,57,2,2059,0,69,561,1685,0,10,,5,5,66,126,1,4,08,1,62,09,03,11,11,035,10,2,2,1,,5,2,4,4409,1,,413,41,10,68,5,3,5,142,100,,,,0,
57WN00066,57,2,2060,0,69,561,1685,0,10,,5,5,66,126,1,2,09,1,77,09,03,10,08,043,10,2,2,1,,5,2,4,4409,1,,517,51,10,68,5,7,5,155,118,,,,0,
57WN00067,57,2,2061,0,69,349,1816,0,10,,1,2,66,126,1,4,09,1,77,09,05,08,08,037,18,2,2,1,,1,1,2,4458,1,,530,53,10,69,4,0,5,136,102,,,,0,
57WN00068,57,1,2062,0,69,478,1781,0,10,,1,3,66,126,1,2,08,1,103,09,03,09,09,040,12,2,2,1,,1,1,3,0603,2,,719,71,10,69,4,9,5,169,124,,,,0,
57WN00069,57,2,2063,0,69,469,1647,0,10,,5,6,65,125,1,2,08,1,71,12,03,09,09,038,12,3,3,1,,5,2,4,1575,2,,480,48,10,68,4,0,5,134,110,,2,,0,
57WN00070,57,2,2064,0,69,469,1647,0,10,,5,6,65,125,1,3,09,1,70,12,03,09,10,027,14,1,2,2,,5,2,4,1575,2,,474,47,10,68,4,4,5,128,108,,2,,0,
57WN00071,57,1,2065,0,69,328,1803,0,10,,1,2,65,125,1,7,08,2,88,13,03,08,08,034,13,1,2,2,,1,1,2,4520,1,,606,60,10,69,4,6,5,131,122,,3,10,0,
57WN00072,57,1,2066,0,69,478,1868,0,10,,1,2,65,125,2,7,09,6,99,09,03,08,08,044,11,2,2,1,,1,1,2,0603,2,,685,68,10,69,4,5,5,169,134,,3,34,0,
57WN00073,57,2,2067,0,69,468,1644,0,10,,1,6,65,125,1,3,09,1,83,09,05,08,07,034,16,1,2,2,,1,1,4,2583,2,,576,57,10,68,4,6,5,134,110,,2,,0,
57WN00074,57,1,2068,0,69,468,1766,0,10,,1,3,64,124,1,7,11,1,108,09,06,08,07,029,18,1,1,1,,1,1,3,2583,2,,782,78,10,69,4,2,5,151,110,6,3,06,0,
57WN00075,57,2,2069,0,69,408,1724,0,10,,1,3,64,124,1,4,10,1,85,08,03,09,09,036,18,2,2,1,,1,1,3,1596,2,,587,58,10,69,4,7,5,156,122,,,,0,
57WN00076,57,1,2070,0,69,409,1817,0,10,,1,2,63,123,1,7,09,1,90,11,09,09,09,026,16,2,2,1,,1,1,2,2435,2,,631,63,10,69,4,1,5,119,124,,3,10,0,
57WN00077,57,2,2071,0,69,551,1692,0,10,,5,5,63,123,1,3,09,1,67,11,03,09,09,038,13,2,2,1,,5,2,4,4377,1,,468,46,10,68,5,8,5,136,94,,2,,0,
57WN00078,57,2,2072,0,69,551,1692,0,10,,5,5,63,123,1,2,09,2,73,09,03,09,09,040,13,2,2,1,,5,2,4,4377,1,,520,52,10,68,5,0,5,153,90,,,,0,
57WN00079,57,2,2073,0,69,399,1806,0,10,,1,2,62,122,1,3,09,1,87,08,04,08,07,046,12,2,2,1,,1,1,2,2916,2,,616,61,10,69,4,6,9,164,118,,,,0,
57WN00080,57,1,2074,0,69,409,1887,0,10,,1,2,59,119,1,7,10,1,86,09,04,09,10,034,12,2,2,1,,1,1,2,2435,2,,635,63,10,69,4,5,9,158,104,,,,0,
57WN00081,57,2,2075,0,69,498,1812,0,10,,1,2,72,132,2,3,09,1,83,09,04,09,10,035,12,1,2,2,,1,1,2,2776,2,,553,55,10,69,4,3,9,150,100,,,,0,
57WN00082,57,1,4830,1,32,320,3262,1,11,23,3,7,81,141,1,4,09,1,92,12,04,08,10,037,16,1,2,2,,3,3,5,4520,1,,580,58,11,32,1,0,1,152,102,,,,0,
57WN00083,57,1,4831,1,32,320,3262,1,11,23,4,7,81,141,1,7,09,1,86,11,03,10,10,032,18,2,2,1,,3,3,5,4520,1,,543,54,11,32,1,3,1,152,94,,3,37,0,
57WN00084,57,2,4832,1,34,340,3628,1,11,57,3,5,80,140,1,4,08,1,65,09,03,10,09,036,12,2,2,1,,3,3,4,4375,1,,400,40,11,34,1,0,1,158,90,,,,0,
57WN00085,57,2,4834,1,20,200,3910,1,11,25,1,4,79,139,1,3,08,1,73,11,05,07,09,039,16,2,3,2,,1,1,4,4150,1,,453,45,11,20,1,3,1,132,100,,,,0,
57WN00086,57,2,4835,1,24,240,4061,1,11,30,1,4,79,139,1,1,07,1,74,11,04,08,09,037,18,2,2,1,,1,1,4,4110,1,,450,45,11,24,1,0,1,137,114,,,,0,
57WN00087,57,2,4836,1,34,341,3731,1,11,34,1,5,79,139,1,4,09,1,82,07,03,08,08,041,16,2,3,2,,1,1,4,4458,1,,511,51,11,34,1,1,1,171,110,,,,0,
57WN00088,57,1,4837,1,24,240,4036,1,11,30,3,4,79,139,1,4,08,2,88,09,03,08,09,044,16,2,3,2,,3,3,4,4110,1,,565,56,11,24,1,5,1,173,94,,,,0,
57WN00089,57,1,4838,1,34,340,3828,1,11,43,1,4,79,139,1,7,07,3,71,11,05,09,11,032,14,2,2,1,,1,1,4,4375,1,,436,43,11,34,1,6,1,136,104,,3,35,0,
57WN00090,57,1,4839,1,24,240,3953,1,11,28,3,4,78,138,1,3,09,1,80,11,04,10,09,028,14,2,4,3,,3,3,4,4110,1,,514,51,11,24,1,4,1,140,90,,,,0,
57WN00091,57,1,4842,1,32,321,4241,1,11,29,1,3,78,138,1,2,10,2,94,11,03,08,08,032,16,2,2,1,,1,1,3,4654,1,,596,59,11,32,1,6,1,153,118,,,,0,
57WN00092,57,2,4843,1,32,320,3965,1,11,18,1,4,78,138,1,1,07,1,83,11,03,07,08,038,13,2,2,1,,1,1,4,4520,1,,520,52,11,32,1,0,1,144,112,,,,0,
57WN00093,57,1,4844,1,19,190,4594,1,11,29,2,2,78,138,1,7,10,2,74,10,03,10,11,024,18,2,2,1,,1,1,2,4179,1,,471,47,11,19,1,1,1,144,90,,3,57,0,
57WN00094,57,1,4846,1,24,240,3178,1,11,34,3,7,78,138,1,1,08,1,45,12,03,13,11,036,14,2,3,2,,3,3,5,4110,1,,267,26,11,24,1,7,1,118,82,,6,,0,
57WN00095,57,2,4848,1,19,190,4180,1,11,42,1,3,77,137,1,1,09,1,64,10,03,11,10,030,16,2,2,1,,1,1,3,4179,1,,396,39,11,19,1,6,1,141,98,,,,0,
57WN00096,57,1,4849,1,23,230,4447,1,11,24,1,2,77,137,1,7,11,1,78,10,04,10,09,028,14,2,2,1,,1,1,2,4169,1,,499,49,11,23,1,9,1,140,96,,,,0,
57WN00097,57,2,4850,1,23,230,3961,1,11,25,1,4,76,136,1,2,08,2,76,11,04,09,08,032,16,2,4,3,,1,1,4,4169,1,,479,47,11,23,1,9,1,133,108,,2,,0,
57WN00098,57,2,4851,1,19,190,4142,1,11,35,1,3,76,136,1,3,08,1,68,09,03,10,09,036,14,2,2,1,,1,1,3,4179,1,,431,43,11,19,1,1,1,149,94,,,,0,
57WN00099,57,1,4852,1,23,230,4134,1,11,37,1,3,76,136,1,7,10,2,62,13,03,12,10,028,13,2,2,1,,1,1,3,4169,1,,390,39,11,23,1,0,1,119,90,,3,10,0,
57WN00100,57,1,4853,1,63,580,2913,1,11,,2,8,78,138,1,7,08,1,93,08,03,09,09,042,16,2,3,2,,1,1,5,4150,1,,583,58,11,27,6,3,5,158,126,,3,38,0,
57WN00101,57,2,4854,1,32,320,4195,1,11,30,1,3,76,136,1,1,08,2,69,10,03,09,09,035,16,2,3,2,,1,1,3,4520,1,,428,42,11,32,1,8,1,142,108,,,,0,
57WN00102,57,1,4855,1,20,200,4285,1,11,33,1,3,76,136,1,7,07,6,59,10,03,10,09,035,16,2,3,2,,1,1,3,4150,1,,365,36,11,20,1,5,1,131,94,,3,34,0,
57WN00103,57,1,4856,1,24,240,3124,1,11,20,1,7,76,136,1,4,08,2,99,11,07,08,08,039,16,2,2,1,,1,1,5,4110,1,,635,63,11,24,1,5,1,146,126,,,,0,
57WN00104,57,2,4857,1,23,230,4103,1,11,33,1,3,76,136,1,2,08,1,77,09,03,09,08,039,14,2,2,1,,1,1,3,4169,1,,490,49,11,23,1,0,1,156,104,,,,0,
57WN00105,57,1,4858,1,21,210,3950,1,11,36,1,4,76,136,1,7,09,1,82,13,05,09,08,040,13,2,3,2,,1,1,4,4328,1,,512,51,11,21,1,2,1,134,124,,3,12,0,
57WN00106,57,2,4859,1,20,200,3458,1,11,31,5,6,75,135,1,2,07,1,58,11,04,11,09,029,14,2,2,1,,5,2,4,4150,1,,369,36,11,20,1,9,1,130,82,,,,0,
57WN00107,57,1,4860,1,20,200,3458,1,11,31,5,6,75,135,1,7,08,1,62,11,03,10,11,035,14,2,2,1,,5,2,4,4150,1,,394,39,11,20,1,4,1,145,88,,,,0,
57WN00108,57,1,4861,1,21,210,4335,1,11,37,1,3,75,135,1,7,09,1,80,14,04,08,08,043,16,2,3,2,,1,1,3,4328,1,,514,51,11,21,1,4,1,133,106,,3,12,0,
57WN00109,57,2,4862,1,34,341,3963,1,11,47,1,4,75,135,1,2,09,1,71,08,03,09,09,041,12,2,4,3,,1,1,4,4458,1,,446,44,11,34,1,6,1,166,108,,,,0,
57WN00110,57,1,4863,1,24,240,4441,1,11,30,1,2,75,135,1,2,08,1,67,12,03,09,09,032,14,2,2,1,,1,1,2,4110,1,,425,42,11,24,1,5,1,129,96,,3,12,0,
57WN00111,57,2,4866,1,32,321,3256,1,11,22,5,7,75,135,1,1,06,4,76,13,03,08,09,041,14,2,2,1,,5,2,5,4654,1,,484,48,11,32,1,4,1,145,106,,,,0,
57WN00112,57,2,4867,1,32,321,3256,1,11,22,5,7,75,135,1,3,09,2,63,08,03,09,10,032,18,2,2,1,,5,2,5,4654,1,,399,39,11,32,1,9,1,154,92,,2,,0,
57WN00113,57,1,4868,1,20,200,4045,1,11,25,1,4,75,135,1,7,08,4,64,12,05,10,10,027,16,1,2,2,,1,1,4,4150,1,,400,40,11,20,1,0,1,113,100,,3,10,0,
57WN00114,57,2,4869,1,20,200,3670,1,11,29,1,5,75,135,1,3,07,1,65,12,04,08,08,036,14,2,2,1,,1,1,4,4150,1,,403,40,11,20,1,3,1,122,106,,2,,0,
57WN00115,57,1,4870,1,63,550,3344,1,11,,1,6,74,134,1,7,08,1,102,11,04,09,09,039,11,2,2,1,,1,1,4,4377,1,,661,66,11,27,6,1,1,155,134,,,,0,
57WN00116,57,2,4871,1,24,240,4201,1,11,29,3,3,74,134,1,1,07,3,48,08,03,11,12,033,14,2,3,2,,3,3,3,4110,1,,299,29,11,24,1,9,1,143,80,,,,0,
57WN00117,57,1,4873,1,21,210,3495,1,11,26,1,6,74,134,1,7,09,1,92,11,03,08,08,037,11,2,3,2,,1,1,4,4328,1,,584,58,11,21,1,4,1,156,138,,,,0,
57WN00118,57,2,4875,1,32,320,4462,1,11,30,1,2,74,134,1,3,09,2,65,09,03,09,10,031,20,1,2,2,,1,1,2,4520,1,,409,40,11,32,1,9,1,147,102,,2,,0,
57WN00119,57,2,4876,1,32,320,3098,1,11,22,5,7,74,134,1,1,07,2,68,11,03,09,08,033,16,2,2,1,,5,2,5,4520,1,,434,43,11,32,1,4,1,140,98,,,,0,
57WN00120,57,2,4877,1,32,320,3098,1,11,22,5,7,74,134,1,1,08,2,55,11,03,11,10,029,16,2,2,1,,5,2,5,4520,1,,342,34,11,32,1,2,1,130,92,,2,,0,
57WN00121,57,1,4878,1,34,340,3471,1,11,43,1,6,74,134,2,7,07,1,80,13,07,08,08,030,18,1,2,2,,1,1,4,4375,1,,504,50,11,34,1,4,1,121,124,,3,12,0,
57WN00122,57,2,4879,1,20,200,4405,1,11,29,1,2,74,134,1,3,06,1,61,10,03,09,09,038,11,2,3,2,,1,1,2,4150,1,,378,37,11,20,1,8,1,140,104,,6,,0,
57WN00123,57,1,4880,1,63,550,3887,1,11,,1,4,74,134,1,7,08,1,89,10,03,08,09,035,13,2,2,1,,1,1,4,4377,1,,581,58,11,27,6,1,1,148,112,,,,0,
57WN00124,57,2,4881,1,23,230,3346,1,11,19,1,6,74,134,2,2,10,1,88,10,04,07,07,037,16,1,2,2,,1,1,4,4169,1,,552,55,11,23,1,2,1,149,140,,,,0,
57WN00125,57,1,4882,1,34,341,3468,1,11,43,5,6,74,134,1,7,09,1,65,09,04,11,11,030,14,2,2,1,,5,2,4,4458,1,,416,41,11,34,1,6,1,156,92,,,,0,
57WN00126,57,1,4883,1,34,341,3468,1,11,43,5,6,74,134,2,7,09,1,64,12,03,10,09,032,14,2,3,2,,5,2,4,4458,1,,401,40,11,34,1,1,1,140,102,,3,12,0,
57WN00127,57,2,4884,1,32,321,3901,1,11,23,1,4,74,134,1,3,09,1,71,10,03,08,09,036,14,2,2,1,,1,1,4,4654,1,,461,46,11,32,1,1,1,143,92,,2,,0,
57WN00128,57,2,4885,1,19,190,4444,1,11,27,1,2,74,134,1,3,09,1,61,10,04,10,09,029,20,1,2,2,,1,1,2,4179,1,,401,40,11,19,1,1,1,129,72,,2,,0,
57WN00129,57,2,4886,1,20,200,4256,1,11,32,1,3,73,133,1,3,06,1,60,09,03,09,10,039,15,2,2,1,,1,1,3,4150,1,,382,38,11,20,1,2,1,146,92,,,,0,
57WN00130,57,2,4887,1,19,190,4303,1,11,35,1,3,73,133,1,3,10,1,72,11,03,08,09,035,13,2,2,1,,1,1,3,4179,1,,466,46,11,19,1,6,1,143,100,,,,0,
57WN00131,57,1,4888,1,34,340,3993,1,11,43,1,4,73,133,1,7,09,1,82,10,05,09,09,034,13,2,3,2,,1,1,4,4375,1,,532,53,11,34,1,2,1,152,112,,,,0,
57WN00132,57,2,4889,1,32,320,3861,1,11,26,1,4,73,133,1,1,08,1,93,10,03,08,08,031,18,1,2,2,,1,1,4,4520,1,,598,59,11,32,1,8,1,160,134,,,,0,
57WN00133,57,2,4890,1,19,190,3696,1,11,26,1,5,73,133,1,3,09,2,78,13,04,08,08,035,16,2,2,1,,1,1,4,4179,1,,504,50,11,19,1,4,1,129,110,,2,,0,
57WN00134,57,1,4891,1,23,230,4306,1,11,33,1,3,73,133,1,7,10,1,75,09,03,11,08,033,14,2,2,1,,1,1,3,4169,1,,496,49,11,23,1,6,1,150,90,9,6,,0,
