UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,TAIL1,TAIL2,DNA,INBRL,ADGBV,ADGACC,MADGBV,MADGACC,FLBVB,FLBVR,SAGE,STUDY
03WN00839,103449748,03,T9748,44,1,48,02,14T,8,2,2,5.0,5,4,2,116,225,109,4,13.6,61,88,0.683,96,1,1,,,2,M,.,,,T8051,44,T6829,44,42,1,,,5,4,108,1.67,119.3,1,97,,,0,0,,0.02,,,,,,,,
03WN00840,103449749,03,T9749,44,1,48,02,14T,8,2,2,3.0,3,3,2,116,225,109,2,12.0,39,66,0.495,71,1,1,,,2,M,.,,,T8051,44,T7922,44,42,3,93,258,5,5,90,1.67,117.0,3,69,,,0,0,,0.02,,,,,,,,
03WN00841,103449750,03,T9750,44,1,48,02,14T,8,2,2,3.0,3,3,2,116,225,109,8,10.6,46,73,0.572,79,1,1,,,2,M,.,,,T8051,44,T7922,44,42,3,93,258,5,5,95,1.67,117.0,3,78,,,0,0,,0.02,,,,,,,,
03WN00842,103449751,03,T9751,44,2,48,02,12T,8,2,2,3.0,3,3,2,117,225,108,8,11.6,54,73,0.569,80,1,1,,,2,M,  9,,NICE,00064,00,T8006,44,41,2,92,261,5,5,96,1.82,105.1,2,83,84,,0,0,,0.0,,,,,,,,Targ
03WN00843,103449752,03,T9752,44,2,48,02,12T,8,2,2,3.0,3,3,2,117,225,108,7,11.2,46,67,0.517,73,1,1,,,2,M, 11,,,00064,00,T8006,44,41,2,92,261,5,5,91,1.82,105.1,2,78,79,,0,0,,0.0,,,,,,,,Targ
03WN00844,103449753,03,T9753,44,2,ID,02,e.9,8,2,1,1.0,1,1,2,117,225,108,8,9.8,31,42,0.298,46,1,1,,,I,M,.,,"X,ATE ON",T8402,44,T8817,44,ID,6,54,246,3,2,69,1.77,97.7,6,43,,,0,0,MS,0.001,,,,,,,,
03WN00845,103449755,03,T9755,44,2,48,02,13T,5,1,1,3.0,3,3,2,118,225,107,5,12.0,56,80,0.636,88,1,1,,,2,M,.,e.3,NICE,T8183,44,T8109,44,42,1,,,1,1,97,1.39,89.9,1,85,,,0,0,,0.068,,,,,,,,Targ
03WN00846,103449757,03,T9757,44,1,48,02,12T,8,2,1,5.0,5,4,2,118,225,107,2,10.9,56,93,0.767,103,1,1,,,2,M,.,,,00064,00,T6743,44,42,1,,,3,2,109,1.78,109.9,1,93,,,0,0,,0.0,,,,,,,,
03WN00847,103449758,03,T9758,44,1,ID,02,e.9,5,1,1,1.0,1,1,2,118,225,107,1,13.0,57,87,0.692,96,1,1,,,I,M,.,,,T8402,44,T9036,44,ID,3,93,258,1,1,104,1.67,107.7,3,89,,,0,0,MS,0.063,,,,,,,,
03WN00848,103449760,03,T9760,44,1,48,02,12T,9,3,2,4.0,4,4,2,118,225,107,9,7.6,44,69,0.574,76,1,1,,,2,M,Ana,,COYOTE BITES,00064,00,T7115,44,41,6,10,238,8,6,97,1.94,128.4,6,0,,,0,0,,0.0,,,,,,,,
03WN00849,103449761,03,T9761,44,2,48,02,12T,9,3,2,4.0,4,4,2,118,225,107,6,9.2,50,77,0.634,85,1,1,,,2,M,Ana,e.3,,00064,00,T7115,44,41,1,,,8,4,108,1.94,128.4,1,84,,,0,0,,0.0,,,,,,,,Targ
03WN00850,103449762,03,T9762,44,1,ID,02,e.8,5,1,1,1.0,1,1,2,118,225,107,12,11.4,39,71,0.557,78,1,1,,,I,M,.,,,T7794,44,T8970,44,ID,3,93,258,1,1,90,1.67,104.1,3,79,,,0,0,KK,0.032,,,,,,,,
03WN00851,103449763,03,T9763,44,2,ID,02,e.9,5,1,1,1.0,1,1,2,118,225,107,12,12.8,46,75,0.581,83,1,1,,,I,M,.,e.4,,T8402,44,T8940,44,ID,1,,,1,1,99,1.67,105.1,1,88,,,0,0,MS,0.004,,,,,,,,Targ
03WN00852,103449764,03,T9764,44,1,ID,02,e.9,8,2,1,1.0,1,1,2,118,225,107,8,11.7,56,78,0.62,86,1,1,,,I,M,.,,,T8402,44,T8781,44,ID,3,93,258,3,2,96,1.77,105.7,3,91,,,0,0,MS,0.04,,,,,,,,
03WN00853,103449766,03,T9766,44,2,48,02,13T,8,2,2,3.0,3,3,2,118,225,107,5,12.6,49,79,0.621,87,1,1,,,2,M,.,e.4,NICE,T8183,44,T7877,44,41,1,,,5,5,95,1.53,87.6,1,81,,,0,0,,0.017,,,,,,,,Targ
03WN00854,103449767,03,T9767,44,2,48,02,13T,8,2,2,3.0,3,3,2,118,225,107,8,12.4,46,69,0.529,76,1,1,,,2,M, 11,,4TEATS,T8183,44,T7877,44,41,2,92,261,5,5,87,1.53,87.6,2,76,84,,0,0,,0.017,,,,,,,,Targ
03WN00855,103449768,03,T9768,44,2,ID,02,e.9,5,1,1,1.0,1,1,2,118,225,107,1,14.4,59,85,0.66,94,1,1,,,I,M,.,e.4,NICE,T8402,44,T8939,44,ID,1,,,1,1,107,1.67,107.3,1,91,,,0,0,MS,0.004,,,,,,,,Targ
03WN00856,103449771,03,T9771,44,1,ID,02,e.9,5,1,1,1.0,1,1,2,119,225,106,12,16.1,64,91,0.707,101,1,1,,,I,M,.,,NICE,T8402,44,T8967,44,ID,1,,,1,1,108,1.67,108.7,1,101,,,0,0,MS,0.018,,,,,,,,
03WN00857,103449772,03,T9772,44,2,48,02,13T,5,1,1,3.0,3,3,2,119,225,106,2,14.7,64,98,0.786,109,1,1,,,2,M,.,e.3,NICE,T8183,44,T8018,44,42,1,,,1,1,115,1.39,98.5,1,95,,,0,0,,0.067,,,,,,,,Targ
03WN00858,103449773,03,T9773,44,1,48,02,12T,8,2,2,5.0,5,4,2,119,225,106,7,12.9,37,59,0.435,65,1,1,,,2,M,.,,DEAD,00064,00,T6687,44,41,6,01,195,5,5,86,1.78,117.9,6,0,,,0,0,,0.0,,,,,,,,
03WN00859,103449774,03,T9774,44,1,48,02,12T,8,2,2,5.0,5,4,2,119,225,106,7,13.0,58,92,0.745,102,1,1,,,2,M,.,,,00064,00,T6687,44,41,1,,,5,5,112,1.78,117.9,1,101,,,0,0,,0.0,,,,,,,,
03WN00860,103449775,03,T9775,44,2,48,02,13T,9,3,2,5.0,5,4,2,120,225,105,2,10.8,61,95,0.802,107,1,1,,,2,M,.,e.4,,T8183,44,T6686,44,41,1,,,8,5,124,2.0,126.2,1,92,,,0,0,,0.016,,,,,,,,Targ
03WN00861,103449776,03,T9776,44,1,48,02,13T,9,3,2,5.0,5,4,2,120,225,105,7,11.7,37,59,0.45,66,1,1,,,2,M,.,,MSG d225,T8183,44,T6686,44,41,7,97,225,8,5,89,2.0,126.2,7,0,,,0,0,,0.016,,,,,,,,
03WN00862,103449779,03,T9779,44,2,ID,02,e.9,8,2,1,1.0,1,1,2,122,225,103,5,7.5,31,67,0.578,77,1,1,,,I,M, 10,,WEAK,T8402,44,T8993,44,ID,2,92,261,3,2,94,1.77,103.9,2,80,81,,0,0,MS,0.001,,,,,,,,Targ
03WN00863,103449780,03,T9780,44,1,ID,02,e.9,5,1,1,1.0,1,1,2,123,225,102,10,15.3,50,81,0.644,93,1,1,,3-,I,M,.,,F3-,T8402,44,T9259,44,ID,3,93,258,1,1,102,1.67,107.1,3,90,,,0,0,MS,0.002,,,,,,,,
03WN00864,103449782,03,T9782,44,2,ID,02,e.9,5,1,1,1.0,1,1,2,126,225,99,9,10.9,43,70,0.597,83,1,1,,,I,M, 10,,,T8402,44,T9185,44,ID,2,92,261,1,1,99,1.67,105.1,2,81,83,,0,0,MS,0.064,,,,,,,,Targ
03WN00865,103449783,03,T9783,44,2,ID,02,e.9,5,1,1,1.0,1,1,2,126,225,99,13,10.8,47,75,0.648,89,1,1,,,I,M,.,e.4,,T8402,44,T9033,44,ID,1,,,1,1,103,1.67,106.3,1,88,,,0,0,MS,0.007,,,,,,,,Targ
03WN00866,103449784,03,T9784,44,1,ID,02,e.9,5,1,1,1.0,1,1,2,127,225,98,1,11.5,38,67,0.566,79,1,1,,4,I,M,.,,"FX.RIBS,L, F4",T8402,44,T8918,44,ID,3,93,258,1,1,91,1.67,104.3,3,70,,,0,0,MS,0.011,,,,,,,,
03WN00867,103820001,03,X0001,82,2,00,31,-3-,5,1,1,5.0,5,4,2,106,225,119,2,13.5,69,95,0.685,96,1,1,,,0,X,.,e.0,,A8075,04,S9377,10,11,1,,,1,1,110,1.73,94.5,1,96,,,0,0,,0.001,,,,,,,,JxR
03WN00868,103820002,03,X0002,82,3,00,01,-1-,9,3,2,4.0,4,4,2,106,225,119,6,8.7,57,78,0.582,79,1,1,,,0,X,.,,,T8164,44,S9998,10,11,3,93,260,8,6,0,1.8,104.2,3,74,,,0,0,,0.0,,,,,,,,W.
03WN00869,103820003,03,X0003,82,3,00,01,-1-,9,3,2,4.0,4,4,2,106,225,119,4,10.7,61,88,0.65,89,1,1,,,0,X,.,,,T8164,44,S9998,10,11,3,93,260,8,4,0,1.8,104.2,3,98,,,0,0,,0.0,,,,,,,,W.
03WN00870,103820006,03,X0006,82,2,00,33,-3-,8,2,1,3.0,3,3,2,106,225,119,15,9.0,63,89,0.672,90,1,1,,,7,X, 21,,PNEU.,A7198,04,K1469,64,68,2,92,261,3,2,109,1.71,110.2,2,101,107,,0,0,,0.0,,,,,,,,JxC
03WN00871,103820007,03,X0007,82,2,00,31,-2-,8,2,2,2.0,2,2,2,106,225,119,15,8.7,51,72,0.532,73,1,1,,,0,X,.,e.1,HAIRY,A7460,04,R2537,11,12,1,,,5,6,97,1.84,124.1,1,80,,,0,0,,0.0,,,,,,,,JxR
03WN00872,103820008,03,X0008,82,3,00,31,-2-,8,2,2,2.0,2,2,2,106,225,119,13,11.7,61,83,0.599,84,1,1,,,0,X,.,,HAIRY,A7460,04,R2537,11,12,3,93,260,5,4,0,1.84,124.1,3,92,,,0,0,,0.0,,,,,,,,W.
03WN00873,103820009,03,X0009,82,3,00,31,-3-,8,2,2,4.0,4,4,2,106,225,119,14,9.9,55,82,0.606,83,1,1,,,2,X,.,,,A8075,04,90276,09,18,3,93,260,5,5,0,1.8,113.9,3,84,,,0,0,,0.0,,,,,,,,W.
03WN00874,103820010,03,X0010,82,3,00,31,-3-,8,2,2,4.0,4,4,2,106,225,119,14,11.2,61,69,0.486,69,1,1,,,2,X,.,,,A8075,04,90276,09,18,3,93,260,5,5,0,1.8,113.9,3,81,,,0,0,,0.0,,,,,,,,W.
03WN00875,103820012,03,X0012,82,3,00,33,-4-,8,2,1,4.0,4,4,2,106,225,119,7,10.0,58,83,0.613,84,1,1,,,7,X,.,,PNEU.,A7553,04,90913,09,68,3,93,260,3,2,0,1.58,98.6,3,87,,,0,0,,0.0,,,,,,,,W.
03WN00876,103820013,03,X0013,82,2,00,03,-5-,8,2,2,7.0,7,5,2,106,225,119,8,11.8,56,73,0.514,74,1,1,,,7,X, 24,,,T7866,44,K8517,63,60,2,92,261,5,5,101,1.62,134.0,2,75,79,,0,0,,0.0,,,,,,,,JxC
03WN00877,103820014,03,X0014,82,3,00,03,-5-,8,2,2,7.0,7,5,2,106,225,119,10,13.2,56,83,0.587,84,1,1,,,7,X,.,,,T7866,44,K8517,63,60,3,93,260,5,5,0,1.62,134.0,3,95,,,0,0,,0.0,,,,,,,,W.
03WN00878,103820015,03,X0015,82,3,00,01,-1-,8,2,2,5.0,5,4,2,106,225,119,3,10.4,65,95,0.711,96,1,1,,,0,X,.,,,T7925,44,S9653,10,10,3,93,260,5,5,0,1.73,114.5,3,101,,,0,0,,0.0,,,,,,,,W.
03WN00879,103820016,03,X0016,82,3,00,01,-1-,8,2,2,5.0,5,4,2,106,225,119,7,10.6,63,89,0.659,90,2,1,,,0,X,.,e.2,WETHER !,T7925,44,S9653,10,10,1,,,5,5,110,1.73,114.5,1,91,,,0,0,,0.0,,,,,,,,JxR
03WN00880,103820019,03,X0019,82,2,97,97,971,8,2,2,6.0,6,4,B,106,219,113,1,11.5,0,85,0.65,90,6,1,,,0,.,.,973,,00093,00,Z4060,81,97,1,,,5,5,94,1.86,124.2,1,102,,,0,0,,0.0,,,,,,,,Suff
03WN00881,103820020,03,X0020,82,1,97,97,971,8,2,2,6.0,6,4,B,106,219,113,2,13.5,0,92,0.695,97,6,2,,,0,.,.,,LATE DOCK 6/2,00093,00,Z4060,81,97,3,93,258,5,5,93,1.86,124.2,3,101,,,0,0,,0.0,,,,,,,,
03WN00882,103820021,03,X0021,82,2,00,02,-2-,8,2,1,4.0,4,4,2,106,225,119,10,10.8,62,88,0.649,89,1,1,,,2,X,.,nd0,,T8203,44,T7588,44,42,1,,,3,2,103,1.57,91.0,1,93,,,0,0,,0.018,,,,,,,,JxT
03WN00883,103820023,03,X0023,82,2,00,01,-4-,8,2,2,6.0,6,4,2,106,225,119,4,12.8,63,87,0.624,88,1,1,,,0,X,.,e.0,NICE,T7939,44,S8548,10,12,1,,,5,5,108,1.64,115.9,1,91,,,0,0,,0.0,,,,,,,,JxR
03WN00884,103820024,03,X0024,82,3,00,01,-4-,8,2,2,6.0,6,4,2,106,225,119,8,13.2,55,70,0.477,70,1,1,,,0,X,.,,NICE,T7939,44,S8548,10,12,3,93,260,5,5,0,1.64,115.9,3,90,,,0,0,,0.0,,,,,,,,W.
03WN00885,103820025,03,X0025,82,2,00,30,-2-,9,3,1,6.5,6,4,2,106,225,119,14,8.7,63,87,0.658,88,1,1,,,0,X,.,,HAIRY  <<<,A7460,04,A3703,04,73,Z,93,255,7,2,113,2.4,131.9,Z,93,100,,0,0,,0.023,,,,,,,,PPL
03WN00886,103820028,03,X0028,82,2,00,32,-4-,8,2,2,4.0,4,4,2,106,225,119,16,11.5,60,86,0.626,87,1,1,,,2,X,Ana,nd2,,A7553,04,T7400,44,42,1,,,5,5,106,1.57,109.3,1,90,,,0,0,,0.0,,,,,,,,JxT
03WN00887,103820029,03,X0029,82,2,00,32,-4-,8,2,2,4.0,4,4,2,106,225,119,15,12.6,62,86,0.617,87,1,1,,,2,X,Ana,nd1,,A7553,04,T7400,44,42,1,,,5,5,106,1.57,109.3,1,91,,,0,0,,0.0,,,,,,,,JxT
03WN00888,103820030,03,X0030,82,3,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,4,12.4,65,90,0.652,91,1,1,,,0,X,.,,,T8164,44,R1245,11,10,3,93,260,5,5,0,2.02,117.0,3,98,,,0,0,,0.0,,,,,,,,W.
03WN00889,103820031,03,X0031,82,3,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,14,10.8,57,73,0.523,74,1,1,,,0,X,.,,,T0000,44,R1245,11,10,3,93,260,5,5,0,2.02,117.0,3,74,,,0,0,,0.0,,,,,,,,W.
03WN00890,103820032,03,X0032,82,2,00,31,-4-,5,1,1,2.0,2,2,2,106,225,119,3,12.0,65,100,0.739,101,1,1,,,0,X,Ana,e.1,NICE,A7553,04,R2910,11,11,1,,,1,1,119,1.69,111.2,1,103,,,0,0,,0.001,,,,,,,,JxR
03WN00891,103820033,03,X0033,82,2,97,97,972,8,2,2,3.0,3,3,B,106,219,113,1,13.0,0,96,0.735,101,6,1,,,0,.,.,,ENTR*2,Z6098,81,Z6155,81,97,3,93,260,5,5,104,1.84,133.1,3,109,,,0,0,,0.159,,,,,,,,Suff
03WN00892,103820034,03,X0034,82,2,97,97,972,8,2,2,3.0,3,3,B,106,219,113,1,11.2,0,93,0.724,98,6,1,,,0,.,.,974,,Z6098,81,Z6155,81,97,1,,,5,5,102,1.84,133.1,1,103,,,0,0,,0.159,,,,,,,,Suff
03WN00893,103820035,03,X0035,82,3,00,01,-5-,8,2,2,2.0,2,2,2,106,225,119,12,10.8,52,78,0.565,79,1,1,,,0,X,Ana,,,T7866,44,R2271,11,12,3,93,260,5,5,0,1.86,123.5,3,84,,,0,0,,0.0,,,,,,,,W.
03WN00894,103820036,03,X0036,82,3,00,01,-5-,8,2,2,2.0,2,2,2,106,225,119,13,10.1,48,66,0.47,66,1,1,,,0,X,.,,,T7866,44,R2271,11,12,3,93,260,5,5,0,1.86,123.5,3,75,,,0,0,,0.0,,,,,,,,W.
03WN00895,103820038,03,X0038,82,2,00,80,52N,9,3,2,4.0,4,4,3,106,219,113,3,10.6,74,85,0.658,90,5,1,,,0,N,.,e.6,,Z0000,81,A6175,04,82,1,,,8,5,0,2.1,121.4,1,97,,,0,0,,0.0,,,,,,,,SxP
03WN00896,103820039,03,X0039,82,3,00,80,52N,9,3,2,4.0,4,4,3,106,219,113,4,11.3,78,90,0.696,95,5,1,,,0,N,.,,,Z0000,81,A6175,04,82,5,95,296,8,5,0,2.1,121.4,T,101,,,0,0,,0.0,,,,,,,,SxP
03WN00897,103820040,03,X0040,82,3,00,31,-3-,8,2,2,7.0,7,5,2,106,225,119,9,11.9,59,82,0.589,83,1,1,,,0,X,.,,,A7198,04,S7053,10,12,3,93,260,5,5,0,1.82,120.0,3,97,,,0,0,,0.0,,,,,,,,W.
03WN00898,103820041,03,X0041,82,2,00,31,-3-,8,2,2,7.0,7,5,2,106,225,119,15,10.2,50,74,0.536,75,1,1,,,0,X,.,e.2,4TEATS,A7198,04,S7053,10,12,1,,,5,5,98,1.82,120.0,1,86,,,0,0,,0.0,,,,,,,,JxR
03WN00899,103820042,03,X0042,82,2,00,31,-2-,5,1,1,2.0,2,2,2,106,225,119,14,11.8,49,82,0.59,83,1,1,,,0,X,.,e.0,,A7460,04,R2607,11,12,1,,,1,1,101,1.69,105.2,1,84,,,0,0,,0.0,,,,,,,,JxR
03WN00900,103820043,03,X0043,82,2,00,31,-3-,8,2,2,3.0,3,3,2,106,225,119,7,10.7,51,75,0.54,76,1,1,,,0,X,.,,"BLIND,ENTR",A7198,04,R1746,11,10,3,93,260,5,5,98,2.02,115.3,3,87,,,0,0,,0.0,,,,,,,,JxR
03WN00901,103820044,03,X0044,82,3,00,31,-3-,8,2,2,3.0,3,3,2,106,225,119,3,11.4,55,87,0.635,88,1,1,,,0,X,.,,,A8075,04,R1746,11,10,3,93,260,5,5,0,2.02,115.3,3,89,,,0,0,,0.001,,,,,,,,W.
03WN00902,103820046,03,X0046,82,3,00,80,52N,9,3,1,4.0,4,4,3,106,219,113,2,12.7,102,120,0.95,127,5,1,,,0,N,.,,,Z0000,81,A7016,04,82,3,93,260,7,2,0,2.1,123.2,3,128,,,0,0,,0.0,,,,,,,,W.
03WN00903,103820049,03,X0049,82,2,00,01,-2-,9,3,2,2.0,2,2,2,106,225,119,3,9.7,44,68,0.49,68,1,1,,,0,X,.,e.1,,T7305,44,R2595,11,10,1,,,8,5,91,2.03,118.6,1,76,,,0,0,,0.0,,,,,,,,JxR
03WN00904,103820050,03,X0050,82,2,00,00,-2-,9,3,2,2.0,2,2,2,106,225,119,9,8.3,52,73,0.544,74,1,1,,,0,X,.,e.2,,00000,00,R2595,11,10,1,,,8,5,97,2.03,118.6,1,82,,,0,0,,0.0,,,,,,,,JxR
03WN00905,103820051,03,X0051,82,2,00,80,52N,8,2,2,7.0,7,5,3,106,219,113,2,10.4,67,76,0.581,80,5,1,,,0,N,.,e.7,,Z0000,81,A3275,04,81,1,,,5,5,0,2.03,119.7,1,89,,,0,0,,0.0,,,,,,,,SxP
03WN00906,103820052,03,X0052,82,2,00,80,52N,8,2,2,7.0,7,5,3,106,219,113,3,11.4,72,82,0.625,86,5,1,,,0,N,.,e.8,,Z0000,81,A3275,04,81,1,,,5,5,0,2.03,119.7,1,90,,,0,0,,0.0,,,,,,,,SxP
03WN00907,103820053,03,X0053,82,2,00,30,-2-,9,3,3,5.0,5,4,2,106,225,119,8,8.9,51,77,0.572,78,1,1,,,0,X, 16,,,A7460,04, 8780,00,88,2,92,261,9,8,107,2.16,144.9,2,87,87,,0,0,,0.059,,,,,,,,JxP
03WN00908,103820054,03,X0054,82,3,00,30,-2-,9,3,3,5.0,5,4,2,106,225,119,14,10.2,62,87,0.645,88,1,1,,,0,X,.,,,A7460,04, 8780,00,88,3,93,260,9,8,0,2.16,144.9,3,103,,,0,0,,0.059,,,,,,,,W.
03WN00909,103820055,03,X0055,82,2,00,30,-2-,9,3,3,5.0,5,4,2,106,225,119,13,11.7,56,78,0.557,79,1,1,,,0,X,.,,X,A7460,04, 8780,00,88,3,93,260,9,8,108,2.16,144.9,3,83,,,0,0,,0.059,,,,,,,,JxP
03WN00910,103820056,03,X0056,82,3,00,31,-4-,8,2,2,7.0,7,5,2,106,225,119,3,12.1,56,79,0.562,80,1,1,,,0,X,.,,,A7553,04,S6631,10,11,3,93,260,5,5,0,1.91,112.8,3,84,,,0,0,,0.001,,,,,,,,W.
03WN00911,103820057,03,X0057,82,2,00,01,-4-,8,2,2,7.0,7,5,2,106,225,119,14,11.5,59,81,0.584,82,1,1,,,0,X,.,e.0,HAIRY  <<<,T7939,44,S6631,10,11,1,,,5,5,102,1.91,112.8,1,88,,,0,0,,0.0,,,,,,,,JxR
03WN00912,103820058,03,X0058,82,2,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,9,11.0,49,65,0.454,65,1,1,,,0,X,.,,HAIRY,T8164,44,R1990,11,12,3,93,260,5,5,86,1.7,109.7,3,66,,,0,0,,0.0,,,,,,,,JxR
03WN00913,103820059,03,X0059,82,3,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,7,12.9,50,70,0.48,70,1,1,,,0,X,.,,,T0000,44,R1990,11,12,3,93,260,5,5,0,1.7,109.7,3,74,,,0,0,,0.0,,,,,,,,W.
03WN00914,103820060,03,X0060,82,3,00,02,-5-,8,2,2,7.0,7,5,2,106,225,119,1,10.8,54,80,0.582,81,1,1,,,2,X,.,,,T7341,44,T5552,44,42,3,93,260,5,5,0,1.56,93.9,3,83,,,0,0,,0.081,,,,,,,,W.
03WN00915,103820061,03,X0061,82,2,00,02,-5-,8,2,2,7.0,7,5,2,106,225,119,4,9.8,45,68,0.489,68,1,1,,,2,X,.,,,T7341,44,T5552,44,42,3,93,260,5,5,85,1.56,93.9,3,68,,,0,0,,0.081,,,,,,,,JxT
03WN00916,103820062,03,X0062,82,2,00,20,43T,8,2,1,6.0,6,4,H,106,219,113,3,14.5,0,121,0.942,128,5,1,,,I,I,.,,BF!,Z0000,81,T6072,44,ID,3,93,260,3,2,0,1.91,119.1,3,138,,,0,0,,0.0,,,,,,,,.
03WN00917,103820064,03,X0064,82,2,97,97,974,8,2,2,1.0,1,1,B,106,219,113,2,8.6,0,73,0.57,77,6,1,,,0,.,.,,WEAK,Z7117,81,Z8104,81,97,3,93,260,5,7,86,1.89,130.2,3,87,,,0,0,,0.054,,,,,,,,Suff
03WN00918,103820065,03,X0065,82,1,97,97,974,8,2,2,1.0,1,1,B,106,219,113,2,12.3,0,74,0.546,78,6,1,,,0,.,.,,,Z7117,81,Z8104,81,97,6,10,238,5,3,82,1.89,130.2,6,0,,,0,0,,0.054,,,,,,,,
03WN00919,103820068,03,X0068,82,3,00,30,-4-,3,4,2,4.5,4,4,2,106,225,119,15,9.9,60,86,0.639,87,1,1,,,0,X,.,,,A7553,04,A5874,04,73,3,93,260,8,5,0,2.35,145.0,3,98,,,0,0,,0.031,,,,,,,,W.
03WN00920,103820069,03,X0069,82,2,00,30,-4-,3,4,2,4.5,4,4,2,106,225,119,14,9.8,51,71,0.514,72,1,1,,,0,X,.,,X,A7553,04,A5874,04,73,3,93,260,8,5,102,2.35,145.0,3,78,,,0,0,,0.031,,,,,,,,JxP
03WN00921,103820070,03,X0070,82,3,00,03,-1-,8,2,2,3.0,3,3,2,106,225,119,15,12.2,57,78,0.553,79,1,1,,,7,X,.,,,T8164,44,00589,00,68,3,93,260,5,5,0,1.86,127.2,3,82,,,0,0,,0.0,,,,,,,,W.
03WN00922,103820071,03,X0071,82,2,00,03,-1-,8,2,2,3.0,3,3,2,106,225,119,4,11.9,53,82,0.589,83,1,1,,,7,X, 23,,,T7925,44,00589,00,68,2,92,261,5,5,107,1.86,127.2,2,86,88,,0,0,,0.0,,,,,,,,JxC
03WN00923,103820072,03,X0072,82,3,00,02,-1-,8,2,2,5.0,5,4,2,106,225,119,5,11.3,53,69,0.485,69,1,1,,,2,X,GET,,HAIRY,T8164,44,T6499,44,42,3,93,260,5,4,0,1.67,88.0,3,80,,,0,0,,0.07,,,,,,,,W.
03WN00924,103820073,03,X0073,82,2,00,02,-1-,8,2,2,5.0,5,4,2,106,225,119,13,9.4,46,64,0.459,64,1,1,,,2,X,.,,HAIRY,T8164,44,T6499,44,42,3,93,260,5,6,80,1.67,88.0,3,67,,,0,0,,0.07,,,,,,,,JxT
03WN00925,103820074,03,X0074,82,2,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,9,10.0,58,81,0.597,82,1,1,,,2,X,.,e.1,,T7925,44,00904,00,18,1,,,5,5,101,1.59,108.8,1,90,,,0,0,,0.0,,,,,,,,JxR
03WN00926,103820075,03,X0075,82,3,00,01,-1-,8,2,2,3.0,3,3,2,106,225,119,2,11.7,64,89,0.65,90,1,1,,,2,X,.,,,T8164,44,00904,00,18,3,93,260,5,5,0,1.59,108.8,3,91,,,0,0,,0.0,,,,,,,,W.
03WN00927,103820076,03,X0076,82,2,00,32,-1-,8,2,2,4.0,4,4,2,106,225,119,14,11.1,56,79,0.571,80,1,1,,,0,X, 17,,,T8164,44,A6180,04,82,2,92,261,5,5,105,1.85,130.2,2,85,94,,0,0,,0.0,,,,,,,,JxP
03WN00928,103820077,03,X0077,82,3,00,32,-1-,8,2,2,4.0,4,4,2,106,225,119,12,12.4,61,83,0.593,84,1,1,,,0,X,.,,,T7925,44,A6180,04,82,3,93,260,5,5,0,1.85,130.2,3,95,,,0,0,,0.001,,,,,,,,W.
03WN00929,103820079,03,X0079,82,3,00,32,-5-,9,3,2,2.0,2,2,2,106,225,119,10,9.3,57,81,0.603,82,1,1,,,0,X,.,,,T7866,44,A8507,04,84,3,93,260,8,5,0,2.28,121.4,3,88,,,0,0,,0.0,,,,,,,,W.
03WN00930,103820080,03,X0080,82,2,00,32,-5-,9,3,2,2.0,2,2,2,106,225,119,15,8.8,49,67,0.489,67,1,1,,,0,X,.,,,T7341,44,A8507,04,84,3,93,260,8,5,91,2.28,121.4,3,76,,,0,0,,0.0,,,,,,,,JxP
03WN00931,103820081,03,X0081,82,2,00,32,-5-,5,1,1,4.0,4,4,2,106,225,119,1,6.4,43,70,0.534,71,1,1,,,0,X, 20,,RAT,T7341,44,90684,09,88,2,92,261,1,1,92,1.98,108.9,2,71,75,,0,0,,0.0,,,,,,,,JxP
03WN00932,103820082,03,X0082,82,3,00,01,-2-,5,1,1,2.0,2,2,2,106,225,119,9,11.5,59,82,0.592,83,1,1,,,0,X,.,,,T8203,44,R2771,11,10,3,93,260,1,1,0,1.69,99.1,3,92,,,0,0,,0.0,,,,,,,,W.
03WN00933,103820083,03,X0083,82,3,00,30,-4-,8,2,2,3.0,3,3,2,106,225,119,8,11.1,65,87,0.638,88,1,1,,,0,X,.,,,A7553,04,A7675,04,81,3,93,260,5,5,0,2.02,120.5,3,97,,,0,0,,0.092,,,,,,,,W.
03WN00934,103820084,03,X0084,82,2,00,30,-4-,8,2,2,3.0,3,3,2,106,225,119,13,10.7,54,78,0.566,79,1,1,,,0,X, 16,,,A7553,04,A7675,04,81,2,92,261,5,5,102,2.02,120.5,2,87,92,,0,0,,0.092,,,,,,,,JxP
