UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
90WN00462, 90634987,90,63,K4987,2,6x,06,606,2,2,5,5,4.0,4,4,2,114,107,18,97,77,629, 8,4,1, 0,  0,XC.,,,4,1,1,0,175,1343,,95,,,3210,63,2325,63,,85,640,61,1,88
90WN00463, 90634988,90,63,K4988,2,6x,06,606,2,2,5,5,4.0,4,4,2,114,107,18,103,82,670, 8,1,, 0,  0,XC.,,,4,1,1,0,175,1343,,95,,,3210,63,2325,63,,91,681,61,1,98
90WN00464, 90634989,90,63,K4989,2,6x,06,634,2,2,5,5,3.0,3,3,2,114,107,15,100,67,533, 8, 0,, 0,  0,37,,,2,1,1,0,175,1343,92,95,263,,3591,63,2427,63,,74,547,60,2,80
90WN00465, 90634990,90,63,K4990,2,6x,06,634,2,2,5,5,3.0,3,3,2,114,107,13,98,60,469, 6, 0,, 0,  0,41,,,2,1,1,0,175,1343,92,95,263,,3591,63,2427,63,,66,482,60,2,72
90WN00466, 90634991,90,63,K4991,1,6x,06,631,2,1,3,2,2.0,2,2,2,114,107,26,99,70,562, 6, 0,, 0,  0,  0,,,2,1,1,0,187,1096,01,95,323,,3174,63,3360,63,,77,492,61,6,74
90WN00467, 90634994,90,63,K4994,1,6x,06,603,3,2,8,5,3.0,3,3,2,114,107,25,111,82,663, 8, 0,, 0,  0,  0,,,2,1,1,0,203,1319,93,,279,,3133,63,2491,63,,91,649,60,G,0
90WN00468, 90634995,90,63,K4995,2,6x,06,603,3,2,8,5,3.0,3,3,2,114,107,17,95,77,631, 6,4,3, 0,  0,XC.,,,2,1,1,0,203,1319,,,,,3133,63,2491,63,,85,647,60,1,92
90WN00469, 90634996,90,63,K4996,2,6x,06,602,2,2,5,5,3.0,3,3,2,114,107,25,109,65,506, 8, 0,, 0,  0,40,,,1,1,1,0,175,1214,92,,263,,2963,63,2987,63,,72,527,63,2,76
90WN00470, 90634997,90,63,K4997,1,6x,06,602,2,2,5,5,3.0,3,3,2,114,107,26,103,65,511, 9, 0,, 0,  0,  0,,,1,1,1,0,175,1214,93,,,,2963,63,2987,63,,72,497,63,3,69
90WN00471, 90634998,90,63,K4998,1,6x,06,612,2,2,5,5,2.0,2,2,2,115,106,5,87,78,654, 7, 0,, 0,  0,  0,,,2,1,1,0,170,1240,93,95,279,,3142,63,3429,63,,87,666,60,G,0
90WN00472, 90634999,90,63,K4999,1,6x,06,612,2,2,5,5,2.0,2,2,2,115,106,25,83,64,525, 9, 0,, 0,  0,  0,,,2,1,2,0,170,1240,01,95,317,,3142,63,3429,63,,71,551,60,3,66
90WN00473, 90635000,90,63,K5000,2,6x,06,602,2,2,5,4,2.0,2,2,2,115,106,21,102,53,404,13, 0,, 0,  0,43,,,2,1,1,0,153,999,92,21,263,,2963,63,3587,63,,59,436,63,2,66
90WN00474, 90635001,90,63,K5001,2,6x,06,602,2,2,5,6,2.0,2,2,2,115,106,23,79,62,510, 9, 0,, 0,  0,43,,,1,1,1,0,153,999,92,,263,,2963,63,3587,63,,69,595,63,2,68
90WN00475, 90635002,90,63,K5002,2,6x,06,635,2,2,5,4,2.0,2,2,2,115,106,2,120,77,613, 8,1,, 0,  0,XC.,,,2,1,1,0,153,1036,,,,,3640,63,3269,63,,86,632,60,1,83
90WN00476, 90635003,90,63,K5003,2,6x,06,635,2,2,5,6,2.0,2,2,2,115,106,28,101,56,433, 8, 0,, 0,  0,42,,,2,1,1,0,153,1036,92,21,263,,3640,63,3269,63,,62,521,60,2,69
90WN00477, 90635004,90,63,K5004,1,6x,06,615,2,2,5,5,4.0,4,4,2,115,106,5,110,59,453,10, 0,, 0,  0,  0,,,1,1,1,0,162,1035,93,,,,3612,63,2258,63,,65,419,63,3,68
90WN00478, 90635005,90,63,K5005,1,6x,06,615,2,2,5,5,4.0,4,4,2,115,106,14,122,48,338, 8, 0,, 0,  0,  0,,,2,1,1,0,162,1035,93,21,,,3612,63,2258,63,,53,310,63,3,59
90WN00479, 90635006,90,63,K5006,3,6x,06,612,2,2,5,5,4.0,4,4,2,115,106,23,109,78,633,10, 0,, 0,  0,  0,,,4,3,1,0,162,1189,93,06,,,3142,63,1876,63,,87,611,60,3,91
90WN00480, 90635007,90,63,K5007,2,6x,06,612,2,2,5,5,4.0,4,4,2,115,106,18,96,65,523,10, 0,, 0,  0,42,,,1,2,1,0,162,1189,92,95,263,,3142,63,1876,63,,72,533,60,2,71
90WN00481, 90635008,90,63,K5008,1,6x,06,612,2,2,5,5,3.0,3,3,2,115,106,19,121,71,556, 7, 0,, 0,  0,  0,,,1,1,2,0,175,1321,93,,,,3142,63,2733,63,,79,537,61,3,77
90WN00482, 90635009,90,63,K5009,2,6x,06,612,2,2,5,5,3.0,3,3,2,115,106,24,112,76,611, 8,2,3, 0,  0,XC.,,,2,1,1,0,175,1321,,95,,,3142,63,2733,63,,85,631,61,1,87
90WN00483, 90635011,90,63,K5011,2,6x,06,612,2,1,3,2,3.0,3,3,2,115,106,10,80,76,642, 8,3,, 0,  0,XC.,,,2,1,1,0,175,1108,,95,,,3142,63,2532,63,,85,591,63,1,86
90WN00484, 90635012,90,63,K5012,1,6x,06,615,2,1,3,2,2.0,2,2,2,115,106,17,125,88,712, 6, 0,, 0,  0,  0,,,2,1,1,0,170,1099,97,,,,3612,63,3296,63,,98,635,63,7,0
90WN00485, 90635014,90,63,K5014,1,6x,06,634,2,2,5,5,2.0,2,2,2,115,106,18,86,64,523, 9, 0,, 0,  0,  0,,,2,1,1,0,170,1210,93,95,,,3591,63,3117,63,,71,544,60,3,72
90WN00486, 90635015,90,63,K5015,2,6x,06,634,2,2,5,5,2.0,2,2,2,115,106,16,82,57,460, 8, 0,, 0,  0,44,,,2,1,1,0,170,1210,92,,263,,3591,63,3117,63,,63,515,60,2,64
90WN00487, 90635018,90,63,K5018,2,6x,06,601,3,1,7,2,7.0,7,5,2,115,106,14,82,70,583, 7, 0,, 0,  0,35,,,2,1,1,0,180,943,92,95,263,,2452,63,0252,63,,78,584,61,2,82
90WN00488, 90635019,90,63,K5019,1,6x,06,636,2,1,3,2,6.0,6,4,2,115,106,24,120,45,311, 6, 0,, 0,  0,  0,,,1,1,1,0,156,1108,93,,,,3701,63,0913,63,,49,193,60,3,52
90WN00489, 90635021,90,63,K5021,2,6x,06,614,2,1,3,2,5.0,5,4,2,115,106,16,99,84,699, 6,2,2, 0,  0,XC.,,,1,2,1,0,137,927,,,,,3472,63,1303,63,,94,647,61,1,99
90WN00490, 90635023,90,63,K5023,2,6x,06,613,2,2,5,5,5.0,5,4,2,115,106,13,104,44,317, 7, 0,, 0,  0,,,,1,1,1,0,137,999,93,95,,,3428,63,1468,63,,48,324,60,3,57
90WN00491, 90635024,90,63,K5024,1,6x,06,613,2,2,5,5,5.0,5,4,2,115,106,16,114,80,647, 7, 0,, 0,  0,  0,,,2,1,1,0,137,999,93,,279,,3428,63,1468,63,,89,621,60,G,0
90WN00492, 90635025,90,63,K5025,2,6x,06,631,1,1,1,1,2.0,2,2,2,115,106,25,112,82,668, 8,1,, 0,  0,XC.,,,1,1,1,0,137,895,,95,,,3174,63,3730,63,,91,624,60,1,97
90WN00493, 90635026,90,63,K5026,1,6x,06,631,2,2,5,5,6.0,6,4,2,115,106,5,113,68,535, 8, 0,, 0,  0,  0,,,1,1,1,0,186,1245,93,,,,3174,63,0922,63,,75,501,60,3,68
90WN00494, 90635027,90,63,K5027,2,6x,06,631,2,2,5,5,6.0,6,4,2,115,106,19,112,78,630, 8,3,, 0,  0,XC.,,,1,1,1,0,186,1245,,95,,,3174,63,0922,63,,87,641,60,1,89
90WN00495, 90635028,90,63,K5028,1,6x,06,613,1,1,1,1,3.0,3,3,2,115,106,3,127,92,748, 8, 0,, 0,  0,  0,,,2,1,1,0,146,1076,97,21,,,3428,63,2540,63,,102,571,63,7,0
90WN00496, 90635029,90,63,K5029,2,6x,06,636,2,2,5,5,6.0,6,4,2,115,106,6,108,71,568, 8, 0,, 0,  0,33,,,1,1,1,0,156,1151,92,95,263,,3701,63,1103,63,,79,570,61,2,86
90WN00497, 90635030,90,63,K5030,2,6x,06,636,2,2,5,5,6.0,6,4,2,115,106,7,114,83,675,10,1,, 0,  0,XC.,,,2,1,1,0,156,1151,,95,,,3701,63,1103,63,,92,678,61,1,98
90WN00498, 90635032,90,63,K5032,1,6x,06,631,2,1,3,2,4.0,4,4,2,115,106,2,116,94,777, 7, 0,, 0,  0,  0,,,2,1,1,0,162,1118,,,,,3174,63,1997,63,,105,644,60,1,104
90WN00499, 90635035,90,63,K5035,2,6x,06,634,4,1,0,2,6.0,6,4,2,115,106,26,68,67,568, 7, 0,, 0,  0,37,,,1,1,1,0,196,921,92,,263,,3591,63,1026,63,,75,522,61,2,80
90WN00500, 90635037,90,63,K5037,1,6x,06,606,1,1,1,1,2.0,2,2,2,116,105,21,109,85,706, 9, 0,, 0,  0,  0,,,2,1,1,0,153,1133,04,,237,,3210,63,3463,63,,96,581,60,6,0
90WN00501, 90635038,90,63,K5038,1,6x,06,613,3,2,8,4,3.0,3,3,2,116,105,5,125,81,652, 7, 0,, 0,  0,  0,,,2,1,1,0,203,1308,93,,,,3428,63,2657,63,,91,590,63,3,81
90WN00502, 90635039,90,63,K5039,2,6x,06,613,3,2,8,6,3.0,3,3,2,116,105,24,100,65,524, 6, 0,, 0,  0,40,,,2,1,1,0,203,1308,92,,263,,3428,63,2657,63,,73,569,63,2,76
90WN00503, 90635041,90,63,K5041,2,6x,06,632,2,1,3,2,2.0,2,2,2,116,105,18,107,87,727, 9,2,3, 0,  0,XC.,,,2,1,1,0,170,1096,,95,,,3196,63,3402,63,,98,722,61,1,99
90WN00504, 90635042,90,63,K5042,2,6x,06,614,2,2,5,5,4.0,4,4,2,116,105,4,97,71,584, 8, 0,, 0,  0,38,,,2,1,1,0,175,1009,92,21,263,,3472,63,2001,63,,80,584,61,2,79
90WN00505, 90635043,90,63,K5043,2,6x,06,614,2,2,5,5,4.0,4,4,2,116,105,28,113,57,435, 9, 0,, 0,  0,42,,,2,1,1,0,175,1009,92,21,263,,3472,63,2001,63,,64,451,61,2,70
90WN00506, 90635044,90,63,K5044,2,6x,06,615,2,1,3,2,5.0,5,4,2,116,105,28,122,81,655, 8,1,, 0,  0,XC.,,,1,1,1,0,148,970,,21,,,3612,63,1333,63,,91,610,61,1,95
90WN00507, 90635045,90,63,K5045,1,6x,06,616,1,1,1,1,7.0,7,5,2,116,105,27,149,103,839, 6, 0,, 0,  0,  0,,,2,1,1,0,153,1055,93,,,,3625,63,0201,63,,116,727,63,3,111
90WN00508, 90635046,90,63,K5046,2,6x,06,636,2,2,5,6,3.0,3,3,2,116,105,2,95,65,529, 8, 0,, 0,  0,39,,,2,1,1,0,175,1216,92,,263,,3701,63,2705,63,,73,559,68,2,77
90WN00509, 90635047,90,63,K5047,2,6x,06,636,2,2,5,4,3.0,3,3,2,116,105,16,127,78,622, 8,3,, 0,  0,XC.,,,2,1,1,0,175,1216,,,,,3701,63,2705,63,,87,609,68,1,88
90WN00510, 90635048,90,63,K5048,1,6x,06,632,2,2,5,6,2.0,2,2,2,116,105,10,78,42,326,14, 0,, 0,  0,  0,,,1,1,1,0,170,1059,93,32,,,3196,63,3072,63,,47,432,60,3,53
90WN00511, 90635049,90,63,K5049,1,6x,06,632,2,2,5,4,2.0,2,2,2,116,105,1,94,74,615,14, 0,, 0,  0,  0,,,2,1,1,0,170,1059,93,32,,,3196,63,3072,63,,83,590,60,3,80
90WN00512, 90635050,90,63,K5050,1,6x,06,602,1,1,1,1,4.0,4,4,2,116,105,13,155,105,852, 8, 0,, 0,  0,  0,,,2,1,2,0,125,930,,,,,2963,63,2056,63,,118,676,61,1,113
90WN00513, 90635051,90,63,K5051,2,6x,06,603,1,1,1,1,4.0,4,4,2,116,105,5,155,106,862, 8,2,3, 0,  0,XC.,,,2,1,1,0,150,1181,,,,,3133,63,1919,63,,119,758,63,1,119
90WN00514, 90635052,90,63,K5052,3,6x,06,605,3,1,7,2,5.0,5,4,2,116,105,11,86,69,575, 8, 0,, 0,  0,  0,,,2,1,1,0,181,1055,93,,,,3515,63,1336,63,,78,448,63,3,80
90WN00515, 90635054,90,63,K5054,2,6x,06,605,3,1,7,2,5.0,5,4,2,116,105,13,110,87,724, 8,2,2, 0,  0,XC.,,,2,1,1,0,181,1055,,,,,3515,63,1336,63,,98,669,63,1,100
90WN00516, 90635056,90,63,K5056,2,6x,06,631,2,1,3,2,2.0,2,2,2,116,105,28,105,78,643, 7,4,3, 0,  0,XC.,,,2,1,1,0,153,889,,95,,,3174,63,3405,63,,88,644,61,1,96
90WN00517, 90635057,90,63,K5057,2,6x,06,602,2,2,5,5,3.0,3,3,2,116,105,28,101,81,675, 8,2,3, 0,  0,,,,2,1,1,0,160,1167,93,77,298,,2963,63,2444,63,,91,697,61,6,92
90WN00518, 90635058,90,63,K5058,1,6x,06,602,2,2,5,5,3.0,3,3,2,116,105,5,98,74,611, 7, 0,, 0,  0,  0,,,2,1,2,0,160,1167,93,,,,2963,63,2444,63,,83,582,61,3,85
90WN00519, 90635060,90,63,K5060,1,6x,06,602,3,2,8,5,5.0,5,4,2,116,105,14,71,76,656, 8, 0,, 0,  0,  0,,,2,1,3,0,159,1174,93,21,279,,2963,63,1751,63,,86,628,61,G,0
90WN00520, 90635061,90,63,K5061,1,6x,06,602,3,2,8,5,5.0,5,4,2,116,105,24,76,71,604, 8, 0,, 0,  0,  0,,,2,1,2,0,159,1174,93,04,,,2963,63,1751,63,,80,582,61,3,80
90WN00521, 90635062,90,63,K5062,2,6x,06,612,2,2,5,5,5.0,5,4,2,116,105,10,83,74,626, 9,2,2, 0,  0,XC.,,,1,1,1,0,159,1122,,,,,3142,63,1235,63,,83,630,61,1,86
90WN00522, 90635063,90,63,K5063,1,6x,06,612,2,2,5,5,5.0,5,4,2,116,105,2,78,79,678, 8, 0,, 0,  0,  0,,,2,1,1,0,159,1122,93,,,,3142,63,1235,63,,89,642,61,3,83
90WN00523, 90635065,90,63,K5065,2,6x,06,632,2,1,3,2,5.0,5,4,2,117,104,6,96,86,735, 8,1,, 0,  0,XC.,,,2,1,1,0,159,1140,,,,,3196,63,1496,63,,98,675,61,1,97
90WN00524, 90635066,90,63,K5066,2,6x,06,635,1,1,1,1,4.0,4,4,2,117,104,7,146,99,812, 7,2,2, 0,  0,XC.,,,1,1,1,0,150,845,,95,,,3640,63,2403,63,,112,709,68,1,109
90WN00525, 90635067,90,63,K5067,1,6x,06,615,2,1,3,2,3.0,3,3,2,117,104,4,97,90,772, 9, 0,, 0,  0,  0,,,2,1,1,0,175,1067,,,,,3612,63,2770,63,,102,645,68,1,90
90WN00526, 90635069,90,63,K5069,1,6x,06,632,2,2,5,5,2.0,2,2,2,117,104,1,120,85,702, 8, 0,, 0,  0,  0,,,2,1,1,0,153,1085,93,,279,,3196,63,3236,63,,96,710,60,G,0
90WN00527, 90635070,90,63,K5070,1,6x,06,632,2,2,5,5,2.0,2,2,2,117,104,4,118,77,627, 8, 0,, 0,  0,  0,,,1,1,1,0,153,1085,93,04,,,3196,63,3236,63,,87,637,60,3,83
90WN00528, 90635071,90,63,K5071,1,6x,06,632,2,2,5,5,6.0,6,4,2,117,104,21,111,83,691,10, 0,, 0,  0,  0,,,1,1,1,0,176,1039,93,,279,,3196,63,0993,63,,94,667,61,G,0
90WN00529, 90635072,90,63,K5072,2,6x,06,632,2,2,5,5,6.0,6,4,2,117,104,6,102,74,613, 9,3,, 0,  0,XC.,,,3,1,1,0,176,1039,,,,,3196,63,0993,63,,84,614,61,1,90
90WN00530, 90635073,90,63,K5073,1,6x,06,636,1,1,1,1,6.0,6,4,2,117,104,4,148,104,858, 8, 0,, 0,  0,  0,,,2,1,1,0,146,843,,,,,3701,63,1005,63,,118,675,63,1,106
90WN00531, 90635074,90,63,K5074,1,6x,06,606,2,2,5,5,3.0,3,3,2,117,104,2,97,60,484, 8, 0,, 0,  0,  0,,,4,1,1,0,160,1184,93,,,,3210,63,2762,63,,68,453,61,3,69
90WN00532, 90635075,90,63,K5075,2,6x,06,606,2,2,5,5,3.0,3,3,2,117,104,18,88,66,550, 7, 0,, 0,  0,39,,,1,1,1,0,160,1184,92,,263,,3210,63,2762,63,,75,565,61,2,77
90WN00533, 90635076,90,63,K5076,2,6x,06,606,1,1,1,1,5.0,5,4,2,117,104,13,141,91,739, 8,2,1, 0,  0,XC.,,,2,1,1,0,159,1103,,95,,,3210,63,1702,63,,103,640,61,1,98
90WN00534, 90635077,90,63,K5077,2,6x,06,635,1,1,1,1,4.0,4,4,2,118,103,21,144,89,724, 7,1,, 0,  0,XC.,,,2,1,1,0,162,1145,,95,,,3640,63,2067,63,,101,630,60,1,103
90WN00535, 90635078,90,63,K5078,2,6x,06,631,2,2,5,5,5.0,5,4,2,118,103,24,97,61,498, 9, 0,, 0,  0,41,,,1,1,1,0,148,1103,92,,263,,3174,63,1552,63,,69,511,63,2,73
90WN00536, 90635079,90,63,K5079,2,6x,06,631,2,2,5,5,5.0,5,4,2,118,103,24,108,74,614, 6,4,2, 0,  0,XC.,,,2,1,1,0,148,1103,,83,,,3174,63,1552,63,,84,627,63,1,90
90WN00537, 90635080,90,63,K5080,1,6x,06,616,1,1,1,1,5.0,5,4,2,118,103,19,141,97,805, 8, 0,, 0,  0,  0,,,2,1,1,0,137,1044,,,,,3625,63,1426,63,,111,632,63,1,103
90WN00538, 90635081,90,63,K5081,2,6x,06,601,1,2,3,4,5.0,5,4,2,118,103,22,103,56,444,10, 0,, 0,  0,44,,,2,1,1,0,159,1239,92,,263,,2452,63,1361,63,,64,429,60,2,66
90WN00539, 90635082,90,63,K5082,2,6x,06,634,1,1,1,1,3.0,3,3,2,118,103,24,137,91,750, 6,1,, 0,  0,XC.,,,1,1,1,0,146,1103,,95,,,3591,63,2648,63,,104,663,68,1,107
90WN00540, 90635083,90,63,K5083,1,6x,06,634,1,1,1,1,3.0,3,3,2,118,103,25,129,96,807, 8, 0,, 0,  0,  0,,,2,1,1,0,132,958,93,,,,3591,63,2926,63,,110,643,63,3,100
90WN00541, 90635084,90,63,K5084,2,6x,06,632,2,1,3,2,6.0,6,4,2,118,103,6,110,74,612, 8,4,1, 0,  0,XC.,,,2,1,1,0,166,981,,,,,3196,63,0890,63,,84,551,63,1,82
90WN00542, 90635086,90,63,K5086,1,6x,06,604,2,2,5,5,4.0,4,4,2,118,103,13,114,92,783, 6, 0,, 0,  0,  0,,,2,1,1,0,162,1191,,,,,3386,63,2145,63,,105,753,61,1,99
90WN00543, 90635087,90,63,K5087,2,6x,06,604,2,2,5,5,4.0,4,4,2,118,103,13,111,65,523, 9, 0,, 0,  0,38,,,1,1,1,0,162,1191,92,95,263,,3386,63,2145,63,,74,528,61,2,78
90WN00544, 90635088,90,63,K5088,2,6x,06,636,2,2,5,5,4.0,4,4,2,118,103,23,107,75,624, 5,4,2, 0,  0,XC.,,,2,1,1,0,137,938,,,,,3701,63,2405,63,,86,636,68,1,87
90WN00545, 90635089,90,63,K5089,1,6x,06,636,2,2,5,5,4.0,4,4,2,118,103,14,109,52,399, 8, 0,, 0,  0,  0,,,2,1,1,0,137,938,93,,,,3701,63,2405,63,,59,370,68,3,61
90WN00546, 90635090,90,63,K5090,1,6x,06,634,1,1,1,1,4.0,4,4,2,118,103,17,142,106,891, 6, 0,, 0,  0,  0,,,2,1,1,0,150,1177,,,,,3591,63,1791,63,,121,716,63,1,112
90WN00547, 90635091,90,63,K5091,2,6x,06,636,1,1,1,1,4.0,4,4,2,119,102,20,100,75,637, 6,1,, 0,  0,XC.,,,2,1,1,0,150,1001,,21,,,3701,63,2251,63,,86,542,63,1,88
90WN00548, 90635095,90,63,K5095,1,6x,06,602,1,1,1,1,4.0,4,4,2,119,102,17,166,89,710, 9, 0,, 0,  0,  0,,,2,1,2,0,125,894,08,77,304,,2963,63,1840,63,,102,535,63,3,101
90WN00549, 90635096,90,63,K5096,2,6x,06,634,1,1,1,1,3.0,3,3,2,119,102,12,103,84,723, 7,4,2, 0,  0,XC.,,,2,1,1,0,146,1084,,95,,,3591,63,3011,63,,97,628,63,1,94
90WN00550, 90635097,90,63,K5097,1,6x,06,605,2,2,5,5,7.0,7,5,2,119,102,20,126,65,514, 8, 0,, 0,  0,  0,,,2,1,1,0,162,1016,93,,,,3515,63,0522,63,,74,543,61,3,72
90WN00551, 90635098,90,63,K5098,2,6x,06,605,2,2,5,5,7.0,7,5,2,119,102,18,108,60,482, 9, 0,, 0,  0,44,,,2,1,1,0,162,1016,92,,263,,3515,63,0522,63,,69,545,61,2,66
90WN00552, 90635100,90,63,K5100,1,6x,06,636,2,2,5,5,3.0,3,3,2,120,101,10,113,77,650,10, 0,, 0,  0,  0,,,1,1,1,0,160,1157,93,,,,3701,63,2514,63,,89,623,61,3,81
90WN00553, 90635101,90,63,K5101,1,6x,06,636,2,2,5,5,3.0,3,3,2,120,101,23,113,66,542, 7, 0,, 0,  0,  0,,,2,1,1,0,160,1157,93,95,,,3701,63,2514,63,,76,523,61,3,69
90WN00554, 90635102,90,63,K5102,1,6x,06,606,2,1,3,2,5.0,5,4,2,120,101,24,110,80,683, 6, 0,, 0,  0,  0,,,2,1,2,0,148,1086,93,,279,,3210,63,1366,63,,93,562,63,G,0
90WN00555, 90635104,90,63,K5104,1,6x,06,632,2,2,5,5,4.0,4,4,2,121,100,11,140,71,570, 9, 0,, 0,  0,  0,,,1,1,1,0,162,1268,93,,,,3196,63,2362,63,,82,537,68,3,79
90WN00556, 90635105,90,63,K5105,1,6x,06,632,2,2,5,5,4.0,4,4,2,121,100,8,135,100,865,10, 0,, 0,  0,  0,,,2,1,1,0,162,1268,,,,,3196,63,2362,63,,117,830,68,1,93
90WN00557, 90635106,90,63,K5106,2,6x,06,636,2,2,5,5,4.0,4,4,2,121,100,17,116,80,684, 8,1,, 0,  0,XC.,,,2,1,1,0,175,1224,,95,,,3701,63,2248,63,,94,691,61,1,96
90WN00558, 90635107,90,63,K5107,2,6x,06,636,2,2,5,5,4.0,4,4,2,121,100,3,110,77,660, 6,2,1, 0,  0,XC.,,,2,1,1,0,175,1224,,21,,,3701,63,2248,63,,90,657,61,1,88
90WN00559, 90635108,90,63,K5108,2,6x,06,604,2,2,5,6,3.0,3,3,2,121,100,27,94,78,686,10,3,, 0,  0,XC.,,,1,1,1,0,160,892,,,,,3386,63,3035,63,,92,730,63,1,69
90WN00560, 90635109,90,63,K5109,2,6x,06,604,2,2,5,4,3.0,3,3,2,121,100,21,114,74,626, 7,1,, 0,  0,XC.,,,2,1,1,0,160,892,,,,,3386,63,3035,63,,87,614,63,1,88
90WN00561, 90635110,90,63,K5110,2,6x,06,611,1,1,1,1,7.0,7,5,2,121,100,21,134,87,736, 9,4,3, 0,  0,XC.,,,2,1,1,0,162,1212,,,,,3111,63,0212,63,,102,695,61,1,100
90WN00562, 90635111,90,63,K5111,1,6x,06,635,1,1,1,1,2.0,2,2,2,121,100,23,139,83,691, 8, 0,, 0,  0,  0,,,1,1,1,0,137,893,93,,279,,3640,63,3509,63,,97,565,63,G,0
90WN00563, 90635112,90,63,K5112,2,6x,06,632,1,1,1,1,2.0,2,2,2,124,97,6,124,82,718,11,3,, 0,  0,XC.,,,2,1,1,0,137,902,,,,,3196,63,3478,63,,99,657,61,1,96
90WN00564, 90034690,90,03,L4690,2,82,30,P.8,2,1,3,2,1.0,1,1,1,86,133,27,76,79,537, 5, 0,, 0,  0,P-5,,,1,1,2,0,209,1166,,,,,2086,03,3335,03,,72,604,7x,1,94
90WN00565, 90034692,90,03,L4692,2,83,30,P.3,2,1,3,2,1.0,1,1,1,87,132,12,70,73,500, 5, 0,, 0,  0,P-7,,,1,1,1,0,209,1152,,,,,1927,03,4047,03,,67,554,71,1,85
90WN00566, 90034693,90,03,L4693,2,80,30,P.2,1,1,1,1,1.0,1,1,1,88,131,17,79,78,535, 4, 0,, 0,  0,P-2,,,1,1,1,0,199,1164,,,,,2370,03,3953,03,,72,580,71,1,91
90WN00567, 90034696,90,03,L4696,1,80,30,P.1,2,1,3,2,1.0,1,1,1,88,131,17,66,92,652, 6, 0,, 0,  0,  0,,,1,1,2,0,209,1182,93,,,,2502,03,3833,03,,85,651,7x,3,102
90WN00568, 90034697,90,03,L4697,2,81,30,P.6,1,1,1,1,1.0,1,1,1,88,131,24,82,80,548, 3, 0,, 0,  0,P-4,,,1,1,1,0,199,1170,,,,,2062,03,3390,03,,74,599,70,1,90
90WN00569, 90034698,90,03,L4698,1,82,30,P.8,1,1,1,1,1.0,1,1,1,88,131,22,99,90,611, 5, 0,, 0,  0,  0,,,1,1,2,0,199,1180,,,,,2086,03,3909,03,,83,591,7x,1,104
90WN00570, 90034699,90,03,L4699,2,82,30,P.7,1,1,1,1,1.0,1,1,1,89,130,30,92,84,575, 7, 0,, 0,  0,P-5,,,2,1,1,0,199,1180,,,,,1910,03,3433,03,,78,632,71,1,92
90WN00571, 90034701,90,03,L4701,1,80,30,P.1,2,1,3,2,1.0,1,1,1,89,130,32,88,69,463, 6, 0,, 0,  0,  0,,,1,1,1,0,209,1140,93,,,,2502,03,3831,03,,64,477,71,3,81
90WN00572, 90034702,90,03,L4702,2,82,30,P.7,2,2,5,6,1.0,1,1,1,89,130,31,60,68,477, 7, 0,, 0,  0,P-5,,,2,1,1,0,209,1322,,,,,1910,03,4071,03,,63,672,70,1,77
90WN00573, 90034703,90,03,L4703,2,82,30,P.7,2,2,5,4,1.0,1,1,1,89,130,17,71,78,545, 6, 0,, 0,  0,P-5,,,1,1,1,0,209,1322,,,,,1910,03,4071,03,,73,676,70,1,86
90WN00574, 90034705,90,03,L4705,1,00,30,P.1,1,1,1,1,1.0,1,1,1,89,130,18,48,81,586, 6, 0,, 0,  0,  0,,,2,1,2,0,199,1162,93,,,,2502,03,3385,03,,75,563,00,3,87
90WN00575, 90034706,90,03,L4706,2,82,30,P.7,1,1,1,1,1.0,1,1,1,89,130,30,45,73,527, 7, 0,, 0,  0,P-5,,,1,1,1,0,199,1158,,,,,1910,03,3852,03,,68,584,7x,1,88
90WN00576, 90034709,90,03,L4709,1,81,30,P.5,3,1,7,2,1.0,1,1,1,89,130,29,78,85,594,10, 0,, 0,  0,  0,,,1,1,1,0,219,1172,93,,,,2003,03,4280,03,,79,605,71,3,91
90WN00577, 90034710,90,03,L4710,1,83,30,P.4,1,1,1,1,1.0,1,1,1,89,130,17,101,97,668, 5, 0,, 0,  0,  0,,,2,1,2,0,199,1194,93,,,,2127,03,3771,03,,90,644,7x,3,105
90WN00578, 90034712,90,03,L4712,1,81,30,P.5,2,1,3,2,1.0,1,1,1,89,130,30,91,93,645, 6, 0,, 0,  0,  0,,,1,1,2,0,209,1188,93,,,,2003,03,3357,03,,87,657,70,3,106
90WN00579, 90034713,90,03,L4713,2,80,30,P.1,2,2,5,6,1.0,1,1,1,89,130,11,54,71,505, 4, 0,, 0,  0,P-1,,,1,1,1,0,209,1294,,,,,2502,03,3598,03,,66,682,71,1,81
90WN00580, 90034714,90,03,L4714,2,80,30,P.1,2,2,5,4,1.0,1,1,1,89,130,11,64,64,443, 7, 0,, 0,  0,10,,,2,1,1,0,209,1294,92,,263,,2502,03,3598,03,,60,568,71,2,78
