UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,TST,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT,SAWT,LOT
84WN00040, 84026661,84,02,6661,1,75,30,752,2,2,5,5, 30,3,3,M,76,154,19,91,80,460, 6, 3, 9, 7, 55,241,6,7,3,1,3,171,240,1816,93,,254,,4584,02,1274,02,,64,519,75,3,91,0,
84WN00041, 84026663,84,02,6663,1,75,30,755,2,2,5,5, 10,1,1,M,76,154,15,77,80,469, 9, 3, 9, 6, 49,250,5,6,1,1,4,161,200,1610,93,,254,,4296,02,4674,02,,64,552,75,3,85,0,
84WN00042, 84026664,84,02,6664,2,75,30,755,2,2,5,5, 10,1,1,M,76,154,15,73,74,433, 7, 3, 9, 6, 42,  0,5,7,1,1,1,167,200,1610,,,,,4296,02,4674,02,,59,586,75,1,80,84,
84WN00043, 84026665,84,02,6665,1,75,30,751,2,2,5,6, 50,5,4,M,77,153,21,106,79,447, 7, 3,10, 7, 50,241,5,6,2,1,1,168,289,2231,93,,254,,4702,02,8032,01,,64,533,75,3,84,0,
84WN00044, 84026666,84,02,6666,2,75,30,751,2,2,5,4, 50,5,4,M,77,153,20,130,91,510, 6, 3, 9, 5, 63,  0,5,6,5,1,1,185,289,2231,93,,283,,4702,02,8032,01,,74,626,75,3,101,115,
84WN00045, 84026667,84,02,6667,3,75,30,755,1,1,1,1, 10,1,1,M,77,153,16,95,85,493,10, 3, 7, 5, 58,  0,6,7,3,1,1,170,100,840,93,,283,,4296,02,4272,02,,69,628,75,3,95,106,
84WN00046, 84026668,84,02,6668,1,75,30,751,2,2,5,4, 30,3,3,M,77,153,17,139,117,674, 6, 3, 6, 5, 62,301,6,7,2,1,3,198,240,2084,,,,,4702,02,1221,02,,95,691,75,1,125,0,
84WN00047, 84026669,84,02,6669,2,75,30,751,2,2,5,6, 30,3,3,M,77,153,22,117,96,551, 8, 4, 7, 5, 52,  0,5,7,1,1,1,175,240,2084,,,,,4702,02,1221,02,,78,688,75,1,100,103,
84WN00048, 84026670,84,02,6670,2,75,38,754,1,1,2,1,100,0,5,M,77,153,2,122,81,450, 8, 3, 8, 7, 78,  0,7,8,1,1,1,193,168,1245,92,,264,,4255,02,3174,01,,66,620,75,2,68,71,054
84WN00049, 84026671,84,02,6671,2,75,30,756,1,1,1,1, 10,1,1,M,77,153,19,88,73,420, 7, 3, 9, 6, 51,  0,5,6,1,2,1,169,100,800,93,03,340,,4254,02,4183,02,,59,571,75,3,78,88,
84WN00050, 84026672,84,02,6672,1,75,30,753,1,1,1,1, 15,1,1,M,77,153,20,120,90,510, 5, 3, 8, 6, 54,266,5,6,1,1,3,199,200,1410,93,,254,,4297,02,3575,02,,73,640,75,3,103,0,
84WN00051, 84026673,84,02,6673,1,75,30,753,2,1,3,2, 20,2,2,M,77,153,23,107,96,558, 6, 3, 8, 6, 43,259,4,5,1,1,2,189,200,1147,93,87,254,,4297,02,2210,02,,78,679,75,3,112,0,
84WN00052, 84026674,84,02,6674,2,75,30,751,2,2,5,5, 25,2,2,M,77,153,15,90,64,359, 8, 3,10, 6, 50,  0,5,6,3,1,1,149,267,1573,92,,264,,4702,02,1828,02,,52,498,75,2,70,76,017
84WN00053, 84026675,84,02,6675,2,75,30,751,2,2,5,5, 25,2,2,M,77,153,17,86,92,545, 8, 3, 7, 6, 68,  0,5,7,1,1,1,189,267,1573,,,,,4702,02,1828,02,,74,682,75,1,102,105,
84WN00054, 84026676,84,02,6676,1,75,30,754,2,2,5,5, 20,2,2,M,77,153,19,101,99,581, 5, 3, 7, 6, 67,269,7,8,7,1,1,202,267,2253,93,,254,,4255,02,2264,02,,80,645,75,3,107,0,
84WN00055, 84026677,84,02,6677,2,75,30,754,2,2,5,5, 20,2,2,M,77,153,21,91,86,503, 6, 3, 8, 5, 68,  0,6,7,3,1,1,189,267,2253,,,,,4255,02,2264,02,,69,635,75,1,94,95,
84WN00056, 84026678,84,02,6678,1,75,30,752,2,1,3,2, 35,3,3,M,77,153,20,102,64,352,11, 3,12, 8, 48,224,5,6,1,1,2,141,320,2120,93,71,254,,4584,02,0460,02,,52,467,75,3,70,0,
84WN00057, 84026679,84,02,6679,2,75,30,752,2,1,4,2, 35,3,3,M,77,153,20,72,72,424, 5, 3, 9, 6, 62,  0,6,7,1,1,1,184,320,2120,,,,,4584,02,0460,02,,58,589,75,1,80,86,
84WN00058, 84026680,84,02,6680,1,75,30,753,2,2,5,4, 20,2,2,M,77,153,17,90,96,569, 7, 3, 8, 6, 55,261,6,7,3,1,2,171,200,1573,93,87,254,,4297,02,2019,02,,77,595,75,3,105,0,
84WN00059, 84026681,84,02,6681,1,75,30,753,2,2,5,6, 20,2,2,M,77,153,21,69,82,491, 7, 3, 9, 6, 54,238,4,6,1,1,2,171,200,1573,93,,254,,4297,02,2019,02,,66,575,75,3,92,0,
84WN00060, 84026683,84,02,6683,2,75,30,753,2,1,3,2, 35,3,3,M,77,153,17,95,77,441, 5, 3, 9, 6, 63,  0,6,7,1,1,2,190,200,1300,92,,264,,4297,02,0497,02,,62,610,75,2,90,91,008
84WN00061, 84026684,84,02,6684,1,75,30,754,2,2,5,5, 20,2,2,M,77,153,17,86,87,512, 6, 3, 9, 5, 57,266,5,6,3,1,2,176,267,1980,93,,254,,4255,02,2553,02,,70,579,75,3,97,0,
84WN00062, 84026685,84,02,6685,2,75,30,754,2,2,5,5, 20,2,2,M,77,153,21,86,74,427, 5, 3, 9, 6, 77,  0,6,7,1,1,1,191,267,1980,,,,,4255,02,2553,02,,60,559,75,1,77,82,
84WN00063, 84026686,84,02,6686,1,75,30,755,1,1,1,1, 10,1,1,M,77,153,15,115,91,520, 7, 3, 7, 6, 56,245,5,7,1,1,3,193,100,900,93,,254,,4296,02,4560,02,,74,656,75,3,103,0,
84WN00064, 84026687,84,02,6687,3,75,30,755,1,1,1,1, 10,1,1,M,77,153,18,92,49,260, 6, 3,11, 8, 57,  0,7,8,2,1,1,162,100,480,93,15,289,,4296,02,4524,02,,40,392,75,3,48,51,
84WN00065, 84026688,84,02,6688,1,75,30,754,2,2,5,5, 25,2,2,M,77,153,18,92,112,672, 5, 3, 8, 6, 63,302,5,6,2,1,2,213,267,2327,46,,319,,4255,02,1996,02,,90,737,75,6,114,0,
84WN00066, 84026689,84,02,6689,2,75,30,754,2,2,5,5, 25,2,2,M,77,153,19,94,92,540, 9, 3, 7, 5, 80,  0,5,6,5,1,1,189,267,2327,93,,251,,4255,02,1996,02,,74,674,75,4,95,0,
84WN00067, 84026692,84,02,6692,1,75,30,751,2,2,5,5, 40,4,4,M,77,153,16,96,104,617, 5, 3, 8, 6, 46,265,4,6,1,1,1,194,200,1211,93,,254,,4702,02,9300,01,,84,687,75,3,106,0,
84WN00068, 84026693,84,02,6693,1,75,30,751,2,2,5,5, 40,4,4,M,77,153,17,95,80,461, 7, 3, 8, 6, 42,256,4,5,1,1,2,157,200,1211,93,,254,,4702,02,9300,01,,65,530,75,3,86,0,
84WN00069, 84026695,84,02,6695,2,75,30,753,3,1,7,2, 25,2,2,M,77,153,17,61,68,405, 6, 3, 9, 6, 43,  0,4,6,3,1,1,164,267,1233,92,,264,,4297,02,1993,02,,55,583,75,2,79,84,013
84WN00070, 84026696,84,02,6696,2,75,30,753,3,1,6,2, 25,2,2,M,77,153,15,61,58,339, 5, 3,11, 7, 41,  0,6,7,5,1,1,161,267,1233,84,,242,,4297,02,1993,02,,47,519,75,6,0,0,
84WN00071, 84026697,84,02,6697,1,75,30,753,2,2,5,5, 20,2,2,M,77,153,17,89,73,419, 5, 3, 9, 6, 45,218,5,6,3,1,2,162,200,1753,93,87,254,,4297,02,2863,02,,59,486,75,3,75,0,
84WN00072, 84026698,84,02,6698,1,75,30,753,2,2,5,5, 20,2,2,M,77,153,18,97,110,656, 5, 3, 7, 6, 52,280,5,6,5,1,2,203,200,1753,93,,254,,4297,02,2863,02,,88,721,75,3,120,0,
84WN00073, 84026699,84,02,6699,1,75,30,751,2,2,5,5, 30,3,3,M,77,153,16,110,125,745, 8, 3, 5, 5, 51,317,5,6,3,1,2,199,280,2216,,,,,4702,02,0909,02,,100,804,75,1,130,0,
84WN00074, 84026700,84,02,6700,2,75,30,751,2,2,5,5, 30,3,3,M,77,153,20,99,80,458, 8, 3, 8, 5, 56,  0,5,7,1,1,1,163,280,2216,,,,,4702,02,0909,02,,65,582,75,1,89,91,
84WN00075, 84026701,84,02,6701,2,75,30,753,2,2,5,5, 25,2,2,M,77,153,18,108,89,511, 6, 3,10, 6, 70,  0,5,7,3,1,2,197,267,2340,,,,,4297,02,1915,02,,72,646,75,1,95,99,
84WN00076, 84026702,84,02,6702,1,75,30,753,2,2,5,5, 25,2,2,M,77,153,23,123,92,521, 6, 3, 7, 6, 57,250,6,7,1,1,3,182,267,2340,93,,254,,4297,02,1915,02,,75,580,75,3,104,0,
84WN00077, 84026703,84,02,6703,1,75,30,751,3,2,8,5, 60,6,4,M,77,153,18,73,74,436, 6, 3, 9, 7, 53,249,6,7,1,1,1,166,345,1376,93,,254,,4702,02,6607,01,,60,504,75,3,80,0,
84WN00078, 84026704,84,02,6704,2,75,30,751,3,2,8,5, 60,6,4,M,77,153,19,72,85,508, 4, 3, 8, 6, 55,  0,5,6,1,1,1,192,345,1376,,,,,4702,02,6607,01,,68,644,75,1,91,97,
84WN00079, 84026705,84,02,6705,1,75,30,754,2,1,3,2, 70,7,5,M,77,153,17,108,98,570, 8, 3, 8, 5, 61,289,6,7,3,1,2,195,231,1645,93,,254,,4255,02,6167,01,,79,705,75,3,99,0,
84WN00080, 84026706,84,02,6706,2,75,30,754,2,1,4,2, 70,7,5,M,77,153,23,86,71,408, 7, 3, 9, 6, 67,  0,6,7,1,1,1,178,231,1645,,,,,4255,02,6167,01,,58,586,75,1,76,82,
84WN00081, 84026708,84,02,6708,2,75,30,753,2,2,5,5, 45,4,4,M,77,153,15,113,86,488, 4, 3, 8, 5, 58,  0,5,6,2,1,1,194,286,1706,,,,,4297,02,8912,01,,70,629,75,1,94,96,
84WN00082, 84026709,84,02,6709,1,75,30,753,2,2,5,5, 45,4,4,M,77,153,18,100,73,412, 4, 3, 9, 7, 39,237,5,6,1,1,2,165,286,1706,93,,254,,4297,02,8912,01,,59,480,75,3,84,0,
84WN00083, 84026710,84,02,6710,3,75,30,751,1,1,1,1, 25,2,2,M,77,153,19,113,81,456, 7, 3, 7, 6, 60,  0,6,7,2,6,1,176,133,507,93,07,283,,4702,02,1972,02,,66,577,75,3,89,96,
84WN00084, 84026711,84,02,6711,1,75,30,751,2,2,5,4, 60,6,4,M,77,153,21,102,102,600, 4, 3, 7, 6, 49,269,6,7,5,1,1,186,200,1353,93,,254,,4702,02,6702,01,,82,623,75,3,114,0,
84WN00085, 84026712,84,02,6712,2,75,30,751,2,2,5,6, 60,6,4,M,77,153,18,82,70,404, 6, 3, 9, 6, 55,  0,6,7,1,1,1,171,200,1353,92,,264,,4702,02,6702,01,,57,557,75,2,75,79,015
84WN00086, 84026713,84,02,6713,2,75,30,753,2,2,5,5, 15,1,1,M,77,153,15,114,86,488, 6, 3, 8, 6, 64,  0,5,6,5,1,1,199,300,2730,93,,251,,4297,02,3793,02,,70,637,75,4,92,0,
84WN00087, 84026714,84,02,6714,2,75,30,753,2,2,5,5, 15,1,1,M,77,153,19,102,98,574, 5, 3, 9, 5, 60,  0,5,6,3,1,1,209,300,2730,,,,,4297,02,3793,02,,79,718,75,1,100,102,
84WN00088, 84026715,84,02,6715,2,75,30,756,1,1,1,1, 10,1,1,M,77,153,15,110,77,431, 7, 3, 9, 5, 54,  0,5,6,1,1,1,174,100,850,,,,,4254,02,4491,02,,63,587,75,1,86,88,
84WN00089, 84026716,84,02,6716,2,75,30,751,2,2,5,4, 95,9,5,M,77,153,20,96,72,408, 6, 3,10, 6, 56,  0,5,6,1,1,1,165,224,1601,,,,,4702,02,3503,01,,59,529,75,1,80,89,
84WN00090, 84026717,84,02,6717,1,75,30,751,2,2,5,6, 95,9,5,M,77,153,22,79,72,419, 7, 3,10, 7, 49,237,5,7,3,1,2,161,224,1601,93,,254,,4702,02,3503,01,,58,509,75,3,84,0,
84WN00091, 84026719,84,02,6719,2,75,30,756,1,1,1,1, 10,1,1,M,77,153,16,104,69,383, 7, 3, 9, 6, 59,  0,6,7,1,1,1,171,100,770,92,,264,,4254,02,4561,02,,56,538,75,2,75,78,015
84WN00092, 84026720,84,02,6720,2,75,30,751,3,1,6,2, 50,5,4,M,77,153,23,60,74,444, 6, 3, 8, 6, 57,  0,6,7,3,1,1,178,267,1291,92,,264,,4702,02,8261,01,,59,616,75,2,82,86,010
84WN00093, 84026721,84,02,6721,1,75,30,751,3,1,7,2, 50,5,4,M,77,153,19,90,71,405, 7, 3, 9, 6, 52,227,5,7,1,1,2,167,267,1291,93,,254,,4702,02,8261,01,,58,533,75,3,77,0,
84WN00094, 84026722,84,02,6722,1,75,30,751,3,1,7,2, 50,5,4,M,77,153,19,65,63,369, 7, 3, 9, 7, 63,203,7,8,3,1,1,170,267,1291,93,,254,,4702,02,8261,01,,51,497,75,3,68,0,
84WN00095, 84026723,84,02,6723,1,75,30,751,2,2,5,5, 30,3,3,M,77,153,19,92,89,522, 7, 3, 8, 6, 54,309,6,7,2,1,5,172,240,1944,93,87,254,,4702,02,1201,02,,72,577,75,3,98,0,
84WN00096, 84026724,84,02,6724,1,75,30,751,2,2,5,5, 30,3,3,M,77,153,19,106,95,552, 8, 3, 8, 5, 58,302,4,6,1,1,6,173,240,1944,93,,254,,4702,02,1201,02,,77,607,75,3,109,0,
84WN00097, 84026725,84,02,6725,1,75,30,752,2,2,5,5, 20,2,2,M,77,153,17,94,116,697,10, 3, 7, 5, 59,290,5,6,3,1,5,186,200,1827,93,,254,,4584,02,2018,02,,93,764,75,3,124,0,
84WN00098, 84026726,84,02,6726,1,75,30,752,2,2,5,5, 20,2,2,M,77,153,18,93,94,554,14, 3,10, 6, 61,247,5,6,5,1,2,149,200,1827,93,,254,,4584,02,2018,02,,76,619,75,3,99,0,
84WN00099, 84026728,84,02,6728,2,75,30,754,3,1,7,2, 30,3,3,M,77,153,15,101,84,483, 7, 3, 8, 6, 70,  0,7,8,3,1,1,193,240,940,92,,264,,4255,02,1028,02,,68,654,75,2,89,101,008
84WN00100, 84026731,84,02,6731,2,75,30,752,2,2,5,5, 25,2,2,M,77,153,21,98,79,452, 8, 3,10, 6, 73,  0,6,8,3,1,1,178,200,1547,93,,268,,4584,02,1985,02,,64,584,75,2,91,0,
84WN00101, 84026732,84,02,6732,2,75,30,752,2,2,5,5, 25,2,2,M,77,153,19,86,70,401, 8, 3,10, 7, 57,  0,6,7,1,1,1,161,200,1547,92,,264,,4584,02,1985,02,,57,535,75,2,80,85,020
84WN00102, 84026733,84,02,6733,2,75,30,754,2,2,5,5, 30,3,3,M,78,152,17,107,75,423, 9, 3, 8, 6, 67,  0,6,7,1,1,1,164,200,1572,92,,264,,4255,02,0908,02,,61,547,75,2,82,87,010
84WN00103, 84026734,84,02,6734,2,75,30,754,2,2,5,5, 30,3,3,M,78,152,21,103,83,478, 8, 3, 8, 6, 56,  0,5,6,3,1,1,168,200,1572,,,,,4255,02,0908,02,,68,597,75,1,90,95,
84WN00104, 84026735,84,02,6735,2,75,30,752,2,2,5,5, 50,5,4,M,78,152,15,90,76,441, 7, 3, 8, 6, 52,  0,6,7,1,1,1,167,244,1596,,,,,4584,02,8426,01,,62,578,75,1,84,90,
84WN00105, 84026736,84,02,6736,1,75,30,752,2,2,5,5, 50,5,4,M,78,152,15,86,94,562, 8, 4, 9, 7, 39,243,6,7,3,1,4,163,244,1596,93,,254,,4584,02,8426,01,,76,629,75,3,105,0,
84WN00106, 84026737,84,02,6737,2,75,30,754,2,2,5,5, 90,9,5,M,78,152,15,102,78,446, 7, 3, 9, 6, 64,  0,5,6,1,1,1,179,235,1518,92,,264,,4255,02,3812,01,,64,589,75,2,84,91,010
84WN00107, 84026738,84,02,6738,2,75,30,754,2,2,5,5, 90,9,5,M,78,152,18,93,80,465, 7, 3, 9, 6, 71,  0,6,7,2,1,1,185,235,1518,92,,264,,4255,02,3812,01,,65,604,75,2,85,92,010
84WN00108, 84026739,84,02,6739,2,75,30,753,2,2,5,5, 30,3,3,M,78,152,22,102,63,347, 9, 3, 9, 6, 52,  0,5,6,1,1,1,140,240,1492,92,,264,,4297,02,0827,02,,52,465,75,2,75,75,015
84WN00109, 84026740,84,02,6740,1,75,30,753,2,2,5,5, 30,3,3,M,78,152,21,94,84,491, 8, 3, 9, 7, 45,251,4,5,1,1,2,157,240,1492,93,87,254,,4297,02,0827,02,,68,540,75,3,93,0,
84WN00110, 84026741,84,02,6741,2,75,30,751,2,2,5,5, 20,2,2,M,78,152,17,104,85,491, 6, 3, 8, 6, 58,  0,5,6,2,1,1,185,200,1873,,,,,4702,02,2845,02,,69,624,75,1,97,95,
84WN00111, 84026742,84,02,6742,2,75,30,751,2,2,5,5, 20,2,2,M,78,152,19,113,90,518, 8, 3, 8, 6, 53,  0,5,7,3,1,1,175,200,1873,,,,,4702,02,2845,02,,73,648,75,1,101,102,
84WN00112, 84026743,84,02,6743,2,75,30,753,2,1,3,2, 70,7,5,M,78,152,16,98,81,468, 8, 3, 9, 5, 57,  0,5,6,1,1,1,176,246,1655,,,,,4297,02,5705,01,,66,650,75,1,92,96,
84WN00113, 84026745,84,02,6745,2,75,30,752,2,2,5,5, 20,2,2,M,78,152,15,100,84,487, 6, 3, 8, 5, 62,  0,5,6,1,1,1,184,267,2053,,,,,4584,02,2482,02,,68,622,75,1,90,94,
