UID,ID10,BRD,ETAG,GRFL,GRADE,FLGR1,SEX,SHDAY,DAYSH,GROUP,BGRP,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YR
04SH00561,2001448313,44,T8313,10.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,3.0,147,2004-05-03,1,0,04
04SH00562,2000047114,04,A7114,8.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,4.0,135,2004-04-22,1,0,04
04SH00563,1999109988,10,S9988,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,43,5.0,133,2004-05-03,1,0,04
04SH00564,1999090532,09,90532,7.8,62,3,2,2004-03-09,69,EWE BAND1,1,SHORT,07,5.0,150,2004-05-13,2,0,04
04SH00565,2001112695,11,R2695,11.2,62,3,2,2004-03-09,69,EWE BAND1,1,,43,3.0,145,2004-05-24,5,0,04
04SH00566,2001112709,11,R2709,10.2,62,3,2,2004-03-09,69,EWE BAND1,1,,43,3.0,206,2004-05-13,2,0,04
04SH00567,1998640431,64,K0431,9.8,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,214,2004-05-24,5,0,04
04SH00568,2000000657,00,00657,9.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,4.0,151,2004-04-26,2,0,04
04SH00569,2002049817,04,A9817,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,124,2004-04-26,2,0,04
04SH00570,2002449161,44,T9161,10.2,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,164,2004-06-08,S,0,04
04SH00571,1998045680,04,A5680,8.4,56,6,2,2004-03-09,69,EWE BAND1,1,,30,6.0,171,2004-04-22,1,0,04
04SH00572,1997108326,10,S8326,8.8,64,2,2,2004-03-09,69,EWE BAND1,1,SHORT,07,7.0,147,2004-05-03,1,0,04
04SH00573,1998446686,44,T6686,12.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,167,2004-05-13,2,0,04
04SH00574,1999091108,09,91108,6.0,58,5,2,2004-03-09,69,EWE BAND1,1,,30,5.0,163,2004-05-20,1,0,04
04SH00575,1997446011,44,T6011,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,7.0,202,2004-04-26,2,0,04
04SH00576,1999111003,11,R1003,12.2,64,2,2,2004-03-09,69,EWE BAND1,1,,43,5.0,187,2004-05-03,1,0,04
04SH00577,1997108180,10,S8180,7.2,62,3,2,2004-03-09,69,EWE BAND1,1,,07,7.0,155,2004-05-13,2,0,04
04SH00578,1997044700,04,A4700,5.2,62,3,2,2004-03-09,69,EWE BAND1,1,SHORT,30,6.5,131,2004-04-22,1,0,04
04SH00579,2001641657,64,K1657,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,06,3.0,170,2004-04-26,2,0,04
04SH00580,1999046341,04,A6341,6.8,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,132,2004-04-22,1,0,04
04SH00581,2002448845,44,T8845,10.4,64,2,2,2004-03-09,69,EWE BAND1,1,,02,2.0,178,2004-05-03,1,0,04
04SH00582,2002449292,44,T9292,9.2,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,145,2004-06-08,S,0,04
04SH00583,2001112409,11,R2409,10.0,62,3,2,2004-03-09,69,EWE BAND1,1,,07,3.0,155,2004-04-22,1,0,04
04SH00584,2002449036,44,T9036,10.6,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,195,2004-05-24,5,0,04
04SH00585,1997044971,04,A4971,5.6,60,4,2,2004-03-09,69,EWE BAND1,1,,30,6.5,165,2004-05-24,5,0,04
04SH00586,2000641062,64,K1062,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,,06,4.0,175,2004-04-26,2,0,04
04SH00587,2000448239,44,T8239,9.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,4.0,180,2004-04-26,2,0,04
04SH00588,2000001372,00,01372,11.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,4.0,180,2004-05-27,2,0,04
04SH00589,1999640972,64,K0972,7.4,58,5,2,2004-03-09,69,EWE BAND1,1,,06,5.0,188,2004-04-26,2,0,04
04SH00590,2002113745,11,R3745,11.6,62,3,2,2004-03-09,69,EWE BAND1,1,,07,2.0,141,2004-04-22,1,0,04
04SH00591,2001048507,04,A8507,7.0,60,4,2,2004-03-09,69,EWE BAND1,1,,30,3.0,160,2004-05-13,2,0,04
04SH00592,2002049736,04,A9736,6.0,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,149,2004-05-03,1,0,04
04SH00593,2001448339,44,T8339,9.2,62,3,2,2004-03-09,69,EWE BAND1,1,,02,3.0,185,2004-04-22,1,0,04
04SH00594,1999447153,44,T7153,7.4,62,3,2,2004-03-09,69,EWE BAND1,1,,02,5.0,155,2004-04-26,2,0,04
04SH00595,1998109482,10,S9482,9.4,64,2,2,2004-03-09,69,EWE BAND1,1,,07,6.0,156,2004-05-13,2,0,04
04SH00596,2001641738,64,K1738,9.8,60,4,2,2004-03-09,69,EWE BAND1,1,,06,3.0,191,2004-05-13,2,0,04
04SH00597,1999447582,44,T7582,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,181,2004-04-22,1,0,04
04SH00598,2002449064,44,T9064,7.6,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,146,2004-06-08,S,0,04
04SH00599,1998109345,10,S9345,11.2,62,3,2,2004-03-09,69,EWE BAND1,1,,43,6.0,174,2004-05-13,2,0,04
04SH00600,1999447424,44,T7424,11.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,179,2004-05-24,5,0,04
04SH00601,2001048405,04,A8405,5.8,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,3.0,109,2004-04-22,1,0,04
04SH00602,2001048393,04,A8393,6.8,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,175,2004-04-22,1,0,04
04SH00603,1999046138,04,A6138,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,162,2004-04-26,2,0,04
04SH00604,2000641312,64,K1312,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,06,4.0,169,2004-04-26,2,0,04
04SH00605,1999046300,04,A6300,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,145,2004-04-26,2,0,04
04SH00606,1998109278,10,S9278,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,07,6.0,200,2004-04-26,2,0,04
04SH00607,1998109231,10,S9231,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,07,6.0,143,2004-04-22,1,0,04
04SH00608,2002449311,44,T9311,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,116,2004-06-08,S,0,04
04SH00609,1998045836,04,A5836,5.6,58,5,2,2004-03-09,69,EWE BAND1,1,SHORT,30,5.5,137,2004-04-22,1,0,04
04SH00610,1999046607,04,A6607,5.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,5.0,151,2004-04-26,2,0,04
04SH00611,1999640800,64,K0800,10.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,5.0,149,2004-05-03,1,0,04
04SH00612,2000000954,00,00954,10.0,58,5,2,2004-03-09,69,EWE BAND1,1,,06,4.0,165,2004-05-13,2,0,04
04SH00613,1998045194,04,A5194,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,6.0,154,2004-05-03,1,0,04
04SH00614,1998640550,64,K0550,11.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,6.0,203,2004-05-03,1,0,04
04SH00615,2002050317,05,P0317,7.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,2.0,130,2004-05-24,5,0,04
04SH00616,2002448993,44,T8993,9.4,64,2,2,2004-03-09,69,EWE BAND1,1,,02,2.0,175,2004-05-24,5,0,04
04SH00617,1999090035,09,90035,6.4,58,5,2,2004-03-09,69,EWE BAND1,1,,30,5.0,116,2004-04-22,1,0,04
04SH00618,1998109016,10,S9016,7.8,62,3,2,2004-03-09,69,EWE BAND1,1,SHORT,07,6.0,147,2004-05-03,1,0,04
04SH00619,2001048528,04,A8528,7.6,60,4,2,2004-03-09,69,EWE BAND1,1,,30,3.0,170,2004-04-22,1,0,04
04SH00620,2002642112,64,K2112,9.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,171,2004-04-26,2,0,04
04SH00621,2002113131,11,R3131,8.8,62,3,2,2004-03-09,69,EWE BAND1,1,,07,2.0,136,2004-04-22,1,0,04
04SH00622,1998109706,10,S9706,9.6,62,3,2,2004-03-09,69,EWE BAND1,1,,07,6.0,159,2004-06-01,H,0,04
04SH00623,1998446780,44,T6780,8.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,163,2004-04-26,2,0,04
04SH00624,2002049432,04,A9432,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,114,2004-04-22,1,0,04
04SH00625,2002642281,64,K2281,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,164,2004-05-13,2,0,04
04SH00626,2002113026,11,R3026,9.8,62,3,2,2004-03-09,69,EWE BAND1,1,,07,2.0,140,2004-04-22,1,0,04
04SH00627,1999046233,04,A6233,7.0,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,188,2004-04-26,2,0,04
04SH00628,2001048642,04,A8642,7.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,170,2004-04-22,1,0,04
04SH00629,1999090597,09,90597,8.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,165,2004-04-22,1,0,04
04SH00630,2002642122,64,K2122,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,154,2004-04-22,1,0,04
04SH00631,2002049677,04,A9677,6.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,148,2004-04-26,2,0,04
04SH00632,1998045875,04,A5875,5.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.5,143,2004-05-03,1,0,04
04SH00633,2000447719,44,T7719,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,02,4.0,148,2004-05-03,1,0,04
04SH00634,2000047455,04,A7455,7.6,62,3,2,2004-03-09,69,EWE BAND1,1,,30,4.0,156,2004-04-26,2,0,04
04SH00635,1998446526,44,T6526,9.8,58,5,2,2004-03-09,69,EWE BAND1,1,,02,6.0,183,2004-05-03,1,0,04
04SH00636,1997044282,04,A4282,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,7.0,202,2004-04-26,2,0,04
04SH00637,1999640852,64,K0852,11.6,54,7,2,2004-03-09,69,EWE BAND1,1,,06,5.0,164,2004-04-22,1,0,04
04SH00638,2001448320,44,T8320,8.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,3.0,159,2004-05-13,2,0,04
04SH00639,1998640065,64,K0065,11.4,60,4,2,2004-03-09,69,EWE BAND1,1,,06,6.0,205,2004-04-22,1,0,04
04SH00640,1997044476,04,A4476,4.0,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,7.0,182,2004-04-22,1,0,04
04SH00641,2002449145,44,T9145,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,TENDER,02,2.0,169,2004-06-08,S,0,04
04SH00642,1999046092,04,A6092,5.6,58,5,2,2004-03-09,69,EWE BAND1,1,SHORT,30,5.0,118,2004-04-22,1,0,04
04SH00643,1998008780,00, 8780,7.8,58,5,2,2004-03-09,69,EWE BAND1,1,,30,6.0,168,2004-04-26,2,0,04
04SH00644,2001048493,04,A8493,3.8,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,3.0,160,2004-05-20,1,0,04
04SH00645,2001048172,04,A8172,8.0,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,148,2004-04-26,2,0,04
04SH00646,2002449254,44,T9254,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,160,2004-06-08,S,0,04
04SH00647,2000000240,00,00240,9.0,62,3,2,2004-03-09,69,EWE BAND1,1,,07,4.0,168,2004-04-22,1,0,04
04SH00648,2001048851,04,A8851,7.0,60,4,2,2004-03-09,69,EWE BAND1,1,,30,3.0,141,2004-04-22,1,0,04
04SH00649,2001641950,64,K1950,10.2,62,3,2,2004-03-09,69,EWE BAND1,1,,06,3.0,181,2004-04-22,1,0,04
04SH00650,2002449408,44,T9408,9.2,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,155,2004-05-27,2,0,04
04SH00651,2002449283,44,T9283,9.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,141,2004-06-08,S,0,04
04SH00652,1998640252,64,K0252,11.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,199,2004-05-13,2,0,04
04SH00653,2000000790,00,00790,12.0,58,5,2,2004-03-09,69,EWE BAND1,1,00740? 00790?,06,4.0,0,,*,0,04
04SH00654,1999447400,44,T7400,7.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,5.0,157,2004-04-22,1,0,04
04SH00655,1997639444,63,K9444,9.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,7.0,191,2004-05-27,2,0,04
04SH00656,2000641071,64,K1071,8.4,58,5,2,2004-03-09,69,EWE BAND1,1,,06,4.0,162,2004-04-26,2,0,04
04SH00657,2002642644,64,K2644,9.0,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,154,2004-04-22,1,0,04
04SH00658,1997639290,63,K9290,6.2,60,4,2,2004-03-09,69,EWE BAND1,1,K9290?,06,7.0,0,,*,0,04
04SH00659,2002448969,44,T8969,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,150,2004-06-08,S,0,04
04SH00660,1999046285,04,A6285,4.6,58,5,2,2004-03-09,69,EWE BAND1,1,,30,5.0,159,2004-04-26,2,0,04
04SH00661,2002448977,44,T8977,7.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,135,2004-06-08,S,0,04
04SH00662,2002449324,44,T9324,9.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,172,2004-06-08,S,0,04
04SH00663,1998109673,10,S9673,8.6,62,3,2,2004-03-09,69,EWE BAND1,1,SHORT,07,6.0,192,2004-05-24,5,0,04
04SH00664,2002449343,44,T9343,8.4,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,168,2004-06-08,S,0,04
04SH00665,2002049410,04,A9410,5.4,58,5,2,2004-03-09,69,EWE BAND1,1,,30,2.0,134,2004-04-22,1,0,04
04SH00666,2001448328,44,T8328,11.0,62,3,2,2004-03-09,69,EWE BAND1,1,,02,3.0,195,2004-05-13,2,0,04
04SH00667,2002449116,44,T9116,8.4,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,02,2.0,156,2004-06-08,S,0,04
04SH00668,2000111225,11,R1225,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,43,4.0,147,2004-04-22,1,0,04
04SH00669,1999447217,44,T7217,9.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,164,2004-05-13,2,0,04
04SH00670,1997639674,63,K9674,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,7.0,187,2004-05-13,2,0,04
04SH00671,1997446160,44,T6160,9.2,60,4,2,2004-03-09,69,EWE BAND1,1,,02,7.0,164,2004-04-26,2,0,04
04SH00672,1997044481,04,A4481,5.4,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,7.0,138,2004-04-22,1,0,04
04SH00673,1998109022,10,S9022,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,,43,6.0,149,2004-05-24,5,0,04
04SH00674,1998640280,64,K0280,11.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,179,2004-04-26,2,0,04
04SH00675,2001641982,64,K1982,10.4,60,4,2,2004-03-09,69,EWE BAND1,1,,06,3.0,193,2004-04-22,1,0,04
04SH00676,1999447637,44,T7637,9.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,150,2004-04-22,1,0,04
04SH00677,1999110489,11,R0489,8.8,62,3,2,2004-03-09,69,EWE BAND1,1,,43,5.0,121,2004-04-22,1,0,04
04SH00678,2002113269,11,R3269,9.8,62,3,2,2004-03-09,69,EWE BAND1,1,TENDER,07,2.0,139,2004-04-26,2,0,04
04SH00679,2002448970,44,T8970,9.6,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,166,2004-05-03,1,0,04
04SH00680,1998446850,44,T6850,8.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,153,2004-04-22,1,0,04
04SH00681,1998446793,44,T6793,8.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,133,2004-05-03,1,0,04
04SH00682,1999447397,44,T7397,11.2,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,167,2004-04-26,2,0,04
04SH00683,2002449020,44,T9020,8.8,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,146,2004-06-08,S,0,04
04SH00684,1997107766,10,S7766,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,07,7.0,164,2004-04-22,1,0,04
04SH00685,1998045103,04,A5103,5.6,58,5,2,2004-03-09,69,EWE BAND1,1,SHORT,30,6.0,143,2004-04-26,2,0,04
04SH00686,2000047447,04,A7447,5.2,56,6,2,2004-03-09,69,EWE BAND1,1,SHORT,30,4.0,149,2004-04-22,1,0,04
04SH00687,2001448483,44,T8483,7.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,3.0,187,2004-05-24,5,0,04
04SH00688,2001642005,64,K2005,10.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,3.0,184,2004-05-03,1,0,04
04SH00689,1999640946,64,K0946,9.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,5.0,181,2004-04-26,2,0,04
04SH00690,1998045335,04,A5335,5.0,58,5,2,2004-03-09,69,EWE BAND1,1,,30,6.0,153,2004-04-26,2,0,04
04SH00691,2001641805,64,K1805,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,3.0,164,2004-04-22,1,0,04
04SH00692,2001641544,64,K1544,9.8,58,5,2,2004-03-09,69,EWE BAND1,1,,06,3.0,201,2004-05-13,2,0,04
04SH00693,1997044267,04,A4267,6.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,7.0,131,2004-04-26,2,0,04
04SH00694,2001048475,04,A8475,5.4,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,143,2004-04-26,2,0,04
04SH00695,1999447104,44,T7104,9.2,58,5,2,2004-03-09,69,EWE BAND1,1,,02,5.0,155,2004-05-03,1,0,04
04SH00696,2001448564,44,T8564,8.8,58,5,2,2004-03-09,69,EWE BAND1,1,,02,3.0,120,2004-05-03,1,0,04
04SH00697,1999110823,11,R0823,8.2,62,3,2,2004-03-09,69,EWE BAND1,1,,07,5.0,161,2004-04-22,1,0,04
04SH00698,2001048236,04,A8236,7.0,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,134,2004-04-22,1,0,04
04SH00699,2001048480,04,A8480,7.6,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,141,2004-04-22,1,0,04
04SH00700,2000047177,04,A7177,4.8,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,4.0,154,2004-04-22,1,0,04
04SH00701,1999640697,64,K0697,10.0,58,5,2,2004-03-09,69,EWE BAND1,1,,06,5.0,185,2004-04-22,1,0,04
04SH00702,1999110658,11,R0658,10.0,62,3,2,2004-03-09,69,EWE BAND1,1,,43,5.0,172,2004-05-03,1,0,04
04SH00703,1999090077,09,90077,11.0,58,5,2,2004-03-09,69,EWE BAND1,1,,06,5.0,179,2004-04-22,1,0,04
04SH00704,2002448921,44,T8921,7.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,117,2004-04-22,1,0,04
04SH00705,2001448432,44,T8432,10.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,3.0,173,2004-04-26,2,0,04
04SH00706,2002642587,64,K2587,8.8,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,0,,*,0,04
04SH00707,1998008757,00, 8757,8.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,190,2004-05-13,2,0,04
04SH00708,2001048546,04,A8546,6.6,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,183,2004-05-20,1,0,04
04SH00709,2002449376,44,T9376,9.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,176,2004-06-08,S,0,04
04SH00710,2000111089,11,R1089,11.4,62,3,2,2004-03-09,69,EWE BAND1,1,,07,4.0,119,2004-04-22,1,0,04
04SH00711,1998446746,44,T6746,8.6,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,0,,*,0,04
04SH00712,2001048580,04,A8580,4.6,60,4,2,2004-03-09,69,EWE BAND1,1,SHORT,30,3.0,161,2004-04-26,2,0,04
04SH00713,1999640643,64,K0643,10.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,5.0,206,2004-05-03,1,0,04
04SH00714,2002449418,44,T9418,7.2,62,3,2,2004-03-09,69,EWE BAND1,1,TENDER,02,2.0,151,2004-06-08,S,0,04
04SH00715,2002448960,44,T8960,10.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,164,2004-05-03,1,0,04
04SH00716,2000111094,11,R1094,9.4,62,3,2,2004-03-09,69,EWE BAND1,1,,07,4.0,136,2004-04-22,1,0,04
04SH00717,2001642001,64,K2001,12.0,58,5,2,2004-03-09,69,EWE BAND1,1,,06,3.0,196,2004-05-03,1,0,04
04SH00718,1999447404,44,T7404,11.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,5.0,181,2004-04-22,1,0,04
04SH00719,2002448933,44,T8933,10.0,64,2,2,2004-03-09,69,EWE BAND1,1,,02,2.0,159,2004-05-03,1,0,04
04SH00720,2002449111,44,T9111,8.2,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,134,2004-05-24,5,0,04
04SH00721,2001112883,11,R2883,9.8,62,3,2,2004-03-09,69,EWE BAND1,1,,07,3.0,0,,*,0,04
04SH00722,1998008423,00, 8423,7.2,62,3,2,2004-03-09,69,EWE BAND1,1,,30,6.0,134,2004-04-26,2,0,04
04SH00723,1999090545,09,90545,5.8,58,5,2,2004-03-09,69,EWE BAND1,1,SHORT,30,5.0,147,2004-06-01,H,0,04
04SH00724,2002642707,64,K2707,10.4,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,180,2004-04-26,2,0,04
04SH00725,2002049898,04,A9898,5.4,58,5,2,2004-03-09,69,EWE BAND1,1,SHORT,30,2.0,135,2004-05-03,1,0,04
04SH00726,1998640276,64,K0276,12.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,204,2004-04-26,2,0,04
04SH00727,2001048336,04,A8336,6.0,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,164,2004-04-26,2,0,04
04SH00728,2002642384,64,K2384,9.8,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,160,2004-05-03,1,0,04
04SH00729,2002642385,64,K2385,10.6,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,177,2004-04-26,2,0,04
04SH00730,2000641354,64,K1354,11.6,60,4,2,2004-03-09,69,EWE BAND1,1,,06,4.0,175,2004-04-22,1,0,04
04SH00731,1998109169,10,S9169,10.6,62,3,2,2004-03-09,69,EWE BAND1,1,,07,6.0,175,2004-05-03,1,0,04
04SH00732,2002449055,44,T9055,8.0,60,4,2,2004-03-09,69,EWE BAND1,1,,02,2.0,137,2004-06-08,S,0,04
04SH00733,1998446978,44,T6978,10.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,161,2004-04-22,1,0,04
04SH00734,2001048497,04,A8497,6.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,3.0,149,2004-04-22,1,0,04
04SH00735,2002049180,04,A9180,7.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,123,2004-04-26,2,0,04
04SH00736,2002642550,64,K2550,9.2,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,161,2004-05-13,2,0,04
04SH00737,1998045405,04,A5405,6.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,6.0,132,2004-04-22,1,0,04
04SH00738,1998446964,44,T6964,9.4,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,162,2004-04-26,2,0,04
04SH00739,1998446803,44,T6803,9.2,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,151,2004-04-22,1,0,04
04SH00740,2002448816,44,T8816,7.2,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,159,2004-05-24,5,0,04
04SH00741,2001048662,04,A8662,5.6,60,4,2,2004-03-09,69,EWE BAND1,1,,30,3.0,123,2004-04-26,2,0,04
04SH00742,2001048404,04,A8404,6.8,60,4,2,2004-03-09,69,EWE BAND1,1,,30,3.0,122,2004-04-22,1,0,04
04SH00743,2002642124,64,K2124,10.4,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,177,2004-04-26,2,0,04
04SH00744,1998446639,44,T6639,9.8,60,4,2,2004-03-09,69,EWE BAND1,1,,02,6.0,152,2004-04-22,1,0,04
04SH00745,2002449048,44,T9048,7.0,62,3,2,2004-03-09,69,EWE BAND1,1,,02,2.0,163,2004-06-08,S,0,04
04SH00746,1998640102,64,K0102,8.8,58,5,2,2004-03-09,69,EWE BAND1,1,,06,6.0,199,2004-05-27,2,0,04
04SH00747,2002049235,04,A9235,6.6,58,5,2,2004-03-09,69,EWE BAND1,1,TENDER,30,2.0,149,2004-04-22,1,0,04
04SH00748,2001448299,44,T8299,6.6,62,3,2,2004-03-09,69,EWE BAND1,1,,02,3.0,167,2004-04-22,1,0,04
04SH00749,2002049123,04,A9123,6.2,58,5,2,2004-03-09,69,EWE BAND1,1,,30,2.0,128,2004-04-26,2,0,04
04SH00750,1999110975,11,R0975,11.2,62,3,2,2004-03-09,69,EWE BAND1,1,,43,5.0,173,2004-04-22,1,0,04
04SH00751,1998446801,44,T6801,9.0,58,5,2,2004-03-09,69,EWE BAND1,1,,02,6.0,151,2004-05-03,1,0,04
04SH00752,2002642643,64,K2643,10.2,58,5,2,2004-03-09,69,EWE BAND1,1,,06,2.0,154,2004-05-24,5,0,04
04SH00753,2002449325,44,T9325,9.0,64,2,2,2004-03-09,69,EWE BAND1,1,,02,2.0,139,2004-04-22,1,0,04
04SH00754,1999110667,11,R0667,10.6,62,3,2,2004-03-09,69,EWE BAND1,1,,43,5.0,146,2004-04-26,2,0,04
04SH00755,1999046414,04,A6414,6.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,159,2004-04-22,1,0,04
04SH00756,2002049962,04,A9962,5.4,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,119,2004-04-22,1,0,04
04SH00757,2002049210,04,A9210,7.8,58,5,2,2004-03-09,69,EWE BAND1,1,,30,2.0,148,2004-04-26,2,0,04
04SH00758,1999046180,04,A6180,6.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,139,2004-04-26,2,0,04
04SH00759,1999110484,11,R0484,12.0,60,4,2,2004-03-09,69,EWE BAND1,1,,43,5.0,153,2004-05-13,2,0,04
04SH00760,2002449198,44,T9198,10.2,58,5,2,2004-03-09,69,EWE BAND1,1,,02,2.0,150,2004-06-08,S,0,04
04SH00761,2002049589,04,A9589,5.0,60,4,2,2004-03-09,69,EWE BAND1,1,,30,2.0,167,2004-05-24,5,0,04
04SH00762,2002642483,64,K2483,9.0,60,4,2,2004-03-09,69,EWE BAND1,1,,06,2.0,157,2004-04-26,2,0,04
04SH00763,1999046235,04,A6235,5.2,60,4,2,2004-03-09,69,EWE BAND1,1,,30,5.0,161,2004-05-03,1,0,04
