UID,ETAG,SEX,BRWT,FLWT,GRFL,BAND,WDAY,LOT,RMK,ADG,DISP
10SH00061,H4310,2,0,0,0.0,,,30,,0,
10SH00062,H4311,2,0,0,0.0,,,30,,0,
10SH00063,H4320,2,0,0,0.0,,,30,,0,
10SH00064,H4410,2,0,0,0.0,,,30,,0,
10SH00065,H4483,2,0,0,0.0,,,30,,0,
10SH00066,H4543,2,0,0,0.0,,,30,,0,
10SH00067,H4551,2,0,0,0.0,,,30,,0,
10SH00068,H5308,2,0,44,4.4,,2010-02-18,30,,0,
10SH00069,H5355,2,0,26,2.6,,2010-02-18,30,,0,
10SH00070,H5480,1,0,48,4.8,,2010-02-20,30,,0,
10SH00071,H9057,1,0,48,4.8,,2010-02-20,30,,0,
10SH00072,K1842,2,0,0,0.0,,,06,,0,
10SH00073,K2281,2,0,0,0.0,,,06,,0,
10SH00074,K3009,2,0,0,0.0,,,06,,0,
10SH00075,K3028,2,0,0,0.0,,,06,,0,
10SH00076,K3590,2,0,0,0.0,,,06,,0,
10SH00077,K3713,1,0,0,0.0,,,06,,0,
10SH00078,K3754,2,0,0,0.0,,,06,,0,
10SH00079,K3843,2,0,0,0.0,,,06,,0,
10SH00080,K3850,1,0,0,0.0,,,06,,0,
10SH00081,K3854,1,0,0,0.0,,,06,,0,
10SH00082,K3863,1,0,0,0.0,,,06,,0,
10SH00083,K3914,2,0,0,0.0,,,06,,0,
10SH00084,K3915,1,0,0,0.0,,,06,,0,
10SH00085,K4010,1,0,0,0.0,,,06,,0,
10SH00086,K4049,1,0,0,0.0,,,06,,0,
10SH00087,K4089,1,0,0,0.0,,,06,,0,
10SH00088,K4091,1,0,0,0.0,,,06,,0,
10SH00089,K4108,2,0,0,0.0,,,06,,0,
10SH00090,K4139,1,0,0,0.0,,,06,,0,
10SH00091,K4143,2,0,0,0.0,,,06,,0,
10SH00092,K4175,1,0,0,0.0,,,06,,0,
10SH00093,K4245,1,0,0,0.0,,,06,,0,
10SH00094,K4261,2,0,0,0.0,,,06,,0,
10SH00095,K4268,2,0,0,0.0,,,06,,0,
10SH00096,K4298,2,0,0,0.0,,,06,,0,
10SH00097,K4347,1,0,0,0.0,,,06,,0,
10SH00098,K4405,2,0,0,0.0,,,06,,0,
10SH00099,L0017,2,0,0,0.0,,,PC,,0,
10SH00100,P0050,2,0,0,0.0,,,30,,0,
10SH00101,R1974,2,0,0,0.0,,,07,,0,
10SH00102,R2384,2,0,0,0.0,,,07,,0,
10SH00103,R2864,2,0,0,0.0,,,07,,0,
10SH00104,R3085,2,0,0,0.0,,,07,,0,
10SH00105,R3227,2,0,0,0.0,,,07,,0,
10SH00106,R3241,2,0,0,0.0,,,07,,0,
10SH00107,R3303,2,0,0,0.0,,,43,,0,
10SH00108,R3377,2,0,0,0.0,,,07,,0,
10SH00109,R3383,2,0,0,0.0,,,07,,0,
10SH00110,R3409,2,0,100,10.0,,,07,,0,
10SH00111,R3662,2,0,0,0.0,,,43,,0,
10SH00112,R3670,2,0,0,0.0,,,07,,0,
10SH00113,R4101,2,0,0,0.0,,,07,,0,
10SH00114,R4114,2,0,0,0.0,,,07,,0,
10SH00115,R4126,2,0,0,0.0,,,07,,0,
10SH00116,R4216,2,0,0,0.0,,,07,,0,
10SH00117,R4442,2,0,0,0.0,,,07,,0,
10SH00118,R4515,2,0,0,0.0,,,07,,0,
10SH00119,R4688,2,0,0,0.0,,,07,,0,
10SH00120,R4788,2,0,0,0.0,,,07,,0,
10SH00121,R4822,2,0,0,0.0,,,07,,0,
10SH00122,R4895,2,0,90,9.0,,,07,,0,
10SH00123,R4961,2,0,0,0.0,,,07,,0,
10SH00124,R5050,2,0,0,0.0,,,07,,0,
10SH00125,R5327,2,0,0,0.0,,,1,AI145-01-4,0,
10SH00126,R5462,1,0,0,0.0,,,07,,0,
10SH00127,R5496,2,0,102,10.2,,,07,,0,
10SH00128,R5545,1,0,0,0.0,,,07,,0,
10SH00129,R5568,2,0,0,0.0,,,07,,0,
10SH00130,R5736,2,0,0,0.0,,,07,,0,
10SH00131,R5879,2,0,0,0.0,,,07,,0,
10SH00132,R5902,2,0,0,0.0,,,07,,0,
10SH00133,R5993,2,0,0,0.0,,,07,,0,
10SH00134,R6001,2,0,0,0.0,,,07,,0,
10SH00135,R6094,2,0,0,0.0,,,07,,0,
10SH00136,R6336,2,0,0,0.0,,,07,,0,
10SH00137,R6355,2,0,0,0.0,,,07,,0,
10SH00138,R6413,2,0,0,0.0,,,07,,0,
10SH00139,R6496,1,0,0,0.0,,,07,,0,
10SH00140,R6537,1,0,0,0.0,,,07,,0,
10SH00141,R6545,2,0,0,0.0,,,07,,0,
10SH00142,R6565,2,0,0,0.0,,,07,,0,
10SH00143,R6590,2,0,0,0.0,,,07,,0,
10SH00144,R6688,2,0,76,7.6,,,07,,0,
10SH00145,R6711,1,0,0,0.0,,,07,,0,
10SH00146,R6768,1,0,186,18.6,,2010-02-20,07,,0,
10SH00147,R6912,1,0,0,0.0,,,07,,0,
10SH00148,R6962,1,0,0,0.0,,,07,,0,
10SH00149,R6963,1,0,0,0.0,,,07,,0,
10SH00150,R7024,2,0,0,0.0,,,07,,0,
10SH00151,R7083,1,0,0,0.0,,,07,,0,
10SH00152,R7165,2,0,0,0.0,,,07,,0,
10SH00153,R7174,2,0,0,0.0,,,07,,0,
10SH00154,R7187,2,0,0,0.0,,,07,,0,
10SH00155,R7188,2,0,0,0.0,,,07,,0,
10SH00156,R7298,2,0,0,0.0,,,07,,0,
10SH00157,R7364,2,0,150,15.0,,2010-02-20,07,,0,
10SH00158,R7708,2,0,0,0.0,,,07,,0,
10SH00159,R7905,2,0,61,6.1,,2010-02-20,07,,0,
10SH00160,R82,1,0,106,10.6,,2010-02-20,07,,0,
10SH00161,T0041,2,0,0,0.0,,,02,,0,
10SH00162,T0219,2,0,0,0.0,,,02,,0,
10SH00163,T0286,2,0,0,0.0,,,02,,0,
10SH00164,T0301,2,0,0,0.0,,,02,,0,
10SH00165,T0345,2,0,0,0.0,,,02,,0,
10SH00166,T0433,2,0,0,0.0,,,02,,0,
10SH00167,T0435,2,0,0,0.0,,,02,,0,
10SH00168,T0510,2,0,0,0.0,,,02,,0,
10SH00169,T0529,2,0,0,0.0,,,2,AI164-02-4,0,
10SH00170,T0628,2,0,0,0.0,,,02,,0,
10SH00171,T0772,2,0,104,10.4,,2010-02-17,02,,0,
10SH00172,T0847,1,0,0,0.0,,,02,,0,
10SH00173,T0861,2,0,0,0.0,,,02,,0,
10SH00174,T0865,1,0,0,0.0,,,02,,0,
10SH00175,T1001,1,0,0,0.0,,,02,,0,
10SH00176,T1018,1,0,0,0.0,,,02,,0,
10SH00177,T1129,2,0,0,0.0,,,02,,0,
10SH00178,T1135,2,0,110,11.0,,2010-02-17,02,,0,
10SH00179,T1189,1,0,0,0.0,,,02,,0,
10SH00180,T1215,2,0,0,0.0,,,02,,0,
10SH00181,T1283,2,0,0,0.0,,,02,,0,
10SH00182,T1340,2,0,0,0.0,,,02,,0,
10SH00183,T1440,1,0,0,0.0,,,02,,0,
10SH00184,T1450,1,0,0,0.0,,,02,,0,
10SH00185,T1545,2,0,0,0.0,,,02,,0,
10SH00186,T1547,1,0,0,0.0,,,02,,0,
10SH00187,T1604,2,0,0,0.0,,,02,,0,
10SH00188,T1719,2,0,0,0.0,,,02,,0,
10SH00189,T1730,2,0,0,0.0,,,02,,0,
10SH00190,T1731,1,0,0,0.0,,,02,,0,
10SH00191,T1942,2,0,0,0.0,,,02,,0,
10SH00192,T1996,2,0,0,0.0,,,02,,0,
10SH00193,T2082,2,0,0,0.0,,,02,,0,
10SH00194,T2204,2,0,0,0.0,,,02,,0,
10SH00195,T2274,2,0,0,0.0,,,02,,0,
10SH00196,T2565,2,0,0,0.0,,,02,,0,
10SH00197,T2651,1,0,0,0.0,,,02,,0,
10SH00198,T2774,2,0,0,0.0,,,02,,0,
10SH00199,T2778,2,0,56,5.6,,2010-02-18,02,,0,
10SH00200,T7280,2,0,0,0.0,,,02,,0,
10SH00201,T8816,2,0,0,0.0,,,02,,0,
10SH00202,T9267,2,0,0,0.0,,,02,,0,
10SH00203,T9528,2,0,0,0.0,,,02,,0,
10SH00204,T9604,2,0,0,0.0,,,02,,0,
10SH00205,T9879,2,0,0,0.0,,,02,,0,
10SH00206,X0755,2,0,0,0.0,,,01,,0,
10SH00207,X2801,2,0,0,0.0,,,97,,0,
10SH00208,X3018,1,0,0,0.0,,,SC,,0,
10SH00209,X3041,1,0,0,0.0,,,SC,,0,
10SH00210,X3141,1,0,0,0.0,,,TS,,0,
10SH00211,X3252,2,0,0,0.0,,,SC,,0,
10SH00212,X3529,2,0,70,7.0,,,00,,0,
10SH00213,X3563,2,0,0,0.0,,,TC,,0,
10SH00214,X3653,1,0,0,0.0,,,TC,,0,
10SH00215,X3726,2,0,0,0.0,,,SC,,0,
10SH00216,X3734,2,0,0,0.0,,,SC,,0,
10SH00217,X4329,2,0,0,0.0,,,TR,,0,
10SH00218,X4385,2,0,0,0.0,,,TR,,0,
10SH00219,X4405,2,0,0,0.0,,,97,,0,
10SH00220,X4468,1,0,0,0.0,,,SC,,0,
10SH00221,X4710,2,0,0,0.0,,,TR,AI135-TR-2,0,
10SH00222,X4869,2,0,0,0.0,,,TR,,0,
10SH00223,X4995,2,0,0,0.0,,,97,,0,
10SH00224,X5055,2,0,0,0.0,,,TC,,0,
10SH00225,X5178,1,0,0,0.0,,,TS,,0,
10SH00226,X5276,2,0,68,6.8,,,97,,0,
10SH00227,X5399,2,0,0,0.0,,,TC,,0,
10SH00228,X5722,1,0,106,10.6,,2010-02-20,T3,,0,
10SH00229,X5784,2,0,0,0.0,,,CR,BRT134-CR-1,0,
10SH00230,X5789,2,0,80,8.0,,,TR,,0,
10SH00231,X5825,2,0,0,0.0,,,TR,,0,
10SH00232,X5845,1,0,0,0.0,,,TC,,0,
10SH00233,X5857,2,0,0,0.0,,,TR,,0,
10SH00234,X5865,2,0,0,0.0,,,T3,,0,
10SH00235,X5867,2,0,0,0.0,,,CR,BRT109-CR-1,0,
10SH00236,X5893,1,0,0,0.0,,,TS,,0,
10SH00237,X5920,2,0,0,0.0,,,TR,,0,
10SH00238,X6039,2,0,0,0.0,,,TR,,0,
10SH00239,X6149,2,0,0,0.0,,,TS,,0,
10SH00240,X6226,2,0,0,0.0,,,TR,,0,
10SH00241,X6264,1,0,0,0.0,,,97,,0,
10SH00242,X6328,2,0,0,0.0,,,TR,,0,
10SH00243,X6461,2,0,0,0.0,,,97,,0,
10SH00244,X6566,2,0,0,0.0,,,TR,,0,
10SH00245,X6670,1,0,88,8.8,,2010-02-20,T3,,0,
10SH00246,X6783,2,0,0,0.0,,,SR,BRT127-SR-1,0,
10SH00247,X6874,2,0,0,0.0,,,S3,,0,
10SH00248,X6948,2,0,0,0.0,,,SC,,0,
10SH00249,X6949,2,0,0,0.0,,,SC,,0,
10SH00250,X7474,2,0,48,4.8,,2010-02-20,C3,,0,
10SH00251,X7495,2,0,56,5.6,,2010-02-20,TS,,0,
10SH00252,X7621,2,0,0,0.0,,,R3,,0,
10SH00253,X7711,2,0,50,5.0,,2010-02-18,R3,,0,
10SH00254,X7766,2,0,48,4.8,,,T3,,0,
10SH00255,X7868,3,0,0,0.0,,,MY,,0,
10SH00256,X7885,2,0,0,0.0,,,MY,,0,
10SH00257,X7971,2,0,0,0.0,,,MY,,0,
10SH00258,X7991,3,0,0,0.0,,,MY,,0,
10SH00259,X8004,3,0,0,0.0,,,MY,,0,
10SH00260,X8005,3,0,0,0.0,,,MY,,0,
10SH00261,X8019,3,0,0,0.0,,,MY,,0,
10SH00262,X8059,2,0,0,0.0,,,MY,,0,
10SH00263,X8060,2,0,0,0.0,,,MY,,0,
10SH00264,X8087,2,0,0,0.0,,,MY,,0,
10SH00265,X8088,2,0,0,0.0,,,MY,,0,
10SH00266,X8103,2,0,0,0.0,,,MY,,0,
10SH00267,X8128,3,0,0,0.0,,,MY,,0,
10SH00268,X8133,3,0,0,0.0,,,MY,,0,
10SH00269,X8141,2,0,0,0.0,,,MY,,0,
10SH00270,X8142,3,0,0,0.0,,,MY,,0,
10SH00271,X8143,3,0,0,0.0,,,MY,,0,
10SH00272,X8147,3,0,0,0.0,,,MY,,0,
10SH00273,X8170,3,0,0,0.0,,,MY,,0,
10SH00274,X8179,3,0,0,0.0,,,MY,,0,
10SH00275,X8192,3,0,0,0.0,,,MY,,0,
10SH00276,X8200,3,0,0,0.0,,,MY,,0,
10SH00277,X8202,2,0,0,0.0,,,MY,,0,
10SH00278,X8220,3,0,0,0.0,,,MY,,0,
10SH00279,X8241,3,0,0,0.0,,,MY,,0,
10SH00280,X8246,3,0,0,0.0,,,MY,,0,
10SH00281,X8247,3,0,0,0.0,,,MY,,0,
10SH00282,X8260,3,0,0,0.0,,,MY,,0,
10SH00283,X8276,2,0,0,0.0,,,MY,,0,
10SH00284,X8279,2,0,0,0.0,,,MY,,0,
10SH00285,X8313,3,0,0,0.0,,,MY,,0,
10SH00286,X8314,2,0,0,0.0,,,MY,,0,
10SH00287,X8321,3,0,0,0.0,,,MY,,0,
10SH00288,X8336,3,0,0,0.0,,,MY,,0,
10SH00289,X8366,3,0,0,0.0,,,MY,,0,
10SH00290,X8367,3,0,0,0.0,,,MY,,0,
10SH00291,X8378,2,0,0,0.0,,,MY,,0,
10SH00292,X8387,3,0,0,0.0,,,MY,,0,
10SH00293,X8392,3,0,0,0.0,,,MY,,0,
10SH00294,X8393,2,0,0,0.0,,,MY,,0,
10SH00295,X8398,2,0,0,0.0,,,MY,,0,
10SH00296,X8415,3,0,0,0.0,,,MY,,0,
10SH00297,Z7015,2,0,0,0.0,,,97,,0,
10SH00298,Z7959,2,0,52,5.2,,,97,,0,
10SH00299,Z9125,2,0,0,0.0,,,97,,0,
10SH00300,Z9221,2,0,0,0.0,,,30,,0,
10SH00301,Z9231,2,0,0,0.0,,,33,,0,
10SH00302,Z9550,2,0,0,0.0,,,33,,0,
10SH00303,H4422,2,0,84,8.4,,,30,,0,
10SH00304,R6693,2,0,96,9.6,,,07,,0,
10SH00305,T1305,2,0,72,7.2,,2010-02-17,02,,0,
10SH00306,X6827,2,0,96,9.6,,2010-02-17,T3,,0,
10SH00307,T1492,2,0,88,8.8,,2010-02-17,02,,0,
10SH00308,T1957,2,0,94,9.4,,2010-02-17,02,,0,
10SH00309,X4493,2,0,70,7.0,,2010-02-17,TC,,0,
10SH00310,T1991,2,0,86,8.6,,2010-02-17,02,,0,
10SH00311,T1647,2,0,104,10.4,,2010-02-17,02,,0,
10SH00312,T0599,2,0,76,7.6,,2010-02-17,02,,0,
10SH00313,T1093,2,0,114,11.4,,2010-02-17,02,,0,
10SH00314,T2119,2,0,98,9.8,,2010-02-17,02,,0,
10SH00315,T0880,2,0,112,11.2,,2010-02-17,02,,0,
10SH00316,T1296,2,0,90,9.0,,2010-02-17,02,,0,
10SH00317,T0902,2,0,138,13.8,,2010-02-17,02,,0,
10SH00318,T1785,2,0,114,11.4,,2010-02-17,02,,0,
10SH00319,T2132,2,0,96,9.6,,2010-02-17,02,,0,
10SH00320,T0685,2,0,130,13.0,,2010-02-17,02,,0,
10SH00321,T9949,2,0,114,11.4,,2010-02-17,02,,0,
10SH00322,H2722,2,0,96,9.6,,2010-02-17,33,,0,
10SH00323,R6445,2,0,124,12.4,,2010-02-17,07,,0,
10SH00324,T1988,2,0,120,12.0,,2010-02-17,02,,0,
10SH00325,T2334,2,0,126,12.6,,2010-02-17,02,,0,
10SH00326,T2201,2,0,124,12.4,,2010-02-17,02,,0,
10SH00327,X6668,2,0,64,6.4,,2010-02-17,T3,,0,
10SH00328,T2164,2,0,72,7.2,,2010-02-17,02,,0,
10SH00329,T0883,2,0,146,14.6,,2010-02-17,02,,0,
10SH00330,T2066,2,0,110,11.0,,2010-02-17,02,,0,
10SH00331,T1954,2,0,94,9.4,,2010-02-17,02,,0,
10SH00332,T1122,2,0,80,8.0,,2010-02-17,02,,0,
10SH00333,T1633,2,0,116,11.6,,2010-02-17,02,,0,
10SH00334,X4679,2,0,88,8.8,,2010-02-17,TC,,0,
10SH00335,T1155,2,0,108,10.8,,2010-02-17,02,,0,
10SH00336,T1065,2,0,92,9.2,,2010-02-17,02,,0,
10SH00337,T1039,2,0,146,14.6,,2010-02-17,02,,0,
10SH00338,T1921,2,0,84,8.4,,2010-02-17,02,,0,
10SH00339,H2093,2,0,62,6.2,,2010-02-17,30,,0,
10SH00340,T2151,2,0,120,12.0,,2010-02-17,02,,0,
10SH00341,T1695,2,0,126,12.6,,2010-02-17,02,,0,
10SH00342,T0787,2,0,88,8.8,,2010-02-17,02,,0,
10SH00343,T0406,2,0,116,11.6,,2010-02-17,02,,0,
10SH00344,T1769,2,0,102,10.2,,2010-02-17,02,,0,
10SH00345,T0408,2,0,136,13.6,,2010-02-17,02,,0,
10SH00346,X4794,2,0,84,8.4,,2010-02-17,TC,,0,
10SH00347,T2166,2,0,120,12.0,,2010-02-17,02,,0,
10SH00348,T2121,2,0,78,7.8,,2010-02-17,02,,0,
10SH00349,T1058,2,0,116,11.6,,2010-02-17,02,,0,
10SH00350,T2330,2,0,102,10.2,,2010-02-17,02,,0,
10SH00351,T2250,2,0,90,9.0,,2010-02-17,02,,0,
10SH00352,T0577,2,0,112,11.2,,2010-02-17,02,,0,
10SH00353,T1828,2,0,98,9.8,,2010-02-17,02,,0,
10SH00354,T9914,2,0,100,10.0,,2010-02-17,02,,0,
10SH00355,T1625,2,0,114,11.4,,2010-02-17,02,,0,
10SH00356,T2149,2,0,96,9.6,,2010-02-17,02,,0,
10SH00357,T2057,2,0,98,9.8,,2010-02-17,02,,0,
10SH00358,T1968,2,0,114,11.4,,2010-02-17,02,,0,
10SH00359,T1872,2,0,106,10.6,,2010-02-17,02,,0,
10SH00360,T0805,2,0,94,9.4,,2010-02-17,02,,0,
10SH00361,T1599,2,0,94,9.4,,2010-02-17,02,,0,
10SH00362,T2100,2,0,140,14.0,,2010-02-17,02,,0,
10SH00363,T1978,2,0,84,8.4,,2010-02-17,02,,0,
10SH00364,T1300,2,0,116,11.6,,2010-02-17,02,,0,
10SH00365,T1357,2,0,78,7.8,,2010-02-17,02,,0,
10SH00366,T2197,2,0,106,10.6,,2010-02-17,02,,0,
10SH00367,T1593,2,0,92,9.2,,2010-02-17,02,,0,
10SH00368,X5871,2,0,134,13.4,,2010-02-17,TC,,0,
10SH00369,H2582,2,0,98,9.8,,2010-02-17,33,,0,
10SH00370,T1566,2,0,98,9.8,,2010-02-17,02,,0,
10SH00371,T1422,2,0,88,8.8,,2010-02-17,02,,0,
10SH00372,X5870,2,0,92,9.2,,2010-02-17,TC,,0,
10SH00373,T0253,2,0,72,7.2,,2010-02-17,02,,0,
10SH00374,T1385,2,0,110,11.0,,2010-02-17,02,,0,
10SH00375,T2335,2,0,102,10.2,,2010-02-17,02,,0,
10SH00376,T2108,2,0,98,9.8,,2010-02-17,02,,0,
10SH00377,T1548,2,0,106,10.6,,2010-02-17,02,,0,
10SH00378,T9806,2,0,114,11.4,,2010-02-17,02,,0,
10SH00379,T1309,2,0,104,10.4,,2010-02-17,02,,0,
10SH00380,T1520,2,0,120,12.0,,2010-02-17,02,,0,
10SH00381,T0850,2,0,94,9.4,,2010-02-17,02,,0,
10SH00382,T2212,2,0,122,12.2,,2010-02-17,02,,0,
10SH00383,T1494,2,0,78,7.8,,2010-02-17,02,,0,
10SH00384,T1654,2,0,82,8.2,,2010-02-17,02,,0,
10SH00385,T2218,2,0,118,11.8,,2010-02-17,02,,0,
10SH00386,X6641,2,0,112,11.2,,2010-02-17,C3,,0,
10SH00387,T1787,2,0,86,8.6,,2010-02-17,02,,0,
10SH00388,T1948,2,0,112,11.2,,2010-02-17,02,,0,
10SH00389,T1487,2,0,66,6.6,,2010-02-17,02,,0,
10SH00390,X6831,2,0,84,8.4,,2010-02-17,T3,,0,
10SH00391,T0035,2,0,114,11.4,,2010-02-17,02,,0,
10SH00392,T2175,2,0,88,8.8,,2010-02-17,02,,0,
10SH00393,T0541,2,0,124,12.4,,2010-02-17,02,,0,
10SH00394,T1832,2,0,78,7.8,,2010-02-17,02,,0,
10SH00395,X5305,2,0,94,9.4,,2010-02-17,TC,,0,
10SH00396,T1931,2,0,80,8.0,,2010-02-17,02,,0,
10SH00397,T1933,2,0,112,11.2,,2010-02-17,02,,0,
10SH00398,T1892,2,0,102,10.2,,2010-02-17,02,,0,
10SH00399,T1660,2,0,96,9.6,,2010-02-17,02,,0,
10SH00400,T0248,2,0,110,11.0,,2010-02-17,02,,0,
10SH00401,T2147,2,0,78,7.8,,2010-02-17,02,,0,
10SH00402,T1293,2,0,126,12.6,,2010-02-17,02,,0,
10SH00403,T2192,2,0,82,8.2,,2010-02-17,02,,0,
10SH00404,T1943,2,0,118,11.8,,2010-02-17,02,,0,
10SH00405,T1673,2,0,96,9.6,,2010-02-17,02,,0,
10SH00406,T1885,2,0,130,13.0,,2010-02-17,02,,0,
10SH00407,T2170,2,0,100,10.0,,2010-02-17,02,,0,
10SH00408,T1302,2,0,126,12.6,,2010-02-17,02,,0,
10SH00409,T9982,2,0,116,11.6,,2010-02-17,02,,0,
10SH00410,T2317,2,0,122,12.2,,2010-02-17,02,,0,
10SH00411,T2017,2,0,110,11.0,,2010-02-17,02,,0,
10SH00412,T0134,2,0,104,10.4,,2010-02-17,02,,0,
10SH00413,T1713,2,0,106,10.6,,2010-02-17,02,,0,
10SH00414,X4980,2,0,130,13.0,,2010-02-17,TC,,0,
10SH00415,T2133,2,0,98,9.8,,2010-02-17,02,,0,
10SH00416,T1622,2,0,92,9.2,,2010-02-17,02,,0,
10SH00417,X6399,2,0,76,7.6,,2010-02-17,TC,,0,
10SH00418,T1927,2,0,92,9.2,,2010-02-17,02,,0,
10SH00419,X5971,2,0,74,7.4,,2010-02-17,TC,,0,
10SH00420,T2303,2,0,96,9.6,,2010-02-17,02,,0,
10SH00421,T2027,2,0,96,9.6,,2010-02-17,02,,0,
10SH00422,T2148,2,0,96,9.6,,2010-02-17,02,,0,
10SH00423,T2326,2,0,112,11.2,,2010-02-17,02,,0,
10SH00424,T1349,2,0,90,9.0,,2010-02-17,02,,0,
10SH00425,X6153,2,0,70,7.0,,2010-02-17,TC,,0,
10SH00426,T2185,2,0,106,10.6,,2010-02-17,02,,0,
10SH00427,T2301,2,0,92,9.2,,2010-02-17,02,,0,
10SH00428,T2105,2,0,112,11.2,,2010-02-17,02,,0,
10SH00429,T1732,2,0,110,11.0,,2010-02-17,02,,0,
10SH00430,T1756,2,0,74,7.4,,2010-02-17,02,,0,
10SH00431,T2332,2,0,88,8.8,,2010-02-17,02,,0,
10SH00432,T2047,2,0,134,13.4,,2010-02-17,02,,0,
10SH00433,T1854,2,0,106,10.6,,2010-02-17,02,,0,
10SH00434,T1297,2,0,86,8.6,,2010-02-17,02,,0,
10SH00435,T2083,2,0,72,7.2,,2010-02-17,02,,0,
10SH00436,T2011,2,0,106,10.6,,2010-02-17,02,,0,
10SH00437,T1952,2,0,118,11.8,,2010-02-17,02,,0,
10SH00438,T1090,2,0,84,8.4,,2010-02-17,02,,0,
10SH00439,X6873,2,0,72,7.2,,2010-02-17,T3,,0,
10SH00440,X6915,2,0,68,6.8,,2010-02-17,T3,,0,
10SH00441,T2173,2,0,82,8.2,,2010-02-17,02,,0,
10SH00442,X6689,2,0,100,10.0,,2010-02-17,TC,,0,
10SH00443,T1738,2,0,86,8.6,,2010-02-17,02,,0,
10SH00444,T0243,2,0,98,9.8,,2010-02-17,02,,0,
10SH00445,X4494,2,0,86,8.6,,2010-02-17,TC,,0,
10SH00446,X4901,2,0,68,6.8,,2010-02-17,TC,,0,
10SH00447,T2125,2,0,140,14.0,,2010-02-17,02,,0,
10SH00448,T1563,2,0,98,9.8,,2010-02-17,02,,0,
10SH00449,T1700,2,0,120,12.0,,2010-02-17,02,,0,
10SH00450,T2168,2,0,90,9.0,,2010-02-17,02,,0,
10SH00451,T2012,2,0,128,12.8,,2010-02-17,02,,0,
10SH00452,T1871,2,0,102,10.2,,2010-02-17,02,,0,
10SH00453,T9903,2,0,90,9.0,,2010-02-17,02,,0,
10SH00454,T1941,2,0,110,11.0,,2010-02-17,02,,0,
