UID,LAMB,SEX,BRWT,WGT,BAND,WDAY,LOT,RMK,ADG,DISP
11SH00052,H3580,1,0,0.0,,0,30,,0,
11SH00053,H3632,2,0,0.0,,0,30,,0,
11SH00054,H3669,3,0,0.0,,0,30,,0,
11SH00055,H3693,1,0,0.0,,0,30,,0,
11SH00056,H3707,2,0,0.0,,0,30,,0,
11SH00057,H3740,2,0,0.0,,0,30,,0,
11SH00058,H3879,2,0,0.0,,0,30,,0,
11SH00059,H3959,2,0,0.0,,0,30,,0,
11SH00060,H4091,2,0,0.0,,0,30,,0,
11SH00061,H4164,1,0,0.0,,0,30,,0,
11SH00062,H4179,2,0,0.0,,0,30,,0,
11SH00063,H4259,2,0,0.0,,0,30,,0,
11SH00064,H4292,2,0,0.0,,0,30,,0,
11SH00065,H4310,2,0,0.0,,0,30,,0,
11SH00066,H4311,2,0,0.0,,0,30,,0,
11SH00067,H4320,2,0,0.0,,0,30,,0,
11SH00068,H4410,2,0,0.0,,0,30,,0,
11SH00069,H4433,2,0,0.0,,0,30,,0,
11SH00070,H4483,2,0,0.0,,0,30,,0,
11SH00071,H4543,2,0,0.0,,0,30,,0,
11SH00072,H4551,2,0,0.0,,0,30,,0,
11SH00073,H4597,1,0,0.0,,0,30,,0,
11SH00074,H4655,2,0,0.0,,0,30,,0,
11SH00075,H4907,2,0,0.0,,0,30,,0,
11SH00076,H4970,2,0,0.0,,0,30,,0,
11SH00077,H4998,1,0,0.0,,0,30,,0,
11SH00078,H5074,2,0,0.0,,0,30,,0,
11SH00079,H5153,2,0,0.0,,0,30,,0,
11SH00080,H5419,2,0,0.0,,0,30,,0,
11SH00081,H5487,1,0,0.0,,0,30,,0,
11SH00082,H5519,2,0,0.0,,0,30,,0,
11SH00083,H5676,2,0,0.0,,0,30,,0,
11SH00084,H5756,2,0,0.0,,0,30,,0,
11SH00085,H5758,1,0,0.0,,0,30,,0,
11SH00086,H6325,2,0,0.0,,0,30,,0,
11SH00087,H6348,1,0,0.0,,0,30,,0,
11SH00088,H6380,1,0,0.0,,0,30,,0,
11SH00089,H6422,1,0,0.0,,0,30,,0,
11SH00090,H6474,1,0,0.0,,0,30,,0,
11SH00091,K1842,2,0,0.0,,0,06,,0,
11SH00092,K2281,2,0,0.0,,0,06,,0,
11SH00093,K3009,2,0,0.0,,0,06,,0,
11SH00094,K3028,2,0,0.0,,0,06,,0,
11SH00095,K3074,2,0,0.0,,0,06,,0,
11SH00096,K3361,2,0,0.0,,0,06,,0,
11SH00097,K3466,2,0,0.0,,0,06,,0,
11SH00098,K3586,2,0,0.0,,0,06,,0,
11SH00099,K3589,2,0,0.0,,0,06,,0,6
11SH00100,K3590,2,0,0.0,,0,06,,0,
11SH00101,K3713,1,0,0.0,,0,06,,0,
11SH00102,K3723,2,0,0.0,,0,06,,0,
11SH00103,K3727,2,0,0.0,,0,06,,0,
11SH00104,K3754,2,0,0.0,,0,06,,0,
11SH00105,K3820,2,0,0.0,,0,06,,0,
11SH00106,K3843,2,0,0.0,,0,06,,0,
11SH00107,K3850,1,0,0.0,,0,06,,0,
11SH00108,K3854,1,0,0.0,,0,06,,0,
11SH00109,K3863,1,0,0.0,,0,06,,0,
11SH00110,K3915,1,0,0.0,,0,06,,0,
11SH00111,K3994,2,0,0.0,,0,06,,0,
11SH00112,K4010,1,0,0.0,,0,06,,0,
11SH00113,K4049,1,0,0.0,,0,06,,0,
11SH00114,K4089,1,0,0.0,,0,06,,0,
11SH00115,K4091,1,0,0.0,,0,06,,0,
11SH00116,K4108,2,0,0.0,,0,06,,0,
11SH00117,K4139,1,0,0.0,,0,06,,0,
11SH00118,K4143,2,0,0.0,,0,06,,0,
11SH00119,K4172,2,0,0.0,,0,06,,0,
11SH00120,K4175,1,0,0.0,,0,06,,0,
11SH00121,K4207,2,0,0.0,,0,06,,0,6
11SH00122,K4241,2,0,0.0,,0,06,,0,
11SH00123,K4245,1,0,0.0,,0,06,,0,
11SH00124,K4261,2,0,0.0,,0,06,,0,
11SH00125,K4268,2,0,0.0,,0,06,,0,
11SH00126,K4298,2,0,0.0,,0,06,,0,
11SH00127,K4347,1,0,0.0,,0,06,,0,
11SH00128,K4354,2,0,0.0,,0,06,,0,
11SH00129,K4405,2,0,0.0,,0,06,,0,
11SH00130,K4494,2,0,0.0,,0,06,,0,6
11SH00131,K4508,1,0,0.0,,0,06,,0,
11SH00132,K4535,2,0,0.0,,0,06,,0,
11SH00133,K4579,2,0,0.0,,0,06,,0,
11SH00134,K4723,2,0,0.0,,0,06,,0,
11SH00135,K4729,1,0,0.0,,0,06,,0,
11SH00136,K4732,2,0,0.0,,0,06,,0,
11SH00137,K4735,1,0,0.0,,0,06,,0,
11SH00138,L0130,2,0,0.0,,0,PC,,0,
11SH00139,L0138,2,0,0.0,,0,PC,,0,
11SH00140,R1974,2,0,0.0,,0,07,,0,
11SH00141,R2227,2,0,0.0,,0,43,,0,
11SH00142,R2374,2,0,0.0,,0,43,,0,
11SH00143,R2384,2,0,0.0,,0,07,,0,
11SH00144,R2864,2,0,0.0,,0,07,,0,
11SH00145,R3085,2,0,0.0,,0,07,,0,
11SH00146,R3303,2,0,0.0,,0,43,,0,
11SH00147,R3377,2,0,0.0,,0,07,,0,
11SH00148,R3383,2,0,0.0,,0,07,,0,
11SH00149,R3432,2,0,0.0,,0,07,,0,
11SH00150,R3662,2,0,0.0,,0,43,,0,
11SH00151,R3670,2,0,0.0,,0,07,,0,
11SH00152,R4101,2,0,0.0,,0,07,,0,
11SH00153,R4114,2,0,0.0,,0,07,,0,
11SH00154,R4216,2,0,0.0,,0,07,,0,
11SH00155,R4336,2,0,0.0,,0,07,,0,
11SH00156,R4424,2,0,0.0,,0,07,,0,6
11SH00157,R4434,2,0,0.0,,0,07,,0,
11SH00158,R4442,2,0,0.0,,0,07,,0,
11SH00159,R4603,2,0,0.0,,0,07,,0,
11SH00160,R4617,2,0,0.0,,0,07,,0,
11SH00161,R4688,2,0,0.0,,0,07,,0,
11SH00162,R4713,2,0,0.0,,0,07,,0,
11SH00163,R4769,2,0,0.0,,0,07,,0,
11SH00164,R4788,2,0,0.0,,0,07,,0,
11SH00165,R4822,2,0,0.0,,0,07,,0,
11SH00166,R4961,2,0,0.0,,0,07,,0,
11SH00167,R5050,2,0,0.0,,0,07,,0,
11SH00168,R5128,2,0,0.0,,0,07,,0,
11SH00169,R5462,1,0,0.0,,0,07,,0,
11SH00170,R5545,1,0,0.0,,0,07,,0,
11SH00171,R5568,2,0,0.0,,0,07,,0,
11SH00172,R5879,2,0,0.0,,0,07,,0,
11SH00173,R5902,2,0,0.0,,0,07,,0,
11SH00174,R5993,2,0,0.0,,0,07,,0,
11SH00175,R6001,2,0,0.0,,0,07,,0,
11SH00176,R6094,2,0,0.0,,0,07,,0,
11SH00177,R6186,1,0,0.0,,0,07,,0,
11SH00178,R6336,2,0,0.0,,0,07,,0,
11SH00179,R6355,2,0,0.0,,0,07,,0,
11SH00180,R6413,2,0,0.0,,0,07,,0,
11SH00181,R6488,2,0,0.0,,0,07,,0,
11SH00182,R6496,1,0,0.0,,0,07,,0,
11SH00183,R6537,1,0,0.0,,0,07,,0,
11SH00184,R6545,2,0,0.0,,0,07,,0,
11SH00185,R6565,2,0,0.0,,0,07,,0,
11SH00186,R6590,2,0,0.0,,0,07,,0,
11SH00187,R6711,1,0,0.0,,0,07,,0,
11SH00188,R6912,1,0,0.0,,0,07,,0,
11SH00189,R6962,1,0,0.0,,0,07,,0,
11SH00190,R6963,1,0,0.0,,0,07,,0,
11SH00191,R7083,1,0,0.0,,0,07,,0,
11SH00192,R7165,2,0,0.0,,0,07,,0,
11SH00193,R7174,2,0,0.0,,0,07,,0,
11SH00194,R7187,2,0,0.0,,0,07,,0,
11SH00195,R7188,2,0,0.0,,0,07,,0,
11SH00196,R7240,2,0,0.0,,0,07,,0,
11SH00197,R7287,2,0,0.0,,0,07,,0,
11SH00198,R7298,2,0,0.0,,0,07,,0,
11SH00199,R7344,1,0,0.0,,0,07,,0,
11SH00200,R7364,2,0,0.0,,0,07,,0,
11SH00201,R7469,1,0,0.0,,0,07,,0,
11SH00202,R7510,2,0,0.0,,0,07,,0,
11SH00203,R7549,1,0,0.0,,0,07,,0,
11SH00204,R7609,1,0,0.0,,0,07,,0,
11SH00205,R7665,2,0,0.0,,0,07,,0,
11SH00206,R7675,1,0,0.0,,0,07,,0,
11SH00207,R7768,1,0,0.0,,0,07,,0,
11SH00208,R7771,1,0,0.0,,0,07,,0,
11SH00209,R7972,1,0,0.0,,0,07,,0,
11SH00210,R7992,1,0,0.0,,0,07,,0,
11SH00211,R8098,1,0,0.0,,0,07,,0,
11SH00212,R82,1,0,0.0,,0,07,,0,
11SH00213,R8201,1,0,0.0,,0,07,,0,
11SH00214,R8423,2,0,0.0,,0,07,,0,
11SH00215,R8436,1,0,0.0,,0,07,,0,
11SH00216,R8526,1,0,0.0,,0,07,,0,
11SH00217,R8631,2,0,0.0,,0,07,,0,
11SH00218,T0041,2,0,0.0,,0,02,,0,
11SH00219,T0219,2,0,0.0,,0,02,,0,
11SH00220,T0286,2,0,0.0,,0,02,,0,
11SH00221,T0301,2,0,0.0,,0,02,,0,
11SH00222,T0306,2,0,0.0,,0,02,,0,
11SH00223,T0345,2,0,0.0,,0,02,,0,
11SH00224,T0433,2,0,0.0,,0,02,,0,
11SH00225,T0435,2,0,0.0,,0,02,,0,
11SH00226,T0510,2,0,0.0,,0,02,,0,
11SH00227,T0628,2,0,0.0,,0,02,,0,
11SH00228,T0847,1,0,0.0,,0,02,,0,
11SH00229,T0861,2,0,0.0,,0,02,,0,
11SH00230,T0865,1,0,0.0,,0,02,,0,
11SH00231,T0882,2,0,0.0,,0,02,,0,6
11SH00232,T0889,2,0,0.0,,0,02,,0,
11SH00233,T1001,1,0,0.0,,0,02,,0,
11SH00234,T1018,1,0,0.0,,0,02,,0,
11SH00235,T1135,2,0,0.0,,0,02,,0,
11SH00236,T1140,2,0,0.0,,0,02,,0,
11SH00237,T1189,1,0,0.0,,0,02,,0,
11SH00238,T1202,2,0,0.0,,0,02,,0,
11SH00239,T1215,2,0,0.0,,0,02,,0,
11SH00240,T1283,2,0,0.0,,0,02,,0,
11SH00241,T1302,2,0,0.0,,0,02,,0,
11SH00242,T1312,2,0,0.0,,0,02,,0,
11SH00243,T1340,2,0,0.0,,0,02,,0,
11SH00244,T1440,1,0,0.0,,0,02,,0,
11SH00245,T1450,1,0,0.0,,0,02,,0,
11SH00246,T1545,2,0,0.0,,0,02,,0,
11SH00247,T1547,1,0,0.0,,0,02,,0,
11SH00248,T1599,2,0,0.0,,0,02,,0,6
11SH00249,T1604,2,0,0.0,,0,02,,0,
11SH00250,T1669,2,0,0.0,,0,02,,0,
11SH00251,T1719,2,0,0.0,,0,02,,0,
11SH00252,T1730,2,0,0.0,,0,02,,0,
11SH00253,T1731,1,0,0.0,,0,02,,0,
11SH00254,T1843,2,0,0.0,,0,02,,0,
11SH00255,T1942,2,0,0.0,,0,02,,0,
11SH00256,T1960,1,0,0.0,,0,02,,0,
11SH00257,T1982,1,0,0.0,,0,02,,0,
11SH00258,T1996,2,0,0.0,,0,02,,0,
11SH00259,T2082,2,0,0.0,,0,02,,0,
11SH00260,T2175,2,0,0.0,,0,02,,0,
11SH00261,T2204,2,0,0.0,,0,02,,0,
11SH00262,T2274,2,0,0.0,,0,02,,0,
11SH00263,T2361,2,0,0.0,,0,02,,0,
11SH00264,T2381,2,0,0.0,,0,02,,0,
11SH00265,T2390,1,0,0.0,,0,02,,0,
11SH00266,T2401,1,0,0.0,,0,02,,0,
11SH00267,T2485,2,0,0.0,,0,02,,0,6
11SH00268,T2494,2,0,0.0,,0,02,,0,6
11SH00269,T2555,1,0,0.0,,0,02,,0,
11SH00270,T2563,2,0,0.0,,0,02,,0,6
11SH00271,T2651,1,0,0.0,,0,02,,0,
11SH00272,T2653,2,0,0.0,,0,02,,0,
11SH00273,T2657,2,0,0.0,,0,02,,0,
11SH00274,T2752,1,0,0.0,,0,02,,0,
11SH00275,T2870,2,0,0.0,,0,02,,0,
11SH00276,T2881,2,0,0.0,,0,02,,0,
11SH00277,T2895,2,0,0.0,,0,02,,0,
11SH00278,T2900,2,0,0.0,,0,02,,0,
11SH00279,T2905,2,0,0.0,,0,02,,0,
11SH00280,T2924,1,0,0.0,,0,02,,0,
11SH00281,T2931,1,0,0.0,,0,02,,0,
11SH00282,T2937,2,0,0.0,,0,02,,0,
11SH00283,T2959,2,0,0.0,,0,02,,0,
11SH00284,T2968,2,0,0.0,,0,02,,0,
11SH00285,T2979,2,0,0.0,,0,02,,0,
11SH00286,T3038,2,0,0.0,,0,02,,0,
11SH00287,T3058,2,0,0.0,,0,02,,0,
11SH00288,T3145,2,0,0.0,,0,02,,0,
11SH00289,T3183,2,0,0.0,,0,02,,0,
11SH00290,T3215,2,0,0.0,,0,02,,0,
11SH00291,T3217,2,0,0.0,,0,02,,0,
11SH00292,T3224,2,0,0.0,,0,02,,0,
11SH00293,T3244,1,0,0.0,,0,02,,0,
11SH00294,T3286,2,0,0.0,,0,02,,0,
11SH00295,T3367,1,0,0.0,,0,02,,0,
11SH00296,T3378,2,0,0.0,,0,02,,0,
11SH00297,T3379,1,0,0.0,,0,02,,0,
11SH00298,T3389,2,0,0.0,,0,02,,0,
11SH00299,T3403,2,0,0.0,,0,02,,0,
11SH00300,T3421,2,0,0.0,,0,02,,0,
11SH00301,T3447,1,0,0.0,,0,02,,0,
11SH00302,T3450,2,0,0.0,,0,02,,0,
11SH00303,T3527,2,0,0.0,,0,02,,0,
11SH00304,T7280,2,0,0.0,,0,02,,0,
11SH00305,T8816,2,0,0.0,,0,02,,0,
11SH00306,T8938,2,0,0.0,,0,02,,0,
11SH00307,T9267,2,0,0.0,,0,02,,0,
11SH00308,T9528,2,0,0.0,,0,02,,0,
11SH00309,T9604,2,0,0.0,,0,02,,0,
11SH00310,T9879,2,0,0.0,,0,02,,0,
11SH00311,X0755,2,0,0.0,,0,01,Targ*Ramb,0,
11SH00312,X2801,2,0,0.0,,0,97,Suffolk,0,
11SH00313,X3018,1,0,0.0,,0,SC,SC,0,
11SH00314,X3041,1,0,0.0,,0,SC,SC,0,
11SH00315,X3141,1,0,0.0,,0,TS,TS,0,
11SH00316,X3529,2,0,0.0,,0,00,00,0,
11SH00317,X3563,2,0,0.0,,0,TC,TC,0,
11SH00318,X3653,1,0,0.0,,0,TC,TC,0,
11SH00319,X3726,2,0,0.0,,0,SC,SC,0,
11SH00320,X4329,2,0,0.0,,0,TR,TR,0,
11SH00321,X4385,2,0,0.0,,0,TR,TR,0,
11SH00322,X4405,2,0,0.0,,0,97,Suffolk,0,
11SH00323,X4468,1,0,0.0,,0,SC,SC,0,
11SH00324,X4798,1,0,0.0,,0,CS,CS,0,
11SH00325,X4864,2,0,0.0,,0,TC,TC,0,
11SH00326,X4869,2,0,0.0,,0,TR,TR,0,
11SH00327,X4995,2,0,0.0,,0,97,Suffolk,0,
11SH00328,X5055,2,0,0.0,,0,TC,TC,0,
11SH00329,X5178,1,0,0.0,,0,TS,TS,0,
11SH00330,X5276,2,0,0.0,,0,97,Suffolk,0,
11SH00331,X5399,2,0,0.0,,0,TC,TC,0,
11SH00332,X5723,2,0,0.0,,0,T3,T3,0,
11SH00333,X5825,2,0,0.0,,0,TR,TR,0,
11SH00334,X5845,1,0,0.0,,0,TC,TC,0,
11SH00335,X5857,2,0,0.0,,0,TR,TR,0,
11SH00336,X5865,2,0,0.0,,0,T3,T3,0,
11SH00337,X5893,1,0,0.0,,0,TS,TS,0,
11SH00338,X5920,2,0,0.0,,0,TR,TR,0,
11SH00339,X5950,1,0,0.0,,0,SC,SC,0,
11SH00340,X6039,2,0,0.0,,0,TR,TR,0,
11SH00341,X6047,2,0,0.0,,0,TS,TS,0,
11SH00342,X6061,1,0,0.0,,0,97,Suffolk,0,
11SH00343,X6131,1,0,0.0,,0,97,Suffolk,0,
11SH00344,X6133,2,0,0.0,,0,TC,TC,0,
11SH00345,X6149,2,0,0.0,,0,TS,TS,0,
11SH00346,X6226,2,0,0.0,,0,TR,TR,0,
11SH00347,X6264,1,0,0.0,,0,97,Suffolk,0,
11SH00348,X6328,2,0,0.0,,0,TR,TR,0,
11SH00349,X6453,2,0,0.0,,0,SR,SR,0,
11SH00350,X6467,2,0,0.0,,0,CS,CS,0,
11SH00351,X6523,2,0,0.0,,0,T3,T3,0,
11SH00352,X6537,2,0,0.0,,0,TR,TR,0,
11SH00353,X6566,2,0,0.0,,0,TR,TR,0,
11SH00354,X6669,2,0,0.0,,0,T3,T3,0,
11SH00355,X6767,1,0,0.0,,0,97,Suffolk,0,
11SH00356,X6874,2,0,0.0,,0,S3,S3,0,
11SH00357,X6948,2,0,0.0,,0,SC,SC,0,
11SH00358,X6949,2,0,0.0,,0,SC,SC,0,
11SH00359,X7239,2,0,0.0,,0,T3,T3,0,
11SH00360,X7265,2,0,0.0,,0,97,Suffolk,0,
11SH00361,X7334,2,0,0.0,,0,T3,T3,0,6
11SH00362,X7350,2,0,0.0,,0,T3,T3,0,
11SH00363,X7404,2,0,0.0,,0,C3,C3,0,
11SH00364,X7405,1,0,0.0,,0,S3,S3,0,
11SH00365,X7495,2,0,0.0,,0,TS,TS,0,
11SH00366,X7498,1,0,0.0,,0,SC,SC,0,
11SH00367,X7526,2,0,0.0,,0,TC,TC,0,
11SH00368,X7579,1,0,0.0,,0,T3,T3,0,
11SH00369,X7585,1,0,0.0,,0,SC,SC,0,
11SH00370,X7726,2,0,0.0,,0,TS,TS,0,
11SH00371,X7727,2,0,0.0,,0,TS,TS,0,
11SH00372,X7766,2,0,0.0,,0,T3,T3,0,6
11SH00373,X7886,1,0,0.0,,0,S3,S3,0,
11SH00374,X7889,1,0,0.0,,0,C3,C3,0,
11SH00375,X7908,2,0,0.0,,0,T3,T3,0,
11SH00376,X7945,1,0,0.0,,0,C3,C3,0,
11SH00377,X8667,2,0,0.0,,0,CM,CM,0,
11SH00378,X8802,1,0,0.0,,0,97,Suffolk,0,
11SH00379,X8850,2,0,0.0,,0,97,Suffolk,0,
11SH00380,X8874,1,0,0.0,,0,TS,TS,0,
11SH00381,X8875,1,0,0.0,,0,TS,TS,0,
11SH00382,X8882,2,0,0.0,,0,97,Suffolk,0,
11SH00383,X8973,1,0,0.0,,0,CM,CM,0,
11SH00384,X8985,1,0,0.0,,0,TC,TC,0,
11SH00385,X8991,2,0,0.0,,0,TC,TC,0,
11SH00386,X9164,2,0,0.0,,0,00,00,0,
11SH00387,X9207,2,0,0.0,,0,97,Suffolk,0,
11SH00388,X9261,2,0,0.0,,0,TC,TC,0,
11SH00389,X9403,2,0,0.0,,0,00,00,0,
11SH00390,X9494,2,0,0.0,,0,00,00,0,
11SH00391,X9514,2,0,0.0,,0,R3,R3,0,
11SH00392,X9569,2,0,0.0,,0,R3,R3,0,
11SH00393,X9591,2,0,0.0,,0,97,Suffolk,0,
11SH00394,X9603,2,0,0.0,,0,00,00,0,
11SH00395,X9618,2,0,0.0,,0,00,00,0,
11SH00396,X9641,2,0,0.0,,0,00,00,0,
11SH00397,X9649,2,0,0.0,,0,00,00,0,
11SH00398,X9664,2,0,0.0,,0,00,00,0,
11SH00399,X9670,2,0,0.0,,0,00,00,0,
11SH00400,X9686,2,0,0.0,,0,00,00,0,
11SH00401,X9706,2,0,0.0,,0,00,00,0,
11SH00402,X9710,2,0,0.0,,0,00,00,0,
11SH00403,X9719,2,0,0.0,,0,00,00,0,
11SH00404,X9757,2,0,0.0,,0,00,00,0,
11SH00405,Z7015,2,0,0.0,,0,97,Suffolk,0,
11SH00406,Z8953,2,0,0.0,,0,01,Targ*Ramb,0,
11SH00407,Z9125,2,0,0.0,,0,97,Suffolk,0,
11SH00408,Z9221,2,0,0.0,,0,30,30,0,
11SH00409,Z9231,2,0,0.0,,0,33,CP,0,
11SH00410,Z9550,2,0,0.0,,0,33,CP,0,
11SH00411,R8532,1,0,6.4,,48,07,,0,
11SH00412,K3432,2,0,7.6,,48,06,,0,
11SH00413,L0177,2,0,2.8,,48,PC,,0,
11SH00414,L0208,1,0,4.6,,48,PC,,0,
11SH00415,H0850,2,0,8.0,,47,30,,0,
11SH00416,H3174,2,0,4.7,,47,30,,0,
11SH00417,X0346,2,0,6.0,,47,33,CP,0,
11SH00418,R7368,2,0,8.2,,47,07,,0,
11SH00419,R7480,2,0,7.4,,47,07,,0,
11SH00420,R7374,2,0,9.9,,47,07,Lazarus.SeeNat,0,
11SH00421,T2950,2,0,5.2,,47,02,,0,
11SH00422,X6689,2,0,8.4,,46,TC,TC,0,
11SH00423,T1980,2,0,7.8,,46,02,,0,
11SH00424,T1243,2,0,8.8,,46,02,,0,
11SH00425,X8177,2,0,5.0,,46,R3,R3,0,
11SH00426,X8070,2,0,5.2,,46,R3,R3,0,
11SH00427,X8099,2,0,5.6,,46,R3,R3,0,
11SH00428,X8129,2,0,5.2,,46,R3,R3,0,
11SH00429,X8191,2,0,5.0,,46,R3,R3,0,
11SH00430,X7646,2,0,5.8,,46,R3,R3,0,
11SH00431,X7962,2,0,5.0,,46,R3,R3,0,
11SH00432,X8274,2,0,3.4,,46,R3,R3,0,
11SH00433,X7973,2,0,5.2,,46,R3,R3,0,
11SH00434,X8021,2,0,5.4,,46,R3,R3,0,
11SH00435,X7930,2,0,4.0,,46,R3,R3,0,
11SH00436,X7906,2,0,5.6,,46,R3,R3,0,
11SH00437,X7881,2,0,4.8,,46,R3,R3,0,
11SH00438,X7589,2,0,6.0,,46,R3,R3,0,
11SH00439,X7859,2,0,6.0,,46,R3,R3,0,
11SH00440,X8159,2,0,5.6,,46,R3,R3,0,
11SH00441,X8190,2,0,6.0,,46,R3,R3,0,
11SH00442,X7687,2,0,4.8,,46,R3,R3,0,
11SH00443,X7731,2,0,6.0,,46,R3,R3,0,
11SH00444,X7567,2,0,3.8,,46,R3,R3,0,
11SH00445,X8056,2,0,5.8,,46,R3,R3,0,
11SH00446,X7967,2,0,6.0,,46,R3,R3,0,
11SH00447,X7985,2,0,6.6,,46,R3,R3,0,
11SH00448,X7948,2,0,5.2,,46,R3,R3,0,
11SH00449,X8173,2,0,6.8,,46,R3,R3,0,
11SH00450,X8049,2,0,4.6,,46,R3,R3,0,
11SH00451,X8116,2,0,6.2,,46,R3,R3,0,
11SH00452,X7801,2,0,5.4,,46,R3,R3,0,
11SH00453,X7804,2,0,5.5,,46,R3,R3,0,
11SH00454,X7900,2,0,7.2,,46,R3,R3,0,
11SH00455,X7682,2,0,7.2,,46,R3,R3,0,
11SH00456,X7901,2,0,4.6,,46,R3,R3,0,
11SH00457,X7989,2,0,5.4,,46,R3,R3,0,
11SH00458,X8091,2,0,4.2,,46,R3,R3,0,
11SH00459,X7774,2,0,6.2,,46,R3,R3,0,
11SH00460,X8115,2,0,6.0,,46,R3,R3,0,
11SH00461,X8205,2,0,5.8,,46,R3,R3,0,
11SH00462,X8127,2,0,6.2,,46,R3,R3,0,
11SH00463,X8195,2,0,4.8,,46,R3,R3,0,
11SH00464,X7918,2,0,6.4,,46,R3,R3,0,
11SH00465,X8034,2,0,5.0,,46,R3,R3,0,
11SH00466,X7876,2,0,4.0,,46,R3,R3,0,
11SH00467,X7877,2,0,4.6,,46,R3,R3,0,
11SH00468,X8204,2,0,4.8,,46,R3,R3,0,
11SH00469,X7711,2,0,5.0,,46,R3,R3,0,
11SH00470,X7941,2,0,4.0,,46,R3,R3,0,
11SH00471,X7791,2,0,5.0,,46,R3,R3,0,
11SH00472,X7777,2,0,5.3,,46,R3,R3,0,
11SH00473,X7944,2,0,5.3,,46,R3,R3,0,
11SH00474,X7980,2,0,5.2,,46,R3,R3,0,
11SH00475,X8076,2,0,4.0,,46,R3,R3,0,
11SH00476,X8063,2,0,3.8,,46,R3,R3,0,
11SH00477,X7942,2,0,5.0,,46,R3,R3,0,
11SH00478,X7865,2,0,5.4,,46,R3,R3,0,
11SH00479,X8176,2,0,5.8,,46,R3,R3,0,
11SH00480,X7825,2,0,3.6,,46,R3,R3,0,
11SH00481,X7834,2,0,5.2,,46,R3,R3,0,
11SH00482,X8007,2,0,6.3,,46,R3,R3,0,
11SH00483,X7714,2,0,6.0,,46,R3,R3,0,
11SH00484,X7572,2,0,4.6,,46,R3,R3,0,
11SH00485,X7622,2,0,6.0,,46,R3,R3,0,
11SH00486,X7833,2,0,5.0,,46,R3,R3,0,
11SH00487,X8110,2,0,3.8,,46,R3,R3,0,
11SH00488,X7984,2,0,6.4,,46,R3,R3,0,
11SH00489,X8048,2,0,4.6,,46,R3,R3,0,
11SH00490,X7805,2,0,5.8,,46,R3,R3,0,
11SH00491,X8071,2,0,5.8,,46,R3,R3,0,
11SH00492,X8015,2,0,5.6,,46,R3,R3,0,
11SH00493,X7983,2,0,5.2,,46,R3,R3,0,
11SH00494,X7866,2,0,8.5,,46,R3,R3,0,
