UID,ID10,SEX,SHDAY,DAYSH,BGRP,BRD,ETAG,GRFL,GRADE,FLGR1,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
01SH00096,1999640824,1,2001-03-08,67,M,64,K0824,12.4,60,4,,05,2.0,225,2001-05-23,M,91,01
01SH00097,1997044142,1,2001-03-08,67,M,04,A4142,9.8,54,7,,71,4.0,223,2001-05-23,M,0,01
01SH00098,1998446501,1,2001-03-08,67,M,44,T6501,13.0,64,2,,02,3.0,254,2001-05-23,M,85,01
01SH00099,1997639434,1,2001-03-08,67,M,63,K9434,8.0,60,4,,91,4.0,259,2001-05-23,M,0,01
01SH00100,1997639992,1,2001-03-08,67,M,63,K9992,11.8,58,5,,05,4.0,262,2001-05-23,M,75,01
01SH00101,1999640949,1,2001-03-08,67,M,64,K0949,13.0,60,4,,05,2.0,231,2001-05-23,M,86,01
01SH00102,1999447065,1,2001-03-08,67,M,44,T7065,11.8,64,2,,02,2.0,248,2001-05-23,M,105,01
01SH00103,1999046541,1,2001-03-08,67,M,04,A6541,10.0,58,5,,30,2.0,204,2001-05-23,M,104,01
01SH00104,1999046599,1,2001-03-08,67,M,04,A6599,9.4,60,4,,30,2.0,216,2001-05-23,M,87,01
01SH00105,1997639643,1,2001-03-08,67,M,63,K9643,12.2,60,4,,05,4.0,217,2001-05-23,M,92,01
01SH00106,1999110492,1,2001-03-08,67,M,11,R0492,13.6,64,2,,43,2.0,232,2001-05-23,M,105,01
01SH00107,1997639360,1,2001-03-08,67,M,63,K9360,7.8,54,7,,91,4.0,245,2001-05-23,M,0,01
01SH00108,1996445505,1,2001-03-08,67,M,44,T5505,14.0,60,4,,02,5.0,254,2001-05-23,M,92,01
01SH00109,1999046327,1,2001-03-08,67,M,04,A6327,7.0,56,6,,30,2.0,207,2001-05-31,M,80,01
01SH00110,1999110047,1,2001-03-08,67,M,11,R0047,13.6,64,2,,43,2.0,219,2001-05-23,M,100,01
01SH00111,1999110532,1,2001-03-08,67,M,11,R0532,14.8,64,2,,43,2.0,211,2001-05-23,M,80,01
01SH00112,1997639688,1,2001-03-08,67,M,63,K9688,9.4,60,4,,05,4.0,217,2001-05-23,M,82,01
01SH00113,1999046198,1,2001-03-08,67,M,04,A6198,11.6,56,6,,30,2.0,193,2001-05-23,M,95,01
01SH00114,1999046501,1,2001-03-08,67,M,04,A6501,9.2,58,5,,30,2.0,178,2001-05-23,M,90,01
01SH00115,1999110665,1,2001-03-08,67,M,11,R0665,13.6,60,4,,07,2.0,225,2001-05-23,M,100,01
01SH00116,1997639738,1,2001-03-08,67,M,63,K9738,12.4,62,3,,05,4.0,232,2001-05-23,M,80,01
01SH00117,1999447284,1,2001-03-08,67,M,44,T7284,9.6,60,4,,02,2.0,188,2001-05-23,M,82,01
01SH00118,1999046687,1,2001-03-08,67,M,04,A6687,12.8,54,7,,30,2.0,208,2001-05-31,M,84,01
01SH00119,1997044203,1,2001-03-08,67,M,04,A4203,7.2,54,7,,71,4.0,247,2001-05-23,M,0,01
01SH00120,1997639488,1,2001-03-08,67,M,63,K9488,6.2,54,7,,91,4.0,230,2001-05-23,M,0,01
01SH00121,         0,1,2001-03-08,67,M,00,J0093,15.2,50,8,JARVIS,06,4.0,299,2001-05-23,M,90,01
01SH00122,1997639991,1,2001-03-08,67,M,63,K9991,12.2,54,7,,05,4.0,227,2001-05-23,M,91,01
01SH00123,1999110150,1,2001-03-08,67,M,11,R0150,12.6,64,2,,07,2.0,228,2001-05-23,M,75,01
01SH00124,1998640150,1,2001-03-08,67,M,64,K0150,14.0,54,7,,05,3.0,264,2001-05-23,M,100,01
01SH00125,1999110833,1,2001-03-08,67,M,11,R0833,14.0,64,2,,07,2.0,235,2001-05-23,M,91,01
01SH00126,         0,1,2001-03-08,67,M,00,J0131,13.4,56,6,JARVIS,06,4.0,282,2001-05-23,M,79,01
01SH00127,1999046863,1,2001-03-08,67,M,04,A6863,7.6,58,5,,30,2.0,207,2001-05-23,M,82,01
01SH00128,1998640269,1,2001-03-08,67,M,64,K0269,12.6,58,5,,05,3.0,223,2001-05-23,M,95,01
01SH00129,1999046964,1,2001-03-08,67,M,04,A6964,9.2,58,5,,30,2.0,198,2001-05-23,M,90,01
01SH00130,1998640096,1,2001-03-08,67,M,64,K0096,9.4,62,3,,05,3.0,230,2001-05-23,M,70,01
01SH00131,1999640694,1,2001-03-08,67,M,64,K0694,8.4,60,4,,05,2.0,224,2001-05-23,M,82,01
01SH00132,1999110529,1,2001-03-08,67,M,11,R0529,8.2,62,3,,43,2.0,187,2001-05-23,M,88,01
01SH00133,1999110684,1,2001-03-08,67,M,11,R0684,12.8,60,4,,43,2.0,207,2001-05-23,M,89,01
01SH00134,1999447192,1,2001-03-08,67,M,44,T7192,7.2,62,3,,02,2.0,178,2001-05-23,M,78,01
01SH00135,1997639368,1,2001-03-08,67,M,63,K9368,6.2,54,7,,91,4.0,237,2001-05-23,M,0,01
01SH00136,1999447643,1,2001-03-08,67,M,44,T7643,9.8,62,3,,02,2.0,221,2001-05-23,M,82,01
01SH00137,1999046930,1,2001-03-08,67,M,04,A6930,12.0,58,5,,30,2.0,232,2001-05-31,M,99,01
01SH00138,1999640906,1,2001-03-08,67,M,64,K0906,11.8,56,6,,06,2.0,279,2001-05-23,M,86,01
01SH00139,1999110402,1,2001-03-08,67,M,11,R0402,12.6,62,3,,07,2.0,194,2001-05-23,M,84,01
01SH00140,1999046216,1,2001-03-08,67,M,04,A6216,9.2,60,4,,30,2.0,213,2001-05-23,M,86,01
01SH00141,1998446440,1,2001-03-08,67,M,44,T6440,15.0,62,3,,02,3.0,248,2001-05-23,M,80,01
01SH00142,1999110060,1,2001-03-08,67,M,11,R0060,14.6,64,2,,43,2.0,214,2001-05-23,M,81,01
01SH00143,1999640814,1,2001-03-08,67,M,64,K0814,10.6,56,6,,06,2.0,227,2001-05-23,M,86,01
01SH00144,1999640649,1,2001-03-08,67,M,64,K0649,13.6,56,6,,06,2.0,254,2001-05-23,M,90,01
01SH00145,1999110611,1,2001-03-08,67,M,11,R0611,12.8,64,2,,07,2.0,212,2001-05-23,M,102,01
01SH00146,1999110044,1,2001-03-08,67,M,11,R0044,15.2,62,3,,07,2.0,257,2001-05-23,M,82,01
01SH00147,1995445120,1,2001-03-08,67,M,44,T5120,11.0,58,5,T5120? RAM,02,6.0,179,2001-05-23,M,0,01
01SH00148,1999447456,1,2001-03-08,67,M,44,T7456,9.4,62,3,,02,2.0,191,2001-05-23,M,81,01
01SH00149,1999110685,1,2001-03-08,67,M,11,R0685,11.2,62,3,,07,2.0,220,2001-05-23,M,83,01
01SH00150,         0,1,2001-03-08,67,M,00,I0064,10.0,60,4,KRAKOW,02,5.0,244,2001-05-23,M,86,01
01SH00151,1999447320,1,2001-03-08,67,M,44,T7320,8.4,60,4,POOR FLEECE,02,2.0,207,2001-05-23,M,0,01
01SH00152,1999640920,1,2001-03-08,67,M,64,K0920,12.6,54,7,,06,2.0,231,2001-05-23,M,97,01
01SH00153,1999447521,1,2001-03-08,67,M,44,T7521,10.8,62,3,,02,2.0,232,2001-05-23,M,91,01
01SH00154,1999640928,1,2001-03-08,67,M,64,K0928,8.8,62,3,,05,2.0,223,2001-05-23,M,71,01
01SH00155,1999046433,1,2001-03-08,67,M,04,A6433,9.6,54,7,,30,2.0,254,2001-05-23,M,100,01
01SH00156,1999447639,1,2001-03-08,67,M,44,T7639,11.2,62,3,,02,2.0,251,2001-05-23,M,96,01
01SH00157,1999640722,1,2001-03-08,67,M,64,K0722,12.2,54,7,,05,2.0,212,2001-05-23,M,104,01
01SH00158,1999640773,1,2001-03-08,67,M,64,K0773,12.8,60,4,,05,2.0,233,2001-05-23,M,94,01
01SH00159,1999110355,1,2001-03-08,67,M,11,R0355,13.6,60,4,,43,2.0,221,2001-05-23,M,85,01
01SH00160,1999110026,1,2001-03-08,67,M,11,R0026,12.4,58,5,,07,2.0,194,2001-05-23,M,92,01
01SH00161,1997639603,1,2001-03-08,67,M,63,K9603,13.2,60,4,,05,4.0,228,2001-05-23,M,99,01
01SH00162,1998640386,1,2001-03-08,67,M,64,K0386,15.4,54,7,,05,3.0,245,2001-05-23,M,90,01
01SH00163,1999110848,1,2001-03-08,67,M,11,R0848,15.2,64,2,,43,2.0,231,2001-05-23,M,85,01
01SH00164,1999110304,1,2001-03-08,67,M,11,R0304,12.0,64,2,,07,2.0,220,2001-05-23,M,80,01
01SH00165,1998446428,1,2001-03-08,67,M,44,T6428,12.2,60,4,,02,3.0,230,2001-05-23,M,0,01
01SH00166,1999110660,1,2001-03-08,67,M,11,R0660,13.4,62,3,,07,2.0,213,2001-05-23,M,80,01
01SH00167,1997639302,1,2001-03-08,67,M,63,K9302,10.6,58,5,,05,4.0,222,2001-05-23,M,95,01
01SH00168,         0,1,2001-03-08,67,M,00,J0143,13.4,54,7,JARVIS,06,4.0,281,2001-05-23,M,102,01
01SH00169,1999110886,1,2001-03-08,67,M,11,R0886,10.0,64,2,H7,07,2.0,222,2001-05-23,M,96,01
01SH00170,1999046853,1,2001-03-08,67,M,04,A6853,8.4,60,4,,30,2.0,235,2001-05-23,M,75,01
01SH00171,1999046952,1,2001-03-08,67,M,04,A6952,10.0,58,5,,30,2.0,183,2001-05-31,M,84,01
01SH00172,1999110753,1,2001-03-08,67,M,11,R0753,12.8,62,3,,43,2.0,216,2001-05-23,M,80,01
01SH00173,1999447589,1,2001-03-08,67,M,44,T7589,13.6,60,4,,02,2.0,205,2001-05-23,M,92,01
01SH00174,1999110082,1,2001-03-08,67,M,11,R0082,12.6,60,4,,07,2.0,220,2001-05-23,M,83,01
01SH00175,1999447022,1,2001-03-08,67,M,44,T7022,13.6,60,4,,02,2.0,240,2001-05-23,M,93,01
01SH00176,         0,1,2001-03-08,67,M,00,I9221,16.0,60,4,BOZEMAN,02,2.0,280,2001-05-23,M,82,01
01SH00177,1999046655,1,2001-03-08,67,M,04,A6655,9.8,58,5,,30,2.0,202,2001-05-23,M,100,01
01SH00178,1999046220,1,2001-03-08,67,M,04,A6220,6.8,60,4,,30,2.0,197,2001-05-31,M,68,01
01SH00179,1999046140,1,2001-03-08,67,M,04,A6140,8.8,60,4,,30,2.0,196,2001-05-23,M,92,01
01SH00180,1998640299,1,2001-03-08,67,M,64,K0299,10.4,58,5,,05,3.0,252,2001-05-23,M,75,01
01SH00181,1999447345,1,2001-03-08,67,M,44,T7345,12.8,58,5,,02,2.0,194,2001-05-23,M,90,01
01SH00182,1999640782,1,2001-03-08,67,M,64,K0782,13.0,54,7,,05,2.0,233,2001-05-23,M,105,01
01SH00183,1999447053,1,2001-03-08,67,M,44,T7053,13.2,60,4,,02,2.0,235,2001-05-23,M,105,01
01SH00184,1999046563,1,2001-03-08,67,M,04,A6563,9.8,58,5,,30,2.0,198,2001-05-31,M,91,01
01SH00185,1999110414,1,2001-03-08,67,M,11,R0414,13.2,62,3,,07,2.0,198,2001-05-23,M,91,01
01SH00186,1999110613,1,2001-03-08,67,M,11,R0613,13.0,62,3,H6,43,2.0,213,2001-05-23,M,89,01
01SH00187,1999046934,1,2001-03-08,67,M,04,A6934,10.4,58,5,,30,2.0,202,2001-05-31,M,93,01
01SH00188,1999090682,1,2001-03-08,67,M,09,90682,9.4,60,4,,30,2.0,196,2001-05-23,M,0,01
01SH00189,1999640866,1,2001-03-08,67,M,64,K0866,13.4,56,6,,06,2.0,234,2001-05-23,M,105,01
01SH00190,1999110635,1,2001-03-08,67,M,11,R0635,14.2,62,3,,07,2.0,215,2001-05-23,M,84,01
01SH00191,1999110305,1,2001-03-08,67,M,11,R0305,15.2,64,2,,07,2.0,200,2001-05-23,M,115,01
01SH00192,1999640825,1,2001-03-08,67,M,64,K0825,12.2,60,4,,05,2.0,219,2001-05-23,M,95,01
01SH00193,1999110469,1,2001-03-08,67,M,11,R0469,12.2,64,2,,07,2.0,206,2001-05-23,M,78,01
01SH00194,1999447543,1,2001-03-08,67,M,44,T7543,8.4,60,4,,02,2.0,186,2001-05-23,Y,0,01
01SH00195,1999110869,1,2001-03-08,67,M,11,R0869,14.2,62,3,,07,2.0,209,2001-05-23,M,91,01
01SH00196,1999447181,1,2001-03-08,67,M,44,T7181,10.6,60,4,,02,2.0,186,2001-05-23,M,99,01
01SH00197,1999110118,1,2001-03-08,67,M,11,R0118,11.2,64,2,,07,2.0,220,2001-05-23,M,86,01
01SH00198,1999110029,1,2001-03-08,67,M,11,R0029,12.6,62,3,,07,2.0,212,2001-05-23,M,78,01
01SH00199,1999046672,1,2001-03-08,67,M,04,A6672,7.8,60,4,,30,2.0,189,2001-05-23,M,90,01
01SH00200,1999447109,1,2001-03-08,67,M,44,T7109,13.0,62,3,,02,2.0,255,2001-05-23,M,0,01
01SH00201,1999640942,1,2001-03-08,67,M,64,K0942,15.8,54,7,,06,2.0,255,2001-05-23,M,93,01
01SH00202,1995445077,1,2001-03-08,67,M,44,T5077,11.2,60,4,T5077? RAM,02,6.0,221,2001-05-23,M,0,01
01SH00203,1999640905,1,2001-03-08,67,M,64,K0905,15.6,54,7,,06,2.0,288,2001-05-23,M,100,01
01SH00204,1999046761,1,2001-03-08,67,M,04,A6761,10.2,56,6,,30,2.0,212,2001-05-23,M,72,01
01SH00205,1999110375,1,2001-03-08,67,M,11,R0375,10.0,62,3,,07,2.0,206,2001-05-23,M,78,01
01SH00206,1998045493,1,2001-03-08,67,M,04,A5493,11.2,56,6,,30,3.0,0,,L,0,01
01SH00207,1999110612,1,2001-03-08,67,M,11,R0612,15.8,62,3,,43,2.0,209,2001-05-23,M,120,01
01SH00208,1998446590,1,2001-03-08,67,M,44,T6590,11.8,60,4,,02,3.0,0,,L,0,01
01SH00209,1999046994,1,2001-03-08,67,M,04,A6994,8.2,60,4,,30,2.0,235,2001-05-23,M,82,01
01SH00210,1999640646,1,2001-03-08,67,M,64,K0646,10.4,56,6,,05,2.0,216,2001-05-23,M,72,01
01SH00211,1999046925,1,2001-03-08,67,M,04,A6925,9.2,58,5,BLK. SPOT,30,2.0,189,2001-05-23,M,96,01
01SH00212,1999640748,1,2001-03-08,67,M,64,K0748,14.0,56,6,,06,2.0,248,2001-05-23,M,78,01
01SH00213,1999640791,1,2001-03-08,67,M,64,K0791,13.0,60,4,,06,2.0,248,2001-05-23,M,95,01
01SH00214,1999110712,1,2001-03-08,67,M,11,R0712,12.8,64,2,,07,2.0,231,2001-05-23,M,84,01
01SH00215,1999110760,1,2001-03-08,67,M,11,R0760,13.6,60,4,,43,2.0,218,2001-05-23,M,84,01
01SH00216,1999110313,1,2001-03-08,67,M,11,R0313,11.4,62,3,,07,2.0,212,2001-05-23,M,98,01
01SH00217,1999110826,1,2001-03-08,67,M,11,R0826,14.8,64,2,,07,2.0,244,2001-05-23,M,75,01
01SH00218,1999447082,1,2001-03-08,67,M,44,T7082,11.8,64,2,,02,2.0,240,2001-05-23,M,0,01
01SH00219,1999447028,1,2001-03-08,67,M,44,T7028,11.4,62,3,,02,2.0,214,2001-05-23,M,80,01
01SH00220,1999110547,1,2001-03-08,67,M,11,R0547,12.2,62,3,,43,2.0,199,2001-05-23,M,100,01
01SH00221,1999447407,1,2001-03-08,67,M,44,T7407,12.0,62,3,,02,2.0,192,2001-05-23,M,89,01
01SH00222,1999110475,1,2001-03-08,67,M,11,R0475,13.2,62,3,,43,2.0,245,2001-05-23,M,92,01
01SH00223,1999110391,1,2001-03-08,67,M,11,R0391,13.6,64,2,,43,2.0,216,2001-05-23,M,73,01
01SH00224,1999110573,1,2001-03-08,67,M,11,R0573,13.6,62,3,,43,2.0,210,2001-05-23,M,81,01
01SH00225,1999640804,1,2001-03-08,67,M,64,K0804,11.2,58,5,,06,2.0,251,2001-05-23,M,92,01
01SH00226,1999447449,1,2001-03-08,67,M,44,T7449,12.4,60,4,,02,2.0,211,2001-05-23,M,0,01
01SH00227,1999046759,1,2001-03-08,67,M,04,A6759,8.4,58,5,,30,2.0,214,2001-05-31,M,77,01
01SH00228,1999110248,1,2001-03-08,67,M,11,R0248,10.6,60,4,,43,2.0,223,2001-05-23,M,85,01
