UID,LAMB,SEX,BRWT,GRFL,FLWT,BAND,WDAY,LOT,RMK,ADG,DISP
15SH00032,T4468,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00033,T2849,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00034,H7339,2,0,10.4,104,,48,30,WF Mat. Ewe,0,
15SH00035,R8309,2,0,12.6,126,,48,07,WF Mat. Ewe,0,
15SH00036,T2636,2,0,13.2,132,,48,02,WF Mat. Ewe,0,
15SH00037,R9026,2,0,9.2,92,,48,07,WF Mat. Ewe,0,
15SH00038,T4671,2,0,11.6,116,,48,02,WF Mat. Ewe,0,
15SH00039,R8658,2,0,10.0,100,,48,07,WF Mat. Ewe,0,
15SH00040,R8663,2,0,13.4,134,,48,07,WF Mat. Ewe,0,
15SH00041,L1225,2,0,9.0,90,,48,PC,Smut Mat. Ewe,0,
15SH00042,H7133,2,0,5.7,57,,48,30,WF Mat. Ewe,0,
15SH00043,H6807,2,0,6.8,68,,48,30,WF Mat. Ewe,0,
15SH00044,T2075,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00045,R9924,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00046,T4685,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00047,T3148,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00048,T4181,2,0,11.4,114,,48,02,WF Mat. Ewe,0,
15SH00049,T4364,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00050,H6644,2,0,7.6,76,,48,30,WF Mat. Ewe,0,
15SH00051,T4362,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00052,R9870,2,0,10.8,108,,48,07,WF Mat. Ewe,0,
15SH00053,H6921,2,0,6.6,66,,48,30,WF Mat. Ewe,0,
15SH00054,H7632,2,0,8.8,88,,48,30,WF Mat. Ewe,0,
15SH00055,T4535,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00056,R9674,2,0,10.0,100,,48,07,WF Mat. Ewe,0,
15SH00057,T3554,2,0,13.0,130,,48,02,WF Mat. Ewe,0,
15SH00058,T4462,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00059,R9086,2,0,10.2,102,,48,07,WF Mat. Ewe,0,
15SH00060,T4345,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00061,R8437,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00062,R8478,2,0,10.6,106,,48,07,WF Mat. Ewe,0,
15SH00063,R8798,2,0,8.2,82,,48,07,WF Mat. Ewe,0,
15SH00064,T2542,2,0,11.6,116,,48,02,WF Mat. Ewe,0,
15SH00065,R8718,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00066,H8248,2,0,7.6,76,,48,30,WF Mat. Ewe,0,
15SH00067,T4173,2,0,11.6,116,,48,02,WF Mat. Ewe,0,
15SH00068,T5184,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00069,T3662,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00070,T4264,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00071,R8880,2,0,8.8,88,,48,07,WF Mat. Ewe,0,
15SH00072,H6925,2,0,6.0,60,,48,30,WF Mat. Ewe,0,
15SH00073,H7253,2,0,5.8,58,,48,30,WF Mat. Ewe,0,
15SH00074,T5124,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00075,T3821,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00076,R9109,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00077,H6680,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00078,T3638,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00079,R8682,2,0,8.8,88,,48,07,WF Mat. Ewe,0,
15SH00080,H7315,2,0,7.4,74,,48,30,WF Mat. Ewe,0,
15SH00081,T4928,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00082,H7179,2,0,7.6,76,,48,30,WF Mat. Ewe,0,
15SH00083,T5222,2,0,7.5,75,,48,02,WF Mat. Ewe,0,
15SH00084,H6632,2,0,7.3,73,,48,30,WF Mat. Ewe,0,
15SH00085,H6727,2,0,9.2,92,,48,30,WF Mat. Ewe,0,
15SH00086,T5165,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00087,T4119,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00088,T4356,2,0,8.6,86,,48,02,WF Mat. Ewe,0,
15SH00089,T4380,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00090,R8681,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00091,R8848,2,0,8.6,86,,48,07,WF Mat. Ewe,0,
15SH00092,H6916,2,0,6.2,62,,48,30,WF Mat. Ewe,0,
15SH00093,H7379,2,0,9.0,90,,48,30,WF Mat. Ewe,0,
15SH00094,T4810,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00095,T3621,2,0,10.9,109,,48,02,WF Mat. Ewe,0,
15SH00096,R8881,2,0,12.2,122,,48,07,WF Mat. Ewe,0,
15SH00097,T3865,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00098,H6772,2,0,5.4,54,,48,30,WF Mat. Ewe,0,
15SH00099,T2092,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00100,H6597,2,0,8.0,80,,48,30,WF Mat. Ewe,0,
15SH00101,H6885,2,0,6.2,62,,48,30,WF Mat. Ewe,0,
15SH00102,T2089,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00103,T3677,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00104,R8803,2,0,9.2,92,,48,07,WF Mat. Ewe,0,
15SH00105,T4558,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00106,L1418,2,0,8.0,80,,48,PC,WF Mat. Ewe,0,
15SH00107,H6917,2,0,6.2,62,,48,30,WF Mat. Ewe,0,
15SH00108,T2852,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00109,R8766,2,0,12.4,124,,48,07,WF Mat. Ewe,0,
15SH00110,H8032,2,0,6.2,62,,48,30,WF Mat. Ewe,0,
15SH00111,H7033,2,0,6.6,66,,48,30,WF Mat. Ewe,0,
15SH00112,T2662,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00113,T2532,2,0,11.4,114,,48,02,WF Mat. Ewe,0,
15SH00114,H7270,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00115,R9923,2,0,9.0,90,,48,07,WF Mat. Ewe,0,
15SH00116,R9592,2,0,11.4,114,,48,07,WF Mat. Ewe,0,
15SH00117,T5013,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00118,T4936,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00119,T2104,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00120,T2002,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00121,T5041,2,0,8.6,86,,48,02,WF Mat. Ewe,0,
15SH00122,T4154,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00123,T2577,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00124,T2557,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00125,T4972,2,0,13.4,134,,48,02,WF Mat. Ewe,0,
15SH00126,R9634,2,0,9.0,90,,48,07,WF Mat. Ewe,0,
15SH00127,T4360,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00128,T5247,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00129,R9682,2,0,9.0,90,,48,07,WF Mat. Ewe,0,
15SH00130,H6751,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00131,T4804,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00132,T2667,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00133,T3378,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00134,R8703,2,0,9.4,94,,48,07,WF Mat. Ewe,0,
15SH00135,R8886,2,0,7.6,76,,48,07,WF Mat. Ewe,0,
15SH00136,H7082,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00137,H7947,2,0,8.2,82,,48,30,WF Mat. Ewe,0,
15SH00138,H6977,2,0,8.2,82,,48,30,WF Mat. Ewe,0,
15SH00139,T4250,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00140,Z2028,2,0,12.4,124,,48,CM,WF Mat. Ewe,0,
15SH00141,H6884,2,0,7.6,76,,48,30,WF Mat. Ewe,0,
15SH00142,T4733,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00143,R9037,2,0,10.6,106,,48,07,WF Mat. Ewe,0,
15SH00144,T4215,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00145,T4947,2,0,12.2,122,,48,02,WF Mat. Ewe,0,
15SH00146,H8262,2,0,6.2,62,,48,30,WF Mat. Ewe,0,
15SH00147,H6384,2,0,8.4,84,,48,30,WF Mat. Ewe,0,
15SH00148,T2565,2,0,8.0,80,,48,02,WF Mat. Ewe,0,
15SH00149,T5211,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00150,H5592,2,0,8.8,88,,48,30,WF Mat. Ewe,0,
15SH00151,R9918,2,0,13.4,134,,48,07,WF Mat. Ewe,0,
15SH00152,T4941,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00153,T4875,2,0,12.8,128,,48,02,WF Mat. Ewe,0,
15SH00154,T2763,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00155,H5984,2,0,9.0,90,,48,30,WF Mat. Ewe,0,
15SH00156,T4880,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00157,T5217,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00158,R8092,2,0,7.6,76,,48,07,WF Mat. Ewe,0,
15SH00159,H6032,2,0,8.8,88,,48,30,WF Mat. Ewe,0,
15SH00160,Z1572,2,0,9.6,96,,48,CM,WF Mat. Ewe,0,
15SH00161,R9398,2,0,8.2,82,,48,07,WF Mat. Ewe,0,
15SH00162,T3603,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00163,H8301,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00164,T3979,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00165,T5046,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00166,R9566,2,0,9.8,98,,48,07,WF Mat. Ewe,0,
15SH00167,T4174,2,0,12.8,128,,48,02,WF Mat. Ewe,0,
15SH00168,T3248,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00169,T4976,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00170,H5711,2,0,9.0,90,,48,30,WF Mat. Ewe,0,
15SH00171,T4106,2,0,12.8,128,,48,02,WF Mat. Ewe,0,
15SH00172,T4645,2,0,7.8,78,,48,02,WF Mat. Ewe,0,
15SH00173,T4318,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00174,H6850,2,0,10.0,100,,48,30,WF Mat. Ewe,0,
15SH00175,R9570,2,0,10.0,100,,48,07,WF Mat. Ewe,0,
15SH00176,T5177,2,0,7.7,77,,48,02,WF Mat. Ewe,0,
15SH00177,T5176,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00178,T3243,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00179,T4438,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00180,T2602,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00181,T4995,2,0,7.4,74,,48,02,WF Mat. Ewe,0,
15SH00182,T4915,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00183,H6016,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00184,T4909,2,0,10.5,105,,48,02,WF Mat. Ewe,0,
15SH00185,R9735,2,0,13.0,130,,48,07,WF Mat. Ewe,0,
15SH00186,Z1532,2,0,8.0,80,,48,CM,WF Mat. Ewe,0,
15SH00187,T2649,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00188,T4426,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00189,R9602,2,0,7.6,76,,48,07,WF Mat. Ewe,0,
15SH00190,T4108,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00191,H8389,2,0,8.6,86,,48,30,WF Mat. Ewe,0,
15SH00192,T4559,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00193,T4435,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00194,T4676,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00195,R9881,2,0,11.8,118,,48,07,WF Mat. Ewe,0,
15SH00196,T4423,2,0,11.4,114,,48,02,WF Mat. Ewe,0,
15SH00197,R9168,2,0,9.8,98,,48,07,WF Mat. Ewe,0,
15SH00198,T5221,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00199,T4545,2,0,8.0,80,,48,02,WF Mat. Ewe,0,
15SH00200,R7440,2,0,10.8,108,,48,07,WF Mat. Ewe,0,
15SH00201,T4327,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00202,T2145,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00203,X9978,2,0,9.0,90,,48,CM,WF Mat. Ewe,0,
15SH00204,T4247,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00205,T4675,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00206,T4518,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00207,Z1622,2,0,9.6,96,,48,CM,WF Mat. Ewe,0,
15SH00208,T2488,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00209,R9270,2,0,10.2,102,,48,07,WF Mat. Ewe,0,
15SH00210,Z1297,2,0,11.4,114,,48,CM,WF Mat. Ewe,0,
15SH00211,T4953,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00212,R8425,2,0,14.0,140,,48,07,WF Mat. Ewe,0,
15SH00213,T4917,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00214,H5114,2,0,7.0,70,,48,30,WF Mat. Ewe,0,
15SH00215,T4451,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00216,H5551,2,0,7.8,78,,48,30,WF Mat. Ewe,0,
15SH00217,T3896,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00218,R8223,2,0,9.8,98,,48,07,WF Mat. Ewe,0,
15SH00219,T4879,2,0,10.5,105,,48,02,WF Mat. Ewe,0,
15SH00220,T4276,2,0,10.7,107,,48,02,WF Mat. Ewe,0,
15SH00221,X8659,2,0,7.2,72,,48,CM,WF Mat. Ewe,0,
15SH00222,R8025,2,0,11.6,116,,48,07,WF Mat. Ewe,0,
15SH00223,H5900,2,0,13.2,132,,48,30,WF Mat. Ewe,0,
15SH00224,H7103,2,0,7.2,72,,48,30,WF Mat. Ewe,0,
15SH00225,T3053,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00226,H5725,2,0,6.8,68,,48,30,WF Mat. Ewe,0,
15SH00227,T4748,2,0,9.3,93,,48,02,WF Mat. Ewe,0,
15SH00228,T2560,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00229,R8721,2,0,10.4,104,,48,07,WF Mat. Ewe,0,
15SH00230,T4222,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00231,R9555,2,0,11.2,112,,48,07,WF Mat. Ewe,0,
15SH00232,T3814,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00233,H5998,2,0,8.6,86,,48,30,WF Mat. Ewe,0,
15SH00234,R9208,2,0,14.0,140,,48,07,WF Mat. Ewe,0,
15SH00235,T3751,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00236,T2149,2,0,13.0,130,,48,02,WF Mat. Ewe,0,
15SH00237,T4600,2,0,13.0,130,,48,02,WF Mat. Ewe,0,
15SH00238,R9693,2,0,11.6,116,,48,07,WF Mat. Ewe,0,
15SH00239,T4390,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00240,T3689,2,0,8.0,80,,48,02,WF Mat. Ewe,0,
15SH00241,T3176,2,0,9.3,93,,48,02,WF Mat. Ewe,0,
15SH00242,T4568,2,0,8.6,86,,48,02,WF Mat. Ewe,0,
15SH00243,T3933,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00244,T4789,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00245,T4977,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00246,T3361,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00247,T1880,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00248,T4763,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00249,T2460,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00250,Z1839,2,0,8.4,84,,48,CM,WF Mat. Ewe,0,
15SH00251,T4920,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00252,T3034,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00253,Z0851,2,0,9.0,90,,48,CM,WF Mat. Ewe,0,
15SH00254,T4137,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00255,T4992,2,0,11.5,115,,48,02,WF Mat. Ewe,0,
15SH00256,T4427,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00257,L0673,2,0,5.8,58,,48,PC,WF Mat. Ewe,0,
15SH00258,T2487,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00259,T3568,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00260,T4794,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00261,T5164,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00262,T4003,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00263,T5154,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00264,R9695,2,0,12.0,120,,48,07,WF Mat. Ewe,0,
15SH00265,T3881,2,0,9.5,95,,48,02,WF Mat. Ewe,0,
15SH00266,T4519,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00267,R8087,2,0,11.0,110,,48,07,WF Mat. Ewe,0,
15SH00268,T4102,2,0,7.7,77,,48,02,WF Mat. Ewe,0,
15SH00269,T5053,2,0,12.2,122,,48,02,WF Mat. Ewe,0,
15SH00270,T2885,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00271,T4158,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00272,T4585,2,0,7.8,78,,48,02,WF Mat. Ewe,0,
15SH00273,T4207,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00274,T4134,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00275,T4013,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00276,T2971,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00277,T3443,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00278,T4528,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00279,T4220,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00280,R7949,2,0,11.4,114,,48,07,WF Mat. Ewe,0,
15SH00281,T4520,2,0,12.0,120,,48,02,WF Mat. Ewe,0,
15SH00282,T4300,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00283,T5189,2,0,7.2,72,,48,02,WF Mat. Ewe,0,
15SH00284,X8974,2,0,12.4,124,,48,CM,WF Mat. Ewe,0,
15SH00285,T4758,2,0,8.8,88,,48,02,WF Mat. Ewe,0,
15SH00286,T3314,2,0,12.6,126,,48,02,WF Mat. Ewe,0,
15SH00287,R9733,2,0,8.4,84,,48,07,WF Mat. Ewe,0,
15SH00288,Z1057,2,0,12.4,124,,48,CM,WF Mat. Ewe,0,
15SH00289,T3231,2,0,8.8,88,,48,02,WF Mat. Ewe,0,
15SH00290,T3883,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00291,T4074,2,0,10.7,107,,48,02,WF Mat. Ewe,0,
15SH00292,T3255,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00293,T4708,2,0,8.6,86,,48,02,WF Mat. Ewe,0,
15SH00294,Z1834,2,0,9.6,96,,48,CM,WF Mat. Ewe,0,
15SH00295,T2497,2,0,12.6,126,,48,02,WF Mat. Ewe,0,
15SH00296,T4226,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00297,T4109,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00298,Z1399,2,0,9.6,96,,48,CM,WF Mat. Ewe,0,
15SH00299,T2530,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00300,T5037,2,0,9.2,92,,48,02,WF Mat. Ewe,0,
15SH00301,T4627,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00302,T3551,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00303,T4048,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00304,R7572,2,0,12.4,124,,48,07,WF Mat. Ewe,0,
15SH00305,T4017,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00306,T3645,2,0,12.2,122,,48,02,WF Mat. Ewe,0,
15SH00307,T3741,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00308,Z1597,2,0,9.8,98,,48,CM,WF Mat. Ewe,0,
15SH00309,T4506,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00310,T4749,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00311,R9835,2,0,11.6,116,,48,07,WF Mat. Ewe,0,
15SH00312,T4227,2,0,8.2,82,,48,02,WF Mat. Ewe,0,
15SH00313,T4219,2,0,10.4,104,,48,02,WF Mat. Ewe,0,
15SH00314,T2519,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00315,T2176,2,0,8.6,86,,48,02,WF Mat. Ewe,0,
15SH00316,T3225,2,0,11.8,118,,48,02,WF Mat. Ewe,0,
15SH00317,T3776,2,0,9.9,99,,48,02,WF Mat. Ewe,0,
15SH00318,T3308,2,0,8.8,88,,48,02,WF Mat. Ewe,0,
15SH00319,T4865,2,0,8.8,88,,48,02,WF Mat. Ewe,0,
15SH00320,T4491,2,0,13.7,137,,48,02,WF Mat. Ewe,0,
15SH00321,T5063,2,0,9.8,98,,48,02,WF Mat. Ewe,0,
15SH00322,Z1000,2,0,10.6,106,,48,CM,WF Mat. Ewe,0,
15SH00323,T3146,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00324,T5126,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00325,T5200,2,0,11.4,114,,48,02,WF Mat. Ewe,0,
15SH00326,Z1604,2,0,8.4,84,,48,CM,WF Mat. Ewe,0,
15SH00327,T3760,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00328,T4191,2,0,7.8,78,,48,02,WF Mat. Ewe,0,
15SH00329,T4329,2,0,12.3,123,,48,02,WF Mat. Ewe,0,
15SH00330,T2873,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
15SH00331,T5012,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00332,T4501,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00333,R9809,2,0,10.2,102,,48,07,WF Mat. Ewe,0,
15SH00334,T4975,2,0,9.6,96,,48,02,WF Mat. Ewe,0,
15SH00335,T5048,2,0,8.4,84,,48,02,WF Mat. Ewe,0,
15SH00336,T4039,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00337,T5007,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00338,T4285,2,0,11.6,116,,48,02,WF Mat. Ewe,0,
15SH00339,T4393,2,0,8.0,80,,48,02,WF Mat. Ewe,0,
15SH00340,Z0127,2,0,11.4,114,,48,CM,WF Mat. Ewe,0,
15SH00341,T4129,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00342,T5182,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00343,T5008,2,0,11.2,112,,48,02,WF Mat. Ewe,0,
15SH00344,T3842,2,0,10.2,102,,48,02,WF Mat. Ewe,0,
15SH00345,T3931,2,0,7.8,78,,48,02,WF Mat. Ewe,0,
15SH00346,T4124,2,0,10.0,100,,48,02,WF Mat. Ewe,0,
15SH00347,T4012,2,0,10.8,108,,48,02,WF Mat. Ewe,0,
15SH00348,T4837,2,0,7.2,72,,48,02,WF Mat. Ewe,0,
15SH00349,Z0115,2,0,13.4,134,,48,CM,WF Mat. Ewe,0,
15SH00350,T4006,2,0,11.0,110,,48,02,WF Mat. Ewe,0,
15SH00351,T4956,2,0,10.6,106,,48,02,WF Mat. Ewe,0,
15SH00352,R9846,2,0,9.9,99,,48,07,WF Mat. Ewe,0,
15SH00353,T3354,2,0,9.0,90,,48,02,WF Mat. Ewe,0,
15SH00354,T5020,2,0,12.2,122,,48,02,WF Mat. Ewe,0,
15SH00355,T1990,2,0,9.4,94,,48,02,WF Mat. Ewe,0,
