UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL,NOBN
05LA00011,05,H1047,05,83,e11,H0571,05,1.0,1,30,30,4,0,y,M,031805,77,2,1,.,0.0,1,1,,,88,30,0,77,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-18,0.066,
05LA00012,05,H1047,05,83,e11,H0571,05,1.0,1,30,30,4,0,y,M,031805,77,2,1,.,0.0,1,1,,,88,30,0,77,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-18,0.066,
05LA00013,05,H1132,05,88,e12,P0098,05,1.0,1,30,30,4,0,y,M,032105,80,9,2,.,0.0,1,1,,,88,30,0,80,27,,,,,.,.,.,.,J,1,,1,1,3,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.033,
05LA00014,05,H1132,05,88,e12,P0098,05,1.0,1,30,30,4,0,y,M,032105,80,9,2,.,0.0,1,1,,,88,30,0,80,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.033,
05LA00015,05,H1132,05,88,e12,P0098,05,1.0,1,30,30,4,0,y,M,032105,80,9,2,.,0.0,1,1,,,88,30,0,80,27,,,,,.,.,.,.,J,3,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.033,
05LA00016,05,H1161,05,83,e10,A9073,04,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.051,
05LA00017,05,H1161,05,83,e10,A9073,04,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.051,
05LA00018,05,H1279,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,031705,76,0,1,.,0.0,1,1,,,88,30,0,76,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-17,0.055,
05LA00019,05,H1298,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.061,
05LA00020,05,H1298,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.061,
05LA00021,05,H1312,05,82,e12,P0098,05,1.0,1,30,30,4,0,y,M,032205,81,2,2,.,0.0,1,1,,,88,30,0,81,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.036,
05LA00022,05,H1312,05,82,e12,P0098,05,1.0,1,30,30,4,0,y,M,032205,81,2,2,.,0.0,1,1,,,88,30,0,81,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.036,
05LA00023,05,H1324,05,83,e10,A9073,04,1.0,1,30,30,4,0,y,M,032205,81,2,2,.,0.0,1,1,,,88,30,0,81,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.055,
05LA00024,05,H1324,05,83,e10,A9073,04,1.0,1,30,30,4,0,y,M,032205,81,2,2,.,0.0,1,1,,,88,30,0,81,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.055,
05LA00025,05,H1330,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,031105,70,0,0,.,0.0,1,1,,,88,30,0,70,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-11,0.049,
05LA00026,05,H1384,05,88,e11,H0571,05,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.047,
05LA00027,05,H1384,05,88,e11,H0571,05,1.0,1,30,30,4,0,y,M,032005,79,2,1,.,0.0,1,1,,,88,30,0,79,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.047,
05LA00028,05,K0641,64,68,55K,K1683,64,6.0,6,06,06,1,0,n,G,032005,79,2,2,.,0.0,1,1,,,68,06,0,79,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.036,
05LA00029,05,K0641,64,68,55K,K1683,64,6.0,6,06,06,1,0,n,G,032005,79,2,2,.,0.0,1,1,,,68,06,0,79,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.036,
05LA00030,05,K1659,64,68,57K,K2771,64,4.0,4,06,06,1,0,n,G,030605,65,0,0,.,0.0,1,1,,,68,06,0,65,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-06,0.048,
05LA00031,05,K1797,64,68,52K,K2787,64,4.0,4,06,06,1,0,n,G,030705,66,2,0,.,0.0,1,1,,,68,06,0,66,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-07,0.029,
05LA00032,05,K1797,64,68,52K,K2787,64,4.0,4,06,06,1,0,n,G,030705,66,2,0,.,0.0,1,1,,,68,06,0,66,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-07,0.029,
05LA00033,05,K2112,64,68,51K,K1857,64,3.0,3,06,06,1,0,n,G,032005,79,0,2,.,0.0,1,1,,,68,06,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.019,
05LA00034,05,K2229,64,00,000,T0000,44,3.0,3,05,02,1,2,y,X,031405,73,2,1,.,0.0,1,1,,,00,03,0,73,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-14,0.0,
05LA00035,05,K2229,64,00,000,T0000,44,3.0,3,05,02,1,2,y,X,031405,73,2,1,.,0.0,1,1,,,00,03,0,73,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-14,0.0,
05LA00036,05,K2631,64,68,54K,K1553,64,3.0,3,06,06,1,0,n,G,032005,79,0,2,.,0.0,1,1,,,68,06,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.033,
05LA00037,05,K2878,64,68,55K,00000,00,2.0,2,06,06,1,0,n,X,021005,41,5,3,3,10.0,1,1,X2236,82,00,06,,0,,,,,MISC X LAMB,.,.,.,.,J,1,3,1,1,1,1,1,1.0,94,1,0.0,0,1,2005-02-10,0.0,
05LA00038,05,K2903,64,68,54K,K1553,64,2.0,2,06,06,1,0,n,G,010405,4,0,0,.,0.0,1,1,,,68,06,0,4,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-01-04,0.051,
05LA00039,05,K3004,64,68,e.6,00137,00,1.0,1,06,98,4,0,y,X,031205,71,0,0,.,0.0,5,1,,,00,96,0,71,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-12,0.0,
05LA00040,05,K3024,64,68,e.5,04221,00,1.0,1,06,98,4,0,y,X,031105,70,0,0,.,0.0,5,1,,,00,96,0,70,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-11,0.0,
05LA00041,05,R4288,11,18,e.7,R3179,11,1.0,1,07,07,4,0,y,M,031605,75,0,1,.,0.0,1,1,,,18,07,0,75,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-16,0.037,
05LA00042,05,R4533,11,18,e.8,R3819,11,1.0,1,07,07,4,0,y,M,032105,80,0,1,.,0.0,1,1,,,18,07,0,80,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.039,
05LA00043,05,R4612,11,18,e.8,R3819,11,1.0,1,07,07,4,0,y,M,032005,79,0,1,.,0.0,1,1,,,18,07,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.034,
05LA00044,05,R5023,11,18,TAY,K0000,64,1.0,1,07,06,4,7,y,X,032005,79,0,1,.,0.0,1,1,,,00,04,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.0,
05LA00045,05,S9377,10,11,34R,R2874,11,7.0,7,07,07,2,0,n,M,020805,39,2,0,.,0.0,1,1,,,18,07,0,39,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-02-08,0.04,
05LA00046,05,S9377,10,11,34R,R2874,11,7.0,7,07,07,2,0,n,M,020805,39,2,0,.,0.0,1,1,,,18,07,0,39,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-02-08,0.04,
05LA00047,05,T0005,45,ID,e.2,T7759,44,1.0,1,02,02,4,I,y,I,031605,75,0,1,.,0.0,1,1,,,ID,02,0,75,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-16,0.045,
05LA00048,05,T0095,45,ID,e.0,T8315,44,1.0,1,02,02,4,I,y,I,032005,79,0,1,.,0.0,1,1,,,ID,02,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.03,
05LA00049,05,T0155,45,ID,e.2,T7759,44,1.0,1,02,02,4,I,y,I,031305,72,0,0,.,0.0,1,1,,,ID,02,0,72,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-13,0.027,
05LA00050,05,T8526,44,41,62T,T9593,44,4.0,4,02,02,1,0,n,M,031605,75,2,2,.,0.0,1,1,,,48,02,0,75,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-16,0.017,
05LA00051,05,T8526,44,41,62T,T9593,44,4.0,4,02,02,1,0,n,M,031605,75,2,2,.,0.0,1,1,,,48,02,0,75,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-16,0.017,
05LA00052,05,T9836,44,48,e.2,T7759,44,1.0,1,02,02,4,7,y,S,031305,72,0,0,.,0.0,1,1,,,48,02,0,72,27,,,,,.,.,.,SPG,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-13,0.039,
05LA00053,05,T9843,44,ID,e.2,T7759,44,1.0,1,02,02,4,I,y,I,032105,80,0,1,.,0.0,1,1,,,ID,02,0,80,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.026,
05LA00054,05,T9876,44,48,e.0,T8315,44,1.0,1,02,02,4,7,y,S,031205,71,0,0,.,0.0,1,1,,,48,02,0,71,27,,,,,.,.,.,SPG,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-12,0.022,
05LA00055,05,T9974,44,ID,e.0,T8315,44,1.0,1,02,02,4,I,y,I,032005,79,0,1,.,0.0,1,1,,,ID,02,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.022,
05LA00056,05,X0177,82,00,61T,00000,00,2.0,2,02,02,1,0,y,M,021005,41,5,3,2,10.0,1,1,X2235,82,00,00,6,131,10,,,,MISC X LAMB,.,.,.,.,J,1,3,1,1,1,1,1,1.0,100,1,0.0,0,1,2005-02-10,0.0,
05LA00057,05,X0269,82,00,53K,K2927,64,2.0,2,80,06,1,7,y,N,032205,81,2,2,.,0.0,2,1,,,00,86,0,81,27,,,,,.,.,.,RN,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.0,
05LA00058,05,X0269,82,00,53K,K2927,64,2.0,2,80,06,1,7,y,N,032205,81,2,2,.,0.0,2,1,,,00,86,0,81,27,,,,,.,.,.,RN,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.0,
05LA00059,05,X0408,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,032105,80,5,2,2,11.5,5,1,X2241,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,93,1,0.0,0,1,2005-03-21,0.0,
05LA00060,05,X0423,82,00,58K,00000,00,2.0,2,80,06,1,7,y,N,021005,41,8,3,2,9.5,1,1,X2237,82,00,86,6,140,37,,,,MISC,.,.,.,RN,J,1,3,1,1,2,1,0,0.0,0,1,0.0,0,1,2005-02-10,0.0,
05LA00061,05,X0423,82,00,58K,00000,00,2.0,2,80,06,1,7,y,N,021005,41,8,3,3,9.5,1,1,X2238,82,00,86,,0,,,,,MISC,.,.,.,RN,J,2,3,0,0,,1,1,1.0,99,1,0.0,0,1,2005-02-10,0.0,
05LA00062,05,X0447,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,030505,64,2,0,.,0.0,5,1,,,00,20,0,64,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-05,0.0,
05LA00063,05,X0447,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,030505,64,2,0,.,0.0,5,1,,,00,20,0,64,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-05,0.0,
05LA00064,05,X0698,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,032005,79,8,3,3,12.3,5,1,X2239,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,2,1,1,1.0,85,1,0.0,0,1,2005-03-20,0.0,
05LA00065,05,X0698,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,032005,79,8,3,3,13.7,5,1,X2240,82,00,20,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,82,1,0.0,0,1,2005-03-20,0.0,
05LA00066,05,X0723,82,00,56K,K2595,64,2.0,2,80,06,1,7,y,N,032205,81,0,2,.,0.0,2,1,,,00,86,0,81,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-22,0.0,
05LA00067,05,X0898,82,97,975,Z9841,81,1.0,1,97,97,4,0,y,.,031805,77,0,1,.,0.0,6,1,,,97,97,0,77,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-18,0.107,
05LA00068,05,X0935,82,00,e.5,04221,00,1.0,1,86,98,4,7,y,N,031305,72,0,0,.,0.0,5,1,,,00,99,0,72,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-13,0.0,
05LA00069,05,X0938,82,97,974,Z7885,81,1.0,1,97,97,4,0,y,.,031905,78,0,1,.,0.0,6,1,,,97,97,0,78,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-19,0.049,
05LA00070,05,X0939,82,97,974,Z7885,81,1.0,1,97,97,4,0,y,.,031805,77,0,1,.,0.0,6,1,,,97,97,0,77,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-18,0.049,
05LA00071,05,X0973,82,00,e.6,00137,00,1.0,1,86,98,4,7,y,N,032105,80,0,2,.,0.0,5,1,,,00,99,0,80,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.0,
05LA00072,05,X0994,82,00,974,Z7885,81,1.0,1,00,97,4,1,y,X,031805,77,0,1,.,0.0,5,1,,,00,00,0,77,27,,,,,.,.,.,BLK,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-18,0.002,
05LA00073,05,X1001,82,00,e.6,00137,00,1.0,1,86,98,4,7,y,N,032005,79,0,1,.,0.0,5,1,,,00,99,0,79,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.0,
05LA00074,05,X1054,82,97,975,Z9841,81,1.0,1,97,97,4,0,y,.,032205,81,0,2,.,0.0,6,1,,,97,97,0,81,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-22,0.108,
05LA00075,05,X1065,82,97,975,Z9841,81,1.0,1,97,97,4,0,y,.,031805,77,0,1,.,0.0,6,1,,,97,97,0,77,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-18,0.092,
05LA00076,05,X1111,82,00,974,Z7885,81,1.0,1,00,97,4,1,y,X,032105,80,0,2,.,0.0,5,1,,,00,00,0,80,27,,,,,.,.,.,BLK,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.004,
05LA00077,05,X1167,82,97,975,Z9841,81,1.0,1,97,97,4,0,y,.,032005,79,0,1,.,0.0,6,1,,,97,97,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-20,0.068,
05LA00078,05,X1263,82,00,e.6,00137,00,1.0,1,86,98,4,7,y,N,031005,69,0,0,.,0.0,5,1,,,00,99,0,69,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-10,0.0,
05LA00079,05,X1310,82,00,974,Z7885,81,1.0,1,00,97,4,1,y,X,031105,70,0,0,.,0.0,5,1,,,00,00,0,70,27,,,,,.,.,.,BLK,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-11,0.002,
05LA00080,05,X1388,82,97,974,Z7885,81,1.0,1,97,97,4,0,y,.,032005,79,0,1,.,0.0,6,1,,,97,97,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-20,0.069,
05LA00081,05,X2064,82,00,e.5,04221,00,1.0,1,83,98,4,7,y,N,031805,77,0,1,.,0.0,5,1,,,00,93,0,77,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-18,0.0,
05LA00082,05,Z6878,81,00,ZZZ,Z6389,81,5.0,5,00,97,1,1,y,X,021605,47,2,0,.,0.0,5,1,,,00,00,0,47,27,,,X TOO THIN,,.,.,.,BLK,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-02-16,0.0,
05LA00083,05,Z6878,81,00,ZZZ,Z6389,81,5.0,5,00,97,1,1,y,X,021605,47,2,0,.,0.0,5,1,,,00,00,0,47,27,,,X,,.,.,.,BLK,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-02-16,0.0,
05LA00084,05,Z7892,81,97,972,Z8142,81,3.0,3,97,97,1,0,n,.,030205,61,2,0,.,0.0,6,1,,,97,97,0,61,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,B,2005-03-02,0.033,
05LA00085,05,Z7892,81,97,972,Z8142,81,3.0,3,97,97,1,0,n,.,030205,61,2,0,.,0.0,6,1,,,97,97,0,61,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,B,2005-03-02,0.033,
05LA00086,05,Z8788,81,97,973,Z8655,81,2.0,2,97,97,1,0,n,.,032105,80,2,2,.,0.0,6,1,,,97,97,0,80,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,*,2005-03-21,0.131,
05LA00087,05,Z8788,81,97,973,Z8655,81,2.0,2,97,97,1,0,n,.,032105,80,2,2,.,0.0,6,1,,,97,97,0,80,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,*,2005-03-21,0.131,
05LA00088,05,Z8812,81,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,030705,66,0,0,.,0.0,5,1,,,00,20,0,66,27,,,X,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-07,0.0,
05LA00089,05,Z9109,81,97,972,Z8142,81,2.0,2,97,97,1,0,n,.,031105,70,0,0,.,0.0,6,1,,,97,97,0,70,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,B,2005-03-11,0.024,
05LA00090,05,Z9129,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032005,79,2,2,.,0.0,5,1,,,00,20,0,79,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.0,
05LA00091,05,Z9129,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032005,79,2,2,.,0.0,5,1,,,00,20,0,79,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.0,
05LA00092,05,Z9385,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032005,79,0,2,.,0.0,5,1,,,00,20,0,79,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-20,0.0,
05LA00093,05,Z9407,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032105,80,2,2,.,0.0,5,1,,,00,20,0,80,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.0,
05LA00094,05,Z9407,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032105,80,2,2,.,0.0,5,1,,,00,20,0,80,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-21,0.0,
05LA00095,05,Z9913,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,032205,81,5,3,3,9.1,5,1,X2242,82,00,20,6,84,67,,,,WEAK LAMB,.,.,.,.,J,1,,1,1,1,1,0,0.0,0,0,0.0,0,5,2005-03-22,0.0,
05LA00096,05,X0450,82,00,DAK,Z0000,81,2.0,2,01,97,1,0,y,X,032205,81,5,3,3,15.2,5,1,X2243,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,96,1,0.0,0,1,2005-03-22,0.0,
05LA00097,05,H0895,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,032305,82,2,2,.,0.0,1,1,,,88,30,0,82,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.035,
05LA00098,05,H0895,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,032305,82,2,2,.,0.0,1,1,,,88,30,0,82,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.035,
05LA00099,05,X0903,82,00,e.5,04221,00,1.0,1,86,98,4,7,y,N,032305,82,0,2,.,0.0,5,1,,,00,99,0,82,27,,,,,.,.,.,RN,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.0,
05LA00100,05,H1262,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,032305,82,2,2,.,0.0,1,1,,,88,30,0,82,27,,,,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.037,
05LA00101,05,H1262,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,032305,82,2,2,.,0.0,1,1,,,88,30,0,82,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.037,
05LA00102,05,R1819,11,12,000,T0000,44,5.0,5,43,02,1,2,y,X,032305,82,2,2,.,0.0,1,1,,,00,01,0,82,27,,,"THIN, X",,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.0,
05LA00103,05,R1819,11,12,000,T0000,44,5.0,5,43,02,1,2,y,X,032305,82,2,2,.,0.0,1,1,,,00,01,0,82,27,,,X,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-23,0.0,
