ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MAT,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
D24LA00011,24LA00011,24,X1103,84,,e9,X0000,00,1.0,,00,00,4,,Y,,031124,71,4,N,2.5,2,1,.,.,5.0,5,1,.,,,,1,71,44,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-11,0.0,,,,,
2024841519,24LA00012,24,Y0455,52,,e5,X0055,84,1.0,,Kt,97,4,,Y,,031124,71,8,1,1.5,1,1,0,2,5.3,5,2,X1519,84,A,00,6,71,27,,,UterineInertia,WEAK,7,4,..,,J,1,,1,1,2,1,0,0.0,0,2024-03-11,0.0,,,,,
2024841520,24LA00013,24,Y0455,52,,e5,X0055,84,1.0,,Kt,97,4,,Y,,031124,71,8,1,1.5,1,1,.,.,5.0,5,1,X1520,84,A,00,6,71,27,,,.,L/D,7,4,..,,J,2,,0,0,0,1,0,0.0,0,2024-03-11,0.0,,,,,
D24LA00014,24LA00014,24,M0664,51,,33,Z9958,83,2.0,,LP,SC,1,0,Y,,031124,71,4,N,4.0,2,1,.,.,8.0,5,1,.,,,,1,71,44,,,.,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2024-03-11,0.0,,,,,
D24LA00015,24LA00015,24,M0664,51,,33,Z9958,83,2.0,,LP,SC,1,0,Y,,031124,71,4,N,4.0,2,1,.,.,7.0,2,1,.,,,,1,71,44,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-11,0.0,,,,,
D24LA00016,24LA00016,24,L2758,70,A,18,L3080,70,3.0,,PC,PC,1,0,N,,031224,72,4,N,0.0,0,2,.,.,10.0,5,1,.,,A,,1,72,44,,,TermCSBadMast,.,7,5,..,OR,J,1,,1,1,2,0,0,0.0,0,2024-03-12,0.003,,,,,
D24LA00017,24LA00017,24,L2758,70,A,18,L3080,70,3.0,,PC,PC,1,0,N,,031224,72,4,N,0.0,0,2,.,.,11.0,5,1,.,,A,,1,72,44,,,.,.,7,5,..,OR,J,2,,0,0,0,0,0,0.0,0,2024-03-12,0.003,,,,,
D24LA00018,24LA00018,24,A1862,06,,e2,A1585,06,1.0,,30,30,4,,Y,,031224,72,2,N,4.0,3,1,.,.,7.5,1,1,.,,,,0,72,27,,,.,.,1,1,..,,J,1,,1,1,2,0,0,0.0,0,2024-03-12,0.082,,,,,
D24LA00019,24LA00019,24,A1862,06,,e2,A1585,06,1.0,,30,30,4,,Y,,031224,72,2,N,4.0,3,1,.,.,7.5,1,1,.,,,,0,72,27,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-12,0.082,,,,,
D24LA00020,24LA00020,24,A1872,06,,e2,A1585,06,1.0,,30,30,4,,Y,,031224,72,0,N,4.5,2,.,.,.,0.0,.,.,.,,,,0,72,27,,,"Lambed,notfound",NOT.FOUND,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2024-03-12,0.086,,,,,
D24LA00021,24LA00021,24,L3528,70,A,29,L3531,70,2.0,,PC,PC,1,0,N,,031224,72,2,N,2.0,1,2,.,.,5.0,5,1,.,,A,,0,72,27,,,.,.,2,1,..,OR,J,1,,1,1,2,0,0,0.0,0,2024-03-12,0.01,,,,,
D24LA00022,24LA00022,24,L3528,70,A,29,L3531,70,2.0,,PC,PC,1,0,N,,031224,72,2,N,2.0,1,2,.,.,8.0,5,1,.,,A,,0,72,27,,,.,.,2,1,..,OR,J,2,,0,0,0,0,0,0.0,0,2024-03-12,0.01,,,,,
2024841521,24LA00023,24,Z4901,83,,BL,Z8626,83,7.0,,BL,97,1,7,Y,,031224,72,8,N,0.0,0,2,.,.,9.0,9,1,X1521,84,A,BL,6,72,27,,,TERM.CS,L/D,7,5,..,,J,1,,1,1,2,1,0,0.0,0,2024-03-12,0.001,,,,,
2024841522,24LA00024,24,Z4901,83,,BL,Z8626,83,7.0,,BL,97,1,7,Y,,031224,72,8,N,0.0,0,1,.,.,9.5,5,1,X1522,84,A,00,6,72,66,,,.,L/D.Premature,7,5,..,,J,2,,0,0,0,1,0,0.0,0,2024-03-12,0.001,,,,,
2024645565,24LA00025,24,K5497,64,,4,K5501,64,2.0,,06,06,1,,N,,031224,72,5,1,3.5,1,3,2,2,13.6,1,1,K5565,64,,06,6,75,85,,8,.,DUMBWONTNURSE,8,4,..,,J,1,,1,1,1,1,,,,2024-03-12,0.039,,,,,
2024062052,24LA00026,24,H9974,05,,37,A1164,06,6.0,,30,30,1,7,Y,,031224,72,9,0,3.5,2,3,0,3,8.0,1,1,A2052,06,,30,,,,X0653,-,X.SACRAL.MASS,.,1,1,..,,J,1,,1,1,3,1,1,0.5,92,2024-03-12,0.046,47,128,H,,
D24LA00027,24LA00027,24,H9974,05,,37,A1164,06,6.0,,30,30,1,7,Y,,031224,72,9,0,3.5,2,2,.,.,12.0,1,1,.,,,,1,72,44,,,.,.,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-12,0.046,,,,,
D24LA00028,24LA00028,24,H9974,05,,37,A1164,06,6.0,,30,30,1,7,Y,,031224,72,9,0,3.5,2,1,.,.,6.5,1,1,.,,,,1,72,44,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2024-03-12,0.046,,,,,
D24LA00029,24LA00029,24,Z9925,83,A,6,Z8969,83,2.0,,97,97,1,0,N,,031324,73,4,1,3.0,3,1,.,.,8.0,6,1,.,,A,,1,73,44,,,.,.,1,1,..,RPR,J,1,,1,1,2,0,0,0.0,0,2024-03-13,0.019,,,,,
D24LA00030,24LA00030,24,Z9925,83,A,6,Z8969,83,2.0,,97,97,1,0,N,,031324,73,4,1,3.0,3,2,.,.,7.0,6,1,.,,A,,1,73,44,,,.,.,1,1,..,RPR,J,2,,0,0,0,0,0,0.0,0,2024-03-13,0.019,,,,,
2024704266,24LA00031,24,Z9756,83,,31,X0087,84,2.0,,C3,S3,1,0,N,,031324,73,5,1,3.5,3,2,0,2,9.6,5,1,L4266,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,84,2024-03-13,0.043,46,128,H,,
2024520521,24LA00032,24,Y0314,00,,45,Y0520,00,5.0,,Kt,Kt,1,,Y,,031324,73,9,0,3.5,1,3,0,3,7.9,8,1,Y0521,52,,Kt,6,75,67,,,.,WEAK.ADR,8,4,..,PUR,J,1,,1,1,3,1,,,,2024-03-13,0.0,,,,,
D24LA00033,24LA00033,24,Y0314,00,,45,Y0520,00,5.0,,Kt,Kt,1,,Y,,031324,73,9,0,3.5,1,2,.,.,9.0,1,1,.,,,,1,73,44,,,.,.,8,4,..,PUR,J,2,,0,0,0,0,0,0.0,0,2024-03-13,0.0,,,,,
D24LA00034,24LA00034,24,Y0314,00,,45,Y0520,00,5.0,,Kt,Kt,1,,Y,,031324,73,9,0,3.5,1,2,.,.,7.0,8,1,.,,,,1,73,44,,,.,.,8,4,..,PUR,J,3,,0,0,0,0,0,0.0,0,2024-03-13,0.0,,,,,
2024520522,24LA00035,24,Y0170,52,,AI,Y0000,00,2.0,,Kt,Kt,1,,N,,031324,73,8,1,4.0,3,3,0,2,7.1,1,1,Y0522,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,57,2024-03-13,0.0,31,127,1,,
2024520523,24LA00036,24,Y0170,52,,AI,Y0000,00,2.0,,Kt,Kt,1,,N,,031324,73,8,1,4.0,3,2,0,2,6.6,2,1,Y0523,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,63,2024-03-13,0.0,31,127,1,,
2024841523,24LA00037,24,Z8532,83,A,8,Z9801,83,3.0,,97,97,1,0,N,,031324,73,5,1,3.5,2,2,0,2,13.0,6,1,X1523,84,A,97,,,,,,.,.,1,1,..,RPR,J,1,,1,1,1,1,1,1.0,112,2024-03-13,0.022,63,129,H,,
2024841524,24LA00038,24,X0188,84,A,6,Z8969,83,2.0,,97,97,1,0,N,,031324,73,9,0,3.0,3,3,0,2,5.4,6,1,X1524,84,A,97,3,74,93,,8,TOOTALLFORLAMBS,1ST.PREMIE,1,1,..,RPR,J,1,,1,1,3,1,0,0.0,0,2024-03-13,0.022,,,,,
2024841525,24LA00039,24,X0188,84,A,6,Z8969,83,2.0,,97,97,1,0,N,,031324,73,9,0,3.0,3,3,0,2,6.0,6,1,X1525,84,A,97,3,74,93,,8,.,PREMIE,2,4,..,RPR,J,2,,0,0,0,1,0,0.0,0,2024-03-13,0.022,,,,,
D24LA00040,24LA00040,24,X0188,84,A,6,Z8969,83,2.0,,97,97,1,0,N,,031324,73,9,0,3.0,3,1,.,.,4.5,6,1,.,,A,,0,73,27,,,.,.,2,4,..,RPR,J,3,,0,0,0,0,0,0.0,0,2024-03-13,0.022,,,,,
2024841526,24LA00041,24,L3755,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,031324,73,8,1,3.0,3,2,0,2,9.5,5,1,X1526,84,A,00,6,128,01,,,.,NO.BANDS,3,4,..,OR,J,1,,1,1,2,1,,,,2024-03-13,0.0,,,,,
2024841527,24LA00042,24,L3755,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,031324,73,8,1,3.0,3,1,.,.,9.3,5,1,X1527,84,A,00,6,73,27,,,.,L/D,3,4,..,OR,J,2,,0,0,0,1,0,0.0,0,2024-03-13,0.0,,,,,
D24LA00043,24LA00043,24,X0638,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,031324,73,0,N,3.0,1,.,.,.,0.0,.,.,.,,A,,0,73,27,,,NOLAMBFOUND,NOT.FOUND,1,1,..,PUR,J,1,,1,1,1,0,0,0.0,0,2024-03-13,0.0,,,,,
D24LA00044,24LA00044,24,S3941,12,,52,S3036,12,2.0,,07,07,2,0,N,,031324,73,0,N,4.5,3,.,.,.,0.0,.,.,.,,,,0,73,27,,,NOLAMBFOUND,NOT.FOUND,1,1,..,RED,J,1,,1,1,1,0,0,0.0,0,2024-03-13,0.056,,,,,
D24LA00045,24LA00045,24,A1974,06,,e1,A1481,06,1.0,,30,30,4,,Y,,031324,73,0,N,3.5,1,1,.,.,4.5,1,1,.,,,,0,73,27,,,ADR,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2024-03-13,0.111,,,,,
D24LA00046,24LA00046,24,L3219,70,A,25,L3412,70,2.0,,PC,PC,1,0,N,,031424,74,9,0,3.5,3,.,.,.,1.0,.,.,.,,A,,0,74,27,,,.,1ST.MUMMY,6,5,..,OR,J,1,,1,1,3,0,0,0.0,0,2024-03-14,0.012,,,,,
2024704267,24LA00047,24,L3219,70,A,25,L3412,70,2.0,,PC,PC,1,0,N,,031424,74,9,0,3.5,3,2,0,4,6.7,5,1,L4267,70,A,PC,6,74,66,,,.,2ND.Premature,6,5,..,OR,J,2,,0,0,0,1,,,,2024-03-14,0.012,,,,,
D24LA00048,24LA00048,24,L3219,70,A,25,L3412,70,2.0,,PC,PC,1,0,N,,031424,74,9,0,3.5,3,1,.,.,7.0,5,1,.,,A,,1,74,44,,,.,3RD,6,5,..,OR,J,3,,0,0,0,0,0,0.0,0,2024-03-14,0.012,,,,,
D24LA00049,24LA00049,24,X0653,84,A,e9,X0000,00,1.0,,S3,00,4,,Y,,031424,74,1,2,4.5,3,1,.,.,9.0,5,1,.,,A,,1,74,44,A2052,+,.,.,2,4,..,OR,J,1,,1,1,1,0,0,0.5,0,2024-03-14,0.0,,,,,
D24LA00050,24LA00050,24,T8370,45,,e9,X0000,00,1.0,,02,00,4,,Y,,031424,74,0,N,3.0,1,2,.,.,2.0,1,1,.,,,,0,74,27,,,.,.,3,4,..,RED,J,1,,1,1,1,0,0,0.0,0,2024-03-14,0.0,,,,,
2024841528,24LA00051,24,X0710,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,031524,75,5,1,3.5,2,3,0,2,8.8,6,4,X1528,84,A,00,6,90,19,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,,,,2024-03-15,0.0,,,,,
D24LA00052,24LA00052,24,L2364,70,,20,L3221,70,5.0,,PC,PC,1,0,N,,031424,74,1,0,2.0,2,2,2,5,7.0,1,.,.,,,,1,74,44,,,.,.,8,3,..,OR,J,1,,1,1,1,0,0,0.0,0,2024-03-14,0.006,,,,,
D24LA00053,24LA00053,24,X0951,84,A,e9,X0000,00,1.0,,S3,00,4,,Y,,031524,75,0,0,3.5,0,1,2,5,4.0,5,.,.,,A,,0,75,27,,,NOBAG,.,2,3,..,OR,J,1,,1,1,1,0,0,0.0,0,2024-03-15,0.0,,,,,
2024704268,24LA00054,24,L3426,70,A,19,L3208,70,2.0,,PC,PC,1,0,N,,031524,75,8,1,3.0,3,2,0,4,8.2,5,1,L4268,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,76,2024-03-15,0.014,37,128,H,,
2024704269,24LA00055,24,L3426,70,A,19,L3208,70,2.0,,PC,PC,1,0,N,,031524,75,8,1,3.0,3,2,0,4,8.4,5,1,L4269,70,A,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,80,2024-03-15,0.014,36,128,H,,
2024841529,24LA00056,24,Z8912,83,,13,Z9862,83,3.0,,TC,97,1,,N,,031524,75,5,1,3.0,3,2,0,2,15.4,5,1,X1529,84,A,S3,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,100,2024-03-15,0.0,56,128,H,,
2024520524,24LA00057,24,Y0118,00,,44,Y0519,00,5.0,,Kt,Kt,1,,Y,,031524,75,8,1,4.0,3,3,0,2,8.8,3,1,Y0524,52,,Kt,6,79,14,,,NOGRAFTINGEWE,CROOKEDKNEE,3,1,..,PUR,J,1,,1,1,2,1,,,,2024-03-15,0.0,,,,,
2024520525,24LA00058,24,Y0118,00,,44,Y0519,00,5.0,,Kt,Kt,1,,Y,,031524,75,8,1,4.0,3,2,0,2,10.0,2,1,Y0525,52,,Kt,,,,,,.,NOGRAFTMOM,3,1,..,PUR,J,2,,0,0,0,1,1,1.0,83,2024-03-15,0.0,40,128,H,,
D24LA00059,24LA00059,24,X0801,84,,e9,X0000,00,1.0,,LR,00,4,,Y,,031524,75,2,0,1.0,1,1,0,2,5.2,1,1,.,,,,0,75,27,,,DRY,.,4,4,..,,J,1,,1,1,2,0,0,0.0,0,2024-03-15,0.0,,,,,
D24LA00060,24LA00060,24,X0801,84,,e9,X0000,00,1.0,,LR,00,4,,Y,,031524,75,2,0,1.0,1,2,0,2,5.8,1,1,.,,,,0,75,27,,,.,.,4,4,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-15,0.0,,,,,
2024841530,24LA00061,24,Z8885,83,,35,Z7663,83,3.0,,00,TS,1,,Y,,031524,75,8,2,3.0,3,3,0,2,11.2,5,1,X1530,84,A,00,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,82,2024-03-15,0.028,39,127,1,,
2024841531,24LA00062,24,Z8885,83,,35,Z7663,83,3.0,,00,TS,1,,Y,,031524,75,8,2,3.0,3,3,0,2,11.8,5,1,X1531,84,A,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,79,2024-03-15,0.028,37,127,1,,
2024841532,24LA00063,24,X0691,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,031524,75,8,1,3.5,3,2,0,2,7.3,6,1,X1532,84,A,00,6,76,66,,8,.,Weak+Premie,1,1,..,RPR,J,1,,1,1,2,1,0,0.0,0,2024-03-15,0.0,,,,,
2024841533,24LA00064,24,X0691,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,031524,75,8,1,3.5,3,2,0,2,8.0,6,1,X1533,84,A,00,6,87,85,,,.,+Hepatitis,1,1,..,RPR,J,2,,0,0,0,1,,,,2024-03-15,0.0,,,,,
D24LA00065,24LA00065,24,Y0446,52,,e5,X0055,84,1.0,,Kt,97,4,,Y,,031524,75,2,N,4.0,0,2,0,2,8.5,5,1,.,,,,0,75,27,,,DRY,1stWATERBELLY,3,3,..,,J,1,,1,1,2,0,0,0.0,0,2024-03-15,0.0,,,,,
D24LA00066,24LA00066,24,Y0446,52,,e5,X0055,84,1.0,,Kt,97,4,,Y,,031524,75,2,N,4.0,0,1,0,2,9.0,5,1,.,,,,0,75,27,,,.,2ndWATERBELLY,3,3,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-15,0.0,,,,,
D24LA00067,24LA00067,24,L3685,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,031624,76,2,N,3.0,1,2,0,2,4.0,9,1,.,,A,,0,76,27,,,DRY,MUMMY,2,2,..,OR,J,1,,1,1,2,0,0,0.0,0,2024-03-16,0.0,,,,,
D24LA00068,24LA00068,24,L3685,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,031624,76,2,N,3.0,1,2,0,2,3.8,1,1,.,,A,,0,76,27,,,.,MUMMY,2,2,..,OR,J,2,,0,0,0,0,0,0.0,0,2024-03-16,0.0,,,,,
2024062053,24LA00069,24,A1119,06,,40,A1235,06,3.0,,30,30,1,,N,,031624,76,6,1,3.5,3,3,0,2,7.3,1,1,A2053,06,,30,6,80,66,,,.,2ND.Impaction,2,2,..,,J,1,,1,1,2,1,,,,2024-03-16,0.085,,,,,
D24LA00070,24LA00070,24,A1119,06,,40,A1235,06,3.0,,30,30,1,,N,,031624,76,6,1,3.5,3,1,0,2,9.4,1,1,.,,,,1,76,44,,,.,1ST,1,1,..,,J,2,,0,0,0,0,0,0.0,0,2024-03-16,0.085,,,,,
D24LA00071,24LA00071,24,Z8633,83,,32,Z9808,83,3.0,,00,C3,1,0,Y,,031624,76,9,2,3.5,4,2,0,2,9.6,5,1,.,,,,1,76,44,,,LARGEBAGTEATS,.,1,1,..,,J,1,,1,1,3,0,0,0.0,0,2024-03-16,0.0,,,,,
2024841534,24LA00072,24,Z8633,83,,32,Z9808,83,3.0,,00,C3,1,0,Y,,031624,76,9,2,3.5,4,2,0,2,8.2,5,1,X1534,84,A,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,67,2024-03-16,0.0,31,127,1,,
2024841535,24LA00073,24,Z8633,83,,32,Z9808,83,3.0,,00,C3,1,0,Y,,031624,76,9,2,3.5,4,2,0,2,8.0,5,1,X1535,84,A,00,,,,,,.,.,1,1,..,,J,3,,0,0,0,1,1,1.0,77,2024-03-16,0.0,36,127,1,,
2024520526,24LA00074,24,Y0145,00,,44,Y0519,00,4.0,,Kt,Kt,1,,Y,,031524,75,5,1,4.0,3,3,0,2,13.0,2,1,Y0526,52,,Kt,,,,,,.,.,8,1,..,PUR,J,1,,1,1,1,1,1,1.0,108,2024-03-15,0.0,42,128,H,,
2024841536,24LA00075,24,Z7931,83,A,9,Z9805,83,4.0,,97,97,1,0,N,,031624,76,8,2,3.5,2,2,0,2,12.7,6,1,X1536,84,A,97,,,,,,.,1ST,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,100,2024-03-16,0.021,50,129,H,,
2024841537,24LA00076,24,Z7931,83,A,9,Z9805,83,4.0,,97,97,1,0,N,,031624,76,8,2,3.5,2,2,0,2,12.8,6,1,X1537,84,A,97,,,,,,.,2ND,2,2,..,RPR,J,2,,0,0,0,1,1,1.0,100,2024-03-16,0.021,41,129,H,,
2024062054,24LA00077,24,A0970,06,,41,A1538,06,4.0,,30,30,1,,N,,031624,76,8,1,4.0,3,2,0,3,8.4,2,1,A2054,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,72,2024-03-16,0.098,33,127,1,,
2024062055,24LA00078,24,A0970,06,,41,A1538,06,4.0,,30,30,1,,N,,031624,76,8,1,4.0,3,3,0,3,11.1,2,1,A2055,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,71,2024-03-16,0.098,35,127,1,,
2024062056,24LA00079,24,H9980,05,,39,A1231,06,6.0,,30,30,1,,Y,,031624,76,3,1,4.0,3,3,0,2,8.2,1,1,A2056,06,,30,,,,,,.,1ST,1,1,..,,J,1,,1,1,4,1,1,1.0,71,2024-03-16,0.105,36,127,1,,
2024062057,24LA00080,24,H9980,05,,39,A1231,06,6.0,,30,30,1,,Y,,031624,76,3,1,4.0,3,2,0,4,6.7,3,1,A2057,06,,30,,,,,,.,BLSPOTRSHOULDER,1,1,..,,J,2,,0,0,0,1,1,1.0,58,2024-03-16,0.105,24,127,1,,
D24LA00081,24LA00081,24,H9980,05,,39,A1231,06,6.0,,30,30,1,,Y,,031624,76,3,1,4.0,3,1,.,.,2.5,1,1,.,,,,0,76,27,,,.,.,1,1,..,,J,3,,0,0,0,0,0,0.0,0,2024-03-16,0.105,,,,,
D24LA00082,24LA00082,24,H9980,05,,39,A1231,06,6.0,,30,30,1,,Y,,031624,76,3,1,4.0,3,2,.,.,1.5,1,1,.,,,,0,76,27,,,.,.,1,1,..,,J,4,,0,0,0,0,0,0.0,0,2024-03-16,0.105,,,,,
2024062058,24LA00083,24,A1508,06,,38,A1191,06,2.0,,30,30,1,,Y,,031624,76,9,1,3.5,4,2,0,2,5.4,1,1,A2058,06,,30,3,77,93,,8,.,WEAK LAMB,1,1,..,,J,1,,1,1,3,1,0,0.0,0,2024-03-16,0.051,,,,,
2024062059,24LA00084,24,A1508,06,,38,A1191,06,2.0,,30,30,1,,Y,,031624,76,9,1,3.5,4,3,0,2,9.8,1,1,A2059,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,75,2024-03-16,0.051,37,127,1,,
2024062060,24LA00085,24,A1508,06,,38,A1191,06,2.0,,30,30,1,,Y,,031624,76,9,1,3.5,4,3,0,2,8.1,1,3,A2060,06,,30,,,,,,.,.,1,1,..,,J,3,,0,0,0,1,1,1.0,61,2024-03-16,0.051,30,127,1,,
2024841538,24LA00086,24,Z5917,83,,34,Z8655,83,6.0,,SY,T3,1,0,N,,031624,76,8,2,3.5,2,2,0,2,11.3,5,1,X1538,84,,Y3,,,,,,SLOWPROGRESS,1ST,7,4,..,OR,J,1,,1,1,2,1,1,1.0,84,2024-03-16,0.001,43,128,H,,
2024841539,24LA00087,24,Z5917,83,,34,Z8655,83,6.0,,SY,T3,1,0,N,,031624,76,8,2,3.5,2,2,0,2,12.5,5,1,X1539,84,,Y3,,,,,,.,2ND,1,1,..,OR,J,2,,0,0,0,1,1,1.0,98,2024-03-16,0.001,45,128,H,,
2024841540,24LA00088,24,Y0353,52,,e4,X0012,84,1.0,,Kt,97,4,,Y,,031624,76,8,1,3.5,3,3,0,2,9.0,5,1,X1540,84,A,00,,,,,,.,1ST,1,1,..,,J,1,,1,1,2,1,1,1.0,72,2024-03-16,0.0,32,127,1,,
2024841541,24LA00089,24,Y0353,52,,e4,X0012,84,1.0,,Kt,97,4,,Y,,031624,76,8,1,3.5,3,2,0,2,5.7,5,1,X1541,84,A,00,,,,L3834,-,.,2ND,1,1,..,,J,2,,0,0,0,1,1,0.5,71,2024-03-16,0.0,29,127,H,,
D24LA00090,24LA00090,24,L3834,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,031624,76,1,1,2.5,3,1,.,.,12.5,5,1,.,,A,,1,76,44,X1541,+,PROLONGED,.,7,2,..,OR,J,1,,1,1,1,0,0,0.5,0,2024-03-16,0.0,,,,,
2024841542,24LA00091,24,X0155,84,A,11,Z9834,83,2.0,,97,97,1,,N,,031624,76,5,1,3.0,3,2,0,2,10.8,6,1,X1542,84,A,97,,,,,,.,.,1,1,..,RPR,J,1,,1,1,1,1,1,1.0,100,2024-03-16,0.022,54,129,H,,
2024841543,24LA00092,24,Z5296,83,A,12,Z9850,83,6.0,,97,97,1,,N,,031724,77,5,1,4.0,3,3,L,2,16.8,6,1,X1543,84,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,118,2024-03-17,0.0,63,128,H,,
