UID,DAM,DBRD,LNDAM,BPEN,ADAM,STMD,TRT,GRP,DATE,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,DISP,DAYDIS,CAUSE,FONO,RMK,ABEWE,ABLMB,CDNO,SIRE,SBRD,STM,LINE,DAYBRN,FOPU,Y0,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JUWT,JDAY,BAND,SPEC,DATEBN,YR
89LA00044,K2403,63,68,613,30,06,7,,0405,7,2,,0.0,,,,,1,95,44,029544,BROWN BLOB,,51,2,K3281,63,06,68,95,+,0,0,0,0,0,0,5,0,0,0,,,1989-04-05,89
89LA00045,T9534,43,41,T3,10,02,,,,,,,0.0,,,,,,0,,,,,,1,T8888,43,02,41,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00046,M6550,97,97,197,50,97,7,,,,,,0.0,,,,,,0,,,,,,1,00022,97,97,97,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00047,T8872,43,40,402,20,02,,,,,,,0.0,,,,,,0,,,,,,1,T8538,43,02,40,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00048,X5701,80,97,397,10,97,7,,,,,,0.0,,,,,,0,,,,,,1,X4224,80,97,97,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00049,S7478,19,12,841,30,07,,,0402,9,1,2,5.0,1,1,,,1,92,44,,DEFORMED,,49,3,S8258,19,07,12,92,,0,0,0,0,0,0,0,0,0,0,,,1989-04-02,89
89LA00050,M6581,97,97,297,50,97,7,,0406,9,5,2,7.5,6,1,,,1,96,44,,,,,2,M9218,97,97,97,96,,0,0,0,0,0,0,0,0,0,0,,,1989-04-06,89
89LA00051,S9024,19,12,R1,10,07,7,,,,,,0.0,,,,,,0,,,,,,1,S8096,19,07,1x,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00052,L2530,03,70,P2,10,30,7,,0407,0,1,,0.0,,,,,0,0,,,WILD,27,,1,L1233,03,30,7x,97,,1,1,1,1,0,0,0,0,0,0,,,1989-04-07,89
89LA00053,Y8368,02,70,701,40,30,,,0404,9,1,,0.0,,,,,0,0,,972719,,,,1,L0795,03,30,70,94,+,1,1,1,3,0,0,5,0,0,0,,,1989-04-04,89
89LA00054,M8559,94,67,BF3,40,56,3,,0414,9,0,,0.0,,,,,0,0,,,,,,3,00000,97,59,00,104,,0,0,0,0,0,0,0,0,0,0,,C,1989-04-14,89
89LA00055,X0517,80,47,  2,40,55,7,,0503,7,4,2,9.3,5,1,,,1,123,44,,,,,2,00000,97,58,00,123,,0,0,0,0,0,0,0,0,0,0,,2,1989-05-03,89
89LA00056,K1869,63,61,  1,30,06,7,,,,,,0.0,,,,,,0,,,,,,1,X1162,80,59,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00057,Y9104,02,71,713,30,30,,,0409,4,4,2,8.2,1,1,,,1,99,44,,COLD,,79,2,L2370,03,30,71,99,,0,0,0,0,0,0,0,0,0,0,,,1989-04-09,89
89LA00058,M6581,97,97,297,50,97,7,,0406,9,5,1,8.2,6,1,,,1,96,44,822480,,,,1,M9218,97,97,97,96,+,1,1,1,3,0,0,5,0,0,0,,,1989-04-06,89
89LA00059,X4736,80,47,  7,20,55,7,,,,,,0.0,,,,,,0,,,,,,1,S6923,19,58,00,0,,1,1,0,0,0,0,0,0,0,0,P,1,,89
89LA00060,K2721,63,60,602,20,06,,,0413,7,4,2,9.0,1,1,,,1,103,44,,ROTTEN,,50,2,K2735,63,06,60,103,,0,0,0,0,0,0,0,0,0,0,,,1989-04-13,89
89LA00061,K0085,63,61,603,70,06,7,,,,,,0.0,,,,,,0,,,,,,1,K2963,63,06,61,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00062,M6577,97,97,197,50,97,7,,0409,9,1,1,8.2,6,1,,,1,99,44,,,,,3,00022,97,97,97,99,,0,0,0,0,0,0,0,0,0,0,,,1989-04-09,89
89LA00063,L1947,03,70,P3,10,30,,,,,,,0.0,,,,,,0,,,,,,1,L1244,03,30,70,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00064,M3265,94,47,  5,70,55,7,,0522,7,2,1,10.1,1,1,,,1,142,44,,,,,2,Y8923,02,55,00,142,,0,0,0,0,0,0,0,0,0,0,,,1989-05-22,89
89LA00065,S7176,19,13,143,30,07,7,,0510,5,3,1,15.0,5,1,,,6,130,46,898080,CHOKER?,22,,1,00000,97,10,00,130,+,1,1,1,1,1,0,5,0,0,0,,2,1989-05-10,89
89LA00066,M5962,94,45,  3,60,55,7,,0511,1,4,2,13.6,5,1,,,1,131,44,885880,,,,1,00000,97,58,00,131,+,1,1,1,1,0,0,5,0,0,0,,2,1989-05-11,89
89LA00067,Y2152,02,74,733,70,30,7,,,,,,0.0,,,,,,0,,,,,,1,L1407,03,30,7x,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00068,L2525,03,70,P3,10,30,,,0419,1,1,1,9.0,1,1,,,1,109,44,,SAC,26,,1,L1244,03,30,70,109,,1,1,1,1,0,0,0,0,0,0,,,1989-04-19,89
89LA00069,Y8003,02,71,711,40,30,,,0414,9,3,2,7.0,1,1,,,1,104,44,,,,,3,L1999,03,30,71,104,,0,0,0,0,0,0,0,0,0,0,,,1989-04-14,89
89LA00070,M8733,94,00,611,40,56,,,0325,9,3,,0.0,,,,,0,0,,,,,,3,K3515,63,56,00,84,,0,0,0,0,0,0,0,0,0,0,,3,1989-03-25,89
89LA00071,X1020,80,67,BF3,30,56,1,,0425,9,0,2,7.5,5,1,,,1,115,44,,"SICK,DOWN",47,,1,00000,97,59,00,115,,1,1,1,3,0,0,0,0,0,0,,C,1989-04-25,89
89LA00072,K1552,63,63,603,40,06,7,,,,,,0.0,,,,,,0,,,,,,1,K2963,63,06,63,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00073,Y9128,02,70,702,30,30,,,0407,7,3,2,7.0,1,1,,,1,97,44,030544,ROTTEN,,50,2,L0769,03,30,70,97,+,0,0,0,0,0,0,5,0,0,0,,,1989-04-07,89
89LA00074,M6068,94,45,  5,60,55,7,,,,,,0.0,,,,,,0,,,,,,1,Y8923,02,55,00,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00075,X4290,80,47,  3,20,55,7,,,,,,0.0,,,,,,0,,,,,,1,S6865,19,58,00,0,,1,1,0,0,0,0,0,0,0,0,P,1,,89
89LA00076,K2539,63,60,  7,20,06,7,,,,,,0.0,,,,,,0,,,,,,1,S6923,19,09,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00077,T9988,43,41,T2,10,02,,,,,,,0.0,,,,,,0,,,,,,1,T8570,43,02,41,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00078,M8733,94,00,611,40,56,,,0325,9,3,,0.0,,,,,0,0,,,,,,2,K3515,63,56,00,84,,0,0,0,0,0,0,0,0,0,0,,3,1989-03-25,89
89LA00079,L0771,03,71,702,20,30,7,,0330,2,3,,0.0,,,,,0,0,,336903,,,,1,L0769,03,30,71,89,+,1,1,1,2,0,0,5,0,0,0,,,1989-03-30,89
89LA00080,M3684,94,45,  8,70,55,7,,,,,,0.0,,,,,,0,,,,,,1,X3193,80,55,00,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00081,S7113,19,18,114,30,07,7,,,,,,0.0,,,,,,0,,,,,,1,S8817,19,07,11,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00082,M4526,97,97,297,60,97,7,,0401,9,5,1,8.9,6,1,,,1,91,44,,,,,2,M9218,97,97,97,91,,0,0,0,0,0,0,0,0,0,0,,,1989-04-01,89
89LA00083,S9033,19,11,R2,10,07,,,,,,,0.0,,,,,,0,,,,,,1,S8311,19,07,11,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00084,S4605,19,11,112,70,07,,,,,,,0.0,,,,,,0,,,,,,1,S8884,19,07,11,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00085,Y8802,02,76,734,35,30,7,,0407,2,1,,0.0,,,,,0,0,,,,,,1,L0525,03,30,7x,97,,1,1,1,2,0,0,0,0,0,0,,,1989-04-07,89
89LA00086,M7683,94,47,  4,50,55,7,,,,,,0.0,,,,,,0,,,,,,1,X2562,80,55,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00087,X1020,80,67,BF3,30,56,1,,0425,9,0,2,7.5,5,1,,,1,115,44,,,,,2,00000,97,59,00,115,,0,0,0,0,0,0,0,0,0,0,,C,1989-04-25,89
89LA00088,K1456,63,61,612,40,06,,,0413,5,3,2,12.0,1,1,,,6,103,67,370103,SICK LAMB,,,1,K3220,63,06,61,103,+,1,1,1,1,1,0,5,0,0,0,,,1989-04-13,89
89LA00089,L0482,03,75,732,25,30,7,,,,,,0.0,,,,,,0,,,,,,1,L0860,03,30,7x,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00090,M7160,94,47,  4,50,55,7,,,,,,0.0,,,,,,0,,,,,,1,X2562,80,55,00,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00091,X4422,80,47,  1,20,55,7,,0409,2,1,,0.0,,,,,0,0,,,,,,2,X1162,80,56,00,99,,0,0,0,0,0,0,0,0,0,0,,,1989-04-09,89
89LA00092,K2725,63,63,634,20,06,,,,,,,0.0,,,,,,0,,,,,,1,K2712,63,06,63,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00093,K0179,63,61,613,70,06,,,0405,7,3,2,10.0,1,1,,,1,95,44,,,,,2,K3281,63,06,61,95,,0,0,0,0,0,0,0,0,0,0,,,1989-04-05,89
89LA00094,M7002,94,45,  3,50,55,7,,0511,3,1,2,7.1,5,1,,,1,131,44,,,,,3,00000,97,58,00,131,,0,0,0,0,0,0,0,0,0,0,,2,1989-05-11,89
89LA00095,T6683,43,42,802,50,02,,5,0410,7,4,2,9.6,1,1,,,1,100,44,,SAC,26,,2,T8722,43,02,42,100,,0,0,0,0,0,0,0,0,0,0,,,1989-04-10,89
89LA00096,M3699,94,47,  1,70,55,7,,,,,,0.0,,,,,,0,,,,,,1,X1162,80,56,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00097,S7467,19,12,831,30,07,,,,,,,0.0,,,,,,0,,,,,,1,S7875,19,07,12,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00098,M7337,94,67,BF1,50,56,2,,,,,,0.0,,,,,,0,,,,,,1,00000,97,59,00,0,,1,1,0,0,0,0,0,0,0,0,,B,,89
89LA00099,Y3208,02,71,714,70,30,,,0411,9,2,2,10.4,1,1,,,1,101,44,,,,,3,L1985,03,30,71,101,,0,0,0,0,0,0,0,0,0,0,,,1989-04-11,89
89LA00100,S6400,19,13,142,40,07,7,,,,,,0.0,,,,,,0,,,,,,1,S8028,19,07,1x,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00101,Y8802,02,76,734,35,30,7,,0407,2,1,,0.0,,,,,0,0,,,,,,2,L0525,03,30,7x,97,,0,0,0,0,0,0,0,0,0,0,,,1989-04-07,89
89LA00102,M6920,94,45,  1,50,55,7,,,,,,0.0,,,,,,0,,,,,,1,X1162,80,56,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00103,X1020,80,67,BF3,30,56,1,,0425,9,0,1,8.0,5,1,,,1,115,44,,,,,3,00000,97,59,00,115,,0,0,0,0,0,0,0,0,0,0,,C,1989-04-25,89
89LA00104,K1664,63,60,602,40,06,,,0329,7,4,1,9.4,1,1,,,1,88,44,,,,,2,K2735,63,06,60,88,,0,0,0,0,0,0,0,0,0,0,,,1989-03-29,89
89LA00105,L0255,03,73,733,25,30,7,,0330,9,3,,0.0,,,,,0,0,,,,,,3,L1407,03,30,7x,89,,0,0,0,0,0,0,0,0,0,0,,,1989-03-30,89
89LA00106,M8559,94,67,BF3,40,56,3,,0414,9,0,,0.0,,,,,0,0,,,DEAD EWE,36,,1,00000,97,59,00,104,,1,1,1,3,0,0,0,0,0,0,,C,1989-04-14,89
89LA00107,X4422,80,47,  1,20,55,7,,0409,2,1,,0.0,,,,,0,0,,,,,,1,X1162,80,56,00,99,,1,1,1,2,0,0,0,0,0,0,,,1989-04-09,89
89LA00108,K2430,63,60,603,20,06,,,,,,,0.0,,,,,,0,,,,,,1,K2963,63,06,60,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00109,T0131,44,42,T1,10,02,,,,,,,0.0,,,,,,0,,,,,,1,T8651,43,02,42,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00110,M9230,94,45,  5,40,55,7,,0508,9,3,1,8.3,5,1,,,1,128,44,,,,,3,00000,97,58,00,128,,0,0,0,0,0,0,0,0,0,0,,2,1989-05-08,89
89LA00111,T7556,43,41,FL,40,02,7,,0124,7,4,1,10.5,1,1,,,1,24,44,,,,,2,00000,00,00,00,24,,0,0,0,0,0,0,0,0,0,0,,3,1989-01-24,89
89LA00112,X6515,80,97,397,10,97,7,,,,,,0.0,,,,,,0,,,,,,1,X4224,80,97,97,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00113,S7813,19,11,112,20,07,,,0408,8,2,2,7.2,1,1,,,6,98,46,,LAID ON,,,2,S8884,19,07,11,98,,0,0,0,0,1,0,0,0,0,0,,,1989-04-08,89
89LA00114,M8559,94,67,BF3,40,56,3,,0414,9,0,,0.0,,,,,0,0,,,,,,2,00000,97,59,00,104,,0,0,0,0,0,0,0,0,0,0,,C,1989-04-14,89
89LA00115,S8665,19,12,R1,10,07,7,,,,,,0.0,,,,,,0,,,,,,1,S8096,19,07,1x,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00116,L2551,03,71,P3,10,30,,,,,,,0.0,,,,,,0,,,,,,1,L1244,03,30,71,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00117,Y6995,02,70,711,50,30,7,,0419,1,0,,0.0,,,,,1,109,44,,"THIN,CULL ROT.",44,50,1,L1999,03,30,70,109,,1,1,1,1,0,0,0,0,0,0,,,1989-04-19,89
89LA00118,M7642,94,47,  3,50,55,7,,,,,,0.0,,,,,,0,,,,,,1,S6865,19,58,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00119,K3808,63,63,C1,10,06,,,,,,,0.0,,,,,,0,,,,,,1,K2504,63,06,63,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00120,K1516,63,60,604,40,06,,,0406,9,3,1,4.5,1,1,,,1,96,44,,,,,3,K2726,63,06,60,96,,0,0,0,0,0,0,0,0,0,0,,,1989-04-06,89
89LA00121,Y9192,02,71,714,30,30,,,,,,,0.0,,,,,,0,,,,,,1,L1985,03,30,71,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00122,M9230,94,45,  5,40,55,7,,,,,,0.0,,,,,,0,,,,,,1,Y8923,02,55,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00123,X4778,80,47,  1,20,55,7,,,,,,0.0,,,,,,0,,,,,,1,X1162,80,56,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00124,K2373,63,68,634,30,06,7,,,,,,0.0,,,,,,0,,,,,,1,K2712,63,06,68,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00125,T0197,44,40,T1,10,02,,,,,,,0.0,,,,,,0,,,,,,1,T8651,43,02,40,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00126,M7656,94,67,BF2,50,56,1,,0511,9,4,2,8.8,5,1,,,1,131,44,,,,,3,00000,97,59,00,131,,0,0,0,0,0,0,0,0,0,0,,A,1989-05-11,89
89LA00127,L2063,03,71,P5,10,30,,,,,,,0.0,,,,,,0,,,,,,1,L1206,03,30,71,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00128,X6483,80,65,  0,10,56,7,,,,,,0.0,,,,,,0,,,,,,1,00000,19,59,59,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00129,S6608,19,18,112,40,07,7,,0330,5,2,1,10.6,1,1,,,6,89,29,387663,DEFORMED,,49,1,S8884,19,07,11,89,+,1,1,1,1,1,0,5,0,0,0,,,1989-03-30,89
89LA00130,M8733,94,00,611,40,56,,,0325,9,3,,0.0,,,,,0,0,,333703,,,,1,K3515,63,56,00,84,+,1,1,1,3,0,0,5,0,0,0,,3,1989-03-25,89
89LA00131,Y3090,02,70,711,70,30,7,,0421,9,3,,0.0,5,,,,0,0,,,"EARLY,DFORMD",,49,3,00000,97,80,00,111,,0,0,0,0,0,0,0,0,0,0,,2,1989-04-21,89
89LA00132,S6217,19,11,114,40,07,,,0324,2,2,,0.0,,,,,0,0,,,,,,1,S8817,19,07,11,83,,1,1,1,2,0,0,0,0,0,0,,,1989-03-24,89
89LA00133,Y8150,02,70,703,40,30,,,0415,9,3,2,7.8,1,1,,,1,105,44,,,,,2,L0990,03,30,70,105,,0,0,0,0,0,0,0,0,0,0,,,1989-04-15,89
89LA00134,M9258,94,45,  7,40,55,7,,,,,,0.0,,,,,,0,,,,,,1,S6923,19,58,00,0,,1,1,0,0,0,0,0,0,0,0,,1,,89
89LA00135,K3713,63,63,C3,10,06,,,,,,,0.0,,,,,,0,,,,,,1,K2612,63,06,63,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00136,K1967,63,68,634,30,06,7,,,,,,0.0,,,,,,0,,,,,,1,K2712,63,06,68,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00137,Y9391,02,71,714,30,30,,,0330,2,3,,0.0,,,,,0,0,,,,,,2,L1985,03,30,71,89,,0,0,0,0,0,0,0,0,0,0,,,1989-03-30,89
89LA00138,M9237,94,47,  6,40,55,7,,0417,7,4,2,8.9,1,1,,,1,107,44,,,,,2,S7041,19,58,00,107,,0,0,0,0,0,0,0,0,0,0,,,1989-04-17,89
89LA00139,X3608,80,67,BF3,20,56,1,,0425,2,2,1,5.0,5,1,,,0,0,,,,,,2,00000,97,59,00,115,,0,0,0,0,0,0,0,0,0,0,,A,1989-04-25,89
89LA00140,K2345,63,68,613,30,06,7,,,,,,0.0,,,,,,0,,,,,,1,K3281,63,06,68,0,,1,0,0,0,0,0,0,0,0,0,,,,89
89LA00141,T0105,44,42,T3,10,02,,,0427,6,0,,0.0,,,,,0,0,,,BRN.BLOB,,51,2,T8888,43,02,42,117,,0,0,0,0,0,0,0,0,0,0,,,1989-04-27,89
89LA00142,M8841,94,67,BF2,40,56,1,,0509,7,4,1,13.3,5,1,,,1,129,44,,,,,2,00000,97,59,00,129,,0,0,0,0,0,0,0,0,0,0,,B,1989-05-09,89
89LA00143,L1679,03,74,732,15,30,7,,0408,6,2,,0.0,,,,,0,0,,409163,,,,1,L0860,03,30,7x,98,+,1,1,1,2,0,0,5,0,0,0,,,1989-04-08,89
89LA00144,X7768,80,97,497,10,97,7,,,,,,0.0,,,,,,0,,,,,,1,X0949,80,97,97,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00145,S7115,19,11,142,30,07,7,,,,,,0.0,,,,,,0,,,,,,1,S8028,19,07,1x,0,,1,1,0,0,0,0,0,0,0,0,,,,89
89LA00146,M7002,94,45,  3,50,55,7,,0511,3,1,1,9.4,5,1,,,1,131,44,,GOITER,,28,2,00000,97,58,00,131,,0,0,0,0,0,0,0,0,0,0,,2,1989-05-11,89
89LA00147,S8045,19,11,113,20,07,,,,,,,0.0,,,,,,0,,,,,,1,S9172,19,07,11,0,,1,1,0,0,0,0,0,0,0,0,,,,89
