UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,MELA,Y5A,LOC_DEATH,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
84LA00034,1984-04-09,2,Y7315,02,1,71,712,P4635,01,,1,,80,0,1,30,,1,100,9,,0,3,,,30,,,Y5272,02,1,104,71,6,1,,1,3,8.1,10,,,1,84
84LA00035,1984-04-09,2,Y7316,02,,71,712,P4635,01,,1,,80,0,1,30,,1,100,9,,0,3,,,30,,,Y5272,02,0,92,71,6,1,,0,0,7.5,10,,,2,84
84LA00036,1984-04-09,2,Y7317,02,,71,712,P4635,01,,1,,80,0,1,30,,1,100,9,,0,3,,,30,,&,Y5272,02,0,50,71,6,1,,0,0,7.2,5,,,3,84
84LA00037,,,,,1,72,721,P4675,01,,,1,80,1,,30,,,0,,,0,,,,30,,,Y3881,02,1,0,72,,0,,0,0,0.0,0,,,1,84
84LA00038,1984-04-02,1,Y7092,02,1,70,701,P4683,01,,1,,80,1,1,30,,1,93,8,,0,2,,,30,,,Y3076,02,1,92,70,2,1,,1,2,9.1,10,,,1,84
84LA00039,1984-04-02,2,Y7093,02,,70,701,P4683,01,,1,,80,1,1,30,,1,93,8,,0,2,,,30,,,Y3076,02,0,82,70,2,1,,0,0,7.6,10,,,2,84
84LA00040,1984-04-09,1,Y7314,02,1,70,704,P4720,01,,1,,80,0,1,30,,1,100,5,,0,3,,,30,097463,+,Y3271,02,1,96,70,2,1,,1,1,10.4,15,,,1,84
84LA00041,,,,,1,72,724,P4725,01,,,,80,0,,30,,,0,,,0,,,,30,,,Y3929,02,0,0,72,,0,,0,0,0.0,0,,,1,84
84LA00042,1984-04-01,2,Y7065,02,1,71,713,P4741,01,,1,,80,1,1,30,,1,92,9,,0,2,,,30,,,Y5307,02,1,84,71,6,1,,1,3,8.1,10,,,1,84
84LA00043,1984-04-01,2,Y7066,02,,71,713,P4741,01,,1,,80,1,1,30,,1,92,9,,0,2,,,30,,,Y5307,02,0,89,71,6,1,,0,0,6.0,10,,,2,84
84LA00044,1984-04-01,1,Y7067,02,,71,713,P4741,01,,,O,80,1,1,30,,1,92,9,,93,2,,6,30,,&,Y5307,02,0,0,71,6,1,23,0,0,4.6,0,,,3,84
84LA00045,1983-12-21,2,Y6132,02,1,73,731,P4751,01,,,5,80,0,1,30,,1,355,7,,27,4,,6,30,,,Y2743,02,1,0,73,,1,95,1,2,6.8,0,,,1,84
84LA00046,1983-12-21,2,,,,73,731,P4751,01,,,5,80,0,1,30,,1,355,7,,355,4,,1,30,,,Y2743,02,0,0,73,,0,44,0,0,5.5,0,,,2,84
84LA00047,1984-04-10,2,Y7321,02,1,71,714,P4781,01,,1,,80,0,1,30,,1,101,9,,0,2,04,,30,420043,-,Y5090,02,1,83,71,6,1,,1,3,9.5,5,,,1,84
84LA00048,1984-04-10,2,Y7322,02,,71,714,P4781,01,,1,,80,0,1,30,,1,101,9,,0,2,,,30,,,Y5090,02,0,94,71,6,1,,0,0,9.0,10,,,2,84
84LA00049,1984-04-10,1,Y7323,02,,71,714,P4781,01,,1,,80,0,1,30,,1,101,9,,0,2,,,30,269019,-,Y5090,02,0,49,71,6,1,,0,0,10.4,5,,,3,84
84LA00050,1983-12-26,1,Y6244,02,1,72,722,P4806,01,,1,5,80,1,1,30,,1,360,5,,0,2,03,,30,,,Y3900,02,1,82,72,,1,,1,1,12.0,10,,,1,84
84LA00051,1984-05-26,2,X0260,80,1,00,,P4822,01,,1,,80,0,1,00,3,1,147,5,,0,3,30,,30,,,00000,00,1,77,75,0,1,,1,1,9.4,10,,,1,84
84LA00052,,,,,1,75,754,P4822,01,1,,1,80,0,,30,,,0,,4,0,,,,30,,,Y4255,02,1,0,75,,0,,0,0,0.0,0,,,1,84
84LA00053,,,,,1,72,723,P4857,01,,,,80,0,,30,,,0,,,0,,,,30,,,Y3897,02,0,0,72,,0,,0,0,0.0,0,,,1,84
84LA00054,1983-12-27,1,Y6256,02,1,72,723,P4861,01,,1,5,80,0,1,30,,1,361,5,,0,3,,,30,,,Y3897,02,1,79,72,,1,,1,1,10.5,10,,,1,84
84LA00055,1983-12-22,2,Y6161,02,1,73,732,P4872,01,,1,5,80,0,1,30,,3,356,8,,0,2,,,30,,,Y2036,02,1,86,73,,1,,1,2,7.9,10,,,1,84
84LA00056,1983-12-22,1,Y6162,02,,73,732,P4872,01,,1,5,80,0,1,30,,1,356,8,,0,2,,,30,,,Y2036,02,0,77,73,,1,,0,0,10.5,10,,,2,84
84LA00057,1984-03-14,1,,,1,75,751,P4887,01,3,,2,80,0,9,30,,1,74,4,4,74,2,,1,30,662402,+,Y4702,02,1,0,75,,0,44,1,2,7.0,5,08,,1,84
84LA00058,1984-03-14,2,,,,75,751,P4887,01,3,,2,80,0,9,30,,1,74,4,4,74,2,,1,30,,,Y4702,02,0,0,75,,0,44,0,0,7.0,0,08,,2,84
84LA00059,1984-04-08,2,Y7284,02,1,70,702,P4888,01,,1,,80,0,1,30,,1,99,8,,0,4,,,30,,,Y3128,02,1,88,70,2,1,,1,2,7.5,10,02,,1,84
84LA00060,1984-04-08,1,Y7285,02,,70,702,P4888,01,,1,,80,0,1,30,,2,99,8,,0,4,,,30,,,Y3128,02,0,73,70,2,1,,0,0,9.0,10,,,2,84
84LA00061,1984-03-26,1,Y6934,02,1,71,711,P4898,01,,1,,80,0,1,30,,1,86,8,,0,3,,,30,,,Y5430,02,1,82,71,6,1,,1,2,7.2,10,,,1,84
84LA00062,1984-03-26,1,Y6935,02,,71,711,P4898,01,,1,,80,0,1,30,,3,86,8,,0,3,,,30,,,Y5430,02,0,83,71,6,1,,0,0,11.6,10,,,2,84
84LA00063,1984-03-18,2,Y6771,02,1,75,752,P4931,01,3,1,2,80,0,1,30,,1,78,9,4,0,3,10,,30,,&,Y4584,02,1,45,75,,1,,1,3,9.1,5,,,1,84
84LA00064,1984-03-18,2,Y6772,02,,75,752,P4931,01,3,1,2,80,0,1,30,,1,78,9,4,0,3,,,30,,&,Y4584,02,0,31,75,,1,,0,0,6.3,5,,,2,84
84LA00065,1984-03-18,3,Y6773,02,,75,752,P4931,01,3,1,2,80,0,1,30,,1,78,9,4,0,3,,,30,,&,Y4584,02,0,43,75,,1,,0,0,6.0,5,,,3,84
84LA00066,1983-11-26,2,Y5818,02,1,76,,P4935,01,4,1,,80,0,1,32,,1,330,8,,0,4,,,01,,,00000,02,1,91,76,,1,,1,2,10.8,10,,,1,84
84LA00067,1983-11-26,1,Y5819,02,,76,,P4935,01,4,1,,80,0,1,32,,1,330,8,,0,4,,,01,,,00000,02,0,104,76,,1,,0,0,12.1,10,,,2,84
84LA00068,1984-03-27,1,Y6954,02,1,70,703,P4943,01,,1,,80,0,1,30,,3,87,8,,0,3,09,,30,,,Y3189,02,1,84,70,2,1,,1,2,9.4,10,,,1,84
84LA00069,1984-03-27,1,Y6955,02,,70,703,P4943,01,,1,,80,0,1,30,,1,87,8,,0,3,,,30,,,Y3189,02,0,74,70,2,1,,0,0,8.2,10,,,2,84
84LA00070,1984-04-10,2,Y7327,02,1,71,712,P4947,01,,1,,80,0,1,30,,1,101,9,,0,3,,,30,547743,-,Y5272,02,1,82,71,6,1,,1,3,7.1,5,,,1,84
84LA00071,1984-04-10,2,Y7328,02,,71,712,P4947,01,,1,,80,0,1,30,,1,101,9,,0,3,,,30,,,Y5272,02,0,80,71,6,1,,0,0,6.9,10,,,2,84
84LA00072,1984-04-10,2,Y7329,02,,71,712,P4947,01,,1,,80,0,1,30,,1,101,9,,0,3,,,30,,,Y5272,02,0,62,71,6,1,,0,0,6.4,10,,,3,84
84LA00073,1984-04-06,2,Y7224,02,1,71,714,P4975,01,,1,,80,0,1,30,,1,97,9,,0,2,,,30,,,Y5090,02,1,86,71,6,1,,1,3,6.6,10,,,1,84
84LA00074,1984-04-06,1,Y7225,02,,71,714,P4975,01,,1,,80,0,1,30,,1,97,9,,0,2,,,30,,,Y5090,02,0,82,71,6,1,,0,0,8.7,10,,,2,84
84LA00075,1984-04-06,,,,,71,714,P4975,01,,,,80,0,,30,,,97,9,,0,2,,0,30,,,Y5090,02,0,0,71,6,0,,0,0,0.0,0,,,3,84
84LA00076,1984-01-05,2,Y6324,02,1,73,733,P4990,01,,1,7,80,0,9,30,,1,5,8,,0,4,,,30,,,Y3975,02,1,62,73,,1,,1,2,10.2,10,08,,1,84
84LA00077,1984-01-05,3,Y6325,02,,73,733,P4990,01,,1,7,80,0,2,30,,1,5,8,,0,4,,,30,,,Y3975,02,0,81,73,,1,,0,0,10.0,10,05,,2,84
84LA00078,1984-01-07,2,Y6351,02,1,74,734,P5011,01,,1,7,80,1,1,30,,1,7,5,,0,2,,,30,,,Y3999,02,1,76,74,,1,,1,1,11.8,10,,,1,84
84LA00079,1984-01-29,1,Y6460,02,1,72,724,P5077,01,,1,A,80,0,3,30,,1,29,9,,0,4,,,30,,,Y3929,02,1,59,72,,1,,1,3,8.8,10,,,1,84
84LA00080,1984-01-29,2,Y6461,02,,72,724,P5077,01,,1,A,80,0,1,30,,1,29,9,,0,4,,,30,,,Y3929,02,0,58,72,,1,,0,0,7.0,10,,,2,84
84LA00081,1984-01-29,1,Y6462,02,,72,724,P5077,01,,,A,80,0,1,30,,1,29,9,,79,4,,6,30,120502,-,Y3929,02,0,0,72,,1,19,0,0,10.6,0,,,3,84
84LA00082,,,,,1,74,731,P5152,01,,,1,80,0,,30,,,0,,,0,,,,30,,,Y2743,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA00083,1984-01-11,2,Y6376,02,1,74,732,P5164,01,,1,8,80,0,1,30,,1,11,5,,0,4,,,30,,,Y2036,02,1,88,74,,1,,1,1,11.6,10,,,1,84
84LA00084,,,,,1,73,734,P5227,01,,,,75,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA00085,1984-03-18,1,Y6774,02,1,75,753,P5241,01,1,1,2,75,0,1,30,,1,78,9,3,0,1,44,,30,,,Y4297,02,1,90,75,,1,,1,3,8.0,10,,,1,84
84LA00086,1984-03-18,2,Y6775,02,,75,753,P5241,01,1,,2,75,0,1,30,,1,78,9,3,79,1,,6,30,,,Y4297,02,0,0,75,,1,21,0,0,7.5,0,,,2,84
84LA00087,1984-03-18,1,Y6776,02,,75,753,P5241,01,1,,2,75,0,1,30,,1,78,9,3,107,1,,3,30,,&,Y4297,02,0,0,75,,1,93,0,0,4.3,0,,,3,84
84LA00088,,,,,1,75,754,P5251,01,3,,1,75,0,,30,,,0,,5,0,,,,30,,,Y4255,02,1,0,75,,0,,0,0,0.0,0,,,1,84
84LA00089,1984-04-06,2,Y7204,02,1,75,751,P5257,01,2,1,5,75,0,1,30,,1,97,9,5,0,4,,,30,,&,Y4702,02,1,48,75,,1,,1,3,6.3,5,,,1,84
84LA00090,1984-04-06,2,Y7205,02,,75,751,P5257,01,2,1,5,75,0,1,30,,1,97,9,5,0,4,,,30,,,Y4702,02,0,83,75,,1,,0,0,8.3,10,,,2,84
84LA00091,1984-04-06,2,Y7206,02,,75,751,P5257,01,2,1,5,75,0,1,30,,1,97,9,5,0,4,,,30,,,Y4702,02,0,88,75,,1,,0,0,9.4,10,,,3,84
84LA00092,1984-02-01,1,,,1,73,731,P5265,01,,,B,75,0,1,30,,1,32,4,,32,4,,1,30,647102,+,Y2743,02,1,0,73,,0,44,1,2,10.5,5,,,1,84
84LA00093,1984-02-01,2,,,,73,731,P5265,01,,,B,75,0,1,30,,1,32,4,,32,4,,1,30,,,Y2743,02,0,0,73,,0,44,0,0,10.2,0,,,2,84
84LA00094,1983-12-25,2,Y6229,02,1,73,732,P5270,01,,,5,75,1,1,30,,1,359,5,,361,2,,6,30,,,Y2036,02,1,0,73,,1,23,1,1,10.0,0,,,1,84
84LA00095,,,,,1,76,,P5272,01,3,,,75,0,,32,,,0,,,0,,,,02,,,00000,02,1,0,76,,0,,0,0,0.0,0,,,1,84
84LA00096,1983-12-19,3,Y6091,02,1,74,733,P5346,01,,1,4,70,0,2,30,,1,353,8,,0,1,,,30,,&,Y3975,02,1,77,74,,1,,1,2,10.7,5,,,1,84
84LA00097,1983-12-19,2,Y6092,02,,74,733,P5346,01,,1,4,70,0,4,30,,1,353,8,,0,1,,,30,,,Y3975,02,0,78,74,,1,,0,0,10.4,10,,,2,84
84LA00098,1983-12-30,2,Y6273,02,1,73,733,P5354,01,,1,6,70,0,1,30,,3,364,5,,0,4,,,30,,,Y3975,02,1,78,73,,1,,1,1,11.7,10,,,1,84
84LA00099,,,,,1,74,734,P5361,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,74,,0,,0,0,0.0,0,,,1,84
84LA00100,,,,,1,72,722,P5374,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3900,02,0,0,72,,0,,0,0,0.0,0,,,1,84
84LA00101,1984-01-03,1,Y6302,02,1,73,734,P5378,01,,1,6,70,0,1,30,,1,3,5,,0,2,,,30,,,Y3999,02,1,94,73,,1,,1,1,9.9,10,,,1,84
84LA00102,,,,,1,72,721,P5381,01,,,1,70,0,,30,,,0,,,0,,,,30,,,Y3881,02,1,0,72,,0,,0,0,0.0,0,,,1,84
84LA00103,,,,,1,73,732,P5384,01,,,,70,0,,30,,,0,,,0,,,,30,,,Y2036,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA00104,,,,,1,74,731,P5396,01,,,1,70,0,,30,,,0,,,0,,,,30,,,Y2743,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA00105,1983-12-16,2,Y6073,02,1,74,732,P5400,01,,1,4,70,0,1,30,,1,350,8,,0,3,,,30,,,Y2036,02,1,71,74,,1,,1,2,9.1,10,,,1,84
84LA00106,1983-12-16,2,Y6074,02,,74,732,P5400,01,,1,4,70,0,1,30,,1,350,8,,0,3,,,30,,,Y2036,02,0,62,74,,1,,0,0,10.8,10,,,2,84
84LA00107,1984-02-04,1,Y6497,02,1,73,731,P5401,01,,1,B,70,0,1,30,,3,35,5,,0,3,,,30,,,Y2743,02,1,87,73,,1,,1,1,10.2,10,,,1,84
84LA00108,1984-01-06,2,Y6343,02,1,74,733,P5415,01,,,7,70,0,1,30,,1,6,9,,68,3,,6,30,,&,Y3975,02,1,0,74,,1,19,1,3,6.3,0,,,1,84
84LA00109,1984-01-06,2,Y6344,02,,74,733,P5415,01,,,7,70,0,1,30,,3,6,9,,18,3,,6,30,,&,Y3975,02,0,0,74,,1,21,0,0,8.9,0,,,2,84
84LA00110,1984-01-06,,,,,74,733,P5415,01,,,7,70,0,,30,,,6,9,,0,3,,0,30,,,Y3975,02,0,0,74,,0,,0,0,0.0,0,,,3,84
84LA00111,,,,,1,74,734,P5437,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,74,,0,,0,0,0.0,0,,,1,84
84LA00112,,,,,1,74,731,P5444,01,,,1,70,0,,30,,,0,,,0,,,,30,,,Y2743,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA00113,1983-12-29,1,,,1,74,732,P5471,01,,,6,70,0,1,30,,1,363,4,,363,2,45,1,30,,,Y2036,02,1,0,74,,0,44,1,2,10.2,0,,,1,84
84LA00114,1983-12-29,2,,,,74,732,P5471,01,,,6,70,0,1,30,,1,363,4,,363,2,,1,30,,,Y2036,02,0,0,74,,0,44,0,0,8.6,0,,,2,84
84LA00115,1983-12-09,1,Y5984,02,1,72,724,P5475,01,,1,3,70,0,1,30,,1,343,8,,0,2,,,30,,,Y3929,02,1,90,72,,1,,1,2,8.7,10,,,1,84
84LA00116,1983-12-09,2,Y5985,02,,72,724,P5475,01,,1,3,70,0,1,30,,1,343,8,,0,2,,,30,,,Y3929,02,0,62,72,,1,,0,0,7.8,10,,,2,84
84LA00117,,,,,1,73,733,P5487,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3975,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA00118,1983-12-04,2,Y5901,02,1,74,733,P5506,01,,1,2,70,1,1,30,,1,338,8,,0,4,,,30,921179,+,Y3975,02,1,81,74,,1,,1,2,9.0,15,,,1,84
84LA00119,1983-12-04,1,Y5902,02,,74,733,P5506,01,,1,2,70,1,1,30,,1,338,8,,0,4,,,30,239402,-,Y3975,02,0,74,74,,1,,0,0,9.0,5,,,2,84
84LA00120,,,,,1,73,734,P5515,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA00121,1983-12-24,2,Y6224,02,1,72,723,P5522,01,,1,5,70,0,1,30,,1,358,5,,0,2,,,30,,,Y3897,02,1,81,72,,1,,1,1,10.4,10,,,1,84
84LA00122,1983-12-19,2,Y6085,02,1,72,722,P5536,01,,1,4,70,0,1,30,,1,353,9,,0,2,,,30,,,Y3900,02,1,47,72,,1,,1,3,8.5,10,,,1,84
84LA00123,1983-12-19,2,Y6086,02,,72,722,P5536,01,,1,4,70,0,1,30,,1,353,9,,0,2,,,30,215302,-,Y3900,02,0,66,72,,1,,0,0,8.0,5,,,2,84
84LA00124,1983-12-19,2,,,,72,722,P5536,01,,,4,70,0,1,30,,1,353,9,,353,2,,6,30,,,Y3900,02,0,0,72,,1,46,0,0,7.7,0,,,3,84
84LA00125,1984-04-06,2,Y7202,02,1,70,701,P5589,01,,1,,70,0,1,30,,1,97,8,,0,4,,,30,,,Y3076,02,1,77,70,2,1,,1,2,8.8,10,,,1,84
84LA00126,1984-04-06,2,Y7203,02,,70,701,P5589,01,,1,,70,0,1,30,,1,97,8,,0,4,,,30,,,Y3076,02,0,82,70,2,1,,0,0,8.6,10,,,2,84
84LA00127,1984-04-07,2,Y7254,02,1,70,702,P5594,01,,1,,70,1,1,30,,1,98,3,,0,3,,,30,,&,Y3128,02,1,62,70,2,1,,1,4,9.4,5,,,1,84
84LA00128,1984-04-07,2,Y7255,02,,70,702,P5594,01,,,P,70,1,1,30,,1,98,3,,134,3,,6,30,,,Y3128,02,0,0,70,2,1,01,0,0,6.6,0,,,2,84
84LA00129,1984-04-07,1,Y7256,02,,70,702,P5594,01,,,X,70,1,1,30,,1,98,3,,106,3,,6,30,,,Y3128,02,0,0,70,2,1,46,0,0,6.1,0,,,3,84
84LA00130,1984-04-07,,,,,70,702,P5594,01,,,,70,1,,30,,,98,3,,98,3,,1,30,,,Y3128,02,0,0,70,2,0,44,0,0,0.0,0,50,,4,84
84LA00131,,,,,1,71,713,P5598,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y5307,02,1,0,71,6,0,,0,0,0.0,0,,,1,84
84LA00132,1984-03-28,1,Y6977,02,1,71,711,P5609,01,,1,,70,1,1,30,,1,88,9,,0,1,25,,30,,,Y5430,02,1,76,71,6,1,,1,3,8.8,10,,,1,84
84LA00133,1984-03-28,2,Y6978,02,,71,711,P5609,01,,1,,70,1,1,30,,1,88,9,,0,1,,,30,,,Y5430,02,0,78,71,6,1,,0,0,7.4,10,,,2,84
84LA00134,1984-03-28,2,Y6979,02,,71,711,P5609,01,,1,,70,1,1,30,,1,88,9,,0,1,,,30,,&,Y5430,02,0,42,71,6,1,,0,0,6.7,5,,,3,84
84LA00135,,,,,1,72,721,P5625,01,,,,70,0,,30,,,0,,,0,,,,30,,,Y3881,02,0,0,72,,0,,0,0,0.0,0,,,1,84
84LA00136,1984-04-06,1,Y7230,02,1,71,712,P5666,01,,1,,70,1,1,30,,3,97,8,,0,2,,,30,,,Y5272,02,1,80,71,6,1,,1,2,8.6,10,,,1,84
84LA00137,1984-04-06,2,Y7231,02,,71,712,P5666,01,,1,,70,1,1,30,,1,97,8,,0,2,,,30,,,Y5272,02,0,95,71,6,1,,0,0,9.1,10,,,2,84
84LA00138,1984-04-06,1,Y7232,02,1,70,703,P5676,01,,1,,70,1,1,30,,1,97,8,,0,2,44,,30,,,Y3189,02,1,79,70,2,1,,1,2,10.1,10,,,1,84
84LA00139,1984-04-06,1,Y7233,02,,70,703,P5676,01,,1,,70,1,1,30,,1,97,8,,0,2,,,30,,,Y3189,02,0,71,70,2,1,,0,0,9.1,10,16,,2,84
84LA00140,1984-03-18,2,Y6765,02,1,75,752,P5685,01,3,1,2,70,0,1,30,,1,78,8,2,0,4,,,30,,,Y4584,02,1,87,75,,1,,1,2,9.8,10,,,1,84
84LA00141,1984-03-18,2,Y6766,02,,75,752,P5685,01,3,1,2,70,0,1,30,,1,78,8,2,0,4,,,30,,,Y4584,02,0,93,75,,1,,0,0,11.0,10,,,2,84
84LA00142,1984-04-18,1,Y7363,02,1,70,704,P5686,01,,,M,70,1,1,30,,1,109,5,,218,2,,6,30,,,Y3271,02,1,0,70,2,1,32,1,1,11.0,0,,,1,84
84LA00143,1984-04-05,1,Y7192,02,1,70,701,P5687,01,,1,,70,1,1,30,,1,96,5,,0,4,,,30,,,Y3076,02,1,102,70,2,1,,1,1,10.9,10,,,1,84
