UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,BAG,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
76LA00019,76,2,9950,3,75,752,7079,18,1,,2,40,,1,07,,1,103,8,8,0,4,,,,,,,8,18,8866,18,0,62,75,6,1,,0,0,9.0,10,,,2,1976-04-12,07
76LA00020,76,2,9951,3,73,731,7619,18,1,,1,30,,1,07,,1,103,8,8,240,4,,7,,,,,8,18,8959,18,1,0,73,6,1,97,1,2,9.0,0,,,1,1976-04-12,07
76LA00021,76,2,9952,3,73,731,7619,18,1,,1,30,,1,07,,1,103,8,8,204,4,,6,,,&,,8,18,8959,18,0,0,73,6,1,01,0,0,9.9,0,,,2,1976-04-12,07
76LA00022,76,1,9953,3,76,760,5170,18,1,,2,60,,1,07,,1,103,8,8,0,4,,,,,,,8,18,9169,18,1,63,76,6,1,,1,2,13.7,10,,,1,1976-04-12,07
76LA00023,76,1,9954,3,76,760,5170,18,1,,2,60,,1,07,,1,103,8,8,0,4,,,,,,,8,18,9169,18,0,51,76,6,1,,0,0,12.1,10,,,2,1976-04-12,07
76LA00024,76,2,9957,3,75,750,7453,18,1,,1,30,,1,07,,1,103,8,,129,4,,6,,,,,8,18,9202,18,1,0,75,6,1,01,1,2,9.5,0,,,1,1976-04-12,07
76LA00025,76,2,9958,3,75,750,7453,18,1,,1,30,,1,07,,1,103,8,,0,4,,,,,,,8,18,9202,18,0,64,75,6,1,,0,0,8.8,10,,,2,1976-04-12,07
76LA00026,76,2,9959,3,76,762,7412,18,1,,1,30,,1,07,,1,103,5,,0,3,,,,,,,8,18,9212,18,1,72,76,6,1,,1,1,10.2,10,,,1,1976-04-12,07
76LA00027,76,2,9960,3,76,761,4220,18,1,,1,60,,1,07,,1,103,8,8,0,4,,,,,,,8,18,9248,18,1,63,76,6,1,,1,2,9.0,10,,,1,1976-04-12,07
76LA00028,76,2,9961,3,76,761,4220,18,1,,1,60,,1,07,,1,103,8,8,0,4,,,,,,,8,18,9248,18,0,54,76,6,1,,0,0,12.3,10,,,2,1976-04-12,07
76LA00029,76,1,9962,3,73,732,6477,18,1,,2,40,,1,07,,1,103,7,8,240,4,10,7,,,&,,8,18,9390,18,1,0,73,6,1,97,1,2,9.5,0,,,1,1976-04-12,07
76LA00030,76,1,9965,3,73,732,6023,18,1,,2,50,,1,07,,1,103,8,,0,3,,,,,,,8,18,9390,18,1,53,73,6,1,,1,2,9.7,10,,,1,1976-04-12,07
76LA00031,76,1,9966,3,73,732,6023,18,1,,2,50,,1,07,,1,103,8,,0,3,,,,,,,8,18,9390,18,0,39,73,6,1,,0,0,10.0,10,,,2,1976-04-12,07
76LA00032,76,1,9968,3,76,762,6787,18,1,,1,40,,1,07,,1,103,8,8,0,3,,,,,,,8,18,9212,18,1,52,76,6,1,,1,2,11.8,10,,,1,1976-04-12,07
76LA00033,76,1,9969,3,76,762,6787,18,1,,1,40,,1,07,,1,103,8,8,0,3,,,,,,,8,18,9212,18,0,67,76,6,1,,0,0,13.0,10,,,2,1976-04-12,07
76LA00034,76,2,9973,3,73,732,8168,18,1,,1,20,,1,07,,1,103,8,,0,3,,,,,,,8,18,9390,18,1,72,73,6,1,,1,2,10.7,10,,,1,1976-04-12,07
76LA00035,76,1,9974,3,73,732,8168,18,1,,1,20,,1,07,,1,103,8,,105,3,,2,,,&,,8,18,9390,18,0,0,73,6,1,93,0,0,4.5,0,,,2,1976-04-12,07
76LA00036,76,1,9975,3,76,762,8182,18,1,,1,20,,1,07,,1,103,5,8,240,3,,7,,,,,8,18,9212,18,1,0,76,6,1,97,1,1,6.0,0,,,1,1976-04-12,07
76LA00037,76,1,9976,3,74,741,7447,18,1,,3,30,,1,07,,1,103,8,,0,4,,,,,,,8,18,9270,18,1,71,74,6,1,,1,2,9.0,10,,,1,1976-04-12,07
76LA00038,76,1,9977,3,74,741,7447,18,1,,3,30,,1,07,,1,103,8,,0,4,,,,,,,8,18,9270,18,0,60,74,6,1,,0,0,9.9,10,,,2,1976-04-12,07
76LA00039,76,2,9978,3,76,761,8508,18,1,,1,20,,1,07,,1,103,8,,0,4,,,,328062,-,,8,18,9248,18,1,58,76,6,1,,1,2,9.1,5,,,1,1976-04-12,07
76LA00040,76,1,9979,3,76,761,8508,18,1,,1,20,,1,07,,1,103,8,,0,4,,,,,&,,8,18,9248,18,0,59,76,6,1,,0,0,9.2,5,,,2,1976-04-12,07
76LA00041,76,2,9980,3,73,730,6419,18,1,,1,40,,1,07,,1,103,5,,0,4,,,,,,,8,18,9414,18,1,84,73,6,1,,1,1,15.1,10,,,1,1976-04-12,07
76LA00042,76,1,9981,3,74,742,5741,18,1,,3,50,,1,07,,3,103,8,,0,3,,,,,,,8,18,9021,18,1,59,74,6,1,,1,2,11.3,10,,,1,1976-04-12,07
76LA00043,76,1,9982,3,74,742,5741,18,1,,3,50,,1,07,,1,103,8,,0,3,,,,,,,8,18,9021,18,0,71,74,6,1,,0,0,11.6,10,,,2,1976-04-12,07
76LA00044,76,1,9985,3,74,740,7391,18,1,,1,30,,1,07,,1,104,8,,0,4,,,,,,,8,18,9257,18,1,55,74,6,1,,1,2,11.7,10,,,1,1976-04-13,07
76LA00045,76,1,9986,3,74,740,7391,18,1,,1,30,,1,07,,1,104,8,,0,4,,,,,,,8,18,9257,18,0,49,74,6,1,,0,0,10.2,10,,,2,1976-04-13,07
76LA00046,76,1,9987,3,75,750,6962,18,1,,1,40,,1,07,,1,104,9,,0,3,,,,,&,,8,18,9202,18,1,47,75,6,1,,1,3,6.5,5,,,1,1976-04-13,07
76LA00047,76,2,9988,3,75,750,6962,18,1,,1,40,,1,07,,1,104,9,,0,3,,,,,,,8,18,9202,18,0,71,75,6,1,,0,0,10.4,10,,,2,1976-04-13,07
76LA00048,76,2,9989,3,75,750,6962,18,1,,1,40,,1,07,,1,104,9,,240,3,,7,,,,,8,18,9202,18,0,0,75,6,1,97,0,0,8.4,0,,,3,1976-04-13,07
76LA00049,76,1,9990,3,73,730,4152,18,1,,2,60,,1,07,,1,104,5,,0,2,04,,,,,,8,18,9414,18,1,83,73,6,1,,1,1,12.0,10,,,1,1976-04-13,07
76LA00050,76,1,9996,3,73,730,7208,18,1,,2,40,,1,07,,1,104,8,,122,2,,6,,,,,8,18,9414,18,1,0,73,6,1,01,1,2,12.1,0,,,1,1976-04-13,07
76LA00051,76,2,9997,3,73,730,7208,18,1,,2,40,,1,07,,1,104,8,,0,2,,,,,,,8,18,9414,18,0,58,73,6,1,,0,0,10.7,10,,,2,1976-04-13,07
76LA00052,76,1,9998,3,73,730,7516,18,1,,2,30,,1,07,,1,104,5,,0,3,,,,,,,8,18,9414,18,1,88,73,6,1,,1,1,11.9,10,,,1,1976-04-13,07
76LA00053,76,2,9999,3,73,732,7985,18,1,,3,30,,1,07,,1,104,8,8,0,3,,,,,,,8,18,9390,18,1,75,73,6,1,,1,2,9.5,10,,,1,1976-04-13,07
76LA00054,76,,,0,75,750,4865,62,6,,9,30,,,06,,,0,,8,0,,,,,,,,2,62,5505,62,0,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00055,76,,,0,76,762,4271,62,6,,2,30,,,06,,,0,,8,0,,,,,,,,2,62,5144,62,0,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00056,76,,,0,76,760,3269,62,6,,1,40,,,06,,,0,,8,0,,,,,,,,2,62,5364,62,0,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00057,76,,,0,76,761,3815,62,6,,2,40,,,06,,,0,,,0,,,,,,,,2,62,5753,62,0,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00058,76,,,0,76,762,3981,62,6,,1,40,,,06,,,0,,,0,,,,,,,,2,62,5144,62,0,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00059,76,,,0,77,771,2195,62,6,,2,50,,,06,,,0,,8,0,,,,,,,,2,62,6392,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00060,76,,,0,77,771,2541,62,6,,2,50,,,06,,,0,,,0,,,,,,,,2,62,6392,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00061,76,,,0,77,771,9877,61,6,,1,80,,,06,,,0,,2,0,,,,,,,,1,62,6392,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00062,76,,,0,77,772,5373,62,6,,1,20,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00063,76,,,0,77,772,5530,62,6,,1,20,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00064,76,,,0,77,772,3615,62,6,,2,40,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00065,76,,,0,77,770,8598,61,6,,1,90,,,06,3,,0,,3,0,,,,,,,,1,62,0000,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00066,76,,,0,77,771,3666,62,6,,1,40,,,06,,,0,,,0,,,,,,,,2,62,6392,62,0,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00067,76,,,0,78,780,0265,62,6,,2,70,,,06,,,0,,,0,,,,,,,,2,62,5552,62,0,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00068,76,,,0,78,782,0927,62,6,,3,70,,,06,,,0,,,0,,,,,,,,2,62,5316,62,0,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00069,76,,,0,78,782,5335,62,6,,1,20,,,06,,,0,,,0,,,,,,,,2,62,5316,62,0,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00070,76,,,0,75,751,5600,62,6,,1,20,,,06,1,,0,,,0,,,,,,,,2,,5327,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00071,76,,,0,75,752,2722,62,6,,2,50,,,06,1,,0,,8,0,,,,,,,,2,,5351,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00072,76,,,0,75,750,2564,62,6,,2,50,,,06,,,0,,,0,,,,,,,,2,62,5505,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00073,76,,,0,75,750,2968,62,6,,2,50,,,06,,,0,,8,0,,,,,,,,2,62,5505,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00074,76,,,0,75,750,1939,62,6,,3,60,,,06,,,0,,,0,,,,,,,,2,62,5505,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00075,76,,,0,75,750,5083,62,6,,1,20,,,06,,,0,,,0,,,,,,,,2,62,5505,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00076,76,,,0,75,752,5280,62,6,,1,20,,,06,,,0,,,0,,,,,,,,2,62,5351,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00077,76,,,0,75,750,3633,62,6,,2,40,,,06,,,0,,8,0,,,,,,,,2,62,5505,62,1,0,75,6,0,,0,0,0.0,0,,,1,,06
76LA00078,76,,,0,76,761,4359,62,6,,1,30,,,06,1,,0,,8,0,,,,,,,,2,,5753,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00079,76,,,0,76,762,0808,62,6,,2,70,,,06,1,,0,,,0,,,,,,,,2,,5144,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00080,76,,,0,76,762,2489,62,6,,1,50,,,06,,,0,,,0,,,,,,,,2,62,5144,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00081,76,,,0,76,762,1588,62,6,,2,60,,,06,,,0,,8,0,,,,,,,,2,62,5144,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00082,76,,,0,76,761,9323,61,6,,5,80,,,06,,,0,,2,0,,,,,,,,1,62,5753,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00083,76,,,0,76,762,5239,62,6,,2,20,,,06,,,0,,8,0,,,,,,,,2,62,5144,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00084,76,,,0,76,762,5332,62,6,,1,20,,,06,,,0,,8,0,,,,,,,,2,62,5144,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00085,76,,,0,76,760,4643,62,6,,1,30,,,06,,,0,,,0,,,,,,,,2,62,5364,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00086,76,,,0,76,761,3425,62,6,,1,40,,,06,,,0,,8,0,,,,,,,,2,62,5753,62,1,0,76,6,0,,0,0,0.0,0,,,1,,06
76LA00087,76,,,0,77,770,4861,62,6,,3,30,,,06,1,,0,,,0,,,,,,,,2,,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00088,76,,,0,77,771,4887,62,6,,1,30,,,06,1,,0,,8,0,,,,,,,,2,,6392,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00089,76,,,0,77,771,3281,62,6,,2,40,,,06,1,,0,,8,0,,,,,,,,2,,6392,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00090,76,,,0,77,772,1505,62,6,,2,60,,,06,1,,0,,,0,,,,,,,,2,,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00091,76,,,0,77,770,1605,62,6,,2,60,,,06,1,,0,,,0,,,,,,,,2,,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00092,76,,,0,77,770,5074,62,6,,1,20,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00093,76,,,0,77,770,5517,62,6,,1,20,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00094,76,,,0,77,772,5533,62,6,,1,20,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00095,76,,,0,77,770,5534,62,6,,1,20,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00096,76,,,0,77,772,5617,62,6,,1,20,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00097,76,,,0,77,770,5673,62,6,,1,20,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00098,76,,,0,77,770,5732,62,6,,1,20,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00099,76,,,0,77,770,5779,62,6,,1,20,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00100,76,,,0,77,770,4419,62,6,,1,30,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00101,76,,,0,77,770,4517,62,6,,1,30,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00102,76,,,0,77,770,4599,62,6,,1,30,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00103,76,,,0,77,770,4685,62,6,,2,30,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00104,76,,,0,77,772,4750,62,6,,1,30,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00105,76,,,0,77,770,4912,62,6,,1,30,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00106,76,,,0,77,770,3820,62,6,,1,40,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00107,76,,,0,77,770,1269,62,6,,1,60,,,06,3,,0,,8,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00108,76,,,0,77,770,0362,62,6,,2,70,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00109,76,,,0,77,770,0577,62,6,,2,70,,,06,3,,0,,,0,,,,,,,,2,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00110,76,,,0,77,772,8810,61,6,,2,90,,,06,3,,0,,3,0,,,,,,,,1,62,0000,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00111,76,,,0,77,771,3779,62,6,,1,40,,,06,,,0,,,0,,,,,,,,2,62,6392,62,1,0,77,6,0,,0,0,0.0,0,,,1,,06
76LA00112,76,,,0,78,780,4613,62,6,,1,30,,,06,1,,0,,8,0,,,,,,,,2,,5552,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00113,76,,,0,78,782,5033,62,6,,2,30,,,06,1,,0,,,0,,,,,,,,2,,5316,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00114,76,,,0,78,781,3002,62,6,,2,50,,,06,,,0,,8,0,,,,,,,,2,62,5274,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00115,76,,,0,78,781,1979,62,6,,1,60,,,06,,,0,,8,0,,,,,,,,2,62,5274,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00116,76,,,0,78,780,0848,62,6,,2,70,,,06,,,0,,,0,,,,,,,,2,62,5552,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00117,76,,,0,78,780,5216,62,6,,1,20,,,06,,,0,,,0,,,,,,,,2,62,5552,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00118,76,,,0,78,780,5378,62,6,,1,20,,,06,,,0,,8,0,,,,,,,,2,62,5552,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00119,76,,,0,78,780,3209,62,6,,1,40,,,06,,,0,,8,0,,,,,,,,2,62,5552,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00120,76,,,0,78,781,3469,62,6,,4,40,,,06,,,0,,8,0,,,,,,,,2,62,5274,62,1,0,78,6,0,,0,0,0.0,0,,,1,,06
76LA00121,76,2,7355,6,76,762,1181,62,6,,2,60,,1,06,,1,118,8,,0,4,,,,,,,2,62,5144,62,1,68,76,6,1,,1,2,9.8,10,,,1,1976-04-27,06
76LA00122,76,2,7356,6,76,762,1181,62,6,,2,60,,1,06,,1,118,8,,0,4,,,,,,,2,62,5144,62,0,61,76,6,1,,0,0,11.5,10,,,2,1976-04-27,06
76LA00123,76,1,7358,6,78,781,2638,62,6,,1,50,,1,06,,1,118,7,,204,4,,6,,140743,+,,2,62,5274,62,1,0,78,6,1,01,1,2,10.8,0,,,1,1976-04-27,06
76LA00124,76,1,7359,6,78,781,4287,62,6,,1,30,,1,06,,1,119,5,8,0,4,,,,,,,2,62,5274,62,1,88,78,6,1,,1,1,13.8,10,,,1,1976-04-28,06
76LA00125,76,1,7362,6,78,782,2125,62,6,,2,50,,1,06,,1,119,8,,0,4,,,,,,,2,62,5316,62,1,58,78,6,1,,1,2,11.7,10,,,1,1976-04-28,06
76LA00126,76,1,7363,6,78,782,2125,62,6,,2,50,,1,06,,1,119,8,,0,4,,,,,,,2,62,5316,62,0,67,78,6,1,,0,0,13.4,10,,,2,1976-04-28,06
76LA00127,76,1,7368,6,75,751,0465,62,6,,2,70,,1,06,,1,119,8,,0,3,,,,,,,2,62,5327,62,1,77,75,6,1,,1,2,12.3,10,,,1,1976-04-28,06
76LA00128,76,2,7369,6,75,751,0465,62,6,,2,70,,1,06,,1,119,8,,0,3,,,,,,,2,62,5327,62,0,83,75,6,1,,0,0,13.1,10,,,2,1976-04-28,06
76LA00129,76,2,7372,6,75,750,3796,62,6,,1,40,,1,06,,1,119,8,8,0,3,10,,,,,,2,62,5505,62,1,63,75,6,1,,1,2,10.8,10,,,1,1976-04-28,06
76LA00130,76,1,7373,6,75,750,3796,62,6,,1,40,,1,06,,1,119,8,8,0,3,,,,,,,2,62,5505,62,0,72,75,6,1,,0,0,13.5,10,,,2,1976-04-28,06
76LA00131,76,2,7374,6,75,750,1570,62,6,,2,60,,1,06,,1,119,5,8,0,5,,,,,,,2,62,5505,62,1,97,75,6,1,,1,1,14.7,10,,,1,1976-04-28,06
76LA00132,76,1,7377,6,76,760,4895,62,6,,1,30,,1,06,,1,119,5,,0,3,,,,,,,2,62,5364,62,1,72,76,6,1,,1,1,13.2,10,,,1,1976-04-28,06
76LA00133,76,1,7378,6,75,750,4519,62,6,,2,30,,1,06,,1,119,8,,0,4,,,,,,,2,62,5505,62,1,82,75,6,1,,1,2,11.8,10,,,1,1976-04-28,06
76LA00134,76,2,7379,6,75,750,4519,62,6,,2,30,,1,06,,1,119,8,,122,4,,2,,,&,,2,62,5505,62,0,0,75,6,1,93,0,0,8.3,0,,,2,1976-04-28,06
76LA00135,76,2,7380,6,75,752,0305,62,6,,3,70,,1,06,,1,119,5,,0,3,,,,,,,2,62,5351,62,1,76,75,6,1,,1,1,12.4,10,,,1,1976-04-28,06
76LA00136,76,1,7381,6,76,760,5247,62,6,,1,20,,1,06,,1,119,8,,0,4,,,,,,,2,62,5364,62,1,82,76,6,1,,1,2,10.1,10,,,1,1976-04-28,06
76LA00137,76,2,7382,6,76,760,5247,62,6,,1,20,,1,06,,1,119,8,,120,4,,2,,,&,,2,62,5364,62,0,0,76,6,1,93,0,0,8.3,0,,,2,1976-04-28,06
76LA00138,76,1,7383,6,75,750,3947,62,6,,1,40,,1,06,,1,119,8,8,130,2,04,6,,,&,,2,62,5505,62,1,0,75,6,1,01,1,2,11.4,0,,,1,1976-04-28,06
76LA00139,76,1,7384,6,75,750,3947,62,6,,1,40,,1,06,,1,119,8,8,0,2,,,,,,,2,62,5505,62,0,34,75,6,1,,0,0,10.6,10,,,2,1976-04-28,06
76LA00140,76,1,7385,6,75,752,2041,62,6,,5,60,,1,06,,1,120,5,,0,4,,,,,,,2,62,5351,62,1,86,75,6,1,,1,1,14.7,10,,,1,1976-04-29,06
76LA00141,76,2,7386,6,77,771,4513,62,6,,2,30,,1,06,,1,120,8,,0,2,,,,,,,2,62,6392,62,1,45,77,6,1,,1,2,8.5,10,,,1,1976-04-29,06
76LA00142,76,2,7387,6,77,771,4513,62,6,,2,30,,1,06,,1,120,8,,240,2,,7,,,,,2,62,6392,62,0,0,77,6,1,97,0,0,11.3,0,,,2,1976-04-29,06
76LA00143,76,1,7392,6,77,771,4062,62,6,,1,40,,1,06,,1,120,5,,0,3,,,,,,,2,62,6392,62,1,51,77,6,1,,1,1,12.0,10,,,1,1976-04-29,06
76LA00144,76,1,7393,6,77,771,2580,62,6,,1,50,,1,06,,1,120,5,8,0,4,,,,,,,2,62,6392,62,1,78,77,6,1,,1,1,14.5,10,,,1,1976-04-29,06
76LA00145,76,2,7395,6,75,751,5230,62,6,,1,20,,1,06,,1,120,8,8,141,3,,6,,,,,2,62,5327,62,1,0,75,6,1,01,1,2,10.3,0,,,1,1976-04-29,06
76LA00146,76,2,7396,6,75,751,5230,62,6,,1,20,,1,06,,1,120,8,8,141,3,,6,,,&,,2,62,5327,62,0,0,75,6,1,01,0,0,9.2,0,,,2,1976-04-29,06
76LA00147,76,1,7400,6,76,760,2321,62,6,,1,50,,1,06,,1,121,8,,0,4,,,,,,,2,62,5364,62,1,60,76,6,1,,1,2,11.9,10,,,1,1976-04-30,06
