UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,LTRT,Y5A,SERIES,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
83LA00013,1983-04-07,3,X8814,79,,00,,00000,00,,1,,,,1,00,3,1,97,8,,0,1,,,00,526243,-,00000,00,0,51,,0,1,,0,0,088,5,,,,83
83LA00014,1983-04-12,2,M5499,94,,00,,00000,00,,1,,,,1,00,3,1,102,8,,0,3,,,00,,,00000,00,0,87,,0,1,,0,0,112,10,,,,83
83LA00015,1983-04-14,2,X8993,79,,00,,00000,00,,1,,,,1,00,3,1,104,5,,0,2,,,00,889662,-,00000,00,0,90,,0,1,,0,0,108,5,,,,83
83LA00016,1983-04-12,3,M5500,94,,00,,00000,00,,1,,,,1,00,3,1,102,8,,0,3,,,00,,,00000,00,0,65,,0,1,,0,0,096,10,,,,83
83LA00017,1983-04-10,2,X8915,79,,00,,00000,00,,,,,,1,00,3,1,100,5,,116,0,,6,00,,&,00000,00,0,0,,0,1,23,0,0,091,0,,,,83
83LA00018,1983-04-06,3,X8744,79,,00,,00000,00,,1,,,,1,00,3,1,96,8,,0,4,,,00,672593,-,00000,00,0,63,,0,1,,0,0,057,5,,,,83
83LA00019,1983-04-09,2,X8897,79,,00,,00000,00,,,,,,1,00,3,1,99,5,,103,4,,6,00,,&,00000,00,0,0,,0,1,19,0,0,084,0,,,,83
83LA00020,1983-04-17,2,X9002,79,,00,,00000,00,,1,,,,1,00,3,1,107,5,,0,0,,,00,003343,-,00000,00,0,74,,0,1,,0,0,106,5,,,,83
83LA00021,1983-04-15,2,X8999,79,,00,,00000,00,,1,,,,1,00,3,1,105,5,,0,3,,,00,748993,-,00000,00,0,70,,0,1,,0,0,110,5,,,,83
83LA00022,1983-04-01,3,X8546,79,,00,,00000,00,,1,,,,1,00,3,1,91,5,,0,0,,,00,126694,-,00000,00,0,78,,0,1,,0,0,086,5,,,,83
83LA00023,1983-04-05,2,X8739,79,,00,,00000,00,,1,,,,1,00,3,1,95,8,,0,3,,,00,178619,-,00000,00,0,72,,0,1,,0,0,098,5,,,,83
83LA00024,1983-04-12,3,X8959,79,,00,,00000,00,,1,,,,1,00,3,1,102,5,,0,3,,,00,785862,-,00000,00,0,88,,0,1,,0,0,084,5,,,,83
83LA00025,1983-04-07,3,X8815,79,,00,,00000,00,,1,,,,1,00,3,1,97,8,,0,1,,,00,,&,00000,00,0,70,,0,1,,0,0,100,5,,,,83
83LA00026,1983-04-06,2,X8743,79,,00,,00000,00,,1,,,,1,00,3,1,96,8,,0,4,,,00,672593,-,00000,00,0,67,,0,1,,0,0,074,5,,,,83
83LA00027,1983-04-04,3,X8689,79,,00,,00000,00,,1,,,,1,00,3,1,94,5,,0,2,,,00,012763,-,00000,00,0,68,,0,1,,0,0,104,5,,,,83
83LA00028,1983-04-05,2,X8740,79,,00,,00000,00,,,,,,1,00,3,1,95,8,,114,3,,6,00,,&,00000,00,0,0,,0,1,21,0,0,085,0,,,,83
83LA00029,1983-03-29,3,X8456,79,,00,,00000,00,,1,,,,1,00,3,1,88,5,,0,3,,,00,281719,-,00000,00,0,75,,0,1,,0,0,086,5,,,,83
83LA00030,1983-04-07,3,X8799,79,,00,,00000,00,,1,,,,1,00,3,1,97,5,,0,2,,,00,333919,-,00000,00,0,77,,0,1,,0,0,136,5,,,,83
83LA00031,1983-04-25,1,T6277,43,1,49,492,P1421,01,,1,,-0,0,1,02,,1,115,5,,0,4,08,,02,,,T5132,43,1,86,49,4,1,,1,1,147,10,,,1,83
83LA00032,1983-03-25,2,Y5029,02,1,71,715,P1996,01,,1,,00,0,1,30,,1,84,9,,0,2,44,,51,,,P4274,01,1,78,71,6,1,,1,3,086,10,,,1,83
83LA00033,1983-03-25,1,Y5030,02,,71,715,P1996,01,,,,00,0,1,30,,1,84,9,,130,2,,6,51,,,P4274,01,0,0,71,6,1,01,0,0,070,0,,,2,83
83LA00034,1983-03-25,1,Y5031,02,,71,715,P1996,01,,1,,00,0,1,30,,1,84,9,,0,2,,,51,156894,-,P4274,01,0,59,71,6,1,,0,0,075,5,,,3,83
83LA00035,1983-04-04,1,Y5286,02,1,71,715,P1999,01,,1,,00,0,1,30,,1,94,3,,0,2,,,51,,,P4274,01,1,70,71,6,1,,1,4,093,10,,,1,83
83LA00036,1983-04-04,2,Y5287,02,,71,715,P1999,01,,1,,00,0,1,30,,1,94,3,,0,2,,,51,,&,P4274,01,0,56,71,6,1,,0,0,069,5,,,2,83
83LA00037,1983-04-04,2,Y5288,02,,71,715,P1999,01,,1,,00,0,1,30,,1,94,3,,0,2,,,51,,&,P4274,01,0,63,71,6,1,,0,0, 56,5,,,3,83
83LA00038,1983-04-04,1,Y5289,02,,71,715,P1999,01,,1,,00,0,1,30,,1,94,3,,0,2,,,51,251594,-,P4274,01,0,70,71,6,1,,0,0,063,5,,,4,83
83LA00039,1983-04-18,1,T5979,43,1,49,491,P2269,01,,1,,00,0,1,02,,1,108,8,,0,3,,,02,,,T4839,43,1,77,49,4,1,,1,2,085,10,,,1,83
83LA00040,1983-04-18,1,T5980,43,,49,491,P2269,01,,1,,00,0,1,02,,1,108,8,,0,3,,,02,,,T4839,43,0,72,49,4,1,,0,0,102,10,,,2,83
83LA00041,1983-03-28,1,Y5092,02,1,71,715,P2787,01,,1,,90,0,1,30,,1,87,8,,0,3,,,51,,,P4274,01,1,89,71,6,1,,1,2,099,10,,,1,83
83LA00042,1983-03-28,1,Y5093,02,,71,715,P2787,01,,1,,90,0,1,30,,1,87,8,,0,3,,,51,,,P4274,01,0,78,71,6,1,,0,0,106,10,,,2,83
83LA00043,,,,,1,70,715,P2840,01,,,,90,0,,30,,,0,,,0,,,,51,,,P4274,01,0,0,70,2,0,,0,0,,0,,,1,83
83LA00044,1983-03-28,2,Y5087,02,1,70,702,P2957,01,,1,,90,1,1,30,,1,87,5,,0,2,,,30,,,Y1713,02,1,86,70,2,1,,1,1,100,10,,,1,83
83LA00045,1983-04-03,2,Y5245,02,1,71,715,P2993,01,,1,,90,0,1,30,,1,93,9,,0,3,,,51,,&,P4274,01,1,64,71,6,1,,1,3,079,5,,,1,83
83LA00046,1983-04-03,2,Y5246,02,,71,715,P2993,01,,,,90,0,1,30,,1,93,9,,152,3,,6,51,,&,P4274,01,0,0,71,6,1,87,0,0,078,0,,,2,83
83LA00047,1983-04-03,2,,,,71,715,P2993,01,,,,90,0,1,30,,1,93,9,,93,3,,1,51,,,P4274,01,0,0,71,6,0,44,0,0,083,0,,,3,83
83LA00048,1983-04-22,1,T6191,43,1,49,493,P3023,01,,,,90,0,1,02,,1,112,5,,136,0,,6,02,,&,T5287,43,1,0,49,4,1,87,1,1,120,0,,,1,83
83LA00049,1983-04-01,2,Y5193,02,1,70,715,P3092,01,,1,,90,0,1,30,,1,91,8,,0,3,,,51,,,P4274,01,1,52,70,2,1,,1,2,044,10,,,1,83
83LA00050,1983-04-01,1,Y5194,02,,70,715,P3092,01,,1,,90,0,1,30,,1,91,8,,0,3,,,51,,,P4274,01,0,61,70,2,1,,0,0,056,10,,,2,83
83LA00051,1983-04-22,1,T6173,43,1,49,491,P3135,01,,1,,90,0,1,02,,1,112,7,,0,2,21,,02,383943,-,T4839,43,1,58,49,4,1,,1,2,103,5,,,1,83
83LA00052,1983-04-22,2,,,,49,491,P3135,01,,,,90,0,1,02,,1,112,7,,112,2,,1,02,,,T4839,43,0,0,49,4,0,44,0,0,150,0,72,,2,83
83LA00053,1983-04-20,2,T6077,43,1,49,492,P3191,01,,1,,90,0,1,02,,1,110,8,,0,3,33,,02,,,T5132,43,1,77,49,4,1,,1,2,120,10,,,1,83
83LA00054,1983-04-20,2,,,,49,492,P3191,01,,,,90,0,1,02,,1,110,8,,110,3,,6,02,,,T5132,43,0,0,49,4,1,46,0,0,125,0,,,2,83
83LA00055,,,,,1,70,715,P3245,01,,,,90,0,,30,,,0,,,0,,,,51,,,P4274,01,0,0,70,2,0,,0,0,,0,,,1,83
83LA00056,1983-04-22,2,T6179,43,1,49,492,P3256,01,,1,,90,0,1,02,,1,112,8,,0,3,,,02,,,T5132,43,1,73,49,4,1,,1,2,115,10,,,1,83
83LA00057,1983-04-22,2,T6180,43,,49,492,P3256,01,,,,90,0,1,02,,1,112,8,,231,3,,7,02,,,T5132,43,0,0,49,4,1,97,0,0,132,0,,,2,83
83LA00058,,,,,1,71,714,P3359,01,,,,90,1,,30,,,0,,,0,,,,30,,,Y3069,02,0,0,71,6,0,,0,0,,0,,,1,83
83LA00059,1983-04-11,2,Y5419,02,1,71,715,P3444,01,,1,,85,0,1,30,,1,101,9,,0,3,,,51,963493,-,P4274,01,1,78,71,6,1,,1,3,070,5,,,1,83
83LA00060,1983-04-11,1,Y5420,02,,71,715,P3444,01,,1,,85,0,1,30,,1,101,9,,0,3,,,51,,,P4274,01,0,62,71,6,1,,0,0,077,10,,,2,83
83LA00061,1983-04-11,1,Y5421,02,,71,715,P3444,01,,1,,85,0,1,30,,1,101,9,,0,3,,,51,,,P4274,01,0,62,71,6,1,,0,0,087,10,,,3,83
83LA00062,1983-04-22,1,T6139,43,1,49,491,P3573,01,,1,,85,0,2,02,,1,112,9,,0,3,03,,02,337643,-,T4839,43,1,48,49,4,1,,1,3,105,5,,,1,83
83LA00063,1983-04-22,2,T6140,43,,49,491,P3573,01,,1,,85,0,1,02,,1,112,9,,0,3,,,02,,,T4839,43,0,69,49,4,1,,0,0,088,10,,,2,83
83LA00064,1983-04-22,2,T6141,43,,49,491,P3573,01,,,,85,0,1,02,,3,112,9,,113,3,,6,02,,,T4839,43,0,0,49,4,1,23,0,0,100,0,,,3,83
83LA00065,1983-04-22,1,T6182,43,1,49,493,P3624,01,,1,,85,0,1,02,,1,112,8,,0,3,,,02,,,T5287,43,1,83,49,4,1,,1,2,124,10,,,1,83
83LA00066,1983-04-22,1,T6183,43,,49,493,P3624,01,,1,,85,0,1,02,,1,112,8,,0,3,,,02,,,T5287,43,0,78,49,4,1,,0,0,125,10,,,2,83
83LA00067,1983-04-09,2,T5573,43,1,49,493,P3673,01,,1,,80,0,1,02,,1,99,8,,0,4,07,,01,,,T5287,43,1,90,49,4,1,,1,2,137,10,,,1,83
83LA00068,1983-04-09,2,T5574,43,,49,493,P3673,01,,1,,80,0,1,02,,3,99,8,,0,4,,,01,,,T5287,43,0,58,49,4,1,,0,0,115,10,,,2,83
83LA00069,,,,,1,49,491,P3734,01,,,,80,0,,02,,,0,,,0,,,,02,,,T4839,43,0,0,49,4,0,,0,0,,0,,,1,83
83LA00070,1983-03-26,2,Y5036,02,1,71,715,P3784,01,,1,,80,0,1,30,,1,85,3,,0,2,,,51,,,P4274,01,1,73,71,6,1,,1,4,091,10,,,1,83
83LA00071,1983-03-26,1,Y5037,02,,71,715,P3784,01,,1,,80,0,1,30,,1,85,3,,0,2,,,51,945162,-,P4274,01,0,74,71,6,1,,0,0,097,5,,,2,83
83LA00072,1983-03-26,2,Y5038,02,,71,715,P3784,01,,1,,80,0,1,30,,1,85,3,,0,2,,,51,945162,-,P4274,01,0,70,71,6,1,,0,0,080,5,,,3,83
83LA00073,1983-03-26,2,,,,71,715,P3784,01,,,,80,0,1,30,,1,85,3,,85,2,,1,51,,,P4274,01,0,0,71,6,0,44,0,0,060,0,,,4,83
83LA00074,1983-03-26,1,,,,71,715,P3784,01,,,,80,0,1,30,,1,85,3,,85,2,,1,51,,,P4274,01,0,0,71,6,0,44,0,0,112,0,,,5,83
83LA00075,1983-04-08,1,Y5387,02,1,70,715,P3791,01,,1,,80,0,1,30,,1,98,9,,0,2,,,51,,,P4274,01,1,41,70,2,1,,1,3,081,10,,,1,83
83LA00076,1983-04-08,1,Y5388,02,,70,715,P3791,01,,1,,80,0,1,30,,1,98,9,,0,2,,,51,,,P4274,01,0,75,70,2,1,,0,0,083,10,,,2,83
83LA00077,1983-04-08,1,Y5389,02,,70,715,P3791,01,,1,,80,0,1,30,,1,98,9,,0,2,,,51,961093,-,P4274,01,0,79,70,2,1,,0,0,082,5,,,3,83
83LA00078,1983-04-05,1,Y5320,02,1,70,715,P3862,01,,1,,80,0,1,30,,1,95,8,,0,3,,,51,,,P4274,01,1,59,70,2,1,,1,2,101,10,,,1,83
83LA00079,1983-04-05,2,Y5321,02,,70,715,P3862,01,,1,,80,0,1,30,,1,95,8,,0,3,,,51,,,P4274,01,0,80,70,2,1,,0,0,090,10,,,2,83
83LA00080,1983-04-10,2,Y5404,02,1,70,715,P3866,01,,1,,80,0,1,30,,1,100,8,,0,3,,,51,,,P4274,01,1,59,70,2,1,,1,2,081,10,,,1,83
83LA00081,1983-04-10,2,Y5405,02,,70,715,P3866,01,,1,,80,0,1,30,,1,100,8,,0,3,,,51,,&,P4274,01,0,61,70,2,1,,0,0,081,5,,,2,83
83LA00082,,,,,1,70,715,P3874,01,,,,80,0,,30,,,0,,,0,,,,51,,,P4274,01,1,0,70,2,0,,0,0,,0,,,1,83
83LA00083,1983-04-23,1,T6204,43,1,49,492,P4194,01,,1,,80,0,1,02,,2,113,8,,0,4,,,02,,,T5132,43,1,71,49,4,1,,1,2,113,10,,,1,83
83LA00084,1983-04-23,2,T6205,43,,49,492,P4194,01,,1,,80,0,1,02,,1,113,8,,0,4,,,02,,,T5132,43,0,73,49,4,1,,0,0,098,10,,,2,83
83LA00085,1983-04-06,3,T5509,43,1,49,493,P4229,01,,1,,80,0,1,02,,1,96,8,,0,1,44,,02,,&,T5287,43,1,57,49,4,1,,1,2,108,5,,,1,83
83LA00086,1983-04-06,2,T5510,43,,49,493,P4229,01,,,,80,0,1,02,,1,96,8,,106,1,,6,02,429943,-,T5287,43,0,0,49,4,1,01,0,0,108,0,,,2,83
83LA00087,1983-04-14,1,Y5440,02,1,70,715,P4398,01,,1,,75,0,1,30,,1,104,9,,0,3,44,,51,,,P4274,01,1,75,70,2,1,,1,3,102,10,99,,1,83
83LA00088,1983-04-14,2,Y5441,02,,70,715,P4398,01,,1,,75,0,1,30,,1,104,9,,0,3,,,51,,,P4274,01,0,77,70,2,1,,0,0,078,10,,,2,83
83LA00089,1983-04-14,2,,,,70,715,P4398,01,,,,75,0,1,30,,1,104,9,,104,3,,1,51,,,P4274,01,0,0,70,2,0,44,0,0,063,0,,,3,83
83LA00090,,,,,1,71,714,P4555,01,,,,70,0,,30,,,0,,,0,,,,30,,,Y3069,02,0,0,71,6,0,,0,0,,0,,,1,83
83LA00091,1983-02-13,2,X8193,79,1,,714,P4557,01,,1,,70,0,1,00,3,1,44,5,,0,2,,,30,,,00000,00,1,81,71,0,1,,1,1, 94,10,,,1,83
83LA00092,,,,02,1,71,714,P4557,01,,,,70,0,,30,1,,0,,,0,,,,30,,,Y3069,02,1,0,71,6,0,,0,0,,0,,,1,83
83LA00093,1983-04-04,1,Y5275,02,1,71,713,P4568,01,,1,,70,0,1,30,,1,94,9,,0,3,,,30,304302,-,Y3128,02,1,67,71,6,1,,1,3,102,5,,,1,83
83LA00094,1983-04-04,1,Y5276,02,,71,713,P4568,01,,1,,70,0,1,30,,1,94,9,,0,3,,,30,,,Y3128,02,0,73,71,6,1,,0,0,072,10,,,2,83
83LA00095,1983-04-04,2,Y5277,02,,71,713,P4568,01,,1,,70,0,1,30,,1,94,9,,0,3,,,30,,,Y3128,02,0,69,71,6,1,,0,0,067,10,,,3,83
83LA00096,,,,,1,71,713,P4579,01,,,,70,0,,30,,,0,,,0,,,,30,,,Y3128,02,0,0,71,6,0,,0,0,,0,,,1,83
83LA00097,1983-03-26,2,Y5042,02,1,70,701,P4627,01,,,,70,0,1,30,,1,85,8,,104,2,41,6,30,,&,Y1430,02,1,0,70,2,1,23,1,2,064,0,,,1,83
83LA00098,1983-03-26,1,Y5043,02,,70,701,P4627,01,,,,70,0,1,30,,1,85,8,,145,2,,6,30,,&,Y1430,02,0,0,70,2,1,01,0,0,075,0,,,2,83
83LA00099,1983-04-01,1,Y5204,02,1,71,712,P4635,01,,1,,70,0,1,30,,1,91,9,,0,4,,,30,,,Y3214,02,1,84,71,6,1,,1,3,098,10,,,1,83
83LA00100,1983-04-01,2,Y5205,02,,71,712,P4635,01,,1,,70,0,1,30,,1,91,9,,0,4,,,30,,,Y3214,02,0,75,71,6,1,,0,0,074,10,,,2,83
83LA00101,1983-04-01,1,Y5206,02,,71,712,P4635,01,,1,,70,0,1,30,,1,91,9,,0,4,,,30,290019,-,Y3214,02,0,31,71,6,1,,0,0,096,5,,,3,83
83LA00102,1983-04-20,2,T6084,43,1,49,491,P4668,01,,1,,70,0,1,02,,1,110,8,,0,4,,,02,,,T4839,43,1,77,49,4,1,,1,2,108,10,,,1,83
83LA00103,1983-04-20,1,T6085,43,,49,491,P4668,01,,1,,70,0,1,02,,1,110,8,,0,4,,,02,,,T4839,43,0,82,49,4,1,,0,0,107,10,,,2,83
83LA00104,1983-04-01,3,Y5182,02,1,71,712,P4675,01,,1,,70,1,1,30,,2,91,9,,0,3,,,30,,&,Y3214,02,1,85,71,6,1,,1,3,065,5,,,1,83
83LA00105,1983-04-01,1,Y5183,02,,71,712,P4675,01,,1,,70,1,1,30,,1,91,9,,0,3,,,30,,,Y3214,02,0,91,71,6,1,,0,0,094,10,,,2,83
83LA00106,1983-04-01,2,Y5184,02,,71,712,P4675,01,,1,,70,1,1,30,,1,91,9,,0,3,,,30,,,Y3214,02,0,66,71,6,1,,0,0,070,10,,,3,83
83LA00107,,,,02,1,70,701,P4683,01,,,,70,1,,30,1,,0,,,0,,,,30,,,Y1430,02,1,0,70,2,0,,0,0,,0,,,1,83
83LA00108,1983-02-12,3,X8175,79,1,,701,P4683,01,,1,,70,1,1,00,3,1,43,8,,0,2,,,30,,&,00000,00,1,65,70,0,1,,1,2, 91,5,,,1,83
83LA00109,1983-02-12,2,X8176,79,,,701,P4683,01,,1,,70,1,1,00,3,1,43,8,,0,2,,,30,,,00000,00,0,87,70,0,1,,0,0, 91,10,,,2,83
83LA00110,,,,,1,71,711,P4684,01,,,,70,1,,30,,,0,,,0,,,,30,,,Y3076,02,0,0,71,6,0,,0,0,,0,,,1,83
83LA00111,1983-03-19,,,,1,70,702,P4716,01,,,,70,0,,30,,,78,9,,0,0,41,0,30,,,Y1713,02,1,0,70,2,0,,1,3,,0,,,1,83
83LA00112,1983-03-19,,,,,70,702,P4716,01,,,,70,0,,30,,,78,9,,0,0,,0,30,,,Y1713,02,0,0,70,2,0,,0,0,,0,,,2,83
83LA00113,1983-03-19,,,,,70,702,P4716,01,,,,70,0,,30,,,78,9,,0,0,,0,30,,,Y1713,02,0,0,70,2,0,,0,0,,0,,,3,83
83LA00114,1983-04-05,2,Y5304,02,1,70,703,P4720,01,,1,,70,0,1,30,,3,95,8,,0,3,,,30,,,Y1796,02,1,87,70,2,1,,1,2,115,10,,,1,83
83LA00115,1983-04-05,1,Y5305,02,,70,703,P4720,01,,1,,70,0,1,30,,1,95,8,,0,3,,,30,,,Y1796,02,0,81,70,2,1,,0,0,114,10,,,2,83
83LA00116,1983-04-01,3,Y5185,02,1,71,711,P4741,01,,1,,70,1,1,30,,4,91,9,,0,4,,,30,,&,Y3076,02,1,57,71,6,1,,1,3,051,5,,,1,83
83LA00117,1983-04-01,1,Y5186,02,,71,711,P4741,01,,1,,70,1,1,30,,1,91,9,,0,4,,,30,,,Y3076,02,0,72,71,6,1,,0,0,085,10,,,2,83
83LA00118,1983-04-01,1,Y5187,02,,71,711,P4741,01,,1,,70,1,1,30,,1,91,9,,0,4,,,30,,,Y3076,02,0,61,71,6,1,,0,0,072,10,,,3,83
83LA00119,,,,,1,70,704,P4768,01,,,,70,0,,30,,,0,,,0,,,,30,,,Y1793,02,0,0,70,2,0,,0,0,,0,,,1,83
83LA00120,1983-04-03,3,X8648,79,1,,,P4781,01,,1,,70,0,5,80,3,1,93,8,,0,1,04,,30,,&,00000,97,1,73,71,0,1,,1,2,116,5,,,1,83
83LA00121,1983-04-03,2,X8649,79,,,,P4781,01,,1,,70,0,5,80,3,1,93,8,,0,1,,,30,,,00000,97,0,89,71,0,1,,0,0,124,10,,,2,83
83LA00122,1983-04-12,1,Y5433,02,1,70,701,P4798,01,,1,,70,0,1,30,,1,102,5,,0,3,,,30,,,Y1430,02,1,36,70,2,1,,1,1,129,10,,,1,83
83LA00123,1983-04-11,1,Y5424,02,1,71,714,P4806,01,,,,70,1,1,30,,1,101,8,,207,3,,6,30,,,Y3069,02,1,0,71,6,1,01,1,2,079,0,,,1,83
83LA00124,1983-04-11,2,Y5425,02,,71,714,P4806,01,,1,,70,1,1,30,,1,101,8,,0,3,,,30,,,Y3069,02,0,78,71,6,1,,0,0,098,10,,,2,83
83LA00125,1983-04-22,2,T6146,43,1,49,492,P4842,01,,1,,70,0,1,02,,1,112,8,,0,3,,,02,,,T5132,43,1,75,49,4,1,,1,2,108,10,,,1,83
83LA00126,1983-04-22,2,T6147,43,,49,492,P4842,01,,1,,70,0,1,02,,1,112,8,,0,3,,,02,,,T5132,43,0,77,49,4,1,,0,0,111,10,,,2,83
83LA00127,1983-02-10,2,X8170,79,1,,711,P4857,01,,1,,70,0,1,00,3,5,41,5,,0,2,,,30,,,00000,00,1,59,71,0,1,,1,1, 83,10,,,1,83
83LA00128,,,,02,1,71,711,P4857,01,,,,70,0,,30,1,,0,,,0,,,,30,,,Y3076,02,1,0,71,6,0,,0,0,,0,,,1,83
83LA00129,1983-03-30,1,Y5158,02,1,70,702,P4888,01,,1,,70,0,1,30,,1,89,8,,0,3,,,30,,,Y1713,02,1,76,70,2,1,,1,2,096,10,,,1,83
83LA00130,1983-03-30,2,Y5159,02,,70,702,P4888,01,,1,,70,0,1,30,,1,89,8,,0,3,,,30,,,Y1713,02,0,79,70,2,1,,0,0,079,10,,,2,83
83LA00131,1983-03-28,2,,,1,71,713,P4898,01,,,,70,0,1,30,,1,87,4,,87,3,,1,30,457794,+,Y3128,02,1,0,71,6,0,44,1,2,048,5,,,1,83
83LA00132,1983-03-28,2,,,,71,713,P4898,01,,,,70,0,1,30,,1,87,4,,87,3,,1,30,,,Y3128,02,0,0,71,6,0,44,0,0,056,0,,,2,83
83LA00133,1983-04-11,2,T5640,43,1,49,493,P4915,01,,1,,70,0,1,02,,1,101,8,,0,3,,,02,,,T5287,43,1,76,49,4,1,,1,2,104,10,,,1,83
83LA00134,1983-04-11,1,T5641,43,,49,493,P4915,01,,1,,70,0,1,02,,1,101,8,,0,3,,,02,,,T5287,43,0,68,49,4,1,,0,0,111,10,,,2,83
83LA00135,1983-03-27,1,Y5051,02,1,70,703,P4943,01,,1,,70,0,1,30,,1,86,9,,0,3,,,30,,&,Y1796,02,1,86,70,2,1,,1,3,087,5,,,1,83
83LA00136,1983-03-27,2,Y5052,02,,70,703,P4943,01,,1,,70,0,1,30,,1,86,9,,0,3,,,30,,,Y1796,02,0,72,70,2,1,,0,0,071,10,,,2,83
83LA00137,1983-03-27,2,Y5053,02,,70,703,P4943,01,,1,,70,0,1,30,,1,86,9,,0,3,,,30,,,Y1796,02,0,76,70,2,1,,0,0,079,10,,,3,83
83LA00138,1983-03-28,3,Y5074,02,1,71,712,P4947,01,,1,,70,0,1,30,,1,87,9,,0,1,,,30,,&,Y3214,02,1,71,71,6,1,,1,3,061,5,,,1,83
83LA00139,1983-03-28,2,Y5075,02,,71,712,P4947,01,,,,70,0,1,30,,1,87,9,,94,1,,6,30,,&,Y3214,02,0,0,71,6,1,14,0,0,073,0,,,2,83
83LA00140,1983-03-28,1,Y5076,02,,71,712,P4947,01,,1,,70,0,1,30,,1,87,9,,0,1,,,30,,,Y3214,02,0,65,71,6,1,,0,0,065,10,,,3,83
83LA00141,1983-03-26,1,Y5039,02,1,71,711,P4975,01,,1,,70,0,1,30,,1,85,9,,0,3,,,30,,,Y3076,02,1,69,71,6,1,,1,3,078,10,,,1,83
83LA00142,1983-03-26,2,Y5040,02,,71,711,P4975,01,,1,,70,0,1,30,,1,85,9,,0,3,,,30,,,Y3076,02,0,75,71,6,1,,0,0,082,10,,,2,83
83LA00143,1983-03-26,2,Y5041,02,,71,711,P4975,01,,1,,70,0,1,30,,1,85,9,,0,3,,,30,949162,-,Y3076,02,0,70,71,6,1,,0,0,095,5,,,3,83
83LA00144,1983-03-31,2,Y5164,02,1,70,704,P5027,01,,,,70,1,1,30,,1,90,9,,94,0,36,6,30,,&,Y1793,02,1,0,70,2,1,80,1,3,080,0,,,1,83
83LA00145,1983-03-31,1,Y5165,02,,70,704,P5027,01,,,,70,1,1,30,,1,90,9,,97,0,,6,30,,&,Y1793,02,0,0,70,2,1,01,0,0,080,0,,,2,83
83LA00146,1983-03-31,2,,,,70,704,P5027,01,,,,70,1,1,30,,1,90,9,,90,0,,1,30,,,Y1793,02,0,0,70,2,0,44,0,0,080,0,,,3,83
83LA00147,1983-04-04,1,Y5272,02,1,71,712,P5077,01,,1,,70,0,1,30,,1,94,9,,0,3,,,30,,,Y3214,02,1,90,71,6,1,,1,3,080,10,,,1,83
