UID,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,ADAM,AGE,STMD,BGRP,RGRP,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,YR,INBRL
92LA00044,K1639,63,60,C-4,K3884,63,70,7.0,06,1,,0422,113,8,3,1,9.6,1,2,K6583,63,68,06,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,54.4,1,45,184,2,1992-04-22,92,0.03
92LA00045,K1639,63,60,C-4,K3884,63,70,7.0,06,1,,0422,113,8,3,2,10.0,1,2,K6584,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,78.4,1,53,184,2,1992-04-22,92,0.03
92LA00046,K1664,63,60,C-6,K5086,63,70,7.0,06,1,7,0402,93,9,2,2,8.3,1,1,K5991,63,68,06,,0,,081210,-,,ENTR,,21,31D,B,1,,1,1,3,1,1,0.5,69.2,0,50,183,1,1992-04-02,92,0.027
92LA00047,K1664,63,60,C-6,K5086,63,70,7.0,06,1,7,0402,93,9,2,3,13.2,1,1,K5992,63,68,06,,0,,,,,,,,31D,B,2,,0,0,0,1,1,1.0,79.0,1,61,176,3,1992-04-02,92,0.027
92LA00048,K1664,63,60,C-6,K5086,63,70,7.0,06,1,7,0402,93,9,2,2,9.7,1,1,K5993,63,68,06,,0,,,,,4TEATS,,,31D,B,3,,0,0,0,1,1,1.0,55.4,1,43,176,3,1992-04-02,92,0.027
92LA00049,K1673,63,61,C-5,K4449,63,70,7.0,06,1,,0407,98,5,2,1,13.7,1,1,K6219,63,68,06,,0,,,,,,,,,N,1,,1,1,1,1,1,1.0,81.2,1,74,184,2,1992-04-07,92,0.048
92LA00050,K1702,63,61,C-4,K3884,63,70,7.0,06,1,7,0405,96,5,0,2,6.5,1,1,K6133,63,68,06,,0,,336263,-,CULLWRECK,,,,30B,B,1,,1,1,1,1,1,0.5,67.1,0,51,176,3,1992-04-05,92,0.019
92LA00051,K1719,63,61,C-6,K5086,63,70,7.0,06,1,,,0,,,,0.0,,,,,68,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00052,K1723,63,68,C-7,K5032,63,70,7.0,06,1,,0417,108,5,5,1,13.8,1,1,K6556,63,68,06,7,185,97,,,,,,,,Y,1,,1,1,1,1,0,0.0,0.0,,0,0,,1992-04-17,92,0.012
92LA00053,K1725,63,63,C-8,K4638,63,70,7.0,06,1,,0403,94,9,3,3,9.3,1,1,K6042,63,68,06,,0,,891719,-,,ENTR,,21,,N,1,,1,1,3,1,1,0.5,97.6,0,77,176,3,1992-04-03,92,0.02
92LA00054,K1725,63,63,C-8,K4638,63,70,7.0,06,1,,0403,94,9,3,1,10.2,1,1,K6043,63,68,06,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,74.5,1,59,183,1,1992-04-03,92,0.02
92LA00055,K1725,63,63,C-8,K4638,63,70,7.0,06,1,,0403,94,9,3,1,9.5,1,1,K6044,63,68,06,,0,,,,,,,,,N,3,,0,0,0,1,1,1.0,59.9,1,53,183,1,1992-04-03,92,0.02
92LA00056,K1751,63,61,C-9,K4534,63,70,7.0,06,1,,,0,,,,0.0,,,,,68,06,,0,,,,"DEAD NOV,1991",,,,,,1,,0,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00057,K1759,63,68,C10,K4429,63,70,7.0,06,1,,0401,92,8,3,1,13.1,1,2,K5932,63,68,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,74.9,1,74,183,1,1992-04-01,92,0.018
92LA00058,K1759,63,68,C10,K4429,63,70,7.0,06,1,,0401,92,8,3,1,10.9,1,1,K5933,63,68,06,7,185,97,,,,WRINKLES,,,,Y,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-01,92,0.018
92LA00059,K1778,63,68,C11,K4422,63,70,7.0,06,1,,0401,92,5,3,2,12.3,1,2,K5972,63,68,06,,0,,,,,,,,,B,1,,1,1,1,1,1,1.0,105.2,1,82,183,1,1992-04-01,92,0.015
92LA00060,K1781,63,68,C12,K4525,63,70,7.0,06,1,,,0,,,,0.0,,,,,68,06,,0,,,,,,,,,,1,,0,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00061,K1801,63,68,C13,K4855,63,60,6.0,06,1,,,0,,,,0.0,,,,,68,06,,0,,,,,,,,,,1,,0,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00062,K1823,63,60,C-1,K3925,63,60,6.0,06,1,,0401,92,8,4,1,12.2,1,1,K5963,63,68,06,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,52.5,1,54,183,1,1992-04-01,92,0.017
92LA00063,K1823,63,60,C-1,K3925,63,60,6.0,06,1,,0401,92,8,4,2,13.1,1,1,K5964,63,68,06,,0,,,,,ENTR,,21,,A,2,,0,0,0,1,1,1.0,54.9,1,46,183,1,1992-04-01,92,0.017
92LA00064,K1830,63,61,C-2,K4251,63,60,6.0,06,1,,0410,101,8,4,1,13.6,1,1,K6315,63,68,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,73.1,1,68,184,2,1992-04-10,92,0.019
92LA00065,K1830,63,61,C-2,K4251,63,60,6.0,06,1,,0410,101,8,4,1,12.4,1,1,K6316,63,68,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,68.1,1,62,184,2,1992-04-10,92,0.019
92LA00066,K1831,63,61,C-3,K3994,63,60,6.0,06,1,,0405,96,8,2,1,11.8,1,1,K6116,63,68,06,,0,,,,,,,,,W,1,,1,1,2,1,1,1.0,67.6,1,58,183,1,1992-04-05,92,0.036
92LA00067,K1831,63,61,C-3,K3994,63,60,6.0,06,1,,0405,96,8,2,1,12.5,1,1,K6117,63,68,06,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,90.0,1,70,183,1,1992-04-05,92,0.036
92LA00068,K1840,63,63,C-3,K3994,63,60,6.0,06,1,7,0326,86,0,1,,0.0,,,,,68,06,0,0,,,,CULLY,,,,30A,A,1,,1,1,1,0,0,0.0,0.0,,0,0,,1992-03-26,92,0.0
92LA00069,K1848,63,61,C-4,K3884,63,60,6.0,06,1,,0327,87,8,3,1,12.3,1,1,K5832,63,68,06,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,74.8,1,69,183,1,1992-03-27,92,0.009
92LA00070,K1848,63,61,C-4,K3884,63,60,6.0,06,1,,0327,87,8,3,1,11.6,1,1,K5833,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,70.6,1,65,183,1,1992-03-27,92,0.009
92LA00071,K1849,63,61,C-5,K4449,63,60,6.0,06,1,,0404,95,9,2,3,9.8,1,1,K6079,63,68,06,3,96,93,,8,THINEWE,,,,,W,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-04,92,0.062
92LA00072,K1849,63,61,C-5,K4449,63,60,6.0,06,1,,0404,95,9,2,2,10.3,1,1,K6080,63,68,06,,0,,,,,ENTR.4TEATS,,21,,W,2,,0,0,0,1,1,1.0,80.4,1,64,183,1,1992-04-04,92,0.062
92LA00073,K1849,63,61,C-5,K4449,63,60,6.0,06,1,,0404,95,9,2,1,8.8,1,1,K6081,63,68,06,,0,,,,,4TEATS,,,,W,3,,0,0,0,1,1,1.0,49.4,1,41,183,1,1992-04-04,92,0.062
92LA00074,K1864,63,63,C12,K4525,63,60,6.0,06,1,7,,0,,,,0.0,,,,,68,06,,0,,,,,,,,32C,,1,,0,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00075,K1868,63,61,C-6,K5086,63,60,6.0,06,1,,,0,,,,0.0,,,,,68,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA00076,K1869,63,61,C-7,K5032,63,60,6.0,06,1,,0401,92,8,2,2,9.5,1,1,K5959,63,68,06,,0,,,,,ENTR,,21,,A,1,,1,1,2,1,1,1.0,50.5,1,38,183,1,1992-04-01,92,0.022
92LA00077,K1869,63,61,C-7,K5032,63,60,6.0,06,1,,0401,92,8,2,2,8.5,1,1,K5960,63,68,06,3,92,93,,8,,,,,,A,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-01,92,0.022
92LA00078,K1880,63,60,C-8,K4638,63,60,6.0,06,1,,0331,91,8,3,2,8.9,1,1,K5925,63,68,06,,0,,,,,ENTR,,21,,Y,1,,1,1,2,1,1,1.0,64.0,1,54,183,1,1992-03-31,92,0.038
92LA00079,K1880,63,60,C-8,K4638,63,60,6.0,06,1,,0331,91,8,3,2,11.6,1,1,K5926,63,68,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78.0,1,63,183,1,1992-03-31,92,0.038
92LA00080,K1882,63,61,C-9,K4534,63,60,6.0,06,1,,0418,109,7,3,2,8.0,1,4,K6557,63,68,06,3,116,93,,,,STARVE D115,,,,W,1,,1,1,2,1,0,0.0,0.0,,0,0,,1992-04-18,92,0.024
92LA00081,K1882,63,61,C-9,K4534,63,60,6.0,06,1,,0418,109,7,3,2,8.7,1,1,,,68,06,1,0,,184081,+,,DAB,,,,W,2,,0,0,0,0,0,0.5,0.0,,0,0,,1992-04-18,92,0.024
92LA00082,K1883,63,60,C10,K4429,63,60,6.0,06,1,,0407,98,9,3,2,8.8,1,1,K6225,63,68,06,,0,,,,ULCER.R.EYE,4TEATS,,,,W,1,,1,1,3,1,1,1.0,64.4,1,57,184,2,1992-04-07,92,0.054
92LA00083,K1883,63,60,C10,K4429,63,60,6.0,06,1,,0407,98,9,3,2,10.0,1,1,K6226,63,68,06,,0,,,,,4TEATS,,,,W,2,,0,0,0,1,1,1.0,68.8,1,60,184,2,1992-04-07,92,0.054
92LA00084,K1883,63,60,C10,K4429,63,60,6.0,06,1,,0407,98,9,3,1,13.0,1,1,K6227,63,68,06,,0,,012881,-,,,,,,W,3,,0,0,0,1,1,0.5,90.6,0,0,0,B,1992-04-07,92,0.054
92LA00085,K1884,63,60,C11,K4422,63,60,6.0,06,1,,0327,87,8,4,2,9.7,1,1,K5830,63,68,06,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,75.6,1,64,183,1,1992-03-27,92,0.02
92LA00086,K1884,63,60,C11,K4422,63,60,6.0,06,1,,0327,87,8,4,1,10.1,1,1,K5831,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,66.8,1,61,183,1,1992-03-27,92,0.02
92LA00087,K1907,63,61,C12,K4525,63,60,6.0,06,1,,0406,97,9,2,2,6.0,1,1,K6159,63,68,06,6,97,54,479703,-,,,,,,A,1,,1,1,3,1,0,0.0,0.0,0,0,0,,1992-04-06,92,0.039
92LA00088,K1907,63,61,C12,K4525,63,60,6.0,06,1,,0406,97,9,2,2,6.7,1,2,K6162,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,57.7,1,49,184,2,1992-04-06,92,0.039
92LA00089,K1907,63,61,C12,K4525,63,60,6.0,06,1,,0406,97,9,2,2,5.6,1,1,K6163,63,68,06,,0,,,,,4TEATS,,,,A,3,,0,0,0,1,1,1.0,66.9,1,56,184,2,1992-04-06,92,0.039
92LA00090,K1910,63,63,C13,K4855,63,60,6.0,06,1,7,0411,102,8,4,2,11.6,1,1,K6378,63,68,06,,0,,,,,4TEATS,,,29C,N,1,,1,1,2,1,1,1.0,74.8,1,56,176,3,1992-04-11,92,0.025
92LA00091,K1910,63,63,C13,K4855,63,60,6.0,06,1,7,0411,102,8,4,2,11.8,1,1,K6379,63,68,06,,0,,,,,,,,29C,N,2,,0,0,0,1,1,1.0,81.8,1,58,176,3,1992-04-11,92,0.025
92LA00092,K1919,63,63,C-1,K3925,63,60,6.0,06,1,,0401,92,8,4,1,12.9,1,1,K5951,63,68,06,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,88.3,1,76,183,1,1992-04-01,92,0.029
92LA00093,K1919,63,63,C-1,K3925,63,60,6.0,06,1,,0401,92,8,4,2,13.0,1,1,K5952,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,86.8,1,71,183,1,1992-04-01,92,0.029
92LA00094,K1923,63,68,C-2,K4251,63,60,6.0,06,1,,0405,96,9,4,1,9.5,1,1,,,68,06,1,0,,260144,+,,,,,,W,1,,1,1,3,0,0,0.5,0.0,,0,0,,1992-04-05,92,0.0
92LA00095,K1923,63,68,C-2,K4251,63,60,6.0,06,1,,0405,96,9,4,2,9.0,1,1,,,68,06,1,0,,,,,,,,,W,2,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-05,92,0.0
92LA00096,K1923,63,68,C-2,K4251,63,60,6.0,06,1,,0405,96,9,4,2,9.0,1,1,,,68,06,1,0,,,,,,,,,W,3,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-05,92,0.0
92LA00097,K1939,63,63,C-3,K3994,63,60,6.0,06,1,,0406,97,8,4,1,15.1,1,2,K6168,63,68,06,,0,,,,BIG BAG,,,,,A,1,,1,1,2,1,1,1.0,85.2,1,72,183,1,1992-04-06,92,0.027
92LA00098,K1939,63,63,C-3,K3994,63,60,6.0,06,1,,0406,97,8,4,1,12.1,1,1,K6169,63,68,06,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,73.4,1,61,183,1,1992-04-06,92,0.027
92LA00099,K1942,63,60,C-4,K3884,63,60,6.0,06,1,7,0401,92,8,3,3,12.2,1,1,K5976,63,68,06,,0,,,,,,,,30A,B,1,,1,1,2,1,1,1.0,58.4,1,52,176,3,1992-04-01,92,0.024
92LA00100,K1942,63,60,C-4,K3884,63,60,6.0,06,1,7,0401,92,8,3,2,11.9,1,1,K5977,63,68,06,,0,,,,,4TEATS,,,30A,B,2,,0,0,0,1,1,1.0,53.9,1,50,176,3,1992-04-01,92,0.024
92LA00101,K1949,63,60,C-9,K4534,63,60,6.0,06,1,7,0419,110,,,,0.0,,,,,68,06,,0,,,,,,,,29A,,1,1,1,0,0,0,0,0.0,0.0,,0,0,,1992-04-19,92,0.0
92LA00102,K1949,63,60,C-9,00000,97,60,6.0,06,1,7,0419,110,9,3,,0.0,,,,,00,30,1,0,,,,,BLOB,,,29A,Y,1,2,1,1,3,0,0,0.0,0.0,,0,0,,1992-04-19,92,0.0
92LA00103,K1949,63,60,C-9,00000,97,60,6.0,06,1,7,0419,110,9,3,3,13.8,5,2,Z1897,81,00,30,7,185,97,,,,,,,29A,Y,2,2,0,0,0,1,0,0.0,0.0,,0,176,3,1992-04-19,92,0.0
92LA00104,K1949,63,60,C-9,00000,97,60,6.0,06,1,7,0419,110,9,3,2,10.4,5,2,Z1898,81,00,30,,0,,,,,,,,29A,Y,3,2,0,0,0,1,1,1.0,104.3,1,67,176,3,1992-04-19,92,0.0
92LA00105,K1950,63,60,C-4,K3884,63,60,6.0,06,1,,0410,101,8,3,2,11.8,1,1,K6353,63,68,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,65.4,1,59,184,2,1992-04-10,92,0.035
92LA00106,K1950,63,60,C-4,K3884,63,60,6.0,06,1,,0410,101,8,3,2,12.6,1,1,K6354,63,68,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,81.3,1,65,184,2,1992-04-10,92,0.035
92LA00107,K1966,63,68,C13,K4855,63,60,6.0,06,1,7,0327,87,8,2,3,8.4,1,1,K5837,63,68,06,,0,,,,,,,,32C,B,1,,1,1,2,1,1,1.0,70.6,1,58,176,3,1992-03-27,92,0.022
92LA00108,K1966,63,68,C13,K4855,63,60,6.0,06,1,7,0327,87,8,2,2,7.3,1,1,K5838,63,68,06,,0,,,9,,,,,32C,B,2,,0,0,0,1,1,1.0,71.4,1,57,176,3,1992-03-27,92,0.022
92LA00109,K1971,63,60,C-5,K4449,63,60,6.0,06,1,,0407,98,9,3,3,11.0,4,1,K6199,63,68,06,,0,,,,,BLK.R.F.LEG,,,,N,1,,1,1,3,1,1,1.0,79.1,1,69,184,2,1992-04-07,92,0.028
92LA00110,K1971,63,60,C-5,K4449,63,60,6.0,06,1,,0407,98,9,3,1,12.5,1,1,K6200,63,68,06,,0,,,,,6200 MIX UP,,,,N,2,,0,0,0,1,1,1.0,69.2,1,58,184,2,1992-04-07,92,0.028
92LA00111,K1971,63,60,C-5,K4449,63,60,6.0,06,1,,0407,98,9,3,2,10.2,1,1,K6201,63,68,06,,0,,141010,-,,?6201 MIXUP,,,,N,3,,0,0,0,1,1,0.5,74.2,0,54,176,3,1992-04-07,92,0.028
92LA00112,K1980,63,60,C-6,K5086,63,60,6.0,06,1,,0405,96,8,2,2,9.8,1,1,K6145,63,68,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,78.1,1,59,183,1,1992-04-05,92,0.025
