UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,BOND,Y5A,LOC_DEATH,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,BOSE,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
85LA00098,1985-04-06,2,Y8166,02,1,70,704,P7331,01,,1,,70,1,1,30,,1,96,8,1,0,3,,,30,,,Y5392,02,1,65,70,2,1,,1,2,7.7,10,,,1,85
85LA00099,1985-04-06,2,Y8167,02,,70,704,P7331,01,,1,,70,1,1,30,,1,96,8,0,0,3,,,30,,,Y5392,02,0,56,70,2,1,,0,0,5.4,10,,,2,85
85LA00100,1985-04-12,1,Y8384,02,1,71,712,P7371,01,,,X,70,0,1,30,,1,102,8,1,113,1,,6,30,,,Y7219,02,1,0,71,6,1,23,1,2,10.2,0,,,1,85
85LA00101,1985-04-12,1,Y8385,02,,71,712,P7371,01,,,O,70,0,1,30,,1,102,8,0,107,1,,3,30,,&,Y7219,02,0,0,71,6,1,93,0,0,9.2,0,,,2,85
85LA00102,1985-03-30,2,Y7933,02,1,71,713,P7375,01,,,,70,1,1,30,,1,89,9,0,228,3,,7,30,,,Y7319,02,1,0,71,6,1,97,1,3,8.2,0,,,1,85
85LA00103,1985-03-30,2,Y7934,02,,71,713,P7375,01,,1,,70,1,1,30,,1,89,9,1,0,3,,,30,,,Y7319,02,0,84,71,6,1,,0,0,8.8,10,,,2,85
85LA00104,1985-03-30,1,Y7935,02,,71,713,P7375,01,,1,,70,1,1,30,,1,89,9,0,0,3,,,30,897462,-,Y7319,02,0,63,71,6,1,,0,0,9.2,5,,,3,85
85LA00105,1985-03-28,2,Y7870,02,1,71,714,P8453,01,,1,,60,0,1,30,,1,87,8,0,0,3,,,30,,,Y7004,02,1,68,71,6,1,,1,2,7.2,10,,,1,85
85LA00106,1985-03-28,2,Y7871,02,,71,714,P8453,01,,1,,60,0,1,30,,1,87,8,1,0,3,,,30,,,Y7004,02,0,65,71,6,1,,0,0,7.9,10,,,2,85
85LA00107,1985-04-01,1,Y7981,02,1,71,711,P8466,01,,,,60,0,1,30,,1,91,8,1,228,4,,7,30,,,Y7286,02,1,0,71,6,1,97,1,2,10.2,0,88,,1,85
85LA00108,1985-04-01,2,Y7982,02,,71,711,P8466,01,,1,,60,0,1,30,,1,91,8,0,0,4,,,30,,,Y7286,02,0,81,71,6,1,,0,0,11.5,10,,,2,85
85LA00109,1985-04-06,1,Y8195,02,1,71,712,P8470,01,,1,,60,1,1,30,,1,96,9,1,0,3,,,30,016463,-,Y7219,02,1,65,71,6,1,,1,3,10.9,5,,,1,85
85LA00110,1985-04-06,2,Y8196,02,,71,712,P8470,01,,1,,60,1,1,30,,1,96,9,0,0,3,,,30,,,Y7219,02,0,70,71,6,1,,0,0,8.2,10,,,2,85
85LA00111,1985-04-06,2,Y8197,02,,71,712,P8470,01,,1,,60,1,1,30,,1,96,9,1,0,3,,,30,,,Y7219,02,0,67,71,6,1,,0,0,6.9,10,,,3,85
85LA00112,1985-04-12,2,Y8378,02,1,71,713,P8472,01,,1,,60,0,1,30,,1,102,8,1,0,3,,,30,,,Y7319,02,1,73,71,6,1,,1,2,10.2,10,,,1,85
85LA00113,1985-04-12,1,Y8379,02,,71,713,P8472,01,,1,,60,0,1,30,,1,102,8,0,0,3,,,30,,,Y7319,02,0,70,71,6,1,,0,0,11.1,10,,,2,85
85LA00114,1985-04-13,2,Y8392,02,1,71,714,P8488,01,,1,,60,1,1,30,,1,103,8,1,0,3,12,,30,,,Y7004,02,1,71,71,6,1,,1,2,11.9,10,,,1,85
85LA00115,1985-04-13,2,Y8393,02,,71,714,P8488,01,,1,,60,1,1,30,,3,103,8,0,0,3,,,30,,,Y7004,02,0,73,71,6,1,,0,0,10.1,10,,,2,85
85LA00116,,,,,1,71,711,P8518,01,,,,60,0,,30,1,,0,,,0,,,,30,,,Y7286,02,1,0,71,6,0,,0,0,0.0,0,,,1,85
85LA00117,1985-04-15,2,X0287,80,1,00,711,P8518,01,,1,,60,0,5,80,2,1,105,8,0,0,2,,,30,,,00000,97,1,65,71,0,1,,1,2,7.7,10,,,1,85
85LA00118,1985-04-15,2,X0288,80,,00,711,P8518,01,,1,,60,0,5,80,2,1,105,8,1,0,2,,,30,,,00000,97,0,71,71,0,1,,0,0,8.2,10,,,2,85
85LA00119,1985-04-09,1,Y8278,02,1,71,712,P8519,01,,1,,60,1,1,30,,1,99,8,1,0,3,,,30,,,Y7219,02,1,98,71,6,1,,1,2,12.7,10,,,1,85
85LA00120,1985-04-09,2,Y8279,02,,71,712,P8519,01,,,S,60,1,1,30,,1,99,8,0,100,3,,6,30,,,Y7219,02,0,0,71,6,1,46,0,0,9.6,0,,,2,85
85LA00121,1985-04-04,2,Y8105,02,1,71,712,P8527,01,,1,,60,0,1,30,,1,94,9,0,0,3,,,30,,,Y7219,02,1,72,71,6,1,,1,3,10.7,10,,,1,85
85LA00122,1985-04-04,2,Y8106,02,,71,712,P8527,01,,1,,60,0,1,30,,1,94,9,1,0,3,,,30,,,Y7219,02,0,67,71,6,1,,0,0,7.9,10,,,2,85
85LA00123,1985-04-04,2,Y8107,02,,71,712,P8527,01,,,O,60,0,1,30,,1,94,9,0,148,3,,6,30,,&,Y7219,02,0,0,71,6,1,90,0,0,6.5,0,,,3,85
85LA00124,1985-04-06,2,Y8187,02,1,70,702,P8542,01,,,,60,1,1,30,,1,96,8,0,96,4,,6,30,,,Y5213,02,1,0,70,2,1,29,1,2,9.9,0,35,,1,85
85LA00125,1985-04-06,1,Y8188,02,,70,702,P8542,01,,1,,60,1,1,30,,1,96,8,1,0,4,,,30,637919,+,Y5213,02,0,83,70,2,1,,0,0,10.3,15,,,2,85
85LA00126,1985-03-29,1,Y7895,02,1,70,702,P8556,01,,1,,60,0,1,30,,3,88,8,1,0,3,,,30,,,Y5213,02,1,70,70,2,1,,1,2,9.3,10,,,1,85
85LA00127,1985-03-29,1,Y7896,02,,70,702,P8556,01,,1,,60,0,1,30,,1,88,8,0,0,3,,,30,,,Y5213,02,0,84,70,2,1,,0,0,10.1,10,,,2,85
85LA00128,1985-03-30,1,Y7913,02,1,71,714,P8566,01,,1,,60,1,1,30,,1,89,5,1,0,2,,,30,,,Y7004,02,1,106,71,6,1,,1,1,12.2,10,,,1,85
85LA00129,,,,,1,70,702,P8603,01,,,,60,0,,30,,,0,,,0,,,,30,,,Y5213,02,0,0,70,2,0,,0,0,0.0,0,,,1,85
85LA00130,1985-04-04,1,Y8109,02,1,71,711,P8662,01,,1,,60,1,1,30,,1,94,8,1,0,3,,,30,,,Y7286,02,1,76,71,6,1,,1,2,10.4,10,,,1,85
85LA00131,1985-04-04,2,Y8110,02,,71,711,P8662,01,,1,,60,1,1,30,,1,94,8,0,0,3,,,30,,,Y7286,02,0,79,71,6,1,,0,0,11.2,10,,,2,85
85LA00132,1985-04-09,2,Y8306,02,1,70,703,P8667,01,,1,,60,1,1,30,,1,99,8,0,0,5,,,30,,,Y5093,02,1,79,70,2,1,,1,2,9.8,10,,,1,85
85LA00133,1985-04-09,2,Y8307,02,,70,703,P8667,01,,1,,60,1,1,30,,1,99,8,1,0,5,,,30,,,Y5093,02,0,77,70,2,1,,0,0,10.2,10,,,2,85
85LA00134,1985-04-13,2,Y8390,02,1,70,702,P8687,01,,1,,60,0,1,30,,3,103,8,1,0,2,,,30,,,Y5213,02,1,91,70,2,1,,1,2,8.7,10,,,1,85
85LA00135,1985-04-13,2,Y8391,02,,70,702,P8687,01,,1,,60,0,1,30,,1,103,8,0,0,2,,,30,,&,Y5213,02,0,27,70,2,1,,0,0,6.7,5,,,2,85
85LA00136,1985-04-07,1,Y8222,02,1,71,712,P8693,01,,1,,60,1,1,30,,1,97,8,1,0,3,,,30,,,Y7219,02,1,63,71,6,1,,1,2,8.6,10,,,1,85
85LA00137,1985-04-07,1,Y8223,02,,71,712,P8693,01,,1,,60,1,1,30,,1,97,8,0,0,3,,,30,,,Y7219,02,0,61,71,6,1,,0,0,7.8,10,,,2,85
85LA00138,1985-04-02,2,Y8043,02,1,70,704,P8696,01,,1,,60,1,1,30,,2,92,8,0,0,5,,,30,,,Y5392,02,1,61,70,2,1,,1,2,11.2,10,,,1,85
