UID,YR,SEX,LAMB,LB1,DATE,BRWT,SIRE,SB1,DAM,DB1,INBL,TB,ADAM,CLR,MILK,JAW,LINE,PEN,CDNO,DISP,DAYDIS,ABNL,ABNE,FONO,FOBR,FOPU,ABLMB,DBRD,X1,DRY,DEAD,X2,LBRD,ABEWE,LNDAM,TM,INBD,SPEC,WNWT,CODE,X3,DAYBN,SBRD,Y1,Y2,Y3,Y4,Y5,DATEBN,YRDAM,YRSIRE,STM
52LA00011,52,,,,331,0.0,2822,1,1745,1,29,2,7,,0,,27,270,2,0,0,,,,,,,11,,,,11,11,,27,1,25,,,,,91,11,1,1,2,0,0,1952-03-31,45,49,07
52LA00012,52,2,3774,1,420,9.0,3072,1,1764,1,,8,7,1,3,1,63,570,1,,0,,,0791,13,-,,11,,,,11,11,,20,6,27,,62,27,,111,11,1,1,2,1,10,1952-04-20,45,50,07
52LA00013,52,1,3775,1,420,7.4,3072,1,1764,1,,8,7,1,3,2,63,570,2,,0,,,3084,11,-,,11,,,,11,11,,20,6,27,,57,27,,111,11,1,1,2,1,10,1952-04-20,45,50,07
52LA00014,52,1,3739,1,413,10.0,2822,1,1771,1,31,8,7,1,4,1,27,270,1,,0,,,,,,,11,,,,11,11,,27,1,29,,69,,,104,11,1,1,2,1,10,1952-04-13,45,49,07
52LA00015,52,1,3740,1,413,9.6,2822,1,1771,1,31,8,7,1,4,1,27,270,2,6,151,,,,,,,11,,,,11,11,,27,1,29,,,,,104,11,1,1,2,1,0,1952-04-13,45,49,07
52LA00016,52,2,3713,1,410,9.6,2996,1,1775,1,21,8,7,1,4,1,23,230,1,,0,2,,7045,13,-,02,11,,,,11,11,,23,1,18,,63,,,101,11,1,1,2,1,10,1952-04-10,45,49,07
52LA00017,52,2,3714,1,410,9.8,2996,1,1775,1,21,8,7,3,4,1,23,230,2,,0,,,,,,,11,,,,11,11,,23,1,18,,75,,,101,11,1,1,2,1,10,1952-04-10,45,49,07
52LA00018,52,2,3724,1,411,10.8,2822,1,1828,1,33,8,7,1,4,1,27,270,1,,0,,,,,,,11,,,,11,11,,27,1,20,,53,,,102,11,1,1,2,1,10,1952-04-11,45,49,07
52LA00019,52,2,3725,1,411,9.6,2822,1,1828,1,33,8,7,1,4,1,27,270,2,,0,,,,,,,11,,,,11,11,,27,1,20,,58,,,102,11,1,1,2,1,10,1952-04-11,45,49,07
52LA00020,52,1,3767,1,417,12.2,3355,1,1860,1,17,5,7,1,4,2,23,231,1,,0,,,,,,,11,,,,11,11,,23,1,10,,69,,,108,11,1,1,1,1,10,1952-04-17,45,51,07
52LA00021,52,2,3750,1,415,10.0,3355,1,1874,1,21,5,7,1,4,1,23,231,1,,0,,,,,,,11,,,,11,11,,23,1,17,,58,,,106,11,1,1,1,1,10,1952-04-15,45,51,07
52LA00022,52,1,3669,1,407,9.2,2996,1,1876,1,36,5,7,1,4,1,23,230,1,,0,,,,,,,11,,,,11,11,,23,1,10,,66,,,98,11,1,1,1,1,10,1952-04-07,45,49,07
52LA00023,52,1,,,407,0.0,2362,1,1898,1,22,1,7,1,3,1,20,200,1,1,0,,,8981,60,+,,11,,,,11,11,,20,1,28,,,,,98,11,1,1,1,0,0,1952-04-07,45,47,07
52LA00024,52,,,,420,0.0,3179,1,1903,1,,0,7,,0,,63,560,1,0,0,,,,,,,11,,,,11,11,,20,6,26,,,27,,111,11,1,1,1,0,0,1952-04-20,45,50,07
52LA00025,52,,,,0,0.0,3236,1,1948,1,15,,6,,,,24,240,1,,0,,,,,,,11,,,7,11,11,,24,1,20,,,,,141,11,0,0,0,0,0,,46,50,07
52LA00026,52,,,,420,0.0,3236,1,1949,1,15,0,6,,0,,24,240,1,0,0,,,,,,,11,,,,11,11,,24,1,20,,,,,111,11,1,1,1,0,0,1952-04-20,46,50,07
52LA00027,52,2,3662,1,406,7.2,3105,1,1972,1,,8,6,1,4,1,63,590,1,,0,,,,,,,11,,,,11,11,,27,6,15,,58,20,,97,11,1,1,2,1,10,1952-04-06,46,50,07
52LA00028,52,1,3663,1,406,8.0,3105,1,1972,1,,8,6,1,4,1,63,590,2,,0,,,,,,,11,,,,11,11,,27,6,15,,66,20,,97,11,1,1,2,1,10,1952-04-06,46,50,07
52LA00029,52,,,,227,0.0,2837,1,1982,1,35,,6,,,,19,190,1,,0,,,,,,,11,,,6,11,11,,19,1,34,,,,,58,11,0,0,0,0,0,1952-02-27,46,49,07
52LA00030,52,,,,420,0.0,2771,1,1996,1,36,0,6,,0,,34,340,1,0,0,,,,,,,11,,,,11,11,,34,1,27,,,,,111,11,1,1,1,0,0,1952-04-20,46,49,07
52LA00031,52,,,,420,0.0,2362,1,1999,1,20,0,6,,0,,20,200,1,0,0,,,,,,,11,,,,11,11,,20,1,12,,,,,111,11,1,1,1,0,0,1952-04-20,46,47,07
52LA00032,52,,,,420,0.0,2996,1,2003,1,20,0,6,,0,,23,230,1,0,0,,,,,,,11,,,,11,11,,23,1,10,,,,,111,11,1,1,1,0,0,1952-04-20,46,49,07
52LA00033,52,1,3702,1,410,11.0,2771,1,2020,1,41,7,6,1,3,1,34,340,1,,0,,,,,,,11,,,,11,11,10,34,1,26,,81,,,101,11,1,1,2,1,10,1952-04-10,46,49,07
52LA00034,52,2,,,410,0.0,2771,1,2020,1,41,7,6,,3,,34,340,2,1,0,,99,,,,,11,,,,11,11,,34,1,26,,,,,101,11,1,1,2,0,0,1952-04-10,46,49,07
52LA00035,52,2,3708,1,410,8.6,2771,1,2021,1,50,8,6,1,4,1,34,340,1,,0,,,,,,,11,,,,11,11,,34,1,26,,56,,,101,11,1,1,2,1,10,1952-04-10,46,49,07
52LA00036,52,1,3709,1,410,9.2,2771,1,2021,1,50,8,6,1,4,1,34,340,2,7,230,,,,,,,11,,,,11,11,,34,1,26,,,,,101,11,1,1,2,1,0,1952-04-10,46,49,07
52LA00037,52,1,3704,1,410,9.8,3163,1,2036,1,,8,6,1,4,1,63,610,1,,0,,,,,,,11,,,,11,11,,27,6,15,,69,20,,101,11,1,1,2,1,10,1952-04-10,46,50,07
52LA00038,52,2,3705,1,410,9.2,3163,1,2036,1,,8,6,1,4,1,63,610,2,,0,,,,,,,11,,,,11,11,,27,6,15,,54,20,,101,11,1,1,2,1,10,1952-04-10,46,50,07
52LA00039,52,1,7061,3,413,11.4,0000,,2037,1,,5,6,1,4,1,00,000,1,,0,,,,,,,11,,,,,17,,19,0,24,3,90,,,104,00,1,1,1,1,10,1952-04-13,46,50,00
52LA00040,52,1,3754,1,415,8.6,2771,1,2060,1,40,8,6,1,3,1,34,340,1,,0,,,,,,,11,,,,11,11,,34,1,36,,53,,,106,11,1,1,2,1,10,1952-04-15,46,49,07
52LA00041,52,2,3755,1,415,7.8,2771,1,2060,1,40,8,6,1,3,1,34,340,2,,0,2,,,,,16,11,,,,11,11,,34,1,36,,50,,,106,11,1,1,2,1,10,1952-04-15,46,49,07
52LA00042,52,1,3748,1,414,10.6,2362,1,2091,1,19,5,6,1,4,1,20,200,1,,0,,,,,,,11,,,,11,11,,20,1,17,,80,,,105,11,1,1,1,1,10,1952-04-14,46,47,07
52LA00043,52,2,3703,1,410,10.8,0000,,2102,1,,5,6,1,5,1,00,620,1,,0,,,,,,,11,,,,,11,,27,0,12,3,81,,,101,00,1,1,1,1,10,1952-04-10,46,50,00
52LA00044,52,2,3653,1,406,8.8,2996,1,2115,1,16,8,6,1,2,1,23,230,1,,0,,,,,,,11,,,,11,11,,23,1,13,,69,,,97,11,1,1,2,1,10,1952-04-06,46,49,07
52LA00045,52,1,3654,1,406,10.4,2996,1,2115,1,16,8,6,1,2,2,23,230,2,,0,,,0072,13,-,,11,,,,11,11,,23,1,13,,70,,,97,11,1,1,2,1,10,1952-04-06,46,49,07
52LA00046,52,,,,420,0.0,2771,1,2127,1,36,0,6,,0,,34,340,1,0,0,,,,,,,11,,,,11,11,,34,1,24,,,,,111,11,1,1,1,0,0,1952-04-20,46,49,07
52LA00047,52,2,3787,1,430,8.2,3228,1,2129,1,,5,6,1,4,1,63,550,1,,0,,,,,,,11,,,,11,11,,20,6,13,,70,27,,121,11,1,1,1,1,10,1952-04-30,46,50,07
52LA00048,52,,,,420,0.0,2362,1,2131,1,22,0,6,,0,,20,200,1,0,0,,,,,,,11,,,,11,11,,20,1,26,,,,,111,11,1,1,1,0,0,1952-04-20,46,47,07
52LA00049,52,1,3765,1,417,10.0,2837,1,2146,1,15,8,6,1,3,2,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,18,,55,,,108,11,1,1,2,1,10,1952-04-17,46,49,07
52LA00050,52,2,3766,1,417,7.8,2837,1,2146,1,15,8,6,1,3,1,19,190,2,,0,,,,,,,11,,,,11,11,,19,1,18,,48,,,108,11,1,1,2,1,10,1952-04-17,46,49,07
52LA00051,52,2,3760,1,415,11.0,2837,1,2202,1,28,5,6,1,4,1,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,24,,74,,,106,11,1,1,1,1,10,1952-04-15,46,49,07
52LA00052,52,1,3742,1,413,12.2,0107,1,2207,1,0,8,6,1,4,1,32,320,1,,0,,,,,,,11,,,,91,11,,32,1,24,,63,,,104,91,1,1,2,1,10,1952-04-13,46,47,07
52LA00053,52,2,3743,1,413,10.8,0107,1,2207,1,0,8,6,1,4,1,32,320,2,,0,,,,,,,11,,,,91,11,,32,1,24,,72,,,104,91,1,1,2,1,10,1952-04-13,46,47,07
52LA00054,52,,,,510,0.0,2837,1,2219,1,16,,5,,,,19,190,1,,0,,,,,,,11,,-,,11,11,,19,1,21,,,,,131,11,1,0,0,0,0,1952-05-10,47,49,07
52LA00055,52,,,,329,0.0,2822,1,2220,1,28,2,5,,2,,27,270,1,0,0,,,,,,,11,,,,11,11,,27,1,21,,,,,89,11,1,1,2,0,0,1952-03-29,47,49,07
52LA00056,52,,,,329,0.0,2822,1,2220,1,28,2,5,,2,,27,270,2,0,0,,,,,,,11,,,,11,11,,27,1,21,,,,,89,11,1,1,2,0,0,1952-03-29,47,49,07
52LA00057,52,2,3719,1,411,11.4,0107,1,2228,1,0,5,5,2,5,1,32,320,1,,0,,,,,,,11,,,,91,11,,32,1,31,,80,,,102,91,1,1,1,1,10,1952-04-11,47,47,07
52LA00058,52,2,3728,1,412,10.2,2837,1,2229,1,15,5,5,1,5,1,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,16,,66,,,103,11,1,1,1,1,10,1952-04-12,47,49,07
52LA00059,52,1,3627,1,403,9.4,2771,1,2230,1,39,8,5,2,2,1,34,340,1,,0,,,9411,13,-,,11,,,,11,11,04,34,1,30,,71,,,94,11,1,1,2,1,10,1952-04-03,47,49,07
52LA00060,52,2,3628,1,403,8.6,2771,1,2230,1,39,8,5,1,2,1,34,340,2,,0,,,,,,,11,,,,11,11,,34,1,30,,69,,,94,11,1,1,2,1,10,1952-04-03,47,49,07
52LA00061,52,2,3741,1,413,11.4,2362,1,2238,1,26,5,5,1,4,1,20,200,1,,0,,,,,,,11,,,,11,11,,20,1,22,,62,,,104,11,1,1,1,1,10,1952-04-13,47,47,07
52LA00062,52,2,3731,1,413,8.0,2771,1,2241,1,37,8,5,1,3,1,34,340,1,,0,,,,,,,11,,,,11,11,,34,1,24,,53,,,104,11,1,1,2,1,10,1952-04-13,47,49,07
52LA00063,52,1,3732,1,413,8.2,2771,1,2241,1,37,8,5,1,3,1,34,340,2,,0,,,,,,,11,,,,11,11,,34,1,24,,66,,,104,11,1,1,2,1,10,1952-04-13,47,49,07
52LA00064,52,,,,510,0.0,2837,1,2242,1,15,,5,,,,19,190,1,,0,,,,,,,11,,-,,11,11,,19,1,17,,,,,131,11,1,0,0,0,0,1952-05-10,47,49,07
52LA00065,52,1,3710,1,410,9.8,2771,1,2247,1,34,8,5,1,4,2,34,340,1,,0,,,,,,,11,,,,11,11,,34,1,20,,59,,,101,11,1,1,2,1,10,1952-04-10,47,49,07
52LA00066,52,1,3711,1,410,9.4,2771,1,2247,1,34,8,5,1,4,1,34,340,2,,0,,,,,,,11,,,,11,11,,34,1,20,,63,,,101,11,1,1,2,1,10,1952-04-10,47,49,07
52LA00067,52,1,3638,1,405,13.2,0107,1,2253,1,0,5,5,1,4,1,32,320,1,,0,,,,,,,11,,,,91,11,,32,1,10,,88,,,96,91,1,1,1,1,10,1952-04-05,47,47,07
52LA00068,52,1,3716,1,411,9.6,3091,1,2259,1,,5,5,1,3,1,63,600,1,,0,,,,,,,11,,,,11,11,,27,6,20,,75,20,,102,11,1,1,1,1,10,1952-04-11,47,50,07
52LA00069,52,,,,420,0.0,2594,1,2260,1,28,0,5,,0,,21,210,1,0,0,,,,,,,11,,,,11,11,,21,1,25,,,,,111,11,1,1,1,0,0,1952-04-20,47,48,07
52LA00070,52,1,3614,1,331,7.0,0000,,2261,1,,5,5,1,1,1,00,320,1,6,93,,,,,,,11,,,,,11,,32,0,26,3,,,,91,00,1,1,1,1,0,1952-03-31,47,50,00
52LA00071,52,,,,420,0.0,3236,1,2276,1,16,0,5,,0,,24,240,1,0,0,,,,,,,11,,,,11,11,,24,1,26,,,,,111,11,1,1,1,0,0,1952-04-20,47,50,07
52LA00072,52,1,3637,1,405,8.0,3355,1,2277,1,20,5,5,1,5,2,23,231,1,,0,,,,,,,11,,,,11,11,,23,1,14,,54,,,96,11,1,1,1,1,10,1952-04-05,47,51,07
52LA00073,52,2,3689,1,409,10.0,2822,1,2295,1,32,8,5,1,4,1,27,270,1,7,230,,,,,,,11,,,,11,11,,27,1,28,,,,,100,11,1,1,2,1,0,1952-04-09,47,49,07
52LA00074,52,2,3690,1,409,8.2,2822,1,2295,1,32,8,5,1,4,1,27,270,2,,0,,,,,,,11,,,,11,11,,27,1,28,,60,,,100,11,1,1,2,1,10,1952-04-09,47,49,07
52LA00075,52,2,3700,1,409,13.2,0107,1,2307,1,0,5,5,1,4,1,32,320,1,,0,,,,,,,11,,,,91,11,,32,1,27,,91,,,100,91,1,1,1,1,10,1952-04-09,47,47,07
52LA00076,52,2,3696,1,409,10.8,2837,1,2320,1,15,5,5,1,3,1,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,18,,69,,,100,11,1,1,1,1,10,1952-04-09,47,49,07
52LA00077,52,1,3684,1,409,9.6,3072,1,2337,1,,5,5,1,4,2,63,570,1,,0,,,,,,,11,,,,11,11,,20,6,25,,78,27,,100,11,1,1,1,1,10,1952-04-09,47,50,07
52LA00078,52,,,,420,0.0,3069,1,2348,1,29,0,5,,0,,21,211,1,0,0,,,,,,,11,,,,11,11,,21,1,18,,,,,111,11,1,1,1,0,0,1952-04-20,47,50,07
52LA00079,52,1,3720,1,411,14.0,2822,1,2369,1,22,5,5,1,4,1,27,270,1,,0,,,,,,,11,,,,11,11,,27,1,11,,83,,,102,11,1,1,1,1,10,1952-04-11,47,49,07
52LA00080,52,,,,420,0.0,2362,1,2384,1,26,0,5,,0,,20,200,1,0,0,,,,,,,11,,,,11,11,,20,1,23,,,,,111,11,1,1,1,0,0,1952-04-20,47,47,07
52LA00081,52,1,3693,1,409,9.2,3236,1,2397,1,16,8,5,1,3,1,24,240,1,,0,,,,,,,11,,,,11,11,,24,1,27,,80,,,100,11,1,1,2,1,10,1952-04-09,47,50,07
52LA00082,52,2,3694,1,409,7.6,3236,1,2397,1,16,8,5,1,3,1,24,240,2,,0,,,2446,11,-,,11,,,,11,11,,24,1,27,,64,,,100,11,1,1,2,1,10,1952-04-09,47,50,07
52LA00083,52,1,3648,1,405,9.2,2594,1,2398,1,24,8,5,1,4,1,21,210,1,,0,,,,,,,11,,,,11,11,,21,1,11,,55,,,96,11,1,1,2,1,10,1952-04-05,47,48,07
52LA00084,52,1,3649,1,405,7.6,2594,1,2398,1,24,8,5,1,4,1,21,210,2,6,99,,,9067,13,-,,11,,,,11,11,,21,1,11,,,,,96,11,1,1,2,1,0,1952-04-05,47,48,07
52LA00085,52,1,3736,1,413,9.8,2822,1,2407,1,31,8,5,1,4,1,27,270,1,,0,,,,,,,11,,,,11,11,,27,1,26,,75,,,104,11,1,1,2,1,10,1952-04-13,47,49,07
52LA00086,52,1,3737,1,413,8.8,2822,1,2407,1,31,8,5,1,4,1,27,270,2,,0,,,,,,,11,,,,11,11,,27,1,26,,51,,,104,11,1,1,2,1,10,1952-04-13,47,49,07
52LA00087,52,,,,420,0.0,2837,1,2410,1,14,0,5,,0,,19,190,1,0,0,,,,,,,11,,,,11,11,,19,1,12,,,,,111,11,1,1,1,0,0,1952-04-20,47,49,07
52LA00088,52,,,,420,0.0,3069,1,2417,1,28,0,5,,0,,21,211,1,0,0,,,,,,,11,,,,11,11,,21,1,15,,,,,111,11,1,1,1,0,0,1952-04-20,47,50,07
52LA00089,52,,,,420,0.0,3179,1,2418,1,,0,5,,0,,63,560,1,0,0,,,,,,,11,,,,11,11,,20,6,26,,,27,,111,11,1,1,1,0,0,1952-04-20,47,50,07
52LA00090,52,,,,407,0.0,0107,1,2428,1,0,,5,,,,32,320,1,,0,,,,,,,11,,,6,91,11,,32,1,17,,,,,98,91,0,0,0,0,0,1952-04-07,47,47,07
52LA00091,52,2,3768,1,417,10.4,2996,1,2429,1,24,5,5,1,4,4,23,230,1,,0,,,,,,,11,,,,11,11,,23,1,22,,69,,,108,11,1,1,1,1,10,1952-04-17,47,49,07
52LA00092,52,,,,420,0.0,2771,1,2433,1,37,0,5,,0,,34,340,1,0,0,,,,,,,11,,,,11,11,,34,1,29,,,,,111,11,1,1,1,0,0,1952-04-20,47,49,07
52LA00093,52,,,,406,0.0,2594,1,2434,1,27,,5,,,,21,210,1,,97,,,,,,,11,,,6,11,11,,21,1,18,,,,,97,11,0,0,0,0,0,1952-04-06,47,48,07
52LA00094,52,1,3718,1,411,11.6,3236,1,2439,1,17,5,5,1,3,1,24,240,1,,0,,,,,,,11,,,,11,11,,24,1,31,,83,,,102,11,1,1,1,1,10,1952-04-11,47,50,07
52LA00095,52,2,3772,1,420,10.0,3112,1,2441,1,,8,5,1,4,1,63,580,1,,0,2,99,,,,16,11,,,,11,11,10,20,6,24,,47,27,,111,11,1,1,2,1,10,1952-04-20,47,50,07
52LA00096,52,1,3773,1,420,9.0,3112,1,2441,1,,8,5,1,4,1,63,580,2,6,151,2,,,,,16,11,,,,11,11,,20,6,24,,,27,,111,11,1,1,2,1,0,1952-04-20,47,50,07
52LA00097,52,1,,,410,0.0,2996,1,2446,1,21,2,5,,3,,23,230,1,0,0,,,3694,11,+,,11,,,,11,11,,23,1,12,,,,,101,11,1,1,2,0,0,1952-04-10,47,49,07
52LA00098,52,1,,,410,0.0,2996,1,2446,1,21,2,5,,3,,23,230,2,0,0,,,,,,,11,,,,11,11,,23,1,12,,,,,101,11,1,1,2,0,0,1952-04-10,47,49,07
52LA00099,52,2,3727,1,412,8.4,2594,1,2455,1,27,5,5,1,5,1,21,210,1,6,109,,,0804,14,+,,11,,,,11,11,,21,1,18,,,,,103,11,1,1,1,1,0,1952-04-12,47,48,07
52LA00100,52,,,,420,0.0,0107,1,2462,1,0,0,5,,0,,32,320,1,0,0,,,,,,,11,,,,91,11,,32,1,22,,,,,111,91,1,1,1,0,0,1952-04-20,47,47,07
52LA00101,52,1,3641,1,405,11.6,3105,1,2470,1,,8,5,1,4,2,63,590,1,,0,2,,,,,09,11,,,,11,11,,27,6,23,,70,20,,96,11,1,1,2,1,10,1952-04-05,47,50,07
52LA00102,52,2,3642,1,405,10.6,3105,1,2470,1,,8,5,1,4,2,63,590,2,,0,1,,,,,09,11,,,,11,11,,27,6,23,,64,20,,96,11,1,1,2,1,10,1952-04-05,47,50,07
52LA00103,52,1,3751,1,415,14.0,0107,1,2473,1,0,5,5,1,5,1,32,320,1,,0,,,,,,,11,,,,91,11,,32,1,29,,89,,,106,91,1,1,1,1,10,1952-04-15,47,47,07
52LA00104,52,1,3758,1,415,11.0,3236,1,2482,1,17,5,5,1,4,1,24,240,1,,0,,,,,,,11,,,,11,11,,24,1,33,,87,,,106,11,1,1,1,1,10,1952-04-15,47,50,07
52LA00105,52,,,,420,0.0,2837,1,2494,1,24,0,4,,0,,19,190,1,0,0,,,,,,,11,,,,11,11,,19,1,18,,,,,111,11,1,1,1,0,0,1952-04-20,48,49,07
52LA00106,52,,,,331,0.0,2362,1,2500,1,19,2,4,,0,,20,200,1,0,0,,,,,,,11,,,,11,11,,20,1,20,,,,,91,11,1,1,2,0,0,1952-03-31,48,47,07
52LA00107,52,,,,331,0.0,2362,1,2500,1,19,2,4,,0,,20,200,2,0,0,,,,,,,11,,,,11,11,,20,1,20,,,,,91,11,1,1,2,0,0,1952-03-31,48,47,07
52LA00108,52,2,,,402,0.0,2771,1,2518,1,40,1,4,,3,,34,340,1,1,0,,,,,,,11,,,,11,11,,34,1,28,,,,,93,11,1,1,1,0,0,1952-04-02,48,49,07
52LA00109,52,2,3786,1,426,9.8,2837,1,2520,1,23,5,4,1,5,1,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,15,,67,,,117,11,1,1,1,1,10,1952-04-26,48,49,07
52LA00110,52,1,,,405,0.0,2362,1,2522,1,20,0,4,,0,,20,200,1,0,0,,,,,,,11,,,,11,11,,20,1,22,,,,,96,11,1,1,1,0,0,1952-04-05,48,47,07
52LA00111,52,2,3623,1,402,8.8,3091,1,2523,1,,5,4,1,4,1,63,600,1,,0,,,,,,,11,,,,11,11,,27,6,22,,66,20,,93,11,1,1,1,1,10,1952-04-02,48,50,07
52LA00112,52,2,3670,1,407,7.2,2362,1,2538,1,27,5,4,1,5,1,20,200,1,,0,2,,,,,16,11,,,,11,11,,20,1,17,,58,,,98,11,1,1,1,1,10,1952-04-07,48,47,07
52LA00113,52,1,3678,1,408,10.8,3355,1,2540,1,23,5,4,1,5,1,23,231,1,6,102,,,0529,14,+,,11,,,,11,11,,23,1,17,,,,,99,11,1,1,1,1,0,1952-04-08,48,51,07
52LA00114,52,,,,420,0.0,3236,1,2543,1,18,0,4,,0,,24,240,1,0,0,,,,,,,11,,,,11,11,,24,1,20,,,,,111,11,1,1,1,0,0,1952-04-20,48,50,07
52LA00115,52,2,3698,1,409,9.4,2822,1,2546,1,27,5,4,1,4,1,27,270,1,,0,,,,,,,11,,,,11,11,,27,1,23,,70,,,100,11,1,1,1,1,10,1952-04-09,48,49,07
52LA00116,52,2,,,329,0.0,3276,1,2551,1,,0,4,1,4,1,63,620,1,0,0,,,,,,,11,,,,11,11,,27,6,10,,,20,,89,11,1,1,1,0,0,1952-03-29,48,50,07
52LA00117,52,,,,521,0.0,0107,1,2554,1,0,,4,,,,32,320,1,,0,,,,,,,11,,-,,91,11,,32,1,33,1,,,,142,91,1,0,0,0,0,1952-05-21,48,47,07
52LA00118,52,1,1830,5,521,11.2,0000,6,2554,1,,5,4,1,4,1,00,320,1,,0,,,,,,,11,,,,,48,,32,0,33,2,83,04,,142,60,1,1,1,1,10,1952-05-21,48,50,04
52LA00119,52,2,3624,1,402,7.4,3069,1,2555,1,32,8,4,1,4,1,21,211,1,,0,,,,,,,11,,,,11,11,,21,1,18,,49,,,93,11,1,1,2,1,10,1952-04-02,48,50,07
52LA00120,52,1,3625,1,402,10.2,3069,1,2555,1,32,8,4,1,4,1,21,211,2,6,102,,,,,,,11,,,,11,11,,21,1,18,,,,,93,11,1,1,2,1,0,1952-04-02,48,50,07
52LA00121,52,2,3747,1,414,11.8,2837,1,2560,1,37,5,4,1,4,1,19,190,1,,0,,,,,,,11,,,,11,11,,19,1,35,,50,,,105,11,1,1,1,1,10,1952-04-14,48,49,07
52LA00122,52,2,,,410,0.0,3355,1,2561,1,25,1,4,,3,,23,231,1,1,0,2,,3692,11,+,16,11,,,,11,11,,23,1,15,,,,,101,11,1,1,1,0,0,1952-04-10,48,51,07
52LA00123,52,1,3749,1,414,9.4,2996,1,2568,1,17,5,4,1,4,1,23,230,1,,0,,99,,,,,11,,,,11,11,10,23,1,19,,76,,,105,11,1,1,1,1,10,1952-04-14,48,49,07
52LA00124,52,1,3616,1,401,8.0,2771,1,2571,1,38,8,4,1,4,1,34,340,1,,0,2,,,,,16,11,,,,11,11,,34,1,20,,78,,,92,11,1,1,2,1,10,1952-04-01,48,49,07
52LA00125,52,1,3617,1,401,7.6,2771,1,2571,1,38,8,4,1,4,1,34,340,2,,0,2,,,,,16,11,,,,11,11,,34,1,20,,52,,,92,11,1,1,2,1,10,1952-04-01,48,49,07
52LA00126,52,1,3671,1,407,5.4,2771,1,2572,1,38,9,4,2,5,1,34,340,1,6,100,2,,,,,16,11,,,,11,11,,34,1,20,,,,,98,11,1,1,3,1,0,1952-04-07,48,49,07
52LA00127,52,2,3672,1,407,7.2,2771,1,2572,1,38,9,4,1,5,2,34,340,2,,0,,,,,,,11,,,,11,11,,34,1,20,,65,,,98,11,1,1,3,1,10,1952-04-07,48,49,07
52LA00128,52,,,,407,0.0,2771,1,2572,1,38,9,4,,5,,34,340,3,0,0,,,,,,,11,,,,11,11,,34,1,20,,,,,98,11,1,1,3,0,0,1952-04-07,48,49,07
52LA00129,52,,,,420,0.0,0107,1,2573,1,0,0,4,,0,,32,320,1,0,0,,,,,,,11,,,,91,11,,32,1,28,,,,,111,91,1,1,1,0,0,1952-04-20,48,47,07
