UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
01LA00013,01, 8212,00,68,03,J0143,00,3.0,3,06,06,,,1,7,y,G,0327,86,8,4,1,11.7,1,1,K1584,64,68,06,,0,,,,"SUCK1SIDE,FLT",,,,.,J,1,,,1,1,2,1,1,1.0,111,1,86,179,1,2001-03-27,0.0
01LA00014,01, 8212,00,68,03,J0143,00,3.0,3,06,06,,,1,7,y,G,0327,86,8,4,2,9.2,1,1,K1585,64,68,06,6,89,84,,,,WEAK,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-27,0.0
01LA00015,01, 8210,00,68,02,J0131,00,3.0,3,06,06,,,1,7,y,G,0326,85,9,4,3,7.7,1,1,K1578,64,68,06,,0,,Z6299,-,,,,,.,J,3,,,0,0,0,1,1,0.5,82,1,0,0,B,2001-03-26,0.0
01LA00016,01, 8210,00,68,02,J0131,00,3.0,3,06,06,,,1,7,y,G,0326,85,9,4,2,10.4,1,1,K1577,64,68,06,7,179,97,,,,,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,1,2001-03-26,0.0
01LA00017,01, 8210,00,68,02,J0131,00,3.0,3,06,06,,,1,7,y,G,0326,85,9,4,2,9.2,1,1,K1576,64,68,06,,0,,,,,,,,.,J,1,,,1,1,3,1,1,1.0,83,1,73,179,1,2001-03-26,0.0
01LA00018,01, 8811,00,68,02,J0131,00,3.0,3,06,06,,,1,7,y,G,0324,83,8,4,3,10.8,1,1,K1548,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,79,1,65,179,1,2001-03-24,0.0
01LA00019,01, 8811,00,68,02,J0131,00,3.0,3,06,06,,,1,7,y,G,0324,83,8,4,3,8.9,1,1,K1547,64,68,06,,0,,,,LTS,,,,.,J,1,,,1,1,2,1,1,1.0,72,1,65,179,1,2001-03-24,0.0
01LA00020,01,91143,09,68,05,K0649,64,2.0,2,06,06,,,1,7,n,G,0328,87,8,3,1,10.4,1,1,K1592,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,75,1,59,179,1,2001-03-28,0.021
01LA00021,01,91143,09,68,05,K0649,64,2.0,2,06,06,,,1,7,n,G,0328,87,8,3,1,10.5,1,1,K1593,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,84,1,67,179,1,2001-03-28,0.021
01LA00022,01,90086,09,68,09,K0866,64,2.0,2,06,06,,,1,7,n,G,0324,83,4,2,1,7.5,1,1,K1546,64,68,06,1,83,28,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-24,0.045
01LA00023,01,90086,09,68,09,K0866,64,2.0,2,06,06,,,1,7,n,G,0324,83,4,2,2,7.5,1,1,K1545,64,68,06,1,83,28,,,DYSTOCIA,,,,.,J,1,,,1,1,2,0,0,0.0,0,0,0,0,,2001-03-24,0.045
01LA00024,01,90415,09,68,01,J0093,00,2.0,2,06,06,,,1,7,n,G,0327,86,1,2,1,12.0,1,1,,,68,06,1,86,44,,,,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-27,0.0
01LA00025,01,A7171,04,88,e.6,A4142,04,1.0,1,30,71,,,4,7,y,.,0327,86,8,2,3,11.2,1,1,A8160,04,00,72,6,122,95,,8,,,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-27,0.018
01LA00026,01,A7171,04,88,e.6,A4142,04,1.0,1,30,71,,,4,7,y,.,0327,86,8,2,2,8.9,1,1,A8161,04,00,72,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,84,1,73,179,1,2001-03-27,0.018
01LA00027,01,A7455,04,82,e.8,Z4799,81,1.0,1,30,80,,,4,0,y,.,0328,87,5,3,3,12.7,2,1,A8162,04,00,80,,0,,,,,,,,.,J,1,,,1,1,1,1,1,1.0,100,1,88,179,1,2001-03-28,0.022
01LA00028,01,A7585,04,81,e.9,Z5042,81,1.0,1,30,80,,,4,0,y,.,0325,84,1,1,1,11.0,1,1,,,00,80,1,84,44,,,,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-25,0.0
01LA00029,01,A7213,04,81,e.8,Z4799,81,1.0,1,30,80,,,4,0,y,.,0323,82,7,2,3,7.8,1,1,A8156,04,00,80,6,127,95,,8,,PNEU,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-23,0.024
01LA00030,01,A7213,04,81,e.8,Z4799,81,1.0,1,30,80,,,4,0,y,.,0323,82,7,2,2,7.5,1,1,,,00,80,1,82,84,T8296,+,,,,,.,J,2,,,0,0,0,0,0,0.5,0,0,0,0,,2001-03-23,0.024
01LA00031,01,A7296,04,88,e.8,Z4799,81,1.0,1,30,80,,,4,0,y,.,0325,84,8,2,3,10.1,6,1,A8158,04,00,80,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,92,1,80,179,1,2001-03-25,0.024
01LA00032,01,A7296,04,88,e.8,Z4799,81,1.0,1,30,80,,,4,0,y,.,0325,84,8,2,3,10.3,1,1,A8159,04,00,80,,0,,S7775,-,,,,,.,J,2,,,0,0,0,1,1,0.5,100,1,83,179,1,2001-03-25,0.024
01LA00033,01,K1127,64,68,e.5,K9603,63,1.0,1,06,05,NN,CC,4,7,y,H,0327,86,0,1,,0.0,,,,,00,05,0,0,27,,,,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-27,0.002
01LA00034,01,K1325,64,00,e.5,K9603,63,1.0,1,05,05,CN,CC,4,0,y,H,0326,85,4,2,1,8.0,1,1,,,00,05,1,85,84,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-26,0.009
01LA00035,01,K1325,64,00,e.5,K9603,63,1.0,1,05,05,CN,CC,4,0,y,H,0326,85,4,2,2,7.5,1,1,,,00,05,1,85,84,R2178,+,,,,,.,J,1,,,1,1,2,0,0,0.5,0,0,0,0,,2001-03-26,0.009
01LA00036,01,K1416,64,00,e.5,K9603,63,1.0,1,05,05,CC,CC,4,0,y,H,0325,84,0,1,1,7.5,1,1,,,00,05,0,0,27,,,"RP, ABORTED",,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-25,0.019
01LA00037,01,K0145,64,60,02,J0131,00,3.0,3,06,06,,,1,7,n,G,0326,85,8,3,1,10.8,1,1,K1568,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,87,1,75,179,1,2001-03-26,0.0
01LA00038,01,K0145,64,60,02,J0131,00,3.0,3,06,06,,,1,7,n,G,0326,85,8,3,2,11.3,1,1,K1569,64,68,06,,0,,,,,4TEATS,,,.,J,2,,,0,0,0,1,1,1.0,71,1,76,179,1,2001-03-26,0.0
01LA00039,01,K0087,64,60,07,K0905,64,3.0,3,06,06,,,1,7,n,G,0327,86,1,3,1,10.0,1,1,,,68,06,1,86,44,,,DYSTOCIA,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-27,0.045
01LA00040,01,K0423,64,60,02,J0131,00,3.0,3,06,06,,,1,7,n,G,0326,85,8,4,1,8.1,1,1,K1564,64,68,06,6,85,46,,,,LAYED ON,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-26,0.0
01LA00041,01,K0423,64,60,02,J0131,00,3.0,3,06,06,,,1,7,n,G,0326,85,8,4,2,8.8,1,1,K1565,64,68,06,6,85,46,,,,LAYED ON,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-26,0.0
01LA00042,01,K0474,64,61,02,J0131,00,3.0,3,06,06,,,1,7,n,G,0327,86,5,3,2,12.9,1,1,K1581,64,68,06,,0,,,,EYE OK y2001,ENTR,,,.,J,1,,,1,1,1,1,1,1.0,88,1,77,179,1,2001-03-27,0.0
01LA00043,01,K0504,64,61,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0326,85,4,3,1,9.0,1,1,,,68,06,1,85,44,R2192,+,,,,,.,J,1,,,1,1,2,0,0,0.5,0,0,0,0,,2001-03-26,0.02
01LA00044,01,K0504,64,61,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0326,85,4,3,2,7.5,1,1,,,68,06,1,85,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-26,0.02
01LA00045,01,K0550,64,60,01,J0093,00,3.0,3,06,06,,,1,7,n,G,0327,86,5,2,2,11.2,1,1,K1583,64,68,06,6,86,28,,,DYSTOCIA,,,,.,J,1,,,1,1,1,1,0,0.0,0,0,0,0,,2001-03-27,0.0
01LA00046,01,K0665,64,68,01,J0093,00,2.0,2,06,06,,,1,7,n,G,0326,85,2,3,2,6.0,1,1,,,68,06,0,0,27,K1563,+,DYSTOCIA,,,,.,J,1,,,1,1,2,0,0,0.5,0,0,0,0,,2001-03-26,0.0
01LA00047,01,K0665,64,68,01,J0093,00,2.0,2,06,06,,,1,7,n,G,0326,85,2,3,2,6.5,1,1,,,68,06,0,0,27,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-26,0.0
01LA00048,01,K0289,64,60,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0322,81,7,4,1,8.0,1,1,,,68,06,1,81,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-22,0.022
01LA00049,01,K0289,64,60,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0322,81,7,4,2,8.3,1,1,K1538,64,68,06,,0,,,,,PNEU,,,.,J,1,,,1,1,2,1,1,1.0,69,1,60,179,1,2001-03-22,0.022
01LA00050,01,K0276,64,60,09,K0866,64,3.0,3,06,06,,,1,7,n,G,0326,85,8,4,1,9.3,1,1,K1559,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,70,1,65,180,2,2001-03-26,0.066
01LA00051,01,K0276,64,60,09,K0866,64,3.0,3,06,06,,,1,7,n,G,0326,85,8,4,2,10.3,1,1,K1560,64,68,06,,0,,,,,4TEATS,,,.,J,2,,,0,0,0,1,1,1.0,94,1,84,179,1,2001-03-26,0.066
01LA00052,01,K0807,64,68,07,K0905,64,2.0,2,06,06,,,1,7,n,G,0325,84,5,3,3,11.6,1,1,K1555,64,68,06,,0,,,,,ENTR,,,.,J,1,,,1,1,1,1,1,1.0,97,1,82,179,1,2001-03-25,0.019
01LA00053,01,K0831,64,00,55,K9992,63,2.0,2,05,05,CC,CC,1,0,n,H,0326,85,5,3,2,14.1,1,1,K1572,64,00,05,,0,,,,,,,,.,J,1,,,1,1,1,1,1,1.0,102,1,87,179,1,2001-03-26,0.027
01LA00054,01,K0911,64,00,54,K9738,63,2.0,2,05,05,CC,CC,1,0,n,H,0327,86,5,2,2,7.7,1,1,K1582,64,00,05,,0,,,,,WEAK,,,.,J,1,,,1,1,1,1,1,1.0,63,1,61,179,1,2001-03-27,0.084
01LA00055,01,K0735,64,68,05,K0649,64,2.0,2,06,06,,,1,7,n,G,0327,86,7,1,1,6.3,1,1,K1589,64,68,06,6,87,84,,8,,WEAK,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-27,0.053
01LA00056,01,K0735,64,68,05,K0649,64,2.0,2,06,06,,,1,7,n,G,0327,86,7,1,1,8.0,1,1,,,68,06,1,86,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-27,0.053
01LA00057,01,K0756,64,68,01,J0093,00,2.0,2,06,06,,,1,7,n,G,0324,83,5,3,2,12.4,1,1,K1541,64,68,06,,0,,,,,ENTR,,,.,J,1,,,1,1,1,1,1,1.0,98,1,91,179,1,2001-03-24,0.0
01LA00058,01,K0768,64,68,04,K0943,64,2.0,2,06,06,,,1,7,n,G,0327,86,2,1,,0.0,,,,,68,06,0,0,27,,,,,,,.,J,1,,,1,1,2,0,0,0.0,0,0,0,0,,2001-03-27,0.021
01LA00059,01,K0768,64,68,04,K0943,64,2.0,2,06,06,,,1,7,n,G,0327,86,2,1,,0.0,,,,,68,06,0,0,27,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-27,0.021
01LA00060,01,K0769,64,68,06,K0791,64,2.0,2,06,06,,,1,7,n,G,0327,86,1,3,2,7.5,1,1,,,68,06,1,86,44,,,,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-03-27,0.026
01LA00061,01,K0787,64,68,09,K0866,64,2.0,2,06,06,,,1,7,n,G,0326,85,8,3,1,11.3,1,1,K1571,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,94,1,71,179,1,2001-03-26,0.036
01LA00062,01,K0787,64,68,09,K0866,64,2.0,2,06,06,,,1,7,n,G,0326,85,8,3,1,8.9,1,1,K1570,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,81,1,62,179,1,2001-03-26,0.036
01LA00063,01,K8156,63,60,09,K0866,64,6.0,6,06,06,,,1,7,n,G,0323,82,9,4,1,9.8,1,1,,,68,06,1,83,44,,,,,,,.,J,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-23,0.046
01LA00064,01,K8156,63,60,09,K0866,64,6.0,6,06,06,,,1,7,n,G,0323,82,9,4,1,7.3,8,1,K1540,64,68,06,6,84,54,,,,"WEAK,FX.RIBS",,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-23,0.046
01LA00065,01,K8156,63,60,09,K0866,64,6.0,6,06,06,,,1,7,n,G,0323,82,9,4,1,7.5,1,1,K1539,64,68,06,6,97,23,,,,WEAK,,,.,J,1,,,1,1,3,1,0,0.0,0,0,0,0,,2001-03-23,0.046
01LA00066,01,K8198,63,62,02,J0131,00,6.0,6,06,06,,,1,7,n,G,0327,86,9,3,3,10.0,1,1,K1587,64,68,06,,0,,,,,BLK.SCROTUM,,,.,J,2,,,0,0,0,1,1,1.0,105,1,84,179,1,2001-03-27,0.0
01LA00067,01,K8198,63,62,02,J0131,00,6.0,6,06,06,,,1,7,n,G,0327,86,9,3,2,6.8,1,1,K1586,64,68,06,,0,,,8,"DYSTO,SW.BAG",WEAK,,,.,J,1,,,1,1,3,1,0,0.0,0,0,0,0,8,2001-03-27,0.0
01LA00068,01,K8198,63,62,02,J0131,00,6.0,6,06,06,,,1,7,n,G,0327,86,9,3,2,9.5,1,1,K1588,64,68,06,6,86,84,,,,,,,.,J,3,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-27,0.0
01LA00069,01,K8527,63,62,03,J0143,00,5.0,5,06,06,,,1,7,n,G,0325,84,7,5,2,10.0,1,1,K1550,64,68,06,6,85,84,,,SW.BAG,,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-25,0.0
01LA00070,01,K8527,63,62,03,J0143,00,5.0,5,06,06,,,1,7,n,G,0325,84,7,5,2,8.0,1,1,,,68,06,1,84,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.0
01LA00071,01,K8881,63,62,07,K0905,64,5.0,5,06,06,,,1,7,y,G,0325,84,4,4,1,8.0,1,1,,,68,06,1,84,44,,,,,,,.,J,1,,,1,1,2,0,0,0.0,0,0,0,0,,2001-03-25,0.089
01LA00072,01,K8881,63,62,07,K0905,64,5.0,5,06,06,,,1,7,y,G,0325,84,4,4,2,9.0,1,1,,,68,06,1,84,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.089
01LA00073,01,K8735,63,62,01,J0093,00,5.0,5,06,06,,,1,7,n,G,0324,83,5,3,2,12.0,1,1,K1543,64,68,06,,0,,,,R.EYE TRT'01,4TEATS,,,.,J,1,,,1,1,1,1,1,1.0,94,1,79,179,1,2001-03-24,0.0
01LA00074,01,K8721,63,62,09,K0866,64,5.0,5,06,06,,,1,7,n,G,0325,84,8,5,1,11.8,1,1,K1552,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,90,1,79,179,1,2001-03-25,0.04
01LA00075,01,K8721,63,62,09,K0866,64,5.0,5,06,06,,,1,7,n,G,0325,84,8,5,1,12.0,1,1,K1551,64,68,06,,0,,,,"FLT,SUCK1SIDE",,,,.,J,1,,,1,1,2,1,1,1.0,97,1,85,179,1,2001-03-25,0.04
01LA00076,01,K9127,63,61,05,K0649,64,5.0,5,06,06,,,1,7,n,G,0326,85,9,3,2,10.1,1,1,K1562,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,71,1,64,179,1,2001-03-26,0.024
01LA00077,01,K9127,63,61,05,K0649,64,5.0,5,06,06,,,1,7,n,G,0326,85,9,3,2,10.0,1,1,K1561,64,68,06,,0,,,,,,,,.,J,1,,,1,1,3,1,1,1.0,86,1,71,179,1,2001-03-26,0.024
01LA00078,01,K9127,63,61,05,K0649,64,5.0,5,06,06,,,1,7,n,G,0326,85,9,3,2,8.0,1,1,K1563,64,68,06,,0,,K0665,-,,ENTR,,,.,J,3,,,0,0,0,1,1,0.5,92,1,72,179,1,2001-03-26,0.024
01LA00079,01,K9479,63,68,09,K0866,64,4.0,4,06,06,,,1,7,n,G,0324,83,7,4,2,10.8,1,1,K1544,64,68,06,,0,,,,"RUPTURE,R,X",,,,.,J,1,,,1,1,2,1,1,1.0,100,1,0,0,H,2001-03-24,0.036
01LA00080,01,K9479,63,68,09,K0866,64,4.0,4,06,06,,,1,7,n,G,0324,83,7,4,2,8.0,1,1,,,68,06,1,83,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-24,0.036
01LA00081,01,K9550,63,68,02,J0131,00,4.0,4,06,06,,,1,7,n,G,0325,84,7,4,1,10.3,1,1,K1553,64,68,06,,0,,,,LTS,,,,.,J,1,,,1,1,2,1,1,1.0,107,1,87,179,1,2001-03-25,0.0
01LA00082,01,K9550,63,68,02,J0131,00,4.0,4,06,06,,,1,7,n,G,0325,84,7,4,2,11.0,1,1,K1554,64,68,06,1,84,84,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.0
01LA00083,01,K9291,63,68,08,K0714,64,4.0,4,06,06,,,1,7,y,G,0325,84,9,4,1,8.0,1,1,,,68,06,1,84,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.042
01LA00084,01,K9291,63,68,08,K0714,64,4.0,4,06,06,,,1,7,y,G,0325,84,9,4,2,8.0,1,1,,,68,06,1,84,44,,,,,,,.,J,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.042
01LA00085,01,K9291,63,68,08,K0714,64,4.0,4,06,06,,,1,7,y,G,0325,84,9,4,2,9.0,1,1,,,68,06,1,84,44,,,,,,,.,J,1,,,1,1,3,0,0,0.0,0,0,0,0,,2001-03-25,0.042
01LA00086,01,K9805,63,68,08,K0714,64,4.0,4,06,06,,,1,7,n,G,0327,86,8,4,2,8.4,1,1,K1590,64,68,06,,0,,,,"SUCK1SIDE,FLT",,,,.,J,1,,,1,1,2,1,1,1.0,70,1,68,179,1,2001-03-27,0.046
01LA00087,01,K9805,63,68,08,K0714,64,4.0,4,06,06,,,1,7,n,G,0327,86,8,4,2,9.8,1,1,K1591,64,68,06,6,91,19,,,,,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-27,0.046
01LA00088,01,K9864,63,68,02,J0131,00,4.0,4,06,06,,,1,7,y,G,0323,82,8,3,1,9.0,8,1,,,68,06,6,84,84,,,,WEAK,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-23,0.0
01LA00089,01,K9864,63,68,02,J0131,00,4.0,4,06,06,,,1,7,y,G,0323,82,8,3,2,8.0,1,1,,,68,06,6,83,84,,,,WEAK,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-03-23,0.0
01LA00090,01,K9702,63,68,01,J0093,00,4.0,4,06,06,,,1,7,n,G,0326,85,8,4,3,10.4,1,1,K1566,64,68,06,,0,,,,,ENTR,,,.,J,1,,,1,1,2,1,1,1.0,88,1,69,179,1,2001-03-26,0.0
01LA00091,01,K9702,63,68,01,J0093,00,4.0,4,06,06,,,1,7,n,G,0326,85,8,4,3,12.8,1,1,K1567,64,68,06,,0,,,,,ENTR,,,.,J,2,,,0,0,0,1,1,1.0,92,1,76,179,1,2001-03-26,0.0
01LA00092,01,K7131,63,60,08,K0714,64,7.0,7,06,06,,,1,7,n,G,0325,84,9,4,1,9.5,1,1,K1556,64,68,06,,0,,,,,,,,.,J,1,,,1,1,3,1,1,1.0,100,1,86,179,1,2001-03-25,0.032
01LA00093,01,K7131,63,60,08,K0714,64,7.0,7,06,06,,,1,7,n,G,0325,84,9,4,1,9.5,1,1,K1557,64,68,06,1,84,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.032
01LA00094,01,K7131,63,60,08,K0714,64,7.0,7,06,06,,,1,7,n,G,0325,84,9,4,2,9.0,1,1,K1558,64,68,06,1,84,84,,,,,,,.,J,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.032
01LA00095,01,K7509,63,60,07,K0905,64,7.0,7,06,06,,,1,7,n,G,0328,87,5,2,2,11.2,1,1,K1594,64,68,06,,0,,,,,4TEATS,,,.,J,1,,,1,1,1,1,1,1.0,112,1,91,179,1,2001-03-28,0.056
01LA00096,01,K7539,63,60,08,K0714,64,7.0,7,06,06,,,1,7,n,G,0327,86,8,4,1,11.1,1,1,K1580,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,80,1,67,179,1,2001-03-27,0.046
01LA00097,01,K7539,63,60,08,K0714,64,7.0,7,06,06,,,1,7,n,G,0327,86,8,4,1,11.3,1,1,K1579,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,65,1,50,179,1,2001-03-27,0.046
01LA00098,01,K7263,63,60,04,K0943,64,7.0,7,06,06,,,1,7,n,G,0326,85,9,4,1,8.8,1,1,K1573,64,68,06,6,98,84,,,REJECTS LAMB,,,,.,J,1,,,1,1,3,1,0,0.0,0,0,0,0,,2001-03-26,0.016
01LA00099,01,K7263,63,60,04,K0943,64,7.0,7,06,06,,,1,7,n,G,0326,85,9,4,1,7.1,1,1,K1574,64,68,06,6,89,54,,8,REJECTS LAMB,REJECTED,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-26,0.016
01LA00100,01,K7263,63,60,04,K0943,64,7.0,7,06,06,,,1,7,n,G,0326,85,9,4,1,7.4,1,1,K1575,64,68,06,6,88,84,,8,,,,,.,J,3,,,0,0,0,1,0,0.0,0,0,0,0,,2001-03-26,0.016
01LA00101,01,K7223,63,60,03,J0143,00,7.0,7,06,06,,,1,7,n,G,0324,83,7,3,1,8.9,1,1,K1542,64,68,06,,0,,,,BIG TAG y2001,HAIRY,,,.,J,1,,,1,1,2,1,1,1.0,85,1,73,179,1,2001-03-24,0.0
01LA00102,01,K7223,63,60,03,J0143,00,7.0,7,06,06,,,1,7,n,G,0324,83,7,3,2,9.0,1,1,,,68,06,1,83,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-24,0.0
01LA00103,01,K7885,63,62,05,K0649,64,6.0,6,06,06,,,1,7,n,G,0325,84,7,3,2,8.8,1,1,K1549,64,68,06,,0,,,,,ENTR,,,.,J,1,,,1,1,2,1,1,1.0,86,1,72,179,1,2001-03-25,0.022
01LA00104,01,K7885,63,62,05,K0649,64,6.0,6,06,06,,,1,7,n,G,0325,84,7,3,2,9.0,1,1,,,68,06,1,84,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-03-25,0.022
