UID,DAM,DBRD,LNDAM,BPEN,ADAM,AGE,STMD,BGRP,GRP,DATE,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,DISP,DAYDIS,CAUSE,FONO,RMK,ABEWE,ABLMB,CDNO,SIRE,SBRD,STM,LINE,DAYBRN,FOPU,Y0,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,SPEC,VC,ML,SYNC,DATEBN,IGG,YR,INBRL
90LA00028,Y5172,02,70,73,70,7.0,30,2,,0503,5,3,3,17.4,5,1,Z0257,81,,0,,,,,,1,00000,97,80,00,123,,1,1,1,1,1,1,10,115,1,68.2,177,2,2,B,,,1990-05-03,,90,0.0
90LA00029,Y5205,02,71,52,70,7.0,30,2,,0414,5,3,2,9.8,1,1,L5230,03,,0,,,"FLT,4TEATS",*,,1,L2371,03,30,81,104,,1,1,1,1,1,1,10,96,1,67.2,176,1,,A,,,1990-04-14,,90,0.057
90LA00030,Y5222,02,71,53,70,7.0,30,2,,,,,,0.0,,,,,,0,,,,,,1,L2503,03,30,81,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,A,,,,,90,0.046
90LA00031,Y5299,02,71,54,70,7.0,30,2,,0419,8,3,2,7.2,1,1,L5478,03,,0,,,,,,1,L2411,03,30,81,109,,1,1,1,2,1,1,10,69,1,41.4,176,1,,A,,,1990-04-19,,90,0.06
90LA00032,Y5299,02,71,54,70,7.0,30,2,,0419,8,3,2,7.5,1,1,L5479,03,,0,,,,,,2,L2411,03,30,81,109,,0,0,0,0,1,1,10,75,1,43.0,176,1,,A,,,1990-04-19,,90,0.06
90LA00033,Y5321,02,70,71,70,7.0,30,2,,0423,8,3,1,9.8,1,3,L5684,03,,0,,,,,,1,L1920,03,30,83,113,,1,1,1,2,1,1,10,82,1,47.6,177,2,,A,,,1990-04-23,,90,0.066
90LA00034,Y5321,02,70,71,70,7.0,30,2,,0423,8,3,1,7.7,1,1,L5685,03,,0,,,PINK,,,2,L1920,03,30,83,113,,0,0,0,0,1,1,10,80,1,47.0,177,2,,A,,,1990-04-23,,90,0.066
90LA00035,Y5338,02,71,74,70,7.0,30,2,,0414,9,3,3,10.8,1,1,L5220,03,3,106,93,,EYELID TUMOR,*,,1,L2277,03,30,83,104,&,1,1,1,3,1,0,0,0,0,0.0,0,,,B,,,1990-04-14,,90,0.046
90LA00036,Y5338,02,71,74,70,7.0,30,2,,0414,9,3,1,9.8,1,1,L5221,03,,0,,,,,,2,L2277,03,30,83,104,,0,0,0,0,1,1,10,49,1,33.6,176,1,,B,,,1990-04-14,,90,0.046
90LA00037,Y5338,02,71,74,70,7.0,30,2,,0414,9,3,2,9.4,1,1,L5222,03,,0,,,,,,3,L2277,03,30,83,104,,0,0,0,0,1,1,10,58,1,40.2,176,1,,B,,,1990-04-14,,90,0.046
90LA00038,Y5344,02,70,72,70,7.0,30,2,,0423,9,2,3,9.1,1,1,L5653,03,3,113,93,,,,,1,L2506,03,30,83,113,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-23,,90,0.04
90LA00039,Y5344,02,70,72,70,7.0,30,2,,0423,9,2,1,8.3,1,1,L5654,03,,0,,,,,,2,L2506,03,30,83,113,,0,0,0,0,1,1,10,113,1,70.2,177,2,,A,,,1990-04-23,,90,0.04
90LA00040,Y5344,02,70,72,70,7.0,30,2,,0423,9,2,1,7.8,1,1,L5655,03,6,125,48,,THICKCOL.,*,,3,L2506,03,30,83,113,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-23,,90,0.04
90LA00041,Y5346,02,71,71,70,7.0,30,2,,0413,8,3,1,10.3,1,1,L5159,03,,0,,,,,,1,L1920,03,30,83,103,,1,1,1,2,1,1,10,88,1,58.0,176,1,,A,,,1990-04-13,,90,0.045
90LA00042,Y5346,02,71,71,70,7.0,30,2,,0413,8,3,2,8.4,1,1,L5160,03,,0,,,,,,2,L1920,03,30,83,103,,0,0,0,0,1,1,10,74,1,48.0,176,1,,A,,,1990-04-13,,90,0.045
90LA00043,Y5377,02,70,74,70,7.0,30,2,,0422,5,2,1,10.1,1,3,L5639,03,,0,,,"FIBERBAG,ENTR",*,,1,L2277,03,30,83,112,,1,1,1,1,1,1,10,71,1,41.8,177,2,,B,,,1990-04-22,,90,0.055
90LA00044,Y5380,02,70,82,70,7.0,30,2,,0427,5,2,1,11.1,1,1,L5806,03,,0,,,,,,1,L1987,03,30,82,117,,1,1,1,1,1,1,10,98,1,55.8,177,2,,C,,,1990-04-27,,90,0.068
90LA00045,Y5384,02,70,81,70,7.0,30,2,,0419,9,3,2,8.8,1,1,L5519,03,7,222,97,,,,,1,L1918,03,30,82,109,,1,1,1,3,1,0,0,0,0,0.0,0,,,B,,,1990-04-19,,90,0.051
90LA00046,Y5384,02,70,81,70,7.0,30,2,,0419,9,3,1,11.4,1,1,L5520,03,,0,,,,,,2,L1918,03,30,82,109,,0,0,0,0,1,1,10,94,1,60.8,176,1,,B,,,1990-04-19,,90,0.051
90LA00047,Y5384,02,70,81,70,7.0,30,2,,0419,9,3,,0.0,,,,,0,0,,,BLOB,,,3,L1918,03,30,82,109,,0,0,0,0,0,0,0,0,0,0.0,0,,,B,,,1990-04-19,,90,0.051
90LA00048,Y5419,02,71,72,70,7.0,30,2,,0427,9,3,3,8.6,1,1,L5790,03,,0,,,BLUEBAG,*,,1,L2506,03,30,83,117,,1,1,1,3,1,1,10,66,1,37.2,177,2,,A,,,1990-04-27,,90,0.038
90LA00049,Y5419,02,71,72,70,7.0,30,2,,0427,9,3,2,7.7,1,1,L5791,03,3,117,93,,,,,2,L2506,03,30,83,117,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-27,,90,0.038
90LA00050,Y5419,02,71,72,70,7.0,30,2,,0427,9,3,2,7.9,1,1,L5792,03,,0,,,,,,3,L2506,03,30,83,117,,0,0,0,0,1,1,10,65,1,34.7,177,2,,A,,,1990-04-27,,90,0.038
90LA00051,Y5888,02,74,72,60,6.0,30,2,,0427,8,3,1,10.0,1,1,L5797,03,,0,,,,,,1,L2506,03,30,83,117,,1,1,1,2,1,1,10,81,1,41.1,177,2,,B,,,1990-04-27,,90,0.027
90LA00052,Y5888,02,74,72,60,6.0,30,2,,0427,8,3,2,7.5,1,1,L5798,03,,0,,,,,,2,L2506,03,30,83,117,,0,0,0,0,1,1,10,61,1,32.9,177,2,,B,,,1990-04-27,,90,0.027
90LA00053,Y6465,02,73,42,60,6.0,30,2,,0423,9,1,2,6.5,1,1,L5669,03,3,114,93,,DYSTOCIA,*,,1,L2124,03,30,80,113,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-23,,90,0.034
90LA00054,Y6465,02,73,42,60,6.0,30,2,,0423,9,1,2,5.2,1,1,,,6,113,67,,RAT,,,2,L2124,03,30,80,113,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-23,,90,0.034
90LA00055,Y6465,02,73,42,60,6.0,30,2,,0423,9,1,1,5.0,1,1,,,1,113,44,,WEAKTHINEWE,*,,3,L2124,03,30,80,113,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-23,,90,0.034
90LA00056,Y6714,02,75,42,60,6.0,30,2,,0408,9,3,3,8.1,1,1,L4847,03,3,99,93,,,,,1,L2124,03,30,80,98,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-08,,90,0.036
90LA00057,Y6714,02,75,42,60,6.0,30,2,,0408,9,3,1,10.0,1,1,L4848,03,7,222,97,,,,,2,L2124,03,30,80,98,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-08,,90,0.036
90LA00058,Y6714,02,75,42,60,6.0,30,2,,0408,9,3,1,9.1,1,1,L4849,03,,0,,,,,,3,L2124,03,30,80,98,,0,0,0,0,1,1,10,60,1,45.4,177,2,,A,,,1990-04-08,,90,0.036
90LA00059,Y6799,02,75,52,60,6.0,30,2,,0407,8,3,2,9.5,1,1,L4822,03,3,110,93,,,,,1,L2371,03,30,81,97,&,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-04-07,,90,0.031
90LA00060,Y6799,02,75,52,60,6.0,30,2,,0407,8,3,1,11.2,1,3,L4823,03,3,111,93,,,,,2,L2371,03,30,81,97,&,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-07,,90,0.031
90LA00061,Y6960,02,70,83,60,6.0,30,2,,,,,,0.0,,,,,,0,,,,,,1,L2018,03,30,82,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,A,,,,,90,0.0
90LA00062,Y6974,02,70,84,60,6.0,30,2,,0410,9,4,2,4.5,1,1,L5018,03,3,101,93,,,,,1,L2143,03,30,82,100,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-10,,90,0.049
90LA00063,Y6974,02,70,84,60,6.0,30,2,,0410,9,4,1,6.5,1,1,L5019,03,,0,,,,,,2,L2143,03,30,82,100,,0,0,0,0,1,1,10,82,1,60.8,177,2,,A,,,1990-04-10,,90,0.049
90LA00064,Y6974,02,70,84,60,6.0,30,2,,0410,9,4,1,9.6,1,1,L5020,03,7,222,97,,,,,3,L2143,03,30,82,100,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-10,,90,0.049
90LA00065,Y6997,02,71,86,60,6.0,30,2,,0424,9,2,1,9.0,1,2,L5711,03,,0,,,THICKCOL.,*,,1,L2409,03,30,82,114,,1,1,1,3,1,1,10,67,1,40.8,177,2,,B,,,1990-04-24,,90,0.059
90LA00066,Y6997,02,71,86,60,6.0,30,2,,0424,9,2,2,7.2,1,1,L5712,03,6,117,01,,,,,2,L2409,03,30,82,114,,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-24,,90,0.059
90LA00067,Y6997,02,71,86,60,6.0,30,2,,0424,9,2,2,8.0,1,1,L5713,03,,0,,,,,,3,L2409,03,30,82,114,,0,0,0,0,1,1,10,81,1,44.2,177,2,,B,,,1990-04-24,,90,0.059
90LA00068,Y7005,02,71,81,60,6.0,30,2,,0418,5,4,1,13.0,1,1,L5410,03,,0,,,,,,1,L1918,03,30,82,108,,1,1,1,1,1,1,10,101,1,75.4,176,1,,A,,,1990-04-18,,90,0.044
90LA00069,Y7041,02,71,82,60,6.0,30,2,,0413,9,2,2,8.0,1,1,L5146,03,,0,,846202,,,,1,L1987,03,30,82,103,-,1,1,1,3,1,1,5,74,0,51.4,176,1,,A,,,1990-04-13,,90,0.05
90LA00070,Y7041,02,71,82,60,6.0,30,2,,0413,9,2,2,7.4,1,1,L5147,03,6,103,29,,WRYNECK,,,2,L1987,03,30,82,103,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-13,,90,0.05
90LA00071,Y7041,02,71,82,60,6.0,30,2,,0413,9,2,1,8.1,1,1,L5148,03,,0,,,,,,3,L1987,03,30,82,103,,0,0,0,0,1,1,10,95,1,69.0,176,1,,A,,,1990-04-13,,90,0.05
90LA00072,Y7043,02,71,41,60,6.0,30,2,,0425,8,3,2,10.5,1,1,L5763,03,,0,,,4TEATS,,,1,L1921,03,30,80,115,,1,1,1,2,1,1,10,91,1,54.4,177,2,,B,,,1990-04-25,,90,0.05
90LA00073,Y7043,02,71,41,60,6.0,30,2,,0425,8,3,1,11.0,1,1,L5764,03,,0,,,,,,2,L1921,03,30,80,115,,0,0,0,0,1,1,10,73,1,43.8,177,2,,B,,,1990-04-25,,90,0.05
90LA00074,Y7063,02,70,85,60,6.0,30,2,,0410,9,3,2,7.3,1,1,L4985,03,,0,,,,,,1,L2249,03,30,82,100,,1,1,1,3,1,1,10,69,1,48.2,177,2,,A,,,1990-04-10,,90,0.044
90LA00075,Y7063,02,70,85,60,6.0,30,2,,0410,9,3,2,7.1,1,1,L4986,03,,0,,,,,,2,L2249,03,30,82,100,,0,0,0,0,1,1,10,79,1,54.6,177,2,,A,,,1990-04-10,,90,0.044
90LA00076,Y7063,02,70,85,60,6.0,30,2,,0410,9,3,3,8.3,1,2,L4987,03,3,100,93,,,,,3,L2249,03,30,82,100,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-10,,90,0.044
90LA00077,Y7102,02,70,86,60,6.0,30,2,,0408,8,3,1,9.8,1,2,L4857,03,,0,,,,,,1,L2409,03,30,82,98,,1,1,1,2,1,1,10,75,1,61.2,177,2,,A,,,1990-04-08,,90,0.086
90LA00078,Y7102,02,70,86,60,6.0,30,2,,0408,8,3,2,8.7,1,1,L4858,03,,0,,,,,,2,L2409,03,30,82,98,,0,0,0,0,1,1,10,79,1,57.4,177,2,,A,,,1990-04-08,,90,0.086
90LA00079,Y7131,02,71,83,60,6.0,30,2,,0423,8,4,1,10.7,1,1,L5679,03,7,222,97,,,,,1,L2018,03,30,82,113,,1,1,1,2,1,0,0,0,1,48.4,177,2,,A,,,1990-04-23,,90,0.042
90LA00080,Y7131,02,71,83,60,6.0,30,2,,0423,8,4,1,11.0,1,1,L5680,03,,0,,,,,,2,L2018,03,30,82,113,,0,0,0,0,1,1,10,89,1,51.4,177,2,,A,,,1990-04-23,,90,0.042
90LA00081,Y7134,02,70,41,60,6.0,30,2,,0409,8,3,2,9.2,1,1,L4919,03,,0,,,,,,1,L1921,03,30,80,99,,1,1,1,2,1,1,10,74,1,49.0,177,2,,A,,,1990-04-09,,90,0.11
90LA00082,Y7134,02,70,41,60,6.0,30,2,,0409,8,3,1,8.4,1,1,L4920,03,,0,,,,,,2,L1921,03,30,80,99,,0,0,0,0,1,1,10,62,1,46.0,177,2,,A,,,1990-04-09,,90,0.11
90LA00083,Y7138,02,70,51,60,6.0,30,2,,0412,8,3,2,8.4,1,2,L5089,03,,0,,,,,,1,L2158,03,30,81,102,,1,1,1,2,1,1,10,92,1,66.2,176,1,,B,,,1990-04-12,,90,0.051
90LA00084,Y7138,02,70,51,60,6.0,30,2,,0412,8,3,1,10.6,1,1,L5090,03,6,102,46,,,,,2,L2158,03,30,81,102,,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-12,,90,0.051
90LA00085,Y7151,02,71,43,60,6.0,30,2,,0424,9,3,1,8.0,1,1,L5699,03,,0,,,,,,1,L2272,03,30,80,114,,1,1,1,3,1,1,10,73,1,42.0,177,2,,A,,,1990-04-24,,90,0.04
90LA00086,Y7151,02,71,43,60,6.0,30,2,,0424,9,3,2,6.8,1,1,L5700,03,,0,,,,,,2,L2272,03,30,80,114,,0,0,0,0,1,1,10,72,1,40.3,177,2,,A,,,1990-04-24,,90,0.04
90LA00087,Y7151,02,71,43,60,6.0,30,2,,0424,9,3,3,5.5,1,1,,,6,114,29,,"SPLIT,NOANUS",,,3,L2272,03,30,80,114,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-24,,90,0.04
90LA00088,Y7195,02,70,42,60,6.0,30,2,,0421,8,4,2,6.9,1,1,L5595,03,,0,,,FLT,*,,1,L2124,03,30,80,111,,1,1,1,2,1,1,10,65,1,38.3,177,2,,A,,,1990-04-21,,90,0.044
90LA00089,Y7195,02,70,42,60,6.0,30,2,,0421,8,4,2,7.8,1,1,L5596,03,,0,,,,,,2,L2124,03,30,80,111,,0,0,0,0,1,1,10,81,1,52.0,177,2,,A,,,1990-04-21,,90,0.044
90LA00090,Y7231,02,71,85,60,6.0,30,2,,0411,8,2,2,9.3,1,1,L5054,03,,0,,,,,,1,L2249,03,30,82,101,,1,1,1,2,1,1,10,75,1,52.0,176,1,,A,,,1990-04-11,,90,0.031
90LA00091,Y7231,02,71,85,60,6.0,30,2,,0411,8,2,2,8.8,1,1,L5055,03,,0,,,4TEATS,,,2,L2249,03,30,82,101,,0,0,0,0,1,1,10,75,1,55.4,176,1,,A,,,1990-04-11,,90,0.031
90LA00092,Y7241,02,71,42,60,6.0,30,2,,0418,9,3,2,6.2,1,1,L5464,03,3,109,93,,,,,1,L2124,03,30,80,108,&,1,1,1,3,1,0,0,0,0,0.0,0,,,B,,,1990-04-18,,90,0.059
90LA00093,Y7241,02,71,42,60,6.0,30,2,,0418,9,3,1,8.2,1,1,L5465,03,,0,,,,,,2,L2124,03,30,80,108,,0,0,0,0,1,1,10,70,1,43.2,176,1,,B,,,1990-04-18,,90,0.059
90LA00094,Y7241,02,71,42,60,6.0,30,2,,0418,9,3,2,7.9,1,1,L5466,03,,0,,,,,,3,L2124,03,30,80,108,,0,0,0,0,1,1,10,97,1,61.8,176,1,,B,,,1990-04-18,,90,0.059
90LA00095,Y7247,02,70,43,60,6.0,30,2,,0416,5,3,2,13.0,1,1,L5327,03,,0,,,CURLY,,,1,L2272,03,30,80,106,,1,1,1,1,1,1,10,88,1,66.0,176,1,,A,,,1990-04-16,,90,0.046
90LA00096,Y7274,02,70,44,60,6.0,30,2,,0407,5,4,1,10.2,1,1,L4836,03,6,109,77,,,,,1,L2524,03,30,80,97,,1,1,1,1,1,0,0,0,0,0.0,0,,,A,,,1990-04-07,,90,0.04
90LA00097,Y7344,02,70,52,60,6.0,30,2,,0423,9,4,1,6.8,1,1,L5662,03,,0,,,,,,1,L2371,03,30,81,113,,1,1,1,3,1,1,10,64,1,37.5,177,2,,B,,,1990-04-23,,90,0.047
90LA00098,Y7344,02,70,52,60,6.0,30,2,,0423,9,4,2,6.2,1,1,L5663,03,,0,,,,,,2,L2371,03,30,81,113,,0,0,0,0,1,1,10,66,1,35.2,177,2,,B,,,1990-04-23,,90,0.047
90LA00099,Y7344,02,70,52,60,6.0,30,2,,0423,9,4,1,8.6,1,1,L5664,03,,0,,,,,,3,L2371,03,30,81,113,,0,0,0,0,1,1,10,72,1,46.6,177,2,,B,,,1990-04-23,,90,0.047
90LA00100,Y7437,02,73,43,55,5.5,30,2,,0412,8,4,2,9.2,1,1,L5106,03,,0,,,,,,1,L2272,03,30,80,102,,1,1,1,2,1,1,10,60,1,39.4,176,1,,A,,,1990-04-12,,90,0.029
90LA00101,Y7437,02,73,43,55,5.5,30,2,,0412,8,4,1,11.0,1,3,L5107,03,,0,,,,,,2,L2272,03,30,80,102,,0,0,0,0,1,1,10,57,1,43.4,176,1,,A,,,1990-04-12,,90,0.029
90LA00102,Y7570,02,76,71,55,5.5,30,2,,0404,9,0,,0.0,,,,,0,0,,,DEADEWE,*,,1,L1920,03,30,83,94,,1,1,1,3,0,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.0
90LA00103,Y7570,02,76,71,55,5.5,30,2,,0404,9,0,,0.0,,,,,0,0,,,,,,2,L1920,03,30,83,94,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.0
90LA00104,Y7570,02,76,71,55,5.5,30,2,,0404,9,0,,0.0,,,,,0,0,,,,,,3,L1920,03,30,83,94,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.0
90LA00105,Y7618,02,76,41,55,5.5,30,2,,,,,,0.0,,,,,,0,,,,,,1,L1921,03,30,80,0,,1,0,0,0,0,0,0,0,0,0.0,0,,,B,,,,,90,0.0
90LA00106,Y7620,02,00,XXX,55,5.5,30,,,0430,5,3,3,12.6,5,1,Z0212,81,,0,,,"SW.BAG,BLACKU",*,,1,00000,97,80,00,120,,1,1,1,1,1,1,10,88,1,52.6,177,2,3,,,,1990-04-30,,90,0.0
90LA00107,Y7630,02,74,54,55,5.5,30,2,,0419,9,4,2,6.4,1,1,L5473,03,3,109,93,,,,,1,L2411,03,30,81,109,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-19,,90,0.015
90LA00108,Y7630,02,74,54,55,5.5,30,2,,0419,9,4,1,10.3,1,1,L5474,03,,0,,,,,,2,L2411,03,30,81,109,,0,0,0,0,1,1,10,81,1,56.0,176,1,,A,,,1990-04-19,,90,0.015
90LA00109,Y7630,02,74,54,55,5.5,30,2,,0419,9,4,2,8.0,1,1,L5475,03,,0,,,,,,3,L2411,03,30,81,109,,0,0,0,0,1,1,10,69,1,45.0,176,1,,A,,,1990-04-19,,90,0.015
90LA00110,Y7666,02,74,71,55,5.5,30,2,,0417,8,2,3,9.4,1,1,L5356,03,3,107,93,,,,,1,L1920,03,30,83,107,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-17,,90,0.014
90LA00111,Y7666,02,74,71,55,5.5,30,2,,0417,8,2,2,8.2,1,1,L5357,03,,0,,,,,,2,L1920,03,30,83,107,,0,0,0,0,1,1,10,85,1,58.8,176,1,,A,,,1990-04-17,,90,0.014
90LA00112,Y7736,02,75,43,55,5.5,30,2,,0410,9,2,3,5.1,1,1,L5023,03,3,114,93,,"TORNEAR,BVD",,,1,L2272,03,30,80,100,&,1,1,1,3,1,0,0,0,0,0.0,0,,,A,,,1990-04-10,,90,0.015
