UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,STMD,LTRT,Y5A,SERIES,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,TRT2,FONO,FOPU,TRT3,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT4,CDNO,YR
78LA00041,1978-04-18,1,U6542,93,1,00,000,00000,00,00,,,,,,1,00,3,1,108,5,,111,3,,6,,,&,,00000,00,1,0,,0,1,01,1,1,86,0,,,1,78
78LA00042,1978-04-12,1,U6098,93,1,00,000,00000,00,00,,1,,,,1,00,3,1,102,5,,0,2,,,,,,,00000,00,1,77,,0,1,,1,1,115,10,,,1,78
78LA00043,1978-04-12,2,U6057,93,1,00,000,00000,00,00,,1,,,,1,00,3,1,102,5,,0,3,,,,696218,-,,00000,00,1,62,,0,1,,1,1,86,5,,,1,78
78LA00044,1978-04-06,1,P7151,01,1,70,703,70001,37,30,,1,,80,0,1,30,,1,96,5,,0,4,,,,,,,P5735,01,1,57,70,,1,,1,1,85,10,,,1,78
78LA00045,1978-04-06,1,P7156,01,1,71,713,P0552,01,30,,,,70,0,1,30,,1,96,8,,106,4,10,6,,,,,P5565,01,1,0,71,,1,23,1,2,58,0,,,1,78
78LA00046,1978-04-06,2,P7157,01,,71,713,P0552,01,30,,,,70,0,1,30,,1,96,8,,114,4,,6,,,,,P5565,01,0,0,71,,1,01,0,0,76,0,,,2,78
78LA00047,1978-04-05,1,P7143,01,1,71,714,P0645,01,30,,1,,70,0,1,30,,1,95,5,,0,3,,,,,,,P4794,01,1,48,71,,1,,1,1,104,10,,,1,78
78LA00048,,,,01,1,70,704,P0704,01,30,,,,70,0,,30,,,,,,0,,,,,,,,P5846,01,0,0,70,,0,,0,0,,0,,,1,78
78LA00049,1978-04-09,1,P7237,01,1,70,704,P1339,01,30,,,,60,0,1,30,,1,99,9,,212,4,,6,,720762,-,,P5846,01,1,0,70,,1,04,1,3,103,0,,,1,78
78LA00050,1978-04-09,2,P7238,01,,70,704,P1339,01,30,,1,,60,0,1,30,,1,99,9,,0,4,,,,,,,P5846,01,0,56,70,,1,,0,0,76,10,,,2,78
78LA00051,1978-04-09,1,P7239,01,,70,704,P1339,01,30,,1,,60,0,1,30,,1,99,9,,0,4,,,,,,,P5846,01,0,58,70,,1,,0,0,73,10,,,3,78
78LA00052,1978-04-04,1,P7103,01,1,70,703,P1364,01,30,,1,,60,1,1,30,,1,94,8,,0,4,,,,,,,P5735,01,1,78,70,,1,,1,2,104,10,,,1,78
78LA00053,1978-04-04,2,P7104,01,,70,703,P1364,01,30,,1,,60,1,1,30,,1,94,8,,0,4,,,,,,,P5735,01,0,84,70,,1,,0,0,114,10,,,2,78
78LA00054,1978-04-06,1,P7170,01,1,71,714,P1381,01,30,,1,,60,0,1,30,,1,96,8,,0,3,,,,,,,P4794,01,1,79,71,,1,,1,2,90,10,,,1,78
78LA00055,1978-04-06,1,P7171,01,,71,714,P1381,01,30,,1,,60,0,1,30,,1,96,8,,0,3,,,,,,,P4794,01,0,42,71,,1,,0,0,90,10,,,2,78
78LA00056,1978-04-09,2,P7253,01,1,70,703,P1383,01,30,,1,,60,0,1,30,,1,99,8,,0,2,,,,,,,P5735,01,1,78,70,,1,,1,2,95,10,,,1,78
78LA00057,1978-04-09,2,P7254,01,,70,703,P1383,01,30,,1,,60,0,1,30,,1,99,8,,0,2,,,,517901,-,,P5735,01,0,52,70,,1,,0,0,80,5,,,2,78
78LA00058,1978-04-11,2,P7298,01,1,70,704,P1384,01,30,,1,,60,0,1,30,,3,101,8,,0,3,,,,,,,P5846,01,1,60,70,,1,,1,2,88,10,,,1,78
78LA00059,1978-04-11,1,P7299,01,,70,704,P1384,01,30,,1,,60,0,1,30,,1,101,8,,0,3,,,,,,,P5846,01,0,67,70,,1,,0,0,100,10,,,2,78
78LA00060,1978-04-02,2,P7073,01,1,71,713,P1459,01,30,,1,,60,0,1,30,,1,92,8,,0,2,,,,,,,P5565,01,1,71,71,,1,,1,2,91,10,,,1,78
78LA00061,1978-04-02,2,P7074,01,,71,713,P1459,01,30,,1,,60,0,1,30,,1,92,8,,0,2,,,,,,,P5565,01,0,69,71,,1,,0,0,85,10,,,2,78
78LA00062,1978-04-02,2,P7071,01,1,70,703,P1498,01,30,,1,,60,0,1,30,,1,92,8,,0,3,,,,,,,P5735,01,1,77,70,,1,,1,2,100,10,,,1,78
78LA00063,1978-04-02,1,P7072,01,,70,703,P1498,01,30,,1,,60,0,1,30,,1,92,8,,0,3,,,,,,,P5735,01,0,46,70,,1,,0,0,99,10,,,2,78
78LA00064,,,,01,1,71,713,P1531,01,30,,,,60,0,,30,,,,,,0,,,,,,,,P5565,01,0,0,71,,0,,0,0,,0,,,1,78
78LA00065,1978-04-10,2,P7293,01,1,70,704,P1541,01,30,,1,,60,0,1,30,,1,100,8,,0,2,,,,,,,P5846,01,1,74,70,,1,,1,2,97,10,,,1,78
78LA00066,1978-04-10,2,P7294,01,,70,704,P1541,01,30,,,,60,0,1,30,,1,100,8,,226,2,,6,,,,,P5846,01,0,0,70,,1,10,0,0,77,0,,,2,78
78LA00067,1978-04-07,2,P7180,01,1,71,714,P1562,01,30,,1,,60,0,1,30,,1,97,9,,0,3,,,,,&,,P4794,01,1,60,71,,1,,1,3,93,5,,,1,78
78LA00068,1978-04-07,2,P7181,01,,71,714,P1562,01,30,,,,60,0,1,30,,1,97,9,,106,3,,6,,,,,P4794,01,0,0,71,,1,23,0,0,92,0,,,2,78
78LA00069,1978-04-07,1,P7182,01,,71,714,P1562,01,30,,1,,60,0,1,30,,1,97,9,,0,3,,,,,,,P4794,01,0,75,71,,1,,0,0,122,10,,,3,78
78LA00070,1978-04-06,2,P7152,01,1,70,703,P1700,01,30,,,,60,0,1,30,,1,96,9,,230,3,,7,,,,,P5735,01,1,0,70,,1,,1,3,91,0,,,1,78
78LA00071,1978-04-06,1,P7153,01,,70,703,P1700,01,30,,1,,60,0,1,30,,1,96,9,,0,3,,,,,,,P5735,01,0,73,70,,1,,0,0,90,10,,,2,78
78LA00072,1978-04-06,1,P7154,01,,70,703,P1700,01,30,,1,,60,0,1,30,,1,96,9,,0,3,,,,084443,-,,P5735,01,0,50,70,,1,,0,0,75,5,,,3,78
78LA00073,1978-04-02,2,P7064,01,1,71,714,P1721,01,30,,1,,60,0,1,30,,1,92,8,,0,3,,,,,,,P4794,01,1,53,71,,1,,1,2,92,10,,,1,78
78LA00074,1978-04-02,1,P7065,01,,71,714,P1721,01,30,,1,,60,0,1,30,,3,92,8,,0,3,,,,,,,P4794,01,0,58,71,,1,,0,0,89,10,,,2,78
78LA00075,1978-03-31,2,P7040,01,1,70,704,P1770,01,30,,1,,60,0,1,30,,1,90,9,,0,3,,,,,&,,P5846,01,1,58,70,,1,,1,4,72,5,,,1,78
78LA00076,1978-03-31,2,P7041,01,,70,704,P1770,01,30,,1,,60,0,1,30,,1,90,9,,0,3,,,,527218,-,,P5846,01,0,49,70,,1,,0,0,64,5,,,2,78
78LA00077,1978-03-31,1,P7042,01,,70,704,P1770,01,30,,1,,60,0,1,30,,1,90,9,,0,3,,,,,,,P5846,01,0,37,70,,1,,0,0,75,10,,,3,78
78LA00078,1978-03-31,1,P7043,01,,70,704,P1770,01,30,,,,60,0,1,30,,1,90,9,,230,3,,7,,,,,P5846,01,0,0,70,,1,,0,0,65,0,,,4,78
78LA00079,1978-04-03,1,P7083,01,1,71,713,P1879,01,30,,1,,55,1,1,30,,1,93,8,,0,3,,,,,,,P5565,01,1,75,71,,1,,1,2,110,10,,,1,78
78LA00080,1978-04-03,2,P7084,01,,71,713,P1879,01,30,,1,,55,1,1,30,,1,93,8,,0,3,,,,,,,P5565,01,0,55,71,,1,,0,0,80,10,,,2,78
78LA00081,1978-04-06,1,P7158,01,1,70,703,P1934,01,30,,1,,55,1,1,30,,1,96,8,,0,5,,,,,,,P5735,01,1,57,70,,1,,1,2,102,10,,,1,78
78LA00082,1978-04-06,2,P7159,01,,70,703,P1934,01,30,,1,,55,1,1,30,,1,96,8,,0,5,,,,,,,P5735,01,0,72,70,,1,,0,0,94,10,,,2,78
78LA00083,1978-04-13,2,P7331,01,1,70,704,P2076,01,30,,1,,50,1,1,30,,1,103,8,,0,2,,,,,,,P5846,01,1,53,70,,1,,1,2,84,10,,,1,78
78LA00084,1978-04-13,1,P7332,01,,70,704,P2076,01,30,,1,,50,1,1,30,,1,103,8,,0,2,,,,,,,P5846,01,0,50,70,,1,,0,0,101,10,,,2,78
78LA00085,1978-03-30,2,P7016,01,1,71,713,P2415,01,30,,1,,50,1,1,30,,1,89,8,,0,2,,,,,,,P5565,01,1,62,71,,1,,1,2,98,10,,,1,78
78LA00086,1978-03-30,1,P7017,01,,71,713,P2415,01,30,,1,,50,1,1,30,,1,89,8,,0,2,,,,,,,P5565,01,0,78,71,,1,,0,0,118,10,,,2,78
78LA00087,1978-04-03,2,P7101,01,1,70,704,P2452,01,30,,1,,50,1,1,30,,1,93,8,,0,3,,,,,,,P5846,01,1,69,70,,1,,1,2,91,10,,,1,78
78LA00088,1978-04-03,1,P7102,01,,70,704,P2452,01,30,,,,50,1,1,30,,1,93,8,,230,3,,7,,,,,P5846,01,0,0,70,,1,,0,0,74,0,,,2,78
78LA00089,1978-04-10,1,P7284,01,1,70,704,P2553,01,30,,1,,50,1,1,30,,1,100,8,,0,1,,,,,,,P5846,01,1,52,70,,1,,1,2,86,10,,,1,78
78LA00090,1978-04-10,2,P7285,01,,70,704,P2553,01,30,,1,,50,1,1,30,,1,100,8,,0,1,,,,,&,,P5846,01,0,64,70,,1,,0,0,89,5,,,2,78
78LA00091,1978-03-31,2,P7038,01,1,70,703,P2930,01,30,,1,,40,1,1,30,,1,90,5,,0,2,,,,,,,P5735,01,1,72,70,,1,,1,1,109,10,,,1,78
78LA00092,1978-04-09,2,P7250,01,1,70,703,P2957,01,30,,1,,40,1,2,30,,1,99,8,,0,3,,,,,,,P5735,01,1,69,70,,1,,1,2,92,10,,,1,78
78LA00093,1978-04-09,2,P7251,01,,70,703,P2957,01,30,,1,,40,1,1,30,,1,99,8,,0,3,,,,,,,P5735,01,0,63,70,,1,,0,0,90,10,,,2,78
78LA00094,1978-04-05,2,P7130,01,1,71,713,P3133,01,30,,1,,40,1,1,30,,1,95,9,,0,4,,,,,,,P5565,01,1,60,71,,1,,1,3,69,10,,,1,78
78LA00095,1978-04-05,2,P7131,01,,71,713,P3133,01,30,,1,,40,1,1,30,,1,95,9,,0,4,,,,,,,P5565,01,0,66,71,,1,,0,0,84,10,,,2,78
78LA00096,1978-04-05,2,P7132,01,,71,713,P3133,01,30,,1,,40,1,1,30,,1,95,9,,0,4,,,,,&,,P5565,01,0,52,71,,1,,0,0,48,5,,,3,78
78LA00097,1978-04-02,2,P7066,01,1,71,714,P3181,01,30,,1,,40,1,1,30,,1,92,9,,0,3,,,,,,,P4794,01,1,67,71,,1,,1,3,77,10,,,1,78
78LA00098,1978-04-02,2,P7067,01,,71,714,P3181,01,30,,1,,40,1,1,30,,1,92,9,,0,3,,,,767018,-,,P4794,01,0,53,71,,1,,0,0,62,5,,,2,78
78LA00099,1978-04-02,1,P7068,01,,71,714,P3181,01,30,,1,,40,1,1,30,,1,92,9,,0,3,,,,,,,P4794,01,0,77,71,,1,,0,0,82,10,,,3,78
78LA00100,1978-04-10,1,P7286,01,1,70,703,P3186,01,30,,1,,40,1,1,30,,1,100,9,,0,4,,,,,&,,P5735,01,1,57,70,,1,,1,3,117,5,,,1,78
78LA00101,1978-04-10,2,P7287,01,,70,703,P3186,01,30,,1,,40,1,3,30,,1,100,9,,0,4,,,,,,,P5735,01,0,71,70,,1,,0,0,99,10,,,2,78
78LA00102,1978-04-10,2,P7288,01,,70,703,P3186,01,30,,1,,40,1,3,30,,1,100,9,,0,4,,,,,,,P5735,01,0,48,70,,1,,0,0,75,10,,,3,78
78LA00103,1978-04-10,2,P7292,01,1,71,713,P3359,01,30,,1,,40,1,1,30,,1,100,5,,0,3,,,,,,,P5565,01,1,80,71,,1,,1,1,109,10,,,1,78
78LA00104,,,,01,1,70,704,P3380,01,30,,,,40,1,,30,,,,,,0,,,,,,,,P5846,01,0,0,70,,0,,0,0,,0,,,1,78
78LA00105,1978-04-08,1,P7214,01,1,70,703,P3419,01,30,,1,,40,1,1,30,,1,98,9,,0,3,,,,,,,P5735,01,1,67,70,,1,,1,3,92,10,,,1,78
78LA00106,1978-04-08,2,P7215,01,,70,703,P3419,01,30,,1,,40,1,1,30,,1,98,9,,0,3,,,,,,,P5735,01,0,59,70,,1,,0,0,97,10,,,2,78
78LA00107,1978-04-08,1,P7216,01,,70,703,P3419,01,30,,1,,40,1,1,30,,1,98,9,,0,3,,,,377362,-,,P5735,01,0,58,70,,1,,0,0,98,5,,,3,78
78LA00108,1978-04-01,2,P7053,01,1,70,704,P3478,01,30,,1,,35,1,1,30,,1,91,8,,0,2,,,,,,,P5846,01,1,41,70,,1,,1,2,64,10,,,1,78
78LA00109,1978-04-01,2,P7054,01,,70,704,P3478,01,30,,1,,35,1,1,30,,1,91,8,,0,2,,,,,,,P5846,01,0,50,70,,1,,0,0,86,10,,,2,78
78LA00110,,,,01,1,71,714,P3483,01,30,,,,35,1,,30,,,,,,0,,,,,,,,P4794,01,0,0,71,,0,,0,0,,0,,,1,78
78LA00111,1978-04-05,1,P7147,01,1,70,703,P3508,01,30,,1,,35,1,1,30,,1,95,8,,0,3,,,,,,,P5735,01,1,56,70,,1,,1,2,82,10,,,1,78
78LA00112,1978-04-05,1,P7148,01,,70,703,P3508,01,30,,1,,35,1,1,30,,1,95,8,,0,3,,,,,,,P5735,01,0,69,70,,1,,0,0,90,10,,,2,78
78LA00113,1978-04-04,1,P7109,01,1,71,713,P3591,01,30,,1,,35,1,1,30,,1,94,8,,0,3,,,,,,,P5565,01,1,69,71,,1,,1,2,91,10,,,1,78
78LA00114,1978-04-04,1,P7110,01,,71,713,P3591,01,30,,1,,35,1,1,30,,1,94,8,,0,3,,,,,,,P5565,01,0,72,71,,1,,0,0,80,10,,,2,78
78LA00115,,,,01,1,70,704,P3660,01,30,,,,30,1,,30,,,,,,0,,,,,,,,P5846,01,1,0,70,,0,,0,0,,0,,,1,78
78LA00116,1978-03-31,2,P7039,01,1,70,703,P3771,01,30,,,,30,1,1,30,,1,90,5,,99,3,,6,,,&,,P5735,01,1,0,70,,1,01,1,1,94,0,,,1,78
78LA00117,1978-04-09,2,P7259,01,1,71,714,P3822,01,30,,1,,30,1,1,30,,1,99,8,,0,3,,,,,,,P4794,01,1,55,71,,1,,1,2,80,10,,,1,78
78LA00118,1978-04-09,1,P7260,01,,71,714,P3822,01,30,,,,30,1,1,30,,1,99,8,,206,3,,6,,,,,P4794,01,0,0,71,,1,04,0,0,87,0,,,2,78
78LA00119,1978-03-28,1,P6988,01,1,71,713,P4021,01,30,,1,,30,1,1,30,,1,87,8,,0,3,,,,,,,P5565,01,1,63,71,,1,,1,2,92,10,,,1,78
78LA00120,1978-03-28,1,P6989,01,,71,713,P4021,01,30,,1,,30,1,1,30,,1,87,8,,0,3,,,,,,,P5565,01,0,58,71,,1,,0,0,92,10,,,2,78
78LA00121,1978-04-08,2,P7223,01,1,71,714,P4325,01,30,,1,,25,1,1,30,,1,98,5,,0,3,,,,,,,P4794,01,1,81,71,,1,,1,1,103,10,,,1,78
78LA00122,1978-04-07,2,P7189,01,1,70,704,P4328,01,30,,1,,25,1,1,30,,1,97,5,,0,4,,,,718601,+,,P5846,01,1,67,70,,1,,1,1,125,10,,,1,78
78LA00123,,,,01,1,71,713,P4367,01,30,,,,25,1,,30,,,,,,0,,,,,,,,P5565,01,0,0,71,,0,,0,0,,0,,,1,78
78LA00124,1978-03-21,,,01,1,71,714,P4375,01,30,,,,25,1,,30,,,80,0,,0,1,,0,,,,,P4794,01,1,0,71,,0,,1,1,,0,,,1,78
78LA00125,1978-04-05,1,P7123,01,1,71,713,P4438,01,30,,,,25,1,1,30,,1,95,8,,105,3,,6,,,,,P5565,01,1,0,71,,1,21,1,2,85,0,,,1,78
78LA00126,1978-04-05,2,P7124,01,,71,713,P4438,01,30,,1,,25,1,1,30,,1,95,8,,0,3,,,,,,,P5565,01,0,81,71,,1,,0,0,93,10,,,2,78
78LA00127,1978-03-31,1,P7046,01,1,70,704,P4547,01,30,,,,20,0,1,30,,1,90,8,,230,3,,7,,,,,P5846,01,1,0,70,,1,,1,2,85,0,,,1,78
78LA00128,1978-03-31,1,P7047,01,,70,704,P4547,01,30,,1,,20,0,1,30,,1,90,8,,0,3,,,,,,,P5846,01,0,62,70,,1,,0,0,76,10,,,2,78
78LA00129,1978-03-31,2,P7044,01,1,71,714,P4555,01,30,,1,,20,0,1,30,,1,90,8,,0,2,,,,,,,P4794,01,1,69,71,,1,,1,2,78,10,,,1,78
78LA00130,1978-03-31,1,P7045,01,,71,714,P4555,01,30,,1,,20,0,1,30,,1,90,8,,0,2,,,,,,,P4794,01,0,80,71,,1,,0,0,97,10,,,2,78
78LA00131,1978-04-12,1,P7314,01,1,71,713,P4557,01,30,,1,,20,0,1,30,,1,102,8,,0,3,,,,,,,P5565,01,1,77,71,,1,,1,2,95,10,,,1,78
78LA00132,1978-04-12,1,P7315,01,,71,713,P4557,01,30,,1,,20,0,1,30,,1,102,8,,0,3,,,,,,,P5565,01,0,45,71,,1,,0,0,62,10,,,2,78
78LA00133,1978-03-30,1,P7027,01,1,71,714,P4568,01,30,,1,,20,0,1,30,,1,89,5,,0,3,17,,,206179,+,,P4794,01,1,84,71,,1,,1,1,74,15,,,1,78
78LA00134,1978-04-13,2,P7329,01,1,70,703,P4578,01,30,,1,,20,0,1,30,,1,103,8,,0,2,,,,,,,P5735,01,1,73,70,,1,,1,2,85,10,,,1,78
78LA00135,1978-04-13,2,P7330,01,,70,703,P4578,01,30,,1,,20,0,1,30,,1,103,8,,0,2,,,,,,,P5735,01,0,60,70,,1,,0,0,88,10,,,2,78
78LA00136,1978-04-04,1,P7115,01,1,71,713,P4579,01,30,,1,,20,0,1,30,,1,94,9,,0,3,,,,,,,P5565,01,1,61,71,,1,,1,3,77,10,,,1,78
78LA00137,1978-04-04,2,P7116,01,,71,713,P4579,01,30,,1,,20,0,1,30,,1,94,9,,0,3,,,,,,,P5565,01,0,68,71,,1,,0,0,69,10,,,2,78
78LA00138,1978-04-04,1,P7117,01,,71,713,P4579,01,30,,1,,20,0,1,30,,1,94,9,,0,3,,,,,&,,P5565,01,0,62,71,,1,,0,0,70,5,,,3,78
78LA00139,1978-04-05,1,P7127,01,1,70,703,P4582,01,30,,,,20,0,1,30,,1,95,9,,230,3,,7,,,&,,P5735,01,1,0,70,,1,,1,3,48,0,,,1,78
78LA00140,1978-04-05,2,P7128,01,,70,703,P4582,01,30,,,,20,0,1,30,,1,95,9,,230,3,,7,,,,,P5735,01,0,0,70,,1,,0,0,81,0,,,2,78
78LA00141,1978-04-05,2,P7129,01,,70,703,P4582,01,30,,,,20,0,1,30,,1,95,9,,130,3,,6,,,,,P5735,01,0,0,70,,1,01,0,0,69,0,,,3,78
78LA00142,1978-04-05,1,P7135,01,1,70,703,P4590,01,30,,1,,20,1,1,30,,1,95,9,,0,2,,,,,,,P5735,01,1,49,70,,1,,1,3,77,10,,,1,78
78LA00143,1978-04-05,2,P7136,01,,70,703,P4590,01,30,,1,,20,1,1,30,,1,95,9,,0,2,,,,,,,P5735,01,0,63,70,,1,,0,0,89,10,,,2,78
78LA00144,1978-04-05,1,P7137,01,,70,703,P4590,01,30,,1,,20,1,1,30,,1,95,9,,0,2,,,,463501,-,,P5735,01,0,69,70,,1,,0,0,78,5,,,3,78
