UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,BGRP,RGRP,GRP,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
94LA00552,94,K5894,63,68,51,K6787,63,2.0,06,1,0,,H,0412,102,8,3,2,10.3,1,1,K7547,63,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,77,1,59,181,2,1994-04-12,0.019
94LA00553,94,K5896,63,61,13,K6106,63,2.0,06,1,0,,R,0401,91,8,5,1,11.0,1,1,K7144,63,61,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,79,1,66,180,1,1994-04-01,0.035
94LA00554,94,K5896,63,61,13,K6106,63,2.0,06,1,0,,R,0401,91,8,5,2,9.3,1,3,K7145,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,74,1,58,180,1,1994-04-01,0.035
94LA00555,94,K5899,63,60,02,K6158,63,2.0,06,1,0,,M,0331,90,8,3,1,11.0,1,1,K7122,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,79,1,59,180,1,1994-03-31,0.037
94LA00556,94,K5899,63,60,02,K6158,63,2.0,06,1,0,,M,0331,90,8,3,1,11.1,1,1,K7123,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,80,1,61,180,1,1994-03-31,0.037
94LA00557,94,K5902,63,62,69,K6444,63,2.0,06,1,0,,C,0329,88,8,3,3,10.0,1,1,K7051,63,62,06,,0,,,,,ENTR,,,,Y,1,,1,1,2,1,1,1.0,79,1,65,180,1,1994-03-29,0.022
94LA00558,94,K5902,63,62,69,K6444,63,2.0,06,1,0,,C,0329,88,8,3,1,8.8,1,1,K7052,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,65,1,54,180,1,1994-03-29,0.022
94LA00559,94,K5908,63,61,11,K6168,63,2.0,06,1,0,,R,0408,98,5,4,2,13.2,1,1,K7384,63,61,06,,0,,K738163,+,,4TEATS,,,,J,1,,1,1,1,1,1,1.5,87,1,64,180,1,1994-04-08,0.033
94LA00560,94,K5912,63,60,03,K6338,63,2.0,06,1,0,,M,0409,99,5,4,2,14.3,1,1,K7420,63,60,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,87,1,75,180,1,1994-04-09,0.026
94LA00561,94,K5913,63,62,70,K6472,63,2.0,06,1,0,,C,0410,100,9,5,2,9.0,1,1,K7456,63,62,06,,0,,,,FLTS 94,,,,,J,1,,1,1,3,1,1,1.0,63,1,49,180,1,1994-04-10,0.038
94LA00562,94,K5913,63,62,70,K6472,63,2.0,06,1,0,,C,0410,100,9,5,2,9.5,1,1,K7457,63,62,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,48,1,36,180,1,1994-04-10,0.038
94LA00563,94,K5913,63,62,70,K6472,63,2.0,06,1,0,,C,0410,100,9,5,2,9.9,1,1,K7458,63,62,06,,0,,S062810,-,,4TEATS,,,,J,3,,0,0,0,1,1,0.5,50,0,51,181,2,1994-04-10,0.038
94LA00564,94,K5914,63,61,12,K6298,63,2.0,06,1,0,,R,0330,89,5,5,1,13.5,1,1,K7087,63,61,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,92,1,76,180,1,1994-03-30,0.057
94LA00565,94,K5915,63,60,04,K5832,63,2.0,06,1,0,,M,0407,97,5,4,3,13.3,1,2,K7334,63,60,06,,0,,,,,SPLIT SCROTUM,,,,J,1,,1,1,1,1,1,1.0,97,1,76,180,1,1994-04-07,0.024
94LA00566,94,K5916,63,62,71,K6255,63,2.0,06,1,0,,C,0415,105,8,4,2,11.1,1,1,K7647,63,62,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,66,1,48,181,2,1994-04-15,0.03
94LA00567,94,K5916,63,62,71,K6255,63,2.0,06,1,0,,C,0415,105,8,4,1,12.0,1,1,K7648,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,81,1,55,181,2,1994-04-15,0.03
94LA00568,94,K5917,63,61,13,K6106,63,2.0,06,1,0,,R,0405,95,5,4,2,10.6,1,1,K7282,63,61,06,,0,,S463910,+,,4TEATS,,,,Y,1,,1,1,1,1,1,1.5,72,1,58,181,2,1994-04-05,0.044
94LA00569,94,K5918,63,60,02,K6158,63,2.0,06,1,0,,M,0406,96,8,3,2,10.4,1,1,K7315,63,60,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,65,1,51,181,2,1994-04-06,0.046
94LA00570,94,K5918,63,60,02,K6158,63,2.0,06,1,0,,M,0406,96,8,3,2,9.1,1,1,K7316,63,60,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,68,1,54,181,2,1994-04-06,0.046
94LA00571,94,K5921,63,62,60,K5939,63,2.0,06,1,0,,C,0331,90,5,3,1,11.0,1,1,K7130,63,62,06,6,91,01,S450210,+,,,,,,J,1,,1,1,1,1,0,0.5,0,,0,0,,1994-03-31,0.04
94LA00572,94,K5922,63,61,14,K6304,63,2.0,06,1,0,,R,0409,99,8,4,1,11.6,1,1,K7395,63,61,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,70,1,54,180,1,1994-04-09,0.029
94LA00573,94,K5922,63,61,14,K6304,63,2.0,06,1,0,,R,0409,99,8,4,1,12.2,1,2,K7396,63,61,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,80,1,60,180,1,1994-04-09,0.029
94LA00574,94,K5926,63,60,01,K6088,63,2.0,06,1,0,,M,0402,92,5,3,1,12.6,1,1,K7197,63,60,06,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,105,1,83,180,1,1994-04-02,0.028
94LA00575,94,K5928,63,62,61,K6130,63,2.0,06,1,0,,C,0414,104,5,3,2,14.0,1,1,K7628,63,62,06,7,222,97,,,,4TEATS,,,,Y,1,,1,1,1,1,1,1.0,107,1,73,181,2,1994-04-14,0.029
94LA00576,94,K5937,63,68,52,K6796,63,2.0,06,1,0,,H,0404,94,8,1,1,9.9,1,1,K7244,63,00,05,,0,,T977743,-,,ENTR,,,,J,1,,1,1,2,1,1,0.5,100,0,82,181,2,1994-04-04,0.02
94LA00577,94,K5937,63,68,52,K6796,63,2.0,06,1,0,,H,0404,94,8,1,1,11.0,1,1,K7245,63,00,05,,0,,,,,ENTR,,,,J,2,,0,0,0,1,1,1.0,82,1,74,181,2,1994-04-04,0.02
94LA00578,94,K5941,63,60,04,K5832,63,2.0,06,1,0,,M,0411,101,5,3,2,13.0,1,1,K7494,63,60,06,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,106,1,81,180,1,1994-04-11,0.038
94LA00579,94,K5945,63,62,62,K6181,63,2.0,06,1,0,,C,0414,104,5,2,2,11.2,1,4,K7605,63,62,06,,0,,,,SM BAG,,,,,J,1,,1,1,1,1,1,1.0,95,1,69,181,2,1994-04-14,0.041
94LA00580,94,K5948,63,61,11,K6168,63,2.0,06,1,0,,R,0401,91,5,4,2,13.2,2,1,K7148,63,61,06,,0,,,,,CLR2 NOSE?,,,,J,1,,1,1,1,1,1,1.0,103,1,85,180,1,1994-04-01,0.024
94LA00581,94,K5952,63,68,51,K6787,63,2.0,06,1,0,,H,0410,100,8,2,1,9.8,1,1,K7483,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,78,1,54,180,1,1994-04-10,0.021
94LA00582,94,K5952,63,68,51,K6787,63,2.0,06,1,0,,H,0410,100,8,2,1,12.5,1,1,K7484,63,00,05,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,83,1,57,180,1,1994-04-10,0.021
94LA00583,94,K5965,63,62,63,K6197,63,2.0,06,1,0,,C,0406,96,8,3,1,10.3,1,1,K7327,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,61,1,53,181,2,1994-04-06,0.053
94LA00584,94,K5965,63,62,63,K6197,63,2.0,06,1,0,,C,0406,96,8,3,1,9.0,1,1,K7328,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,58,1,46,181,2,1994-04-06,0.053
94LA00585,94,K5971,63,61,12,K6298,63,2.0,06,1,0,,R,0408,98,8,3,2,10.1,1,1,K7387,63,61,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,91,1,66,180,1,1994-04-08,0.027
94LA00586,94,K5971,63,61,12,K6298,63,2.0,06,1,0,,R,0408,98,8,3,2,11.0,1,1,K7388,63,61,06,7,181,97,,,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-08,0.027
94LA00587,94,K5972,63,60,03,K6338,63,2.0,06,1,0,,M,0408,98,8,4,1,12.7,1,1,K7390,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,83,1,57,180,1,1994-04-08,0.023
94LA00588,94,K5972,63,60,03,K6338,63,2.0,06,1,0,,M,0408,98,8,4,3,12.2,1,1,K7391,63,60,06,,0,,,,,2CRYPT,,,,J,2,,0,0,0,1,1,1.0,69,1,59,180,1,1994-04-08,0.023
94LA00589,94,K5980,63,68,52,K6796,63,2.0,06,1,0,,H,0416,106,5,3,2,14.8,1,3,K7668,63,00,05,,0,,,,,4TEATS,,,,Y,1,,1,1,1,1,1,1.0,96,1,70,180,1,1994-04-16,0.013
94LA00590,94,K5984,63,61,13,K6106,63,2.0,06,1,0,,R,0331,90,8,3,2,9.1,1,1,K7117,63,61,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,69,1,58,180,1,1994-03-31,0.034
94LA00591,94,K5984,63,61,13,K6106,63,2.0,06,1,0,,R,0331,90,8,3,1,9.4,1,1,K7118,63,61,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,82,1,68,180,1,1994-03-31,0.034
94LA00592,94,K5986,63,60,01,K6088,63,2.0,06,1,0,,M,0413,103,8,3,2,10.8,1,1,K7582,63,60,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,89,1,65,181,2,1994-04-13,0.03
94LA00593,94,K5986,63,60,01,K6088,63,2.0,06,1,0,,M,0413,103,8,3,1,8.5,1,1,,,60,06,6,103,54,,,,FX LEG EUTH,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-13,0.03
94LA00594,94,K5989,63,62,64,K6218,63,2.0,06,1,0,,C,0326,85,8,2,2,9.4,1,1,K7022,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,91,1,80,180,1,1994-03-26,0.041
94LA00595,94,K5989,63,62,64,K6218,63,2.0,06,1,0,,C,0326,85,8,2,2,9.3,1,1,K7023,63,62,06,6,87,01,,,,,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1994-03-26,0.041
94LA00596,94,K5996,63,61,14,K6304,63,2.0,06,1,0,,R,0411,101,8,0,1,9.5,1,1,K7492,63,61,06,3,102,93,,8,"DEAD, RUPTURE",,,,,N,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-11,0.029
94LA00597,94,K5996,63,61,14,K6304,63,2.0,06,1,0,,R,0411,101,8,0,1,12.0,1,2,K7493,63,61,06,3,102,93,,8,,,,,,N,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-11,0.029
94LA00598,94,K5999,63,60,03,K6338,63,2.0,06,1,0,,M,0413,103,8,3,1,11.0,1,1,K7580,63,60,06,,0,,S040110,-,X RUPTURE,,,,,Y,1,,1,1,2,1,1,0.5,86,0,81,181,2,1994-04-13,0.031
94LA00599,94,K5999,63,60,03,K6338,63,2.0,06,1,0,,M,0413,103,8,3,1,11.7,1,1,K7581,63,60,06,3,276,93, JW,9,,,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-13,0.031
94LA00600,94,K6003,63,62,65,K6224,63,2.0,06,1,0,,C,0405,95,5,4,1,14.5,1,1,K7293,63,62,06,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,111,1,91,181,2,1994-04-05,0.026
94LA00601,94,K6006,63,61,11,K6168,63,2.0,06,1,0,,R,0406,96,7,3,1,13.5,1,1,K7331,63,61,06,6,102,54,,,DYSTOCIA 94,"FX LEG,4TEATS",,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-06,0.032
94LA00602,94,K6006,63,61,11,K6168,63,2.0,06,1,0,,R,0406,96,7,3,1,10.8,1,1,,,61,06,1,0,,S475510,+,,,,,,J,2,,0,0,0,0,0,0.5,0,,0,0,,1994-04-06,0.032
94LA00603,94,K6007,63,60,04,K5832,63,2.0,06,1,0,,M,0409,99,8,3,3,5.4,1,1,K7410,63,60,06,6,102,21,S500010,+,,RAT WEAK,,,,J,1,,1,1,2,1,0,0.5,0,,0,0,,1994-04-09,0.04
94LA00604,94,K6007,63,60,04,K5832,63,2.0,06,1,0,,M,0409,99,8,3,3,9.4,1,1,K7411,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,71,1,54,180,1,1994-04-09,0.04
94LA00605,94,K6013,63,61,12,K6298,63,2.0,06,1,0,,R,0409,99,8,3,3,16.3,1,1,K7447,63,61,06,,0,,,,,1CRYPT,,,,Y,1,,1,1,2,1,1,1.0,94,1,70,180,1,1994-04-09,0.03
94LA00606,94,K6013,63,61,12,K6298,63,2.0,06,1,0,,R,0409,99,8,3,2,11.8,1,1,K7448,63,61,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,71,1,53,180,1,1994-04-09,0.03
94LA00607,94,K6015,63,60,02,K6158,63,2.0,06,1,0,,M,0408,98,5,4,2,12.5,1,1,K7386,63,60,06,,0,,,,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,82,1,71,180,1,1994-04-08,0.041
94LA00608,94,K6018,63,61,13,K6106,63,2.0,06,1,0,,R,0407,97,8,4,1,12.0,1,1,K7368,63,61,06,6,125,10,,,X BAD SW BAG,4TEATS,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-07,0.031
94LA00609,94,K6018,63,61,13,K6106,63,2.0,06,1,0,,R,0407,97,8,4,1,10.8,1,1,K7369,63,61,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,58,1,41,181,2,1994-04-07,0.031
94LA00610,94,K6024,63,60,01,K6088,63,2.0,06,1,0,,M,0401,91,5,3,2,10.0,1,1,K7171,63,60,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,88,1,73,180,1,1994-04-01,0.053
94LA00611,94,K6037,63,61,14,K6304,63,2.0,06,1,0,,R,0407,97,8,4,2,8.6,1,2,K7340,63,61,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,70,1,55,180,1,1994-04-07,0.038
94LA00612,94,K6037,63,61,14,K6304,63,2.0,06,1,0,,R,0407,97,8,4,2,10.4,1,2,K7341,63,61,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,81,1,59,180,1,1994-04-07,0.038
94LA00613,94,K6038,63,60,02,K6158,63,2.0,06,1,0,,M,0414,104,8,4,2,8.3,1,1,K7636,63,60,06,,0,,,,,HAIRY ?KLAMB,,,,Y,1,,1,1,2,1,1,1.0,79,1,46,181,2,1994-04-14,0.03
94LA00614,94,K6038,63,60,02,K6158,63,2.0,06,1,0,,M,0414,104,8,4,2,9.1,1,1,K7637,63,60,06,,0,,,,,HAIRY ?KLAMB,,,,Y,2,,0,0,0,1,1,1.0,73,1,55,181,2,1994-04-14,0.03
94LA00615,94,K6046,63,68,51,K6787,63,2.0,06,1,0,,H,0331,90,8,4,2,10.3,1,1,K7100,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,65,1,49,180,1,1994-03-31,0.024
94LA00616,94,K6046,63,68,51,K6787,63,2.0,06,1,0,,H,0331,90,8,4,2,9.0,1,1,K7101,63,00,05,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,73,1,59,180,1,1994-03-31,0.024
94LA00617,94,K6063,63,60,03,K6338,63,2.0,06,1,0,,M,0405,95,8,4,2,14.2,1,1,K7270,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,98,1,79,181,2,1994-04-05,0.026
94LA00618,94,K6063,63,60,03,K6338,63,2.0,06,1,0,,M,0405,95,8,4,2,10.5,1,1,K7271,63,60,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,58,1,45,181,2,1994-04-05,0.026
94LA00619,94,K6065,63,61,11,K6168,63,2.0,06,1,0,,R,0404,94,5,3,2,11.0,1,1,K7227,63,61,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,95,1,82,181,2,1994-04-04,0.029
94LA00620,94,K6066,63,68,52,K6796,63,2.0,06,1,0,,H,0408,98,9,4,2,6.7,1,1,K7379,63,00,05,,0,,,,SUCK1SIDE,,,,,J,1,,1,1,3,1,1,1.0,50,1,38,180,1,1994-04-08,0.018
94LA00621,94,K6066,63,68,52,K6796,63,2.0,06,1,0,,H,0408,98,9,4,2,9.5,1,1,K7380,63,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,78,1,57,180,1,1994-04-08,0.018
94LA00622,94,K6066,63,68,52,K6796,63,2.0,06,1,0,,H,0408,98,9,4,1,9.0,1,1,K7381,63,00,05,,0,,K590863,-,,4TEATS,,,,J,3,,0,0,0,1,1,0.5,73,0,53,180,1,1994-04-08,0.018
94LA00623,94,K6067,63,62,67,K6411,63,2.0,06,1,0,,C,0328,87,5,2,2,10.7,1,1,K7034,63,62,06,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,89,1,75,180,1,1994-03-28,0.036
94LA00624,94,K6080,63,61,12,K6298,63,2.0,06,1,0,,R,0413,103,5,3,2,13.9,1,1,K7596,63,61,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,100,1,73,181,2,1994-04-13,0.034
94LA00625,94,K6095,63,60,04,K5832,63,2.0,06,1,0,,M,0405,95,8,5,1,10.5,1,1,K7268,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,87,1,69,181,2,1994-04-05,0.022
94LA00626,94,K6095,63,60,04,K5832,63,2.0,06,1,0,,M,0405,95,8,5,2,8.5,1,1,K7269,63,60,06,7,181,97,,,,4TEATS,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1994-04-05,0.022
94LA00627,94,K6107,63,62,66,K6344,63,2.0,06,1,0,,C,0331,90,5,4,1,13.6,1,1,K7099,63,62,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,104,1,84,180,1,1994-03-31,0.031
94LA00628,94,K6109,63,61,13,K6106,63,2.0,06,1,0,,R,0412,102,5,3,1,17.0,1,1,K7530,63,61,06,,0,,,,,HUGE,,,,J,1,,1,1,1,1,1,1.0,111,1,78,181,2,1994-04-12,0.026
94LA00629,94,K6118,63,60,01,K6088,63,2.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00630,94,K6119,63,62,68,K6414,63,2.0,06,1,0,,C,0404,94,8,2,2,8.2,1,1,K7251,63,62,06,3,98,93,,8,THIN '94,4TEATS,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1994-04-04,0.051
94LA00631,94,K6119,63,62,68,K6414,63,2.0,06,1,0,,C,0404,94,8,2,1,9.4,1,1,K7252,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,63,1,57,181,2,1994-04-04,0.051
94LA00632,94,K6123,63,61,14,K6304,63,2.0,06,1,0,,R,0412,102,5,1,2,11.0,1,1,K7533,63,61,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,75,1,60,181,2,1994-04-12,0.039
94LA00633,94,K6124,63,60,02,K6158,63,2.0,06,1,0,,M,0330,89,8,4,1,10.8,1,1,K7083,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,96,1,72,180,1,1994-03-30,0.038
94LA00634,94,K6124,63,60,02,K6158,63,2.0,06,1,0,,M,0330,89,8,4,2,10.4,1,1,K7084,63,60,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,74,1,61,180,1,1994-03-30,0.038
94LA00635,94,K6127,63,62,70,K6472,63,2.0,06,1,0,,C,0412,102,8,2,1,8.5,1,1,K7526,63,62,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,95,1,68,181,2,1994-04-12,0.032
94LA00636,94,K6127,63,62,70,K6472,63,2.0,06,1,0,,C,0412,102,8,2,1,8.6,1,1,K7527,63,62,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,76,1,48,181,2,1994-04-12,0.032
94LA00637,94,K6128,63,61,11,K6168,63,2.0,06,1,0,,R,0412,102,5,2,1,11.5,1,1,K7548,63,61,06,,0,,A077104,+,,,,,,J,1,,1,1,1,1,1,1.5,82,1,61,181,2,1994-04-12,0.036
94LA00638,94,K6133,63,61,12,K6298,63,2.0,06,1,0,,R,0414,104,5,5,2,10.9,1,1,K7604,63,61,06,,0,,A084104,+,SUCK1SIDE,,,,,J,1,,1,1,1,1,1,1.5,52,1,43,181,2,1994-04-14,0.029
94LA00639,94,K6134,63,60,04,K5832,63,2.0,06,1,0,,M,0402,92,5,4,1,13.2,1,1,K7198,63,60,06,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,90,1,67,180,1,1994-04-02,0.033
94LA00640,94,K6135,63,62,69,K6444,63,2.0,06,1,0,,C,0411,101,8,3,2,9.0,1,1,K7504,63,62,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,35,1,29,180,1,1994-04-11,0.032
94LA00641,94,K6135,63,62,69,K6444,63,2.0,06,1,0,,C,0411,101,8,3,2,13.0,1,1,K7505,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,83,1,62,180,1,1994-04-11,0.032
94LA00642,94,K6143,63,61,13,K6106,63,2.0,06,1,0,,R,0331,90,5,2,1,10.6,1,1,K7135,63,61,06,,0,,,,TIGHT BAG,,,,,J,1,,1,1,1,1,1,1.0,87,1,67,180,1,1994-03-31,0.045
94LA00643,94,K6145,63,60,03,K6338,63,2.0,06,1,0,,M,,0,,,,0.0,,,,,60,06,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0,,0,0,,,0.0
94LA00644,94,K6148,63,68,51,K6787,63,2.0,06,1,0,,H,0330,89,5,5,1,15.0,1,1,K7095,63,00,05,,0,,,,,ENTR,,,,J,1,,1,1,1,1,1,1.0,85,1,83,180,1,1994-03-30,0.024
94LA00645,94,K6151,63,61,14,K6304,63,2.0,06,1,0,,R,0330,89,8,3,2,11.1,1,1,K7088,63,61,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,59,1,49,180,1,1994-03-30,0.023
94LA00646,94,K6151,63,61,14,K6304,63,2.0,06,1,0,,R,0330,89,8,3,2,10.3,1,1,K7089,63,61,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,65,1,56,180,1,1994-03-30,0.023
94LA00647,94,K6155,63,60,01,K6088,63,2.0,06,1,0,,M,0402,92,8,4,2,12.4,1,1,K7182,63,60,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,66,1,54,180,1,1994-04-02,0.053
94LA00648,94,K6155,63,60,01,K6088,63,2.0,06,1,0,,M,0402,92,8,4,2,12.0,1,1,K7183,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,82,1,65,180,1,1994-04-02,0.053
94LA00649,94,K6162,63,62,71,K6255,63,2.0,06,1,0,,C,0407,97,8,3,1,10.2,1,1,K7346,63,62,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,86,1,61,180,1,1994-04-07,0.032
94LA00650,94,K6162,63,62,71,K6255,63,2.0,06,1,0,,C,0407,97,8,3,2,8.4,1,1,K7347,63,62,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,49,1,44,180,1,1994-04-07,0.032
94LA00651,94,K6163,63,68,52,K6796,63,2.0,06,1,0,,H,0329,88,5,3,2,9.6,1,1,K7050,63,00,05,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,77,1,68,180,1,1994-03-29,0.013
94LA00652,94,K6172,63,60,02,K6158,63,2.0,06,1,0,,M,0413,103,8,4,1,9.9,1,1,K7569,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,80,1,55,181,2,1994-04-13,0.039
94LA00653,94,K6172,63,60,02,K6158,63,2.0,06,1,0,,M,0413,103,8,4,2,13.2,1,1,K7570,63,60,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,71,1,58,181,2,1994-04-13,0.039
94LA00654,94,K6173,63,62,60,K5939,63,2.0,06,1,0,,C,0329,88,8,4,2,11.4,1,1,K7064,63,62,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,83,1,70,180,1,1994-03-29,0.032
94LA00655,94,K6173,63,62,60,K5939,63,2.0,06,1,0,,C,0329,88,8,4,2,10.3,1,1,K7065,63,62,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,70,1,55,180,1,1994-03-29,0.032
94LA00656,94,K6177,63,61,12,K6298,63,2.0,06,1,0,,R,0415,105,5,3,2,12.5,1,1,K7650,63,61,06,,0,,,,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,93,1,68,181,2,1994-04-15,0.036
94LA00657,94,K6184,63,60,04,K5832,63,2.0,06,1,0,,M,0403,93,5,4,1,12.0,1,1,K7211,63,60,06,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,96,1,89,181,2,1994-04-03,0.029
94LA00658,94,K6187,63,62,61,K6130,63,2.0,06,1,0,,C,0327,86,8,4,1,8.4,1,1,K7029,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,60,1,50,180,1,1994-03-27,0.035
94LA00659,94,K6187,63,62,61,K6130,63,2.0,06,1,0,,C,0327,86,8,4,2,8.5,1,1,K7030,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,71,1,63,180,1,1994-03-27,0.035
94LA00660,94,K6189,63,61,11,K6168,63,2.0,06,1,0,,R,0410,100,9,3,1,9.3,1,1,K7449,63,61,06,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,69,1,49,180,1,1994-04-10,0.032
94LA00661,94,K6189,63,61,11,K6168,63,2.0,06,1,0,,R,0410,100,9,3,3,9.0,1,2,K7450,63,61,06,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,75,1,54,180,1,1994-04-10,0.032
94LA00662,94,K6189,63,61,11,K6168,63,2.0,06,1,0,,R,0410,100,9,3,2,8.1,1,1,K7451,63,61,06,,0,,L998103,-,,HYPERHOCK,,,,J,3,,0,0,0,1,1,0.5,68,0,47,180,1,1994-04-10,0.032
94LA00663,94,K6190,63,68,51,K6787,63,2.0,06,1,0,,H,0418,108,5,2,2,10.5,1,1,K7684,63,00,05,,0,,T419944,+,,4TEATS,,,,Y,1,,1,1,1,1,1,1.5,72,1,48,180,1,1994-04-18,0.028
94LA00664,94,K6191,63,62,62,K6181,63,2.0,06,1,0,,C,0330,89,8,4,2,11.4,1,1,K7072,63,62,06,,0,,,,UT INERTIA,4TEATS,,,,J,1,,1,1,2,1,1,1.0,65,1,54,180,1,1994-03-30,0.04
94LA00665,94,K6191,63,62,62,K6181,63,2.0,06,1,0,,C,0330,89,8,4,1,13.4,1,1,K7073,63,62,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,90,1,76,180,1,1994-03-30,0.04
