UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,STMS,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
97LA01889,97,S3598,10,13,43,S6359,10,4.0,43,43,1,0,n,F,0404,94,8,4,2,11.0,1,1,S7893,10,13,43,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,73,1,63,177,1,1997-04-04,0.01
97LA01890,97,S3598,10,13,43,S6359,10,4.0,43,43,1,0,n,F,0404,94,8,4,1,10.5,1,1,S7894,10,13,43,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,71,1,59,177,1,1997-04-04,0.01
97LA01891,97,S3601,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0401,91,8,3,2,10.5,1,1,K9288,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,84,1,65,177,1,1997-04-01,0.0
97LA01892,97,S3601,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0401,91,8,3,2,11.3,1,1,K9289,63,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,71,1,66,177,1,1997-04-01,0.0
97LA01893,97,S3605,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0411,101,9,2,3,8.3,1,1,K9652,63,00,05,3,102,93,,8,XLIGHT FLEECE,HAIRY,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-11,0.063
97LA01894,97,S3605,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0411,101,9,2,2,9.3,1,1,K9653,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,74,1,53,178,2,1997-04-11,0.063
97LA01895,97,S3605,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0411,101,9,2,1,9.2,1,1,K9654,63,00,05,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,83,1,64,178,2,1997-04-11,0.063
97LA01896,97,S3607,10,18,41,S5866,10,4.0,07,42,1,I,n,I,0410,100,5,2,1,13.4,1,1,S8216,10,ID,43,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,102,1,74,178,2,1997-04-10,0.01
97LA01897,97,S3647,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0415,105,8,4,1,12.6,1,1,K9738,63,00,05,,0,,,,NICE,NICE,,,,J,1,,1,1,2,1,1,1.0,66,1,68,177,1,1997-04-15,0.0
97LA01898,97,S3647,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0415,105,8,4,1,15.2,1,1,K9739,63,00,05,,0,,,,,"NICE,4TEATS",,,,J,2,,0,0,0,1,1,1.0,108,1,77,177,1,1997-04-15,0.0
97LA01899,97,S3692,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0419,109,8,3,1,12.0,1,1,K9878,63,00,05,3,114,93,,8,10BUTT,,,,,G,1,,1,1,2,1,0,0.0,0,,0,0,,1997-04-19,0.0
97LA01900,97,S3692,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0419,109,8,3,2,10.3,1,1,K9879,63,00,05,,0,,,,,4TEATS,,,,G,2,,0,0,0,1,1,1.0,88,1,58,177,1,1997-04-19,0.0
97LA01901,97,S3702,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0417,107,8,3,1,12.0,1,1,K9815,63,00,05,,0,,,,,,,,,G,1,,1,1,2,1,1,1.0,93,1,68,178,2,1997-04-17,0.0
97LA01902,97,S3702,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0417,107,8,3,1,10.4,1,1,K9816,63,00,05,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,81,1,57,178,2,1997-04-17,0.0
97LA01903,97,S3714,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0418,108,9,3,2,9.2,1,1,K9840,63,00,05,3,110,93,,8,DYSTOCIA97,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-18,0.0
97LA01904,97,S3714,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0418,108,9,3,1,9.6,1,1,K9841,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78,1,51,178,2,1997-04-18,0.0
97LA01905,97,S3714,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0418,108,9,3,1,10.9,1,1,K9842,63,00,05,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,81,1,54,178,2,1997-04-18,0.0
97LA01906,97,S3727,10,11,32,S6169,10,4.0,43,07,1,0,y,R,0418,108,8,4,3,11.8,1,1,S8753,10,11,07,,0,,,,X BIG SW.BAG,,,,,Y,1,,1,1,2,1,1,1.0,84,,0,0,H,1997-04-18,0.018
97LA01907,97,S3727,10,11,32,S6169,10,4.0,43,07,1,0,y,R,0418,108,8,4,2,11.5,1,1,S8754,10,11,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,72,,0,0,H,1997-04-18,0.018
97LA01908,97,S3744,10,12,81,S6308,10,4.0,43,07,1,0,n,C,0413,103,8,3,2,11.8,1,1,S8362,10,12,07,,0,,,,,BRN.EARS,,,,J,1,,1,1,2,1,1,1.0,76,1,55,177,1,1997-04-13,0.004
97LA01909,97,S3744,10,12,81,S6308,10,4.0,43,07,1,0,n,C,0413,103,8,3,3,11.0,1,1,S8363,10,12,07,,0,,,,,BRN.EAR&EYE,,,,J,2,,0,0,0,1,1,1.0,77,1,53,177,1,1997-04-13,0.004
97LA01910,97,S3755,10,13,41,S5866,10,4.0,43,42,1,0,n,F,0411,101,8,3,1,11.5,1,1,S8240,10,13,43,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,68,1,57,178,2,1997-04-11,0.01
97LA01911,97,S3755,10,13,41,S5866,10,4.0,43,42,1,0,n,F,0411,101,8,3,1,10.4,1,1,S8241,10,13,43,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,75,1,55,178,2,1997-04-11,0.01
97LA01912,97,S3757,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0403,93,8,4,3,10.0,1,1,K9384,63,00,05,6,158,13,,,,HAIRY,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1997-04-03,0.0
97LA01913,97,S3757,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0403,93,8,4,1,13.8,1,1,K9385,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,107,1,86,177,1,1997-04-03,0.0
97LA01914,97,S3773,10,10,22,S6029,10,4.0,43,07,1,0,n,M,0420,110,8,1,2,10.8,1,1,S8874,10,10,07,3,111,93,,8,,"HAIRY,4TEATS",,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1997-04-20,0.009
97LA01915,97,S3773,10,10,22,S6029,10,4.0,43,07,1,0,n,M,0420,110,8,1,2,10.2,1,1,S8875,10,10,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,80,1,57,177,1,1997-04-20,0.009
97LA01916,97,S3778,10,11,33,S6204,10,4.0,43,07,1,0,y,R,0404,94,5,3,2,7.8,1,1,,,11,07,6,94,29,K944163,+,,DEFORMED JAW,,,,Y,1,,1,1,1,1,0,0.5,0,,0,0,,1997-04-04,0.0
97LA01917,97,S3779,10,13,42,S5596,10,4.0,43,42,1,0,n,F,0422,112,8,4,3,12.1,1,1,S8907,10,13,43,,0,,,,,1CRYPT,,,,Y,1,,1,1,2,1,1,1.0,93,1,68,177,1,1997-04-22,0.016
97LA01918,97,S3779,10,13,42,S5596,10,4.0,43,42,1,0,n,F,0422,112,8,4,2,9.8,1,6,S8908,10,13,43,3,120,93,,8,,"HAIRY,PARROT",,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1997-04-22,0.016
97LA01919,97,S3800,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0416,106,8,4,1,13.8,1,1,S8550,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,86,1,68,177,1,1997-04-16,0.014
97LA01920,97,S3800,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0416,106,8,4,2,11.9,1,1,S8551,10,ID,07,7,218,97,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,83,1,61,177,1,1997-04-16,0.014
97LA01921,97,S3835,10,10,23,S5891,10,4.0,43,07,1,0,y,M,0413,103,5,3,3,13.1,1,1,S8336,10,10,07,,0,,,,,BLK.@LEG,,,,J,1,,1,1,1,1,1,1.0,85,1,66,177,1,1997-04-13,0.012
97LA01922,97,S3837,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0403,93,8,3,1,11.1,1,1,S7819,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,82,1,71,177,1,1997-04-03,0.022
97LA01923,97,S3837,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0403,93,8,3,1,10.4,1,1,S7820,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,91,1,76,177,1,1997-04-03,0.022
97LA01924,97,S3846,10,11,34,S6290,10,4.0,43,07,1,0,n,R,0406,96,8,4,2,11.1,1,1,S7972,10,11,07,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,78,1,65,178,2,1997-04-06,0.013
97LA01925,97,S3846,10,11,34,S6290,10,4.0,43,07,1,0,n,R,0406,96,8,4,1,14.0,1,1,S7973,10,11,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,90,1,71,178,2,1997-04-06,0.013
97LA01926,97,S3848,10,12,82,S6193,10,4.0,07,42,1,0,y,C,0411,101,9,2,3,7.1,1,1,S8229,10,12,43,3,104,93,,8,,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-11,0.014
97LA01927,97,S3848,10,12,82,S6193,10,4.0,07,42,1,0,y,C,0411,101,9,2,3,7.8,1,1,S8230,10,12,43,7,178,97,,,,,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,2,1997-04-11,0.014
97LA01928,97,S3848,10,12,82,S6193,10,4.0,07,42,1,0,y,C,0411,101,9,2,2,8.8,1,1,S8231,10,12,43,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,77,1,59,178,2,1997-04-11,0.014
97LA01929,97,S3870,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0410,100,9,5,2,9.6,1,1,S8177,10,ID,07,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,79,1,60,178,2,1997-04-10,0.028
97LA01930,97,S3870,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0410,100,9,5,2,8.1,1,1,S8178,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,76,1,61,178,2,1997-04-10,0.028
97LA01931,97,S3870,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0410,100,9,5,2,7.5,1,1,S8179,10,ID,07,,0,,K877663,-,,,,,,J,3,,0,0,0,1,1,0.5,85,0,65,178,2,1997-04-10,0.028
97LA01932,97,S3871,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0403,93,5,4,1,15.8,1,1,K9369,63,00,05,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,114,1,93,177,1,1997-04-03,0.0
97LA01933,97,S3907,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0403,93,8,4,1,10.7,1,1,K9379,63,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,95,1,78,177,1,1997-04-03,0.063
97LA01934,97,S3907,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0403,93,8,4,2,10.6,1,1,K9380,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,80,1,71,177,1,1997-04-03,0.063
97LA01935,97,S3919,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0416,106,5,4,1,16.4,1,1,S8573,10,ID,07,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,111,1,79,177,1,1997-04-16,0.033
97LA01936,97,S3941,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0408,98,8,4,2,12.4,1,1,K9585,63,00,05,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,73,1,58,178,2,1997-04-08,0.0
97LA01937,97,S3941,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0408,98,8,4,2,12.1,1,1,K9586,63,00,05,7,220,97,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,77,1,60,178,2,1997-04-08,0.0
97LA01938,97,S3970,10,10,23,S5891,10,4.0,43,07,1,0,n,M,0406,96,8,4,1,12.5,1,1,S7974,10,10,07,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,79,1,68,178,2,1997-04-06,0.012
97LA01939,97,S3970,10,10,23,S5891,10,4.0,43,07,1,0,n,M,0406,96,8,4,2,10.6,1,1,S7975,10,10,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,77,1,60,178,2,1997-04-06,0.012
97LA01940,97,S4002,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,1,10.6,1,1,S8391,10,ID,07,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,88,1,62,177,1,1997-04-14,0.021
97LA01941,97,S4002,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,1,12.2,1,1,S8392,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,86,1,69,177,1,1997-04-14,0.021
97LA01942,97,S4002,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,2,8.0,1,1,S8393,10,ID,07,,0,,T561644,-,,4TEATS,,,,J,3,,0,0,0,1,1,0.5,83,0,58,177,1,1997-04-14,0.021
97LA01943,97,S4013,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0418,108,9,4,1,8.6,1,1,S8731,10,ID,07,,0,,,,SUCK1SIDE,,,,,Y,1,,1,1,3,1,1,1.0,67,1,56,177,1,1997-04-18,0.019
97LA01944,97,S4013,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0418,108,9,4,1,7.8,1,1,S8732,10,ID,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,96,1,65,177,1,1997-04-18,0.019
97LA01945,97,S4013,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0418,108,9,4,3,7.7,1,1,S8733,10,ID,07,3,111,93,,8,,,,,,Y,3,,0,0,0,1,0,0.0,0,,0,0,,1997-04-18,0.019
97LA01946,97,S4045,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0418,108,8,4,1,13.3,1,1,S8751,10,ID,07,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,93,1,60,178,2,1997-04-18,0.022
97LA01947,97,S4045,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0418,108,8,4,2,12.3,1,1,S8752,10,ID,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,76,1,54,178,2,1997-04-18,0.022
97LA01948,97,S4047,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0412,102,8,4,2,12.5,1,1,S8315,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,98,1,73,177,1,1997-04-12,0.015
97LA01949,97,S4047,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0412,102,8,4,1,14.0,1,1,S8316,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,92,1,67,177,1,1997-04-12,0.015
97LA01950,97,S4051,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0402,92,5,3,2,12.1,1,1,S7775,10,ID,07,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,99,1,82,177,1,1997-04-02,0.017
97LA01951,97,S4111,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,2,9.1,1,1,S8446,10,ID,07,3,105,93,,8,,,,,,J,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-14,0.03
97LA01952,97,S4111,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,1,9.7,1,1,S8447,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,90,1,63,177,1,1997-04-14,0.03
97LA01953,97,S4111,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0414,104,9,3,2,10.7,1,1,S8448,10,ID,07,7,218,97,,,,,,,,J,3,,0,0,0,1,1,1.0,76,1,56,177,1,1997-04-14,0.03
97LA01954,97,S4117,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0417,107,9,3,2,8.5,1,1,K9822,63,00,05,3,108,93,,8,,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-17,0.0
97LA01955,97,S4117,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0417,107,9,3,1,7.5,1,1,K9823,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,82,1,61,178,2,1997-04-17,0.0
97LA01956,97,S4117,10,00,51,K8349,63,4.0,08,05,1,0,n,H,0417,107,9,3,2,9.8,1,1,K9824,63,00,05,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,84,1,55,178,2,1997-04-17,0.0
97LA01957,97,S4136,10,12,83,S5706,10,4.0,07,07,1,0,n,C,0330,89,2,1,,0.0,,,,,12,07,0,0,,,,THIN CLA?,,,,,J,1,,1,1,2,0,0,0.0,0,,0,0,,1997-03-30,0.0
97LA01958,97,S4136,10,12,83,S5706,10,4.0,07,07,1,0,n,C,0330,89,2,1,,0.0,,,,,12,07,0,0,,,,,,,,,J,2,,0,0,0,0,0,0.0,0,,0,0,,1997-03-30,0.0
97LA01959,97,S4147,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0419,109,8,5,1,14.0,1,1,S8792,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,102,1,62,177,1,1997-04-19,0.021
97LA01960,97,S4147,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0419,109,8,5,1,12.7,1,1,S8793,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,91,1,56,177,1,1997-04-19,0.021
97LA01961,97,S4202,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0419,109,9,4,2,9.3,1,1,S8809,10,ID,07,3,110,93,,8,SW BAG,,,,,G,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-19,0.023
97LA01962,97,S4202,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0419,109,9,4,2,11.0,1,1,S8810,10,ID,07,,0,,,,,,,,,G,2,,0,0,0,1,1,1.0,79,1,53,177,1,1997-04-19,0.023
97LA01963,97,S4202,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0419,109,9,4,2,8.7,1,1,S8811,10,ID,07,,0,,,,,,,,,G,3,,0,0,0,1,1,1.0,76,1,47,177,1,1997-04-19,0.023
97LA01964,97,S4207,10,18,45,S5872,10,4.0,07,43,1,I,n,I,0409,99,5,4,1,11.9,1,1,S8134,10,ID,07,,0,,A404804,+,VLT@LEFT,,,,,Y,1,,1,1,1,1,1,1.5,96,1,67,178,2,1997-04-09,0.02
97LA01965,97,S4239,10,10,21,S5561,10,4.0,42,07,1,0,n,M,0418,108,8,4,1,10.2,1,1,S8705,10,10,43,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,82,1,55,178,2,1997-04-18,0.028
97LA01966,97,S4239,10,10,21,S5561,10,4.0,42,07,1,0,n,M,0418,108,8,4,2,8.3,1,1,S8706,10,10,43,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,53,1,38,178,2,1997-04-18,0.028
97LA01967,97,S4248,10,11,31,S5554,10,4.0,07,07,1,0,n,R,0413,103,8,3,2,11.6,1,1,S8342,10,11,07,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,80,1,65,177,1,1997-04-13,0.013
97LA01968,97,S4248,10,11,31,S5554,10,4.0,07,07,1,0,n,R,0413,103,8,3,2,10.8,1,1,S8343,10,11,07,,0,,,,,ENTR,,,,Y,2,,0,0,0,1,1,1.0,81,1,60,177,1,1997-04-13,0.013
97LA01969,97,S4266,10,13,43,S6359,10,4.0,42,43,1,0,n,F,0402,92,5,3,2,8.7,1,1,S7786,10,13,43,,0,,,,,,,,,J,1,,1,1,1,1,1,1.0,63,1,54,177,1,1997-04-02,0.085
97LA01970,97,S4286,10,12,84,S5752,10,4.0,07,07,1,0,n,C,0417,107,8,3,1,10.2,1,1,S8648,10,12,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,77,1,57,178,2,1997-04-17,0.017
97LA01971,97,S4286,10,12,84,S5752,10,4.0,07,07,1,0,n,C,0417,107,8,3,1,10.2,1,1,S8649,10,12,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,77,1,51,178,2,1997-04-17,0.017
97LA01972,97,S4295,10,18,41,S5866,10,3.5,07,42,1,I,n,I,0416,106,8,4,2,11.5,1,1,S8585,10,ID,43,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,84,1,61,178,2,1997-04-16,0.021
97LA01973,97,S4295,10,18,41,S5866,10,3.5,07,42,1,I,n,I,0416,106,8,4,2,12.8,1,1,S8586,10,ID,43,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,66,1,56,178,2,1997-04-16,0.021
97LA01974,97,S4296,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0418,108,8,3,3,8.5,1,1,S8726,10,ID,07,3,195,93,,,,,,,,Y,1,,1,1,2,1,1,1.0,58,1,35,177,1,1997-04-18,0.015
97LA01975,97,S4296,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0418,108,8,3,3,10.5,1,1,S8727,10,ID,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,85,1,55,177,1,1997-04-18,0.015
97LA01976,97,S4300,10,18,42,S5596,10,3.5,07,42,1,I,n,I,0402,92,8,4,2,13.0,1,1,S7788,10,ID,43,,0,,,,,HAIRY,,,,J,1,,1,1,2,1,1,1.0,88,1,70,177,1,1997-04-02,0.039
97LA01977,97,S4300,10,18,42,S5596,10,3.5,07,42,1,I,n,I,0402,92,8,4,2,9.9,1,1,S7789,10,ID,43,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,74,1,69,177,1,1997-04-02,0.039
97LA01978,97,S4337,10,18,43,S6359,10,3.5,07,43,1,I,n,I,0413,103,8,3,2,12.0,1,1,S8369,10,ID,07,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,71,1,57,177,1,1997-04-13,0.034
97LA01979,97,S4337,10,18,43,S6359,10,3.5,07,43,1,I,n,I,0413,103,8,3,2,11.9,1,1,S8370,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,81,1,59,177,1,1997-04-13,0.034
97LA01980,97,S4363,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0417,107,5,4,2,11.0,1,1,S8650,10,ID,07,,0,,,,,PINK,,,,J,1,,1,1,1,1,1,1.0,95,1,66,178,2,1997-04-17,0.017
97LA01981,97,S4366,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0408,98,8,3,1,11.0,1,1,S8079,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,81,1,61,178,2,1997-04-08,0.014
97LA01982,97,S4366,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0408,98,8,3,2,10.0,1,1,S8080,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,71,1,56,178,2,1997-04-08,0.014
97LA01983,97,S4379,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0416,106,8,3,2,10.4,1,1,S8571,10,ID,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,80,1,55,177,1,1997-04-16,0.016
97LA01984,97,S4379,10,18,45,S5872,10,3.5,07,43,1,I,n,I,0416,106,8,3,2,10.0,1,1,S8572,10,ID,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,80,1,57,177,1,1997-04-16,0.016
97LA01985,97,S4392,10,12,85,S5961,10,3.0,07,43,1,0,n,C,0412,102,9,3,2,8.9,1,1,S8294,10,12,07,3,104,93,,8,THIN,HAIRY,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1997-04-12,0.014
97LA01986,97,S4392,10,12,85,S5961,10,3.0,07,43,1,0,n,C,0412,102,9,3,1,10.0,1,1,S8295,10,12,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,54,1,50,178,2,1997-04-12,0.014
97LA01987,97,S4392,10,12,85,S5961,10,3.0,07,43,1,0,n,C,0412,102,9,3,2,9.9,1,1,S8296,10,12,07,,0,,,,,HAIRY,,,,Y,3,,0,0,0,1,1,1.0,52,1,44,178,2,1997-04-12,0.014
97LA01988,97,S4393,10,12,87,S5640,10,3.0,43,43,1,0,n,C,0414,104,8,5,1,8.6,1,1,S8398,10,12,43,,0,,,,VLT'S,,,,,Y,1,,1,1,2,1,1,1.0,86,1,57,177,1,1997-04-14,0.053
97LA01989,97,S4393,10,12,87,S5640,10,3.0,43,43,1,0,n,C,0414,104,8,5,1,8.7,1,1,S8399,10,12,43,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,78,1,60,177,1,1997-04-14,0.053
97LA01990,97,S4396,10,12,86,S6375,10,3.0,07,07,1,0,n,C,0406,96,8,3,2,10.8,1,1,S8012,10,12,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,74,1,59,178,2,1997-04-06,0.046
97LA01991,97,S4396,10,12,86,S6375,10,3.0,07,07,1,0,n,C,0406,96,8,3,2,10.3,1,1,S8013,10,12,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,76,1,59,178,2,1997-04-06,0.046
97LA01992,97,S4398,10,11,32,S6169,10,3.0,07,07,1,0,y,R,0401,91,8,4,2,9.5,1,1,S7765,10,11,07,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,70,1,63,177,1,1997-04-01,0.053
97LA01993,97,S4398,10,11,32,S6169,10,3.0,07,07,1,0,y,R,0401,91,8,4,2,10.5,1,1,S7766,10,11,07,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,90,1,77,177,1,1997-04-01,0.053
97LA01994,97,S4403,10,13,41,S5866,10,3.0,07,42,1,0,n,F,0416,106,8,3,2,9.3,1,1,S8569,10,13,43,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,80,1,57,177,1,1997-04-16,0.026
97LA01995,97,S4403,10,13,41,S5866,10,3.0,07,42,1,0,n,F,0416,106,8,3,2,10.8,1,1,S8570,10,13,43,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,79,1,63,177,1,1997-04-16,0.026
97LA01996,97,S4410,10,13,42,S5596,10,3.0,42,42,1,0,n,F,0403,93,8,2,2,10.2,1,1,S7815,10,13,42,,0,,,,,HAIRY,,,,J,1,,1,1,2,1,1,1.0,66,1,50,177,1,1997-04-03,0.041
97LA01997,97,S4410,10,13,42,S5596,10,3.0,42,42,1,0,n,F,0403,93,8,2,2,10.0,1,1,S7816,10,13,42,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,78,1,67,177,1,1997-04-03,0.041
97LA01998,97,S4424,10,10,23,S5891,10,3.0,07,07,1,0,n,M,0415,105,8,3,1,11.5,1,1,S8496,10,10,07,,0,,,,BLOODY MILK@L,,,,,Y,1,,1,1,2,1,1,1.0,84,1,61,177,1,1997-04-15,0.022
97LA01999,97,S4424,10,10,23,S5891,10,3.0,07,07,1,0,n,M,0415,105,8,3,2,11.4,1,1,S8497,10,10,07,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,76,1,59,177,1,1997-04-15,0.022
