id10,damid10
2010700047,2007824730
D201047302,2007824730
2010828492,2007825388
2010828493,2007825388
2010452858,2008452071
2010452859,2007451421
2010452860,2007451421
2010700048,2008825960
2010828494,2008644410
2010828495,2008644410
2010700049,2007825173
2010700050,2007825173
2010700051,2007825173
2010828496,2007824794
2010828497,2007824794
2010452861,2008452048
2010644614,2005643283
2010700052,2007824487
2010700053,2007824487
2010828498,2008825748
2010828499,2008825748
2010828500,2007824679
2010828501,2007824679
2010828502,2008826133
2010828503,2008826133
2010828504,2007824994
2010828505,2008826252
D201021141,2008042114
2010828506,2006643663
2010828507,2006643663
2010828508,2006823123
2010828509,2006823123
2010828510,2007824756
2010828511,2007824756
2010452862,2007451530
2010452863,2007451530
2010828512,2006823433
2010828513,2006823433
2010828514,2007825326
2010828515,2007825326
2010828516,2003819175
2010828517,2003819175
2010452864,2007451537
2010452865,2007451537
2010452866,2008451952
2010452867,2008451952
2010828518,2007644031
2010828519,2007644031
2010828520,2005643514
2010828521,2005643514
2010828524,2008644344
2010828525,2008644344
2010828526,2007643937
2010828527,2007643937
2010644615,2007644068
2010644616,2007644068
2010452868,2008452306
2010452869,2008452306
2010700054,2008826520
2010700055,2008826520
2010828528,2002817913
2010452870,2008452039
2010452871,2006450799
2010452872,2006450799
2010828529,2008825787
2010828530,2008825787
2010828531,2008826085
D201060852,2008826085
2010452873,2002449126
2010828532,2008644357
D201054741,2009055474
2010828533,2008816154
2010828534,2008816154
2010828535,2007825019
2010828536,2007825019
2010828537,2009827399
2010452874,2008041856
2010452875,2008042075
2010452876,2008042075
2010828538,2008826532
2010828539,2008644251
2010828540,2008644251
D201020571,2008042057
D201020572,2008042057
2010452877,2008452092
2010452878,2008452092
2010828541,2008825877
2010828542,2008825877
2010644617,2003642857
2010644618,2003642857
D201050501,2009055050
D201050502,2009055050
2010452879,2008451941
2010700056,2009827273
2010700057,2009827350
2010452880,2007451424
2010452881,2008452047
2010452882,2008452047
2010452883,2008451871
2010828543,2009827682
2010700058,2008825951
2010452884,2008452040
2010452885,2008452040
2010828545,2007824912
2010828546,2007824912
D201073491,2008117349
D201073492,2008117349
2010452886,2004450035
2010452887,2004450035
2010644619,2004643072
2010644620,2004643072
2010700059,2007824614
2010700060,2007824614
2010828549,2006450963
2010828550,2006450963
2010828551,2006450963
2010644621,2007643883
2010644622,2007643883
2010644623,2007644106
2010644624,2007644106
D201072461,2009827246
D201072462,2009827246
D201049071,2009054907
D201049072,2009054907
2010828522,2007644034
2010828523,2007644034
2010828552,2007643918
2010828553,2007643918
2010452888,2007451300
2010452889,2007451300
2010452890,2007451366
2010452891,2007451366
2010828554,2007644104
2010828555,2008826047
2010452894,2004449945
2010828556,2007824539
2010644625,2008644241
2010644626,2004643035
2010644627,2004643035
2010452895,2008451880
2010452896,2008451880
2010828557,2007824394
2010828558,2005643522
2010828559,2008644414
2010700061,2007824910
2010700062,2007824910
2010828560,2009828119
2010452897,2002448938
2010452898,2002448938
2010452899,2008042125
2010452900,2008042125
2010452901,2003449587
2010452902,2003449587
2010452903,2006451079
2010452904,2006451079
2010700063,2008826550
2010700064,2006823254
D201032542,2006823254
D201076281,2009827628
2010700065,2008826082
2010700066,2008826082
2010828561,2007825017
2010828562,2008644411
2010828563,2008644411
2010828564,2009827463
2010828565,2004643013
2010828566,2004643013
2010828567,2004643013
D201030134,2004643013
2010452905,2007451320
2010452906,2007451320
2010452907,2005450233
2010452908,2005450233
2010700067,2006823386
2010700068,2006823386
2010452909,2005450751
2010452910,2005450751
2010452911,2007451373
2010452912,2007451373
2010452913,2006451160
2010452914,2006451160
2010828625,2009827658
2010452915,2008452326
2010452916,2008452326
2010452917,2008452212
2010452918,2008452212
2010828568,2008826353
2010828569,2008826353
2010452919,2006451047
2010452920,2006451047
2010828570,2006643714
2010828571,2006643714
2010828572,2007643951
2010644628,2005643446
2010828573,2006643629
2010828574,2006643629
2010828575,2006643720
2010828576,2006643720
2010452921,2006451202
2010452922,2006451202
2010452923,2006450986
2010828577,2006823584
2010828578,2006823584
2010452924,2005450371
2010452925,2005450371
2010828579,2008826110
2010828580,2008826110
2010828581,2005822326
2010828582,2005822326
D201031141,2007053114
2010055575,2007053114
2010828583,2007824427
2010828584,2007824427
2010452926,2004449949
2010452927,2004449949
2010828585,2007825305
2010828586,2007825305
2010452928,2007451357
2010828587,2008825870
2010828588,2008825870
2010452892,2010451125
2010452893,2010451125
2010452929,2008042175
2010452930,2008042175
2010828589,2004821393
2010828590,2004821393
2010828591,2008825771
2010828592,2008825771
2010700070,2008826502
2010700071,2008826502
2010700072,2008826502
2010828593,2009827677
2010452931,2005450627
2010452932,2008452105
2010452933,2008452105
2010452934,2007451522
2010452935,2007451522
2010700073,2007824729
2010700074,2007824729
2010452936,2008452054
2010452937,2008452054
2010452938,2007451510
2010452939,2007451510
2010452940,2007451510
2010700075,2008826466
2010700076,2008826292
2010828594,2004821054
2010828595,2004821054
2010828596,2004821436
2010828597,2008826459
2010828598,2008826459
2010452941,2008452218
2010452942,2004450155
2010452943,2004450155
2010452944,2007451454
2010828599,2008826113
2010828600,2009827745
2010452945,2007451659
2010452946,2008452080
2010452947,2008452080
2010452948,2005450358
2010452949,2005450358
2010452950,2007451433
2010452951,2007451433
2010700077,2009827310
2010700078,2009827310
2010452952,2007451422
2010452953,2007451422
2010452954,2008452043
2010452955,2008452043
2010452956,2007451293
2010452957,2007451293
2010828601,2008644400
2010828602,2008644400
2010828603,2005822577
2010452958,2005450456
2010452959,2005450456
2010452960,2006451089
2010452961,2006451089
2010700079,2008826235
2010700080,2008826235
2010828604,2009827397
2010452962,2006450852
D201075651,2009117565
2010828605,2009827941
2010452963,2007451532
2010055557,2009055036
D201045841,2009054584
D201045842,2009054584
2010828606,2008825970
2010828607,2008825871
2010828608,2008825871
2010452964,2007451473
2010700081,2007825491
2010452965,2007451299
2010700082,2007825446
2010452966,2008042297
2010828609,2006823387
2010828610,2006823387
2010828611,2009055385
2010828612,2005822678
2010828613,2005822678
2010452967,2007451654
2010452968,2007451654
2010828614,2009827983
2010828615,2009827983
2010700083,2007825079
2010644629,2005643499
2010644630,2005643499
2010700084,2008826703
2010828616,2008644234
2010452969,2008452308
2010452970,2008452308
2010700085,2007824847
2010828617,2007824412
2010828618,2007824412
2010828619,2007825276
2010828620,2007825276
2010828621,2007644096
2010828622,2007644096
2010828623,2009828015
2010828624,2009828015
2010452971,2007451660
2010452972,2007451660
2010452973,2007451274
2010452974,2007451274
2010700086,2008826734
2010700087,2008826734
2010452975,2006451131
2010452976,2006451131
2010452977,2007451331
2010644631,2002642333
2010644632,2002642333
2010452978,2006450857
2010452979,2007451350
2010452980,2007451350
2010828626,2003819611
2010828627,2003819611
2010828628,2003819611
2010452981,2008451854
D201018542,2008451854
2010700088,2007824917
2010700089,2009827207
2010700090,2009827773
2010700091,2009827773
2010452982,2006451093
2010452983,2006451093
2010452984,2006451093
2010644633,2008644176
2010644634,2008644176
2010452985,2008451849
D201018492,2008451849
2010828629,2005822621
2010828630,2005822621
2010828631,2005822774
2010828632,2005822774
2010828633,2005822774
2010828634,2009827877
2010700092,2009827798
2010055558,2009055316
2010828635,2007825223
2010828636,2007825223
2010828637,2007644041
2010828638,2007644029
2010828639,2007644029
2010452986,2005450538
2010452987,2005450538
2010452988,2007451787
2010700093,2008825851
2010700094,2008825851
2010452989,2005450313
2010452990,2005450313
2010452991,2004449842
2010452992,2004449842
2010828640,2007644065
2010452993,2008452217
2010452994,2008452217
2010828641,2006823217
2010828642,2006823217
2010828643,2007825375
2010828644,2007825375
2010700095,2006823420
2010700096,2006823420
2010700097,2006823420
2010452995,2008451931
2010452996,2002449325
D201093252,2002449325
2010452997,2008041989
2010452998,2009452790
2010452999,2005450657
2010828645,2005822737
2010828646,2005822737
2010453000,2008452062
2010453001,2007451732
2010453002,2007451732
2010453003,2007451464
2010644635,2006643677
D201036772,2006643677
2010453004,2008451929
2010453005,2007451599
2010453006,2007451599
2010700098,2009827369
2010828647,2006643639
2010828648,2006643639
2010453007,2007451673
2010453008,2007451673
2010828649,2005643466
2010453009,2007451520
2010453010,2007451520
2010828650,2008826258
2010828651,2008826258
2010828652,2006823201
2010828653,2006823201
2010453011,2008451907
2010453012,2008451907
2010453013,2007451622
2010453014,2007451622
2010453015,2006451110
2010055559,2009055248
2010055560,2009055248
2010453016,2004450106
2010453017,2004450106
2010453018,2006451090
2010453019,2006451090
2010453020,2008451850
2010453021,2008451850
2010453022,2006451264
2010453023,2006451264
2010700099,2008827120
2010700100,2008827120
2010453024,2008452303
2010453025,2008452248
2010453026,2008452248
2010828654,2008826597
2010828655,2008826597
2010828656,2008826597
2010828657,2008644388
2010828658,2005643363
2010828659,2005643363
2010828660,2005643363
2010453027,2007451436
2010828661,2008644355
D201074661,2009827466
2010453028,2007451309
2010453029,2005450333
2010453030,2005450333
2010828662,2008826060
2010453031,2007451625
2010453032,2007451625
2010828663,2004821523
2010828664,2004821523
2010828665,2009827687
2010828666,2009827687
2010055561,2009055332
2010055562,2009055332
2010828667,2008644354
2010828668,2009827825
2010453033,2005450601
2010700101,2007824930
2010700102,2007824930
2010828669,2007824864
2010828670,2007824864
2010453034,2005450253
2010644636,2008644148
2010453035,2008041991
2010828671,2008644338
2010700103,2007824797
2010700104,2007824797
2010453036,2005450408
2010453037,2005450408
2010453038,2007451825
2010453039,2007451825
2010453040,2006450911
2010453041,2006450911
2010453042,2006450911
2010828672,2007643864
2010828673,2007643864
2010828674,2006052683
2010453043,2008451885
2010453044,2008451885
2010453045,2006450885
2010453046,2006450885
2010453047,2006450885
2010828675,2006823440
2010828676,2006823440
2010828677,2006823440
2010828678,2003820266
2010828679,2003820266
2010700105,2007825080
2010700106,2007825080
2010700107,2008826641
2010700108,2008826641
2010700109,2008827049
2010700110,2008827049
2010700111,2006822986
2010828680,2007643840
2010828681,2007643840
2010055563,2009054715
2010055564,2009054715
D201095461,2003819546
D201030851,2003303085
D201030852,2003303085
D201030853,2003303085
2010828682,2005643397
2010828683,2005643397
2010453048,2008451980
2010453049,2008451980
2010828684,2009827866
2010700112,2008827088
2010700113,2008827088
2010453050,2008451912
2010828685,2007825376
2010828686,2006643683
2010828687,2006643683
D201099241,2003819924
D201099242,2003819924
D201099243,2003819924
2010828688,2006052805
2010828689,2007052952
D201029522,2007052952
D201079051,2009117905
2010828690,2006052827
2010828691,2006052827
2010453051,2005450599
2010453052,2005450599
2010453053,2007451832
2010453054,2007451832
2010453055,2003449596
2010828692,2005822273
2010828693,2008826435
2010828694,2008826435
2010828695,2009827245
2010453056,2008452162
2010453057,2008452162
2010453058,2008041990
D201051681,2004115168
D201051682,2004115168
D201047111,2009054711
D201047112,2009054711
D201044991,2009644499
D201030301,2002113030
D201030302,2002113030
D201030303,2002113030
D201020681,2002642068
D201026871,2009452687
D201026872,2009452687
2010828696,2009055059
2010828697,2009055059
2010700114,2007824918
2010700115,2007824918
2010453059,2006450774
2010453060,2006450774
2010700116,2009827545
2010700117,2007825000
2010700118,2007825000
2010453061,2008452239
2010453062,2008452144
2010453063,2008452144
2010644637,2007643872
2010644638,2007643872
2010828698,2003303083
2010828699,2003303083
2010828700,2008826152
2010828701,2008826152
2010453064,2005450238
2010700119,2008826523
2010700120,2008826523
2010828702,2009827309
2010453065,2006450792
2010828703,2007824901
2010828704,2009827496
2010700121,2006823748
2010700122,2006823748
2010453066,2008452331
2010453067,2008452331
2010453068,2008452300
2010453069,2008452300
2010700123,2008826221
2010700124,2008826221
2010828710,2007824598
2010453070,2008042084
2010453071,2008042084
2010828706,2007825350
2010828707,2006823299
2010453072,2008451927
2010453073,2008451927
2010453074,2008042243
2010453075,2008042243
2010828708,2007644103
2010828709,2007644103
2010644639,2005643292
2010453076,2008042083
2010828711,2003642951
2010828712,2003642951
2010828713,2007825239
2010453077,2006451234
2010828714,2005822271
2010828715,2005822271
2010453078,2006451005
2010453079,2006451005
2010453080,2006451127
2010453081,2006451127
2010453082,2006451127
2010828716,2007824826
D201072671,2008997267
D201072672,2008997267
2010644640,2004643029
2010644641,2004643029
2010828717,2007824531
2010828718,2007824531
2010828719,2007644112
2010828720,2007644112
2010453083,2007451738
2010453084,2007451738
2010828721,2006643690
2010828722,2006643690
2010453085,2007451652
2010828723,2009827716
2010828724,2009055448
2010700125,2007824446
2010700126,2007824446
2010828725,2006052623
2010453086,2007451713
2010453087,2007451713
2010700127,2006823252
2010700128,2006823252
2010453088,2006451196
2010453089,2006451196
2010828726,2007643966
2010828727,2007643966
2010828728,2007825336
2010828729,2007825336
2010644642,2007643991
D201066201,2007116620
D201063521,2006116352
D201063522,2006116352
D201077631,2009827763
2010453090,2008452227
2010453091,2008452227
2010453092,2007451708
2010453093,2007451708
2010828730,2006822988
2010828731,2008826805
2010828732,2008826805
2010828733,2006643777
2010828734,2006643777
2010453094,2007451809
2010700129,2006823011
2010700130,2006823011
D201052541,2009055254
D201052542,2009055254
2010453095,2007451307
2010453096,2007451307
2010453097,2007451307
2010453098,2008451921
2010644643,2005643305
2010644644,2005643305
D201033053,2005643305
2010828735,2006823392
2010828736,2006823392
2010828737,2006052825
2010828738,2006052825
2010700131,2008826289
D201062892,2008826289
2010700132,2008826864
2010700133,2008826864
2010828740,2009827414
D201045931,2009644593
2010828745,2007824331
2010828746,2007824331
2010828747,2007451674
2010828748,2007451674
2010828749,2006643769
2010828750,2006643769
2010453100,2008042012
2010453101,2008042012
2010644647,2006643812
2010828751,2006823244
2010828752,2006823244
2010700134,2009700016
2010055565,2009054891
2010055566,2009054891
2010453102,2008452117
2010453103,2008452117
2010828753,2007824776
D201047762,2007824776
2010453104,2008042149
2010453105,2008042149
2010453106,2003449570
2010828754,2009827996
2010828755,2007825320
2010828756,2007825320
2010828757,2007644087
2010453107,2009452800
2010453108,2008452146
2010453109,2008452146
2010055567,2009054886
2010700135,2009827790
2010700136,2009827704
2010828758,2008644366
2010828759,2006052634
D201026342,2006052634
2010828760,2003303058
2010828761,2003303058
2010828763,2003303058
2010828764,2003303058
2010453110,2007451294
2010453111,2007451294
2010453112,2008452159
2010453113,2008452159
2010828765,2007824327
2010828766,2007824327
2010828767,2002817959
2010828768,2002817959
2010828769,2007825322
2010453114,2006451145
2010453115,2006451145
2010828770,2003820649
2010453116,2008452150
2010453117,2005450541
2010453118,2005450541
2010828771,2009827464
2010828772,2008826607
2010828773,2007825181
2010453119,2008452317
2010453120,2008452317
2010828774,2004821167
2010828775,2004821167
2010828776,2002642400
2010828777,2002642400
2010828778,2006643725
2010828779,2006643725
2010453121,2007451695
2010453122,2007451695
2010828780,2006643588
2010828781,2006643588
2010828782,2006643588
2010453123,2008452122
2010828783,2007824322
2010828784,2007824322
D201075421,2009117542
2010644645,2007643976
2010644646,2007643976
2010828739,2006823511
2010453099,2006451108
2010828741,2008451911
2010828742,2008451911
2010828743,2007824825
2010828744,2007824825
2010453124,2006451058
2010453125,2006451058
2010828785,2008826045
2010828786,2008826045
2010644648,2007644082
2010453126,2004449903
2010453127,2005450714
2010453128,2005450714
2010453129,2005450304
2010453130,2005450304
2010828787,2006823477
2010828788,2006823477
2010828789,2006823477
2010828790,2007825217
2010828791,2008826519
2010453131,2006450791
2010453132,2006450791
2010453133,2007451343
2010700137,2008826915
2010828793,2008826153
2010828794,2007824493
D201018471,2008451847
2010828795,2007053044
2010453134,2005450406
2010453135,2005450406
2010453136,2005450509
2010453137,2007451518
2010828796,2005643385
2010828797,2005643385
2010828798,2009827567
2010453139,2005450344
2010453140,2005450344
D201021541,2008452154
2010453141,2007451292
2010453142,2005450460
D201019301,2008041930
2010453143,2008452237
D201022372,2008452237
2010453144,2008042081
2010453145,2008042081
D201044181,2008054418
D201044182,2008054418
2010453146,2007451302
2010453147,2007451302
2010055568,2009054687
2010055569,2009054687
2010828799,2006823552
2010828800,2006823552
2010828801,2007824867
2010828802,2007824867
2010700138,2009827389
2010828804,2007643946
2010453148,2008451861
2010828805,2007825216
2010828806,2007825216
2010828807,2007825083
D201065071,2008826507
2010828808,2005643462
2010828809,2005643462
2010828810,2005643462
2010453149,2007451669
2010453150,2007451669
2010828811,2006822998
2010828812,2003820145
2010828813,2003820145
2010055570,2009054838
2010453151,2006450943
2010453152,2006450943
D201004531,2005450453
2010453153,2007451349
D201013492,2007451349
2010828814,2009827384
2010453154,2005450306
2010453155,2005450306
2010453138,2007451518
D201026531,2006052653
D201026532,2006052653
D201029981,2007052998
D201026821,2006052682
D201026822,2006052682
2010700146,2008826848
2010700147,2008826848
2010644649,2003642989
2010453156,2007451700
2010453157,2007451700
2010828817,2007644023
2010828818,2007644023
2010828819,2008644226
2010828820,2008644226
2010453158,2008452121
2010644650,2008644330
2010644651,2008644330
2010453159,2006450883
2010453160,2006450838
2010453161,2006450838
2010828821,2005643398
D201044981,2009644498
2010700139,2008826166
2010453162,2007451633
2010453163,2007451633
2010453164,2005450447
2010453165,2005450447
2010453166,2005450447
2010453167,2005450329
2010453168,2005450329
2010453169,2005450329
D201073871,2009827387
D201000211,2009700021
D201000212,2009700021
2010828822,2008815807
2010828823,2008815807
2010453170,2003449557
D201077541,2009827754
2010453171,2004449902
2010453172,2004449902
2010828824,2008816058
2010828825,2008816058
2010828826,2006823669
2010453173,2002449048
2010644652,2006643750
2010644653,2006643750
2010700140,2008826637
2010700141,2008826637
2010644654,2007644081
2010453174,2009452508
D201072501,2009827250
2010453175,2007451828
2010453176,2007451828
2010453177,2004450016
2010453178,2004450016
2010828827,2009828021
2010828828,2009828021
D201054191,2009055419
2010453179,2006451091
2010453180,2006451091
2010828829,2007451514
2010828830,2007824494
2010700142,2007824683
2010700143,2007824683
2010828832,2009054823
2010828833,2009054823
2010828834,2006823400
2010828835,2006823400
2010700144,2009827239
2010644655,2005643322
2010644656,2005643322
2010644657,2005643322
2010700145,2006823476
2010644658,2005643431
2010644659,2005643431
2010453181,2005450242
2010453182,2005450242
2010453183,2005450242
D201072971,2009827297
2010644660,2008644172
2010644661,2008644172
2010828836,2007644026
2010828837,2007644026
D201023831,2009452383
2010828838,2009827917
2010828839,2007825425
2010453184,2008042309
2010453185,2007451382
2010453186,2007451382
2010828840,2008644196
2010828841,2008644196
2010828842,2007824317
2010828843,2007824317
2010453187,2007451380
2010453188,2007451781
2010453189,2007451781
2010453190,2005450498
2010453191,2005450498
2010453192,2007451334
2010453193,2007451334
2010055571,2009055347
2010828844,2006450813
2010644662,2007643936
D201077101,2009827710
D201036821,2006643682
2010828845,2005822321
2010828846,2005822321
2010828847,2009827901
2010453194,2008452275
D201078341,2009827834
D201033131,2007053313
D201033132,2007053313
D201031951,2007053195
D201031952,2007053195
2010828848,2006823090
2010453195,2008452334
2010453196,2008452334
2010828849,2008825729
2010828850,2008825729
2010453197,2008042148
2010828851,2008825912
2010828852,2009827980
2010828853,2006643763
2010700151,2008826812
2010828855,2006823154
2010828856,2006823154
2010453198,2008452147
2010828857,2007116923
2010453199,2005450685
2010453200,2005450685
2010453201,2008452104
2010828858,2009054626
2010828859,2008054533
D201045332,2008054533
2010700148,2008826228
2010828860,2008644209
2010644663,2004643161
2010644664,2004643161
2010453202,2006450772
2010828861,2006823725
2010828862,2006823725
2010828863,2006823725
2010453203,2008452156
2010700149,2009827660
2010828864,2005643368
2010828865,2005643368
2010453204,2006450989
2010700150,2008826377
2010055572,2009054841
D201048412,2009054841
2010644665,2003642915
2010453205,2008452168
2010828866,2009055042
2010055573,2009054639
2010055574,2009054639
2010453206,2008451988
2010055576,2008044107
D201041072,2008044107
2010055577,2008044107
2010055578,2004050780
2010055579,2004050780
2010055580,2004050780
2010828867,2009827948
D201051691,2009055169
D201051692,2009055169
2010055581,2009055169
2010453207,2008451977
2010453208,2008451977
2010453209,2008042173
2010453210,2008042173
2010453211,2005450454
2010453212,2005450454
2010055582,2009055038
2010828868,2008826034
2010828869,2005822544
2010828870,2005822544
2010055583,2009054571
2010453213,2008451890
2010453214,2007451359
2010453215,2007451359
2010453216,2003449506
2010453217,2003449506
2010453218,2004449826
2010453219,2004449826
2010055584,2009054660
2010055585,2009054660
2010453220,2008452335
2010453221,2008452166
2010453222,2008452166
2010700152,2007824950
2010700153,2007824950
2010644666,2004643074
2010644667,2004643074
2010700154,2008826809
2010700155,2008826862
2010700156,2008826862
2010828871,2007825545
2010453223,2004449918
2010453224,2004449918
2010453225,2008041954
2010828872,2006052587
2010055586,2009054614
2010453226,2004449898
2010453227,2004449898
2010453228,2007451552
2010453229,2007451552
2010644668,2005643564
2010644669,2005643564
2010644670,2005643564
2010453230,2008042210
2010453231,2008452023
2010644671,2009644525
D201051091,2004115109
2010453232,2009452498
2010453233,2009452498
2010828873,2005822684
2010828874,2005822684
2010828875,2005822684
D201031791,2007053179
D201031792,2007053179
D201075941,2009007594
2010828876,2007824992
2010828877,2009828099
2010828878,2009828099
2010055587,2008043869
2010055588,2008043869
2010055589,2008043869
2010700157,2009827290
D201048101,2009054810
D201078342,2009827834
2010828879,2009827636
2010828880,2008825711
2010055590,2008054244
2010055591,2008054244
2010453234,2008451985
2010055592,2008054369
2010055593,2008054369
2010453235,2006451051
2010453236,2006451051
2010055594,2008053898
2010055595,2008053898
2010055596,2009054925
2010828881,2005822500
2010644672,2006643760
2010644673,2006643760
2010828882,2009827263
2010055597,2006052787
2010055598,2006052787
2010055599,2006052787
2010453237,2008042108
2010453238,2008042108
2010828883,2007824449
2010828884,2007824449
2010828885,2008825883
2010828886,2008825883
2010453239,2008452170
2010453240,2008452170
2010828887,2008825829
2010828888,2008825829
2010453241,2007451385
2010453242,2007451385
2010828889,2005643527
2010828890,2005643527
2010453243,2006450805
2010453244,2006450805
2010828891,2008815812
2010828892,2008815812
2010828893,2008816499
D201029971,2007052997
D201029972,2007052997
D201022011,2006052201
D201022012,2006052201
2010453245,2008451998
2010453246,2008451974
2010828894,2006643651
2010828895,2008826654
2010828896,2008826654
2010118055,2009117879
2010828897,2009828160
2010828898,2005822434
2010828899,2005822434
2010644674,2008644185
2010644675,2008644185
2010055600,2005051898
2010055602,2005051898
2010055603,2005051898
2010644676,2009644505
2010055604,2009055160
2010828900,2009827944
2010828901,2009827791
2010118056,2006116481
2010118057,2006116481
2010118058,2006116481
2010055605,2007053554
2010644677,2005643387
2010644678,2005643387
2010453247,2008452201
2010453248,2008452201
2010453249,2006450801
2010453250,2004450199
2010453251,2004450199
2010828902,2007116784
2010828903,2007116784
2010700159,2008826318
2010700160,2008826318
2010828904,2008644341
2010055606,2005051397
2010055607,2005051397
2010700161,2008826259
2010700162,2008826259
2010644679,2007644116
2010644680,2007644116
2010644681,2002642385
2010644682,2002642385
2010453252,2006451140
2010453253,2006451140
D201047501,2009054750
D201047502,2009054750
2010828905,2009827511
2010453254,2005450243
2010453255,2005450243
2010453256,2005450243
2010828906,2007644131
2010828907,2007644131
2010055608,2007053418
2010055609,2008054435
D201044352,2008054435
2010453257,2005450577
2010453258,2005450577
2010055610,2007053538
2010055611,2007053538
2010055612,2007053538
2010453259,2006451155
2010453260,2006451155
2010453261,2006451155
2010828908,2007824754
2010453262,2007451563
2010453263,2007451563
2010453264,2008451961
2010453265,2008451961
2010453266,2007451492
2010453267,2007451492
2010453268,2008042010
2010644683,2006643789
2010828909,2007643877
2010828910,2007643877
2010453269,2006451044
D201054401,2009055440
D201050921,2009055092
D201076141,2009827614
2010055613,2007053110
2010055614,2007053110
2010828911,2008054196
2010828912,2007824404
2010828913,2007824404
2010828914,2009054651
2010828915,2008644277
2010453270,2008452129
2010453271,2008452129
2010055617,2007053146
2010055618,2007053146
2010055619,2007053146
2010453272,2006450925
2010453273,2006450925
2010644684,2005643393
2010644685,2005643393
2010644686,2005643393
2010453274,2007451670
2010453275,2007451670
2010453276,2003449521
2010453277,2008452089
2010453278,2008452089
2010453279,2008451905
2010453280,2008451905
2010055620,2008054501
2010055621,2008054501
2010055622,2006052258
2010055623,2006052258
2010453281,2008451868
2010453282,2008451868
2010644687,2005643342
2010828916,2009827751
