ID10,YR,DAY,NOTE,NOTEID
2024062188,24,85,2ND.UGLY,LNOTE24LA00956
2024062189,24,86,1ST,LNOTE24LA00959
2024062191,24,86,AbomasalObstruc,LNOTE24LA00961
2024062192,24,86,UGLY,LNOTE24LA00985
2024062194,24,86,MassiveTrauma,LNOTE24LA00998
2024062197,24,86,1ST,LNOTE24LA01001
2024062198,24,86,2ND,LNOTE24LA01002
2024062199,24,86,3RD,LNOTE24LA01003
2024062200,24,86,1ST,LNOTE24LA01021
2024062201,24,86,2ND.UGLY,LNOTE24LA01022
2024062202,24,86,1ST,LNOTE24LA01029
2024062203,24,86,2ND,LNOTE24LA01030
2024062207,24,86,AspirationPneu,LNOTE24LA01049
2024062211,24,86,Thin,LNOTE24LA01072
2024062220,24,87,+Malnutrition,LNOTE24LA01140
2024062221,24,87,HAIRY,LNOTE24LA01141
2024062222,24,87,HAIRY,LNOTE24LA01142
2024062225,24,87,FxLH,LNOTE24LA01164
2024062227,24,87,1ST,LNOTE24LA01184
2024062228,24,87,2ND,LNOTE24LA01185
2024062236,24,88,THIN.FLOPPY,LNOTE24LA01233
2024062237,24,88,2ND,LNOTE24LA01248
2024062238,24,88,3RD.UGLY,LNOTE24LA01249
2024062239,24,88,AspirationPneu,LNOTE24LA01251
2024062240,24,88,WEAK LAMB,LNOTE24LA01252
2024062245,24,88,+Renal?,LNOTE24LA01302
2024062262,24,89,+Water belly,LNOTE24LA01466
2024062270,24,90,Starving,LNOTE24LA01504
2024062271,24,90,Starving,LNOTE24LA01505
2024062272,24,90,+FTT,LNOTE24LA01565
2024062284,24,90,HAIRY,LNOTE24LA01606
2024062287,24,91,Scours,LNOTE24LA01634
2024062313,24,93,NICE LAMB,LNOTE24LA01910
2024062316,24,93,FULL,LNOTE24LA01925
2024062318,24,93,3RD.THIN,LNOTE24LA01938
2024062322,24,93,2@ONCE,LNOTE24LA02019
2024062323,24,93,2@ONCE,LNOTE24LA02020
2024062326,24,93,EnteritisSepsis,LNOTE24LA02029
2024062328,24,94,1NutSmall,LNOTE24LA02036
2024062336,24,95,Gastritis,LNOTE24LA02176
2024062337,24,95,HAIRY,LNOTE24LA02198
2024062340,24,95,HAIRY,LNOTE24LA02217
2024062341,24,95,Very poor doer,LNOTE24LA02222
2024062343,24,95,CRYPTORCHID,LNOTE24LA02224
2024062345,24,95,2ND,LNOTE24LA02244
2024062346,24,95,UmbHernia+Starv,LNOTE24LA02245
2024062348,24,96,Malnutrition,LNOTE24LA02304
2024062349,24,96,Malnutrition,LNOTE24LA02305
2024062355,24,97,1ST.THIN+Ent.?,LNOTE24LA02388
2024062356,24,97,2ND.FXRIBS,LNOTE24LA02389
2024062361,24,99,1ST.EUTHFXRIBS,LNOTE24LA02525
2024062363,24,99,PINK,LNOTE24LA02544
2024062366,24,100,HAIRY,LNOTE24LA02612
2024062367,24,101,1ST,LNOTE24LA02649
2024062368,24,101,LimbDeformities,LNOTE24LA02650
2024062369,24,101,Arthrogryposis,LNOTE24LA02651
2024062377,24,106,UGLY,LNOTE24LA02927
2024062378,24,106,UGLY,LNOTE24LA02928
2024125150,24,79,WEAK.FTT,LNOTE24LA00251
2024125151,24,79,L/D,LNOTE24LA00252
2024125152,24,84,BL.ON.NOSE,LNOTE24LA00780
2024125153,24,84,BL.NOSE,LNOTE24LA00781
2024125154,24,85,1ST.WEAK FTT,LNOTE24LA00950
2024125155,24,85,2ND,LNOTE24LA00951
2024125158,24,86,WEAK PREMIE,LNOTE24LA01046
2024125161,24,87,"+FTT,Starvation",LNOTE24LA01154
2024125162,24,87,1ST,LNOTE24LA01170
2024125163,24,87,2ND,LNOTE24LA01171
2024125164,24,87,1ST,LNOTE24LA01181
2024125165,24,87,2ND,LNOTE24LA01182
2024125166,24,87,1ST,LNOTE24LA01187
2024125167,24,87,2ND,LNOTE24LA01188
2024125177,24,89,Sick,LNOTE24LA01340
2024125179,24,89,+Hep.Lipidosis,LNOTE24LA01375
2024125180,24,89,+Premature,LNOTE24LA01377
2024125183,24,89,2ND,LNOTE24LA01419
2024125184,24,89,1ST,LNOTE24LA01420
2024125193,24,89,1ST,LNOTE24LA01451
2024125194,24,89,EnteritisSepsis,LNOTE24LA01452
2024125196,24,89,1ST,LNOTE24LA01457
2024125197,24,89,2ND,LNOTE24LA01458
2024125199,24,89,Pleuropneu,LNOTE24LA01464
2024125214,24,90,Sick,LNOTE24LA01529
2024125218,24,90,2ND.+FTT,LNOTE24LA01537
2024125231,24,90,NICE LAMB,LNOTE24LA01575
2024125235,24,90,BR.BY.TAIL,LNOTE24LA01591
2024125241,24,90,2NDFxRibsStarve,LNOTE24LA01619
2024125242,24,90,PneuHypothermia,LNOTE24LA01628
2024125245,24,91,Sick,LNOTE24LA01657
2024125247,24,91,Poss.Starvation,LNOTE24LA01659
2024125254,24,91,PINK,LNOTE24LA01740
2024125255,24,91,BL.ON.KNEES,LNOTE24LA01741
2024125263,24,92,BR.EYES,LNOTE24LA01797
2024125264,24,92,Very poor doer,LNOTE24LA01798
2024125267,24,92,BR.ON.NECK,LNOTE24LA01810
2024125282,24,93,PINK,LNOTE24LA01929
2024125286,24,93,KtGraft->Failed,LNOTE24LA01948
2024125291,24,93,THINNEST,LNOTE24LA01955
2024125293,24,93,CRYPTORCHID,LNOTE24LA01957
2024125294,24,93,1ST,LNOTE24LA01958
2024125295,24,93,2ND,LNOTE24LA01959
2024125296,24,93,3RD,LNOTE24LA01960
2024125297,24,93,Hemothorax,LNOTE24LA01969
2024125299,24,93,HAIRY,LNOTE24LA01975
2024125307,24,93,HAIRY,LNOTE24LA01996
2024125308,24,93,HAIRY,LNOTE24LA01997
2024125309,24,93,HAIRY,LNOTE24LA01998
2024125312,24,93,Orph->Dead,LNOTE24LA02004
2024125327,24,94,No nuts,LNOTE24LA02050
2024125355,24,95,CONTRA TEND,LNOTE24LA02201
2024125356,24,95,Orph->Graft,LNOTE24LA02202
2024125358,24,95,HAIRY,LNOTE24LA02227
2024125361,24,95,+Malnutrition,LNOTE24LA02234
2024125364,24,95,KNUCKLEOVERPneu,LNOTE24LA02239
2024125367,24,95,UGLY,LNOTE24LA02248
2024125376,24,95,Down,LNOTE24LA02265
2024125377,24,95,H.+Malnutrition,LNOTE24LA02266
2024125382,24,96,WEAK.Gastroent,LNOTE24LA02282
2024125386,24,96,HAIRY,LNOTE24LA02291
2024125398,24,96,Chronic lame,LNOTE24LA02352
2024125401,24,97,1ST,LNOTE24LA02384
2024125402,24,97,2ND,LNOTE24LA02385
2024125415,24,97,UGLY,LNOTE24LA02413
2024125417,24,97,BlLEye.BandInfx,LNOTE24LA02420
2024125426,24,98,WEAK.UmbHemrrhg,LNOTE24LA02444
2024125433,24,98,EUTH.FX.RIBS,LNOTE24LA02458
2024125434,24,98,NICE LAMB,LNOTE24LA02475
2024125435,24,98,NICE LAMB,LNOTE24LA02476
2024125438,24,98,Dehydration,LNOTE24LA02483
2024125441,24,98,THIN,LNOTE24LA02486
2024125442,24,98,THIN,LNOTE24LA02487
2024125444,24,98,+/-Septicemia,LNOTE24LA02490
2024125454,24,99,Very poor doer,LNOTE24LA02530
2024125457,24,99,1ST,LNOTE24LA02542
2024125458,24,99,THIN,LNOTE24LA02545
2024125462,24,99,1ST.BL.EYES,LNOTE24LA02557
2024125465,24,99,1ST,LNOTE24LA02569
2024125474,24,100,1ST,LNOTE24LA02588
2024125475,24,100,2ND,LNOTE24LA02589
2024125477,24,100,+Septicemia,LNOTE24LA02639
2024125494,24,101,HAIRY,LNOTE24LA02646
2024125495,24,101,HAIRY,LNOTE24LA02647
2024125496,24,101,HAIRY,LNOTE24LA02648
2024125499,24,101,Down,LNOTE24LA02654
2024125501,24,101,2ND,LNOTE24LA02660
2024125503,24,101,NO.PROGRESS,LNOTE24LA02666
2024125504,24,101,NO.PROGRESS,LNOTE24LA02667
2024125506,24,101,Orph->Graft,LNOTE24LA02676
2024125512,24,101,Orph->Graft,LNOTE24LA02696
2024125515,24,102,2@ONCE,LNOTE24LA02699
2024125516,24,102,2@ONCE,LNOTE24LA02700
2024125517,24,102,1ST,LNOTE24LA02701
2024125518,24,102,2ND,LNOTE24LA02702
2024125519,24,102,Sick,LNOTE24LA02707
2024125524,24,102,BleedRupt+Pneu,LNOTE24LA02712
2024125537,24,102,HAIRY,LNOTE24LA02745
2024125540,24,102,Sick,LNOTE24LA02757
2024125545,24,102,Pneumonia,LNOTE24LA02762
2024125548,24,103,Down,LNOTE24LA02765
2024125549,24,103,Very poor doer,LNOTE24LA02766
2024125550,24,103,1ST,LNOTE24LA02767
2024125551,24,103,2ND.2@ONCE,LNOTE24LA02768
2024125570,24,103,Thin,LNOTE24LA02810
2024125583,24,104,1ST.BLKSPOT,LNOTE24LA02830
2024125584,24,104,2ND,LNOTE24LA02831
2024125590,24,104,1ST,LNOTE24LA02840
2024125591,24,104,2ND,LNOTE24LA02841
2024125602,24,105,BL.FRECKLES,LNOTE24LA02870
2024125603,24,105,UGLY,LNOTE24LA02871
2024125606,24,105,1ST+Pneu,LNOTE24LA02875
2024125607,24,105,3RD.+Malnutrtn,LNOTE24LA02876
2024125610,24,105,1ST,LNOTE24LA02882
2024125611,24,105,2ND,LNOTE24LA02883
2024125616,24,106,1ST,LNOTE24LA02908
2024125617,24,106,2NDAbomasalHem,LNOTE24LA02909
2024125618,24,106,3RD,LNOTE24LA02910
2024125624,24,106,AtresiaAni->Fix,LNOTE24LA02924
2024125628,24,106,UGLY,LNOTE24LA02932
2024125632,24,107,THIN.Malnutrtn,LNOTE24LA02941
2024125637,24,107,1ST,LNOTE24LA02948
2024125638,24,107,2ND,LNOTE24LA02949
2024125644,24,107,BL.ON.NOSE,LNOTE24LA02965
2024125646,24,107,1ST,LNOTE24LA02967
2024125647,24,107,2ND,LNOTE24LA02968
2024125649,24,108,1ST,LNOTE24LA02973
2024125650,24,108,2ND,LNOTE24LA02974
2024125669,24,115,Poss.Starvation,LNOTE24LA03043
2024458408,24,87,"Poor,thin,down",LNOTE24LA01096
2024458410,24,87,HAIRY,LNOTE24LA01148
2024458412,24,87,1STBloatAbUlcer,LNOTE24LA01179
2024458413,24,87,2ND.NO.PROGESS,LNOTE24LA01180
2024458415,24,88,GRAFT.REJECT,LNOTE24LA01264
2024458416,24,88,+Impaction,LNOTE24LA01265
2024458418,24,88,LiverLungAbscss,LNOTE24LA01267
2024458421,24,89,1ST,LNOTE24LA01386
2024458422,24,89,2ND,LNOTE24LA01387
2024458424,24,89,2ND,LNOTE24LA01468
2024458430,24,90,Orph->Dead,LNOTE24LA01553
2024458431,24,90,L/D,LNOTE24LA01576
2024458432,24,90,RuptLiverKidney,LNOTE24LA01577
2024458433,24,90,1ST.Enteritis,LNOTE24LA01594
2024458434,24,90,2ND,LNOTE24LA01595
2024458435,24,90,3RD,LNOTE24LA01596
2024458436,24,90,BR.R.EYE,LNOTE24LA01602
2024458437,24,90,THIN,LNOTE24LA01604
2024458440,24,91,1ST,LNOTE24LA01700
2024458441,24,91,2ND,LNOTE24LA01701
2024458446,24,92,+Volvulus,LNOTE24LA01811
2024458447,24,92,WEAK LAMB,LNOTE24LA01812
2024458454,24,92,BL.EYES,LNOTE24LA01886
2024458457,24,93,1ST,LNOTE24LA01941
2024458459,24,93,CONTR.TENDONS,LNOTE24LA01945
2024458463,24,94,+RumenImpaction,LNOTE24LA02094
2024458467,24,94,HAIRY,LNOTE24LA02141
2024458468,24,94,HAIRY,LNOTE24LA02142
2024458469,24,94,HAIRY,LNOTE24LA02151
2024458470,24,94,HAIRY,LNOTE24LA02152
2024458479,24,96,NICE LAMB,LNOTE24LA02276
2024458480,24,96,NICE LAMB,LNOTE24LA02277
2024458482,24,96,SLIGHTCROOKFTLL,LNOTE24LA02319
2024458483,24,96,BLK EYE,LNOTE24LA02320
2024458488,24,97,Enteritis,LNOTE24LA02364
2024458493,24,97,1ST,LNOTE24LA02381
2024458494,24,97,2ND,LNOTE24LA02382
2024458496,24,97,THIN+Enteritis,LNOTE24LA02391
2024458504,24,98,1ST,LNOTE24LA02459
2024458505,24,98,CRYPTORCHID,LNOTE24LA02461
2024458508,24,98,THIN,LNOTE24LA02465
2024458511,24,98,BR.EYES,LNOTE24LA02470
2024458513,24,98,2ND,LNOTE24LA02477
2024458514,24,98,1ST,LNOTE24LA02478
2024458517,24,99,NO.PROGRESS,LNOTE24LA02512
2024458518,24,99,NO.PROGRESS,LNOTE24LA02513
2024458522,24,99,3RD.2@ONCE,LNOTE24LA02539
2024458523,24,99,2ND.2@ONCE,LNOTE24LA02540
2024458525,24,99,Umb.Hemorrhage,LNOTE24LA02550
2024458526,24,99,1ST,LNOTE24LA02567
2024458527,24,99,2ND,LNOTE24LA02568
2024458528,24,100,HAIRY,LNOTE24LA02593
2024458532,24,100,DevelpmntAccdnt,LNOTE24LA02623
2024458537,24,101,CONTR.TENDONS,LNOTE24LA02668
2024458539,24,101,CONTRA TENDON,LNOTE24LA02670
2024458540,24,101,NICE LAMB,LNOTE24LA02673
2024458541,24,101,NICE LAMB,LNOTE24LA02674
2024458545,24,102,KNUCKLDOVERPneu,LNOTE24LA02734
2024458547,24,102,TENDON TIGHT,LNOTE24LA02736
2024458550,24,102,1ST.NICE,LNOTE24LA02748
2024458551,24,102,2ND.NICE,LNOTE24LA02749
2024458552,24,102,NICE LAMB.,LNOTE24LA02750
2024458553,24,102,NICE LAMB.,LNOTE24LA02751
2024458554,24,102,HAIRY,LNOTE24LA02752
2024458556,24,102,+Malnutrition,LNOTE24LA02754
2024458557,24,103,1STOmphalitis,LNOTE24LA02772
2024458560,24,103,Orph->Graft,LNOTE24LA02791
2024458565,24,103,Malnutrition,LNOTE24LA02802
2024458566,24,104,2ND,LNOTE24LA02854
2024458571,24,105,CRYPTORCHID,LNOTE24LA02896
2024458581,24,107,Malnutrition,LNOTE24LA02961
2024458584,24,108,1ST,LNOTE24LA02975
2024458585,24,108,3RD,LNOTE24LA02976
2024458588,24,110,+Malnutrition,LNOTE24LA03009
2024458589,24,110,Orph->Euth.Pneu,LNOTE24LA03010
2024520521,24,73,WEAK.ADR,LNOTE24LA00032
2024520524,24,75,CROOKEDKNEE,LNOTE24LA00057
2024520525,24,75,NOGRAFTMOM,LNOTE24LA00058
2024520527,24,77,1ST,LNOTE24LA00120
2024520528,24,77,2ND,LNOTE24LA00121
2024520530,24,78,2ND,LNOTE24LA00171
2024520531,24,78,3RD,LNOTE24LA00172
2024520532,24,78,1ST,LNOTE24LA00173
2024520533,24,78,2ND,LNOTE24LA00191
2024520540,24,80,POSSMXWY0541,LNOTE24LA00343
2024520541,24,80,POSSMXWY0540,LNOTE24LA00344
2024520542,24,80,Fibrinous,LNOTE24LA00345
2024520544,24,80,+Abomasitis,LNOTE24LA00347
2024520547,24,80,Orph->Dead,LNOTE24LA00360
2024520566,24,82,Sick,LNOTE24LA00530
2024520568,24,82,StompedByDam,LNOTE24LA00533
2024520584,24,83,2ND,LNOTE24LA00681
2024520585,24,83,1ST,LNOTE24LA00682
2024520586,24,84,1ST,LNOTE24LA00703
2024520587,24,84,2ND,LNOTE24LA00704
2024520589,24,84,1ST,LNOTE24LA00805
2024520594,24,85,1ST,LNOTE24LA00874
2024520595,24,85,2ND,LNOTE24LA00875
2024520597,24,85,L/D FTT,LNOTE24LA00942
2024520602,24,87,BandSiteInfxn,LNOTE24LA01099
2024520611,24,88,1ST,LNOTE24LA01283
2024520612,24,88,2ND,LNOTE24LA01284
2024520621,24,90,MistaggedAsY,LNOTE24LA01674
2024520622,24,90,MistaggedAsY,LNOTE24LA01675
2024520635,24,92,1ST,LNOTE24LA01753
2024520636,24,92,2ND,LNOTE24LA01754
2024520637,24,92,3RD,LNOTE24LA01755
2024520639,24,92,L.EAR.BROWN,LNOTE24LA01795
2024520646,24,92,A1857BackToMom,LNOTE24LA01866
2024520648,24,93,THIN,LNOTE24LA01898
2024520672,24,94,+Malnutrition,LNOTE24LA02101
2024520688,24,95,Malnutrition,LNOTE24LA02215
2024520690,24,96,+Pneumonia,LNOTE24LA01502
2024520692,24,96,Gastroenteritis,LNOTE24LA02297
2024520695,24,96,Nephritis,LNOTE24LA02307
2024520701,24,103,1ST.Sick,LNOTE24LA02787
2024520703,24,103,Sick,LNOTE24LA02789
2024645565,24,72,DUMBWONTNURSE,LNOTE24LA00025
2024645566,24,79,1ST,LNOTE24LA00241
2024645567,24,79,2ND.THIN.DUMB,LNOTE24LA00242
2024645568,24,82,NICE LAMB,LNOTE24LA00505
2024645569,24,82,NICE LAMB,LNOTE24LA00506
2024645571,24,82,Pyelonephritis,LNOTE24LA00549
2024645574,24,84,Sick,LNOTE24LA00706
2024645575,24,84,NICE LAMB,LNOTE24LA00767
2024645576,24,84,NICE LAMB,LNOTE24LA00768
2024645577,24,85,1ST.BR.LF,LNOTE24LA00867
2024645578,24,85,2ND,LNOTE24LA00868
2024645579,24,85,1ST,LNOTE24LA00890
2024645580,24,85,2ND,LNOTE24LA00891
2024645587,24,89,LostK5586,LNOTE24LA01338
2024645590,24,91,NICE LAMB,LNOTE24LA01715
2024645591,24,91,NICE LAMB,LNOTE24LA01716
2024645595,24,93,HAIRY,LNOTE24LA02015
2024645603,24,94,NICE LAMB,LNOTE24LA02087
2024645604,24,94,NICE LAMB,LNOTE24LA02088
2024645605,24,94,1ST.NICE,LNOTE24LA02104
2024645606,24,94,2ND.NICE,LNOTE24LA02105
2024645610,24,95,Seizures,LNOTE24LA02182
2024645614,24,96,1ST,LNOTE24LA02330
2024645615,24,96,2ND.NICE,LNOTE24LA02331
2024704267,24,74,2ND.Premature,LNOTE24LA00047
2024704270,24,77,1ST,LNOTE24LA00106
2024704271,24,77,2ND,LNOTE24LA00107
2024704275,24,77,1ST,LNOTE24LA00125
2024704276,24,77,2ND,LNOTE24LA00126
2024704278,24,78,1ST,LNOTE24LA00143
2024704279,24,78,2ND,LNOTE24LA00144
2024704280,24,78,2ND,LNOTE24LA00149
2024704281,24,78,3RD.WEAK,LNOTE24LA00150
2024704282,24,78,1ST,LNOTE24LA00154
2024704283,24,78,2ND,LNOTE24LA00155
2024704284,24,78,1ST,LNOTE24LA00156
2024704285,24,78,2ND,LNOTE24LA00157
2024704286,24,78,3RD,LNOTE24LA00158
2024704289,24,78,1ST,LNOTE24LA00181
2024704290,24,78,2ND,LNOTE24LA00182
2024704291,24,78,3RD,LNOTE24LA00183
2024704292,24,78,AspirationPneu,LNOTE24LA00192
2024704296,24,79,1ST,LNOTE24LA00202
2024704297,24,79,2ND,LNOTE24LA00203
2024704305,24,79,SeverePneu,LNOTE24LA00253
2024704307,24,79,1ST,LNOTE24LA00255
2024704308,24,79,2ND,LNOTE24LA00256
2024704327,24,80,Gastroenteritis,LNOTE24LA00316
2024704332,24,80,FibrinousPleuro,LNOTE24LA00325
2024704335,24,80,Hemorrhagic,LNOTE24LA00334
2024704346,24,80,HAIRY,LNOTE24LA00376
2024704350,24,80,+Trauma,LNOTE24LA00397
2024704365,24,81,EWELOVESNOW,LNOTE24LA00472
2024704368,24,81,CRYPTORCHID,LNOTE24LA00475
2024704373,24,81,DINKY,LNOTE24LA00480
2024704374,24,81,HAIRY,LNOTE24LA00481
2024704379,24,82,DUMBPossRupture,LNOTE24LA00494
2024704391,24,82,+Sepsis,LNOTE24LA00520
2024704392,24,82,NICE LAMB,LNOTE24LA00524
2024704393,24,82,NICE LAMB,LNOTE24LA00525
2024704410,24,83,WEAK LAMB,LNOTE24LA00615
2024704422,24,83,Septic,LNOTE24LA00670
2024704424,24,83,1ST,LNOTE24LA00672
2024704425,24,83,2ND.Aspiration,LNOTE24LA00673
2024704426,24,83,3RD,LNOTE24LA00674
2024704427,24,83,1ST,LNOTE24LA00675
2024704429,24,83,NOT.L?,LNOTE24LA00686
2024704434,24,84,1ST.FTT,LNOTE24LA00693
2024704435,24,84,2ND,LNOTE24LA00694
2024704436,24,84,3RD,LNOTE24LA00695
2024704437,24,84,FxRibs+LungHem,LNOTE24LA00698
2024704438,24,84,2ND.L/D,LNOTE24LA00700
2024704439,24,84,1ST,LNOTE24LA00701
2024704440,24,84,3RD,LNOTE24LA00702
2024704441,24,84,1ST,LNOTE24LA00713
2024704442,24,84,2ND,LNOTE24LA00714
2024704443,24,84,1ST,LNOTE24LA00716
2024704444,24,84,2ND,LNOTE24LA00717
2024704447,24,84,1ST,LNOTE24LA00741
2024704448,24,84,2ND,LNOTE24LA00742
2024704451,24,84,1ST,LNOTE24LA00749
2024704452,24,84,2ND.BACKWARDS,LNOTE24LA00750
2024704453,24,84,1ST,LNOTE24LA00751
2024704454,24,84,2ND,LNOTE24LA00752
2024704456,24,84,1ST,LNOTE24LA00762
2024704457,24,84,2ND,LNOTE24LA00763
2024704458,24,84,1ST,LNOTE24LA00764
2024704459,24,84,2ND,LNOTE24LA00765
2024704463,24,84,1ST,LNOTE24LA00774
2024704464,24,84,2ND,LNOTE24LA00775
2024704468,24,84,HUNGRY,LNOTE24LA00785
2024704477,24,84,1ST,LNOTE24LA00810
2024704478,24,84,2ND,LNOTE24LA00811
2024704479,24,84,1ST,LNOTE24LA00820
2024704480,24,84,3RD.PneuUmbInfx,LNOTE24LA00821
2024704481,24,84,2ND.FX.RIBS,LNOTE24LA00822
2024704486,24,85,NEURO?DOWN,LNOTE24LA00840
2024704491,24,85,1ST,LNOTE24LA00852
2024704492,24,85,2ND,LNOTE24LA00853
2024704493,24,85,1ST,LNOTE24LA00854
2024704494,24,85,2ND,LNOTE24LA00855
2024704497,24,85,1ST,LNOTE24LA00858
2024704498,24,85,2NDUmbArteritis,LNOTE24LA00859
2024704504,24,85,1ST,LNOTE24LA00895
2024704505,24,85,2ND,LNOTE24LA00896
2024704509,24,85,1ST,LNOTE24LA00900
2024704510,24,85,2ND,LNOTE24LA00901
2024704511,24,85,1ST.3FEETOUT,LNOTE24LA00906
2024704512,24,85,2ND,LNOTE24LA00907
2024704513,24,85,1ST,LNOTE24LA00908
2024704514,24,85,2ND,LNOTE24LA00909
2024704515,24,85,NICE LAMB,LNOTE24LA00913
2024704516,24,85,NICE LAMB,LNOTE24LA00914
2024704527,24,85,SWELLHEAD,LNOTE24LA00936
2024704536,24,86,1ST+Sepsis,LNOTE24LA00978
2024704537,24,86,2ND.Orph->Dead,LNOTE24LA00979
2024704541,24,86,WEAK LAMB,LNOTE24LA00994
2024704542,24,86,1ST,LNOTE24LA01007
2024704543,24,86,2ND,LNOTE24LA01008
2024704545,24,86,LEyeVerySwollen,LNOTE24LA01015
2024704550,24,86,1ST,LNOTE24LA01025
2024704551,24,86,2ND,LNOTE24LA01026
2024704554,24,86,+Peritonitis,LNOTE24LA01038
2024704556,24,86,ThoracicHemorrh,LNOTE24LA01040
2024704564,24,86,Premature,LNOTE24LA01065
2024704574,24,87,1ST,LNOTE24LA01100
2024704577,24,87,Hernia,LNOTE24LA01109
2024704580,24,87,+Malnutrition,LNOTE24LA01123
2024704594,24,87,1ST,LNOTE24LA01189
2024704595,24,87,2ND,LNOTE24LA01190
2024704596,24,87,1ST,LNOTE24LA01193
2024704597,24,87,2ND,LNOTE24LA01194
2024704598,24,87,+Starvation,LNOTE24LA01200
2024704600,24,87,1ST,LNOTE24LA01208
2024704601,24,87,2ND,LNOTE24LA01209
2024704605,24,87,CRYPTORCHID,LNOTE24LA01217
2024704621,24,88,FxRibsMalnutrtn,LNOTE24LA01263
2024704623,24,88,L/D FTT,LNOTE24LA01275
2024704635,24,89,Fever,LNOTE24LA01343
2024704644,24,89,LG.POSSDILATN,LNOTE24LA01365
2024704655,24,89,SepsisPremature,LNOTE24LA01416
2024704661,24,89,Down,LNOTE24LA01444
2024704665,24,89,+Malnutrition,LNOTE24LA01456
2024704666,24,89,1ST,LNOTE24LA01472
2024704667,24,89,EnteritisSeptic,LNOTE24LA01473
2024704668,24,89,Fx.R.Femur,LNOTE24LA01474
2024704671,24,90,1ST,LNOTE24LA01495
2024704672,24,90,2ND,LNOTE24LA01496
2024704689,24,91,1ST,LNOTE24LA01661
2024704690,24,91,2ND,LNOTE24LA01662
2024704691,24,91,3RD,LNOTE24LA01663
2024704696,24,91,1ST,LNOTE24LA01692
2024704697,24,91,2ND,LNOTE24LA01693
2024704699,24,91,1ST,LNOTE24LA01695
2024704700,24,91,2ND,LNOTE24LA01696
2024704701,24,91,1ST,LNOTE24LA01703
2024704702,24,91,2ND,LNOTE24LA01704
2024704703,24,91,UGLY,LNOTE24LA01710
