UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,MICRON,SD,CV,CF,DIGR
05PR00138,K2959,1,06,68,03,1,2.0,0,.,.,1,2,8.1,3.2,,1,57a,Adg,Y,..,28.1,4.6,16.5,72.0,54
05PR00139,K2927,1,06,68,03,1,2.0,0,.,.,1,3-,8.9,3.5,"BIG, PNEU.",1,53K,Adg,Y,..,25.2,4.0,16.0,90.4,58
05PR00140,K2974,1,06,68,03,1,2.0,0,.,.,1,3+,8.0,3.1,BIG,1,nd,Adg,Y,..,25.4,4.1,16.3,89.5,58
05PR00141,K2780,1,06,68,03,1,2.0,0,.,.,1,2-,9.1,3.6,,1,nd,Adg,Y,..,29.8,4.8,16.1,56.4,50
05PR00142,K2787,1,06,68,03,1,2.0,0,.,.,1,3+,9.2,3.6,NICE,1,52K,Adg,Y,..,32.1,6.1,19.1,43.0,48
05PR00143,K2771,1,06,68,03,1,2.0,0,.,.,1,2,9.6,3.8,,1,57K,Adg,Y,..,24.5,3.3,13.6,95.4,60
05PR00144,P0127,1,30,81,02,1,3.0,0,.,EXP,1,1-,7.2,2.8,,1,.,Lww,X,60,0.0,0.0,0.0,0.0,0
05PR00145,P0098,1,30,84,02,1,3.0,0,.,EXP,2,2+,9.6,3.8,,1,e12,Inbr,X,56,0.0,0.0,0.0,0.0,0
05PR00146,P0253,1,30,82,02,1,3.0,2,.,BHV,.,..,0.0,0.0,ABS.BRISKET X,V,BHV,Ctrl,X,..,0.0,0.0,0.0,0.0,0
05PR00147,P0220,1,30,84,02,1,3.0,0,.,CTL,2,2+,8.5,3.3,,1,eal,Inbr,X,58,0.0,0.0,0.0,0.0,0
05PR00148,R1667,1,43,10,00,1,5.0,0,.,.,2,2-,8.1,3.2,"AGE4, SAVE",1,32R,IDX,Y,..,22.1,3.6,16.3,98.0,62
05PR00149,R1231,1,07,10,00,1,5.0,0,.,.,3,3-,8.5,3.3,"NICE, AGE4",1,.,IDX,Y,..,22.7,3.7,16.4,97.3,62
05PR00150,R3160,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00151,R3176,1,07,18,02,1,3.0,2,.,EXP,3,3-,9.0,3.5,NICE,1,37R,Ramb,Y,..,23.5,3.4,14.4,97.2,60
05PR00152,R3179,1,07,18,02,1,3.0,0,.,CTL,2,3,9.3,3.7,NICE,1,e.7,Ramb,Y,..,23.8,3.7,15.5,96.2,60
05PR00153,R3004,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,NICE,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00154,R3029,1,43,18,02,1,3.0,2,.,EXP,2,3+,8.2,3.2,2nd CHOICE,1,eal,Ramb,Y,..,24.2,3.2,13.4,96.5,60
05PR00155,R3081,1,43,18,02,1,3.0,0,.,CTL,3,3-,8.2,3.2,NICE,1,eal,Ramb,Y,..,22.8,4.1,18.0,95.7,62
05PR00156,R3321,1,43,18,02,1,3.0,0,.,EXP,3,4-,8.1,3.2,,1,35R,Ramb,Y,..,21.6,3.3,15.3,98.5,64
05PR00157,R3416,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00158,R3401,1,07,18,02,1,3.0,0,.,EXP,2,3-,9.0,3.5,NICE,1,46R,Ramb,Y,..,22.8,3.2,14.1,98.0,62
05PR00159,R3507,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,KNOT MID.TSTS,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00160,R3553,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00161,R3649,1,07,18,02,1,3.0,0,.,CTL,1,3,8.6,3.4,NICE,1,eal,Ramb,Y,..,21.9,3.8,17.2,97.1,64
05PR00162,R3240,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,"H7, MSG 3/1",V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00163,R3819,1,07,18,02,1,3.0,0,.,EXP,4,3-,8.4,3.3,"ABS. BUTT, H4",1,e.8,Ramb,Y,..,24.7,5.5,22.2,83.7,60
05PR00164,R3837,1,43,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,NICE,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00165,R3846,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00166,R3885,1,07,18,02,1,3.0,0,.,CTL,3,4-,9.2,3.6,F5+,1,.,Ramb,Y,..,21.8,3.7,16.9,98.0,64
05PR00167,R3786,1,07,18,02,1,3.0,0,.,EXP,3,2-,8.0,3.1,,1,eal,Ramb,Y,..,23.6,4.3,18.0,91.7,60
05PR00168,R4110,1,07,18,03,1,2.0,0,.,BHV,.,..,0.0,0.0,"-SIZE, F5",4,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00169,R4131,1,07,18,03,1,2.0,0,.,.,1,3,8.4,3.3,,1,43R,Ramb,Y,..,23.5,3.7,15.9,96.2,60
05PR00170,R4133,1,07,18,03,1,2.0,0,.,BHV,.,..,0.0,0.0,-SIZE,4,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00171,R4146,1,07,18,03,1,2.0,0,.,.,2,3+,9.2,3.6,,1,31R,Ramb,Y,..,22.4,3.4,15.2,97.7,62
05PR00172,R4147,1,07,18,03,1,2.0,0,.,.,1,5+,8.5,3.3,F5,1,e.9,Ramb,Y,..,23.3,3.6,15.3,97.0,62
05PR00173,R4156,1,07,18,03,1,2.0,0,.,.,7,4+,9.3,3.7,H7,1,.,Ramb,Y,..,22.4,3.5,15.8,97.4,62
05PR00174,R4168,1,07,18,03,1,2.0,0,.,.,2,3,7.8,3.1,NICE,1,eal,Ramb,Y,..,26.0,5.0,19.1,82.9,58
05PR00175,R4186,1,07,18,03,1,2.0,0,.,.,1,3-,9.2,3.6,MALE MOUNTS,1,.,Ramb,Y,..,24.2,3.8,15.9,94.6,60
05PR00176,R4171,1,07,18,03,1,2.0,0,.,.,2,3+,9.0,3.5,,1,41R,Ramb,Y,..,23.9,4.1,17.1,94.5,60
05PR00177,R4174,1,07,18,03,1,2.0,0,.,BHV,.,..,0.0,0.0,H4 BHV RAM,4,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00178,R4177,1,07,18,03,1,2.0,0,.,BHV,.,..,0.0,0.0,-FLWT,4,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00179,R4061,1,07,18,03,1,2.0,0,.,.,3,3,7.8,3.1,H3,1,.,Ramb,Y,..,25.6,3.7,14.5,90.0,58
05PR00180,R4067,1,07,18,03,1,2.0,0,.,.,2,3,8.2,3.2,,1,.,Ramb,Y,..,22.2,3.6,16.3,97.3,62
05PR00181,R4081,1,07,18,03,1,2.0,0,.,.,2,4,9.3,3.7,,1,.,Ramb,Y,..,23.2,3.5,15.1,97.1,62
05PR00182,R4093,1,07,18,03,1,2.0,0,.,.,3,3,8.8,3.5,,1,42R,Ramb,Y,..,22.6,3.6,15.7,97.5,62
05PR00183,R4319,1,07,18,04,1,1.0,0,.,.,3,5+,6.2,2.4,,1,.,Ramb,Y,..,20.3,3.9,19.4,98.8,70
05PR00184,R4334,1,07,18,04,1,1.0,0,.,.,7,3-,7.4,2.9,H7,1,.,Ramb,Y,..,19.3,3.7,19.2,99.5,70
05PR00185,R4344,1,07,18,04,1,1.0,0,.,.,3,3-,8.2,3.2,,1,.,Ramb,Y,..,20.2,3.4,16.7,99.0,70
05PR00186,R4348,1,07,18,04,1,1.0,0,.,.,2,3,7.9,3.1,,1,.,Ramb,Y,..,20.5,3.6,17.5,99.0,70
05PR00187,R4349,1,07,18,04,1,1.0,0,.,.,2,3+,8.0,3.1,,1,.,Ramb,Y,..,20.8,3.6,17.0,99.0,64
05PR00188,R4347,1,07,18,04,1,1.0,0,.,.,3,4+,7.0,2.8,NICE LAMB,1,.,Ramb,Y,..,25.9,5.0,19.5,81.9,58
05PR00189,R4357,1,07,18,04,1,1.0,0,.,.,1,2-,7.2,2.8,4TEATS,1,.,Ramb,Y,..,20.1,3.2,16.1,99.4,70
05PR00190,R4360,1,07,18,04,1,1.0,0,.,.,1,3,7.8,3.1,,1,.,Ramb,Y,..,19.0,3.0,15.8,99.9,80
05PR00191,R4365,1,07,18,04,1,1.0,0,.,.,1,3+,6.8,2.7,NICE,1,.,Ramb,Y,..,22.1,4.5,20.3,95.8,62
05PR00192,R4375,1,07,18,04,1,1.0,0,.,.,1,3-,6.5,2.6,NICE LAMB,1,.,Ramb,Y,..,22.3,3.9,17.3,96.6,62
05PR00193,R4405,1,07,18,04,1,1.0,2,.,.,3,3+,6.8,2.7,,1,.,Ramb,Y,..,19.2,3.7,19.0,99.5,70
05PR00194,R4406,1,07,18,04,1,1.0,2,.,.,1,3-,5.6,2.2,,1,.,Ramb,Y,..,19.0,3.0,15.7,99.7,80
05PR00195,R4441,1,07,18,04,1,1.0,0,.,.,1,3+,6.9,2.7,,1,.,Ramb,Y,..,19.8,3.9,19.5,98.6,70
05PR00196,R4453,1,07,18,04,1,1.0,0,.,.,3,3-,7.3,2.9,,1,.,Ramb,Y,..,19.3,3.1,16.2,99.2,70
05PR00197,R4425,1,07,18,04,1,1.0,0,.,.,1,3,7.2,2.8,,1,.,Ramb,Y,..,20.1,4.2,20.7,98.0,70
05PR00198,R4560,1,07,18,04,1,1.0,2,.,.,1,3+,7.2,2.8,,1,.,Ramb,Y,..,19.5,3.0,15.4,99.7,70
05PR00199,R4566,1,07,18,04,1,1.0,0,.,.,1,4+,7.8,3.1,"NICE LAMB,PNE",1,.,Ramb,Y,..,19.5,3.5,18.1,99.5,70
05PR00200,R4529,1,07,18,04,1,1.0,2,.,.,1,3,7.5,3.0,,1,.,Ramb,Y,..,19.7,3.3,16.6,99.7,70
05PR00201,R4590,1,07,18,04,1,1.0,0,.,.,4,4,5.6,2.2,,1,.,Ramb,Y,..,23.1,4.2,18.1,95.8,62
05PR00202,R4631,1,07,18,04,1,1.0,0,.,.,3,3-,5.5,2.2,,1,.,Ramb,Y,..,22.7,4.1,17.9,95.5,62
05PR00203,R4651,1,07,18,04,1,1.0,0,.,.,2,3+,6.0,2.4,NICE,1,.,Ramb,Y,..,21.5,3.1,14.4,99.5,64
05PR00204,R4666,1,07,18,04,1,1.0,0,.,.,2,3,5.4,2.1,,1,.,Ramb,Y,..,19.0,3.4,17.9,99.7,80
05PR00205,R4681,1,07,18,04,1,1.0,0,.,.,3,3+,7.1,2.8,"H3, PNEU.",1,.,Ramb,Y,..,19.7,2.9,14.8,99.8,70
05PR00206,R4206,1,07,18,03,1,2.0,0,.,BHV,.,..,0.0,0.0,,4,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00207,R4202,1,07,18,03,1,2.0,0,.,.,2,3,8.2,3.2,,1,44R,Ramb,Y,..,24.2,4.5,18.5,91.9,60
05PR00208,R4255,1,07,18,04,1,1.0,0,.,.,2,3,7.4,2.9,,1,.,Ramb,Y,..,20.7,3.4,16.2,98.9,64
05PR00209,R4227,1,07,18,03,1,2.0,0,.,.,1,3,6.5,2.6,NICE,1,.,Ramb,Y,..,21.5,3.2,14.7,99.7,64
05PR00210,R4280,1,07,18,04,1,1.0,0,.,.,2,4+,7.0,2.8,,1,.,Ramb,Y,..,22.6,3.4,15.1,97.8,62
05PR00211,R4714,1,07,18,04,1,1.0,0,.,.,2,4,7.3,2.9,,1,.,Ramb,Y,..,19.9,3.3,16.4,99.7,70
05PR00212,R4709,1,07,18,04,1,1.0,2,.,.,3,3,6.2,2.4,PNEU.,1,.,Ramb,Y,..,18.2,3.3,18.0,99.8,80
05PR00213,R4740,1,07,18,04,1,1.0,0,.,.,1,3,7.0,2.8,NICE,1,.,Ramb,Y,..,23.0,3.8,16.5,97.4,62
05PR00214,R4766,1,07,18,04,1,1.0,2,.,DNA,2,3-,7.5,3.0,NICE LAMB,1,.,Ramb,Y,..,20.2,3.9,19.1,98.9,70
05PR00215,R4722,1,07,18,04,1,1.0,2,.,.,2,3,6.1,2.4,NICE LAMB,1,.,Ramb,Y,..,20.2,3.4,16.7,99.5,70
05PR00216,R4729,1,07,18,04,1,1.0,0,.,.,2,3,7.4,2.9,"F3-, NICE",1,.,Ramb,Y,..,21.3,3.6,16.9,98.6,64
05PR00217,R4784,1,07,18,04,1,1.0,2,.,DNA,7,3+,7.0,2.8,H7,1,.,Ramb,Y,..,20.0,3.9,19.5,98.6,70
05PR00218,R4795,1,07,18,04,1,1.0,2,.,DNA,1,4-,6.8,2.7,NICE LAMB,1,.,Ramb,Y,..,22.0,3.8,17.4,97.6,64
05PR00219,R5067,1,07,18,04,1,1.0,2,.,.,2,2+,5.8,2.3,,1,.,Ramb,Y,..,19.1,3.0,15.5,99.6,80
05PR00220,R2554,1,07,10,01,1,4.0,0,.,.,7,3,8.8,3.5,H7,1,36R,Lww,Y,..,25.2,4.6,18.2,88.5,58
05PR00221,R2570,1,07,10,01,1,4.0,0,.,.,3,4-,7.9,3.1,NICE,1,33R,Sage,Y,..,25.0,3.5,13.8,93.5,58
05PR00222,R2602,1,43,13,01,1,4.0,0,.,.,2,5+,9.6,3.8,"F4-,5+",1,.,Wool,Y,..,23.9,3.9,16.2,94.4,60
05PR00223,R2997,1,07,18,02,1,3.0,2,.,BHV,.,..,0.0,0.0,,V,BHV,Ramb,X,..,0.0,0.0,0.0,0.0,0
05PR00224,R2746,1,43,13,01,1,4.0,0,.,.,7,3,9.2,3.6,"H7, DEAD",1,45R,Sage,Y,..,23.1,3.8,16.6,95.9,62
05PR00225,T0111,1,02,48,04,1,1.0,7,.,SPG,1,3,6.8,2.7,"PNEU,Msg?July",1,.,Spg,Y,..,23.0,4.2,18.4,95.3,62
05PR00226,T0100,1,02,ID,04,1,1.0,I,.,X,.,..,0.0,0.0,CR.FR.LEGS,1,.,Ida,X,..,0.0,0.0,0.0,0.0,0
05PR00227,T0105,1,02,ID,04,1,1.0,I,.,.,2,3,6.4,2.5,,1,.,Ida,Y,..,19.3,3.2,16.7,99.8,70
05PR00228,T0151,1,02,ID,04,1,1.0,I,.,.,4,4,8.0,3.1,,1,.,Ida,Y,..,21.3,4.6,21.5,95.4,64
05PR00229,T0152,1,02,ID,04,1,1.0,I,.,.,1,3,6.8,2.7,,1,.,Ida,Y,..,20.6,3.9,18.9,98.0,64
05PR00230,T0121,1,02,ID,04,1,1.0,I,.,.,1,3,6.4,2.5,,1,.,Ida,Y,..,19.8,3.0,15.0,99.7,70
05PR00231,T0192,1,02,ID,04,1,1.0,I,.,.,2,3,7.8,3.1,PNEU.,1,.,Ida,Y,..,22.4,4.4,19.8,95.4,62
05PR00232,T0198,1,02,ID,04,1,1.0,I,.,.,3,5+,6.6,2.6,NICE,1,.,Ida,Y,..,21.0,3.9,18.4,98.4,64
05PR00233,T0174,1,02,ID,04,1,1.0,I,.,.,2,3,6.5,2.6,BIG,1,.,Ida,Y,..,19.9,3.4,17.1,99.3,70
05PR00234,T0175,1,02,ID,04,1,1.0,I,.,.,2,4,5.2,2.0,PNEU.,1,.,Ida,Y,..,22.0,4.0,18.0,96.6,64
05PR00235,T0031,1,02,48,04,1,1.0,0,.,.,1,3,6.8,2.7,NICE LAMB,1,.,Targ,Y,..,22.6,3.5,15.5,98.2,62
05PR00236,T0032,1,02,48,04,1,1.0,0,.,.,1,3,8.0,3.1,NICE LAMB,1,.,Targ,Y,..,22.4,3.8,16.8,97.6,62
05PR00237,T0037,1,02,ID,04,1,1.0,I,.,.,2,4+,7.0,2.8,NICE LAMB,1,.,Ida,Y,..,21.1,4.4,20.7,97.1,64
05PR00238,T0055,1,02,48,04,1,1.0,0,.,.,1,3-,7.5,3.0,NICE,1,.,Targ,Y,..,22.8,3.9,17.0,96.5,62
05PR00239,T0064,1,02,48,04,1,1.0,0,.,.,1,3+,6.5,2.6,,1,.,Targ,Y,..,20.9,3.5,16.7,99.1,64
05PR00240,T0068,1,02,ID,04,1,1.0,I,.,.,1,3,5.9,2.3,,1,.,Ida,Y,..,20.6,3.8,18.4,99.2,64
05PR00241,T0023,1,02,48,04,1,1.0,7,.,SPG,2,3-,7.6,3.0,,1,.,Spg,Y,..,22.2,3.7,16.6,97.4,62
05PR00242,T0093,1,02,ID,04,1,1.0,I,.,.,1,3,6.2,2.4,NICE LAMB,1,.,Ida,Y,..,19.0,3.2,16.9,99.5,80
05PR00243,T0096,1,02,48,04,1,1.0,0,.,.,1,3,7.9,3.1,X EPI L.TSTS,1,.,Targ,Y,..,22.7,4.5,20.1,94.3,62
05PR00244,T0076,1,02,ID,04,1,1.0,I,.,.,1,4,6.0,2.4,NICE,1,.,Ida,Y,..,19.6,3.4,17.1,99.6,70
05PR00245,T0212,1,02,ID,04,1,1.0,I,.,.,1,3-,5.5,2.2,NECK FOLDS*,1,.,Ida,Y,..,19.7,3.2,16.1,99.1,70
05PR00246,T8315,1,02,ID,01,1,4.0,I,.,.,1,3,9.0,3.5,"SAVE, KK.",1,e.0,Ida,Y,..,27.0,4.4,16.4,82.3,56
05PR00247,T8402,1,02,ID,01,1,4.0,I,.,.,2,3,7.8,3.1,"S7 STUD, MSU.",1,61T,Ida,Y,..,25.0,4.2,16.7,90.2,58
05PR00248,T8296,1,02,ID,01,1,4.0,I,.,.,2,3,8.4,3.3,"SAVE, KK.",1,43T,Ida,Y,..,24.7,3.5,14.1,94.8,60
05PR00249,T8907,1,02,41,02,1,3.0,0,.,.,1,2-,10.0,3.9,"KEEP, ISA.",1,64T,Lww,Y,..,25.9,3.8,14.7,89.8,58
05PR00250,T9140,1,02,41,02,1,3.0,0,.,.,1,3+,8.6,3.4,McR.,1,e.1,Lww,Y,..,25.3,3.8,15.1,91.8,58
